Average/AverageDiscountedReturn,GaussianMLPPolicy/Entropy,Average/TerminationRate,Average/NumEpisodes,sweep-v1/SuccessRate,MetaTest/sweep-v1/MaxReturn,Average/MaxReturn,Average/MinReturn,TotalEnvSteps,Average/Iteration,sweep-v1/MaxReturn,GaussianMLPPolicy/LossAfter,MetaTest/sweep-v1/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/sweep-v1/MinReturn,sweep-v1/NumEpisodes,sweep-v1/MinReturn,GaussianMLPPolicy/LossBefore,sweep-v1/Iteration,sweep-v1/AverageDiscountedReturn,MetaTest/sweep-v1/NumEpisodes,MetaTest/Average/TerminationRate,Iteration,sweep-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/sweep-v1/AverageDiscountedReturn,sweep-v1/StdReturn,GaussianMLPPolicy/dLoss,MetaTest/Average/Iteration,Average/AverageReturn,GaussianMLPPolicy/KLBefore,MetaTest/sweep-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,Average/StdReturn,MetaTest/Average/AverageReturn,GaussianMLPPolicy/KLAfter,Average/SuccessRate,sweep-v1/AverageReturn,MetaTest/sweep-v1/AverageReturn,MetaTest/sweep-v1/Iteration,MetaTest/sweep-v1/StdReturn
-17.43582997195723,5.659294128417969,0.0,200,0.0,-37.22951865666376,-17.226694734242987,-65.93206709896442,80000,0,-17.226694734242987,-0.0021992374677211046,0.0,0.0,-37.22951865666376,-37.22951865666376,-37.22951865666376,200,-65.93206709896442,-0.00129206501878798,0,-17.43582997195723,1,0.0,0,0.0,-37.22951865666375,-37.22951865666375,9.731383030665343,0.0009071724489331245,0,-43.495151654284385,0.0,0.0,0.0,1,9.731383030665343,-37.22951865666376,0.006501761265099049,0.0,-43.495151654284385,-37.22951865666376,0,0.0
-13.62152999423015,5.633556842803955,0.0,200,0.0,-19.466680103977367,158.11558188659112,-57.19091235348558,160000,1,158.11558188659112,-0.00422560703009367,0.0,0.0,-19.466680103977367,-19.466680103977367,-19.466680103977367,200,-57.19091235348558,-0.0030428406316787004,1,-13.62152999423015,1,0.0,1,0.0,-19.46668010397737,-19.46668010397737,19.69308027968374,0.0011827663984149694,1,-29.81187940257469,0.0,0.0,0.0,1,19.69308027968374,-19.466680103977367,0.006612782832235098,0.0,-29.81187940257469,-19.466680103977367,1,0.0
4.166424065443696,5.629333972930908,0.0,200,0.0,-25.11330337982477,2426.049760359821,-51.530945337689914,240000,2,2426.049760359821,-0.0007098346250131726,0.0,0.0,-25.11330337982477,-25.11330337982477,-25.11330337982477,200,-51.530945337689914,-0.00011605715553741902,2,4.166424065443696,1,0.0,2,0.0,-25.113303379824764,-25.113303379824764,274.9537559384247,0.0005937774694757536,2,47.587962877464605,0.0,0.0,0.0,1,274.9537559384247,-25.11330337982477,0.009734192863106728,0.0,47.587962877464605,-25.11330337982477,2,0.0
82.2199822594079,5.611928462982178,0.0,200,0.0,-16.455853014031256,14464.212231137017,-38.43721864154272,320000,3,14464.212231137017,-0.0005318393232300878,0.0,0.0,-16.455853014031256,-16.455853014031256,-16.455853014031256,200,-38.43721864154272,-0.0002668336674105376,3,82.2199822594079,1,0.0,3,0.0,-16.455853014031252,-16.455853014031252,1422.932872582736,0.00026500565581955016,3,380.7344165806664,0.0,0.0,0.0,1,1422.932872582736,-16.455853014031256,0.006856047548353672,0.0,380.7344165806664,-16.455853014031256,3,0.0
75.36075913459632,5.600881099700928,0.0,200,0.0,1544.5990885212434,6690.917975171943,-27.031790794702488,400000,4,6690.917975171943,-6.784447759855539e-05,0.0,0.0,1544.5990885212434,1544.5990885212434,1544.5990885212434,200,-27.031790794702488,-3.1362891604658216e-05,4,75.36075913459632,1,0.0,4,0.0,1544.5990885212427,1544.5990885212427,861.1831481321667,3.648158599389717e-05,4,318.21173767754755,0.0,0.0,0.0,1,861.1831481321667,1544.5990885212434,0.007174699101597071,0.0,318.21173767754755,1544.5990885212434,4,0.0
242.06947913039374,5.604881763458252,0.0,200,0.0,1470.508693942874,11036.267850706205,-26.643073779596946,480000,5,11036.267850706205,-3.267185456934385e-05,0.0,0.0,1470.508693942874,1470.508693942874,1470.508693942874,200,-26.643073779596946,1.2650576536543667e-05,5,242.06947913039374,1,0.0,5,0.0,1470.5086939428745,1470.5086939428745,1730.562111501403,4.532243110588752e-05,5,901.4136780595909,0.0,0.0,0.0,1,1730.562111501403,1470.508693942874,0.008195340633392334,0.0,901.4136780595909,1470.508693942874,5,0.0
467.7417727001001,5.582568168640137,0.0,200,0.0,-15.535717612413553,19205.351742082876,-22.994991627693274,560000,6,19205.351742082876,-1.967097705346532e-05,0.0,0.0,-15.535717612413553,-15.535717612413553,-15.535717612413553,200,-22.994991627693274,-1.7262060282519087e-05,6,467.7417727001001,1,0.0,6,0.0,-15.53571761241355,-15.53571761241355,3240.6546764754357,2.4089167709462345e-06,6,1667.4975629924852,0.0,0.0,0.0,1,3240.6546764754357,-15.535717612413553,0.0016915120650082827,0.0,1667.4975629924852,-15.535717612413553,6,0.0
593.1549097215315,5.567528247833252,0.0,200,0.005,649.9476122008668,13443.779380558244,-20.585187654854252,640000,7,13443.779380558244,-1.2478073585953098e-05,0.0,0.0,649.9476122008668,649.9476122008668,649.9476122008668,200,-20.585187654854252,-1.156232065113727e-05,7,593.1549097215315,1,0.0,7,0.0,649.9476122008665,649.9476122008665,3145.060981470748,9.157529348158278e-07,7,2065.427277511317,0.0,0.0,0.0,1,3145.060981470748,649.9476122008668,0.0006683007231913507,0.005,2065.427277511317,649.9476122008668,7,0.0
642.2962181114403,5.547111511230469,0.0,200,0.0,2941.458915082095,21668.702502785538,-20.24655971773084,720000,8,21668.702502785538,-1.4986087990109809e-05,0.0,0.0,2941.458915082095,2941.458915082095,2941.458915082095,200,-20.24655971773084,-1.4543018551194109e-05,8,642.2962181114403,1,0.0,8,0.0,2941.4589150820925,2941.4589150820925,3999.089460568338,4.430694389156997e-07,8,2285.0791259697185,0.0,0.0,0.0,1,3999.089460568338,2941.458915082095,0.0003089825331699103,0.0,2285.0791259697185,2941.458915082095,8,0.0
764.207933739756,5.5472412109375,0.0,200,0.0,3384.86241314274,21954.678567564635,-19.262917094549017,800000,9,21954.678567564635,-1.0571930175728994e-07,0.0,0.0,3384.86241314274,3384.86241314274,3384.86241314274,200,-19.262917094549017,1.519838406238705e-07,9,764.207933739756,1,0.0,9,0.0,3384.8624131427405,3384.8624131427405,4500.451203778205,2.5770314238116043e-07,9,2826.514433278684,0.0,0.0,0.0,1,4500.451203778205,3384.86241314274,0.00018054187239613384,0.0,2826.514433278684,3384.86241314274,9,0.0
