bin-picking-v1/MinReturn,bin-picking-v1/AverageReturn,MetaTest/Average/MaxReturn,bin-picking-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,bin-picking-v1/AverageDiscountedReturn,policy/dLoss,bin-picking-v1/StdReturn,MetaTest/bin-picking-v1/TerminationRate,policy/Entropy,bin-picking-v1/NumEpisodes,Average/SuccessRate,LinearFeatureBaseline/ExplainedVariance,TotalEnvSteps,policy/LossBefore,Average/NumEpisodes,MetaTest/bin-picking-v1/MaxReturn,Average/TerminationRate,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/NumEpisodes,Average/MaxReturn,Average/StdReturn,Average/AverageReturn,bin-picking-v1/Iteration,bin-picking-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,bin-picking-v1/SuccessRate,Average/MinReturn,policy/KLBefore,MetaTest/Average/NumEpisodes,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/StdReturn,MetaTest/bin-picking-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,policy/KL,Average/Iteration,MetaTest/bin-picking-v1/AverageReturn,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/TerminationRate,policy/LossAfter
-79.39488556694249,-40.02764047219583,,-22.61255348680857,,,-19.96852485206179,0.0023082867,15.379716121850155,,5.210328,100,0.0,0.9141695703940776,580000,-0.0047093593,100,,0.0,,,-22.61255348680857,15.379716121850155,-40.02764047219583,28,0.0,,,0.0,-79.39488556694249,0.0,,,,,-19.96852485206179,,,0.0072589554,28,,,,-0.007017646
-82.2775151083231,-39.441867253780345,,-22.9490672543967,,,-18.924799458802806,0.004940492,16.703953853056735,,5.208438,100,0.0,0.9310695996636779,600000,-0.0035647324,100,,0.0,,,-22.9490672543967,16.703953853056735,-39.441867253780345,29,0.0,,,0.0,-82.2775151083231,0.0,,,,,-18.924799458802806,,,0.005555782,29,,,,-0.008505224
-66.69160216910142,-39.757241214320054,-29.28865189386569,-20.8219049322301,-40.653556085840776,0.0,-19.41510223656921,0.0014232965,13.615025997361416,0.0,5.2020154,100,0.0,0.9039628449295813,620000,-0.0058507216,100,-29.28865189386569,0.0,-40.653556085840776,10,-20.8219049322301,13.615025997361416,-39.757241214320054,30,0.0,18.746323917180277,-40.65355608584076,0.0,-66.69160216910142,0.0,10,3,18.746323917180277,-93.53037549911058,-19.41510223656921,3,-93.53037549911058,0.00495685,30,-40.65355608584076,0.0,0.0,-0.007274018
-52.835104748490785,-35.18584419676515,,-21.88005695072474,,,-17.215139370540317,0.0048516598,7.661393073166948,,5.199107,100,0.0,0.8097455419923659,640000,-0.0032694824,100,,0.0,,,-21.88005695072474,7.661393073166948,-35.18584419676515,31,0.0,,,0.0,-52.835104748490785,0.0,,,,,-17.215139370540317,,,0.010783891,31,,,,-0.008121142
-79.77175247403326,-36.53592244760919,,-22.666402828172792,,,-17.5734217392062,-0.0006364273,14.74809036369964,,5.186361,100,0.1,0.9173405395393277,660000,-0.0023140549,100,,0.0,,,-22.666402828172792,14.74809036369964,-36.53592244760919,32,0.0,,,0.1,-79.77175247403326,0.0,,,,,-17.5734217392062,,,0.007177922,32,,,,-0.0016776276
-91.48662190660828,-54.71946708743465,,-28.0453331601529,,,-26.3569942895201,-0.0027692583,19.610965046994497,,5.161893,100,0.0,0.9410171110199521,680000,-0.0087846,100,,0.0,,,-28.0453331601529,19.610965046994497,-54.71946708743465,33,0.0,,,0.0,-91.48662190660828,0.0,,,,,-26.3569942895201,,,0.008192107,33,,,,-0.0060153413
-60.1263754800191,-38.793137744221994,,-24.613440909343538,,,-19.336548520729824,-0.0038292722,8.874636143642732,,5.1358275,100,0.0,0.8161074261052342,700000,-0.007002011,100,,0.0,,,-24.613440909343538,8.874636143642732,-38.793137744221994,34,0.0,,,0.0,-60.1263754800191,0.0,,,,,-19.336548520729824,,,0.008508314,34,,,,-0.0031727387
-87.97457808598222,-44.06824474843359,,-22.19618341485994,,,-20.605738490610182,-0.0030768765,20.789450170451502,,5.1175838,100,0.1,0.9515234674038094,720000,-0.005422705,100,,0.0,,,-22.19618341485994,20.789450170451502,-44.06824474843359,35,0.0,,,0.1,-87.97457808598222,0.0,,,,,-20.605738490610182,,,0.0031628315,35,,,,-0.0023458283
-84.51267782052876,-35.56233123659058,,-24.810580711756817,,,-17.574397546112962,-0.00091593014,14.166942055251523,,5.09838,100,0.0,0.897187371112821,740000,-0.0063850996,100,,0.0,,,-24.810580711756817,14.166942055251523,-35.56233123659058,36,0.0,,,0.0,-84.51267782052876,0.0,,,,,-17.574397546112962,,,0.0051436876,36,,,,-0.0054691695
-77.95726992025325,-45.54165587307865,,-21.126840401640866,,,-22.064644703052235,-0.0007995297,16.57599407540493,,5.076078,100,0.0,0.9221051032130624,760000,-0.008337404,100,,0.0,,,-21.126840401640866,16.57599407540493,-45.54165587307865,37,0.0,,,0.0,-77.95726992025325,0.0,,,,,-22.064644703052235,,,0.006392585,37,,,,-0.007537874
-92.04686841469929,-37.55193189879347,,-22.298235960187924,,,-18.34289777941534,0.00017614895,18.240460124567736,,5.0595737,100,0.0,0.9367778759912078,780000,-0.0068829637,100,,0.0,,,-22.298235960187924,18.240460124567736,-37.55193189879347,38,0.0,,,0.0,-92.04686841469929,0.0,,,,,-18.34289777941534,,,0.0073535354,38,,,,-0.0070591127
-85.02277047847132,-38.745102754824146,,-24.687898039287095,,,-18.818110651101794,0.0007928986,16.142073154551852,,5.0491414,100,0.1,0.9263831519908324,800000,-0.00070939027,100,,0.0,,,-24.687898039287095,16.142073154551852,-38.745102754824146,39,0.0,,,0.1,-85.02277047847132,0.0,,,,,-18.818110651101794,,,0.005279652,39,,,,-0.0015022889
-65.18840864531025,-35.33017366960732,-22.276582508369742,-24.157945709797783,-40.28625700008643,0.0,-17.358531736720472,0.00133945,11.267528178660452,0.0,5.0393977,100,0.0,0.8864180725387805,820000,-0.004213144,100,-22.276582508369742,0.0,-40.28625700008643,10,-24.157945709797783,11.267528178660452,-35.33017366960732,40,0.0,17.495170385324233,-40.28625700008644,0.0,-65.18840864531025,0.0,10,4,17.495170385324233,-81.31123048820474,-17.358531736720472,4,-81.31123048820474,0.005995441,40,-40.28625700008644,0.0,0.0,-0.005552594
-61.32202418709898,-34.95914766924549,,-22.06278035595151,,,-15.931544248260497,0.00013979664,11.842355088737392,,5.0289845,100,0.0,0.9254215100804529,840000,-0.0047406005,100,,0.0,,,-22.06278035595151,11.842355088737392,-34.95914766924549,41,0.0,,,0.0,-61.32202418709898,0.0,,,,,-15.931544248260497,,,0.00702262,41,,,,-0.004880397
-78.58469374681488,-45.958445399664626,,-23.291671606041017,,,-22.48621499821627,0.00426306,16.780216617441635,,5.0249877,100,0.0,0.9104366287616534,860000,-0.008387422,100,,0.0,,,-23.291671606041017,16.780216617441635,-45.958445399664626,42,0.0,,,0.0,-78.58469374681488,0.0,,,,,-22.48621499821627,,,0.0038098004,42,,,,-0.012650482
-87.30937840317914,-46.38060023781404,,-23.230426463165507,,,-22.656546891080502,0.002750272,19.200952359209438,,5.0135527,100,0.0,0.9359133183773898,880000,-0.008519209,100,,0.0,,,-23.230426463165507,19.200952359209438,-46.38060023781404,43,0.0,,,0.0,-87.30937840317914,0.0,,,,,-22.656546891080502,,,0.006478465,43,,,,-0.011269481
-76.61539634139967,-40.653536320218414,,-22.955511880201676,,,-20.080182093456347,-0.0045940205,15.555117268509688,,4.9872503,100,0.0,0.9161428292562617,900000,-0.0074844602,100,,0.0,,,-22.955511880201676,15.555117268509688,-40.653536320218414,44,0.0,,,0.0,-76.61539634139967,0.0,,,,,-20.080182093456347,,,0.0060758833,44,,,,-0.00289044
-69.7414375005301,-35.68541039390845,,-22.058617149593438,,,-17.516764520442543,0.0013564611,12.770993553126983,,4.977357,100,0.0,0.8897298694759508,920000,-0.0040263277,100,,0.0,,,-22.058617149593438,12.770993553126983,-35.68541039390845,45,0.0,,,0.0,-69.7414375005301,0.0,,,,,-17.516764520442543,,,0.0059221857,45,,,,-0.005382789
-67.89855338101056,-38.56439525469966,,-21.368206074819692,,,-19.167987263335522,0.0064465962,10.635310015412182,,4.983659,100,0.0,0.8452232111177802,940000,-0.01084467,100,,0.0,,,-21.368206074819692,10.635310015412182,-38.56439525469966,46,0.0,,,0.0,-67.89855338101056,0.0,,,,,-19.167987263335522,,,0.0045416406,46,,,,-0.017291266
-89.6532862404893,-40.515407166910656,,-21.866660493688354,,,-18.427850812958756,0.0046859737,20.12847494719006,,4.986556,100,0.0,0.9572602874362608,960000,-0.0031277526,100,,0.0,,,-21.866660493688354,20.12847494719006,-40.515407166910656,47,0.0,,,0.0,-89.6532862404893,0.0,,,,,-18.427850812958756,,,0.0074046967,47,,,,-0.007813727
-83.7872601969486,-43.12244551864741,,-23.788529322141514,,,-20.776910525538906,0.005144812,18.975782546293118,,4.9828033,100,0.1,0.9292049960039364,980000,-0.008874915,100,,0.0,,,-23.788529322141514,18.975782546293118,-43.12244551864741,48,0.0,,,0.1,-83.7872601969486,0.0,,,,,-20.776910525538906,,,0.0071238955,48,,,,-0.014019727
-78.37107358214239,-40.90551861470781,,-23.027603137810967,,,-19.350228022113612,0.0021802955,19.127475177541385,,4.978943,100,0.1,0.9402943214467233,1000000,-0.0060442616,100,,0.0,,,-23.027603137810967,19.127475177541385,-40.90551861470781,49,0.0,,,0.1,-78.37107358214239,0.0,,,,,-19.350228022113612,,,0.0046444433,49,,,,-0.008224557
-50.166132467465225,-33.93346189595717,-31.31315305414838,-22.316345878732047,-50.54797681341323,0.0,-16.865786323670942,0.0033820644,8.73121374645838,0.0,4.9793673,100,0.0,0.8150931543465401,1020000,-0.007811778,100,-31.31315305414838,0.0,-50.54797681341323,10,-22.316345878732047,8.73121374645838,-33.93346189595717,50,0.0,14.543513235387154,-50.547976813413236,0.0,-50.166132467465225,0.0,10,5,14.543513235387154,-71.59049600943818,-16.865786323670942,5,-71.59049600943818,0.005622188,50,-50.547976813413236,0.0,0.0,-0.011193843
-68.23307669508296,-40.8533615786162,,-23.207726482454806,,,-19.467148057610725,0.0009001433,16.767245086571382,,4.9688525,100,0.0,0.9250752343370907,1040000,-0.0063899476,100,,0.0,,,-23.207726482454806,16.767245086571382,-40.8533615786162,51,0.0,,,0.0,-68.23307669508296,0.0,,,,,-19.467148057610725,,,0.007252623,51,,,,-0.007290091
-84.1059908044629,-37.219609439278955,,-22.725985980979726,,,-18.20499572545637,0.0006122282,16.609955450755606,,4.955773,100,0.0,0.9181107900298446,1060000,-0.0070727784,100,,0.0,,,-22.725985980979726,16.609955450755606,-37.219609439278955,52,0.0,,,0.0,-84.1059908044629,0.0,,,,,-18.20499572545637,,,0.0058539994,52,,,,-0.0076850066
-86.17926385789497,-44.01255462470695,,-22.06042063372343,,,-21.35421267257841,0.001254777,16.778326747319625,,4.9455404,100,0.0,0.9311843932166447,1080000,-0.0071185357,100,,0.0,,,-22.06042063372343,16.778326747319625,-44.01255462470695,53,0.0,,,0.0,-86.17926385789497,0.0,,,,,-21.35421267257841,,,0.0076743066,53,,,,-0.008373313
-86.58588923194364,-35.70034398605046,,-20.81915424954273,,,-16.788033545131352,-0.003485331,18.18370352487861,,4.929532,100,0.1,0.9344896811923433,1100000,-0.007253318,100,,0.0,,,-20.81915424954273,18.18370352487861,-35.70034398605046,54,0.0,,,0.1,-86.58588923194364,0.0,,,,,-16.788033545131352,,,0.008030256,54,,,,-0.003767987
-51.28515449803451,-34.694978984219134,,-24.86733660019055,,,-17.491717641063456,-0.005040586,6.335311514107329,,4.9062815,100,0.0,0.6661084562299339,1120000,-0.007037037,100,,0.0,,,-24.86733660019055,6.335311514107329,-34.694978984219134,55,0.0,,,0.0,-51.28515449803451,0.0,,,,,-17.491717641063456,,,0.0046936446,55,,,,-0.0019964508
-61.35464174024499,-38.81957947141407,,-24.440397142027038,,,-19.26191982221055,-0.0015453016,8.741843133337383,,4.8895025,100,0.0,0.8209178998577263,1140000,-0.007035234,100,,0.0,,,-24.440397142027038,8.741843133337383,-38.81957947141407,56,0.0,,,0.0,-61.35464174024499,0.0,,,,,-19.26191982221055,,,0.0065607666,56,,,,-0.0054899324
-84.10240715770189,-44.07263852519902,,-21.055002296843693,,,-20.61468715985114,-0.0014038491,21.13170811601164,,4.870214,100,0.0,0.9485013883875908,1160000,-0.006222481,100,,0.0,,,-21.055002296843693,21.13170811601164,-44.07263852519902,57,0.0,,,0.0,-84.10240715770189,0.0,,,,,-20.61468715985114,,,0.006402089,57,,,,-0.004818632
-77.18849900966904,-43.170177303582726,,-23.271579525168683,,,-20.539986925073016,-0.0021304702,18.389245391936807,,4.847848,100,0.0,0.9350712016647464,1180000,-0.0090377815,100,,0.0,,,-23.271579525168683,18.389245391936807,-43.170177303582726,58,0.0,,,0.0,-77.18849900966904,0.0,,,,,-20.539986925073016,,,0.0065339296,58,,,,-0.0069073113
-87.80077031613317,-48.49495766841687,,-25.641338362105525,,,-23.85828174486348,-0.0049952897,19.322663744110212,,4.8260946,100,0.0,0.9310123869213367,1200000,-0.0066577806,100,,0.0,,,-25.641338362105525,19.322663744110212,-48.49495766841687,59,0.0,,,0.0,-87.80077031613317,0.0,,,,,-23.85828174486348,,,0.013907144,59,,,,-0.0016624909
-75.21030364559239,-37.89388424548851,-29.85092568242438,-22.355264830655102,-49.48127893429156,0.0,-18.101474654596547,-0.0032496215,15.466208709382713,0.0,4.799655,100,0.0,0.9030077870060392,1220000,-0.008292361,100,-29.85092568242438,0.0,-49.48127893429156,10,-22.355264830655102,15.466208709382713,-37.89388424548851,60,0.0,19.029886459555257,-49.48127893429156,0.0,-75.21030364559239,0.0,10,6,19.029886459555257,-89.20125476531918,-18.101474654596547,6,-89.20125476531918,0.006802425,60,-49.48127893429156,0.0,0.0,-0.0050427397
-43.546160514810005,-30.216529322997033,,-22.159016031551634,,,-14.665840543691523,-0.0049787415,4.863771371000666,,4.775792,100,0.0,0.6184651200972953,1240000,-0.0018043739,100,,0.0,,,-22.159016031551634,4.863771371000666,-30.216529322997033,61,0.0,,,0.0,-43.546160514810005,0.0,,,,,-14.665840543691523,,,0.00510216,61,,,,0.0031743676
-68.6646554151767,-36.87344383545394,,-21.965084367029142,,,-18.14002702177282,-0.00025877822,11.78690014659391,,4.761772,100,0.0,0.9023748403748093,1260000,-0.0054766494,100,,0.0,,,-21.965084367029142,11.78690014659391,-36.87344383545394,62,0.0,,,0.0,-68.6646554151767,0.0,,,,,-18.14002702177282,,,0.00795433,62,,,,-0.005217871
-78.91623644399262,-42.09927402272962,,-21.04585193468592,,,-19.527685839932836,0.004617206,18.840648198168314,,4.7514653,100,0.1,0.9440019467965273,1280000,-0.0069800643,100,,0.0,,,-21.04585193468592,18.840648198168314,-42.09927402272962,63,0.0,,,0.1,-78.91623644399262,0.0,,,,,-19.527685839932836,,,0.011291248,63,,,,-0.01159727
-69.83577201725898,-38.06311617437635,,-20.48197994042019,,,-18.43556529363394,0.0028146207,15.889191321035753,,4.7441797,100,0.1,0.9066952214800762,1300000,-0.009819879,100,,0.0,,,-20.48197994042019,15.889191321035753,-38.06311617437635,64,0.0,,,0.1,-69.83577201725898,0.0,,,,,-18.43556529363394,,,0.0045466493,64,,,,-0.0126345
-88.27407109814179,-39.553415534736246,,-21.82860964919964,,,-18.82497137723445,0.0039307354,17.88407760073458,,4.7460833,100,0.0,0.9439080083426413,1320000,-0.0070809172,100,,0.0,,,-21.82860964919964,17.88407760073458,-39.553415534736246,65,0.0,,,0.0,-88.27407109814179,0.0,,,,,-18.82497137723445,,,0.00738156,65,,,,-0.011011653
