bin-picking-v1/MinReturn,bin-picking-v1/AverageReturn,MetaTest/Average/MaxReturn,bin-picking-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,bin-picking-v1/AverageDiscountedReturn,policy/dLoss,bin-picking-v1/StdReturn,MetaTest/bin-picking-v1/TerminationRate,policy/Entropy,bin-picking-v1/NumEpisodes,Average/SuccessRate,LinearFeatureBaseline/ExplainedVariance,TotalEnvSteps,policy/LossBefore,Average/NumEpisodes,MetaTest/bin-picking-v1/MaxReturn,Average/TerminationRate,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/NumEpisodes,Average/MaxReturn,Average/StdReturn,Average/AverageReturn,bin-picking-v1/Iteration,bin-picking-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,bin-picking-v1/SuccessRate,Average/MinReturn,policy/KLBefore,MetaTest/Average/NumEpisodes,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/StdReturn,MetaTest/bin-picking-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,policy/KL,Average/Iteration,MetaTest/bin-picking-v1/AverageReturn,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/TerminationRate,policy/LossAfter
-77.10219430874346,-41.70728720467766,,-24.086126076119662,,,-19.948981950212755,0.002720166,18.15088539663554,,4.7408743,100,0.0,0.9398667618626794,1340000,-0.008321304,100,,0.0,,,-24.086126076119662,18.15088539663554,-41.70728720467766,66,0.0,,,0.0,-77.10219430874346,0.0,,,,,-19.948981950212755,,,0.0071567567,66,,,,-0.01104147
-84.18196390519539,-40.98622967233413,,-22.312625156158365,,,-18.75933663242396,0.0025233002,17.590996963050312,,4.738392,100,0.0,0.9433703466271819,1360000,-0.007973706,100,,0.0,,,-22.312625156158365,17.590996963050312,-40.98622967233413,67,0.0,,,0.0,-84.18196390519539,0.0,,,,,-18.75933663242396,,,0.010581589,67,,,,-0.010497007
-60.847784628778406,-36.66688227716313,,-24.086623000290956,,,-18.54391362634758,0.0014370484,9.61171788743628,,4.727,100,0.0,0.8439253935793393,1380000,-0.0070711607,100,,0.0,,,-24.086623000290956,9.61171788743628,-36.66688227716313,68,0.0,,,0.0,-60.847784628778406,0.0,,,,,-18.54391362634758,,,0.006321575,68,,,,-0.008508209
-88.64762735046055,-42.46193967105878,,-23.89778244236821,,,-20.087597594628114,0.0011098636,22.450531598617648,,4.716202,100,0.0,0.9576700635729299,1400000,-0.007816606,100,,0.0,,,-23.89778244236821,22.450531598617648,-42.46193967105878,69,0.0,,,0.0,-88.64762735046055,0.0,,,,,-20.087597594628114,,,0.004776964,69,,,,-0.00892647
-79.73191493014673,-46.20707275050192,-23.047707942919967,-26.342807207483364,-39.60233512692845,0.0,-22.010423154747905,-0.00018558418,13.922701664733772,0.0,4.700532,100,0.0,0.9184640932819208,1420000,-0.0069180336,100,-23.047707942919967,0.0,-39.60233512692845,10,-26.342807207483364,13.922701664733772,-46.20707275050192,70,0.0,20.365173405604263,-39.602335126928466,0.0,-79.73191493014673,0.0,10,7,20.365173405604263,-88.46509870362847,-22.010423154747905,7,-88.46509870362847,0.007721024,70,-39.602335126928466,0.0,0.0,-0.0067324494
-77.02354281039625,-40.07742567322314,,-20.548121003346584,,,-19.71237473748544,0.0024091993,16.29729050229129,,4.695245,100,0.0,0.9213705748892373,1440000,-0.004044063,100,,0.0,,,-20.548121003346584,16.29729050229129,-40.07742567322314,71,0.0,,,0.0,-77.02354281039625,0.0,,,,,-19.71237473748544,,,0.0040672417,71,,,,-0.006453262
-65.74468989755043,-34.52556855489974,,-24.839224138876283,,,-16.481615676801972,0.0008067824,10.396740598902932,,4.6870203,100,0.1,0.8962701450039828,1460000,-0.0049782195,100,,0.0,,,-24.839224138876283,10.396740598902932,-34.52556855489974,72,0.0,,,0.1,-65.74468989755043,0.0,,,,,-16.481615676801972,,,0.0035411883,72,,,,-0.005785002
-66.88514196527784,-32.95140881389019,,-22.719130096872924,,,-16.0741589153089,-0.0012205001,11.693059505503184,,4.6707764,100,0.0,0.8681518147493723,1480000,-0.0049751922,100,,0.0,,,-22.719130096872924,11.693059505503184,-32.95140881389019,73,0.0,,,0.0,-66.88514196527784,0.0,,,,,-16.0741589153089,,,0.0052944007,73,,,,-0.0037546922
-82.16283303110299,-47.06877569396104,,-24.00759152996279,,,-22.326878313814856,-0.0020552492,19.70327921618741,,4.655946,100,0.1,0.9443988040595858,1500000,-0.009256891,100,,0.0,,,-24.00759152996279,19.70327921618741,-47.06877569396104,74,0.0,,,0.1,-82.16283303110299,0.0,,,,,-22.326878313814856,,,0.008613887,74,,,,-0.007201642
-77.70719671555113,-36.53972217466095,,-21.56091333446716,,,-17.460087362375205,-0.0019865935,17.14917617941911,,4.641244,100,0.0,0.93095317297766,1520000,-0.0075321603,100,,0.0,,,-21.56091333446716,17.14917617941911,-36.53972217466095,75,0.0,,,0.0,-77.70719671555113,0.0,,,,,-17.460087362375205,,,0.005601544,75,,,,-0.005545567
-68.58125666695359,-39.81265017812079,,-26.063472892541625,,,-19.891538645660145,0.0034468984,12.06537684079603,,4.6381407,100,0.0,0.8881930510799272,1540000,-0.0053127203,100,,0.0,,,-26.063472892541625,12.06537684079603,-39.81265017812079,76,0.0,,,0.0,-68.58125666695359,0.0,,,,,-19.891538645660145,,,0.0067830323,76,,,,-0.008759619
-85.98531352701478,-40.29298961789768,,-23.342413598480647,,,-19.94212661336332,0.0020199069,16.488465697937325,,4.6314397,100,0.0,0.935839458094596,1560000,-0.0075599975,100,,0.0,,,-23.342413598480647,16.488465697937325,-40.29298961789768,77,0.0,,,0.0,-85.98531352701478,0.0,,,,,-19.94212661336332,,,0.0062656878,77,,,,-0.009579904
-46.791436125343864,-30.729241489907366,,-21.138257066063712,,,-14.091006283019034,0.0028196687,7.229870888795148,,4.6256914,100,0.0,0.7143940332853402,1580000,-0.003092984,100,,0.0,,,-21.138257066063712,7.229870888795148,-30.729241489907366,78,0.0,,,0.0,-46.791436125343864,0.0,,,,,-14.091006283019034,,,0.0068201986,78,,,,-0.0059126527
-79.7221274272222,-40.38912708741117,,-22.825591587831152,,,-18.908450358657817,0.0026012212,16.620894732117197,,4.6135454,100,0.1,0.9208367238904497,1600000,-0.011008383,100,,0.0,,,-22.825591587831152,16.620894732117197,-40.38912708741117,79,0.0,,,0.1,-79.7221274272222,0.0,,,,,-18.908450358657817,,,0.0070411577,79,,,,-0.013609604
-86.40680094477058,-43.501871159076416,-24.75918359589514,-22.856220995595326,-37.19616935523774,0.0,-20.424055167933364,-0.0012507718,20.74967718598374,0.0,4.5921135,100,0.0,0.9497341642461108,1620000,-0.010081957,100,-24.75918359589514,0.0,-37.19616935523774,10,-22.856220995595326,20.74967718598374,-43.501871159076416,80,0.0,12.053628727462822,-37.19616935523774,0.0,-86.40680094477058,0.0,10,8,12.053628727462822,-57.95712876621065,-20.424055167933364,8,-57.95712876621065,0.007937408,80,-37.19616935523774,0.0,0.0,-0.008831185
-83.54235906541322,-42.946232252411704,,-22.195135145447665,,,-21.200139275689452,-0.0010238704,16.280788026744165,,4.575883,100,0.0,0.9292929438555626,1640000,-0.008026003,100,,0.0,,,-22.195135145447665,16.280788026744165,-42.946232252411704,81,0.0,,,0.0,-83.54235906541322,0.0,,,,,-21.200139275689452,,,0.008207742,81,,,,-0.0070021325
-67.94732493332229,-33.08740591426851,,-20.200928499250878,,,-15.586852146381442,0.001871584,13.55982180977154,,4.5710135,100,0.0,0.9347415216819015,1660000,-0.0072148163,100,,0.0,,,-20.200928499250878,13.55982180977154,-33.08740591426851,82,0.0,,,0.0,-67.94732493332229,0.0,,,,,-15.586852146381442,,,0.0066444823,82,,,,-0.0090864
-54.39002878503736,-35.64957944760876,,-21.764428223013915,,,-17.839033322677057,0.0031857127,10.451557968610247,,4.5580935,100,0.0,0.864708107774639,1680000,-0.006546257,100,,0.0,,,-21.764428223013915,10.451557968610247,-35.64957944760876,83,0.0,,,0.0,-54.39002878503736,0.0,,,,,-17.839033322677057,,,0.009630116,83,,,,-0.00973197
-75.97817837721699,-38.34988285278558,,-22.99085864224108,,,-18.946529314844597,0.00555884,13.852133756148477,,4.557002,100,0.0,0.8966004731842846,1700000,-0.0072535165,100,,0.0,,,-22.99085864224108,13.852133756148477,-38.34988285278558,84,0.0,,,0.0,-75.97817837721699,0.0,,,,,-18.946529314844597,,,0.007233583,84,,,,-0.012812356
-86.70125434101281,-50.52625730952147,,-22.21640740695183,,,-23.263168486534852,0.008243003,19.815173097988037,,4.562382,100,0.0,0.9394043301824095,1720000,-0.0073467894,100,,0.0,,,-22.21640740695183,19.815173097988037,-50.52625730952147,85,0.0,,,0.0,-86.70125434101281,0.0,,,,,-23.263168486534852,,,0.006965178,85,,,,-0.015589792
-81.6232012082321,-40.14047964907193,,-21.042616399330623,,,-20.028743889089707,0.004000901,16.53051479842524,,4.5607767,100,0.0,0.918395414926801,1740000,-0.0069811796,100,,0.0,,,-21.042616399330623,16.53051479842524,-40.14047964907193,86,0.0,,,0.0,-81.6232012082321,0.0,,,,,-20.028743889089707,,,0.0058559775,86,,,,-0.01098208
-59.80030105823501,-30.89176381045166,,-21.37335633378817,,,-14.782907824666216,0.0020506317,9.925039771959275,,4.550647,100,0.0,0.8380114134657977,1760000,-0.004564946,100,,0.0,,,-21.37335633378817,9.925039771959275,-30.89176381045166,87,0.0,,,0.0,-59.80030105823501,0.0,,,,,-14.782907824666216,,,0.005852714,87,,,,-0.0066155777
-66.49318607379055,-33.928718082464925,,-21.735343231921227,,,-15.8834307621165,-0.0024483395,11.622996562939937,,4.5321007,100,0.1,0.8949840011513239,1780000,-0.008141922,100,,0.0,,,-21.735343231921227,11.622996562939937,-33.928718082464925,88,0.0,,,0.1,-66.49318607379055,0.0,,,,,-15.8834307621165,,,0.004646128,88,,,,-0.0056935824
-86.19892095314889,-46.09828848701889,,-21.937988234239686,,,-21.808952455048843,0.0004146276,19.0021250186975,,4.519715,100,0.0,0.9478529255983896,1800000,-0.008341846,100,,0.0,,,-21.937988234239686,19.0021250186975,-46.09828848701889,89,0.0,,,0.0,-86.19892095314889,0.0,,,,,-21.808952455048843,,,0.005790973,89,,,,-0.008756474
-81.88233986978273,-43.38554284930557,-22.252659888658428,-25.80084392556798,-46.1008866071356,0.0,-21.31382767352027,0.00092355255,16.311154423710292,0.0,4.503697,100,0.0,0.9198965508659488,1820000,-0.0071380064,100,-22.252659888658428,0.0,-46.1008866071356,10,-25.80084392556798,16.311154423710292,-43.38554284930557,90,0.0,26.211415822014413,-46.10088660713559,0.0,-81.88233986978273,0.0,10,9,26.211415822014413,-89.12136637402772,-21.31382767352027,9,-89.12136637402772,0.0070195906,90,-46.10088660713559,0.0,0.0,-0.008061559
-64.23367130993594,-36.46941688538886,,-21.041172092544638,,,-17.5726639441933,-0.0002817507,13.941271751448928,,4.4889193,100,0.0,0.9178344665864442,1840000,-0.005044153,100,,0.0,,,-21.041172092544638,13.941271751448928,-36.46941688538886,91,0.0,,,0.0,-64.23367130993594,0.0,,,,,-17.5726639441933,,,0.006845839,91,,,,-0.0047624023
-66.41611368978468,-35.51114377506078,,-21.798071220185435,,,-16.428259810178538,-0.0013351804,13.170374247847327,,4.4716496,100,0.1,0.9215591872618449,1860000,-0.0068987226,100,,0.0,,,-21.798071220185435,13.170374247847327,-35.51114377506078,92,0.0,,,0.1,-66.41611368978468,0.0,,,,,-16.428259810178538,,,0.00765571,92,,,,-0.0055635422
-74.75445470524714,-33.48625146814822,,-20.577711643903086,,,-16.110335189568083,0.0048287725,14.171935247015616,,4.4726634,100,0.0,0.918959952005457,1880000,-0.004276785,100,,0.0,,,-20.577711643903086,14.171935247015616,-33.48625146814822,93,0.0,,,0.0,-74.75445470524714,0.0,,,,,-16.110335189568083,,,0.007880499,93,,,,-0.009105558
-66.35448726297423,-38.446692525820374,,-23.456147607932404,,,-19.474652338270367,0.0041818204,11.930115176288787,,4.4619718,100,0.0,0.8812037669751035,1900000,-0.007308844,100,,0.0,,,-23.456147607932404,11.930115176288787,-38.446692525820374,94,0.0,,,0.0,-66.35448726297423,0.0,,,,,-19.474652338270367,,,0.0084659895,94,,,,-0.011490664
-65.05094316347444,-34.52331137991904,,-19.42142178546023,,,-16.998914060841145,-0.0037279206,11.668509933127638,,4.4358706,100,0.0,0.858405129072997,1920000,-0.006731067,100,,0.0,,,-19.42142178546023,11.668509933127638,-34.52331137991904,95,0.0,,,0.0,-65.05094316347444,0.0,,,,,-16.998914060841145,,,0.0062927236,95,,,,-0.0030031463
-51.73575948653647,-32.37518371865387,,-20.688626107740255,,,-15.5516739359892,0.00040158536,8.094840442935176,,4.4222913,100,0.1,0.8047590983636186,1940000,-0.004334954,100,,0.0,,,-20.688626107740255,8.094840442935176,-32.37518371865387,96,0.0,,,0.1,-51.73575948653647,0.0,,,,,-15.5516739359892,,,0.0068174535,96,,,,-0.0047365394
-60.128667020823954,-35.152361867986926,,-22.713764151746727,,,-16.193637824994518,0.0018232337,10.201709945167277,,4.413903,100,0.0,0.8924342747346365,1960000,-0.002609005,100,,0.0,,,-22.713764151746727,10.201709945167277,-35.152361867986926,97,0.0,,,0.0,-60.128667020823954,0.0,,,,,-16.193637824994518,,,0.010213866,97,,,,-0.0044322386
-88.01641461784924,-52.883703540224104,,-20.183733496539777,,,-24.44077905297687,-0.0009168051,24.577030022338395,,4.3975606,100,0.0,0.9591094869183581,1980000,-0.010473948,100,,0.0,,,-20.183733496539777,24.577030022338395,-52.883703540224104,98,0.0,,,0.0,-88.01641461784924,0.0,,,,,-24.44077905297687,,,0.008748265,98,,,,-0.009557143
-67.61999847319227,-39.14691277873691,,-22.79445946636375,,,-18.701277486115497,0.00023605023,14.294849445017146,,4.383373,100,0.0,0.9323143590215534,2000000,-0.0074654664,100,,0.0,,,-22.79445946636375,14.294849445017146,-39.14691277873691,99,0.0,,,0.0,-67.61999847319227,0.0,,,,,-18.701277486115497,,,0.006732208,99,,,,-0.0077015166
