MetaTest/Average/Iteration,sweep-v1/TerminationRate,Average/Iteration,sweep-v1/NumEpisodes,MetaTest/sweep-v1/TerminationRate,GaussianMLPPolicy/Entropy,sweep-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/sweep-v1/NumEpisodes,Average/MaxReturn,Iteration,Average/TerminationRate,Average/NumEpisodes,MetaTest/sweep-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/sweep-v1/SuccessRate,Average/AverageDiscountedReturn,sweep-v1/MinReturn,GaussianMLPPolicy/dLoss,MetaTest/sweep-v1/StdReturn,MetaTest/sweep-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossAfter,Average/AverageReturn,sweep-v1/MaxReturn,Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,sweep-v1/AverageReturn,Average/StdReturn,sweep-v1/StdReturn,MetaTest/sweep-v1/AverageReturn,Average/MinReturn,GaussianMLPPolicy/LossBefore,MetaTest/sweep-v1/MinReturn,MetaTest/Average/AverageReturn,sweep-v1/AverageDiscountedReturn,MetaTest/sweep-v1/Iteration,GaussianMLPPolicy/KLAfter,sweep-v1/SuccessRate
,0.0,31,200,,5.4039306640625,31,,,,24670.6669669147,31,0.0,200,,,2560000,0.0,,,909.5645232523445,-18.07217840518646,1.1603810889937449e-07,,,,,-1.9114472706860397e-06,3536.7157302410865,24670.6669669147,0.03,,3536.7157302410865,5212.808959929338,5212.808959929338,,-18.07217840518646,-1.7954091617866652e-06,,,909.5645232523445,,8.203017205232754e-05,0.03
,0.0,32,200,,5.424300193786621,32,,,,25487.030509784152,32,0.0,200,,,2640000,0.0,,,878.5883757759723,-18.576792328034333,1.1166457625222392e-06,,,,,1.3410237443167716e-05,3466.1328235234027,25487.030509784152,0.02,,3466.1328235234027,5711.200542210267,5711.200542210267,,-18.576792328034333,1.4526883205689956e-05,,,878.5883757759723,,0.000756647321395576,0.02
,0.0,33,200,,5.419891357421875,33,,,,36584.20065821793,33,0.0,200,,,2720000,0.0,,,1007.1567109137295,-18.013951047859003,4.1356292967975605e-07,,,,,-3.853422185784439e-06,3947.6715970373316,36584.20065821793,0.02,,3947.6715970373316,6027.219231462107,6027.219231462107,,-18.013951047859003,-3.4398592561046826e-06,,,1007.1567109137295,,0.0002810561272781342,0.02
,0.0,34,200,,5.412381649017334,34,,,,24123.686410198407,34,0.0,200,,,2800000,0.0,,,965.1519490819607,-18.136038515224993,8.760016498854384e-07,,,,,-7.976824235811364e-06,3578.319771716195,24123.686410198407,0.03,,3578.319771716195,5214.390317986268,5214.390317986268,,-18.136038515224993,-7.1008225859259255e-06,,,965.1519490819607,,0.0005630812374874949,0.03
,0.0,35,200,,5.408932209014893,35,,,,27491.672366790175,35,0.0,200,,,2880000,0.0,,,1284.9589882117623,-18.127010222586684,1.5839987099752761e-07,,,,,-2.5413373805349693e-06,4960.667746684424,27491.672366790175,0.045,,4960.667746684424,6735.730838109506,6735.730838109506,,-18.127010222586684,-2.3829375095374417e-06,,,1284.9589882117623,,0.00011193462705705315,0.045
,0.0,36,200,,5.407930850982666,36,,,,30858.015279869698,36,0.0,200,,,2960000,0.0,,,1200.039950139394,-18.302028501769854,7.198968887678348e-08,,,,,-8.371577564503241e-07,4475.040256949301,30858.015279869698,0.05,,4475.040256949301,6118.80806659311,6118.80806659311,,-18.302028501769854,-7.651680675735406e-07,,,1200.039950139394,,5.0621863920241594e-05,0.05
,0.0,37,200,,5.406428337097168,37,,,,25803.309078287995,37,0.0,200,,,3040000,0.0,,,955.8151140059829,-18.041310566019874,3.2887908218981465e-07,,,,,-1.4786231758989743e-06,3579.9105161646753,25803.309078287995,0.01,,3579.9105161646753,5449.0071467573125,5449.0071467573125,,-18.041310566019874,-1.1497440937091596e-06,,,955.8151140059829,,0.00022931750572752208,0.01
,0.0,38,200,,5.4004621505737305,38,,,,28649.84866924671,38,0.0,200,,,3120000,0.0,,,1228.4808532939508,-17.778487149327088,2.3244456315296702e-07,,,,,-5.124290510138962e-06,4865.745452278344,28649.84866924671,0.04,,4865.745452278344,6430.630209033329,6430.630209033329,,-17.778487149327088,-4.891845946985995e-06,,,1228.4808532939508,,0.00016259498079307377,0.04
,0.0,39,200,,5.395780563354492,39,,,,32400.433398555513,39,0.0,200,,,3200000,0.0,,,982.0721513132042,-18.457553080824713,3.79796347260708e-07,,,,,-4.9421323637943715e-06,3757.637139032318,32400.433398555513,0.025,,3757.637139032318,5679.074051017746,5679.074051017746,,-18.457553080824713,-4.5623360165336635e-06,,,982.0721513132042,,0.000263536669081077,0.025
4,0.0,40,200,0.0,5.385172367095947,40,50,-16.495814277900994,50,28659.674199687055,40,0.0,200,4638.981809097961,26569.030929782635,3280000,0.0,0.04,0.04,1133.0391530856634,-17.181702832476855,6.875643521198072e-08,7121.288105091289,26569.030929782635,0.0,7121.288105091289,-6.399858193617547e-06,4255.81662863399,28659.674199687055,0.035,4638.981809097961,4255.81662863399,5933.539136501129,5933.539136501129,4638.981809097961,-17.181702832476855,-6.331101758405566e-06,-16.495814277900994,4638.981809097961,1133.0391530856634,4,4.8338206397602335e-05,0.035
,0.0,41,200,,5.371975898742676,41,,,,27854.13180046875,41,0.0,200,,,3360000,0.0,,,1124.4297994629824,-16.806405292329057,1.0748408385552466e-07,,,,,-8.305390110763256e-06,4390.294778842763,27854.13180046875,0.025,,4390.294778842763,6191.717448444879,6191.717448444879,,-16.806405292329057,-8.197906026907731e-06,,,1124.4297994629824,,7.53827189328149e-05,0.025
,0.0,42,200,,5.374297618865967,42,,,,34866.69703252288,42,0.0,200,,,3440000,0.0,,,1423.30591994318,-17.908779081758365,1.5522618923569098e-07,,,,,1.925245214806637e-06,5286.601051276917,34866.69703252288,0.06,,5286.601051276917,7533.6831580416365,7533.6831580416365,,-17.908779081758365,2.0804714040423278e-06,,,1423.30591994318,,0.00010839310562005267,0.06
,0.0,43,200,,5.374843120574951,43,,,,32112.05115622392,43,0.0,200,,,3520000,0.0,,,1252.9024147151558,-17.645941357487175,7.102917720658297e-08,,,,,3.507934707158711e-07,4744.710571571304,32112.05115622392,0.045,,4744.710571571304,6455.716585804131,6455.716585804131,,-17.645941357487175,4.2182264792245405e-07,,,1252.9024147151558,,4.9874488468049094e-05,0.045
,0.0,44,200,,5.377105712890625,44,,,,39315.98925977102,44,0.0,200,,,3600000,0.0,,,1223.9898411700412,-15.438349694493748,5.5986674851737916e-08,,,,,2.1393657334556337e-06,4703.448014818286,39315.98925977102,0.025,,4703.448014818286,7336.912424899647,7336.912424899647,,-15.438349694493748,2.1953524083073717e-06,,,1223.9898411700412,,3.949268284486607e-05,0.025
,0.0,45,200,,5.3730902671813965,45,,,,28214.707406001464,45,0.0,200,,,3680000,0.0,,,1329.2468877767565,-15.824676675495889,1.4577062756870873e-07,,,,,-4.150534550717566e-06,4948.933394151144,28214.707406001464,0.045,,4948.933394151144,7050.480755136834,7050.480755136834,,-15.824676675495889,-4.0047639231488574e-06,,,1329.2468877767565,,0.0001023926743073389,0.045
,0.0,46,200,,5.361924171447754,46,,,,30572.236096811856,46,0.0,200,,,3760000,0.0,,,1524.9739951201407,-17.20880015661392,1.6212879927479662e-07,,,,,-6.861117526568705e-06,5488.85213649678,30572.236096811856,0.07,,5488.85213649678,7128.285799236569,7128.285799236569,,-17.20880015661392,-6.698988727293909e-06,,,1524.9739951201407,,0.00011438832007115707,0.07
,0.0,47,200,,5.359053611755371,47,,,,27296.105479846614,47,0.0,200,,,3840000,0.0,,,1272.8376956415252,-19.08842441988237,5.561969373957254e-08,,,,,-2.334595592401456e-06,5038.8358549195555,27296.105479846614,0.035,,5038.8358549195555,7104.272795542173,7104.272795542173,,-19.08842441988237,-2.2789758986618835e-06,,,1272.8376956415252,,3.908391227014363e-05,0.035
,0.0,48,200,,5.36458683013916,48,,,,28634.31503057759,48,0.0,200,,,3920000,0.0,,,1401.1660841438047,-17.730300192199653,5.934180080657825e-08,,,,,3.5189982554584276e-06,5329.783635097188,28634.31503057759,0.02,,5329.783635097188,7120.114850306156,7120.114850306156,,-17.730300192199653,3.578340056265006e-06,,,1401.1660841438047,,4.173341585556045e-05,0.02
,0.0,49,200,,5.363318920135498,49,,,,36253.85814636776,49,0.0,200,,,4000000,0.0,,,1520.6943522299157,-17.941434484200006,1.799753590603359e-08,,,,,-3.924149950762512e-06,5792.974153495417,36253.85814636776,0.035,,5792.974153495417,7382.823174722285,7382.823174722285,,-17.941434484200006,-3.9061524148564786e-06,,,1520.6943522299157,,1.273109683097573e-05,0.035
5,0.0,50,200,0.0,5.36380672454834,50,50,-12.734007341657867,50,38167.4743399713,50,0.0,200,5921.168317795996,29016.802162694654,4080000,0.0,0.06,0.06,1334.8071436689338,-16.55743536203559,9.309852089245396e-08,7575.376133363107,29016.802162694654,0.0,7575.376133363107,3.0657301408609783e-07,4950.25373553826,38167.4743399713,0.045,5921.168317795996,4950.25373553826,7308.616597178352,7308.616597178352,5921.168317795994,-16.55743536203559,3.996715349785518e-07,-12.734007341657867,5921.168317795994,1334.8071436689338,5,6.558532186318189e-05,0.045
,0.0,51,200,,5.359499454498291,51,,,,24592.67650472647,51,0.0,200,,,4160000,0.0,,,1247.5436104391258,-16.717055271383444,7.91499132901663e-08,,,,,-3.862937774101738e-06,4699.52576608972,24592.67650472647,0.035,,4699.52576608972,5795.963853876835,5795.963853876835,,-16.717055271383444,-3.7837878608115716e-06,,,1247.5436104391258,,5.5733667977619916e-05,0.035
,0.0,52,200,,5.355362415313721,52,,,,35897.81781448972,52,0.0,200,,,4240000,0.0,,,1286.194998409708,-18.924218980285875,2.008582669077441e-07,,,,,-3.566563464119099e-06,4838.879573784515,35897.81781448972,0.065,,4838.879573784515,6874.907113883028,6874.907113883028,,-18.924218980285875,-3.365705197211355e-06,,,1286.194998409708,,0.00014065545110497624,0.065
,0.0,53,200,,5.356722354888916,53,,,,37270.17660039084,53,0.0,200,,,4320000,0.0,,,1396.8496970311398,-16.722731202566592,1.2462260201573372e-07,,,,,9.84710482043738e-07,5261.09416410218,37270.17660039084,0.04,,5261.09416410218,7308.6941975741265,7308.6941975741265,,-16.722731202566592,1.1093330840594717e-06,,,1396.8496970311398,,8.743315265746787e-05,0.04
,0.0,54,200,,5.358077526092529,54,,,,31250.522855557512,54,0.0,200,,,4400000,0.0,,,1446.5718389224091,-17.8346428142285,3.887078037223546e-08,,,,,1.1486042694741627e-06,5566.515324806745,31250.522855557512,0.025,,5566.515324806745,7089.252084998017,7089.252084998017,,-17.8346428142285,1.1874750498463982e-06,,,1446.5718389224091,,2.7432888600742444e-05,0.025
,0.0,55,200,,5.362263202667236,55,,,,30325.44175756186,55,0.0,200,,,4480000,0.0,,,1412.5317949070297,-18.431477078688882,1.2228065315866843e-07,,,,,2.9419011298159603e-06,5460.6670170401385,30325.44175756186,0.035,,5460.6670170401385,7295.141678857673,7295.141678857673,,-18.431477078688882,3.0641817829746287e-06,,,1412.5317949070297,,8.554385567549616e-05,0.035
,0.0,56,200,,5.364718437194824,56,,,,30668.53640904806,56,0.0,200,,,4560000,0.0,,,1684.9091605138403,-17.20775749009904,6.920163286849856e-08,,,,,2.0271238554414595e-06,6352.389368051604,30668.53640904806,0.075,,6352.389368051604,7945.7913957035435,7945.7913957035435,,-17.20775749009904,2.096325488309958e-06,,,1684.9091605138403,,4.8683479690225795e-05,0.075
,0.0,57,200,,5.357430458068848,57,,,,35569.11430702171,57,0.0,200,,,4640000,0.0,,,1587.8679514523758,-19.262877034780796,2.5963345251511782e-08,,,,,-4.868180894845864e-06,6152.797561749479,35569.11430702171,0.04,,6152.797561749479,8033.498406520101,8033.498406520101,,-19.262877034780796,-4.842217549594352e-06,,,1587.8679514523758,,1.8275939510203898e-05,0.04
,0.0,58,200,,5.353118896484375,58,,,,46553.610516850116,58,0.0,200,,,4720000,0.0,,,1939.7083953393583,-18.161913321061377,9.442874215892516e-08,,,,,-2.934646317953593e-06,7405.6565153438,46553.610516850116,0.075,,7405.6565153438,8981.362264361707,8981.362264361707,,-18.161913321061377,-2.840217575794668e-06,,,1939.7083953393583,,6.613897858187556e-05,0.075
,0.0,59,200,,5.348975658416748,59,,,,32631.12362044702,59,0.0,200,,,4800000,0.0,,,1681.1390363665932,-14.694434115755216,8.223014447139576e-08,,,,,-3.891550932166865e-06,6313.165094759302,32631.12362044702,0.04,,6313.165094759302,7324.717705821742,7324.717705821742,,-14.694434115755216,-3.8093207876954693e-06,,,1681.1390363665932,,5.802408486488275e-05,0.04
6,0.0,60,200,0.0,5.348612308502197,60,50,-12.462794130569808,50,31705.8583895045,60,0.0,200,8709.379548608893,30758.687295756317,4880000,0.0,0.08,0.08,1676.8179727540823,-16.119015354122208,8.895239034245606e-08,8906.260144913083,30758.687295756317,0.0,8906.260144913083,-4.115836418350227e-07,6265.07546294838,31705.8583895045,0.05,8709.379548608893,6265.07546294838,8041.45020419947,8041.45020419947,8709.379548608893,-16.119015354122208,-3.2263125149256666e-07,-12.462794130569808,8709.379548608893,1676.8179727540823,6,6.26854453003034e-05,0.05
,0.0,61,200,,5.346505641937256,61,,,,32334.78988384734,61,0.0,200,,,4960000,0.0,,,1894.6346469832986,-14.963544171873844,6.91634340910241e-08,,,,,-2.0983493413950782e-06,7191.010009730095,32334.78988384734,0.06,,7191.010009730095,8051.119453361505,8051.119453361505,,-14.963544171873844,-2.029185907304054e-06,,,1894.6346469832986,,4.881421773461625e-05,0.06
,0.0,62,200,,5.346642971038818,62,,,,32861.516043985685,62,0.0,200,,,5040000,0.0,,,1712.5608501009567,-16.150260363167078,1.4070280940359225e-08,,,,,5.183792950447241e-07,6618.686962033559,32861.516043985685,0.065,,6618.686962033559,8277.582605998228,8277.582605998228,,-16.150260363167078,5.324495759850834e-07,,,1712.5608501009567,,9.902336387312971e-06,0.065
