MetaTest/Average/Iteration,sweep-v1/TerminationRate,Average/Iteration,sweep-v1/NumEpisodes,MetaTest/sweep-v1/TerminationRate,GaussianMLPPolicy/Entropy,sweep-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/sweep-v1/NumEpisodes,Average/MaxReturn,Iteration,Average/TerminationRate,Average/NumEpisodes,MetaTest/sweep-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/sweep-v1/SuccessRate,Average/AverageDiscountedReturn,sweep-v1/MinReturn,GaussianMLPPolicy/dLoss,MetaTest/sweep-v1/StdReturn,MetaTest/sweep-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossAfter,Average/AverageReturn,sweep-v1/MaxReturn,Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,sweep-v1/AverageReturn,Average/StdReturn,sweep-v1/StdReturn,MetaTest/sweep-v1/AverageReturn,Average/MinReturn,GaussianMLPPolicy/LossBefore,MetaTest/sweep-v1/MinReturn,MetaTest/Average/AverageReturn,sweep-v1/AverageDiscountedReturn,MetaTest/sweep-v1/Iteration,GaussianMLPPolicy/KLAfter,sweep-v1/SuccessRate
,0.0,63,200,,5.346297264099121,63,,,,31552.723969563027,63,0.0,200,,,5120000,0.0,,,1736.7812157130438,-16.613924249338368,4.5103547563485336e-08,,,,,-1.2498818477979512e-06,6627.342839540893,31552.723969563027,0.065,,6627.342839540893,8000.604577550134,8000.604577550134,,-16.613924249338368,-1.2047783002344659e-06,,,1736.7812157130438,,3.177916005370207e-05,0.065
,0.0,64,200,,5.345613479614258,64,,,,30578.65664869618,64,0.0,200,,,5200000,0.0,,,1888.0973088200774,-16.360524770704647,4.698154043580871e-08,,,,,-2.890566975111142e-06,7027.002372376085,30578.65664869618,0.085,,7027.002372376085,7993.41999993499,7993.41999993499,,-16.360524770704647,-2.843585434675333e-06,,,1888.0973088200774,,3.312391709187068e-05,0.085
,0.0,65,200,,5.345017910003662,65,,,,33371.38312404978,65,0.0,200,,,5280000,0.0,,,1560.32533264426,-15.839281083654312,6.729010237904731e-09,,,,,-1.8230335854241275e-06,6104.897205944789,33371.38312404978,0.05,,6104.897205944789,7758.192095176947,7758.192095176947,,-15.839281083654312,-1.8163045751862228e-06,,,1560.32533264426,,4.723455276689492e-06,0.05
,0.0,66,200,,5.352821350097656,66,,,,36027.62285330137,66,0.0,200,,,5360000,0.0,,,1788.5479062591774,-16.061694556083285,4.768632379636983e-06,,,,,1.8124580947187496e-06,6691.991627053381,36027.62285330137,0.07,,6691.991627053381,8485.48409944589,8485.48409944589,,-16.061694556083285,6.581090474355733e-06,,,1788.5479062591774,,0.0030838216189295053,0.07
,0.0,67,200,,5.353819370269775,67,,,,34621.3125310937,67,0.0,200,,,5440000,0.0,,,2187.002780917666,-15.27375716201999,2.5914459911291488e-08,,,,,1.4546860711561749e-06,8021.814983956865,34621.3125310937,0.075,,8021.814983956865,8998.95988297591,8998.95988297591,,-15.27375716201999,1.4806005310674664e-06,,,2187.002780917666,,1.8290375010110438e-05,0.075
,0.0,68,200,,5.353377819061279,68,,,,35768.18212215172,68,0.0,200,,,5520000,0.0,,,1923.0066432115814,-18.54690014810315,5.864040986125474e-08,,,,,-5.157565396984864e-07,7129.367334245276,35768.18212215172,0.055,,7129.367334245276,9281.943428610626,9281.943428610626,,-18.54690014810315,-4.571161298372317e-07,,,1923.0066432115814,,4.1432784200878814e-05,0.055
,0.0,69,200,,5.356971263885498,69,,,,30992.13628910562,69,0.0,200,,,5600000,0.0,,,2049.446488353037,-15.159974228573358,1.3765179573965725e-07,,,,,2.8316831048869062e-06,7224.14161031404,30992.13628910562,0.07,,7224.14161031404,8369.898904967637,8369.898904967637,,-15.159974228573358,2.9693349006265635e-06,,,2049.446488353037,,9.67006417340599e-05,0.07
7,0.0,70,200,0.0,5.35673189163208,70,50,-17.163077799108454,50,39650.21548895768,70,0.0,200,7185.578293318329,29041.502261866484,5680000,0.0,0.1,0.1,2520.3449683452113,-15.548029652913403,9.570612746756524e-09,9282.570592064998,29041.502261866484,0.0,9282.570592064998,-1.131177327806654e-06,9512.128744718697,39650.21548895768,0.075,7185.578293318329,9512.128744718697,10095.655600247403,10095.655600247403,7185.578293318328,-15.548029652913403,-1.1216067150598974e-06,-17.163077799108454,7185.578293318328,2520.3449683452113,7,6.74192688165931e-06,0.075
,0.0,71,200,,5.330347537994385,71,,,,35695.66873905825,71,0.0,200,,,5760000,0.0,,,1898.2806370508351,-19.506275272951996,8.034130587475374e-07,,,,,-2.0827772459597327e-05,6758.057442595438,35695.66873905825,0.08,,6758.057442595438,8685.354799060817,8685.354799060817,,-19.506275272951996,-2.002435940084979e-05,,,1898.2806370508351,,0.0005347136757336557,0.08
,0.0,72,200,,5.326613426208496,72,,,,38362.24348789384,72,0.0,200,,,5840000,0.0,,,2216.4498522584427,-19.391316374803722,3.0594719646614976e-08,,,,,-3.2853429274837254e-06,8113.426287409009,38362.24348789384,0.075,,8113.426287409009,8877.844146410242,8877.844146410242,,-19.391316374803722,-3.2547482078371104e-06,,,2216.4498522584427,,2.160645271942485e-05,0.075
,0.0,73,200,,5.33193826675415,73,,,,34107.11196044158,73,0.0,200,,,5920000,0.0,,,2064.58893873291,-17.977478297420557,7.59159775043372e-08,,,,,3.91684898204403e-06,7419.915485609987,34107.11196044158,0.105,,7419.915485609987,9136.14281057115,9136.14281057115,,-17.977478297420557,3.992764959548367e-06,,,2064.58893873291,,5.355070607038215e-05,0.105
,0.0,74,200,,5.331418514251709,74,,,,37182.67730510795,74,0.0,200,,,6000000,0.0,,,2944.0686157673936,-17.246650010166533,1.9052549760090187e-08,,,,,-2.514111884011072e-06,10362.2450420189,37182.67730510795,0.19,,10362.2450420189,9852.968163358839,9852.968163358839,,-17.246650010166533,-2.495059334250982e-06,,,2944.0686157673936,,1.3475216292135883e-05,0.19
,0.0,75,200,,5.324836730957031,75,,,,32338.784631715524,75,0.0,200,,,6080000,0.0,,,2312.6509172385176,-17.550409329457143,1.3266753740026616e-07,,,,,-2.4226628738688305e-06,8240.937180213945,32338.784631715524,0.15,,8240.937180213945,9148.012846600368,9148.012846600368,,-17.550409329457143,-2.2899953364685643e-06,,,2312.6509172385176,,9.116738510783762e-05,0.15
,0.0,76,200,,5.323028564453125,76,,,,36860.95294800265,76,0.0,200,,,6160000,0.0,,,2244.635300784054,-20.494141798803337,3.6037477002537344e-08,,,,,-1.6352908005501376e-06,8280.10616302907,36860.95294800265,0.095,,8280.10616302907,9503.03042754499,9503.03042754499,,-20.494141798803337,-1.5992533235476003e-06,,,2244.635300784054,,2.544578819652088e-05,0.095
,0.0,77,200,,5.322475910186768,77,,,,31611.21169297143,77,0.0,200,,,6240000,0.0,,,2254.292340041993,-19.03815389902009,9.048108040587977e-09,,,,,-2.3052696178638143e-06,8044.796600310815,31611.21169297143,0.13,,8044.796600310815,8869.024312943026,8869.024312943026,,-19.03815389902009,-2.2962215098232264e-06,,,2254.292340041993,,6.397674042091239e-06,0.13
,0.0,78,200,,5.322624683380127,78,,,,36665.154106471724,78,0.0,200,,,6320000,0.0,,,2393.5580493693765,-15.141126180386411,3.976142437522867e-08,,,,,3.922396984989973e-08,8579.425622361936,36665.154106471724,0.13,,8579.425622361936,9745.351558114542,9745.351558114542,,-15.141126180386411,7.89853942251284e-08,,,2393.5580493693765,,2.783127456496004e-05,0.13
,0.0,79,200,,5.3165974617004395,79,,,,36822.89524529471,79,0.0,200,,,6400000,0.0,,,2818.7638493164377,-17.06408643507585,2.729484549490735e-08,,,,,-4.49134677182883e-06,9972.762679000118,36822.89524529471,0.15,,9972.762679000118,9668.69064441302,9668.69064441302,,-17.06408643507585,-4.464051926333923e-06,,,2818.7638493164377,,1.9226190488552675e-05,0.15
8,0.0,80,200,0.0,5.310416221618652,80,50,-18.82744384761112,50,38511.107680555266,80,0.0,200,8680.580555899145,28704.007741353984,6480000,0.0,0.1,0.1,2107.8264999887874,-16.062706008414736,1.479825186834205e-07,9124.856177716245,28704.007741353984,0.0,9124.856177716245,-4.903182798443595e-06,7772.378798012151,38511.107680555266,0.08,8680.580555899145,7772.378798012151,9467.72491938702,9467.72491938702,8680.580555899143,-16.062706008414736,-4.7552002797601745e-06,-18.82744384761112,8680.580555899143,2107.8264999887874,8,0.00010398500307928771,0.08
,0.0,81,200,,5.3084282875061035,81,,,,41472.72614160394,81,0.0,200,,,6560000,0.0,,,2664.591457673245,-16.79924122278035,2.0710558601422235e-08,,,,,-2.462207021380891e-06,9553.290364524579,41472.72614160394,0.155,,9553.290364524579,9853.66187372415,9853.66187372415,,-16.79924122278035,-2.441496462779469e-06,,,2664.591457673245,,1.465868263039738e-05,0.155
,0.0,82,200,,5.3016815185546875,82,,,,34918.31072646317,82,0.0,200,,,6640000,0.0,,,2908.9540096068163,-16.642379866201217,3.006107363034971e-08,,,,,-4.9604127525526565e-06,10479.07573430166,34918.31072646317,0.155,,10479.07573430166,10818.089265126831,10818.089265126831,,-16.642379866201217,-4.930351678922307e-06,,,2908.9540096068163,,2.1177042071940377e-05,0.155
,0.0,83,200,,5.301813125610352,83,,,,37663.6931220033,83,0.0,200,,,6720000,0.0,,,2766.7687911626126,-15.10900002715884,5.068386599305086e-09,,,,,6.553967750733136e-07,9721.481264753136,37663.6931220033,0.2,,9721.481264753136,10220.488406871915,10220.488406871915,,-15.10900002715884,6.604651616726187e-07,,,2766.7687911626126,,3.583194484235719e-06,0.2
,0.0,84,200,,5.289175987243652,84,,,,46046.42218691844,84,0.0,200,,,6800000,0.0,,,2618.2574207480957,-18.661464364453973,1.1387328413547948e-07,,,,,-9.20633647183422e-06,9475.154810782124,46046.42218691844,0.135,,9475.154810782124,10048.484306438795,10048.484306438795,,-18.661464364453973,-9.09246318769874e-06,,,2618.2574207480957,,8.029751188587397e-05,0.135
,0.0,85,200,,5.289893627166748,85,,,,41543.15669448165,85,0.0,200,,,6880000,0.0,,,2236.061640288814,-17.134793614805776,9.532249123367365e-08,,,,,4.842524958803551e-07,7893.011149848433,41543.15669448165,0.14,,7893.011149848433,9118.443521747324,9118.443521747324,,-17.134793614805776,5.795749871140288e-07,,,2236.061640288814,,6.698728248011321e-05,0.14
,0.0,86,200,,5.289437294006348,86,,,,39223.940535070105,86,0.0,200,,,6960000,0.0,,,2669.4204179595686,-16.175286009644246,4.118419383303262e-09,,,,,-1.863392071754788e-06,9507.080711126757,39223.940535070105,0.13,,9507.080711126757,9021.643824907802,9021.643824907802,,-16.175286009644246,-1.8592736523714848e-06,,,2669.4204179595686,,2.9173463644838193e-06,0.13
,0.0,87,200,,5.282388210296631,87,,,,37724.236054110144,87,0.0,200,,,7040000,0.0,,,2994.1236304099752,-16.14506871136395,3.1984654924599454e-08,,,,,-4.878770596405957e-06,10532.571148730334,37724.236054110144,0.195,,10532.571148730334,9595.814877740308,9595.814877740308,,-16.14506871136395,-4.8467859414813574e-06,,,2994.1236304099752,,2.258990571135655e-05,0.195
,0.0,88,200,,5.2818684577941895,88,,,,54876.507430865866,88,0.0,200,,,7120000,0.0,,,3134.8772914058736,-14.903227063482317,1.0550138540565968e-08,,,,,-2.445885229462874e-06,11103.287958200182,54876.507430865866,0.17,,11103.287958200182,10847.877244164647,10847.877244164647,,-14.903227063482317,-2.435335090922308e-06,,,3134.8772914058736,,7.4256822699680924e-06,0.17
,0.0,89,200,,5.281432151794434,89,,,,41837.703492264845,89,0.0,200,,,7200000,0.0,,,2662.753382212807,-15.832548007750775,1.91562321560923e-08,,,,,-2.1203316009632545e-06,9093.203694526534,41837.703492264845,0.155,,9093.203694526534,10079.133570837655,10079.133570837655,,-15.832548007750775,-2.101175368807162e-06,,,2662.753382212807,,1.3532626326195896e-05,0.155
9,0.0,90,200,0.0,5.2740254402160645,90,50,-15.197494614357455,50,41284.994161115435,90,0.0,200,9057.915983984625,28398.70863253553,7280000,0.0,0.18,0.18,2425.3280508695884,-16.121628071378886,3.236709744669497e-08,9997.677141430597,28398.70863253553,0.0,9997.677141430597,-4.4260018512432e-06,8498.7423379066,41284.994161115435,0.125,9057.915983984625,8498.7423379066,10000.861879019158,10000.861879019158,9057.915983984625,-16.121628071378886,-4.393634753796505e-06,-15.197494614357455,9057.915983984625,2425.3280508695884,9,2.2712221834808588e-05,0.125
,0.0,91,200,,5.273766040802002,91,,,,40808.39693605477,91,0.0,200,,,7360000,0.0,,,2752.8478393678333,-15.549665763145118,1.1868223737110384e-08,,,,,-1.1575140206332435e-06,9656.615202650652,40808.39693605477,0.18,,9656.615202650652,9934.003072004878,9934.003072004878,,-15.549665763145118,-1.1456457968961331e-06,,,2752.8478393678333,,8.387730304093566e-06,0.18
,0.0,92,200,,5.276797294616699,92,,,,35002.29200467409,92,0.0,200,,,7440000,0.0,,,2731.608925615108,-16.541285624788195,4.508046913542785e-08,,,,,2.0607430997188203e-06,9388.007058279174,35002.29200467409,0.15,,9388.007058279174,9411.313688814063,9411.313688814063,,-16.541285624788195,2.105823568854248e-06,,,2731.608925615108,,3.175271558575332e-05,0.15
,0.0,93,200,,5.270977973937988,93,,,,35377.657334609525,93,0.0,200,,,7520000,0.0,,,2836.477907273818,-17.076830839076308,5.160836735740304e-08,,,,,-3.5439654766378226e-06,10109.698183472778,35377.657334609525,0.165,,10109.698183472778,9954.256997452796,9954.256997452796,,-17.076830839076308,-3.4923571092804195e-06,,,2836.477907273818,,3.626967009040527e-05,0.165
,0.0,94,200,,5.270668983459473,94,,,,42472.966968752895,94,0.0,200,,,7600000,0.0,,,2384.3462300256715,-20.006566289692042,2.748976157818106e-08,,,,,-5.225337531555851e-07,8566.870448878897,42472.966968752895,0.085,,8566.870448878897,10229.661411886947,10229.661411886947,,-20.006566289692042,-4.950439915774041e-07,,,2384.3462300256715,,1.9341063307365403e-05,0.085
,0.0,95,200,,5.276644706726074,95,,,,37925.54637251874,95,0.0,200,,,7680000,0.0,,,2682.415118612784,-21.790866928317023,2.274869075336028e-07,,,,,4.026996066386346e-06,9701.479122134075,37925.54637251874,0.13,,9701.479122134075,9542.92688716463,9542.92688716463,,-21.790866928317023,4.2544829739199486e-06,,,2682.415118612784,,0.00015894198440946639,0.13
,0.0,96,200,,5.275850772857666,96,,,,39148.379470127555,96,0.0,200,,,7760000,0.0,,,2556.413869433693,-17.125450614623944,2.649284169820021e-08,,,,,-8.827153692436696e-07,9039.030063020198,39148.379470127555,0.14,,9039.030063020198,9717.11103952372,9717.11103952372,,-17.125450614623944,-8.562225275454693e-07,,,2556.413869433693,,1.8729026123764925e-05,0.14
,0.0,97,200,,5.276641368865967,97,,,,35836.36356769328,97,0.0,200,,,7840000,0.0,,,2846.172014462178,-17.705642465172584,6.278241926338524e-09,,,,,2.6773082026920747e-06,9913.094022085535,35836.36356769328,0.195,,9913.094022085535,9530.777470724182,9530.777470724182,,-17.705642465172584,2.6835864446184132e-06,,,2846.172014462178,,4.428263764566509e-06,0.195
,0.0,98,200,,5.280393123626709,98,,,,30470.03173243711,98,0.0,200,,,7920000,0.0,,,2578.1917782145047,-15.592277888700487,3.828222361335065e-08,,,,,2.155259380742791e-06,8793.435668139917,30470.03173243711,0.155,,8793.435668139917,8738.814391623837,8738.814391623837,,-15.592277888700487,2.1935416043561418e-06,,,2578.1917782145047,,2.6793210054165684e-05,0.155
,0.0,99,200,,5.278653144836426,99,,,,50114.22487067204,99,0.0,200,,,8000000,0.0,,,2908.6381309081066,-16.881196453382014,5.9548369790718425e-08,,,,,-1.090177875084919e-06,10222.030027391786,50114.22487067204,0.17,,10222.030027391786,10858.730844941052,10858.730844941052,,-16.881196453382014,-1.0306295052942005e-06,,,2908.6381309081066,,4.174207424512133e-05,0.17
10,0.0,100,200,0.0,5.276843547821045,100,50,-13.90453331428268,50,40017.95840408035,100,0.0,200,10573.475649748087,34519.87734425708,8080000,0.0,0.24,0.24,3013.5218372784066,-16.561422822051387,1.6856877209647791e-06,9731.62467820742,34519.87734425708,0.0,9731.62467820742,-3.0594396775995847e-06,11016.017899741388,40017.95840408035,0.145,10573.475649748087,11016.017899741388,10553.837665954828,10553.837665954828,10573.475649748087,-16.561422822051387,-1.3737519566348055e-06,-13.90453331428268,10573.475649748087,3013.5218372784066,10,0.001115687657147646,0.145
,0.0,101,200,,5.272341251373291,101,,,,43694.4361531386,101,0.0,200,,,8160000,0.0,,,3046.500394335857,-16.320091329829644,2.383239916525781e-08,,,,,-3.6146200272924034e-06,10684.932834945768,43694.4361531386,0.18,,10684.932834945768,10666.071037464784,10666.071037464784,,-16.320091329829644,-3.5907876281271456e-06,,,3046.500394335857,,1.682431684457697e-05,0.18
,0.0,102,200,,5.271886825561523,102,,,,43782.44259680008,102,0.0,200,,,8240000,0.0,,,3350.3868322876724,-15.662828599059058,1.9323124433867633e-08,,,,,-1.2971607930012397e-06,12084.758723984167,43782.44259680008,0.195,,12084.758723984167,11402.389910701366,11402.389910701366,,-15.662828599059058,-1.277837668567372e-06,,,3350.3868322876724,,1.3696291716769338e-05,0.195
,0.0,103,200,,5.271774768829346,103,,,,40907.75015571707,103,0.0,200,,,8320000,0.0,,,3354.037743559169,-14.115185976100936,1.1463896498753456e-08,,,,,-5.376205081120133e-07,11298.41234755584,40907.75015571707,0.23,,11298.41234755584,10053.653215188622,10053.653215188622,,-14.115185976100936,-5.261566116132599e-07,,,3354.037743559169,,8.108438123599626e-06,0.23
,0.0,104,200,,5.271483898162842,104,,,,35271.72312041912,104,0.0,200,,,8400000,0.0,,,2553.1180574804953,-13.301260654810095,1.233786406373838e-08,,,,,-1.2122472980991006e-06,9056.596807324968,35271.72312041912,0.12,,9056.596807324968,9929.739233095486,9929.739233095486,,-13.301260654810095,-1.1999094340353622e-06,,,2553.1180574804953,,8.718285243958235e-06,0.12
,0.0,105,200,,5.265961647033691,105,,,,38478.713714404665,105,0.0,200,,,8480000,0.0,,,3647.3258489880345,-14.414937460411991,3.802870196523145e-08,,,,,-3.855164322885685e-06,12762.653546775622,38478.713714404665,0.245,,12762.653546775622,10572.760711033976,10572.760711033976,,-14.414937460411991,-3.817135620920453e-06,,,3647.3258489880345,,2.6767031158669852e-05,0.245
,0.0,106,200,,5.264208793640137,106,,,,40437.131840400616,106,0.0,200,,,8560000,0.0,,,3125.432614154348,-17.029471399987457,2.4793394004518632e-08,,,,,-1.8306575384485768e-06,10999.288127281778,40437.131840400616,0.18,,10999.288127281778,10578.869336759777,10578.869336759777,,-17.029471399987457,-1.8058641444440582e-06,,,3125.432614154348,,1.7501060938229784e-05,0.18
,0.0,107,200,,5.2642693519592285,107,,,,42455.997027864934,107,0.0,200,,,8640000,0.0,,,3805.716291915304,-14.723799989243876,1.2514789204942645e-08,,,,,2.2644090336143563e-07,13621.76230696982,42455.997027864934,0.25,,13621.76230696982,11325.73395892313,11325.73395892313,,-14.723799989243876,2.389556925663783e-07,,,3805.716291915304,,8.843169780448079e-06,0.25
,0.0,108,200,,5.264389991760254,108,,,,41598.60052553295,108,0.0,200,,,8720000,0.0,,,3771.173984696914,-13.815224798994434,1.0408427897345973e-08,,,,,3.7464133129105903e-07,13315.129015193512,41598.60052553295,0.25,,13315.129015193512,11261.727193027562,11261.727193027562,,-13.815224798994434,3.85049759188405e-07,,,3771.173984696914,,7.348361577896867e-06,0.25
,0.0,109,200,,5.264678478240967,109,,,,41528.39767695907,109,0.0,200,,,8800000,0.0,,,2935.0202536239913,-17.14472697780762,1.1025349522242323e-08,,,,,1.154378651335719e-06,10415.16664037378,41528.39767695907,0.155,,10415.16664037378,11147.246406999959,11147.246406999959,,-17.14472697780762,1.1654040008579614e-06,,,2935.0202536239913,,7.79376659920672e-06,0.155
11,0.0,110,200,0.0,5.264244079589844,110,50,-13.547538832488442,50,41756.45127588743,110,0.0,200,14610.41499990939,42102.43826854197,8880000,0.0,0.34,0.34,3535.1995146489703,-15.557420840479207,8.902588888304308e-09,12781.524377682139,42102.43826854197,0.0,12781.524377682139,-1.1080658168793889e-06,12289.810371656496,41756.45127588743,0.225,14610.41499990939,12289.810371656496,10429.73723840026,10429.73723840026,14610.414999909386,-15.557420840479207,-1.0991632279910846e-06,-13.547538832488442,14610.414999909386,3535.1995146489703,11,6.288261829467956e-06,0.225
,0.0,111,200,,5.265130519866943,111,,,,37397.22180153795,111,0.0,200,,,8960000,0.0,,,2894.524759626203,-16.560587040569306,4.158789579378208e-08,,,,,7.79210495238658e-07,10219.43549392047,37397.22180153795,0.17,,10219.43549392047,10090.580748748322,10090.580748748322,,-16.560587040569306,8.207983910324401e-07,,,2894.524759626203,,2.9292976250872016e-05,0.17
,0.0,112,200,,5.264824390411377,112,,,,40175.51143951683,112,0.0,200,,,9040000,0.0,,,3331.904168442785,-15.007826665707615,7.465928320016246e-09,,,,,-1.72917430063535e-06,11195.902588365583,40175.51143951683,0.245,,11195.902588365583,10428.641995863507,10428.641995863507,,-15.007826665707615,-1.7217083723153337e-06,,,3331.904168442785,,5.2524601414916106e-06,0.245
,0.0,113,200,,5.259490966796875,113,,,,42234.547702557924,113,0.0,200,,,9120000,0.0,,,3142.9614587171222,-15.33905460107578,4.118305696465541e-08,,,,,-3.362132702022791e-06,10815.830699990334,42234.547702557924,0.225,,10815.830699990334,9953.796955350415,9953.796955350415,,-15.33905460107578,-3.3209496450581355e-06,,,3142.9614587171222,,2.8873435439891182e-05,0.225
,0.0,114,200,,5.2585344314575195,114,,,,39734.19911391386,114,0.0,200,,,9200000,0.0,,,2938.7702922826247,-18.018060049816505,8.372808224521577e-09,,,,,-3.0877290555508807e-06,10532.68732109971,39734.19911391386,0.125,,10532.68732109971,10833.239711897957,10833.239711897957,,-18.018060049816505,-3.079356247326359e-06,,,2938.7702922826247,,5.90546051171259e-06,0.125
,0.0,115,200,,5.254190921783447,115,,,,37076.203651616954,115,0.0,200,,,9280000,0.0,,,2915.529207765744,-15.952987178119043,1.886769496195484e-08,,,,,-3.0030485049792333e-06,10244.914352844877,37076.203651616954,0.17,,10244.914352844877,10069.048709050645,10069.048709050645,,-15.952987178119043,-2.9841808100172784e-06,,,2915.529207765744,,1.3192022379371338e-05,0.17
,0.0,116,200,,5.253105640411377,116,,,,39850.76393815462,116,0.0,200,,,9360000,0.0,,,3713.080578583592,-14.474769602806187,4.124524366488913e-08,,,,,-1.8635067817740492e-06,13049.262828526917,39850.76393815462,0.24,,13049.262828526917,10972.392569169459,10972.392569169459,,-14.474769602806187,-1.82226153810916e-06,,,3713.080578583592,,2.9083976187394e-05,0.24
,0.0,117,200,,5.2489399909973145,117,,,,47162.17995257208,117,0.0,200,,,9440000,0.0,,,3568.171555677148,-16.261004179788994,2.685510480660014e-08,,,,,-2.906992449425161e-06,12339.372452803951,47162.17995257208,0.205,,12339.372452803951,11431.998958010603,11431.998958010603,,-16.261004179788994,-2.8801373446185607e-06,,,3568.171555677148,,1.890604107757099e-05,0.205
,0.0,118,200,,5.246871471405029,118,,,,34810.006747755586,118,0.0,200,,,9520000,0.0,,,3441.794771454942,-13.30088456696218,2.965089151985012e-08,,,,,-2.576608494564425e-06,12130.562992464518,34810.006747755586,0.235,,12130.562992464518,11133.989050151467,11133.989050151467,,-13.30088456696218,-2.546957603044575e-06,,,3441.794771454942,,2.0956798834959045e-05,0.235
,0.0,119,200,,5.2462005615234375,119,,,,38956.9183585677,119,0.0,200,,,9600000,0.0,,,3858.625485597056,-14.437055133638912,8.827896635921206e-09,,,,,-1.553610331939126e-06,13397.140026536967,38956.9183585677,0.22,,13397.140026536967,11351.393558248947,11351.393558248947,,-14.437055133638912,-1.5447824353032047e-06,,,3858.625485597056,,6.2312960835697595e-06,0.22
12,0.0,120,200,0.0,5.245062828063965,120,50,-12.097944957248577,50,42746.3794989255,120,0.0,200,12150.098109000326,40854.421516975264,9680000,0.0,0.22,0.22,3253.8349905504892,-16.63103836434087,2.25301164391567e-08,10746.595099579463,40854.421516975264,0.0,10746.595099579463,-1.2748149629260297e-06,11078.336639315645,42746.3794989255,0.2,12150.098109000326,11078.336639315645,11068.502865662573,11068.502865662573,12150.098109000326,-16.63103836434087,-1.252284846486873e-06,-12.097944957248577,12150.098109000326,3253.8349905504892,12,1.5951247405610047e-05,0.2
,0.0,121,200,,5.240418434143066,121,,,,35691.586136573096,121,0.0,200,,,9760000,0.0,,,3069.4105849214147,-15.371495466883106,2.5992449081968516e-08,,,,,-4.480937604967039e-06,10725.15252512192,35691.586136573096,0.22,,10725.15252512192,9938.97198819606,9938.97198819606,,-15.371495466883106,-4.4549451558850706e-06,,,3069.4105849214147,,1.836312367231585e-05,0.22
,0.0,122,200,,5.233353137969971,122,,,,39823.20297579352,122,0.0,200,,,9840000,0.0,,,3504.861878909431,-13.884674894220861,2.8779140848200768e-08,,,,,-5.2673804020741954e-06,11830.924285810566,39823.20297579352,0.245,,11830.924285810566,10340.13433459097,10340.13433459097,,-13.884674894220861,-5.238601261225995e-06,,,3504.861878909431,,2.0254079572623596e-05,0.245
,0.0,123,200,,5.23305606842041,123,,,,44003.36209636079,123,0.0,200,,,9920000,0.0,,,2989.477488829837,-14.97676030626265,8.929703199100913e-09,,,,,-8.853829172039696e-07,10073.48486691564,44003.36209636079,0.21,,10073.48486691564,10562.25016686529,10562.25016686529,,-14.97676030626265,-8.764532140048686e-07,,,2989.477488829837,,6.31400052952813e-06,0.21
,0.0,124,200,,5.230797290802002,124,,,,42483.793959650946,124,0.0,200,,,10000000,0.0,,,3554.1006986612883,-14.372029361590188,2.139813659596257e-08,,,,,-2.5049480427696835e-06,12381.631519110642,42483.793959650946,0.22,,12381.631519110642,11535.762462593158,11535.762462593158,,-14.372029361590188,-2.483549906173721e-06,,,3554.1006986612883,,1.5127829101402313e-05,0.22
,0.0,125,200,,5.230690002441406,125,,,,39646.39155411363,125,0.0,200,,,10080000,0.0,,,3402.3375693509374,-15.468374612387699,1.0348713885832694e-08,,,,,-3.5934255038228e-07,11840.063025601203,39646.39155411363,0.215,,11840.063025601203,11345.744369766277,11345.744369766277,,-15.468374612387699,-3.4899383649644733e-07,,,3402.3375693509374,,7.322040801227558e-06,0.215
,0.0,126,200,,5.230293273925781,126,,,,40225.771506257035,126,0.0,200,,,10160000,0.0,,,3615.906868657099,-15.581248588656885,5.71310465602437e-09,,,,,-1.772095174601418e-06,12502.320446018712,40225.771506257035,0.265,,12502.320446018712,11298.577415173402,11298.577415173402,,-15.581248588656885,-1.7663820699453936e-06,,,3615.906868657099,,4.038894985569641e-06,0.265
,0.0,127,200,,5.230306148529053,127,,,,36634.6866761812,127,0.0,200,,,10240000,0.0,,,3153.1593564354976,-18.701429785404045,2.257934283989016e-09,,,,,7.184348760347348e-08,10930.566876374627,36634.6866761812,0.2,,10930.566876374627,10173.519173215049,10173.519173215049,,-18.701429785404045,7.410142188746249e-08,,,3153.1593564354976,,1.606442992851953e-06,0.2
,0.0,128,200,,5.230349540710449,128,,,,39446.57782015403,128,0.0,200,,,10320000,0.0,,,3785.8428238093848,-16.513378044040376,6.9557017923216335e-09,,,,,1.4667409686808242e-07,13302.814931014304,39446.57782015403,0.225,,13302.814931014304,11078.620381392684,11078.620381392684,,-16.513378044040376,1.5362979866040405e-07,,,3785.8428238093848,,4.923099368170369e-06,0.225
,0.0,129,200,,5.228744029998779,129,,,,39581.07014501274,129,0.0,200,,,10400000,0.0,,,3426.2912090704917,-20.096717782074563,1.66180598171195e-08,,,,,-2.0028066956001567e-06,12094.159763670892,39581.07014501274,0.195,,12094.159763670892,11293.137050694413,11293.137050694413,,-20.096717782074563,-1.986188635783037e-06,,,3426.2912090704917,,1.1719327630999032e-05,0.195
