MetaTest/soccer-v1/SuccessRate,MetaTest/soccer-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/soccer-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTrain/Average/QfLoss,MetaTest/soccer-v1/Iteration,MetaTest/soccer-v1/MaxReturn,MetaTest/soccer-v1/AverageReturn,MetaTest/soccer-v1/TerminationRate,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/soccer-v1/NumTrajs
0.1,3762.237612000506,15,-101.55726705959935,-82456.734,0.0,-21.729252,nan,10,1430.5433375997395,3762.237612000506,5207471.0,15,12567.232770490087,1430.5433375997395,0.0,1430.5433375997393,0.1,-101.55726705959935,584000,1430.5433375997393,12567.232770490087,2349.542,10
0.3,2492.6188127860996,16,-40.06769167295112,-96952.625,0.0,-21.893286,nan,10,1729.83999602068,2492.6188127860996,6031479.0,16,6332.757607806058,1729.83999602068,0.0,1729.83999602068,0.3,-40.06769167295112,608000,1729.83999602068,6332.757607806058,1573.5768,10
0.0,921.8051130806014,17,-47.87748119284636,-102540.76,0.0,-21.00557,nan,10,522.0288649068568,921.8051130806014,6362646.5,17,3073.6674743411154,522.0288649068568,0.0,522.0288649068566,0.0,-47.87748119284636,632000,522.0288649068566,3073.6674743411154,775.4259,10
0.3,1160.3943806019872,18,-97.2677635339646,-107281.65,0.0,-20.223446,nan,10,341.72625022972727,1160.3943806019872,6455153.5,18,3821.6400936751925,341.72625022972727,0.0,341.72625022972755,0.3,-97.2677635339646,656000,341.72625022972755,3821.6400936751925,6507.4224,10
0.1,574.1753081534624,19,-66.67779867383007,-67211.65,0.0,-13.823056,nan,10,163.39427931808854,574.1753081534624,4527279.0,19,1884.5737699002486,163.39427931808854,0.0,163.39427931808868,0.1,-66.67779867383007,680000,163.39427931808868,1884.5737699002486,12234.436,10
0.4,29.989291621828176,20,-91.5290372250552,-71025.92,0.0,-13.611362,nan,10,-45.21874700369023,29.989291621828176,4739053.5,20,-12.647140438286756,-45.21874700369023,0.0,-45.218747003690204,0.4,-91.5290372250552,704000,-45.218747003690204,-12.647140438286756,17312.281,10
0.2,16882.58185586567,21,-72.15234675317791,-82310.52,0.0,-16.282871,nan,10,7987.394637047862,16882.58185586567,5100805.0,21,51874.75262704387,7987.394637047862,0.0,7987.394637047863,0.2,-72.15234675317791,728000,7987.394637047863,51874.75262704387,17087.57,10
0.1,16206.43963932507,22,-113.9638153144057,-79670.7,0.0,-15.24185,nan,10,6088.903069686908,16206.43963932507,4812559.0,22,54569.76868100437,6088.903069686908,0.0,6088.9030696869095,0.1,-113.9638153144057,752000,6088.9030696869095,54569.76868100437,2674.066,10
0.2,34.16663296595076,23,-99.56378366422008,-85306.24,0.0,-16.32768,nan,10,-56.766313680452456,34.16663296595076,5220216.0,23,-12.423461480678649,-56.766313680452456,0.0,-56.76631368045243,0.2,-99.56378366422008,776000,-56.76631368045243,-12.423461480678649,3703.7454,10
0.2,39.968530377411646,24,-109.30140866845089,-94382.734,0.0,-16.51434,nan,10,-59.41562820121842,39.968530377411646,5487526.0,24,-14.007142400706352,-59.41562820121842,0.0,-59.41562820121844,0.2,-109.30140866845089,800000,-59.41562820121844,-14.007142400706352,11583.148,10
0.0,237.21638079386358,25,-98.31380363749177,-86306.984,0.0,-14.221931,nan,10,122.57011051284783,237.21638079386358,5194788.0,25,508.09900472811705,122.57011051284783,0.0,122.57011051284789,0.0,-98.31380363749177,824000,122.57011051284789,508.09900472811705,17371.072,10
0.3,32060.34070055815,26,-80.52299988754305,-111244.26,0.0,-17.119804,nan,10,11636.605449585684,32060.34070055815,6216606.5,26,107663.69398469765,11636.605449585684,0.0,11636.605449585684,0.3,-80.52299988754305,848000,11636.605449585684,107663.69398469765,6342.844,10
0.2,8385.44363174576,27,-113.60002026976063,-109319.766,0.0,-17.54829,nan,10,3982.2016254217187,8385.44363174576,6095789.5,27,27303.025307023934,3982.2016254217187,0.0,3982.2016254217183,0.2,-113.60002026976063,872000,3982.2016254217183,27303.025307023934,464.81537,10
0.4,17100.452888957378,28,-59.26529860904848,-112481.28,0.0,-17.9648,nan,10,5760.822688887913,17100.452888957378,6323177.0,28,57058.44343044105,5760.822688887913,0.0,5760.822688887914,0.4,-59.26529860904848,896000,5760.822688887914,57058.44343044105,607.4975,10
0.1,29909.602858909468,29,-30.613495205508027,-105579.45,0.0,-17.814114,nan,10,15647.816643107468,29909.602858909468,5824283.5,29,92377.31783400006,15647.816643107468,0.0,15647.816643107475,0.1,-30.613495205508027,920000,15647.816643107475,92377.31783400006,146.57178,10
0.4,223.89648094996173,30,-48.685103639633866,-95879.555,0.0,-16.655832,nan,10,61.72598797189581,223.89648094996173,5599745.0,30,723.0745727213385,61.72598797189581,0.0,61.72598797189575,0.4,-48.685103639633866,944000,61.72598797189575,723.0745727213385,315.96185,10
0.2,26783.652363831497,31,-94.74785056014791,-88746.7,0.0,-15.65526,nan,10,10502.718740351582,26783.652363831497,5267846.5,31,90054.13455968646,10502.718740351582,0.0,10502.71874035158,0.2,-94.74785056014791,968000,10502.71874035158,90054.13455968646,2487.4148,10
0.2,905.976365081904,32,-41.03824406717115,-78428.27,0.0,-14.86768,nan,10,509.7195918503071,905.976365081904,5049604.5,32,2332.159788836629,509.7195918503071,0.0,509.71959185030727,0.2,-41.03824406717115,992000,509.71959185030727,2332.159788836629,2725.376,10
0.2,24453.306813370826,33,-36.76007222840233,-73425.914,0.0,-15.652561,nan,10,8522.814046660353,24453.306813370826,4857038.5,33,81841.5067671497,8522.814046660353,0.0,8522.814046660355,0.2,-36.76007222840233,1016000,8522.814046660355,81841.5067671497,93.433136,10
0.1,963.9076380015536,34,-61.44719110530481,-73237.13,0.0,-15.34234,nan,10,326.47971066430233,963.9076380015536,5271589.0,34,3207.9188075114,326.47971066430233,0.0,326.47971066430233,0.1,-61.44719110530481,1040000,326.47971066430233,3207.9188075114,180.47862,10
0.0,104.81260393609516,35,-55.95256680398318,-9930.102,0.0,-10.947964,nan,10,20.944804325680447,104.81260393609516,623348540.0,35,306.20818469941514,20.944804325680447,0.0,20.944804325680458,0.0,-55.95256680398318,1064000,20.944804325680458,306.20818469941514,20751.031,10
0.1,94.97061610845746,36,-38.42809190772914,-5633.122,0.0,-6.0279875,nan,10,3.9749902266948225,94.97061610845746,2521545.5,36,282.18557528199915,3.9749902266948225,0.0,3.9749902266948185,0.1,-38.42809190772914,1088000,3.9749902266948185,282.18557528199915,15255.585,10
0.0,25887.50110524281,37,-94.56977402867247,-36070.297,0.0,-10.026687,nan,10,20504.05315429535,25887.50110524281,4422700.5,37,69182.51080894971,20504.05315429535,0.0,20504.053154295358,0.0,-94.56977402867247,1112000,20504.053154295358,69182.51080894971,498.87103,10
0.1,31578.06023088888,38,166.09235871969392,-50397.555,0.0,-12.697506,nan,10,53302.62000187597,31578.06023088888,5632581.0,38,89662.91417734278,53302.62000187597,0.0,53302.62000187597,0.1,166.09235871969392,1136000,53302.62000187597,89662.91417734278,312.681,10
0.2,33340.23176776785,39,-13.794111962432561,-57725.504,0.0,-14.25347,nan,10,29056.37669921417,33340.23176776785,7261332.5,39,84587.35167178501,29056.37669921417,0.0,29056.37669921418,0.2,-13.794111962432561,1160000,29056.37669921418,84587.35167178501,119.9898,10
0.2,33671.77675756124,40,-15.952203797681324,-61335.414,0.0,-15.294305,nan,10,40218.58075595107,33671.77675756124,9049942.0,40,89312.58430694377,40218.58075595107,0.0,40218.58075595106,0.2,-15.952203797681324,1184000,40218.58075595106,89312.58430694377,64.61256,10
0.3,33698.4107436707,41,6578.350478122201,-68048.0,0.0,-15.186521,nan,10,59036.77227856718,33698.4107436707,10842374.0,41,92087.4500982224,59036.77227856718,0.0,59036.77227856718,0.3,6578.350478122201,1208000,59036.77227856718,92087.4500982224,34.912712,10
0.2,33112.055767164355,42,1211.6589395529422,-76733.766,0.0,-15.171683,nan,10,46987.33177710538,33112.055767164355,12815762.0,42,91656.05916742682,46987.33177710538,0.0,46987.33177710537,0.2,1211.6589395529422,1232000,46987.33177710537,91656.05916742682,15.471711,10
0.4,27275.926270851116,43,48157.96144384053,-81947.984,0.0,-15.685031,nan,10,84177.64003049482,27275.926270851116,14322007.0,43,142613.089654771,84177.64003049482,0.0,84177.64003049483,0.4,48157.96144384053,1256000,84177.64003049483,142613.089654771,16.813736,10
0.2,37311.35337844976,44,288.67690600289086,-85251.68,0.0,-15.705503,nan,10,63979.529489739056,37311.35337844976,15831146.0,44,129723.38479214498,63979.529489739056,0.0,63979.52948973908,0.2,288.67690600289086,1280000,63979.52948973908,129723.38479214498,19.776323,10
0.0,25059.42653175844,45,3007.735057294399,-88663.33,0.0,-15.825103,nan,10,28704.963677324733,25059.42653175844,17069354.0,45,77824.22473173008,28704.963677324733,0.0,28704.963677324744,0.0,3007.735057294399,1304000,28704.963677324744,77824.22473173008,22.735903,10
0.1,38390.568773907544,46,8911.62954923959,-91496.75,0.0,-16.156208,nan,10,71300.7316507329,38390.568773907544,17935832.0,46,134416.7735543152,71300.7316507329,0.0,71300.73165073288,0.1,8911.62954923959,1328000,71300.73165073288,134416.7735543152,22.74212,10
0.0,31100.843784422133,47,5114.09387155114,-97151.695,0.0,-16.13758,nan,10,55312.53148359578,31100.843784422133,19101676.0,47,104809.42751757169,55312.53148359578,0.0,55312.53148359578,0.0,5114.09387155114,1352000,55312.53148359578,104809.42751757169,25.31024,10
0.1,29125.57271088654,48,23935.179593575307,-96223.664,0.0,-15.758852,nan,10,74336.52883035578,29125.57271088654,20190216.0,48,127655.06940349063,74336.52883035578,0.0,74336.52883035575,0.1,23935.179593575307,1376000,74336.52883035575,127655.06940349063,241.24268,10
0.0,28575.371294967474,49,-34.966437278502546,-99637.83,0.0,-16.027725,nan,10,50803.816544731286,28575.371294967474,22124170.0,49,87446.68123246953,50803.816544731286,0.0,50803.81654473129,0.0,-34.966437278502546,1400000,50803.81654473129,87446.68123246953,3250.749,10
0.1,36633.393856552044,50,-35.15680147560906,-100295.625,0.0,-15.9278345,nan,10,36156.61218446125,36633.393856552044,23006806.0,50,100275.43165963168,36156.61218446125,0.0,36156.61218446123,0.1,-35.15680147560906,1424000,36156.61218446123,100275.43165963168,1877.0496,10
0.2,26995.772620272335,51,-29.409722697775383,-107189.984,0.0,-15.804452,nan,10,32819.80103427359,26995.772620272335,24003952.0,51,77500.53193226227,32819.80103427359,0.0,32819.80103427359,0.2,-29.409722697775383,1448000,32819.80103427359,77500.53193226227,1649.0057,10
0.2,30655.011521406486,52,640.4626526591157,-108960.65,0.0,-16.05229,nan,10,50591.6862722754,30655.011521406486,24477200.0,52,113276.13427354273,50591.6862722754,0.0,50591.686272275416,0.2,640.4626526591157,1472000,50591.686272275416,113276.13427354273,2646.081,10
0.2,25608.683141418962,53,-37.92108649801549,-117483.125,0.0,-16.602486,nan,10,22317.396682469735,25608.683141418962,25507824.0,53,69698.75470184485,22317.396682469735,0.0,22317.396682469738,0.2,-37.92108649801549,1496000,22317.396682469738,69698.75470184485,4115.9004,10
0.1,42895.059299861874,54,107.26826874291997,-122787.17,0.0,-17.08222,nan,10,44764.780823692134,42895.059299861874,26736092.0,54,118460.23383650827,44764.780823692134,0.0,44764.78082369214,0.1,107.26826874291997,1520000,44764.78082369214,118460.23383650827,2168.3105,10
0.1,46654.83192368671,55,701.1799733556277,-125834.27,0.0,-17.314226,nan,10,83934.92017396067,46654.83192368671,25947834.0,55,188601.66512017016,83934.92017396067,0.0,83934.9201739607,0.1,701.1799733556277,1544000,83934.9201739607,188601.66512017016,1279.1125,10
0.2,43269.66784323247,56,-29.18024969486251,-134457.95,0.0,-17.078613,nan,10,71959.24995109993,43269.66784323247,27309282.0,56,140233.75796527002,71959.24995109993,0.0,71959.24995109992,0.2,-29.18024969486251,1568000,71959.24995109992,140233.75796527002,333.6865,10
0.3,35112.26228420772,57,1671.1045875232073,-142714.9,0.0,-17.345678,nan,10,63665.82420712143,35112.26228420772,28774940.0,57,124734.60274151742,63665.82420712143,0.0,63665.82420712143,0.3,1671.1045875232073,1592000,63665.82420712143,124734.60274151742,97.716805,10
0.2,31659.321447503815,58,20701.56591741385,-145744.78,0.0,-17.514587,nan,10,80694.42130898558,31659.321447503815,30657306.0,58,130268.6020336361,80694.42130898558,0.0,80694.42130898559,0.2,20701.56591741385,1616000,80694.42130898559,130268.6020336361,16.702011,10
0.2,38949.66703315876,59,-29.92756008991723,-148970.25,0.0,-17.596354,nan,10,66019.30799972304,38949.66703315876,30942036.0,59,137018.64593675168,66019.30799972304,0.0,66019.30799972304,0.2,-29.92756008991723,1640000,66019.30799972304,137018.64593675168,15.433154,10
0.3,38293.782810259334,60,1342.8463488122475,-154668.89,0.0,-17.850502,nan,10,41534.2148206519,38293.782810259334,32377886.0,60,123874.6784643012,41534.2148206519,0.0,41534.214820651905,0.3,1342.8463488122475,1664000,41534.214820651905,123874.6784643012,18.034573,10
0.0,19685.53824267451,61,28634.396671033177,-156194.7,0.0,-18.524939,nan,10,63294.141443999506,19685.53824267451,34624796.0,61,85820.14221163953,63294.141443999506,0.0,63294.14144399952,0.0,28634.396671033177,1688000,63294.14144399952,85820.14221163953,698.2125,10
0.0,26006.872461936066,62,11337.90118889245,-158394.44,0.0,-19.152374,nan,10,61121.8770024481,26006.872461936066,34536320.0,62,102838.98027932302,61121.8770024481,0.0,61121.87700244812,0.0,11337.90118889245,1712000,61121.87700244812,102838.98027932302,880.94965,10
0.5,44345.87631757065,63,9860.61087100202,-161046.53,0.0,-19.201735,nan,10,81328.68975394999,44345.87631757065,36781540.0,63,138747.385851717,81328.68975394999,0.0,81328.68975394999,0.5,9860.61087100202,1736000,81328.68975394999,138747.385851717,255.39566,10
0.3,51840.35535440535,64,6415.649036954597,-166895.05,0.0,-19.352976,nan,10,82525.56129130707,51840.35535440535,38557430.0,64,185043.90804637808,82525.56129130707,0.0,82525.56129130707,0.3,6415.649036954597,1760000,82525.56129130707,185043.90804637808,15.414628,10
0.2,47931.47654894829,65,-3.051091562700571,-169309.19,0.0,-19.661654,nan,10,67707.64315140671,47931.47654894829,38050140.0,65,140523.0954379603,67707.64315140671,0.0,67707.64315140674,0.2,-3.051091562700571,1784000,67707.64315140674,140523.0954379603,17.46146,10
0.1,29362.178168530358,66,39170.937274779855,-169160.36,0.0,-19.818062,nan,10,81068.5519564895,29362.178168530358,38575060.0,66,137108.64713366717,81068.5519564895,0.0,81068.5519564895,0.1,39170.937274779855,1808000,81068.5519564895,137108.64713366717,17.919537,10
0.1,31272.760727144527,67,22809.40854429762,-172968.0,0.0,-19.689157,nan,10,71816.51590754099,31272.760727144527,38986868.0,67,149750.21407802965,71816.51590754099,0.0,71816.515907541,0.1,22809.40854429762,1832000,71816.515907541,149750.21407802965,21.011465,10
0.1,39099.51584134245,68,41523.34429605913,-178045.62,0.0,-19.507708,nan,10,81906.39196815314,39099.51584134245,41772196.0,68,182508.51137251873,81906.39196815314,0.0,81906.39196815316,0.1,41523.34429605913,1856000,81906.39196815316,182508.51137251873,21.707191,10
0.2,29214.23529655714,69,44267.18093064881,-182051.45,0.0,-19.52616,nan,10,85703.4784120663,29214.23529655714,44263760.0,69,137887.63231606764,85703.4784120663,0.0,85703.4784120663,0.2,44267.18093064881,1880000,85703.4784120663,137887.63231606764,26.168407,10
0.1,24486.756168843687,70,49262.316322458995,-183609.33,0.0,-19.856476,nan,10,86969.28671731206,24486.756168843687,44216124.0,70,131049.8338252038,86969.28671731206,0.0,86969.28671731205,0.1,49262.316322458995,1904000,86969.28671731205,131049.8338252038,19.776005,10
0.1,30533.033506764656,71,33917.94300157838,-187257.19,0.0,-20.08302,nan,10,82979.06632266157,30533.033506764656,45969696.0,71,140255.82212233785,82979.06632266157,0.0,82979.06632266159,0.1,33917.94300157838,1928000,82979.06632266159,140255.82212233785,19.165565,10
0.1,31484.769439282936,72,10278.071485885624,-189642.3,0.0,-20.059883,nan,10,71849.06568239126,31484.769439282936,46890656.0,72,119643.19909218457,71849.06568239126,0.0,71849.06568239126,0.1,10278.071485885624,1952000,71849.06568239126,119643.19909218457,24.696856,10
0.1,41086.46401994034,73,273.0656430754936,-190874.62,0.0,-20.166235,nan,10,53288.62937046735,41086.46401994034,47084700.0,73,134631.6592258209,53288.62937046735,0.0,53288.629370467344,0.1,273.0656430754936,1976000,53288.629370467344,134631.6592258209,31.25244,10
0.2,32869.70713547777,74,41365.32991922749,-193050.08,0.0,-20.394964,nan,10,86668.26642764252,32869.70713547777,47796050.0,74,142606.85153790048,86668.26642764252,0.0,86668.26642764255,0.2,41365.32991922749,2000000,86668.26642764255,142606.85153790048,22.250893,10
0.1,43527.579695803455,75,-19.187382976215545,-195294.7,0.0,-20.602587,nan,10,70486.09659895118,43527.579695803455,47879870.0,75,143291.90569476978,70486.09659895118,0.0,70486.09659895118,0.1,-19.187382976215545,2024000,70486.09659895118,143291.90569476978,23.893764,10
0.2,34916.53181926821,76,15244.650684024435,-199650.1,0.0,-21.096907,nan,10,63923.92649940371,34916.53181926821,47164690.0,76,129153.97758401016,63923.92649940371,0.0,63923.9264994037,0.2,15244.650684024435,2048000,63923.9264994037,129153.97758401016,21.034414,10
0.0,40717.03031612848,77,-11.876130692368054,-201267.17,0.0,-21.784351,nan,10,78419.51937992095,40717.03031612848,50294416.0,77,125439.39891697309,78419.51937992095,0.0,78419.51937992095,0.0,-11.876130692368054,2072000,78419.51937992095,125439.39891697309,104.65252,10
0.3,49345.65284324676,78,0.1156939096732954,-200391.52,0.0,-22.211992,nan,10,77597.6643184982,49345.65284324676,48514136.0,78,149764.63214030868,77597.6643184982,0.0,77597.6643184982,0.3,0.1156939096732954,2096000,77597.6643184982,149764.63214030868,28.113508,10
0.4,36427.55593565569,79,26439.351595972796,-199858.47,0.0,-22.294523,nan,10,98648.4114696079,36427.55593565569,49422410.0,79,143273.48300447868,98648.4114696079,0.0,98648.41146960793,0.4,26439.351595972796,2120000,98648.41146960793,143273.48300447868,220.36598,10
0.4,42111.731485497534,80,1298.3202064284317,-198676.72,0.0,-22.807444,nan,10,66393.2822241418,42111.731485497534,46727360.0,80,134878.6748875329,66393.2822241418,0.0,66393.28222414182,0.4,1298.3202064284317,2144000,66393.28222414182,134878.6748875329,4130.6206,10
0.1,48160.008365036694,81,-31.83636901937094,-192103.17,0.0,-22.853397,nan,10,42719.41056109181,48160.008365036694,47757244.0,81,135128.77447998975,42719.41056109181,0.0,42719.410561091805,0.1,-31.83636901937094,2168000,42719.410561091805,135128.77447998975,1773.553,10
0.1,48862.45134763036,82,-20.270746516391124,-208650.53,0.0,-22.446308,nan,10,66901.58508128875,48862.45134763036,49555104.0,82,162823.97551557954,66901.58508128875,0.0,66901.58508128874,0.1,-20.270746516391124,2192000,66901.58508128874,162823.97551557954,202.35753,10
0.4,45971.37690717823,83,24191.08876709937,-206357.73,0.0,-22.55989,nan,10,94205.52509158946,45971.37690717823,50186340.0,83,158562.80069471637,94205.52509158946,0.0,94205.52509158946,0.4,24191.08876709937,2216000,94205.52509158946,158562.80069471637,2639.024,10
0.2,32781.59127764887,84,-85.67548681300312,-201340.95,0.0,-21.837723,nan,10,20174.416829916823,32781.59127764887,52373524.0,84,93189.8970625111,20174.416829916823,0.0,20174.416829916827,0.2,-85.67548681300312,2240000,20174.416829916827,93189.8970625111,91.223816,10
0.3,79835.87970365859,85,872.1752335534427,-215757.12,0.0,-22.314426,nan,10,81947.08680682638,79835.87970365859,55150756.0,85,281263.79321075365,81947.08680682638,0.0,81947.08680682637,0.3,872.1752335534427,2264000,81947.08680682637,281263.79321075365,29.284668,10
0.5,61296.47869705888,86,-18.44939678739803,-219063.86,0.0,-22.487297,nan,10,68069.30574660879,61296.47869705888,55112588.0,86,150801.13420484617,68069.30574660879,0.0,68069.3057466088,0.5,-18.44939678739803,2288000,68069.3057466088,150801.13420484617,28.596237,10
0.5,61581.94854372671,87,265.0826259971107,-190618.3,0.0,-21.909409,nan,10,71786.29316699614,61581.94854372671,49873830.0,87,176343.0562511629,71786.29316699614,0.0,71786.29316699614,0.5,265.0826259971107,2312000,71786.29316699614,176343.0562511629,11882.478,10
0.3,33734.651153176994,88,47200.33871104855,-162280.12,0.0,-20.002062,nan,10,102604.54330418185,33734.651153176994,41867710.0,88,155747.92961435113,102604.54330418185,0.0,102604.54330418185,0.3,47200.33871104855,2336000,102604.54330418185,155747.92961435113,26241.807,10
0.4,35724.02751863079,89,32672.15838600402,-162603.75,0.0,-19.863356,nan,10,88536.79221371909,35724.02751863079,41793016.0,89,148753.55307589917,88536.79221371909,0.0,88536.79221371909,0.4,32672.15838600402,2360000,88536.79221371909,148753.55307589917,4648.102,10
0.4,40386.829774653204,90,4412.012629946825,-191635.1,0.0,-21.49603,nan,10,84048.45488505789,40386.829774653204,50479124.0,90,134034.5862971934,84048.45488505789,0.0,84048.45488505789,0.4,4412.012629946825,2384000,84048.45488505789,134034.5862971934,271.6534,10
0.3,66079.20253547232,91,-51.2329945386534,-208389.1,0.0,-21.81831,nan,10,50841.49756581341,66079.20253547232,54373108.0,91,186969.6799121363,50841.49756581341,0.0,50841.497565813406,0.3,-51.2329945386534,2408000,50841.497565813406,186969.6799121363,4839.829,10
0.2,52284.532038898156,92,-42.491606800868055,-198249.36,0.0,-20.962797,nan,10,49917.386337143056,52284.532038898156,51168572.0,92,133713.73889442475,49917.386337143056,0.0,49917.38633714306,0.2,-42.491606800868055,2432000,49917.38633714306,133713.73889442475,1851.4374,10
0.7,1495.4556584819802,93,223.92602098748986,-203840.1,0.0,-21.354107,nan,10,1605.5833555786878,1495.4556584819802,52284430.0,93,5520.547352238948,1605.5833555786878,0.0,1605.5833555786876,0.7,223.92602098748986,2456000,1605.5833555786876,5520.547352238948,573.9397,10
0.3,45503.62974596085,94,772.1799055419731,-210819.33,0.0,-21.769585,nan,10,65983.99459813656,45503.62974596085,55339836.0,94,144031.9921172782,65983.99459813656,0.0,65983.99459813659,0.3,772.1799055419731,2480000,65983.99459813659,144031.9921172782,57.89567,10
0.2,44433.506030334014,95,27738.658435745558,-224755.39,0.0,-22.112947,nan,10,87314.62016188353,44433.506030334014,58101452.0,95,183569.37324869665,87314.62016188353,0.0,87314.62016188353,0.2,27738.658435745558,2504000,87314.62016188353,183569.37324869665,53.124016,10
0.4,59961.02461268975,96,19869.314461666312,-235219.08,0.0,-22.087473,nan,10,96542.61645128755,59961.02461268975,59236370.0,96,198146.3242162389,96542.61645128755,0.0,96542.61645128757,0.4,19869.314461666312,2528000,96542.61645128757,198146.3242162389,48.982174,10
