MetaTest/Average/MinReturn,reach-wall-v1/TerminationRate,reach-wall-v1/SuccessRate,reach-wall-v1/MinReturn,Average/AverageDiscountedReturn,Average/Iteration,MetaTest/reach-wall-v1/StdReturn,Average/AverageReturn,MetaTest/reach-wall-v1/MaxReturn,Average/NumEpisodes,Average/SuccessRate,MetaTest/Average/Iteration,policy/LossBefore,LinearFeatureBaseline/ExplainedVariance,Average/TerminationRate,reach-wall-v1/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/reach-wall-v1/AverageReturn,reach-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,TotalEnvSteps,policy/KLBefore,policy/LossAfter,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,reach-wall-v1/MaxReturn,MetaTest/reach-wall-v1/MinReturn,reach-wall-v1/StdReturn,Average/MinReturn,Average/MaxReturn,MetaTest/reach-wall-v1/NumEpisodes,MetaTest/Average/SuccessRate,Average/StdReturn,MetaTest/reach-wall-v1/Iteration,MetaTest/reach-wall-v1/SuccessRate,policy/KL,reach-wall-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,policy/dLoss,MetaTest/reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/AverageReturn,policy/Entropy,MetaTest/reach-wall-v1/TerminationRate
5153.192513967808,0.0,0.0,3327.398599444477,5811.998063255572,10,1396.8043464580785,7567.126690666438,9515.513300431858,100,0.0,1,3.604675,0.7140748413740344,0.0,100,0.0,7740.235278252723,5811.998063255572,7740.235278252723,220000,0.0,0.7310875,10,1396.8043464580785,16152.275515222307,5153.192513967808,2017.5939226975634,3327.398599444477,16152.275515222307,10,0.0,2017.5939226975634,1,0.0,0.0059284307,10,7740.235278252723,9515.513300431858,2.8735876,7740.235278252723,7567.126690666438,5.5824046,0.0
,0.0,0.0,4905.564205766856,7241.818512800565,11,,9743.172703263002,,100,0.0,,2.4742563,0.7686540314415363,0.0,100,,,7241.818512800565,,240000,0.0,-1.0615406,,,17523.42918324196,,2481.95177604556,4905.564205766856,17523.42918324196,,,2481.95177604556,,,0.009099403,11,,,3.5357969,,9743.172703263002,5.5866323,
,0.0,0.0,6382.759033671585,8484.283039286485,12,,11597.626165587197,,100,0.0,,1.2330062,0.6852497644356943,0.0,100,,,8484.283039286485,,260000,0.0,-4.7623315,,,29195.107729071926,,3476.7018196412846,6382.759033671585,29195.107729071926,,,3476.7018196412846,,,0.0097652115,12,,,5.9953375,,11597.626165587197,5.5855246,
,0.0,0.0,6813.760206368103,8955.169932603168,13,,12552.174890641754,,100,0.0,,5.4638844,0.6092913233921862,0.0,100,,,8955.169932603168,,280000,0.0,-0.85499686,,,26417.187638301635,,4071.3176227145764,6813.760206368103,26417.187638301635,,,4071.3176227145764,,,0.010464948,13,,,6.318881,,12552.174890641754,5.5746546,
,0.0,0.0,8181.292034527454,12357.974793506073,14,,19217.175673313137,,100,0.0,,5.6658506,0.585423214762822,0.0,100,,,12357.974793506073,,300000,0.0,-4.3031597,,,34015.40685489033,,5914.445684823502,8181.292034527454,34015.40685489033,,,5914.445684823502,,,0.009645595,14,,,9.96901,,19217.175673313137,5.5567117,
,0.0,0.02,13112.401368484827,16162.757574869745,15,,27591.987639523013,,100,0.02,,9.1074,0.48917800990985627,0.0,100,,,16162.757574869745,,320000,0.0,-5.845791,,,50299.15841599825,,8352.487884589704,13112.401368484827,50299.15841599825,,,8352.487884589704,,,0.01538645,15,,,14.953191,,27591.987639523013,5.54615,
,0.0,0.04,10437.466516565853,16928.038038321698,16,,30390.140353908046,,100,0.04,,1.6095313,0.3998691772673434,0.0,100,,,16928.038038321698,,340000,0.0,-9.79605,,,61502.84077043735,,9400.423016429437,10437.466516565853,61502.84077043735,,,9400.423016429437,,,0.011925539,16,,,11.405581,,30390.140353908046,5.5285335,
,0.0,0.13,12854.432095451582,22657.743302037834,17,,41758.72868337535,,100,0.13,,-1.5896578,0.5529403425718398,0.0,100,,,22657.743302037834,,360000,0.0,-18.126038,,,80664.7361029572,,12247.274493311965,12854.432095451582,80664.7361029572,,,12247.274493311965,,,0.007817221,17,,,16.53638,,41758.72868337535,5.506327,
,0.0,0.08,13351.59880629249,22607.052164734596,18,,44232.879239719005,,100,0.08,,15.423843,0.4662389500503572,0.0,100,,,22607.052164734596,,380000,0.0,1.5515687,,,87929.77070162818,,14066.40986576285,13351.59880629249,87929.77070162818,,,14066.40986576285,,,0.0061018458,18,,,13.872274,,44232.879239719005,5.496524,
,0.0,0.28,28623.410799097423,28318.21701581248,19,,55059.04403762678,,100,0.28,,19.959988,0.49409799978625646,0.0,100,,,28318.21701581248,,400000,0.0,8.064402,,,97376.51141261513,,15639.386559428873,28623.410799097423,97376.51141261513,,,15639.386559428873,,,0.007983976,19,,,11.895586,,55059.04403762678,5.4794493,
40588.66417902821,0.0,0.31,34449.32557348962,30718.167817066627,20,12764.04293148465,60518.33342530379,81957.26041939114,100,0.31,2,15.90905,0.45979057920831157,0.0,100,0.0,53697.96916007278,30718.167817066627,53697.969160072775,420000,0.0,-6.7621064,10,12764.04293148465,99621.27083615851,40588.66417902821,15108.653902806633,34449.32557348962,99621.27083615851,10,0.2,15108.653902806633,2,0.2,0.0051871073,20,53697.96916007278,81957.26041939114,22.671156,53697.969160072775,60518.33342530379,5.4403205,0.0
,0.0,0.22,16136.259120031398,29851.177294292305,21,,60418.612178573014,,100,0.22,,6.4396625,0.5392343151958658,0.0,100,,,29851.177294292305,,440000,0.0,-11.065312,,,113977.89480046679,,19538.537629144048,16136.259120031398,113977.89480046679,,,19538.537629144048,,,0.003378972,21,,,17.504974,,60418.612178573014,5.4295144,
,0.0,0.27,19411.08432538853,34753.300161549094,22,,76706.5212675307,,100,0.27,,26.778568,0.5436907849077244,0.0,100,,,34753.300161549094,,460000,0.0,11.4578,,,158771.1316026603,,26743.23011153414,19411.08432538853,158771.1316026603,,,26743.23011153414,,,0.006223069,22,,,15.320768,,76706.5212675307,5.403663,
,0.0,0.27,16009.108177189373,36990.25902092977,23,,85414.44330364518,,100,0.27,,27.674437,0.40632182228717784,0.0,100,,,36990.25902092977,,480000,0.0,-3.3642063,,,181630.07310142525,,34821.62440796224,16009.108177189373,181630.07310142525,,,34821.62440796224,,,0.01024624,23,,,31.038643,,85414.44330364518,5.377106,
,0.0,0.3,23807.168024623606,40380.182634798046,24,,94915.5320656422,,100,0.3,,33.48015,0.39448759920244014,0.0,100,,,40380.182634798046,,500000,0.0,24.7251,,,179887.55575560316,,35371.7956939938,23807.168024623606,179887.55575560316,,,35371.7956939938,,,0.0025627257,24,,,8.755049,,94915.5320656422,5.37779,
,0.0,0.21,21720.456342303827,36271.53708332239,25,,87544.62545481356,,100,0.21,,30.2274,0.33846045597950014,0.0,100,,,36271.53708332239,,520000,0.0,6.85545,,,224561.1442029458,,42839.755719208886,21720.456342303827,224561.1442029458,,,42839.755719208886,,,0.009574141,25,,,23.37195,,87544.62545481356,5.381434,
,0.0,0.1,23301.228006299272,32729.124249860724,26,,81874.07576770004,,100,0.1,,24.205126,0.2858856708455515,0.0,100,,,32729.124249860724,,540000,0.0,16.16875,,,203158.41880035683,,35527.053018205304,23301.228006299272,203158.41880035683,,,35527.053018205304,,,0.004424695,26,,,8.036375,,81874.07576770004,5.3906164,
,0.0,0.09,19153.57938169305,32663.058587736636,27,,80505.72028570139,,100,0.09,,7.880375,0.43557691040737256,0.0,100,,,32663.058587736636,,560000,0.0,-7.47045,,,171172.95560989683,,31825.16854552843,19153.57938169305,171172.95560989683,,,31825.16854552843,,,0.004615435,27,,,15.350824,,80505.72028570139,5.380859,
,0.0,0.18,28197.039705000807,39232.57471311425,28,,97894.32020516747,,100,0.18,,0.35135,0.5056110340381512,0.0,100,,,39232.57471311425,,580000,0.0,-11.552975,,,223172.26702976372,,44186.76367178636,28197.039705000807,223172.26702976372,,,44186.76367178636,,,0.004215033,28,,,11.904325,,97894.32020516747,5.356961,
,0.0,0.26,20356.083804257345,37676.47758469481,29,,89993.32050512134,,100,0.26,,3.605925,0.2829754745496271,0.0,100,,,37676.47758469481,,600000,0.0,-12.419488,,,203934.99416790085,,37403.67928772644,20356.083804257345,203934.99416790085,,,37403.67928772644,,,0.007506613,29,,,16.025414,,89993.32050512134,5.346242,
36657.509345002305,0.0,0.2,25216.403505566643,37000.235961885985,30,41434.625150199325,92624.8962130114,181841.2465876992,100,0.2,3,-3.7861626,0.6148479028016736,0.0,100,0.0,95871.59672477985,37000.235961885985,95871.59672477984,620000,0.0,-30.61435,10,41434.625150199325,215180.79297865872,36657.509345002305,40721.35634790339,25216.403505566643,215180.79297865872,10,0.3,40721.35634790339,3,0.3,0.010586922,30,95871.59672477985,181841.2465876992,26.828186,95871.59672477984,92624.8962130114,5.3298006,0.0
,0.0,0.27,35385.40573697549,39328.92782388129,31,,95137.43607731305,,100,0.27,,31.585938,0.4896154721368442,0.0,100,,,39328.92782388129,,640000,0.0,-1.319375,,,218050.87926567747,,42811.03054248263,35385.40573697549,218050.87926567747,,,42811.03054248263,,,0.007895785,31,,,32.90531,,95137.43607731305,5.310204,
,0.0,0.28,35133.845191411856,41446.45611924615,32,,99994.88235405892,,100,0.28,,5.4806623,0.3726044679518685,0.0,100,,,41446.45611924615,,660000,0.0,-4.6603,,,207410.50264905943,,35996.95777046718,35133.845191411856,207410.50264905943,,,35996.95777046718,,,0.00548907,32,,,10.140963,,99994.88235405892,5.2951994,
,0.0,0.26,25324.6522918094,39237.47770845076,33,,94780.77967013896,,100,0.26,,24.4664,0.4337766790096286,0.0,100,,,39237.47770845076,,680000,0.0,1.886275,,,194401.48748218562,,32873.37897568325,25324.6522918094,194401.48748218562,,,32873.37897568325,,,0.0043025888,33,,,22.580126,,94780.77967013896,5.2679496,
,0.0,0.24,28708.68781009976,39111.88302580596,34,,96376.86378358582,,100,0.24,,-20.803194,0.5453727796265402,0.0,100,,,39111.88302580596,,700000,0.0,-28.675474,,,205574.51309942242,,33135.02048054901,28708.68781009976,205574.51309942242,,,33135.02048054901,,,0.0055916584,34,,,7.87228,,96376.86378358582,5.2359896,
,0.0,0.2,32593.720222224016,39203.7823078401,35,,93703.27576018411,,100,0.2,,26.947712,0.2379489309359426,0.0,100,,,39203.7823078401,,720000,0.0,-1.4316375,,,196274.03618041406,,37843.91515998285,32593.720222224016,196274.03618041406,,,37843.91515998285,,,0.011539649,35,,,28.379349,,93703.27576018411,5.213488,
,0.0,0.21,20931.260182865903,34679.663114892974,36,,79606.1196570482,,100,0.21,,39.02437,0.5631757819094105,0.0,100,,,34679.663114892974,,740000,0.0,7.1412125,,,167840.69243382552,,33378.94972848739,20931.260182865903,167840.69243382552,,,33378.94972848739,,,0.007176725,36,,,31.883156,,79606.1196570482,5.206816,
,0.0,0.2,23940.108483715034,40475.37970711386,37,,97605.20773432609,,100,0.2,,49.826923,0.42571871601828826,0.0,100,,,40475.37970711386,,760000,0.0,42.27308,,,181849.91606916644,,33651.7809750764,23940.108483715034,181849.91606916644,,,33651.7809750764,,,0.004144768,37,,,7.5538445,,97605.20773432609,5.2011843,
,0.0,0.27,26392.047205054572,40599.17123191866,38,,99218.96744616222,,100,0.27,,38.3769,0.49917164655573143,0.0,100,,,40599.17123191866,,780000,0.0,-2.6741,,,228095.9742151575,,40587.7805638988,26392.047205054572,228095.9742151575,,,40587.7805638988,,,0.007863012,38,,,41.051,,99218.96744616222,5.1840568,
,0.0,0.23,26237.378841622416,37021.29332797654,39,,89075.34332820997,,100,0.23,,-6.80835,0.369928340813768,0.0,100,,,37021.29332797654,,800000,0.0,-19.46185,,,177087.3708958758,,35535.29791972205,26237.378841622416,177087.3708958758,,,35535.29791972205,,,0.0039468375,39,,,12.6535,,89075.34332820997,5.1607256,
73920.5149303375,0.0,0.29,26241.93909155207,42775.91984541015,40,24596.717912184868,101054.89163774347,169572.15761999,100,0.29,4,31.37325,0.453138674687513,0.0,100,0.0,117881.71726451322,42775.91984541015,117881.71726451321,820000,0.0,20.902676,10,24596.717912184868,218584.08828504084,73920.5149303375,35305.10423000186,26241.93909155207,218584.08828504084,10,0.3,35305.10423000186,4,0.3,0.004567302,40,117881.71726451322,169572.15761999,10.470573,117881.71726451321,101054.89163774347,5.1571856,0.0
,0.0,0.18,14989.96830613283,35759.21283426783,41,,85139.23045971766,,100,0.18,,54.466373,0.3233333999276369,0.0,100,,,35759.21283426783,,840000,0.0,8.083275,,,209740.28616324274,,42844.24830818607,14989.96830613283,209740.28616324274,,,42844.24830818607,,,0.010635186,41,,,46.3831,,85139.23045971766,5.144623,
,0.0,0.24,32183.685804576136,40514.554949653844,42,,102799.59090099856,,100,0.24,,10.971975,0.3720755636327501,0.0,100,,,40514.554949653844,,860000,0.0,-3.7033,,,230818.4440110103,,43225.673545257865,32183.685804576136,230818.4440110103,,,43225.673545257865,,,0.005655007,42,,,14.675276,,102799.59090099856,5.1293025,
,0.0,0.29,20722.51717518949,37340.04964557669,43,,87076.76529888541,,100,0.29,,2.7036126,0.3122188100808525,0.0,100,,,37340.04964557669,,880000,0.0,-31.53013,,,186537.3195920118,,34781.187096584945,20722.51717518949,186537.3195920118,,,34781.187096584945,,,0.008270407,43,,,34.23374,,87076.76529888541,5.125961,
,0.0,0.32,35856.98026917206,43380.997736451056,44,,107695.7974194547,,100,0.32,,24.731075,0.5595533940829109,0.0,100,,,43380.997736451056,,900000,0.0,16.869375,,,205794.82603260432,,34944.43762365011,35856.98026917206,205794.82603260432,,,34944.43762365011,,,0.004534583,44,,,7.8617,,107695.7974194547,5.124893,
,0.0,0.29,32089.90726464062,39971.09637542835,45,,97947.66290572996,,100,0.29,,7.0191374,0.3750563955425281,0.0,100,,,39971.09637542835,,920000,0.0,-14.522887,,,225863.10000248248,,42034.95491664227,32089.90726464062,225863.10000248248,,,42034.95491664227,,,0.0044399016,45,,,21.542025,,97947.66290572996,5.117383,
,0.0,0.25,25832.304653237625,39349.41665205271,46,,94045.3100218504,,100,0.25,,15.258838,0.5153575885694032,0.0,100,,,39349.41665205271,,940000,0.0,-10.81334,,,170664.01178445437,,30923.20108691722,25832.304653237625,170664.01178445437,,,30923.20108691722,,,0.005830519,46,,,26.072178,,94045.3100218504,5.110314,
,0.0,0.26,24458.293123742416,37848.43569352552,47,,86356.34524594595,,100,0.26,,-35.488075,0.4238849392796593,0.0,100,,,37848.43569352552,,960000,0.0,-68.829765,,,195869.71014397359,,34961.97517706354,24458.293123742416,195869.71014397359,,,34961.97517706354,,,0.00430793,47,,,33.34169,,86356.34524594595,5.085143,
,0.0,0.19,20099.783445386693,38031.4264350178,48,,91575.50454245921,,100,0.19,,23.813503,0.483565824995962,0.0,100,,,38031.4264350178,,980000,0.0,10.546687,,,194327.04028674532,,33508.58735990195,20099.783445386693,194327.04028674532,,,33508.58735990195,,,0.0028625554,48,,,13.266816,,91575.50454245921,5.0588236,
,0.0,0.27,17176.574781422987,37536.065782451326,49,,86043.67016108612,,100,0.27,,28.241291,0.37340904299730737,0.0,100,,,37536.065782451326,,1000000,0.0,7.5152125,,,197056.2161430071,,37485.1457806838,17176.574781422987,197056.2161430071,,,37485.1457806838,,,0.0031397564,49,,,20.726078,,86043.67016108612,5.0478888,
62750.300220175646,0.0,0.33,32279.571080689286,44826.67730777128,50,22528.011010485887,107580.09023836242,146909.50603182142,100,0.33,5,1.6874813,0.3776783589674054,0.0,100,0.0,103333.83574332253,44826.67730777128,103333.83574332255,1020000,0.0,-8.056756,10,22528.011010485887,221383.53009754737,62750.300220175646,37659.62648446965,32279.571080689286,221383.53009754737,10,0.4,37659.62648446965,5,0.4,0.0031724216,50,103333.83574332253,146909.50603182142,9.744237,103333.83574332255,107580.09023836242,5.0248423,0.0
,0.0,0.27,27315.294765900788,42851.0598886137,51,,98718.47198364424,,100,0.27,,34.625263,0.48016785231591663,0.0,100,,,42851.0598886137,,1040000,0.0,11.845525,,,211707.96673961016,,33410.034859135165,27315.294765900788,211707.96673961016,,,33410.034859135165,,,0.0077198585,51,,,22.77974,,98718.47198364424,5.0178075,
,0.0,0.18,24041.160715589158,38732.04901910761,52,,92533.10095925136,,100,0.18,,16.108685,0.4709455513991091,0.0,100,,,38732.04901910761,,1060000,0.0,2.5924125,,,184500.03410196485,,35190.93107919307,24041.160715589158,184500.03410196485,,,35190.93107919307,,,0.004534215,52,,,13.516272,,92533.10095925136,5.030242,
,0.0,0.24,19512.953972686544,40823.946821878824,53,,97503.40811134633,,100,0.24,,36.9507,0.409301381815214,0.0,100,,,40823.946821878824,,1080000,0.0,28.924862,,,208456.99228132467,,31716.415581894587,19512.953972686544,208456.99228132467,,,31716.415581894587,,,0.0018110168,53,,,8.025837,,97503.40811134633,5.0230346,
,0.0,0.47,39033.96089609341,50580.50717880817,54,,123494.58594474205,,100,0.47,,52.570663,0.34019970840257296,0.0,100,,,50580.50717880817,,1100000,0.0,26.202225,,,249308.2302001301,,44984.42763875539,39033.96089609341,249308.2302001301,,,44984.42763875539,,,0.0054536164,54,,,26.368439,,123494.58594474205,5.0071106,
,0.0,0.21,23893.630452284335,39185.567933442195,55,,91403.62934976729,,100,0.21,,-5.4047,0.5239654714174377,0.0,100,,,39185.567933442195,,1120000,0.0,-26.769337,,,239458.0651559595,,42189.825692468825,23893.630452284335,239458.0651559595,,,42189.825692468825,,,0.007190722,55,,,21.364637,,91403.62934976729,4.9868217,
,0.0,0.15,38711.99900789047,36634.980881112286,56,,87831.17214943076,,100,0.15,,-35.364723,0.3737326342928665,0.0,100,,,36634.980881112286,,1140000,0.0,-51.954624,,,177284.40924221894,,31020.286381000005,38711.99900789047,177284.40924221894,,,31020.286381000005,,,0.010019884,56,,,16.589901,,87831.17214943076,4.9622927,
,0.0,0.12,25538.213063719068,36006.92101627877,57,,84762.47674920064,,100,0.12,,19.420143,0.36128374260806395,0.0,100,,,36006.92101627877,,1160000,0.0,1.2106531,,,150931.92217526602,,28270.40001017333,25538.213063719068,150931.92217526602,,,28270.40001017333,,,0.0033280037,57,,,18.20949,,84762.47674920064,4.9445333,
,0.0,0.33,49160.41383068971,46020.677552374946,58,,106203.73149951163,,100,0.33,,22.862219,0.4797660455654018,0.0,100,,,46020.677552374946,,1180000,0.0,11.773337,,,186807.49206376015,,32822.51318298998,49160.41383068971,186807.49206376015,,,32822.51318298998,,,0.0027674397,58,,,11.0888815,,106203.73149951163,4.9388094,
,0.0,0.14,28490.40973621688,36873.92637612999,59,,88911.54803080832,,100,0.14,,2.349975,0.3334512250139168,0.0,100,,,36873.92637612999,,1200000,0.0,-7.4177,,,161862.58845217648,,27897.71874283925,28490.40973621688,161862.58845217648,,,27897.71874283925,,,0.0018049183,59,,,9.767675,,88911.54803080832,4.919111,
42528.96475188546,0.0,0.3,24417.06502326998,45577.84216752099,60,38880.3036135629,109781.65806420466,178497.9674980899,100,0.3,6,49.096626,0.4562001288782336,0.0,100,0.0,125780.93483912137,45577.84216752099,125780.93483912134,1220000,0.0,33.00544,10,38880.3036135629,210039.04320831635,42528.96475188546,39895.87211681231,24417.06502326998,210039.04320831635,10,0.5,39895.87211681231,6,0.5,0.0033059556,60,125780.93483912137,178497.9674980899,16.091187,125780.93483912134,109781.65806420466,4.914111,0.0
,0.0,0.26,32653.995728105183,43251.73127751551,61,,104181.06737032943,,100,0.26,,-3.81185,0.4186238172728184,0.0,100,,,43251.73127751551,,1240000,0.0,-33.9363,,,219327.59925592275,,41221.88838008877,32653.995728105183,219327.59925592275,,,41221.88838008877,,,0.0074887434,61,,,30.124449,,104181.06737032943,4.8901086,
,0.0,0.15,22885.310851506285,35923.50171644758,62,,84956.84315492585,,100,0.15,,27.176012,0.397633679703003,0.0,100,,,35923.50171644758,,1260000,0.0,6.8240623,,,199040.08445934005,,38739.9108154419,22885.310851506285,199040.08445934005,,,38739.9108154419,,,0.009608314,62,,,20.35195,,84956.84315492585,4.8633194,
,0.0,0.32,44493.982310962114,47044.25246299975,63,,113067.23259383548,,100,0.32,,32.9605,0.4390191331863563,0.0,100,,,47044.25246299975,,1280000,0.0,10.22735,,,224111.3325516449,,40710.30046311881,44493.982310962114,224111.3325516449,,,40710.30046311881,,,0.0061495546,63,,,22.733149,,113067.23259383548,4.838361,
,0.0,0.43,27153.36013229668,50152.55631805829,64,,121981.74525071919,,100,0.43,,46.85575,0.287879056545844,0.0,100,,,50152.55631805829,,1300000,0.0,21.16075,,,223189.54682184683,,43784.32470375297,27153.36013229668,223189.54682184683,,,43784.32470375297,,,0.004515705,64,,,25.695002,,121981.74525071919,4.811361,
,0.0,0.28,24054.156207527223,43122.34975118643,65,,103222.82838390669,,100,0.28,,45.263588,0.3398541680965852,0.0,100,,,43122.34975118643,,1320000,0.0,32.34931,,,192223.3343679715,,39811.897549632435,24054.156207527223,192223.3343679715,,,39811.897549632435,,,0.0033029588,65,,,12.914276,,103222.82838390669,4.7976995,
,0.0,0.19,35023.33455085024,36404.13644438054,66,,84937.88303739749,,100,0.19,,28.252174,0.4656089542310189,0.0,100,,,36404.13644438054,,1340000,0.0,-1.30505,,,185468.660794656,,31531.98587695967,35023.33455085024,185468.660794656,,,31531.98587695967,,,0.0034332809,66,,,29.557224,,84937.88303739749,4.7925596,
,0.0,0.17,25676.521821500137,37666.54628320854,67,,89501.35651938888,,100,0.17,,40.956062,0.44236194261817907,0.0,100,,,37666.54628320854,,1360000,0.0,37.159973,,,171380.84877360257,,34729.15626806851,25676.521821500137,171380.84877360257,,,34729.15626806851,,,0.0051015937,67,,,3.7960892,,89501.35651938888,4.7864046,
,0.0,0.17,44897.52142940063,39412.98304840999,68,,92536.36819519423,,100,0.17,,5.19265,0.5202870632913529,0.0,100,,,39412.98304840999,,1380000,0.0,-16.517393,,,176462.19406750155,,26468.347220023723,44897.52142940063,176462.19406750155,,,26468.347220023723,,,0.0022914622,68,,,21.710043,,92536.36819519423,4.7716494,
,0.0,0.27,43313.53374898533,43205.60983413787,69,,102990.84020930843,,100,0.27,,21.855194,0.33846168256214826,0.0,100,,,43205.60983413787,,1400000,0.0,-4.7800126,,,248120.45685070424,,45391.31492586941,43313.53374898533,248120.45685070424,,,45391.31492586941,,,0.007515434,69,,,26.635206,,102990.84020930843,4.7504506,
51620.60515848546,0.0,0.22,28588.705055389233,39005.97830607003,70,45121.05540145239,94076.04402050283,190612.17104407793,100,0.22,7,-4.793775,0.4996366453797547,0.0,100,0.0,117284.04822254255,39005.97830607003,117284.04822254254,1420000,0.0,-44.54505,10,45121.05540145239,205712.20027975523,51620.60515848546,41673.41003855961,28588.705055389233,205712.20027975523,10,0.5,41673.41003855961,7,0.5,0.009710279,70,117284.04822254255,190612.17104407793,39.751278,117284.04822254254,94076.04402050283,4.737033,0.0
