MetaTest/Average/MinReturn,reach-wall-v1/TerminationRate,reach-wall-v1/SuccessRate,reach-wall-v1/MinReturn,Average/AverageDiscountedReturn,Average/Iteration,MetaTest/reach-wall-v1/StdReturn,Average/AverageReturn,MetaTest/reach-wall-v1/MaxReturn,Average/NumEpisodes,Average/SuccessRate,MetaTest/Average/Iteration,policy/LossBefore,LinearFeatureBaseline/ExplainedVariance,Average/TerminationRate,reach-wall-v1/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/reach-wall-v1/AverageReturn,reach-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,TotalEnvSteps,policy/KLBefore,policy/LossAfter,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,reach-wall-v1/MaxReturn,MetaTest/reach-wall-v1/MinReturn,reach-wall-v1/StdReturn,Average/MinReturn,Average/MaxReturn,MetaTest/reach-wall-v1/NumEpisodes,MetaTest/Average/SuccessRate,Average/StdReturn,MetaTest/reach-wall-v1/Iteration,MetaTest/reach-wall-v1/SuccessRate,policy/KL,reach-wall-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,policy/dLoss,MetaTest/reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/AverageReturn,policy/Entropy,MetaTest/reach-wall-v1/TerminationRate
,0.0,0.18,46242.23539726092,39079.470602643654,71,,93049.32840813423,,100,0.18,,16.475374,0.41213727009219236,0.0,100,,,39079.470602643654,,1440000,0.0,-1.1918125,,,214377.07873850063,,26320.05363633791,46242.23539726092,214377.07873850063,,,26320.05363633791,,,0.004111229,71,,,17.667187,,93049.32840813423,4.7387004,
,0.0,0.3,25233.105237423308,42198.85860423398,72,,101742.26568735218,,100,0.3,,44.080624,0.5146123986867068,0.0,100,,,42198.85860423398,,1460000,0.0,37.2856,,,183100.80737704466,,38638.877939570695,25233.105237423308,183100.80737704466,,,38638.877939570695,,,0.0038234154,72,,,6.795025,,101742.26568735218,4.7301555,
,0.0,0.34,38733.66629041269,46573.04138326594,73,,112371.05966650067,,100,0.34,,25.9654,0.4233297153101797,0.0,100,,,46573.04138326594,,1480000,0.0,9.2241,,,231595.69621866613,,40355.50030587854,38733.66629041269,231595.69621866613,,,40355.50030587854,,,0.003331987,73,,,16.7413,,112371.05966650067,4.710633,
,0.0,0.35,26580.75081449228,43879.18188044257,74,,104931.18976778649,,100,0.35,,3.44145,0.45903173886076853,0.0,100,,,43879.18188044257,,1500000,0.0,-10.62975,,,232748.46560909128,,41810.004762601355,26580.75081449228,232748.46560909128,,,41810.004762601355,,,0.0019011818,74,,,14.0712,,104931.18976778649,4.7012153,
,0.0,0.18,23035.77835518779,38907.018991049445,75,,90974.96100515671,,100,0.18,,32.6343,0.4124717621956293,0.0,100,,,38907.018991049445,,1520000,0.0,25.685675,,,192536.11947296245,,35693.31283976259,23035.77835518779,192536.11947296245,,,35693.31283976259,,,0.0030748162,75,,,6.9486256,,90974.96100515671,4.6982627,
,0.0,0.25,32320.070167795264,42094.277820135874,76,,102989.42958917409,,100,0.25,,57.63775,0.4666545472564849,0.0,100,,,42094.277820135874,,1540000,0.0,35.553123,,,204234.41902641792,,36872.354820932844,32320.070167795264,204234.41902641792,,,36872.354820932844,,,0.0074634315,76,,,22.084625,,102989.42958917409,4.694497,
,0.0,0.27,27762.297381366534,41191.20915361703,77,,97267.40027470194,,100,0.27,,16.990126,0.526322289999611,0.0,100,,,41191.20915361703,,1560000,0.0,-8.924587,,,192517.53736632018,,33675.883684813736,27762.297381366534,192517.53736632018,,,33675.883684813736,,,0.0038832536,77,,,25.914713,,97267.40027470194,4.659211,
,0.0,0.4,42107.87237100138,48425.55788348948,78,,118875.16388410165,,100,0.4,,32.098637,0.39112328721970446,0.0,100,,,48425.55788348948,,1580000,0.0,14.720963,,,238517.12778890887,,46140.78285831705,42107.87237100138,238517.12778890887,,,46140.78285831705,,,0.0073037026,78,,,17.377674,,118875.16388410165,4.640526,
,0.0,0.26,30247.603588701128,40981.907738418646,79,,94804.0037769077,,100,0.26,,14.362513,0.33472506155541903,0.0,100,,,40981.907738418646,,1600000,0.0,-6.749125,,,176250.43586181177,,31755.72868274264,30247.603588701128,176250.43586181177,,,31755.72868274264,,,0.007077887,79,,,21.111637,,94804.0037769077,4.635719,
69189.63898190382,0.0,0.3,48533.71087355697,45659.17367707508,80,33634.62950685701,110159.26012171806,174176.3843849702,100,0.3,8,6.2539,0.2889365029201666,0.0,100,0.0,109433.48772707,45659.17367707508,109433.48772707002,1620000,0.0,-6.84375,10,33634.62950685701,230217.28193852346,69189.63898190382,40605.256582196096,48533.71087355697,230217.28193852346,10,0.3,40605.256582196096,8,0.3,0.0029664224,80,109433.48772707,174176.3843849702,13.097651,109433.48772707002,110159.26012171806,4.634872,0.0
,0.0,0.2,16004.749776134784,40564.64992061777,81,,98222.41313537092,,100,0.2,,32.48315,0.616824843895226,0.0,100,,,40564.64992061777,,1640000,0.0,18.173475,,,215205.5583580225,,45763.55857529396,16004.749776134784,215205.5583580225,,,45763.55857529396,,,0.0037992692,81,,,14.309675,,98222.41313537092,4.628104,
,0.0,0.22,27806.252048235754,42625.17105260218,82,,102525.58001582536,,100,0.22,,13.0898,0.36855980094796537,0.0,100,,,42625.17105260218,,1660000,0.0,-15.45265,,,230534.20246210299,,44515.89095913041,27806.252048235754,230534.20246210299,,,44515.89095913041,,,0.012960193,82,,,28.54245,,102525.58001582536,4.623429,
,0.0,0.2,22989.20022887686,41125.05216830269,83,,95615.44882416638,,100,0.2,,-3.4768374,0.4954819759513728,0.0,100,,,41125.05216830269,,1680000,0.0,-54.333275,,,207290.99643612368,,40699.65027667388,22989.20022887686,207290.99643612368,,,40699.65027667388,,,0.007209822,83,,,50.856438,,95615.44882416638,4.6231203,
,0.0,0.17,28568.766992747976,39863.130977488974,84,,97411.21051203342,,100,0.17,,4.138803,0.45224468437050225,0.0,100,,,39863.130977488974,,1700000,0.0,-6.4695687,,,175190.91019386938,,36347.489870326805,28568.766992747976,175190.91019386938,,,36347.489870326805,,,0.0028309152,84,,,10.608372,,97411.21051203342,4.6270647,
,0.0,0.28,48035.1942542346,47899.83640994546,85,,118015.25322743127,,100,0.28,,74.2989,0.23241432700936893,0.0,100,,,47899.83640994546,,1720000,0.0,58.99625,,,229990.11471257743,,43389.185830909984,48035.1942542346,229990.11471257743,,,43389.185830909984,,,0.00448887,85,,,15.302647,,118015.25322743127,4.6173544,
,0.0,0.15,23195.70664350072,39200.77942049065,86,,95646.10428063812,,100,0.15,,34.655624,0.23556768828470342,0.0,100,,,39200.77942049065,,1740000,0.0,17.7948,,,237042.7631844054,,44119.06420233392,23195.70664350072,237042.7631844054,,,44119.06420233392,,,0.0028509006,86,,,16.860825,,95646.10428063812,4.613141,
,0.0,0.16,30601.151429443624,40881.462616862525,87,,97032.9346467809,,100,0.16,,18.172476,0.2963808430629966,0.0,100,,,40881.462616862525,,1760000,0.0,-0.91255,,,204812.5752234728,,37814.687446598575,30601.151429443624,204812.5752234728,,,37814.687446598575,,,0.0031783078,87,,,19.085026,,97032.9346467809,4.6166677,
,0.0,0.09,18871.044024353374,30447.15676736637,88,,71135.9043811329,,100,0.09,,10.872672,0.6124945373041116,0.0,100,,,30447.15676736637,,1780000,0.0,-17.426468,,,139966.10523634354,,29233.51274461162,18871.044024353374,139966.10523634354,,,29233.51274461162,,,0.0072146216,88,,,28.29914,,71135.9043811329,4.624286,
,0.0,0.21,29609.232576036713,41708.55475358516,89,,100997.20340210451,,100,0.21,,39.591312,0.3054596280025462,0.0,100,,,41708.55475358516,,1800000,0.0,20.952024,,,198086.8880125843,,37772.15357158928,29609.232576036713,198086.8880125843,,,37772.15357158928,,,0.004187828,89,,,18.639288,,100997.20340210451,4.6209283,
62973.78968350573,0.0,0.23,30568.879346953894,39198.699721065816,90,32211.168776236296,92453.65273640699,164817.2875749955,100,0.23,9,38.589336,0.2901579885028893,0.0,100,0.0,109790.45242252815,39198.699721065816,109790.4524225281,1820000,0.0,26.558226,10,32211.168776236296,249657.00197235856,62973.78968350573,37067.636604086176,30568.879346953894,249657.00197235856,10,0.6,37067.636604086176,9,0.6,0.0016519285,90,109790.45242252815,164817.2875749955,12.031111,109790.4524225281,92453.65273640699,4.6243505,0.0
,0.0,0.33,32540.87857731131,44776.79357789685,91,,106100.3254483364,,100,0.33,,19.683306,0.4503688911912267,0.0,100,,,44776.79357789685,,1840000,0.0,3.434725,,,215115.82333505104,,36020.53238591713,32540.87857731131,215115.82333505104,,,36020.53238591713,,,0.0032458222,91,,,16.24858,,106100.3254483364,4.610368,
,0.0,0.34,41576.1817776605,49640.56784940269,92,,117969.02438903156,,100,0.34,,21.5506,0.43494261381124355,0.0,100,,,49640.56784940269,,1860000,0.0,16.3173,,,232721.54908036673,,36816.405995540124,41576.1817776605,232721.54908036673,,,36816.405995540124,,,0.0034514584,92,,,5.2332993,,117969.02438903156,4.601621,
,0.0,0.4,29160.614723986182,51792.6809700221,93,,124004.45798620848,,100,0.4,,36.282013,0.3615831836649198,0.0,100,,,51792.6809700221,,1880000,0.0,3.6576624,,,238581.25761534797,,42950.44014268306,29160.614723986182,238581.25761534797,,,42950.44014268306,,,0.009567241,93,,,32.62435,,124004.45798620848,4.592069,
,0.0,0.15,15546.007057144157,38763.48409255176,94,,94092.79050951434,,100,0.15,,22.43025,0.3878617437857782,0.0,100,,,38763.48409255176,,1900000,0.0,-3.4054,,,185938.67350952743,,41727.69491636493,15546.007057144157,185938.67350952743,,,41727.69491636493,,,0.0056181992,94,,,25.83565,,94092.79050951434,4.5816264,
,0.0,0.22,22914.16170173178,39618.86504468445,95,,95025.39977972837,,100,0.22,,31.10645,0.2095150350913828,0.0,100,,,39618.86504468445,,1920000,0.0,10.870175,,,228245.88169778037,,47316.72412010215,22914.16170173178,228245.88169778037,,,47316.72412010215,,,0.006719641,95,,,20.236275,,95025.39977972837,4.5596313,
,0.0,0.23,28062.2006558677,42128.68952687164,96,,101997.5308128781,,100,0.23,,23.078613,0.4986472558056563,0.0,100,,,42128.68952687164,,1940000,0.0,-5.2449436,,,232986.41306266165,,38654.44573079285,28062.2006558677,232986.41306266165,,,38654.44573079285,,,0.004300622,96,,,28.323557,,101997.5308128781,4.532582,
,0.0,0.21,24878.321448109047,41084.002959329366,97,,98760.12604527481,,100,0.21,,38.462887,0.3289042383949986,0.0,100,,,41084.002959329366,,1960000,0.0,14.485763,,,196365.15513804782,,38811.602986391146,24878.321448109047,196365.15513804782,,,38811.602986391146,,,0.011748947,97,,,23.977123,,98760.12604527481,4.511394,
,0.0,0.3,37273.620431165364,46992.99071436914,98,,112485.16137658458,,100,0.3,,36.795727,0.4945025748275781,0.0,100,,,46992.99071436914,,1980000,0.0,32.759674,,,204968.7986194575,,34733.66192362274,37273.620431165364,204968.7986194575,,,34733.66192362274,,,0.0052275644,98,,,4.0360527,,112485.16137658458,4.4900813,
,0.0,0.32,35591.20211085231,48192.448273798655,99,,120325.87109017526,,100,0.32,,-9.21555,0.5342074922592137,0.0,100,,,48192.448273798655,,2000000,0.0,-32.58954,,,227345.83783838205,,39681.73819094803,35591.20211085231,227345.83783838205,,,39681.73819094803,,,0.005326176,99,,,23.37399,,120325.87109017526,4.480006,
