MetaTest/Average/AverageDiscountedReturn,reach-v1/AverageReturn,reach-v1/NumEpisodes,Average/SuccessRate,MetaTest/reach-v1/TerminationRate,reach-v1/AverageDiscountedReturn,policy/Entropy,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/reach-v1/StdReturn,Average/NumEpisodes,reach-v1/MaxReturn,MetaTest/reach-v1/NumEpisodes,Average/TerminationRate,Average/MinReturn,reach-v1/Iteration,reach-v1/TerminationRate,MetaTest/Average/SuccessRate,reach-v1/SuccessRate,Average/Iteration,policy/KLBefore,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/reach-v1/AverageDiscountedReturn,Average/AverageReturn,policy/KL,reach-v1/MinReturn,MetaTest/reach-v1/Iteration,MetaTest/reach-v1/MaxReturn,MetaTest/reach-v1/AverageReturn,MetaTest/Average/TerminationRate,Average/MaxReturn,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/reach-v1/MinReturn,reach-v1/StdReturn,Average/StdReturn,MetaTest/Average/NumEpisodes,policy/LossBefore,policy/LossAfter,MetaTest/reach-v1/SuccessRate
,13165.089063358753,100,0.0,,9440.910959344463,5.552114,,,,100,26267.010304299827,,0.0,4910.460096637034,18,0.0,,0.0,18,0.0,,,,,13165.089063358753,0.008221928,4910.460096637034,,,,,26267.010304299827,5.3973656,0.6069035779526619,9440.910959344463,380000,,4719.6060504230945,4719.6060504230945,,3.1579063,-2.2394593,
,16211.288227359239,100,0.03,,11085.387495521982,5.556765,,,,100,46301.45433666816,,0.0,5584.554985384375,19,0.0,,0.03,19,0.0,,,,,16211.288227359239,0.0069311205,5584.554985384375,,,,,46301.45433666816,7.094981,0.4873214267842021,11085.387495521982,400000,,7098.117933664966,7098.117933664966,,5.9098563,-1.185125,
13821.89480943727,18997.999336975354,100,0.08,0.0,12890.872265225673,5.541349,26384.24283320801,7868.95061250611,5473.442048014135,100,42103.849413180105,10,0.0,6214.773749197055,20,0.0,0.0,0.08,20,0.0,5473.442048014135,2,13821.894809437272,13821.89480943727,18997.999336975354,0.01636706,6214.773749197055,2,26384.24283320801,13821.894809437272,0.0,42103.849413180105,13.163868,0.5732557598418767,12890.872265225673,420000,7868.95061250611,8519.298576220646,8519.298576220646,10,17.18048,4.016611,0.0
,23577.170104879806,100,0.06,,14208.30200493022,5.523162,,,,100,46729.34689276129,,0.0,5295.067575162592,21,0.0,,0.06,21,0.0,,,,,23577.170104879806,0.0086188875,5295.067575162592,,,,,46729.34689276129,9.957493,0.5360664847004093,14208.30200493022,440000,,10525.941196426105,10525.941196426105,,5.171416,-4.7860765,
,27960.915913448356,100,0.11,,16250.906441902504,5.4980187,,,,100,61821.69900694751,,0.0,3587.304722046634,22,0.0,,0.11,22,0.0,,,,,27960.915913448356,0.010102672,3587.304722046634,,,,,61821.69900694751,15.361572,0.6087573722453056,16250.906441902504,460000,,12913.26951438314,12913.26951438314,,9.271303,-6.0902686,
,30810.401113219174,100,0.04,,16715.786568900894,5.48452,,,,100,58881.45721106132,,0.0,9277.679458640856,23,0.0,,0.04,23,0.0,,,,,30810.401113219174,0.009582509,9277.679458640856,,,,,58881.45721106132,13.702826,0.5137781666176513,16715.786568900894,480000,,12926.616732593213,12926.616732593213,,8.49065,-5.212175,
,33723.29622064722,100,0.09,,18055.765987008806,5.4902043,,,,100,69047.74726120233,,0.0,6487.9206014307465,24,0.0,,0.09,24,0.0,,,,,33723.29622064722,0.011213364,6487.9206014307465,,,,,69047.74726120233,18.685362,0.5175975409685621,18055.765987008806,500000,,15907.872574996953,15907.872574996953,,-6.6603312,-25.345694,
,41202.290112763374,100,0.14,,21374.603012728803,5.4720335,,,,100,94378.572776746,,0.0,10017.658067232196,25,0.0,,0.14,25,0.0,,,,,41202.290112763374,0.008638212,10017.658067232196,,,,,94378.572776746,14.5295315,0.38886785838671467,21374.603012728803,520000,,18262.06574952993,18262.06574952993,,-15.701494,-30.231026,
,38484.58603338049,100,0.15,,20075.935572859064,5.457499,,,,100,82799.92981142763,,0.0,6900.161574320276,26,0.0,,0.15,26,0.0,,,,,38484.58603338049,0.0053010844,6900.161574320276,,,,,82799.92981142763,14.12844,0.5002652857920014,20075.935572859064,540000,,18798.97801513277,18798.97801513277,,-5.428775,-19.557215,
,43044.6142193056,100,0.18,,22400.725427574194,5.435357,,,,100,82243.0361022595,,0.0,8642.952279496536,27,0.0,,0.18,27,0.0,,,,,43044.6142193056,0.009798691,8642.952279496536,,,,,82243.0361022595,27.589052,0.4692126906712111,22400.725427574194,560000,,16975.524768637224,16975.524768637224,,10.38632,-17.202732,
,41062.500303109045,100,0.16,,21076.950872563462,5.4268723,,,,100,82967.36186058479,,0.0,7149.529670647672,28,0.0,,0.16,28,0.0,,,,,41062.500303109045,0.0088502765,7149.529670647672,,,,,82967.36186058479,20.693516,0.5423489112956892,21076.950872563462,580000,,18192.16455792934,18192.16455792934,,-10.307222,-31.000738,
,40611.19040097722,100,0.06,,20222.089243583196,5.421293,,,,100,91154.54124189971,,0.0,13101.854487310207,29,0.0,,0.06,29,0.0,,,,,40611.19040097722,0.0058743204,13101.854487310207,,,,,91154.54124189971,14.068565,0.37384079674955994,20222.089243583196,600000,,15422.04871500852,15422.04871500852,,31.963596,17.895031,
40211.830278036476,48535.42417916894,100,0.22,0.0,23514.8250764118,5.419156,69351.41764110714,9231.442500008983,20662.639868453294,100,106184.88879760068,10,0.0,13498.5551689013,30,0.0,0.1,0.22,30,0.0,20662.639868453294,3,40211.83027803647,40211.830278036476,48535.42417916894,0.008908843,13498.5551689013,3,69351.41764110714,40211.83027803647,0.0,106184.88879760068,17.356342,0.48145043348545724,23514.8250764118,620000,9231.442500008983,18644.251615811387,18644.251615811387,10,41.32172,23.965378,0.1
,56983.76744943582,100,0.27,,27631.421007986468,5.3900137,,,,100,122806.9757033175,,0.0,11225.196254887147,31,0.0,,0.27,31,0.0,,,,,56983.76744943582,0.0069207046,11225.196254887147,,,,,122806.9757033175,13.564037,0.48969427870108007,27631.421007986468,640000,,21228.04841460695,21228.04841460695,,16.952362,3.388325,
,55210.743042517046,100,0.27,,26690.961700215223,5.3582926,,,,100,103594.80023720501,,0.0,8265.2000201326,32,0.0,,0.27,32,0.0,,,,,55210.743042517046,0.0051404466,8265.2000201326,,,,,103594.80023720501,14.667731,0.5257095686753817,26690.961700215223,660000,,24505.244192355687,24505.244192355687,,4.64555,-10.0221815,
,69268.3815506739,100,0.24,,31896.72017394166,5.3406744,,,,100,143887.56363598307,,0.0,15455.174996864393,33,0.0,,0.24,33,0.0,,,,,69268.3815506739,0.005380241,15455.174996864393,,,,,143887.56363598307,20.802824,0.38440716718582746,31896.72017394166,680000,,28196.68011735627,28196.68011735627,,-4.156425,-24.95925,
,64887.51145641593,100,0.26,,30189.03949696315,5.3531427,,,,100,138041.35823667538,,0.0,20425.429986583247,34,0.0,,0.26,34,0.0,,,,,64887.51145641593,0.0032828767,20425.429986583247,,,,,138041.35823667538,5.334525,0.5544484104380429,30189.03949696315,700000,,26870.179941002832,26870.179941002832,,-10.932475,-16.267,
,61791.09199516825,100,0.16,,28544.39969111183,5.3480377,,,,100,120657.21276670817,,0.0,15394.707575477178,35,0.0,,0.16,35,0.0,,,,,61791.09199516825,0.0067415414,15394.707575477178,,,,,120657.21276670817,9.715825,0.5507444169750666,28544.39969111183,720000,,24013.054286999246,24013.054286999246,,9.64055,-0.075275,
,50310.78223127548,100,0.18,,23715.132239591778,5.3294916,,,,100,108217.10314713272,,0.0,10745.135658993777,36,0.0,,0.18,36,0.0,,,,,50310.78223127548,0.0039847214,10745.135658993777,,,,,108217.10314713272,12.27969,0.3193129486755918,23715.132239591778,740000,,23911.05705030942,23911.05705030942,,-1.0977062,-13.377396,
,61785.19684036182,100,0.16,,27993.656884600874,5.3027945,,,,100,122112.41218548693,,0.0,11698.573625547255,37,0.0,,0.16,37,0.0,,,,,61785.19684036182,0.010625212,11698.573625547255,,,,,122112.41218548693,16.602013,0.6738604976031517,27993.656884600874,760000,,30326.404404963778,30326.404404963778,,16.926226,0.3242125,
,69531.37514797844,100,0.27,,31391.80582824632,5.298217,,,,100,151578.95020111764,,0.0,9725.156138054166,38,0.0,,0.27,38,0.0,,,,,69531.37514797844,0.0069714906,9725.156138054166,,,,,151578.95020111764,24.214813,0.3826224099240173,31391.80582824632,780000,,35262.94410365265,35262.94410365265,,24.337812,0.123,
,57050.04724504061,100,0.19,,25694.31392831075,5.2912436,,,,100,132830.22960964387,,0.0,18917.591467727292,39,0.0,,0.19,39,0.0,,,,,57050.04724504061,0.00645638,18917.591467727292,,,,,132830.22960964387,13.16851,0.5582688464450598,25694.31392831075,800000,,25588.526914002396,25588.526914002396,,39.573566,26.405056,
56080.3395539474,59775.55124521113,100,0.21,0.0,28285.76813395178,5.2716193,97339.14264420891,14711.68936429678,23965.560565570206,100,133589.30163925863,10,0.0,12080.431190135774,40,0.0,0.2,0.21,40,0.0,23965.560565570206,4,56080.33955394737,56080.3395539474,59775.55124521113,0.00791963,12080.431190135774,4,97339.14264420891,56080.33955394737,0.0,133589.30163925863,21.942575,0.3705873040745501,28285.76813395178,820000,14711.68936429678,27981.807413237868,27981.807413237868,10,0.1234875,-21.819088,0.2
,80917.14230136067,100,0.33,,35031.95053270063,5.2672043,,,,100,210513.08427134584,,0.0,25421.063666611204,41,0.0,,0.33,41,0.0,,,,,80917.14230136067,0.005889866,25421.063666611204,,,,,210513.08427134584,16.695335,0.4968359382361486,35031.95053270063,840000,,37324.316765230105,37324.316765230105,,28.887474,12.192138,
,79273.98756790286,100,0.19,,34359.02661180867,5.265191,,,,100,152155.17180011017,,0.0,16954.465272046975,42,0.0,,0.19,42,0.0,,,,,79273.98756790286,0.0031012977,16954.465272046975,,,,,152155.17180011017,15.960175,0.3577510947251482,34359.02661180867,860000,,30242.144420398075,30242.144420398075,,12.105675,-3.8545,
,58138.283356299784,100,0.09,,26200.14656005254,5.2636213,,,,100,154422.9904994407,,0.0,12482.940586833989,43,0.0,,0.09,43,0.0,,,,,58138.283356299784,0.004695885,12482.940586833989,,,,,154422.9904994407,18.137976,0.4153484338680161,26200.14656005254,880000,,34507.95902873531,34507.95902873531,,-2.266075,-20.40405,
,55425.63520011847,100,0.09,,24424.033224057577,5.256957,,,,100,162749.72063081324,,0.0,12425.93720528029,44,0.0,,0.09,44,0.0,,,,,55425.63520011847,0.0050297277,12425.93720528029,,,,,162749.72063081324,15.676849,0.38115076210363874,24424.033224057577,900000,,35059.36574482897,35059.36574482897,,0.934275,-14.742575,
,65869.22369840484,100,0.21,,30692.1972643277,5.2477293,,,,100,164630.05263513976,,0.0,4873.116000544556,45,0.0,,0.21,45,0.0,,,,,65869.22369840484,0.009222109,4873.116000544556,,,,,164630.05263513976,33.91645,0.4480430584959578,30692.1972643277,920000,,35009.23312699246,35009.23312699246,,13.673725,-20.242725,
,58374.15051035386,100,0.08,,25889.35551650642,5.2428694,,,,100,144246.07786760348,,0.0,13504.465319221612,46,0.0,,0.08,46,0.0,,,,,58374.15051035386,0.0059789116,13504.465319221612,,,,,144246.07786760348,13.549119,0.2676027037637667,25889.35551650642,940000,,29326.550207823497,29326.550207823497,,7.3641315,-6.1849875,
,50232.758587134806,100,0.11,,22523.214558249572,5.2461805,,,,100,124799.45061687041,,0.0,8359.895316936414,47,0.0,,0.11,47,0.0,,,,,50232.758587134806,0.006370973,8359.895316936414,,,,,124799.45061687041,19.534456,0.4562015880100099,22523.214558249572,960000,,29124.413588604544,29124.413588604544,,-3.9565375,-23.490993,
,66829.68428803874,100,0.14,,29840.81382003089,5.2440214,,,,100,190479.33493564377,,0.0,24270.06815882809,48,0.0,,0.14,48,0.0,,,,,66829.68428803874,0.0054664747,24270.06815882809,,,,,190479.33493564377,12.077212,0.5086304180252101,29840.81382003089,980000,,32565.005185182,32565.005185182,,11.986262,-0.09095,
,66883.14506948402,100,0.24,,29230.301703044195,5.223111,,,,100,190097.1622438341,,0.0,7276.03341470202,49,0.0,,0.24,49,0.0,,,,,66883.14506948402,0.008328008,7276.03341470202,,,,,190097.1622438341,18.01675,0.5069177555715252,29230.301703044195,1000000,,45377.55958685537,45377.55958685537,,6.901125,-11.115625,
82391.28841863494,88055.23500704368,100,0.18,0.0,36708.19716172829,5.1764827,134848.31408870927,21241.125415188915,38815.91243322679,100,239663.83335075984,10,0.0,9421.703057849167,50,0.0,0.1,0.18,50,0.0,38815.91243322679,5,82391.28841863495,82391.28841863494,88055.23500704368,0.004012816,9421.703057849167,5,134848.31408870927,82391.28841863495,0.0,239663.83335075984,39.350437,0.4025101193189009,36708.19716172829,1020000,21241.125415188915,54610.79459297896,54610.79459297896,10,23.446962,-15.903475,0.1
,59808.95434129077,100,0.05,,25515.56448830541,5.140279,,,,100,147361.6780457371,,0.0,4412.978911464501,51,0.0,,0.05,51,0.0,,,,,59808.95434129077,0.0034983659,4412.978911464501,,,,,147361.6780457371,11.245951,0.26334662135589193,25515.56448830541,1040000,,34192.50177266477,34192.50177266477,,17.44145,6.1955,
,52652.407464453885,100,0.05,,23113.33257105884,5.1290355,,,,100,126534.56707456717,,0.0,7897.354559844154,52,0.0,,0.05,52,0.0,,,,,52652.407464453885,0.0026241485,7897.354559844154,,,,,126534.56707456717,9.801204,0.6250159100729319,23113.33257105884,1060000,,34507.01120785381,34507.01120785381,,24.88966,15.088456,
,56412.379251813414,100,0.12,,23368.929614238325,5.1178308,,,,100,186459.55950090918,,0.0,9673.499659658524,53,0.0,,0.12,53,0.0,,,,,56412.379251813414,0.007104011,9673.499659658524,,,,,186459.55950090918,30.3849,0.3087057714244834,23368.929614238325,1080000,,47125.79769196066,47125.79769196066,,29.195475,-1.189425,
,61412.4664627141,100,0.13,,24907.959892889572,5.1279373,,,,100,219450.26219271333,,0.0,2813.3175877759886,54,0.0,,0.13,54,0.0,,,,,61412.4664627141,0.006103674,2813.3175877759886,,,,,219450.26219271333,23.404863,0.3989384942976122,24907.959892889572,1100000,,58490.23992761896,58490.23992761896,,12.501225,-10.903638,
,58519.591355435085,100,0.08,,25238.053458719827,5.1380258,,,,100,168809.20934846308,,0.0,19834.37540935498,55,0.0,,0.08,55,0.0,,,,,58519.591355435085,0.006473779,19834.37540935498,,,,,168809.20934846308,18.558638,0.4720997832363618,25238.053458719827,1120000,,39352.520064508215,39352.520064508215,,7.16545,-11.3931875,
,60065.77278750855,100,0.12,,25869.00094331537,5.1178045,,,,100,195696.84046693155,,0.0,11236.643359019816,56,0.0,,0.12,56,0.0,,,,,60065.77278750855,0.0038922844,11236.643359019816,,,,,195696.84046693155,18.88155,0.2321552753027294,25869.00094331537,1140000,,42651.737213375316,42651.737213375316,,5.648925,-13.232625,
,62138.17672947539,100,0.15,,28130.06825576598,5.105248,,,,100,232397.27249072585,,0.0,4629.050186343512,57,0.0,,0.15,57,0.0,,,,,62138.17672947539,0.0048297425,4629.050186343512,,,,,232397.27249072585,24.89835,0.35829383008689075,28130.06825576598,1160000,,49060.59411764011,49060.59411764011,,31.7066,6.80825,
,60142.13459361829,100,0.08,,25005.735147452833,5.109727,,,,100,234343.72176916752,,0.0,5925.2903930976145,58,0.0,,0.08,58,0.0,,,,,60142.13459361829,0.007264815,5925.2903930976145,,,,,234343.72176916752,25.4841,0.42449670568643016,25005.735147452833,1180000,,52159.64214395268,52159.64214395268,,42.88345,17.39935,
,65998.4393385818,100,0.04,,27087.06618994581,5.094508,,,,100,171641.97063443033,,0.0,2655.894958211779,59,0.0,,0.04,59,0.0,,,,,65998.4393385818,0.0037190246,2655.894958211779,,,,,171641.97063443033,19.23435,0.48347862336741076,27087.06618994581,1200000,,43161.15315033022,43161.15315033022,,25.64915,6.4148,
69653.20861438435,76822.07198515406,100,0.19,0.0,31979.425929841465,5.060628,140456.21936424906,27118.36689427802,38801.55461003257,100,264335.5001962114,10,0.0,18353.400207721326,60,0.0,0.1,0.19,60,0.0,38801.55461003257,6,69653.20861438438,69653.20861438435,76822.07198515406,0.006501744,18353.400207721326,6,140456.21936424906,69653.20861438438,0.0,264335.5001962114,29.059101,0.32453594605872105,31979.425929841465,1220000,27118.36689427802,62037.600350538574,62037.600350538574,10,17.983,-11.0761,0.1
,72390.40434380539,100,0.14,,30332.05030888074,5.0512924,,,,100,197087.88176200492,,0.0,6217.953138247464,61,0.0,,0.14,61,0.0,,,,,72390.40434380539,0.004454983,6217.953138247464,,,,,197087.88176200492,31.126652,0.4390711766979749,30332.05030888074,1240000,,51837.10829344923,51837.10829344923,,-3.0808,-34.20745,
,78512.34615252039,100,0.1,,32183.193387178027,5.045672,,,,100,252031.52283601108,,0.0,4838.300749751006,62,0.0,,0.1,62,0.0,,,,,78512.34615252039,0.0061857374,4838.300749751006,,,,,252031.52283601108,14.0812,0.3158091886072847,32183.193387178027,1260000,,56088.94731031303,56088.94731031303,,44.7982,30.717,
,37017.95693281499,100,0.01,,15765.631468579239,5.033515,,,,100,105820.21279915297,,0.0,8373.694089458315,63,0.0,,0.01,63,0.0,,,,,37017.95693281499,0.006316963,8373.694089458315,,,,,105820.21279915297,6.4617248,0.4332111772762669,15765.631468579239,1280000,,16202.28261739198,16202.28261739198,,13.655687,7.1939626,
,62039.4826065572,100,0.09,,26731.702088111295,5.0219984,,,,100,156230.1662031482,,0.0,9730.548924960869,64,0.0,,0.09,64,0.0,,,,,62039.4826065572,0.003488763,9730.548924960869,,,,,156230.1662031482,10.319626,0.5650658139187259,26731.702088111295,1300000,,39968.71282086936,39968.71282086936,,30.576876,20.25725,
,94808.41528219951,100,0.21,,39658.574543555806,5.0165563,,,,100,241122.53223830328,,0.0,12438.424267799759,65,0.0,,0.21,65,0.0,,,,,94808.41528219951,0.005728571,12438.424267799759,,,,,241122.53223830328,21.3634,0.4695044447992752,39658.574543555806,1320000,,58178.76844089707,58178.76844089707,,22.7686,1.4052,
,47297.419415285774,100,0.0,,19744.609755039004,5.0162497,,,,100,163825.62218010874,,0.0,9927.85855064954,66,0.0,,0.0,66,0.0,,,,,47297.419415285774,0.008896341,9927.85855064954,,,,,163825.62218010874,6.394762,0.6656875440342331,19744.609755039004,1340000,,26336.03429932049,26336.03429932049,,8.977162,2.5824,
,66884.66075989208,100,0.09,,27955.207331382288,5.0170317,,,,100,243518.50615141293,,0.0,8897.980704723064,67,0.0,,0.09,67,0.0,,,,,66884.66075989208,0.0078027053,8897.980704723064,,,,,243518.50615141293,28.9992,0.3805570856772539,27955.207331382288,1360000,,57389.94104312348,57389.94104312348,,27.0035,-1.9957,
,54472.20541412872,100,0.1,,22808.75423165679,5.012657,,,,100,213052.26774661406,,0.0,8460.796965372918,68,0.0,,0.1,68,0.0,,,,,54472.20541412872,0.0049603544,8460.796965372918,,,,,213052.26774661406,9.92445,0.3178647976899185,22808.75423165679,1380000,,44052.07579090281,44052.07579090281,,30.9273,21.00285,
,58258.879726727784,100,0.08,,24301.863561678547,5.0073786,,,,100,210754.2973997111,,0.0,3259.9249327181888,69,0.0,,0.08,69,0.0,,,,,58258.879726727784,0.0056824833,3259.9249327181888,,,,,210754.2973997111,23.512749,0.4154051712104284,24301.863561678547,1400000,,47911.13407966907,47911.13407966907,,12.76355,-10.7492,
59511.248288408424,62039.482389893776,100,0.05,0.0,26717.82749062079,4.989457,175710.21477719327,22623.093986398384,46510.36705373367,100,186451.18731032088,10,0.0,10798.750791780945,70,0.0,0.0,0.05,70,0.0,46510.36705373367,7,59511.24828840841,59511.248288408424,62039.482389893776,0.004946161,10798.750791780945,7,175710.21477719327,59511.24828840841,0.0,186451.18731032088,26.894588,0.13979562868951412,26717.82749062079,1420000,22623.093986398384,42853.32453524715,42853.32453524715,10,15.4125,-11.482087,0.0
,74527.34491244183,100,0.12,,31223.89084255351,4.9757833,,,,100,249924.89040188075,,0.0,20501.83042009807,71,0.0,,0.12,71,0.0,,,,,74527.34491244183,0.004929789,20501.83042009807,,,,,249924.89040188075,22.825499,0.28705891209145173,31223.89084255351,1440000,,53498.2160700665,53498.2160700665,,1.552075,-21.273424,
