MetaTest/Average/AverageDiscountedReturn,reach-v1/AverageReturn,reach-v1/NumEpisodes,Average/SuccessRate,MetaTest/reach-v1/TerminationRate,reach-v1/AverageDiscountedReturn,policy/Entropy,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/reach-v1/StdReturn,Average/NumEpisodes,reach-v1/MaxReturn,MetaTest/reach-v1/NumEpisodes,Average/TerminationRate,Average/MinReturn,reach-v1/Iteration,reach-v1/TerminationRate,MetaTest/Average/SuccessRate,reach-v1/SuccessRate,Average/Iteration,policy/KLBefore,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/reach-v1/AverageDiscountedReturn,Average/AverageReturn,policy/KL,reach-v1/MinReturn,MetaTest/reach-v1/Iteration,MetaTest/reach-v1/MaxReturn,MetaTest/reach-v1/AverageReturn,MetaTest/Average/TerminationRate,Average/MaxReturn,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/reach-v1/MinReturn,reach-v1/StdReturn,Average/StdReturn,MetaTest/Average/NumEpisodes,policy/LossBefore,policy/LossAfter,MetaTest/reach-v1/SuccessRate
,62921.376024909616,100,0.2,,27332.730238426266,4.965912,,,,100,257712.64056360192,,0.0,5405.949943519836,72,0.0,,0.2,72,0.0,,,,,62921.376024909616,0.004679828,5405.949943519836,,,,,257712.64056360192,38.443108,0.17342993816364993,27332.730238426266,1460000,,58860.34566201923,58860.34566201923,,16.672844,-21.770266,
,68942.81244703021,100,0.04,,28412.818076728512,4.9559393,,,,100,162112.3175489997,,0.0,18584.29377986927,73,0.0,,0.04,73,0.0,,,,,68942.81244703021,0.0077181486,18584.29377986927,,,,,162112.3175489997,11.751087,0.40233880340166883,28412.818076728512,1480000,,38249.12351462896,38249.12351462896,,17.892124,6.1410375,
,84579.27308668946,100,0.17,,36482.3096597889,4.9566946,,,,100,260877.53691071106,,0.0,8792.569347862524,74,0.0,,0.17,74,0.0,,,,,84579.27308668946,0.0041107573,8792.569347862524,,,,,260877.53691071106,24.22805,0.31132009940730176,36482.3096597889,1500000,,56754.07420726766,56754.07420726766,,21.8606,-2.36745,
,48389.95070650856,100,0.1,,21765.52875187393,4.9667635,,,,100,192850.4945175648,,0.0,4398.253131162017,75,0.0,,0.1,75,0.0,,,,,48389.95070650856,0.0057500764,4398.253131162017,,,,,192850.4945175648,11.98175,0.46618364139759705,21765.52875187393,1520000,,38624.681427133706,38624.681427133706,,13.452925,1.471175,
,57085.032191327664,100,0.06,,24544.601459066846,4.956092,,,,100,156714.34568587464,,0.0,8274.965533103752,76,0.0,,0.06,76,0.0,,,,,57085.032191327664,0.005356115,8274.965533103752,,,,,156714.34568587464,16.75255,0.19936959943247767,24544.601459066846,1540000,,30168.320902633357,30168.320902633357,,4.9463,-11.80625,
,72125.93400694442,100,0.05,,30296.109872918998,4.937127,,,,100,187123.52180916604,,0.0,4959.00811051799,77,0.0,,0.05,77,0.0,,,,,72125.93400694442,0.0060355673,4959.00811051799,,,,,187123.52180916604,18.488663,0.6226817476836017,30296.109872918998,1560000,,46963.34065536188,46963.34065536188,,2.2334375,-16.255224,
,65463.86960072411,100,0.14,,26592.756868880188,4.9015055,,,,100,210751.36249047224,,0.0,5200.551439132468,78,0.0,,0.14,78,0.0,,,,,65463.86960072411,0.007426396,5200.551439132468,,,,,210751.36249047224,47.85315,0.2830249082451419,26592.756868880188,1580000,,56931.901482568675,56931.901482568675,,55.06915,7.216,
,42703.62241684902,100,0.01,,18856.30542639666,4.8871546,,,,100,119403.84635500856,,0.0,20532.69069212465,79,0.0,,0.01,79,0.0,,,,,42703.62241684902,0.008443636,20532.69069212465,,,,,119403.84635500856,1.8744001,0.6566545519613787,18856.30542639666,1600000,,21084.115031161567,21084.115031161567,,12.095659,10.221259,
67802.14704091763,64990.487811508916,100,0.17,0.0,28623.80118592035,4.87091,232889.4000117669,5696.734734838715,69470.80275661674,100,190443.28184594586,10,0.0,4208.430100654968,80,0.0,0.2,0.17,80,0.0,69470.80275661674,8,67802.14704091763,67802.14704091763,64990.487811508916,0.0037740453,4208.430100654968,8,232889.4000117669,67802.14704091763,0.0,190443.28184594586,12.9522,0.4096700499979513,28623.80118592035,1620000,5696.734734838715,43442.64496582113,43442.64496582113,10,16.326113,3.3739126,0.2
,76343.03950850265,100,0.16,,31769.213001690572,4.846314,,,,100,261795.24184335678,,0.0,20449.494365122304,81,0.0,,0.16,81,0.0,,,,,76343.03950850265,0.0037842072,20449.494365122304,,,,,261795.24184335678,11.523649,0.6150025623782984,31769.213001690572,1640000,,58617.46729109048,58617.46729109048,,32.22535,20.7017,
,61341.463908770915,100,0.07,,25390.629556788477,4.833993,,,,100,219534.1875967293,,0.0,3573.1237644117277,82,0.0,,0.07,82,0.0,,,,,61341.463908770915,0.005101501,3573.1237644117277,,,,,219534.1875967293,27.43535,0.22518737824859192,25390.629556788477,1660000,,48310.3480569242,48310.3480569242,,8.344025,-19.091326,
,88625.01965298789,100,0.14,,36014.69940515813,4.8021555,,,,100,229968.1225937708,,0.0,5736.2797521238435,83,0.0,,0.14,83,0.0,,,,,88625.01965298789,0.004933403,5736.2797521238435,,,,,229968.1225937708,65.024025,0.3473186008347009,36014.69940515813,1680000,,62644.95442385033,62644.95442385033,,45.660824,-19.3632,
,66346.32751840979,100,0.07,,28455.50511002021,4.771914,,,,100,180330.41317545003,,0.0,4263.075326686451,84,0.0,,0.07,84,0.0,,,,,66346.32751840979,0.0074409205,4263.075326686451,,,,,180330.41317545003,8.436174,0.6892336878538967,28455.50511002021,1700000,,40916.17625604771,40916.17625604771,,15.287447,6.851272,
,62067.353968986165,100,0.03,,25903.945862088818,4.74585,,,,100,186037.93996628665,,0.0,17356.151038991586,85,0.0,,0.03,85,0.0,,,,,62067.353968986165,0.0034995792,17356.151038991586,,,,,186037.93996628665,7.943981,0.7218554835809323,25903.945862088818,1720000,,48655.29599154491,48655.29599154491,,28.029156,20.085175,
,84644.15272581777,100,0.19,,34829.852907983965,4.7247133,,,,100,253703.3819033045,,0.0,4169.525965618039,86,0.0,,0.19,86,0.0,,,,,84644.15272581777,0.0054486673,4169.525965618039,,,,,253703.3819033045,58.83885,0.23326648788575977,34829.852907983965,1740000,,70164.44672699393,70164.44672699393,,6.1446,-52.69425,
,51726.563664780886,100,0.05,,21748.91639717264,4.7077327,,,,100,193417.55047540963,,0.0,6896.000773594282,87,0.0,,0.05,87,0.0,,,,,51726.563664780886,0.0069607683,6896.000773594282,,,,,193417.55047540963,15.009201,0.1900319768960862,21748.91639717264,1760000,,46986.52085521228,46986.52085521228,,10.474763,-4.5344377,
,66478.28512398248,100,0.08,,28192.852260500887,4.696274,,,,100,179150.7931331325,,0.0,26083.593313055808,88,0.0,,0.08,88,0.0,,,,,66478.28512398248,0.002640235,26083.593313055808,,,,,179150.7931331325,12.5774,0.147136024846645,28192.852260500887,1780000,,36024.58925580597,36024.58925580597,,7.0659,-5.5115,
,68231.95943770657,100,0.09,,28001.919060715038,4.687935,,,,100,252398.21872373798,,0.0,3980.0180690560446,89,0.0,,0.09,89,0.0,,,,,68231.95943770657,0.002820371,3980.0180690560446,,,,,252398.21872373798,4.886488,0.7691181528764581,28001.919060715038,1800000,,64740.87165146436,64740.87165146436,,6.239425,1.3529375,
51328.757233174925,67505.73233158681,100,0.12,0.0,29842.292073255576,4.683881,152695.57173465996,6010.078824968835,41869.41830986854,100,154915.0755788473,10,0.0,21475.974712068095,90,0.0,0.0,0.12,90,0.0,41869.41830986854,9,51328.75723317495,51328.757233174925,67505.73233158681,0.004087572,21475.974712068095,9,152695.57173465996,51328.75723317495,0.0,154915.0755788473,10.724469,0.6718101967096477,29842.292073255576,1820000,6010.078824968835,35098.828111044895,35098.828111044895,10,9.997682,-0.7267875,0.0
,47627.87983098174,100,0.04,,20657.99251499813,4.6718254,,,,100,121386.37430017498,,0.0,3314.6363591594313,91,0.0,,0.04,91,0.0,,,,,47627.87983098174,0.004173416,3314.6363591594313,,,,,121386.37430017498,12.194712,0.5814104947822463,20657.99251499813,1840000,,30393.244505633866,30393.244505633866,,20.0308,7.8360877,
,68643.1229226874,100,0.02,,27965.389085243824,4.6576395,,,,100,183801.491351054,,0.0,16113.759519528823,92,0.0,,0.02,92,0.0,,,,,68643.1229226874,0.0032460599,16113.759519528823,,,,,183801.491351054,14.284062,0.6064327628283723,27965.389085243824,1860000,,43369.972768261905,43369.972768261905,,7.9601874,-6.323875,
,70921.33583392165,100,0.16,,30200.397437169562,4.6411285,,,,100,227558.53269910318,,0.0,13090.045270994762,93,0.0,,0.16,93,0.0,,,,,70921.33583392165,0.007032898,13090.045270994762,,,,,227558.53269910318,21.84305,0.26366932249317365,30200.397437169562,1880000,,57487.18548669701,57487.18548669701,,41.21885,19.3758,
,58824.239841663504,100,0.02,,24907.906508212047,4.6235094,,,,100,124714.18348102234,,0.0,3981.2094473556313,94,0.0,,0.02,94,0.0,,,,,58824.239841663504,0.0041818777,3981.2094473556313,,,,,124714.18348102234,28.800545,0.4565911834035443,24907.906508212047,1900000,,34730.51566933612,34730.51566933612,,13.4973,-15.303244,
,74613.13542697587,100,0.14,,30889.042863263563,4.6011724,,,,100,210990.86576184022,,0.0,19690.89137204448,95,0.0,,0.14,95,0.0,,,,,74613.13542697587,0.0072343973,19690.89137204448,,,,,210990.86576184022,28.94405,0.25739326315227296,30889.042863263563,1920000,,51357.394272328405,51357.394272328405,,19.5433,-9.40075,
,65234.588557721574,100,0.1,,26401.88855883005,4.575421,,,,100,234325.65374082656,,0.0,5878.570588970308,96,0.0,,0.1,96,0.0,,,,,65234.588557721574,0.005140202,5878.570588970308,,,,,234325.65374082656,11.842613,0.6716105478434189,26401.88855883005,1940000,,58322.17829979616,58322.17829979616,,17.487375,5.6447625,
,56494.48740450511,100,0.14,,24299.24054563785,4.5515943,,,,100,195222.91660403664,,0.0,5490.6006939546805,97,0.0,,0.14,97,0.0,,,,,56494.48740450511,0.007350007,5490.6006939546805,,,,,195222.91660403664,24.130901,0.21911693381281738,24299.24054563785,1960000,,43217.43185926377,43217.43185926377,,12.01505,-12.11585,
,79171.73448157795,100,0.14,,33084.89303235819,4.499709,,,,100,243753.61787206618,,0.0,17224.97688364157,98,0.0,,0.14,98,0.0,,,,,79171.73448157795,0.010220781,17224.97688364157,,,,,243753.61787206618,54.686348,0.14004869384659246,33084.89303235819,1980000,,59396.22814344354,59396.22814344354,,28.48755,-26.1988,
,45113.84678534734,100,0.0,,19479.567108112067,4.4733586,,,,100,114416.93814211308,,0.0,5226.080504300615,99,0.0,,0.0,99,0.0,,,,,45113.84678534734,0.00667009,5226.080504300615,,,,,114416.93814211308,2.8480768,0.6566613294897226,19479.567108112067,2000000,,24227.25225195987,24227.25225195987,,9.815975,6.9678984,
