policy/LossBefore,MetaTest/drawer-close-v1/NumEpisodes,drawer-close-v1/MaxReturn,drawer-close-v1/AverageReturn,MetaTest/Average/StdReturn,Average/SuccessRate,drawer-close-v1/Iteration,Average/Iteration,MetaTest/Average/Iteration,drawer-close-v1/TerminationRate,MetaTest/drawer-close-v1/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/drawer-close-v1/MinReturn,Average/StdReturn,policy/dLoss,MetaTest/Average/TerminationRate,Average/NumEpisodes,MetaTest/drawer-close-v1/AverageReturn,Average/AverageReturn,MetaTest/drawer-close-v1/Iteration,Average/MaxReturn,policy/KL,MetaTest/Average/SuccessRate,MetaTest/drawer-close-v1/MaxReturn,TotalEnvSteps,policy/KLBefore,MetaTest/drawer-close-v1/AverageDiscountedReturn,MetaTest/drawer-close-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,Average/TerminationRate,drawer-close-v1/MinReturn,drawer-close-v1/NumEpisodes,drawer-close-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/drawer-close-v1/TerminationRate,policy/LossAfter,policy/Entropy,Average/MinReturn,drawer-close-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,drawer-close-v1/StdReturn,MetaTest/Average/MaxReturn,Average/AverageDiscountedReturn
0.0011297363,10,63.56844543085575,-44.31280483651903,9.53362778242958,0.0,0,0,0,0.0,9.53362778242958,10,-60.19044573252383,18.144780156265867,0.03950296,0.0,100,-47.4937685069058,-44.31280483651903,0,63.56844543085575,0.013456062,0.0,-32.98160843700836,20000,0.0,-47.49376850690581,0.0,0.31645990544952673,0.0,-77.38816512141875,100,0.0,-47.4937685069058,-60.19044573252383,0.0,-0.038373224,5.6832514,-77.38816512141875,-16.176964856711262,-47.49376850690581,18.144780156265867,-32.98160843700836,-16.176964856711262
0.011999951,,116.74280211384936,-25.14657006940823,,0.01,1,1,,0.0,,,,25.979632738567098,0.031532057,,100,,-25.14657006940823,,116.74280211384936,0.0182426,,,40000,0.0,,,0.08715758922977646,0.0,-61.98315887728743,100,0.01,,,,-0.019532105,5.65521,-61.98315887728743,-9.121155510764565,,25.979632738567098,,-9.121155510764565
0.0123791015,,220.08020823924508,-3.9977944097210623,,0.0,2,2,,0.0,,,,48.42530566245562,0.03401226,,100,,-3.9977944097210623,,220.08020823924508,0.008000205,,,60000,0.0,,,0.22446176516651128,0.0,-46.77819706202387,100,0.0,,,,-0.021633161,5.621508,-46.77819706202387,0.5944689877561153,,48.42530566245562,,0.5944689877561153
-1.7253188,,135795.6316480105,1341.1962304587366,,0.01,3,3,,0.0,,,,13513.199398973104,16.141825,,100,,1341.1962304587366,,135795.6316480105,0.006631102,,,80000,0.0,,,0.6428219031985196,0.0,-38.93547046681924,100,0.01,,,,-17.867144,5.6594367,-38.93547046681924,262.6569200822356,,13513.199398973104,,262.6569200822356
0.3074461,,7619.2995369497285,84.29197462369223,,0.02,4,4,,0.0,,,,762.808864390147,-0.02297929,,100,,84.29197462369223,,7619.2995369497285,0.008672019,,,100000,0.0,,,0.1642483842297161,0.0,-46.291902028951455,100,0.02,,,,0.33042538,5.684479,-46.291902028951455,49.455350919361656,,762.808864390147,,49.455350919361656
0.009892968,,193.81245119311978,-12.018148351334197,,0.03,5,5,,0.0,,,,33.926764932691974,0.0051696775,,100,,-12.018148351334197,,193.81245119311978,0.00073722977,,,120000,0.0,,,0.16198220757712334,0.0,-51.832105380619545,100,0.03,,,,0.004723291,5.6928473,-51.832105380619545,-4.206882280493178,,33.926764932691974,,-4.206882280493178
-0.4120129,,15092.540552244933,149.63634597279196,,0.02,6,6,,0.0,,,,1506.4201895691876,1.1046418,,100,,149.63634597279196,,15092.540552244933,0.0033585757,,,140000,0.0,,,0.2769438022585047,0.0,-50.585558273219306,100,0.02,,,,-1.5166547,5.6986747,-50.585558273219306,71.80581307734629,,1506.4201895691876,,71.80581307734629
19.602413,,188993.39262593733,2768.059059807499,,0.06,7,7,,0.0,,,,20140.03185427946,17.712688,,100,,2768.059059807499,,188993.39262593733,0.00609221,,,160000,0.0,,,0.4372877047869934,0.0,-57.526002578959755,100,0.06,,,,1.889725,5.7022805,-57.526002578959755,659.3537329943496,,20140.03185427946,,659.3537329943496
-0.04146642,,706.1363573011093,-4.551353681417552,,0.02,8,8,,0.0,,,,81.98821132249249,-0.03304442,,100,,-4.551353681417552,,706.1363573011093,0.009178033,,,180000,0.0,,,0.12040436998244708,0.0,-42.802888517433324,100,0.02,,,,-0.008421997,5.702502,-42.802888517433324,0.22622693588400966,,81.98821132249249,,0.22622693588400966
0.08737188,,37768.368112014396,424.3554384216696,,0.03,9,9,,0.0,,,,3794.7824778412228,3.6641016,,100,,424.3554384216696,,37768.368112014396,0.006916712,,,200000,0.0,,,0.47021181853141447,0.0,-39.77853210146768,100,0.03,,,,-3.5767298,5.7039104,-39.77853210146768,85.2759985100405,,3794.7824778412228,,85.2759985100405
