MetaTest/Average/MinReturn,MetaTest/push-wall-v1/MinReturn,MetaTest/push-wall-v1/NumTrajs,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/push-wall-v1/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/push-wall-v1/SuccessRate,MetaTest/push-wall-v1/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/Alpha,MetaTest/Average/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/Average/MaxReturn,MetaTest/push-wall-v1/AverageReturn,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTest/push-wall-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/push-wall-v1/Iteration
-89.67394406936968,-89.67394406936968,10,0.1,190.3354,932.9991984318937,453.309059718501,0.0,932.9991984318937,-10.611565,0.1,2806.6151236347278,-19936.195,nan,10,1389801.8,2806.6151236347278,453.30905971850086,17,632000,453.309059718501,0.0,453.30905971850086,17
-101.13181446697982,-101.13181446697982,10,0.0,281.0134,9499.178956097125,3984.544412501006,0.0,9499.178956097125,-9.955711,0.0,31777.186328951753,-21451.969,nan,10,1875947.9,31777.186328951753,3984.544412501008,18,656000,3984.544412501006,0.0,3984.544412501008,18
-91.97985067867039,-91.97985067867039,10,0.0,687.47815,117.61632388931345,15.964615456221708,0.0,117.61632388931345,-9.256355,0.0,357.06191679449165,-19489.283,nan,10,1997584.1,357.06191679449165,15.964615456221683,19,680000,15.964615456221708,0.0,15.964615456221683,19
-47.772764728647715,-47.772764728647715,10,0.0,350.36856,449.3642283802751,145.47368269793463,0.0,449.3642283802751,-10.814659,0.0,1486.3720226837115,-30675.764,nan,10,3125171.2,1486.3720226837115,145.4736826979347,20,704000,145.47368269793463,0.0,145.4736826979347,20
-88.76190751529707,-88.76190751529707,10,0.0,157.91548,5654.089099966336,2982.022561554429,0.0,5654.089099966336,-12.508236,0.0,18409.544464055267,-39749.29,nan,10,4353906.5,18409.544464055267,2982.02256155443,21,728000,2982.022561554429,0.0,2982.02256155443,21
-87.4107663021387,-87.4107663021387,10,0.3,26.161036,7771.770640463322,3601.103169309491,0.0,7771.770640463322,-13.500036,0.3,26130.63855457581,-48747.273,nan,10,5711002.0,26130.63855457581,3601.1031693094883,22,752000,3601.103169309491,0.0,3601.1031693094883,22
-48.336776582469064,-48.336776582469064,10,0.2,127.75542,83899.77525609337,42147.926994718626,0.0,83899.77525609337,-13.276261,0.2,243560.65817438764,-51444.023,nan,10,6390531.0,243560.65817438764,42147.92699471862,23,776000,42147.926994718626,0.0,42147.92699471862,23
-62.50423574338383,-62.50423574338383,10,0.0,56.728947,15793.101845698355,7060.820392253186,0.0,15793.101845698355,-12.448155,0.0,53886.66131595364,-55127.895,nan,10,7389274.0,53886.66131595364,7060.82039225318,24,800000,7060.820392253186,0.0,7060.82039225318,24
-29.781054141999693,-29.781054141999693,10,0.3,31.009043,42755.74003190118,23952.117151257247,0.0,42755.74003190118,-12.503046,0.3,123086.36793262855,-58249.18,nan,10,8111894.5,123086.36793262855,23952.11715125726,25,824000,23952.117151257247,0.0,23952.11715125726,25
-95.38963538894126,-95.38963538894126,10,0.1,25.67908,7005.183958767814,4678.218300186434,0.0,7005.183958767814,-12.756023,0.1,20797.22306903472,-63660.92,nan,10,10156151.0,20797.22306903472,4678.218300186434,26,848000,4678.218300186434,0.0,4678.218300186434,26
-13.106969064857715,-13.106969064857715,10,0.3,25.07596,15138.422233055415,9874.539512056223,0.0,15138.422233055415,-13.020117,0.3,52018.49998887965,-67647.02,nan,10,11835238.0,52018.49998887965,9874.53951205622,27,872000,9874.539512056223,0.0,9874.53951205622,27
-112.28282099259646,-112.28282099259646,10,0.2,26.504543,43721.09285842214,28918.02945255388,0.0,43721.09285842214,-13.044103,0.2,123890.25091703674,-71333.375,nan,10,13135337.0,123890.25091703674,28918.029452553885,28,896000,28918.02945255388,0.0,28918.029452553885,28
-104.69012075482797,-104.69012075482797,10,0.3,35.161232,33626.39932802539,11647.902696031715,0.0,33626.39932802539,-12.967029,0.3,112509.89513205561,-71564.49,nan,10,14261989.0,112509.89513205561,11647.902696031713,29,920000,11647.902696031715,0.0,11647.902696031713,29
-98.75944091180875,-98.75944091180875,10,0.4,129.6172,8011.3006716792515,5052.854636541374,0.0,8011.3006716792515,-12.344368,0.4,25617.249442071763,-69830.99,nan,10,14214302.0,25617.249442071763,5052.854636541376,30,944000,5052.854636541374,0.0,5052.854636541376,30
2251.4442869087297,2251.4442869087297,10,0.3,23.683653,51710.758929284355,50271.88988807758,0.0,51710.758929284355,-12.123798,0.3,138902.57076055426,-73438.9,nan,10,15364289.0,138902.57076055426,50271.889888077596,31,968000,50271.88988807758,0.0,50271.889888077596,31
89.65684755988988,89.65684755988988,10,0.4,71.315125,66571.50432119389,35732.635817525224,0.0,66571.50432119389,-11.965425,0.4,231277.5697917085,-71611.96,nan,10,16576750.0,231277.5697917085,35732.63581752522,32,992000,35732.635817525224,0.0,35732.63581752522,32
131.2498265277651,131.2498265277651,10,0.4,183.83502,45485.044642955145,26819.96531367339,0.0,45485.044642955145,-11.853209,0.4,135306.76459753263,-69003.84,nan,10,17799376.0,135306.76459753263,26819.96531367337,33,1016000,26819.96531367339,0.0,26819.96531367337,33
-24.354726619787307,-24.354726619787307,10,0.5,173.7008,20831.913284980772,17429.32714598728,0.0,20831.913284980772,-12.961753,0.5,58025.21667967267,-71447.805,nan,10,20123676.0,58025.21667967267,17429.32714598727,34,1040000,17429.32714598728,0.0,17429.32714598727,34
-38.41300376888267,-38.41300376888267,10,0.5,606.385,23833.63094178089,10241.148444361175,0.0,23833.63094178089,-13.593459,0.5,80658.42923004279,-75950.23,nan,10,23339520.0,80658.42923004279,10241.148444361172,35,1064000,10241.148444361175,0.0,10241.148444361172,35
-52.122924952958485,-52.122924952958485,10,0.5,434.684,46209.79613902713,29095.712723584344,0.0,46209.79613902713,-13.271459,0.5,158222.8435801595,-77722.27,nan,10,25083574.0,158222.8435801595,29095.71272358435,36,1088000,29095.712723584344,0.0,29095.71272358435,36
45.555548319017845,45.555548319017845,10,0.4,110.85798,23857.64107091969,15303.469380242477,0.0,23857.64107091969,-13.214856,0.4,82651.0500636221,-80748.586,nan,10,27853950.0,82651.0500636221,15303.469380242492,37,1112000,15303.469380242477,0.0,15303.469380242492,37
-50.353780487555824,-50.353780487555824,10,0.6,106.83733,24877.141357860986,24272.924767774075,0.0,24877.141357860986,-12.775186,0.6,65931.2042705525,-76446.02,nan,10,28373618.0,65931.2042705525,24272.924767774075,38,1136000,24272.924767774075,0.0,24272.924767774075,38
-74.37144165454501,-74.37144165454501,10,0.1,71.2188,59293.13244370749,35285.15447178164,0.0,59293.13244370749,-12.983932,0.1,201641.16737212596,-71339.46,nan,10,29270900.0,201641.16737212596,35285.15447178166,39,1160000,35285.15447178164,0.0,35285.15447178166,39
-83.9902056097305,-83.9902056097305,10,0.4,52.627396,55517.051709526866,26045.205545417488,0.0,55517.051709526866,-13.571217,0.4,187726.04080978577,-70055.33,nan,10,31402172.0,187726.04080978577,26045.205545417488,40,1184000,26045.205545417488,0.0,26045.205545417488,40
217.8210384835983,217.8210384835983,10,0.5,246.04037,46419.37122867316,34912.68251414051,0.0,46419.37122867316,-13.294903,0.5,146904.21764718424,-70800.414,nan,10,33951500.0,146904.21764718424,34912.68251414051,41,1208000,34912.68251414051,0.0,34912.68251414051,41
-70.40075968400986,-70.40075968400986,10,0.2,369.1093,7743.468548907027,6390.908727486388,0.0,7743.468548907027,-13.763139,0.2,25618.131767659514,-74848.66,nan,10,38490332.0,25618.131767659514,6390.908727486385,42,1232000,6390.908727486388,0.0,6390.908727486385,42
-61.714201172129606,-61.714201172129606,10,0.5,519.85297,61502.92639923136,27728.986994349125,0.0,61502.92639923136,-13.650408,0.5,209822.103049906,-76162.31,nan,10,42840740.0,209822.103049906,27728.986994349114,43,1256000,27728.986994349125,0.0,27728.986994349114,43
2618.7909181490418,2618.7909181490418,10,0.2,431.01068,57149.9967351843,34255.985523334224,0.0,57149.9967351843,-13.716646,0.2,198659.5631864568,-78164.945,nan,10,48181090.0,198659.5631864568,34255.985523334195,44,1280000,34255.985523334224,0.0,34255.985523334195,44
-90.26312327781326,-90.26312327781326,10,0.3,87.89945,34159.26433722842,26995.407772495855,0.0,34159.26433722842,-14.012811,0.3,93376.95258534153,-77864.414,nan,10,52062708.0,93376.95258534153,26995.407772495848,45,1304000,26995.407772495855,0.0,26995.407772495848,45
229.4102001885211,229.4102001885211,10,0.1,206.09738,15696.868716980905,15973.702750718217,0.0,15696.868716980905,-14.415289,0.1,54658.84545625355,-79474.87,nan,10,56797732.0,54658.84545625355,15973.702750718216,46,1328000,15973.702750718217,0.0,15973.702750718216,46
-52.97658898537392,-52.97658898537392,10,0.3,278.12903,77941.14922660276,64061.72354691295,0.0,77941.14922660276,-14.765072,0.3,212192.10515580192,-82492.73,nan,10,60315196.0,212192.10515580192,64061.72354691299,47,1352000,64061.72354691295,0.0,64061.72354691299,47
-124.96262754988832,-124.96262754988832,10,0.3,127.53656,28389.245461035378,13939.097188091531,0.0,28389.245461035378,-14.843825,0.3,96960.71586759883,-86813.984,nan,10,64641776.0,96960.71586759883,13939.097188091526,48,1376000,13939.097188091531,0.0,13939.097188091526,48
1353.8148414643151,1353.8148414643151,10,0.2,260.0835,18280.431083444662,23740.45198711383,0.0,18280.431083444662,-14.878349,0.2,54197.65004658946,-87341.12,nan,10,65158804.0,54197.65004658946,23740.45198711383,49,1400000,23740.45198711383,0.0,23740.45198711383,49
595.1463837611303,595.1463837611303,10,0.1,167.12245,7360.054244720769,4830.695510561834,0.0,7360.054244720769,-15.510401,0.1,26230.368500357694,-96237.36,nan,10,73217560.0,26230.368500357694,4830.6955105618335,50,1424000,4830.695510561834,0.0,4830.6955105618335,50
234.1290645593837,234.1290645593837,10,0.6,75.88717,55414.54221757286,41002.34389486849,0.0,55414.54221757286,-15.6107,0.6,146010.2744120302,-100258.125,nan,10,80681650.0,146010.2744120302,41002.34389486849,51,1448000,41002.34389486849,0.0,41002.34389486849,51
5571.705242545506,5571.705242545506,10,0.6,38.312008,61498.7437873774,55449.01351638357,0.0,61498.7437873774,-16.332806,0.6,185907.36708993663,-105452.41,nan,10,87034140.0,185907.36708993663,55449.01351638357,52,1472000,55449.01351638357,0.0,55449.01351638357,52
4241.646442764955,4241.646442764955,10,0.3,92.863556,37108.908762860825,47597.05617512008,0.0,37108.908762860825,-16.674114,0.3,120411.2571048005,-111395.62,nan,10,95777544.0,120411.2571048005,47597.05617512008,53,1496000,47597.05617512008,0.0,47597.05617512008,53
-22.295670697354414,-22.295670697354414,10,0.5,183.31209,42420.599657722334,35289.051877237995,0.0,42420.599657722334,-16.757591,0.5,125690.5503241992,-115209.805,nan,10,102906100.0,125690.5503241992,35289.05187723799,54,1520000,35289.051877237995,0.0,35289.05187723799,54
-94.89418876600882,-94.89418876600882,10,0.3,211.5029,36088.71279708895,20818.855742537588,0.0,36088.71279708895,-17.199121,0.3,105753.89126255873,-120462.43,nan,10,111727576.0,105753.89126255873,20818.855742537584,55,1544000,20818.855742537588,0.0,20818.855742537584,55
379.0092899400583,379.0092899400583,10,0.1,353.56375,42565.62149594506,24997.91304730479,0.0,42565.62149594506,-17.947351,0.1,121734.62570016783,-120465.71,nan,10,112612670.0,121734.62570016783,24997.913047304777,56,1568000,24997.91304730479,0.0,24997.913047304777,56
-89.90734017598483,-89.90734017598483,10,0.3,591.0352,46673.303255100385,33063.339205645665,0.0,46673.303255100385,-18.280811,0.3,153234.1266386117,-125119.12,nan,10,117723550.0,153234.1266386117,33063.33920564566,57,1592000,33063.339205645665,0.0,33063.33920564566,57
-58.409014585439984,-58.409014585439984,10,0.6,291.316,53752.94476213175,41128.01721460691,0.0,53752.94476213175,-18.54574,0.6,168734.4199923195,-131567.69,nan,10,125723530.0,168734.4199923195,41128.01721460688,58,1616000,41128.01721460691,0.0,41128.01721460688,58
-72.89918991581266,-72.89918991581266,10,0.3,116.38231,55837.10095347491,33643.73221811936,0.0,55837.10095347491,-19.214104,0.3,194384.50667053345,-137052.2,nan,10,133847170.0,194384.50667053345,33643.732218119374,59,1640000,33643.73221811936,0.0,33643.732218119374,59
-122.85709728919018,-122.85709728919018,10,0.1,198.83788,22347.512118628383,15788.438372525012,0.0,22347.512118628383,-19.384373,0.1,65686.23952544674,-142055.4,nan,10,136680580.0,65686.23952544674,15788.438372525019,60,1664000,15788.438372525012,0.0,15788.438372525019,60
-18.629098071692265,-18.629098071692265,10,0.3,235.84879,37651.692110885844,32393.93193921155,0.0,37651.692110885844,-19.600473,0.3,121409.10068372445,-144170.2,nan,10,139266850.0,121409.10068372445,32393.931939211558,61,1688000,32393.93193921155,0.0,32393.931939211558,61
19.409561891335002,19.409561891335002,10,0.7,391.55386,54209.58789012827,49061.00785452251,0.0,54209.58789012827,-19.363218,0.7,187493.62968094117,-149375.11,nan,10,143373680.0,187493.62968094117,49061.00785452254,62,1712000,49061.00785452251,0.0,49061.00785452254,62
0.630374440165281,0.630374440165281,10,0.4,2059.381,54112.46155606609,38037.76744213143,0.0,54112.46155606609,-19.409945,0.4,179778.54346638682,-146108.05,nan,10,143263570.0,179778.54346638682,38037.767442131415,63,1736000,38037.76744213143,0.0,38037.767442131415,63
-21.470218545443252,-21.470218545443252,10,0.3,2324.0247,92474.95595055334,62361.64374821885,0.0,92474.95595055334,-19.455782,0.3,260683.04422426768,-146507.27,nan,10,145301660.0,260683.04422426768,62361.64374821885,64,1760000,62361.64374821885,0.0,62361.64374821885,64
64.34326949483217,64.34326949483217,10,0.5,1148.1969,52586.53558414233,53592.32843046037,0.0,52586.53558414233,-18.947989,0.5,150891.33974563642,-140667.44,nan,10,140675100.0,150891.33974563642,53592.32843046038,65,1784000,53592.32843046037,0.0,53592.32843046038,65
-10.927210745176717,-10.927210745176717,10,0.4,191.90514,52832.17188217279,49113.88329249849,0.0,52832.17188217279,-18.65956,0.4,171231.52068501685,-140243.61,nan,10,142382030.0,171231.52068501685,49113.88329249849,66,1808000,49113.88329249849,0.0,49113.88329249849,66
-45.397048183573524,-45.397048183573524,10,0.3,156.4532,48568.193027448615,63100.22139714782,0.0,48568.193027448615,-18.932394,0.3,144560.91264430046,-143383.84,nan,10,150017340.0,144560.91264430046,63100.22139714782,67,1832000,63100.22139714782,0.0,63100.22139714782,67
-24.568730633858014,-24.568730633858014,10,0.7,281.19037,81404.38279492615,95728.12024259134,0.0,81404.38279492615,-18.62238,0.7,239079.6899034962,-148597.42,nan,10,153479800.0,239079.6899034962,95728.12024259137,68,1856000,95728.12024259134,0.0,95728.12024259137,68
-23.36975484950364,-23.36975484950364,10,0.2,160.45032,36411.82241468291,23202.500492400628,0.0,36411.82241468291,-17.865227,0.2,112626.61975684647,-156495.2,nan,10,162748160.0,112626.61975684647,23202.500492400613,69,1880000,23202.500492400628,0.0,23202.500492400613,69
41.311035617331044,41.311035617331044,10,0.1,151.35684,59312.037787914924,37663.734156512364,0.0,59312.037787914924,-17.545588,0.1,207340.17818184188,-159967.47,nan,10,174152320.0,207340.17818184188,37663.73415651238,70,1904000,37663.734156512364,0.0,37663.73415651238,70
-31.059393780527746,-31.059393780527746,10,0.5,175.19415,90692.00725574112,53881.211134708,0.0,90692.00725574112,-17.603409,0.5,301517.3113498023,-160083.64,nan,10,177079970.0,301517.3113498023,53881.21113470798,71,1928000,53881.211134708,0.0,53881.21113470798,71
-42.22980423591546,-42.22980423591546,10,0.3,2038.1725,24598.437847540525,21721.888220201432,0.0,24598.437847540525,-17.518906,0.3,68086.36166528249,-155919.16,nan,10,179427460.0,68086.36166528249,21721.888220201436,72,1952000,21721.888220201432,0.0,21721.888220201436,72
-46.149038323218925,-46.149038323218925,10,0.2,2393.6724,28587.595616751474,16106.279393305735,0.0,28587.595616751474,-17.349169,0.2,89117.46609152791,-139587.55,nan,10,165715250.0,89117.46609152791,16106.27939330574,73,1976000,16106.279393305735,0.0,16106.27939330574,73
-48.32194316899089,-48.32194316899089,10,0.0,2181.0425,19122.185626331986,8892.66776693413,0.0,19122.185626331986,-15.589391,0.0,64824.3125779421,-103069.07,nan,10,131948230.0,64824.3125779421,8892.66776693412,74,2000000,8892.66776693413,0.0,8892.66776693412,74
-42.57539904513398,-42.57539904513398,10,0.2,508.61505,51393.05267125665,38011.03842240344,0.0,51393.05267125665,-16.82791,0.2,127717.08817761832,-130328.35,nan,10,155643220.0,127717.08817761832,38011.03842240344,75,2024000,38011.03842240344,0.0,38011.03842240344,75
-26.97798510906108,-26.97798510906108,10,0.3,274.24643,80179.98689687715,55918.9768577961,0.0,80179.98689687715,-17.787117,0.3,253540.8308532883,-154615.45,nan,10,179728450.0,253540.8308532883,55918.97685779609,76,2048000,55918.9768577961,0.0,55918.97685779609,76
-39.432090415352015,-39.432090415352015,10,0.3,630.94244,59985.30838816801,59881.28253693935,0.0,59985.30838816801,-17.963398,0.3,151529.54175745213,-155844.77,nan,10,185543060.0,151529.54175745213,59881.282536939354,77,2072000,59881.28253693935,0.0,59881.282536939354,77
-75.87242321364101,-75.87242321364101,10,0.1,573.6644,42421.829129892154,20919.153538352763,0.0,42421.829129892154,-18.42348,0.1,140282.23348505265,-162932.4,nan,10,191596270.0,140282.23348505265,20919.153538352773,78,2096000,20919.153538352763,0.0,20919.153538352773,78
-15.956746512213405,-15.956746512213405,10,0.4,377.66156,53186.149008202534,32027.488327338262,0.0,53186.149008202534,-18.742079,0.4,173705.58201751174,-169114.14,nan,10,200772060.0,173705.58201751174,32027.488327338237,79,2120000,32027.488327338262,0.0,32027.488327338237,79
-20.533110755356752,-20.533110755356752,10,0.2,478.54745,56340.592854272734,29985.9961393194,0.0,56340.592854272734,-18.720861,0.2,184821.24937913398,-172103.11,nan,10,206218290.0,184821.24937913398,29985.99613931938,80,2144000,29985.9961393194,0.0,29985.99613931938,80
-30.505573030803077,-30.505573030803077,10,0.4,350.86368,56922.58353844985,76732.91612620026,0.0,56922.58353844985,-18.281034,0.4,177541.17009956698,-171860.55,nan,10,211428800.0,177541.17009956698,76732.91612620032,81,2168000,76732.91612620026,0.0,76732.91612620032,81
-28.736912702219524,-28.736912702219524,10,0.2,574.80475,35576.45062698936,19849.365106171892,0.0,35576.45062698936,-18.263128,0.2,121435.83195276691,-177854.3,nan,10,226208020.0,121435.83195276691,19849.365106171896,82,2192000,19849.365106171892,0.0,19849.365106171896,82
-29.273519975819987,-29.273519975819987,10,0.5,2575.233,68743.42981710254,60353.0115998555,0.0,68743.42981710254,-18.578938,0.5,181718.99128093378,-179490.62,nan,10,226937940.0,181718.99128093378,60353.01159985551,83,2216000,60353.0115998555,0.0,60353.01159985551,83
-33.2895206252895,-33.2895206252895,10,0.4,3432.4187,76500.75823063032,68143.01270755513,0.0,76500.75823063032,-19.15239,0.4,246873.1878553581,-172998.7,nan,10,390046900.0,246873.1878553581,68143.01270755511,84,2240000,68143.01270755513,0.0,68143.01270755511,84
-26.657036380349275,-26.657036380349275,10,0.1,2054.424,29871.16056027293,39058.95311915799,0.0,29871.16056027293,-19.853064,0.1,95204.95913966517,-177331.9,nan,10,214365140.0,95204.95913966517,39058.953119157995,85,2264000,39058.95311915799,0.0,39058.953119157995,85
-23.4360315610051,-23.4360315610051,10,0.5,485.88742,61498.90904071705,47191.83562985026,0.0,61498.90904071705,-20.313047,0.5,148188.17059082238,-174236.12,nan,10,206213680.0,148188.17059082238,47191.83562985026,86,2288000,47191.83562985026,0.0,47191.83562985026,86
-101.32758043373481,-101.32758043373481,10,0.3,623.812,61652.958939879,49103.77865717246,0.0,61652.958939879,-19.984077,0.3,202497.67574620445,-158578.2,nan,10,191683040.0,202497.67574620445,49103.77865717247,87,2312000,49103.77865717246,0.0,49103.77865717247,87
-114.72885447690481,-114.72885447690481,10,0.1,911.474,48602.773018452,16509.28353747329,0.0,48602.773018452,-19.827518,0.1,162284.92485373607,-150440.45,nan,10,186923620.0,162284.92485373607,16509.28353747329,88,2336000,16509.28353747329,0.0,16509.28353747329,88
-76.02387160279594,-76.02387160279594,10,0.6,1528.435,29322.249499972848,12415.293761156458,0.0,29322.249499972848,-16.676899,0.6,99990.31656681401,-105189.56,nan,10,158379520.0,99990.31656681401,12415.293761156458,89,2360000,12415.293761156458,0.0,12415.293761156458,89
-112.51549256681236,-112.51549256681236,10,0.1,3181.3096,24710.603276301255,17575.36798265494,0.0,24710.603276301255,-15.6931,0.1,80599.76016743193,-62395.273,nan,10,128436600.0,80599.76016743193,17575.367982654945,90,2384000,17575.36798265494,0.0,17575.367982654945,90
-112.3322200355444,-112.3322200355444,10,0.0,48980.45,14444.772651919284,7442.613733429415,0.0,14444.772651919284,-19.64206,0.0,36449.60809885397,-64412.617,nan,10,568322300.0,36449.60809885397,7442.61373342942,91,2408000,7442.613733429415,0.0,7442.61373342942,91
-92.65671117799513,-92.65671117799513,10,0.2,5310.9976,44161.15048167783,22796.420550186118,0.0,44161.15048167783,-19.547047,0.2,123551.0874942384,-120880.21,nan,10,177392930.0,123551.0874942384,22796.420550186118,92,2432000,22796.420550186118,0.0,22796.420550186118,92
-356.23957971839803,-356.23957971839803,10,0.2,3638.884,5034.486534155905,3952.3002431394584,0.0,5034.486534155905,-19.373426,0.2,14475.283857878643,-137331.16,nan,10,189639620.0,14475.283857878643,3952.3002431394575,93,2456000,3952.3002431394584,0.0,3952.3002431394575,93
-51.58972213890419,-51.58972213890419,10,0.1,886.8484,18726.572356877736,8192.893822305006,0.0,18726.572356877736,-20.117605,0.1,62752.65598618644,-148154.3,nan,10,207384500.0,62752.65598618644,8192.893822305006,94,2480000,8192.893822305006,0.0,8192.893822305006,94
-24.528453645152243,-24.528453645152243,10,0.3,292.33475,79010.29375222343,68640.8646715598,0.0,79010.29375222343,-20.60744,0.3,266926.57679990714,-172245.8,nan,10,214203800.0,266926.57679990714,68640.86467155982,95,2504000,68640.8646715598,0.0,68640.86467155982,95
