Average/StdReturn,Average/TerminationRate,MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTest/dial-turn-v1/MinReturn,policy/Entropy,policy/KLBefore,MetaTest/dial-turn-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,dial-turn-v1/TerminationRate,MetaTest/dial-turn-v1/Iteration,dial-turn-v1/StdReturn,MetaTest/dial-turn-v1/NumEpisodes,policy/KL,MetaTest/Average/NumEpisodes,Average/NumEpisodes,Average/SuccessRate,dial-turn-v1/Iteration,Average/AverageReturn,Average/Iteration,MetaTest/dial-turn-v1/AverageReturn,TotalEnvSteps,MetaTest/dial-turn-v1/MaxReturn,dial-turn-v1/NumEpisodes,dial-turn-v1/MaxReturn,dial-turn-v1/AverageReturn,policy/LossAfter,MetaTest/Average/MinReturn,LinearFeatureBaseline/ExplainedVariance,policy/LossBefore,MetaTest/dial-turn-v1/StdReturn,Average/AverageDiscountedReturn,dial-turn-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,policy/dLoss,MetaTest/dial-turn-v1/SuccessRate,MetaTest/Average/StdReturn,dial-turn-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,Average/MinReturn,Average/MaxReturn,dial-turn-v1/MinReturn
9.849895762696805,0.0,-58.796074650566275,-71.70898605884004,5.685727,0.0,0.0,-58.796074650566275,0.0,0,9.849895762696805,10,0.0068256822,10,100,0.0,0,-58.93415419460166,0,-58.796074650566275,20000,-41.016652923566205,100,-34.88714030604429,-58.93415419460166,-0.04293706,-71.70898605884004,0.5233694759226883,-0.019605294,9.729027179359242,-21.784559520208116,0.0,-58.796074650566275,0,0.0,-41.016652923566205,0.023331765,0.0,9.729027179359242,-21.784559520208116,0.0,-79.14927747559621,-34.88714030604429,-79.14927747559621
9.319799566177132,0.0,,,5.6841135,0.0,,,0.0,,9.319799566177132,,0.020042337,,100,0.0,1,-49.034562255777985,1,,40000,,100,-30.66636910100179,-49.034562255777985,-0.03166483,,0.5281108332066644,-0.013490802,,-18.901839724614625,0.0,,,,,0.018174028,,,-18.901839724614625,,-70.69311012267833,-30.66636910100179,-70.69311012267833
973.7786220914876,0.0,,,5.660468,0.0,,,0.0,,973.7786220914876,,0.010995551,,100,0.04,2,93.64859696836069,2,,60000,,100,9071.568013582713,93.64859696836069,-0.83389395,,0.0991815536501004,0.41898185,,19.253668773925636,0.04,,,,,1.2528758,,,19.253668773925636,,-59.475450753816496,9071.568013582713,-59.475450753816496
98.16494363088326,0.0,,,5.646688,0.0,,,0.0,,98.16494363088326,,0.0060923533,,100,0.06,3,-9.669618874408787,3,,80000,,100,887.9744679900265,-9.669618874408787,-0.08127168,,0.18253321416487567,-0.09510293,,-8.10200489372814,0.06,,,,,-0.01383125,,,-8.10200489372814,,-49.29165780140288,887.9744679900265,-49.29165780140288
8.892934997086723,0.0,,,5.64167,0.0,,,0.0,,8.892934997086723,,0.0011782269,,100,0.02,4,-33.04369699373974,4,,100000,,100,-16.025570132669777,-33.04369699373974,-0.004050534,,0.5743681067842981,-0.0017578369,,-13.292004307203378,0.02,,,,,0.0022926973,,,-13.292004307203378,,-54.21154354603822,-16.025570132669777,-54.21154354603822
68.37769663597804,0.0,,,5.6402335,0.0,,,0.0,,68.37769663597804,,0.0032242187,,100,0.06,5,-22.178781856197308,5,,120000,,100,648.4389296305031,-22.178781856197308,-0.124419324,,0.10796818183050816,-0.06582393,,-10.07072642170295,0.06,,,,,0.058595397,,,-10.07072642170295,,-58.06067904437079,648.4389296305031,-58.06067904437079
461.5137209818588,0.0,,,5.6471887,0.0,,,0.0,,461.5137209818588,,0.007081871,,100,0.08,6,19.085001403393964,6,,140000,,100,4610.371328426092,19.085001403393964,0.14984667,,0.37404156958886114,0.44613045,,0.9419391292214853,0.08,,,,,0.29628378,,,0.9419391292214853,,-55.524348871834846,4610.371328426092,-55.524348871834846
4120.804836390451,0.0,,,5.6451516,0.0,,,0.0,,4120.804836390451,,0.0067607774,,100,0.18,7,498.4088495469282,7,,160000,,100,40181.19771454961,498.4088495469282,-8.37126,,0.14449846924133158,-3.8605516,,105.20904487426495,0.18,,,,,4.510708,,,105.20904487426495,,-43.115861382520904,40181.19771454961,-43.115861382520904
6141.828583629407,0.0,,,5.6230216,0.0,,,0.0,,6141.828583629407,,0.00896046,,100,0.18,8,595.5793728161626,8,,180000,,100,61705.104448524806,595.5793728161626,-6.6420593,,0.2809974171001174,1.7485266,,191.16461629554726,0.18,,,,,8.390586,,,191.16461629554726,,-43.550137131408235,61705.104448524806,-43.550137131408235
2611.1508960274778,0.0,,,5.6068473,0.0,,,0.0,,2611.1508960274778,,0.009503886,,100,0.35,9,416.5207180625698,9,,200000,,100,23947.05896656298,416.5207180625698,-2.97429,,0.13976007806193103,-0.22486563,,107.3015169685418,0.35,,,,,2.7494242,,,107.3015169685418,,-36.75888176650564,23947.05896656298,-36.75888176650564
