MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/Average/StdReturn,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/Alpha,MetaTest/Average/MaxReturn,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTrain/Average/QfLoss,MetaTest/handle-pull-side-v1/Iteration,MetaTest/handle-pull-side-v1/AverageReturn
10,15869.83642779532,0.1,6224.453322354433,-119.87651988001872,10,0.1,-22.033293,0.0,0.0,632000,6224.453322354435,6224.453322354433,-121554.61,25761.594,nan,52952.61996837807,15869.83642779532,52952.61996837807,17,-119.87651988001872,20397368.0,17,6224.453322354435
10,4.742578636872841,0.0,-77.11923115845019,-83.78027207797673,10,0.0,-24.171782,0.0,0.0,656000,-77.11923115845022,-77.11923115845019,-144794.19,25471.3,nan,-69.88097174407204,4.742578636872841,-69.88097174407204,18,-83.78027207797673,32242970.0,18,-77.11923115845022
10,84278.79799583928,0.3,56475.27412972896,-87.93983224031123,10,0.3,-22.631666,0.0,0.0,680000,56475.274129728925,56475.27412972896,-218345.36,16422.666,nan,247990.44158356055,84278.79799583928,247990.44158356055,19,-87.93983224031123,58554416.0,19,56475.274129728925
10,71388.44102300046,0.4,57584.44882947356,-88.42047440285792,10,0.4,-22.506443,0.0,0.0,704000,57584.44882947354,57584.44882947356,-267546.34,20153.793,nan,187091.88271458575,71388.44102300046,187091.88271458575,20,-88.42047440285792,73658264.0,20,57584.44882947354
10,9416.39130157847,0.0,7269.674140803382,-85.36311163090319,10,0.0,-23.651476,0.0,0.0,728000,7269.674140803387,7269.674140803382,-324330.5,21125.402,nan,25802.379645407884,9416.39130157847,25802.379645407884,21,-85.36311163090319,119652904.0,21,7269.674140803387
10,23218.253612465713,0.1,10779.206000088841,-89.85439907391685,10,0.1,-24.883932,0.0,0.0,752000,10779.206000088849,10779.206000088841,-387700.22,22637.473,nan,78859.18395741581,23218.253612465713,78859.18395741581,22,-89.85439907391685,153105180.0,22,10779.206000088849
10,22593.350944709015,0.1,21965.184399081863,-116.25808440153214,10,0.1,-24.410282,0.0,0.0,776000,21965.184399081856,21965.184399081863,-454165.44,9292.546,nan,54948.027897138665,22593.350944709015,54948.027897138665,23,-116.25808440153214,183656140.0,23,21965.184399081856
10,46108.4302545993,0.2,46629.59190737183,229.3653075029841,10,0.2,-25.785446,0.0,0.0,800000,46629.59190737183,46629.59190737183,-551471.44,23479.451,nan,143381.71976719104,46108.4302545993,143381.71976719104,24,229.3653075029841,223358510.0,24,46629.59190737183
10,48754.15127332449,0.1,20081.04121035625,-124.0744984915009,10,0.1,-27.230654,0.0,0.0,824000,20081.041210356263,20081.04121035625,-593341.0,13823.294,nan,164443.80474630935,48754.15127332449,164443.80474630935,25,-124.0744984915009,234493660.0,25,20081.041210356263
10,33923.14183829128,0.3,24756.96275424498,-121.49749905554653,10,0.3,-27.989428,0.0,0.0,848000,24756.962754244985,24756.96275424498,-637287.06,20327.303,nan,111840.42206923311,33923.14183829128,111840.42206923311,26,-121.49749905554653,230981260.0,26,24756.962754244985
10,7624.266079193147,0.0,2697.1445322190134,-98.56003222415697,10,0.0,-28.918617,0.0,0.0,872000,2697.144532219013,2697.1445322190134,-672841.5,8291.108,nan,25482.892152474556,7624.266079193147,25482.892152474556,27,-98.56003222415697,237843070.0,27,2697.144532219013
10,41916.28604503164,0.1,15842.075639805338,-117.96741006799728,10,0.1,-28.361195,0.0,0.0,896000,15842.075639805335,15842.075639805338,-685879.7,9934.863,nan,140519.91792399113,41916.28604503164,140519.91792399113,28,-117.96741006799728,220029810.0,28,15842.075639805335
10,72985.94256025266,0.3,51868.89083437947,-115.7393950232463,10,0.3,-28.156158,0.0,0.0,920000,51868.89083437946,51868.89083437947,-699161.06,16828.004,nan,203624.02032770478,72985.94256025266,203624.02032770478,29,-115.7393950232463,216328400.0,29,51868.89083437946
10,18826.87653291467,0.0,14569.897242332969,-93.4872532098736,10,0.0,-28.035402,0.0,0.0,944000,14569.897242332969,14569.897242332969,-698813.7,32372.469,nan,43118.450246151624,18826.87653291467,43118.450246151624,30,-93.4872532098736,225997890.0,30,14569.897242332969
10,72588.58432651484,0.3,51474.316544439076,-97.24229831157383,10,0.3,-27.325336,0.0,0.0,968000,51474.31654443905,51474.316544439076,-705077.7,25062.64,nan,196075.05336157285,72588.58432651484,196075.05336157285,31,-97.24229831157383,233281890.0,31,51474.31654443905
10,78073.4005728182,0.4,55210.77056839736,-96.67080016449873,10,0.4,-25.93751,0.0,0.0,992000,55210.770568397376,55210.77056839736,-727582.4,55697.15,nan,180789.89140436944,78073.4005728182,180789.89140436944,32,-96.67080016449873,306220200.0,32,55210.770568397376
10,11852.084015276707,0.0,8663.679335677149,-96.68154822024316,10,0.0,-25.491644,0.0,0.0,1016000,8663.679335677149,8663.679335677149,-724339.75,7576.3174,nan,30690.15342031681,11852.084015276707,30690.15342031681,33,-96.68154822024316,260834110.0,33,8663.679335677149
10,83154.5592569835,0.4,70792.28562558457,6283.569438246441,10,0.4,-24.737381,0.0,0.0,1040000,70792.28562558458,70792.28562558457,-716759.2,5350.4966,nan,226633.8720729783,83154.5592569835,226633.8720729783,34,6283.569438246441,258014770.0,34,70792.28562558458
10,77571.7814821478,0.5,96799.60125708606,3144.8943611200516,10,0.5,-24.562475,0.0,0.0,1064000,96799.60125708603,96799.60125708606,-731313.8,3705.5476,nan,216513.13901854653,77571.7814821478,216513.13901854653,35,3144.8943611200516,248836370.0,35,96799.60125708603
10,31824.40174843455,0.1,19956.759734405474,-118.31209868782135,10,0.1,-26.886242,0.0,0.0,1088000,19956.759734405474,19956.759734405474,-660090.56,25387.783,nan,107442.20331941663,31824.40174843455,107442.20331941663,36,-118.31209868782135,271018940.0,36,19956.759734405474
10,31781.838636921624,0.0,27015.763411869353,-134.80625284526758,10,0.0,-25.415524,0.0,0.0,1112000,27015.763411869346,27015.763411869353,-676823.44,19024.299,nan,81913.88569334896,31781.838636921624,81913.88569334896,37,-134.80625284526758,239687760.0,37,27015.763411869346
10,63858.35139932482,0.2,58148.63367573479,-157.69277719087603,10,0.2,-25.608852,0.0,0.0,1136000,58148.63367573479,58148.63367573479,-661230.75,37031.656,nan,164463.21991861617,63858.35139932482,164463.21991861617,38,-157.69277719087603,234449570.0,38,58148.63367573479
10,94585.52778975472,0.3,67332.7259190194,-118.0621949102726,10,0.3,-24.696327,0.0,0.0,1160000,67332.72591901939,67332.7259190194,-663126.8,20562.205,nan,245666.6014359295,94585.52778975472,245666.6014359295,39,-118.0621949102726,256187100.0,39,67332.72591901939
10,84667.74537656637,0.1,33961.70096980303,-115.7932106642399,10,0.1,-28.46251,0.0,0.0,1184000,33961.70096980303,33961.70096980303,-457236.84,18914.51,nan,287079.3200932872,84667.74537656637,287079.3200932872,40,-115.7932106642399,191056130.0,40,33961.70096980303
10,111754.17445997111,0.5,109797.69338367092,-109.26924698365357,10,0.5,-24.13793,0.0,0.0,1208000,109797.69338367092,109797.69338367092,-647988.9,10391.743,nan,249903.93343540502,111754.17445997111,249903.93343540502,41,-109.26924698365357,261260670.0,41,109797.69338367092
10,34433.38109368084,0.0,25435.759118374648,-70.80703749071898,10,0.0,-25.33427,0.0,0.0,1232000,25435.75911837466,25435.759118374648,-651198.9,1520.306,nan,91590.42637131689,34433.38109368084,91590.42637131689,42,-70.80703749071898,296050270.0,42,25435.75911837466
10,6750.8907270234495,0.0,3519.2816465102596,-65.53349389269917,10,0.0,-26.260887,0.0,0.0,1256000,3519.2816465102574,3519.2816465102596,-654470.5,2040.5924,nan,23252.0602388346,6750.8907270234495,23252.0602388346,43,-65.53349389269917,281997280.0,43,3519.2816465102574
10,1266.203869772284,0.0,772.2497851902625,-63.40112163673962,10,0.0,-25.622887,0.0,0.0,1280000,772.2497851902624,772.2497851902625,-662687.8,7920.416,nan,3596.7532716146757,1266.203869772284,3596.7532716146757,44,-63.40112163673962,278947200.0,44,772.2497851902624
10,23508.812177549855,0.0,17508.331812734956,-113.85049149259933,10,0.0,-26.520359,0.0,0.0,1304000,17508.33181273495,17508.331812734956,-647751.8,9958.457,nan,66137.66159738343,23508.812177549855,66137.66159738343,45,-113.85049149259933,278458900.0,45,17508.33181273495
10,77926.92875633904,0.7,167491.26374690613,44784.71307372588,10,0.7,-28.047434,0.0,0.0,1328000,167491.2637469061,167491.26374690613,-651465.5,7033.867,nan,294879.97698219534,77926.92875633904,294879.97698219534,46,44784.71307372588,251303630.0,46,167491.2637469061
10,106564.70790699199,0.9,132264.41798793408,15113.238028808533,10,0.9,-27.985863,0.0,0.0,1352000,132264.41798793414,132264.41798793408,-670792.7,2203.5693,nan,284069.0752200293,106564.70790699199,284069.0752200293,47,15113.238028808533,241018780.0,47,132264.41798793414
10,89540.83457544881,0.8,169966.055320497,6297.061645761607,10,0.8,-26.590828,0.0,0.0,1376000,169966.055320497,169966.055320497,-660449.44,3508.0093,nan,294648.2258361735,89540.83457544881,294648.2258361735,48,6297.061645761607,241573630.0,48,169966.055320497
10,2071.3327477564044,0.0,1422.4070752806115,-69.63630223727486,10,0.0,-26.373129,0.0,0.0,1400000,1422.4070752806103,1422.4070752806115,-644067.2,9651.449,nan,6029.71786143273,2071.3327477564044,6029.71786143273,49,-69.63630223727486,246182110.0,49,1422.4070752806103
10,105161.91459542167,0.3,70792.40248062715,-98.68203790054162,10,0.3,-26.99757,0.0,0.0,1424000,70792.40248062715,70792.40248062715,-636915.7,2660.0134,nan,295793.8027450361,105161.91459542167,295793.8027450361,50,-98.68203790054162,241705780.0,50,70792.40248062715
10,85114.22447534793,0.9,140858.58427059752,20225.078969092585,10,0.9,-27.73739,0.0,0.0,1448000,140858.58427059752,140858.58427059752,-645007.6,4553.667,nan,292988.19838304113,85114.22447534793,292988.19838304113,51,20225.078969092585,250855140.0,51,140858.58427059752
10,81662.66629858623,0.7,150614.00892364938,16760.612834980842,10,0.7,-27.287783,0.0,0.0,1472000,150614.00892364938,150614.00892364938,-643296.9,1441.0366,nan,222825.03329104258,81662.66629858623,222825.03329104258,52,16760.612834980842,262223180.0,52,150614.00892364938
10,86341.36447587176,0.3,63112.731468521626,-93.70553491127023,10,0.3,-27.289091,0.0,0.0,1496000,63112.731468521655,63112.731468521626,-631529.9,17808.184,nan,194664.50769455556,86341.36447587176,194664.50769455556,53,-93.70553491127023,273399400.0,53,63112.731468521655
10,91777.52335523558,0.7,139920.89098397127,20893.348517333863,10,0.7,-26.661976,0.0,0.0,1520000,139920.89098397124,139920.89098397127,-608072.7,13381.998,nan,242518.51177690225,91777.52335523558,242518.51177690225,54,20893.348517333863,276257760.0,54,139920.89098397124
10,82450.18639610338,0.8,152277.9256482447,32875.722581373775,10,0.8,-25.567863,0.0,0.0,1544000,152277.9256482447,152277.9256482447,-615091.1,1018.8886,nan,306313.7808696567,82450.18639610338,306313.7808696567,55,32875.722581373775,283163200.0,55,152277.9256482447
10,76001.46815946004,0.9,147108.20616506063,49058.692887986894,10,0.9,-25.360228,0.0,0.0,1568000,147108.2061650607,147108.20616506063,-622360.9,1480.0072,nan,307574.7209870024,76001.46815946004,307574.7209870024,56,49058.692887986894,293480670.0,56,147108.2061650607
10,81753.96126821464,0.7,137584.01271434763,10707.191689539102,10,0.7,-25.249657,0.0,0.0,1592000,137584.01271434763,137584.01271434763,-632293.6,118423.73,nan,244479.18792252112,81753.96126821464,244479.18792252112,57,10707.191689539102,324948380.0,57,137584.01271434763
10,89609.72807848772,0.5,76582.41630799226,-116.16275562395373,10,0.5,-25.467207,0.0,0.0,1616000,76582.41630799227,76582.41630799226,-557601.44,386077.94,nan,218936.67316471375,89609.72807848772,218936.67316471375,58,-116.16275562395373,328626140.0,58,76582.41630799227
10,116805.70519465653,0.5,93749.89968696954,-117.29615396483197,10,0.5,-25.763031,0.0,0.0,1640000,93749.8996869695,93749.89968696954,-545755.6,244356.77,nan,291516.0861674438,116805.70519465653,291516.0861674438,59,-117.29615396483197,313463580.0,59,93749.8996869695
10,68092.46560665163,0.9,158900.10052577427,44051.47344098215,10,0.9,-25.507635,0.0,0.0,1664000,158900.10052577424,158900.10052577427,-552075.4,63048.113,nan,258588.75704157492,68092.46560665163,258588.75704157492,60,44051.47344098215,359755940.0,60,158900.10052577424
10,87862.46653083633,0.4,71232.10818200513,-93.49205654642819,10,0.4,-26.248955,0.0,0.0,1688000,71232.1081820051,71232.10818200513,-508811.44,46646.547,nan,206143.47408880663,87862.46653083633,206143.47408880663,61,-93.49205654642819,353412960.0,61,71232.1081820051
10,62634.660588121566,1.0,184924.9776550732,37642.21039557737,10,1.0,-25.07172,0.0,0.0,1712000,184924.9776550732,184924.9776550732,-511452.62,47839.2,nan,276004.9916113976,62634.660588121566,276004.9916113976,62,37642.21039557737,362646140.0,62,184924.9776550732
10,73462.5144154986,0.9,181112.74649314655,44061.55816644883,10,0.9,-24.233896,0.0,0.0,1736000,181112.74649314658,181112.74649314655,-564232.8,19823.412,nan,283045.04077135026,73462.5144154986,283045.04077135026,63,44061.55816644883,392710340.0,63,181112.74649314658
10,73136.76257774419,1.0,215269.59057823653,51227.017625536995,10,1.0,-24.13447,0.0,0.0,1760000,215269.59057823653,215269.59057823653,-572681.2,3923.9658,nan,289373.4516332692,73136.76257774419,289373.4516332692,64,51227.017625536995,406947360.0,64,215269.59057823653
10,81150.78350225682,0.9,202222.93523970255,41574.57959280574,10,0.9,-24.755516,0.0,0.0,1784000,202222.93523970252,202222.93523970255,-566622.44,948.6635,nan,298386.5090497198,81150.78350225682,298386.5090497198,65,41574.57959280574,414587420.0,65,202222.93523970252
10,77297.27978388131,0.8,194902.97308568252,37382.764803633465,10,0.8,-24.43098,0.0,0.0,1808000,194902.97308568243,194902.97308568252,-598151.8,734.4858,nan,307969.04667798703,77297.27978388131,307969.04667798703,66,37382.764803633465,435957060.0,66,194902.97308568243
10,52269.128933874716,1.0,218928.97884932003,153424.93635433223,10,1.0,-24.08517,0.0,0.0,1832000,218928.97884932003,218928.97884932003,-600215.2,600.1844,nan,293557.3528350597,52269.128933874716,293557.3528350597,67,153424.93635433223,444366600.0,67,218928.97884932003
10,74743.89695293711,0.9,191869.87367371036,53593.26048103585,10,0.9,-24.065527,0.0,0.0,1856000,191869.8736737104,191869.87367371036,-595962.0,766.74115,nan,295584.4930392978,74743.89695293711,295584.4930392978,68,53593.26048103585,456645250.0,68,191869.8736737104
10,39655.87751340504,0.2,28963.162308835996,-67.057901591894,10,0.2,-25.205778,0.0,0.0,1880000,28963.162308835996,28963.162308835996,-504911.88,37813.094,nan,114662.87143383638,39655.87751340504,114662.87143383638,69,-67.057901591894,446292450.0,69,28963.162308835996
10,61673.341811014165,0.9,214834.52057108338,104338.16108259544,10,0.9,-26.521906,0.0,0.0,1904000,214834.52057108338,214834.52057108338,-498629.4,46540.73,nan,285064.3158442951,61673.341811014165,285064.3158442951,70,104338.16108259544,434059500.0,70,214834.52057108338
10,65153.91807416816,1.0,229127.01556919055,125148.16293284418,10,1.0,-26.545242,0.0,0.0,1928000,229127.0155691905,229127.01556919055,-517544.4,3849.9668,nan,301623.68145151314,65153.91807416816,301623.68145151314,71,125148.16293284418,471574720.0,71,229127.0155691905
10,87706.20856005912,0.7,196548.31811063827,39587.11792793457,10,0.7,-25.703629,0.0,0.0,1952000,196548.31811063833,196548.31811063827,-617162.44,3333.4304,nan,293820.5485256878,87706.20856005912,293820.5485256878,72,39587.11792793457,526637150.0,72,196548.31811063833
10,83782.85105338594,0.8,174350.24862922778,38531.0897285625,10,0.8,-25.310295,0.0,0.0,1976000,174350.2486292278,174350.24862922778,-638444.44,2570.3423,nan,284228.33379286947,83782.85105338594,284228.33379286947,73,38531.0897285625,507651140.0,73,174350.2486292278
10,61777.101431292576,0.9,213941.35062963804,69476.71421072271,10,0.9,-25.28034,0.0,0.0,2000000,213941.35062963804,213941.35062963804,-628869.8,2708.5195,nan,291576.48918358417,61777.101431292576,291576.48918358417,74,69476.71421072271,518369120.0,74,213941.35062963804
10,105788.38598588997,0.4,94789.36197570406,-71.82412957849179,10,0.4,-25.89398,0.0,0.0,2024000,94789.36197570406,94789.36197570406,-593354.1,339966.7,nan,294144.5929197853,105788.38598588997,294144.5929197853,75,-71.82412957849179,529503200.0,75,94789.36197570406
10,84218.10868999723,1.0,207545.89619159888,31435.53316884736,10,1.0,-26.389988,0.0,0.0,2048000,207545.89619159893,207545.89619159888,-582193.8,18598.627,nan,292777.1294602252,84218.10868999723,292777.1294602252,76,31435.53316884736,506151360.0,76,207545.89619159893
10,74972.34370613804,0.9,182526.0365716269,38244.659032528725,10,0.9,-25.576,0.0,0.0,2072000,182526.03657162684,182526.0365716269,-637137.2,1823.6848,nan,296012.0024750747,74972.34370613804,296012.0024750747,77,38244.659032528725,510659500.0,77,182526.03657162684
10,58590.8142324928,1.0,225583.5039817519,102629.34467101777,10,1.0,-25.507633,0.0,0.0,2096000,225583.50398175186,225583.5039817519,-645850.06,2838.8062,nan,306787.0024205114,58590.8142324928,306787.0024205114,78,102629.34467101777,503628740.0,78,225583.50398175186
10,67473.3342907764,1.0,238874.6783852187,77138.30970989945,10,1.0,-25.516151,0.0,0.0,2120000,238874.6783852187,238874.6783852187,-673762.0,1008.844,nan,301480.3393070499,67473.3342907764,301480.3393070499,79,77138.30970989945,500153060.0,79,238874.6783852187
10,66886.418493982,0.9,198458.19012065572,53255.07402827915,10,0.9,-25.746424,0.0,0.0,2144000,198458.19012065572,198458.19012065572,-678119.1,1204.9996,nan,295846.57398170285,66886.418493982,295846.57398170285,80,53255.07402827915,499681120.0,80,198458.19012065572
10,88310.11408381135,0.8,207057.6030237395,54045.65786039916,10,0.8,-26.010992,0.0,0.0,2168000,207057.60302373953,207057.6030237395,-692562.3,790.24005,nan,307456.43894377956,88310.11408381135,307456.43894377956,81,54045.65786039916,482410720.0,81,207057.60302373953
10,70092.90919313415,0.9,194724.57821465086,47253.91988881949,10,0.9,-25.845524,0.0,0.0,2192000,194724.5782146509,194724.57821465086,-703968.06,605.80664,nan,287575.241384906,70092.90919313415,287575.241384906,82,47253.91988881949,474899700.0,82,194724.5782146509
10,57051.75114132023,0.8,160406.95866999475,39368.777696080295,10,0.8,-25.923306,0.0,0.0,2216000,160406.95866999478,160406.95866999475,-712470.06,499.8505,nan,210292.19454100635,57051.75114132023,210292.19454100635,83,39368.777696080295,452170300.0,83,160406.95866999478
10,64048.61217132295,1.0,197354.8648869753,25623.05692141542,10,1.0,-25.590733,0.0,0.0,2240000,197354.8648869753,197354.8648869753,-714174.06,560.1185,nan,273267.9363619951,64048.61217132295,273267.9363619951,84,25623.05692141542,444959600.0,84,197354.8648869753
10,21712.59970989314,1.0,210430.2598244128,180285.08655003124,10,1.0,-25.476719,0.0,0.0,2264000,210430.25982441282,210430.2598244128,-714118.4,474.67886,nan,251318.71596818755,21712.59970989314,251318.71596818755,85,180285.08655003124,445093760.0,85,210430.25982441282
10,116521.5430199963,0.5,156157.40502140258,33054.661038175094,10,0.5,-25.041155,0.0,0.0,2288000,156157.4050214025,156157.40502140258,-716089.6,404.7509,nan,300477.2249312799,116521.5430199963,300477.2249312799,86,33054.661038175094,435297200.0,86,156157.4050214025
10,91414.60374794978,0.9,196305.27921148794,25940.740307375057,10,0.9,-24.242239,0.0,0.0,2312000,196305.27921148797,196305.27921148794,-716900.44,629.8948,nan,280343.833266024,91414.60374794978,280343.833266024,87,25940.740307375057,446057020.0,87,196305.27921148797
10,64108.92417617121,0.9,211686.0667747322,25678.849134091128,10,0.9,-24.188828,0.0,0.0,2336000,211686.0667747322,211686.0667747322,-717223.8,607.1891,nan,256755.0850429675,64108.92417617121,256755.0850429675,88,25678.849134091128,454194980.0,88,211686.0667747322
10,63584.325577715485,0.9,205608.51328694404,34418.0384532578,10,0.9,-24.604242,0.0,0.0,2360000,205608.51328694404,205608.51328694404,-720041.2,384.00113,nan,254773.72170120123,63584.325577715485,254773.72170120123,89,34418.0384532578,457688800.0,89,205608.51328694404
10,75445.34278811194,1.0,232490.24794894963,32728.53395306606,10,1.0,-25.21866,0.0,0.0,2384000,232490.2479489496,232490.24794894963,-723249.8,647.2211,nan,308383.1390728503,75445.34278811194,308383.1390728503,90,32728.53395306606,453717760.0,90,232490.2479489496
10,38970.01622249862,0.9,204443.77737969143,99582.14256095947,10,0.9,-25.446077,0.0,0.0,2408000,204443.77737969143,204443.77737969143,-727972.56,621.43414,nan,233870.8475432522,38970.01622249862,233870.8475432522,91,99582.14256095947,446671970.0,91,204443.77737969143
10,19611.335471150695,1.0,225630.919341623,191620.44636864608,10,1.0,-25.771578,0.0,0.0,2432000,225630.919341623,225630.919341623,-735535.06,567.7316,nan,258837.6204862959,19611.335471150695,258837.6204862959,92,191620.44636864608,459071460.0,92,225630.919341623
10,22470.41326460818,1.0,211723.93437217944,171242.95605911055,10,1.0,-25.794558,0.0,0.0,2456000,211723.93437217944,211723.93437217944,-742308.94,563.8354,nan,242820.24204900142,22470.41326460818,242820.24204900142,93,171242.95605911055,467635170.0,93,211723.93437217944
10,23173.69579793414,1.0,233678.63847787702,203090.91709020647,10,1.0,-25.827696,0.0,0.0,2480000,233678.6384778771,233678.63847787702,-745793.0,1382.3135,nan,277182.2458967112,23173.69579793414,277182.2458967112,94,203090.91709020647,480297760.0,94,233678.6384778771
10,72897.97655796452,0.9,222449.66139043184,30118.16018376758,10,0.9,-25.527292,0.0,0.0,2504000,222449.66139043184,222449.66139043184,-746212.5,985.2317,nan,296921.9181277273,72897.97655796452,296921.9181277273,95,30118.16018376758,497188400.0,95,222449.66139043184
