MetaTest/plate-slide-back-v1/MaxReturn,MetaTest/plate-slide-back-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/Iteration,MetaTest/plate-slide-back-v1/TerminationRate,MetaTest/plate-slide-back-v1/NumTrajs,MetaTest/plate-slide-back-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/plate-slide-back-v1/StdReturn,MetaTest/plate-slide-back-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,TotalEnvSteps
-54.01508346513218,-82.04486033256418,-5.254344,-78.70935601621717,25,0.0,10,-78.70935601621717,0.0,-82.04486033256418,14.565297,-78.70935601621717,0.0,-54.01508346513218,10,8.38089726596316,8.38089726596316,-78.70935601621717,-5808.174,25,nan,54117.3,0.0,824000
3375.447942099832,-107.83642689006281,-4.7053647,280.64438087316876,26,0.0,10,280.64438087316876,0.0,-107.83642689006281,15.554748,280.6443808731689,0.0,3375.447942099832,10,1032.122184038342,1032.122184038342,280.6443808731689,-5128.179,26,nan,57426.88,0.0,848000
-31.095302368249143,-84.61054740542377,-2.5917804,-59.864385373255516,27,0.0,10,-59.864385373255516,0.0,-84.61054740542377,30.491234,-59.864385373255516,0.0,-31.095302368249143,10,21.140436345910267,21.140436345910267,-59.864385373255516,-3896.839,27,nan,56550.246,0.0,872000
-17.01388090838107,-98.33097935424814,-0.70125157,-61.87034130270954,28,0.0,10,-61.87034130270954,0.0,-98.33097935424814,23.916273,-61.870341302709505,0.0,-17.01388090838107,10,32.94005484041338,32.94005484041338,-61.870341302709505,-2852.735,28,nan,47729.95,0.0,896000
-15.736909839245394,-84.76819715580416,-0.53064704,-38.12184506884221,29,0.0,10,-38.12184506884221,0.0,-84.76819715580416,16.978199,-38.12184506884221,0.0,-15.736909839245394,10,30.462668759242348,30.462668759242348,-38.12184506884221,-3111.3706,29,nan,52512.1,0.0,920000
-14.599894123083414,-61.39116854632279,-1.9910203,-23.39567901962879,30,0.0,10,-23.39567901962879,0.0,-61.39116854632279,29.931496,-23.39567901962879,0.0,-14.599894123083414,10,14.016196235536691,14.016196235536691,-23.39567901962879,-4040.3215,30,nan,59308.297,0.0,944000
11257.318633015579,-143.87804561132288,-0.91124964,1302.7211683085065,31,0.0,10,1302.7211683085065,0.4,-143.87804561132288,55.16116,1302.7211683085059,0.4,11257.318633015579,10,3412.388343167012,3412.388343167012,1302.7211683085059,-3523.587,31,nan,60392.664,0.0,968000
-17.171183259041996,-113.66848743201803,-0.14978315,-46.62218080677714,32,0.0,10,-46.62218080677714,0.0,-113.66848743201803,19.141987,-46.62218080677712,0.0,-17.171183259041996,10,37.30573945671327,37.30573945671327,-46.62218080677712,-3087.0127,32,nan,72599.48,0.0,992000
-24.113491057123795,-36.0176125689154,-3.7714736,-30.39988513705755,33,0.0,10,-30.39988513705755,0.0,-36.0176125689154,13.587292,-30.39988513705755,0.0,-24.113491057123795,10,3.8963838298745945,3.8963838298745945,-30.39988513705755,-6121.816,33,nan,128580.875,0.0,1016000
-16.16320570609676,-47.691717020759555,-4.858117,-32.469621922477444,34,0.0,10,-32.469621922477444,0.0,-47.691717020759555,13.826397,-32.46962192247745,0.0,-16.16320570609676,10,11.800376278962702,11.800376278962702,-32.46962192247745,-8798.232,34,nan,154530.97,0.0,1040000
1803.702611333322,-25.559672086823355,-4.3485303,331.4573429055137,35,0.0,10,331.4573429055137,0.0,-25.559672086823355,11.691748,331.45734290551354,0.0,1803.702611333322,10,562.7497319906508,562.7497319906508,331.45734290551354,-8982.992,35,nan,131512.3,0.0,1064000
3770.547240540484,-34.0941125597596,-0.5450225,385.8675252101184,36,0.0,10,385.8675252101184,0.0,-34.0941125597596,197.78207,385.8675252101182,0.0,3770.547240540484,10,1130.638490012958,1130.638490012958,385.8675252101182,-3364.2266,36,nan,42617.848,0.0,1088000
1407.053739828703,-24.60914952060665,0.10839897,124.31252594121297,37,0.0,10,124.31252594121297,0.0,-24.60914952060665,166.04965,124.31252594121301,0.0,1407.053739828703,10,427.59094512188653,427.59094512188653,124.31252594121301,-2791.6946,37,nan,43543.32,0.0,1112000
-23.30382840616651,-33.48562319846756,-0.28759947,-26.3058804861525,38,0.0,10,-26.3058804861525,0.0,-33.48562319846756,178.74532,-26.3058804861525,0.0,-23.30382840616651,10,2.719163744425793,2.719163744425793,-26.3058804861525,-2293.46,38,nan,58883.645,0.0,1136000
-18.683338890851015,-47.012268475005584,-2.1975498,-27.69629319238381,39,0.0,10,-27.69629319238381,0.0,-47.012268475005584,49.38672,-27.69629319238382,0.0,-18.683338890851015,10,7.28064428209738,7.28064428209738,-27.69629319238382,-2502.046,39,nan,78537.34,0.0,1160000
-26.75394557132135,-31.303506990870194,-4.131001,-28.09544444471926,40,0.0,10,-28.09544444471926,0.0,-31.303506990870194,30.293222,-28.095444444719256,0.0,-26.75394557132135,10,1.5825461392532811,1.5825461392532811,-28.095444444719256,-3317.2546,40,nan,123976.914,0.0,1184000
-17.579116531117645,-27.481476103169445,-4.5840845,-20.386541875426964,41,0.0,10,-20.386541875426964,0.0,-27.481476103169445,151.44754,-20.386541875426964,0.0,-17.579116531117645,10,3.0580485114928218,3.0580485114928218,-20.386541875426964,-3327.0796,41,nan,107427.94,0.0,1208000
-38.15442767739958,-38.2616563293344,-5.9660234,-38.20558523425276,42,0.0,10,-38.20558523425276,0.0,-38.2616563293344,27.685762,-38.205585234252766,0.0,-38.15442767739958,10,0.038800777874737465,0.038800777874737465,-38.205585234252766,-5499.386,42,nan,118200.04,0.0,1232000
-34.583372712724874,-38.92183576454111,-5.136993,-35.230509771540234,43,0.0,10,-35.230509771540234,0.0,-38.92183576454111,57.315353,-35.230509771540234,0.0,-34.583372712724874,10,1.2381170662027015,1.2381170662027015,-35.230509771540234,-5367.184,43,nan,88667.21,0.0,1256000
-26.58056515473221,-79.98830617695427,-4.600238,-44.108307869900116,44,0.0,10,-44.108307869900116,0.0,-79.98830617695427,36.428345,-44.1083078699001,0.0,-26.58056515473221,10,15.246430230871715,15.246430230871715,-44.1083078699001,-4906.0874,44,nan,83269.875,0.0,1280000
-25.745157272464454,-43.750973197661565,-4.1801953,-35.51226140669761,45,0.0,10,-35.51226140669761,0.0,-43.750973197661565,24.103996,-35.512261406697625,0.0,-25.745157272464454,10,5.80169837468424,5.80169837468424,-35.512261406697625,-4661.783,45,nan,81110.99,0.0,1304000
-26.347061466831153,-102.17320961398994,-2.77821,-61.33869714747524,46,0.0,10,-61.33869714747524,0.0,-102.17320961398994,25.826206,-61.33869714747524,0.0,-26.347061466831153,10,22.98387409730405,22.98387409730405,-61.33869714747524,-3701.1914,46,nan,75392.1,0.0,1328000
2650.297180894886,-72.29204794970168,-1.1752251,359.50007736665987,47,0.0,10,359.50007736665987,0.0,-72.29204794970168,42.334843,359.5000773666598,0.0,2650.297180894886,10,843.6754108614504,843.6754108614504,359.5000773666598,-2391.2375,47,nan,69595.984,0.0,1352000
-20.63112398686474,-77.51994954504899,0.7092052,-51.130986626033675,48,0.0,10,-51.130986626033675,0.0,-77.51994954504899,80.00275,-51.13098662603368,0.0,-20.63112398686474,10,23.588333221319935,23.588333221319935,-51.13098662603368,-1276.4812,48,nan,58466.637,0.0,1376000
2633.395739735377,-117.0780269712281,1.641907,198.96077367432676,49,0.0,10,198.96077367432676,0.0,-117.0780269712281,131.55743,198.960773674327,0.0,2633.395739735377,10,812.3895320308842,812.3895320308842,198.960773674327,-988.0731,49,nan,54096.523,0.0,1400000
-32.371610409226186,-37.01987801759835,-0.07540009,-34.656779060910125,50,0.0,10,-34.656779060910125,0.0,-37.01987801759835,72.73035,-34.656779060910125,0.0,-32.371610409226186,10,1.4588917411041753,1.4588917411041753,-34.656779060910125,-1661.2965,50,nan,92920.445,0.0,1424000
-18.7990056728508,-40.26817116497787,-0.32967302,-21.746399327412114,51,0.0,10,-21.746399327412114,0.0,-40.26817116497787,161.30733,-21.746399327412114,0.0,-18.7990056728508,10,6.2667114897782605,6.2667114897782605,-21.746399327412114,-1501.6503,51,nan,110550.734,0.0,1448000
-19.88522982986843,-37.47588878850682,0.5769608,-33.0075110438641,52,0.0,10,-33.0075110438641,0.0,-37.47588878850682,346.90182,-33.00751104386409,0.0,-19.88522982986843,10,5.121683890256364,5.121683890256364,-33.00751104386409,-1063.542,52,nan,57041.98,0.0,1472000
4784.616016685692,-79.69429201063078,1.6610149,1048.6056625301057,53,0.0,10,1048.6056625301057,0.0,-79.69429201063078,497.73352,1048.6056625301062,0.0,4784.616016685692,10,1504.5160537755094,1504.5160537755094,1048.6056625301062,-806.70416,53,nan,57612.59,0.0,1496000
3169.3940753375728,-23.74715614954441,2.1603427,574.1303097113305,54,0.0,10,574.1303097113305,0.0,-23.74715614954441,551.34955,574.1303097113309,0.0,3169.3940753375728,10,1193.2199005500079,1193.2199005500079,574.1303097113309,-676.5808,54,nan,49660.887,0.0,1520000
8083.7640512559765,-23.677738757987044,2.0150058,949.6734347557451,55,0.0,10,949.6734347557451,0.0,-23.677738757987044,255.94376,949.673434755746,0.0,8083.7640512559765,10,2424.5911728640704,2424.5911728640704,949.673434755746,-925.8258,55,nan,54695.305,0.0,1544000
4682.954192351885,-68.15447747082271,2.965005,1184.4567500397652,56,0.0,10,1184.4567500397652,0.0,-68.15447747082271,529.136,1184.4567500397657,0.0,4682.954192351885,10,1632.9288084565594,1632.9288084565594,1184.4567500397657,-718.6088,56,nan,47039.902,0.0,1568000
2060.4847346481088,-37.53994827252011,0.15592773,365.08543521102877,57,0.0,10,365.08543521102877,0.0,-37.53994827252011,136.73047,365.08543521102877,0.0,2060.4847346481088,10,687.8363770454964,687.8363770454964,365.08543521102877,-1923.0343,57,nan,92908.44,0.0,1592000
3081.848593874416,-39.72750323386792,-0.07329838,733.3191112135428,58,0.0,10,733.3191112135428,0.0,-39.72750323386792,828.6924,733.3191112135427,0.0,3081.848593874416,10,1183.790077045882,1183.790077045882,733.3191112135427,-2315.8694,58,nan,96904.875,0.0,1616000
2092.5926864363946,-23.690037292675854,-0.7204796,191.26794304390404,59,0.0,10,191.26794304390404,0.0,-23.690037292675854,408.26157,191.26794304390398,0.0,2092.5926864363946,10,633.7818042568412,633.7818042568412,191.26794304390398,-2833.898,59,nan,96816.25,0.0,1640000
9678.479928807654,-43.8340045138315,-2.0768812,1369.3982495627693,60,0.0,10,1369.3982495627693,0.0,-43.8340045138315,377.08643,1369.3982495627688,0.0,9678.479928807654,10,3044.2686615244097,3044.2686615244097,1369.3982495627688,-3243.5383,60,nan,99803.57,0.0,1664000
3272.037290584604,417.39013503236487,-3.7516036,1869.5533379863923,61,0.0,10,1869.5533379863923,0.0,417.39013503236487,134.15656,1869.5533379863925,0.0,3272.037290584604,10,916.2049473680739,916.2049473680739,1869.5533379863925,-5703.302,61,nan,123585.68,0.0,1688000
8406.493820319798,-62.04308564403646,-4.103347,1373.5499437104388,62,0.0,10,1373.5499437104388,0.0,-62.04308564403646,83.04065,1373.5499437104388,0.0,8406.493820319798,10,2535.970227585222,2535.970227585222,1373.5499437104388,-6433.6606,62,nan,111226.09,0.0,1712000
3614.821069460178,-84.57831019556224,-4.6021414,810.868933979517,63,0.0,10,810.868933979517,0.1,-84.57831019556224,37.2203,810.868933979517,0.1,3614.821069460178,10,1215.847523543639,1215.847523543639,810.868933979517,-6420.917,63,nan,141981.62,0.0,1736000
5276.233467583163,-63.97534930705346,-5.6675725,848.8785542474483,64,0.0,10,848.8785542474483,0.3,-63.97534930705346,22.305822,848.8785542474482,0.3,5276.233467583163,10,1814.5774298033177,1814.5774298033177,848.8785542474482,-6824.1045,64,nan,178596.45,0.0,1760000
-19.615402578007178,-80.59848851398918,-7.107974,-52.29556078466011,65,0.0,10,-52.29556078466011,0.1,-80.59848851398918,28.599476,-52.2955607846601,0.1,-19.615402578007178,10,22.551659907384828,22.551659907384828,-52.2955607846601,-8497.331,65,nan,297743.88,0.0,1784000
-22.423587057117274,-23.309044077092626,-9.074709,-22.754630558887833,66,0.0,10,-22.754630558887833,0.0,-23.309044077092626,89.06985,-22.75463055888783,0.0,-22.423587057117274,10,0.25330637601067824,0.25330637601067824,-22.75463055888783,-9123.023,66,nan,531540.2,0.0,1808000
919.7954563837479,-112.43014393370571,-10.341017,253.28488001523843,67,0.0,10,253.28488001523843,0.2,-112.43014393370571,186.93478,253.28488001523843,0.2,919.7954563837479,10,331.4364551891899,331.4364551891899,253.28488001523843,-12686.383,67,nan,739813.5,0.0,1832000
79.69836578948366,-83.2954326164064,-10.20224,-18.752017010613734,68,0.0,10,-18.752017010613734,0.0,-83.2954326164064,117.84277,-18.752017010613745,0.0,79.69836578948366,10,37.65766811045213,37.65766811045213,-18.752017010613745,-15776.412,68,nan,1042520.56,0.0,1856000
3565.1527873068303,-101.30522135847941,-10.573218,837.7442419615111,69,0.0,10,837.7442419615111,0.1,-101.30522135847941,170.89348,837.7442419615111,0.1,3565.1527873068303,10,1380.0517707765184,1380.0517707765184,837.7442419615111,-17681.19,69,nan,1203017.6,0.0,1880000
65359.6180329428,-68.00705465367004,-11.40926,6521.589150926009,70,0.0,10,6521.589150926009,0.7,-68.00705465367004,124.53669,6521.589150926006,0.7,65359.6180329428,10,19612.692572875116,19612.692572875116,6521.589150926006,-20879.207,70,nan,1575143.4,0.0,1904000
-24.683464043516327,-27.06214393701236,-12.776066,-25.996535031187232,71,0.0,10,-25.996535031187232,0.0,-27.06214393701236,488.11185,-25.99653503118724,0.0,-24.683464043516327,10,0.8191858561947445,0.8191858561947445,-25.99653503118724,-23341.377,71,nan,2353881.2,0.0,1928000
-15.928349783782686,-38.46796150451813,-14.365657,-24.017073245505397,72,0.0,10,-24.017073245505397,0.0,-38.46796150451813,418.77155,-24.017073245505394,0.0,-15.928349783782686,10,8.148212654741616,8.148212654741616,-24.017073245505394,-29090.414,72,nan,3260005.0,0.0,1952000
28.88566355424328,-34.38881238464549,-14.982469,-19.81970528348656,73,0.0,10,-19.81970528348656,0.0,-34.38881238464549,191.57735,-19.819705283486563,0.0,28.88566355424328,10,17.056673541159853,17.056673541159853,-19.819705283486563,-35121.508,73,nan,3638174.2,0.0,1976000
1765.5465207217255,-81.07117443305096,-13.461226,148.2328541192903,74,0.0,10,148.2328541192903,0.1,-81.07117443305096,237.83173,148.23285411929027,0.1,1765.5465207217255,10,539.4501053635228,539.4501053635228,148.23285411929027,-36109.297,74,nan,3702467.5,0.0,2000000
-41.313368745257826,-115.96751129280041,-6.3862996,-86.28507720677369,75,0.0,10,-86.28507720677369,0.0,-115.96751129280041,1976.7478,-86.28507720677366,0.0,-41.313368745257826,10,23.975574642261712,23.975574642261712,-86.28507720677366,-17277.96,75,nan,2053539.2,0.0,2024000
-76.9484294466738,-78.33026947266373,-4.546536,-77.09230327778147,76,0.0,10,-77.09230327778147,0.0,-78.33026947266373,10068.318,-77.09230327778145,0.0,-76.9484294466738,10,0.4129566078701851,0.4129566078701851,-77.09230327778145,-6495.278,76,nan,1559724.5,0.0,2048000
-77.49334195894863,-79.67468057044782,-4.563477,-79.40926881243885,77,0.0,10,-79.40926881243885,0.0,-79.67468057044782,4996.354,-79.40926881243888,0.0,-77.49334195894863,10,0.6514991601986998,0.6514991601986998,-79.40926881243888,-1344.7133,77,nan,679575.56,0.0,2072000
-79.43682103880744,-83.74157320093903,-4.490757,-83.25849755646989,78,0.0,10,-83.25849755646989,0.0,-83.74157320093903,1545.2944,-83.25849755646988,0.0,-79.43682103880744,10,1.2740490328078382,1.2740490328078382,-83.25849755646988,-1824.5416,78,nan,597812.25,0.0,2096000
-90.07216168372837,-101.89211991877809,-5.874369,-96.57476128886117,79,0.0,10,-96.57476128886117,0.0,-101.89211991877809,2531.8652,-96.57476128886113,0.0,-90.07216168372837,10,4.021737939112121,4.021737939112121,-96.57476128886113,-1591.4558,79,nan,504754.12,0.0,2120000
530.9340863924696,-36.253168066059736,-8.323203,35.32306169086307,80,0.0,10,35.32306169086307,0.0,-36.253168066059736,2357.059,35.32306169086307,0.0,530.9340863924696,10,165.29677432521436,165.29677432521436,35.32306169086307,-1976.401,80,nan,504056.06,0.0,2144000
-20.535205471088187,-50.684865888258,-12.089541,-24.93953421717739,81,0.0,10,-24.93953421717739,0.0,-50.684865888258,382.2882,-24.939534217177382,0.0,-20.535205471088187,10,8.618764787965326,8.618764787965326,-24.939534217177382,-14008.26,81,nan,1381103.9,0.0,2168000
-19.97741602669654,-27.998302587910825,-13.751368,-21.39944334089238,82,0.0,10,-21.39944334089238,0.0,-27.998302587910825,92.90111,-21.39944334089238,0.0,-19.97741602669654,10,2.247953147108791,2.247953147108791,-21.39944334089238,-23682.543,82,nan,2811383.0,0.0,2192000
19.123567237247485,-143.27606589655642,-14.702718,-36.19690775794877,83,0.0,10,-36.19690775794877,0.2,-143.27606589655642,301.27246,-36.19690775794877,0.2,19.123567237247485,10,55.88936766349701,55.88936766349701,-36.19690775794877,-31115.371,83,nan,4005912.8,0.0,2216000
-81.87684995343061,-83.20428680273797,-14.15192,-82.37485140100652,84,0.0,10,-82.37485140100652,0.0,-83.20428680273797,138.42648,-82.37485140100652,0.0,-81.87684995343061,10,0.3101024041669478,0.3101024041669478,-82.37485140100652,-36277.586,84,nan,4794691.5,0.0,2240000
-16.931724439786322,-28.248946090713343,-9.842213,-24.42036599641595,85,0.0,10,-24.42036599641595,0.0,-28.248946090713343,290.2298,-24.420365996415946,0.0,-16.931724439786322,10,3.6544060216161474,3.6544060216161474,-24.420365996415946,-22610.916,85,nan,3360970.8,0.0,2264000
24.817092787620567,-131.2365876165181,-11.507797,-35.42843836248217,86,0.0,10,-35.42843836248217,0.2,-131.2365876165181,1199.4371,-35.42843836248217,0.2,24.817092787620567,10,38.087270994619075,38.087270994619075,-35.42843836248217,-22629.293,86,nan,3511105.5,0.0,2288000
26487.022274925148,-112.36931248819513,-13.429725,2619.5177230082054,87,0.0,10,2619.5177230082054,0.1,-112.36931248819513,595.80475,2619.5177230082086,0.1,26487.022274925148,10,7955.945913168643,7955.945913168643,2619.5177230082086,-29400.893,87,nan,4236516.0,0.0,2312000
90384.29155311393,-130.02646116161316,-13.691578,20814.101741493872,88,0.0,10,20814.101741493872,0.3,-130.02646116161316,150.70369,20814.101741493872,0.3,90384.29155311393,10,35328.226944490605,35328.226944490605,20814.101741493872,-34949.36,88,nan,4457077.0,0.0,2336000
24710.752084053544,-105.19886519800751,-12.579574,2430.724232887252,89,0.0,10,2430.724232887252,0.1,-105.19886519800751,9807.167,2430.724232887252,0.1,24710.752084053544,10,7426.818359587727,7426.818359587727,2430.724232887252,-30625.453,89,nan,3766774.8,0.0,2360000
-116.039927453477,-117.01926030738201,-12.126285,-116.85071306790876,90,0.0,10,-116.85071306790876,0.0,-117.01926030738201,5252.5483,-116.85071306790913,0.0,-116.039927453477,10,0.3315700405864046,0.3315700405864046,-116.85071306790913,-23331.154,90,nan,3165941.2,0.0,2384000
26661.50965181867,-118.43204444666583,-13.534087,6708.403709557222,91,0.0,10,6708.403709557222,0.2,-118.43204444666583,3031.8188,6708.403709557223,0.2,26661.50965181867,10,10387.247965151406,10387.247965151406,6708.403709557223,-22057.572,91,nan,3366727.8,0.0,2408000
123873.77814330085,-109.79527740434703,-14.180309,12369.24615029062,92,0.0,10,12369.24615029062,0.1,-109.79527740434703,2720.8335,12369.24615029062,0.1,123873.77814330085,10,37168.23719154019,37168.23719154019,12369.24615029062,-29312.133,92,nan,4255747.0,0.0,2432000
