MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/box-close-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/box-close-v1/Iteration,MetaTest/box-close-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/box-close-v1/MaxReturn,MetaTest/box-close-v1/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/SuccessRate,MetaTest/box-close-v1/NumTrajs
-21.317844643657438,224000,0.0,10,-19.981283466467975,-19.98128346646798,0.0,0,1.0723150019355343,0,-18.125084014626168,-21.317844643657438,1.0723150019355343,-18.125084014626168,0.0,-19.98128346646798,-19.981283466467975,0.0,10
-31.000664746630704,248000,0.0,10,-27.08083323487106,-27.080833234871058,0.0,1,2.227381693883783,1,-24.115519509554233,-31.000664746630704,2.227381693883783,-24.115519509554233,0.0,-27.080833234871058,-27.08083323487106,0.0,10
-16.704259561925188,272000,0.0,10,-15.773616593241902,-15.773616593241902,0.0,2,0.3729984680964725,2,-15.290862148897814,-16.704259561925188,0.3729984680964725,-15.290862148897814,0.0,-15.773616593241902,-15.773616593241902,0.0,10
-16.88432997257299,296000,0.0,10,-15.37092918640623,-15.37092918640623,0.0,3,0.652846396871107,3,-14.70780244904985,-16.88432997257299,0.652846396871107,-14.70780244904985,0.0,-15.37092918640623,-15.37092918640623,0.0,10
-17.740741283662537,320000,0.0,10,-16.383298277306377,-16.383298277306384,0.0,4,1.2301001047384574,4,-14.00937856060053,-17.740741283662537,1.2301001047384574,-14.00937856060053,0.0,-16.383298277306384,-16.383298277306377,0.0,10
-17.395401414124656,344000,0.0,10,-16.445736440134066,-16.445736440134066,0.0,5,0.8889961763255023,5,-13.952834320823163,-17.395401414124656,0.8889961763255023,-13.952834320823163,0.0,-16.445736440134066,-16.445736440134066,0.0,10
-15.817250392820144,368000,0.0,10,-14.173715001915685,-14.173715001915681,0.0,6,0.757703886693525,6,-13.218678942631334,-15.817250392820144,0.757703886693525,-13.218678942631334,0.0,-14.173715001915681,-14.173715001915685,0.0,10
-16.302104858186485,392000,0.0,10,-12.47620518994059,-12.47620518994059,0.0,7,3.3364110094463615,7,-8.06176592483075,-16.302104858186485,3.3364110094463615,-8.06176592483075,0.0,-12.47620518994059,-12.47620518994059,0.0,10
-15.979992255455283,416000,0.0,10,-12.878262410476328,-12.878262410476328,0.0,8,2.684846536536967,8,-7.707102831473922,-15.979992255455283,2.684846536536967,-7.707102831473922,0.0,-12.878262410476328,-12.878262410476328,0.0,10
-16.505196129122382,440000,0.0,10,-9.212506693162648,-9.212506693162648,0.0,9,4.1060540748332155,9,-5.770370197028021,-16.505196129122382,4.1060540748332155,-5.770370197028021,0.0,-9.212506693162648,-9.212506693162648,0.0,10
-13.36263406446341,464000,0.0,10,-9.380279722412633,-9.380279722412629,0.0,10,2.235789971834991,10,-7.229154116955814,-13.36263406446341,2.235789971834991,-7.229154116955814,0.0,-9.380279722412629,-9.380279722412633,0.0,10
-6.528214897685093,488000,0.0,10,-5.333653402874075,-5.333653402874076,0.0,11,0.8841770872871004,11,-4.312895642314519,-6.528214897685093,0.8841770872871004,-4.312895642314519,0.0,-5.333653402874076,-5.333653402874075,0.0,10
-8.616560946595671,512000,0.0,10,-5.803862440854338,-5.803862440854338,0.0,12,1.2607958480248478,12,-4.94763227617452,-8.616560946595671,1.2607958480248478,-4.94763227617452,0.0,-5.803862440854338,-5.803862440854338,0.0,10
-7.464801888582659,536000,0.0,10,-5.717551082308991,-5.717551082308992,0.0,13,0.9332514219679167,13,-4.989645105230448,-7.464801888582659,0.9332514219679167,-4.989645105230448,0.0,-5.717551082308992,-5.717551082308991,0.0,10
-7.992243552730047,560000,0.0,10,-6.408166063675793,-6.4081660636757904,0.0,14,0.6784353024315463,14,-5.94580967287026,-7.992243552730047,0.6784353024315463,-5.94580967287026,0.0,-6.4081660636757904,-6.408166063675793,0.0,10
-8.449465447930216,584000,0.0,10,-6.80600194184387,-6.80600194184387,0.0,15,1.0969920087982323,15,-5.213991968429741,-8.449465447930216,1.0969920087982323,-5.213991968429741,0.0,-6.80600194184387,-6.80600194184387,0.0,10
-6.612193240437707,608000,0.0,10,-5.822243214099693,-5.822243214099691,0.0,16,0.34010278492836016,16,-5.338378672958485,-6.612193240437707,0.34010278492836016,-5.338378672958485,0.0,-5.822243214099691,-5.822243214099693,0.0,10
-5.611457810594024,632000,0.0,10,-4.969277425832596,-4.969277425832594,0.0,17,0.3626231869941701,17,-4.581065247545814,-5.611457810594024,0.3626231869941701,-4.581065247545814,0.0,-4.969277425832594,-4.969277425832596,0.0,10
-5.977259222644582,656000,0.0,10,-4.952714745020993,-4.952714745020993,0.0,18,0.5244003270301968,18,-4.339324885494874,-5.977259222644582,0.5244003270301968,-4.339324885494874,0.0,-4.952714745020993,-4.952714745020993,0.0,10
-6.478437071676457,680000,0.0,10,-5.5696754212618655,-5.569675421261865,0.0,19,0.5173189998889162,19,-4.777618434908355,-6.478437071676457,0.5173189998889162,-4.777618434908355,0.0,-5.569675421261865,-5.5696754212618655,0.0,10
-6.033472777920151,704000,0.0,10,-5.0965313077641925,-5.0965313077641925,0.0,20,0.6066066430545438,20,-4.0246861985293965,-6.033472777920151,0.6066066430545438,-4.0246861985293965,0.0,-5.0965313077641925,-5.0965313077641925,0.0,10
-4.8795368363354585,728000,0.0,10,-4.528397749684235,-4.5283977496842365,0.0,21,0.22421768671546002,21,-4.213938684566872,-4.8795368363354585,0.22421768671546002,-4.213938684566872,0.0,-4.5283977496842365,-4.528397749684235,0.0,10
-5.666260000898295,752000,0.0,10,-4.894555161408417,-4.894555161408418,0.0,22,0.411939974341698,22,-4.334327433691664,-5.666260000898295,0.411939974341698,-4.334327433691664,0.0,-4.894555161408418,-4.894555161408417,0.0,10
-6.261153127749798,776000,0.0,10,-5.931902432239933,-5.931902432239932,0.0,23,0.20544158361528952,23,-5.510821444037084,-6.261153127749798,0.20544158361528952,-5.510821444037084,0.0,-5.931902432239932,-5.931902432239933,0.0,10
-6.7415142474298975,800000,0.0,10,-5.557508311632962,-5.557508311632961,0.0,24,0.6064254891689514,24,-4.644705811819163,-6.7415142474298975,0.6064254891689514,-4.644705811819163,0.0,-5.557508311632961,-5.557508311632962,0.0,10
-5.2932515483829325,824000,0.0,10,-4.541313941887224,-4.541313941887223,0.0,25,0.45528494554541876,25,-3.9238674116487777,-5.2932515483829325,0.45528494554541876,-3.9238674116487777,0.0,-4.541313941887223,-4.541313941887224,0.0,10
-6.00291438693919,848000,0.0,10,-5.201927732954246,-5.201927732954248,0.0,26,0.6194592459511146,26,-4.159904866061273,-6.00291438693919,0.6194592459511146,-4.159904866061273,0.0,-5.201927732954248,-5.201927732954246,0.0,10
-4.975991767297006,872000,0.0,10,-4.499294605575376,-4.4992946055753755,0.0,27,0.3749464289036224,27,-3.9517888466389905,-4.975991767297006,0.3749464289036224,-3.9517888466389905,0.0,-4.4992946055753755,-4.499294605575376,0.0,10
-5.428918617233341,896000,0.0,10,-4.734659053481658,-4.734659053481658,0.0,28,0.4921683537331565,28,-3.9561747973253496,-5.428918617233341,0.4921683537331565,-3.9561747973253496,0.0,-4.734659053481658,-4.734659053481658,0.0,10
-6.844156971447725,920000,0.0,10,-6.206228639666252,-6.206228639666252,0.0,29,0.35735808464558094,29,-5.483671527911437,-6.844156971447725,0.35735808464558094,-5.483671527911437,0.0,-6.206228639666252,-6.206228639666252,0.0,10
-5.958456852179356,944000,0.0,10,-4.9213635059980945,-4.921363505998093,0.0,30,0.6058179889646808,30,-3.792656677017538,-5.958456852179356,0.6058179889646808,-3.792656677017538,0.0,-4.921363505998093,-4.9213635059980945,0.0,10
-6.750404896177502,968000,0.0,10,-5.597608703986463,-5.597608703986461,0.0,31,0.7825134976073759,31,-4.3276219779735445,-6.750404896177502,0.7825134976073759,-4.3276219779735445,0.0,-5.597608703986461,-5.597608703986463,0.0,10
-6.897446045395944,992000,0.0,10,-5.853881593756239,-5.853881593756239,0.0,32,0.6606560379101658,32,-5.082841700113082,-6.897446045395944,0.6606560379101658,-5.082841700113082,0.0,-5.853881593756239,-5.853881593756239,0.0,10
-6.422795507252019,1016000,0.0,10,-4.155756061184716,-4.155756061184715,0.0,33,0.939151622919785,33,-3.2020200474818976,-6.422795507252019,0.939151622919785,-3.2020200474818976,0.0,-4.155756061184715,-4.155756061184716,0.0,10
-5.472952093024681,1040000,0.0,10,-4.804580835083934,-4.804580835083934,0.0,34,0.3909065827909624,34,-3.9796074737619564,-5.472952093024681,0.3909065827909624,-3.9796074737619564,0.0,-4.804580835083934,-4.804580835083934,0.0,10
-6.895550815430324,1064000,0.0,10,-4.643092487956049,-4.643092487956051,0.0,35,1.391666345032914,35,-2.123797528740562,-6.895550815430324,1.391666345032914,-2.123797528740562,0.0,-4.643092487956051,-4.643092487956049,0.0,10
-4.742768665766159,1088000,0.0,10,-3.6929144156272335,-3.6929144156272344,0.0,36,0.7715134922055656,36,-2.47197368992586,-4.742768665766159,0.7715134922055656,-2.47197368992586,0.0,-3.6929144156272344,-3.6929144156272335,0.0,10
-5.371915283376024,1112000,0.0,10,-4.232556720076658,-4.2325567200766585,0.0,37,0.7529540019920395,37,-2.879032225540154,-5.371915283376024,0.7529540019920395,-2.879032225540154,0.0,-4.2325567200766585,-4.232556720076658,0.0,10
-7.234479822824133,1136000,0.0,10,-4.198881527016484,-4.198881527016483,0.0,38,1.66573012380448,38,-2.085827661115109,-7.234479822824133,1.66573012380448,-2.085827661115109,0.0,-4.198881527016483,-4.198881527016484,0.0,10
-6.082943979433605,1160000,0.0,10,-3.7831453039933125,-3.7831453039933125,0.0,39,1.1825613356940206,39,-2.4500176414420687,-6.082943979433605,1.1825613356940206,-2.4500176414420687,0.0,-3.7831453039933125,-3.7831453039933125,0.0,10
-3.7422357785218874,1184000,0.0,10,-2.6982180814819356,-2.6982180814819356,0.0,40,0.4850784095867973,40,-1.9698284254947767,-3.7422357785218874,0.4850784095867973,-1.9698284254947767,0.0,-2.6982180814819356,-2.6982180814819356,0.0,10
-2.708136927458293,1208000,0.0,10,-1.8752740594442912,-1.8752740594442912,0.0,41,0.539945349465795,41,-0.8760907053966125,-2.708136927458293,0.539945349465795,-0.8760907053966125,0.0,-1.8752740594442912,-1.8752740594442912,0.0,10
-5.359915531910507,1232000,0.0,10,-3.5141041142304017,-3.5141041142304,0.0,42,0.9296555330224139,42,-2.4189459633337194,-5.359915531910507,0.9296555330224139,-2.4189459633337194,0.0,-3.5141041142304,-3.5141041142304017,0.0,10
-3.2746118422229378,1256000,0.0,10,-2.424738408197379,-2.424738408197379,0.0,43,0.46962881319562333,43,-1.3678333896050658,-3.2746118422229378,0.46962881319562333,-1.3678333896050658,0.0,-2.424738408197379,-2.424738408197379,0.0,10
-3.446728590152592,1280000,0.0,10,-1.9822063383601545,-1.9822063383601545,0.0,44,0.6423408688908048,44,-1.106287799751817,-3.446728590152592,0.6423408688908048,-1.106287799751817,0.0,-1.9822063383601545,-1.9822063383601545,0.0,10
-2.873519088340735,1304000,0.0,10,-1.7759815984394571,-1.7759815984394567,0.0,45,0.5745068054194464,45,-1.009450614687315,-2.873519088340735,0.5745068054194464,-1.009450614687315,0.0,-1.7759815984394567,-1.7759815984394571,0.0,10
-3.367634187226726,1328000,0.0,10,-2.1081967479521424,-2.1081967479521415,0.0,46,0.7916721727244217,46,-0.97305408381155,-3.367634187226726,0.7916721727244217,-0.97305408381155,0.0,-2.1081967479521415,-2.1081967479521424,0.0,10
-3.38631961482695,1352000,0.0,10,-1.9163973166656543,-1.9163973166656543,0.0,47,0.7388214424464883,47,-1.0871954453935528,-3.38631961482695,0.7388214424464883,-1.0871954453935528,0.0,-1.9163973166656543,-1.9163973166656543,0.0,10
-4.673018178341654,1376000,0.0,10,-2.258181703449039,-2.258181703449039,0.0,48,1.104763046639748,48,-0.8333212505137788,-4.673018178341654,1.104763046639748,-0.8333212505137788,0.0,-2.258181703449039,-2.258181703449039,0.0,10
