MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/box-close-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/box-close-v1/Iteration,MetaTest/box-close-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/box-close-v1/MaxReturn,MetaTest/box-close-v1/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/SuccessRate,MetaTest/box-close-v1/NumTrajs
-3.9432462732795774,1400000,0.0,10,-2.2061903421798443,-2.2061903421798443,0.0,49,0.8440748820305612,49,-1.1368178997707183,-3.9432462732795774,0.8440748820305612,-1.1368178997707183,0.0,-2.2061903421798443,-2.2061903421798443,0.0,10
-5.4153725516239435,1424000,0.0,10,-2.2521896975975535,-2.252189697597554,0.0,50,1.141607620156998,50,-1.2389270690331142,-5.4153725516239435,1.141607620156998,-1.2389270690331142,0.0,-2.252189697597554,-2.2521896975975535,0.0,10
-2.5932826442285037,1448000,0.0,10,-2.053064850560492,-2.0530648505604914,0.0,51,0.45132841196105195,51,-1.0185288422685352,-2.5932826442285037,0.45132841196105195,-1.0185288422685352,0.0,-2.0530648505604914,-2.053064850560492,0.0,10
-3.2657441765657214,1472000,0.0,10,-2.120337633309452,-2.1203376333094517,0.0,52,0.5561940022934578,52,-1.465784732150799,-3.2657441765657214,0.5561940022934578,-1.465784732150799,0.0,-2.1203376333094517,-2.120337633309452,0.0,10
-4.294056795086381,1496000,0.0,10,-2.7215845304402353,-2.721584530440235,0.0,53,0.9491741940120677,53,-1.5491447167838701,-4.294056795086381,0.9491741940120677,-1.5491447167838701,0.0,-2.721584530440235,-2.7215845304402353,0.0,10
-4.295534490849137,1520000,0.0,10,-2.575921642902963,-2.575921642902963,0.0,54,0.9032234609187738,54,-1.579192429561226,-4.295534490849137,0.9032234609187738,-1.579192429561226,0.0,-2.575921642902963,-2.575921642902963,0.0,10
-4.846468438292944,1544000,0.0,10,-2.88481828626842,-2.8848182862684206,0.0,55,1.0890924879578818,55,-1.7937369938245897,-4.846468438292944,1.0890924879578818,-1.7937369938245897,0.0,-2.8848182862684206,-2.88481828626842,0.0,10
-5.132215665870455,1568000,0.0,10,-3.7431912065504584,-3.7431912065504584,0.0,56,0.9790305877594075,56,-2.0459681985542795,-5.132215665870455,0.9790305877594075,-2.0459681985542795,0.0,-3.7431912065504584,-3.7431912065504584,0.0,10
-4.189252334606001,1592000,0.0,10,-2.1148666655532478,-2.1148666655532478,0.0,57,0.8069922616899817,57,-1.4374301209390707,-4.189252334606001,0.8069922616899817,-1.4374301209390707,0.0,-2.1148666655532478,-2.1148666655532478,0.0,10
-6.286514939278511,1616000,0.0,10,-3.265527676049821,-3.26552767604982,0.0,58,1.047794843607677,58,-2.5963904804026705,-6.286514939278511,1.047794843607677,-2.5963904804026705,0.0,-3.26552767604982,-3.265527676049821,0.0,10
-4.897552713938786,1640000,0.0,10,-3.6632000128110525,-3.6632000128110525,0.0,59,0.9994505452827374,59,-2.197165185532199,-4.897552713938786,0.9994505452827374,-2.197165185532199,0.0,-3.6632000128110525,-3.6632000128110525,0.0,10
-5.511089332873338,1664000,0.0,10,-4.363855558401692,-4.36385555840169,0.0,60,0.8611936450642355,60,-3.0383612831573905,-5.511089332873338,0.8611936450642355,-3.0383612831573905,0.0,-4.36385555840169,-4.363855558401692,0.0,10
-7.428210338523888,1688000,0.0,10,-4.236665477172799,-4.236665477172798,0.0,61,1.1411267898412916,61,-3.3917529547022927,-7.428210338523888,1.1411267898412916,-3.3917529547022927,0.0,-4.236665477172798,-4.236665477172799,0.0,10
-8.200268977228145,1712000,0.0,10,-5.026335895561557,-5.026335895561557,0.0,62,2.0359723664264386,62,-2.1915357834804934,-8.200268977228145,2.0359723664264386,-2.1915357834804934,0.0,-5.026335895561557,-5.026335895561557,0.0,10
-15.144460834607077,1736000,0.0,10,-8.923910857369325,-8.923910857369327,0.0,63,5.117662738040108,63,-2.3068929421209488,-15.144460834607077,5.117662738040108,-2.3068929421209488,0.0,-8.923910857369327,-8.923910857369325,0.0,10
-74.46336700965105,1760000,0.0,10,-23.757123452252294,-23.757123452252284,0.0,64,21.811706750106485,64,-6.858456134660671,-74.46336700965105,21.811706750106485,-6.858456134660671,0.0,-23.757123452252284,-23.757123452252294,0.0,10
-63.12618231012322,1784000,0.0,10,65.12911828219045,65.12911828219036,0.0,65,351.4006718341046,65,1118.316587669259,-63.12618231012322,351.4006718341046,1118.316587669259,0.0,65.12911828219036,65.12911828219045,0.0,10
-93.1692604858633,1808000,0.0,10,751.7711137676707,751.7711137676708,0.0,66,1599.612563174456,66,4611.636552311515,-93.1692604858633,1599.612563174456,4611.636552311515,0.0,751.7711137676708,751.7711137676707,0.0,10
-110.60717869416689,1832000,0.0,10,535.8027036828452,535.8027036828455,0.0,67,1688.7101768913242,67,5578.385581250788,-110.60717869416689,1688.7101768913242,5578.385581250788,0.0,535.8027036828455,535.8027036828452,0.0,10
-98.59390635638965,1856000,0.0,10,638.0722899643007,638.0722899643008,0.0,68,2164.0461373171684,68,7130.134731147283,-98.59390635638965,2164.0461373171684,7130.134731147283,0.0,638.0722899643008,638.0722899643007,0.0,10
-110.35726939374891,1880000,0.0,10,857.3553295702862,857.3553295702866,0.0,69,1956.0268242476927,69,6123.096637417533,-110.35726939374891,1956.0268242476927,6123.096637417533,0.0,857.3553295702866,857.3553295702862,0.0,10
-108.96649394199065,1904000,0.0,10,-90.50921197750726,-90.50921197750726,0.0,70,23.95006449073077,70,-27.004707373765285,-108.96649394199065,23.95006449073077,-27.004707373765285,0.0,-90.50921197750726,-90.50921197750726,0.0,10
-117.36622985735309,1928000,0.0,10,931.1650651583992,931.1650651583996,0.0,71,2153.9123009763744,71,6781.797362556318,-117.36622985735309,2153.9123009763744,6781.797362556318,0.0,931.1650651583996,931.1650651583992,0.0,10
-69.44603389310589,1952000,0.0,10,1314.7871161741964,1314.7871161741969,0.0,72,2052.4045961063116,72,5608.724935213479,-69.44603389310589,2052.4045961063116,5608.724935213479,0.0,1314.7871161741969,1314.7871161741964,0.0,10
-110.34942822748059,1976000,0.0,10,421.4195750922997,421.41957509229934,0.0,73,1126.5099326726113,73,3692.86348507354,-110.34942822748059,1126.5099326726113,3692.86348507354,0.0,421.41957509229934,421.4195750922997,0.0,10
