MetaTest/button-press-topdown-v1/TerminationRate,TotalEnvSteps,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/Iteration,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/button-press-topdown-v1/MinReturn,MetaTest/button-press-topdown-v1/AverageReturn,MetaTest/button-press-topdown-v1/StdReturn
0.0,1136000,432.3007442166248,10,432.3007442166248,4542.805379840696,-29.095292065548254,0.4,0.0,4542.805379840696,432.30074421662493,38,10,38,0.4,1370.1723082032443,-29.095292065548254,432.30074421662493,1370.1723082032443
0.0,1160000,76524.97243232318,10,76524.97243232318,330463.0846430873,-147.61335920543533,0.4,0.0,330463.0846430873,76524.97243232312,39,10,39,0.4,120791.12780272645,-147.61335920543533,76524.97243232312,120791.12780272645
0.0,1184000,64814.89781066209,10,64814.89781066209,337206.0145476331,-149.48523124660198,0.4,0.0,337206.0145476331,64814.89781066209,40,10,40,0.4,124998.95071010206,-149.48523124660198,64814.89781066209,124998.95071010206
0.0,1208000,285363.85465534835,10,285363.85465534835,333379.51071890787,118335.42533954904,0.9,0.0,333379.51071890787,285363.8546553485,41,10,41,0.9,64112.97924036432,118335.42533954904,285363.8546553485,64112.97924036432
0.0,1232000,221430.58997266804,10,221430.58997266804,320244.53040398227,-17.288028891448253,0.9,0.0,320244.53040398227,221430.58997266804,42,10,42,0.9,119834.14708617728,-17.288028891448253,221430.58997266804,119834.14708617728
0.0,1256000,291477.9051275901,10,291477.9051275901,339037.8886533877,209080.91251666835,1.0,0.0,339037.8886533877,291477.90512759006,43,10,43,1.0,47120.9197488284,209080.91251666835,291477.90512759006,47120.9197488284
0.0,1280000,83336.33299994437,10,83336.33299994437,249247.10442991322,-154.76256708256193,0.3,0.0,249247.10442991322,83336.33299994437,44,10,44,0.3,101069.8824006669,-154.76256708256193,83336.33299994437,101069.8824006669
0.0,1304000,54898.774743640155,10,54898.774743640155,208219.42205362575,-138.48533237837125,0.2,0.0,208219.42205362575,54898.77474364013,45,10,45,0.2,76603.24868609157,-138.48533237837125,54898.77474364013,76603.24868609157
0.0,1328000,8536.902698823298,10,8536.902698823298,74097.04288770302,-105.20074110144556,0.0,0.0,74097.04288770302,8536.90269882329,46,10,46,0.0,21983.666863605093,-105.20074110144556,8536.90269882329,21983.666863605093
0.0,1352000,66795.53332434726,10,66795.53332434726,241520.0290721438,-116.11515022979611,0.0,0.0,241520.0290721438,66795.53332434726,47,10,47,0.0,94548.8580199876,-116.11515022979611,66795.53332434726,94548.8580199876
0.0,1376000,121541.3565109608,10,121541.3565109608,338106.73064782034,-110.22111411608277,0.5,0.0,338106.73064782034,121541.35651096082,48,10,48,0.5,132709.6402388243,-110.22111411608277,121541.35651096082,132709.6402388243
0.0,1400000,59677.01958309587,10,59677.01958309587,329576.77683220676,-124.3356732431125,0.3,0.0,329576.77683220676,59677.01958309588,49,10,49,0.3,105399.75468886661,-124.3356732431125,59677.01958309588,105399.75468886661
0.0,1424000,203881.3817143126,10,203881.3817143126,342843.4972362561,28528.405153194108,0.9,0.0,342843.4972362561,203881.38171431265,50,10,50,0.9,115479.59086724841,28528.405153194108,203881.38171431265,115479.59086724841
0.0,1448000,255513.0379112172,10,255513.0379112172,336299.7962542373,12052.381613597488,0.8,0.0,336299.7962542373,255513.03791121714,51,10,51,0.8,88139.71406468147,12052.381613597488,255513.03791121714,88139.71406468147
0.0,1472000,214440.41710711882,10,214440.41710711882,334052.0605140947,30466.980265817296,0.8,0.0,334052.0605140947,214440.41710711885,52,10,52,0.8,117185.60304663448,30466.980265817296,214440.41710711885,117185.60304663448
0.0,1496000,236519.08622840032,10,236519.08622840032,325112.9234005494,20390.314029854468,0.7,0.0,325112.9234005494,236519.08622840038,53,10,53,0.7,91303.11268491337,20390.314029854468,236519.08622840038,91303.11268491337
0.0,1520000,304346.5258692056,10,304346.5258692056,337058.88699546293,218592.35467599044,0.9,0.0,337058.88699546293,304346.5258692055,54,10,54,0.9,37021.807376648765,218592.35467599044,304346.5258692055,37021.807376648765
0.0,1544000,199858.3098402368,10,199858.3098402368,299167.022031504,30693.36854670601,0.7,0.0,299167.022031504,199858.30984023673,55,10,55,0.7,106647.90843939023,30693.36854670601,199858.30984023673,106647.90843939023
0.0,1568000,222930.45432112543,10,222930.45432112543,317589.7025963383,4872.843949481387,0.9,0.0,317589.7025963383,222930.45432112546,56,10,56,0.9,104791.02619743886,4872.843949481387,222930.45432112546,104791.02619743886
0.0,1592000,170380.1862299411,10,170380.1862299411,336806.87685496715,7320.196699951889,0.3,0.0,336806.87685496715,170380.18622994112,57,10,57,0.3,109510.81535041188,7320.196699951889,170380.18622994112,109510.81535041188
0.0,1616000,149093.4984984504,10,149093.4984984504,254132.46656909937,10554.048951149443,0.1,0.0,254132.46656909937,149093.49849845035,58,10,58,0.1,93630.9392786808,10554.048951149443,149093.49849845035,93630.9392786808
0.0,1640000,85241.87890588187,10,85241.87890588187,274478.7355060545,9227.605187219766,0.1,0.0,274478.7355060545,85241.87890588184,59,10,59,0.1,100569.49147097388,9227.605187219766,85241.87890588184,100569.49147097388
0.0,1664000,216907.0594798418,10,216907.0594798418,321231.00145513815,1300.3533969094176,0.1,0.0,321231.00145513815,216907.0594798418,60,10,60,0.1,77323.07371447339,1300.3533969094176,216907.0594798418,77323.07371447339
0.0,1688000,120465.75954634316,10,120465.75954634316,305852.4422100674,15838.757617487434,0.4,0.0,305852.4422100674,120465.7595463432,61,10,61,0.4,119326.5671639913,15838.757617487434,120465.7595463432,119326.5671639913
0.0,1712000,243618.73714823736,10,243618.73714823736,314578.2287574828,27185.31541363832,1.0,0.0,314578.2287574828,243618.73714823747,62,10,62,1.0,83066.35019256406,27185.31541363832,243618.73714823747,83066.35019256406
0.0,1736000,232885.5065313153,10,232885.5065313153,289566.0556631572,29334.90783171298,0.6,0.0,289566.0556631572,232885.50653131533,63,10,63,0.6,73451.20962123082,29334.90783171298,232885.50653131533,73451.20962123082
0.0,1760000,120017.3325530384,10,120017.3325530384,331657.2120103648,-94.82397289057572,0.4,0.0,331657.2120103648,120017.3325530384,64,10,64,0.4,132478.42344926592,-94.82397289057572,120017.3325530384,132478.42344926592
0.0,1784000,138410.15838935965,10,138410.15838935965,342061.84771396447,-59.7493980889759,0.4,0.0,342061.84771396447,138410.1583893597,65,10,65,0.4,161844.15246340143,-59.7493980889759,138410.1583893597,161844.15246340143
0.0,1808000,122069.30013020341,10,122069.30013020341,339222.7960355148,-43.20186635371875,0.4,0.0,339222.7960355148,122069.30013020341,66,10,66,0.4,150927.87408462854,-43.20186635371875,122069.30013020341,150927.87408462854
0.0,1832000,137523.95518241252,10,137523.95518241252,340989.221245614,-101.69209439245132,0.5,0.0,340989.221245614,137523.95518241255,67,10,67,0.5,149018.7868997425,-101.69209439245132,137523.95518241255,149018.7868997425
0.0,1856000,110525.07755908172,10,110525.07755908172,282505.7313041163,-101.60818115532406,0.1,0.0,282505.7313041163,110525.07755908169,68,10,68,0.1,122873.32574864893,-101.60818115532406,110525.07755908169,122873.32574864893
0.0,1880000,43624.143470830844,10,43624.143470830844,121747.91145595459,5267.91472280287,0.0,0.0,121747.91145595459,43624.14347083085,69,10,69,0.0,39506.884859564794,5267.91472280287,43624.14347083085,39506.884859564794
0.0,1904000,231077.1427094532,10,231077.1427094532,333806.4871239508,37307.122537685034,0.8,0.0,333806.4871239508,231077.1427094532,70,10,70,0.8,103346.17786501737,37307.122537685034,231077.1427094532,103346.17786501737
0.0,1928000,291081.0971403464,10,291081.0971403464,338618.240864664,35519.873441752716,0.9,0.0,338618.240864664,291081.0971403463,71,10,71,0.9,91244.10895414712,35519.873441752716,291081.0971403463,91244.10895414712
0.0,1952000,229751.0681385453,10,229751.0681385453,336954.1585237127,-20.581022267116175,0.9,0.0,336954.1585237127,229751.06813854532,72,10,72,0.9,118192.75264709821,-20.581022267116175,229751.06813854532,118192.75264709821
