MetaTest/shelf-place-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/MaxReturn,MetaTest/shelf-place-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/shelf-place-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/shelf-place-v1/Iteration,MetaTest/shelf-place-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/shelf-place-v1/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/NumEpisodes,MetaTest/shelf-place-v1/TerminationRate
0.0,4.187962973234195,0.0,98.96504,-21.387561683466377,-21.387561683466377,-34.086036564812204,-34.086036564812204,-28.537913683216583,22,4.187962973234195,7.6563754,0.05791714,22,0.22480759,-28.537913683216573,10.017477,10,-28.537913683216583,-28.537913683216573,0.0,188000,10,0.0
0.0,4.389589787053969,0.0,101.70639,-19.856242179289747,-19.856242179289747,-33.016720351334705,-33.016720351334705,-26.046686631460933,23,4.389589787053969,7.6594787,0.051291976,23,0.18993677,-26.046686631460933,10.432287,10,-26.046686631460933,-26.046686631460933,0.0,194000,10,0.0
0.0,4.120318808872895,0.0,104.19855,-20.74546026444184,-20.74546026444184,-31.186574466320458,-31.186574466320458,-25.927910912855225,24,4.120318808872895,7.6801863,0.04550581,24,0.15639406,-25.927910912855218,9.382148,10,-25.927910912855225,-25.927910912855218,0.0,200000,10,0.0
0.0,4.28566184804548,0.0,106.91386,-18.603480241128704,-18.603480241128704,-34.331899955333164,-34.331899955333164,-26.96956935403449,25,4.28566184804548,7.6618133,0.04040325,25,0.1309245,-26.9695693540345,9.944211,10,-26.96956935403449,-26.9695693540345,0.0,206000,10,0.0
0.0,3.732604059856604,0.0,108.750404,-16.02832198105498,-16.02832198105498,-30.868829355160102,-30.868829355160102,-20.673560127492266,26,3.732604059856604,7.6999435,0.035813183,26,0.111220196,-20.67356012749227,10.645698,10,-20.673560127492266,-20.67356012749227,0.0,212000,10,0.0
0.0,3.1579328313355424,0.0,110.87458,-14.421493305155062,-14.421493305155062,-27.373156320316937,-27.373156320316937,-19.838655113302842,27,3.1579328313355424,7.7591214,0.0317196,27,0.094830975,-19.83865511330284,9.309086,10,-19.838655113302842,-19.83865511330284,0.0,218000,10,0.0
0.0,1.178378282202904,0.0,112.75012,-16.08917832204939,-16.08917832204939,-20.338454497638917,-20.338454497638917,-18.475038779314637,28,1.178378282202904,7.6545863,0.028201127,28,0.07562682,-18.475038779314637,10.185866,10,-18.475038779314637,-18.475038779314637,0.0,224000,10,0.0
0.0,0.6431377826350362,0.0,114.58495,-17.712619177445358,-17.712619177445358,-19.999972481984805,-19.999972481984805,-18.64175668854539,29,0.6431377826350362,7.6468163,0.02507478,29,0.063708745,-18.64175668854539,9.883994,10,-18.64175668854539,-18.64175668854539,0.0,230000,10,0.0
0.0,2.4991768542735096,0.0,116.191956,-16.23494680133327,-16.23494680133327,-24.021648108140006,-24.021648108140006,-21.900132240010453,30,2.4991768542735096,7.651232,0.022347344,30,0.049086012,-21.90013224001045,9.815012,10,-21.900132240010453,-21.90013224001045,0.0,236000,10,0.0
0.0,1.4000197170506081,0.0,117.58757,-16.695452772388034,-16.695452772388034,-21.932032810186136,-21.932032810186136,-20.070639216962906,31,1.4000197170506081,7.67326,0.020056918,31,0.037035037,-20.070639216962906,10.44766,10,-20.070639216962906,-20.070639216962906,0.0,242000,10,0.0
0.0,2.5715083619815093,0.0,118.70076,-13.268604120604575,-13.268604120604575,-23.005685993009067,-23.005685993009067,-20.379070985835884,32,2.5715083619815093,7.6704655,0.018100396,32,0.026731275,-20.379070985835888,10.184526,10,-20.379070985835884,-20.379070985835888,0.0,248000,10,0.0
0.0,2.5406027281067596,0.0,119.831566,-13.48471987903203,-13.48471987903203,-21.488715981460288,-21.488715981460288,-18.5204692403315,33,2.5406027281067596,7.6572104,0.016583996,33,0.015484918,-18.520469240331504,9.901697,10,-18.5204692403315,-18.520469240331504,0.0,254000,10,0.0
0.0,2.1233468114061322,0.0,120.64847,-17.6196755858074,-17.6196755858074,-23.25910799255938,-23.25910799255938,-20.486591287250825,34,2.1233468114061322,7.6611886,0.015512292,34,0.0056895562,-20.48659128725083,10.108212,10,-20.486591287250825,-20.48659128725083,0.0,260000,10,0.0
0.0,1.2048276246807283,0.0,121.538826,-17.69128685062449,-17.69128685062449,-22.398598962456308,-22.398598962456308,-19.908505992867617,35,1.2048276246807283,7.7681723,0.015687736,35,-0.0059237545,-19.908505992867617,10.204129,10,-19.908505992867617,-19.908505992867617,0.0,266000,10,0.0
0.0,1.7103135930435263,0.0,122.06924,-17.0867895866956,-17.0867895866956,-22.07850781676146,-22.07850781676146,-19.70462396714212,36,1.7103135930435263,7.6222844,0.017208971,36,-0.008091575,-19.704623967142116,10.250172,10,-19.70462396714212,-19.704623967142116,0.0,272000,10,0.0
0.0,1.4445154065931385,0.0,122.92891,-16.791466612113823,-16.791466612113823,-21.26202931272008,-21.26202931272008,-18.43190165150726,37,1.4445154065931385,7.623836,0.019194549,37,-0.009196028,-18.431901651507253,11.871312,10,-18.43190165150726,-18.431901651507253,0.0,278000,10,0.0
0.0,14.79425476831899,0.0,123.271545,-17.379080854048652,-17.379080854048652,-68.29805645350594,-68.29805645350594,-24.20730823869237,38,14.79425476831899,7.6286,0.021415645,38,-0.00907488,-24.207308238692367,12.474863,10,-24.20730823869237,-24.207308238692367,0.0,284000,10,0.0
0.0,1.275297099592037,0.0,123.132065,-16.465886581355996,-16.465886581355996,-21.115330061628928,-21.115330061628928,-18.657126822239587,39,1.275297099592037,7.738499,0.023259243,39,-0.0055604945,-18.65712682223959,12.714885,10,-18.657126822239587,-18.65712682223959,0.0,290000,10,0.0
0.0,1.3856819779498555,0.0,124.5853,-16.59302093291544,-16.59302093291544,-20.917542081759343,-20.917542081759343,-18.684800891982036,40,1.3856819779498555,7.6336827,0.024361067,40,-0.0009632686,-18.684800891982043,13.823541,10,-18.684800891982036,-18.684800891982043,0.0,296000,10,0.0
0.0,1.0845340667081063,0.0,124.57185,-17.57377388105563,-17.57377388105563,-21.238348686246077,-21.238348686246077,-19.159744276472605,41,1.0845340667081063,7.6812396,0.024093261,41,0.0003955983,-19.159744276472598,14.349762,10,-19.159744276472605,-19.159744276472598,0.0,302000,10,0.0
0.0,1.0596870879918434,0.0,124.9853,-17.029644168085355,-17.029644168085355,-20.368601022427814,-20.368601022427814,-18.74181421321805,42,1.0596870879918434,7.634079,0.024831064,42,-0.0028428112,-18.74181421321805,14.80184,10,-18.74181421321805,-18.74181421321805,0.0,308000,10,0.0
0.0,0.8962604110620587,0.0,125.148544,-15.567196592843741,-15.567196592843741,-18.2732529529913,-18.2732529529913,-16.725815322814732,43,0.8962604110620587,7.661497,0.026305934,43,-0.007114665,-16.725815322814736,14.651764,10,-16.725815322814732,-16.725815322814736,0.0,314000,10,0.0
0.0,0.9533714050220353,0.0,124.99256,-16.28783203126007,-16.28783203126007,-19.350751305133002,-19.350751305133002,-17.903901347196527,44,0.9533714050220353,7.6220655,0.027846225,44,-0.0015486362,-17.903901347196523,16.357567,10,-17.903901347196527,-17.903901347196523,0.0,320000,10,0.0
0.0,2.0643211563361743,0.0,124.928,-15.6980207546536,-15.6980207546536,-23.386368568393884,-23.386368568393884,-18.955088012491075,45,2.0643211563361743,7.6237707,0.028367935,45,-0.0023966406,-18.95508801249107,16.336899,10,-18.955088012491075,-18.95508801249107,0.0,326000,10,0.0
0.0,3.2624096856384113,0.0,124.64892,-18.142489357860946,-18.142489357860946,-29.771292808799522,-29.771292808799522,-20.589403538621774,46,3.2624096856384113,7.6872625,0.028521841,46,0.0027224917,-20.589403538621774,17.561256,10,-20.589403538621774,-20.589403538621774,0.0,332000,10,0.0
0.0,0.7712783360273413,0.0,124.726814,-17.437596366800935,-17.437596366800935,-19.87855030803362,-19.87855030803362,-18.73292184057901,47,0.7712783360273413,7.6255713,0.027978146,47,-0.0003498089,-18.73292184057901,16.489235,10,-18.73292184057901,-18.73292184057901,0.0,338000,10,0.0
0.0,1.3377109593876682,0.0,124.29013,-17.158775177324493,-17.158775177324493,-20.79113720417205,-20.79113720417205,-19.176686518429204,48,1.3377109593876682,7.643783,0.027267464,48,0.0038501215,-19.1766865184292,16.603313,10,-19.176686518429204,-19.1766865184292,0.0,344000,10,0.0
0.0,0.7920399840158147,0.0,124.5425,-16.626372591946637,-16.626372591946637,-19.25773970333084,-19.25773970333084,-18.009085887249547,49,0.7920399840158147,7.627638,0.02639231,49,0.002215139,-18.00908588724954,16.698883,10,-18.009085887249547,-18.00908588724954,0.0,350000,10,0.0
0.0,1.6237729007568318,0.0,123.7038,-15.48866310157994,-15.48866310157994,-21.590995737240934,-21.590995737240934,-18.95502844860958,50,1.6237729007568318,7.6437197,0.025810966,50,0.0014901934,-18.95502844860958,16.285131,10,-18.95502844860958,-18.95502844860958,0.0,356000,10,0.0
0.0,12.235516072925726,0.0,123.39514,-16.022921128209436,-16.022921128209436,-59.67465642867606,-59.67465642867606,-23.728814854915008,51,12.235516072925726,7.6295333,0.025749287,51,-0.0016615218,-23.72881485491501,16.417482,10,-23.728814854915008,-23.72881485491501,0.0,362000,10,0.0
0.0,0.9594060514002394,0.0,123.20238,-18.324260528996717,-18.324260528996717,-21.50685963926319,-21.50685963926319,-19.710312231356554,52,0.9594060514002394,7.633695,0.025764035,52,0.0026338217,-19.71031223135655,16.164406,10,-19.710312231356554,-19.71031223135655,0.0,368000,10,0.0
0.0,1.426722726150148,0.0,122.56146,-17.258216714632805,-17.258216714632805,-22.538653049945534,-22.538653049945534,-19.32743247617652,53,1.426722726150148,7.6433964,0.025067525,53,0.0017102694,-19.327432476176515,17.335417,10,-19.32743247617652,-19.327432476176515,0.0,374000,10,0.0
0.0,4.372138797819612,0.0,122.169785,-17.89603810493584,-17.89603810493584,-33.77755871761541,-33.77755871761541,-20.936660696422404,54,4.372138797819612,7.641241,0.024501575,54,0.0016797895,-20.93666069642241,16.995161,10,-20.936660696422404,-20.93666069642241,0.0,380000,10,0.0
0.0,2.347494111593949,0.0,121.81408,-15.937851523285847,-15.937851523285847,-24.367159144421876,-24.367159144421876,-19.88071526771963,55,2.347494111593949,7.628431,0.023762492,55,0.0017450468,-19.88071526771963,16.467499,10,-19.88071526771963,-19.88071526771963,0.0,386000,10,0.0
0.0,1.4400243116666571,0.0,121.3195,-18.38942794863583,-18.38942794863583,-24.17281223662365,-24.17281223662365,-20.44159942215462,56,1.4400243116666571,7.6276803,0.023032788,56,0.002208472,-20.44159942215462,16.811312,10,-20.44159942215462,-20.44159942215462,0.0,392000,10,0.0
0.0,0.397585264037146,0.0,120.61009,-16.493888973189883,-16.493888973189883,-17.616677329516854,-17.616677329516854,-17.095905450170015,57,0.397585264037146,7.624711,0.02259495,57,0.00064805633,-17.095905450170015,17.215855,10,-17.095905450170015,-17.095905450170015,0.0,398000,10,0.0
0.0,5.4393851945476195,0.0,120.35137,-17.17525906656171,-17.17525906656171,-36.48019985264268,-36.48019985264268,-20.30915910353245,58,5.4393851945476195,7.630882,0.022941014,58,-0.0016912217,-20.309159103532437,16.409685,10,-20.30915910353245,-20.309159103532437,0.0,404000,10,0.0
0.0,0.9805210531885473,0.0,119.83964,-17.501883951452395,-17.501883951452395,-20.846747085772872,-20.846747085772872,-19.692427028796743,59,0.9805210531885473,7.625804,0.022666488,59,0.0018295486,-19.69242702879674,17.206781,10,-19.692427028796743,-19.69242702879674,0.0,410000,10,0.0
0.0,1.6694730863618108,0.0,119.155495,-18.572941018280822,-18.572941018280822,-24.077759861600573,-24.077759861600573,-20.685513028444433,60,1.6694730863618108,7.6278896,0.022275727,60,-0.0005161578,-20.68551302844443,16.624332,10,-20.685513028444433,-20.68551302844443,0.0,416000,10,0.0
0.0,1.565860816298296,0.0,118.59675,-17.007004685241974,-17.007004685241974,-21.377215886302633,-21.377215886302633,-19.491331236199287,61,1.565860816298296,7.6508574,0.022520123,61,0.0007274098,-19.491331236199283,17.583054,10,-19.491331236199287,-19.491331236199283,0.0,422000,10,0.0
0.0,1.9635329820930092,0.0,118.242294,-17.266565030255833,-17.266565030255833,-22.719233423690433,-22.719233423690433,-19.654758137799593,62,1.9635329820930092,7.639207,0.022424331,62,-0.00036564737,-19.654758137799597,16.50546,10,-19.654758137799593,-19.654758137799597,0.0,428000,10,0.0
0.0,1.120017785234591,0.0,117.79134,-16.577027160763905,-16.577027160763905,-20.59708864308539,-20.59708864308539,-19.29803754136972,63,1.120017785234591,7.624707,0.02236624,63,0.0008108205,-19.298037541369723,17.407656,10,-19.29803754136972,-19.298037541369723,0.0,434000,10,0.0
0.0,1.1243304275441146,0.0,117.17989,-16.5635926689168,-16.5635926689168,-19.805334847875386,-19.805334847875386,-18.413481651014145,64,1.1243304275441146,7.6253543,0.022533795,64,0.0007814473,-18.413481651014145,17.162432,10,-18.413481651014145,-18.413481651014145,0.0,440000,10,0.0
0.0,1.5535407585740366,0.0,116.682625,-18.01938940038726,-18.01938940038726,-23.913418447778042,-23.913418447778042,-19.581308076376082,65,1.5535407585740366,7.6246686,0.021800725,65,0.00078242325,-19.581308076376086,17.577444,10,-19.581308076376082,-19.581308076376086,0.0,446000,10,0.0
0.0,0.8354790480063993,0.0,116.18161,-16.419506337633877,-16.419506337633877,-19.241339444831784,-19.241339444831784,-17.940198764329686,66,0.8354790480063993,7.624655,0.02185179,66,0.00053418253,-17.94019876432968,17.316101,10,-17.940198764329686,-17.94019876432968,0.0,452000,10,0.0
0.0,1.6421346973583264,0.0,115.82313,-18.012143477801775,-18.012143477801775,-24.232408841627443,-24.232408841627443,-19.84439450378255,67,1.6421346973583264,7.628926,0.021249145,67,0.0010332052,-19.844394503782553,16.530418,10,-19.84439450378255,-19.844394503782553,0.0,458000,10,0.0
0.0,1.0093309290601507,0.0,115.219894,-15.228126840888553,-15.228126840888553,-19.291426186473274,-19.291426186473274,-17.465346471035172,68,1.0093309290601507,7.625912,0.021040779,68,0.0007521729,-17.46534647103517,16.404564,10,-17.465346471035172,-17.46534647103517,0.0,464000,10,0.0
0.0,1.189438050046813,0.0,114.71131,-15.351515451628137,-15.351515451628137,-19.204430799659434,-19.204430799659434,-17.517745708383224,69,1.189438050046813,7.6294374,0.020965606,69,-0.0013418541,-17.517745708383224,16.376326,10,-17.517745708383224,-17.517745708383224,0.0,470000,10,0.0
0.0,1.54250867698345,0.0,114.25594,-16.535829580315266,-16.535829580315266,-20.926546937775303,-20.926546937775303,-18.467044213172745,70,1.54250867698345,7.6246715,0.021264343,70,-0.00015605545,-18.46704421317275,15.563441,10,-18.467044213172745,-18.46704421317275,0.0,476000,10,0.0
0.0,2.128124181880424,0.0,113.605606,-16.82498414129558,-16.82498414129558,-24.147481730095272,-24.147481730095272,-18.123419504664376,71,2.128124181880424,7.6246896,0.021631312,71,-0.00042305153,-18.12341950466438,15.058747,10,-18.123419504664376,-18.12341950466438,0.0,482000,10,0.0
0.0,0.7853067865539586,0.0,112.89661,-16.225247143773384,-16.225247143773384,-19.15075630835481,-19.15075630835481,-17.274326793513666,72,0.7853067865539586,7.624673,0.022170497,72,-0.0032005124,-17.274326793513662,13.908031,10,-17.274326793513666,-17.274326793513662,0.0,488000,10,0.0
0.0,1.7907523868352282,0.0,112.219376,-15.914729365923778,-15.914729365923778,-22.19808484509923,-22.19808484509923,-17.659295896372647,73,1.7907523868352282,7.624686,0.023413917,73,-0.0026115216,-17.659295896372647,13.733373,10,-17.659295896372647,-17.659295896372647,0.0,494000,10,0.0
0.0,3.0123524683621414,0.0,111.591095,-16.301384094115217,-16.301384094115217,-26.79143834455742,-26.79143834455742,-17.90604496591,74,3.0123524683621414,7.624668,0.024135482,74,0.000571266,-17.90604496591,13.307081,10,-17.90604496591,-17.90604496591,0.0,500000,10,0.0
0.0,1.037514788672521,0.0,111.052025,-15.940968996727975,-15.940968996727975,-19.82302317420402,-19.82302317420402,-16.938081412324042,75,1.037514788672521,7.625422,0.023523526,75,0.0004959227,-16.93808141232404,12.255574,10,-16.938081412324042,-16.93808141232404,0.0,506000,10,0.0
0.0,1.6025412700934458,0.0,110.39678,-17.161307945724158,-17.161307945724158,-22.13995411340299,-22.13995411340299,-19.207098681581563,76,1.6025412700934458,7.627256,0.023588864,76,-9.614384e-05,-19.207098681581563,12.3369665,10,-19.207098681581563,-19.207098681581563,0.0,512000,10,0.0
0.0,1.8589848448658755,0.0,109.83917,-16.896621675212845,-16.896621675212845,-22.52127816418297,-22.52127816418297,-18.683428366448844,77,1.8589848448658755,7.624697,0.023467632,77,0.0010633898,-18.683428366448847,11.263953,10,-18.683428366448844,-18.683428366448847,0.0,518000,10,0.0
0.0,0.7915254963261166,0.0,109.51419,-16.03149996299103,-16.03149996299103,-18.470022773381128,-18.470022773381128,-17.09805822516106,78,0.7915254963261166,7.624667,0.023434216,78,0.00048373223,-17.098058225161054,11.18234,10,-17.09805822516106,-17.098058225161054,0.0,524000,10,0.0
0.0,0.7710010158699665,0.0,108.93899,-16.97138525654068,-16.97138525654068,-19.221031807959875,-19.221031807959875,-17.974015283537003,79,0.7710010158699665,7.6255198,0.022516437,79,0.0021243314,-17.974015283537007,11.0273075,10,-17.974015283537003,-17.974015283537007,0.0,530000,10,0.0
0.0,0.603846704773587,0.0,108.648575,-16.231355367299958,-16.231355367299958,-18.40479346927007,-18.40479346927007,-16.87953853180678,80,0.603846704773587,7.6246796,0.02197216,80,0.0013933659,-16.87953853180678,10.766797,10,-16.87953853180678,-16.87953853180678,0.0,536000,10,0.0
0.0,4.704317839495182,0.0,108.16638,-16.027406154535022,-16.027406154535022,-32.62411330650432,-32.62411330650432,-18.810606733955673,81,4.704317839495182,7.6258087,0.021150062,81,0.0023211625,-18.81060673395567,10.1917715,10,-18.810606733955673,-18.81060673395567,0.0,542000,10,0.0
0.0,0.5521233113940089,0.0,107.66959,-15.358062603173778,-15.358062603173778,-17.65461221774828,-17.65461221774828,-16.590221384568324,82,0.5521233113940089,7.624674,0.020553406,82,0.0003936364,-16.590221384568327,10.060482,10,-16.590221384568324,-16.590221384568327,0.0,548000,10,0.0
0.0,2.164036489184499,0.0,107.33144,-16.77025497182328,-16.77025497182328,-23.490471391519716,-23.490471391519716,-18.606350828424226,83,2.164036489184499,7.6246786,0.02046575,83,-0.00044129178,-18.60635082842423,9.661377,10,-18.606350828424226,-18.60635082842423,0.0,554000,10,0.0
0.0,0.7293325404555756,0.0,106.84748,-16.286228457959094,-16.286228457959094,-18.938213349816284,-18.938213349816284,-17.825538267775837,84,0.7293325404555756,7.6253343,0.02078231,84,0.00011850238,-17.825538267775833,9.187811,10,-17.825538267775837,-17.825538267775833,0.0,560000,10,0.0
0.0,2.0828153513778447,0.0,106.52687,-16.928679392223255,-16.928679392223255,-24.731083651750065,-24.731083651750065,-19.02642406195553,85,2.0828153513778447,7.6246834,0.020537121,85,0.00013314855,-19.026424061955527,9.399554,10,-19.02642406195553,-19.026424061955527,0.0,566000,10,0.0
0.0,1.0888734304061942,0.0,106.03886,-14.951612644704616,-14.951612644704616,-18.982272931991478,-18.982272931991478,-17.75941089742316,86,1.0888734304061942,7.624669,0.020456512,86,0.00048031853,-17.75941089742315,8.746706,10,-17.75941089742316,-17.75941089742315,0.0,572000,10,0.0
0.0,2.86216453475265,0.0,105.5918,-15.919059066918077,-15.919059066918077,-27.372054908194293,-27.372054908194293,-19.349858090926492,87,2.86216453475265,7.6246414,0.02008207,87,0.0006427524,-19.349858090926496,8.441902,10,-19.349858090926492,-19.349858090926496,0.0,578000,10,0.0
0.0,7.526578780070993,0.0,105.22309,-16.05533250579219,-16.05533250579219,-40.78995738972396,-40.78995738972396,-21.467024313541025,88,7.526578780070993,7.624632,0.019763356,88,0.00076467294,-21.46702431354102,8.103541,10,-21.467024313541025,-21.46702431354102,0.0,584000,10,0.0
0.0,0.7347770057213562,0.0,104.88471,-16.28368024008873,-16.28368024008873,-18.96225410383004,-18.96225410383004,-18.191063473725414,89,0.7347770057213562,7.624632,0.019544564,89,0.0011488688,-18.191063473725414,7.996464,10,-18.191063473725414,-18.191063473725414,0.0,590000,10,0.0
