Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/NumEpisodes,GaussianMLPPolicy/dLoss,MetaTest/handle-pull-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/handle-pull-v1/MaxReturn,TotalEnvSteps,GaussianMLPPolicy/KLBefore,MetaTest/handle-pull-v1/MinReturn,Iteration,GaussianMLPPolicy/Entropy,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,Average/TerminationRate,handle-pull-v1/StdReturn,Average/MaxReturn,handle-pull-v1/SuccessRate,MetaTest/Average/MinReturn,handle-pull-v1/MaxReturn,Average/NumEpisodes,Average/SuccessRate,handle-pull-v1/NumEpisodes,Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/handle-pull-v1/AverageReturn,Average/AverageReturn,MetaTest/handle-pull-v1/Iteration,Average/StdReturn,GaussianMLPPolicy/LossBefore,MetaTest/handle-pull-v1/StdReturn,MetaTest/Average/TerminationRate,Average/Iteration,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossAfter,handle-pull-v1/MinReturn,MetaTest/handle-pull-v1/TerminationRate,handle-pull-v1/AverageReturn,handle-pull-v1/TerminationRate,handle-pull-v1/Iteration
5098.887275359956,,5098.887275359956,,8.818119567877147e-09,,,,5120000,0.0,,63,5.6255316734313965,,,,6.22487368673319e-06,0.0,16390.62656792213,55055.2631593986,0.0,,55055.2631593986,200,0.0,200,-34.753393258912745,,,,14076.109861911076,,16390.62656792213,-9.097883690856179e-08,,,63,,-9.979695647643894e-08,-34.753393258912745,,14076.109861911076,0.0,63
5119.058687422095,,5119.058687422095,,1.1756583262467757e-08,,,,5200000,0.0,,64,5.623709678649902,,,,8.303035428980365e-06,0.0,16137.099091406395,54266.09763415362,0.0,,54266.09763415362,200,0.0,200,-36.90486870757194,,,,14188.737474465475,,16137.099091406395,-2.8901306450279662e-06,,,64,,-2.901887228290434e-06,-36.90486870757194,,14188.737474465475,0.0,64
5420.8321404172275,,5420.8321404172275,,6.541256425407482e-09,,,,5280000,0.0,,65,5.623131275177002,,,,4.6183386075426824e-06,0.0,16558.470261451806,50472.60578723426,0.0,,50472.60578723426,200,0.0,200,-42.83490258781626,,,,15068.34441952685,,16558.470261451806,-8.415141792283976e-07,,,65,,-8.48055435653805e-07,-42.83490258781626,,15068.34441952685,0.0,65
5242.412657261764,,5242.412657261764,,9.981704351957887e-09,,,,5360000,0.0,,66,5.623886585235596,,,,7.0535838858631905e-06,0.0,15606.491689626715,62756.73512513448,0.0,,62756.73512513448,200,0.0,200,-32.794211851382755,,,,13788.924894930387,,15606.491689626715,1.4164822914608521e-06,,,66,,1.4065005871088943e-06,-32.794211851382755,,13788.924894930387,0.0,66
4970.2906752459685,,4970.2906752459685,,1.1440761227277108e-08,,,,5440000,0.0,,67,5.623174667358398,,,,8.077819074969739e-06,0.0,16722.198389568854,58608.48563211509,0.0,,58608.48563211509,200,0.0,200,-48.16077040315595,,,,13750.252832815157,,16722.198389568854,-1.1021459158655489e-06,,,67,,-1.113586677092826e-06,-48.16077040315595,,13750.252832815157,0.0,67
5867.915847140182,,5867.915847140182,,1.7419097275706008e-09,,,,5520000,0.0,,68,5.622591018676758,,,,1.2239898978805286e-06,0.0,18347.738434381325,80164.55288508532,0.0,,80164.55288508532,200,0.0,200,-40.22466877948476,,,,16502.655033791165,,18347.738434381325,-1.1618853932304773e-06,,,68,,-1.163627302958048e-06,-40.22466877948476,,16502.655033791165,0.0,68
5908.178450065048,,5908.178450065048,,4.87239049107302e-09,,,,5600000,0.0,,69,5.621442794799805,,,,3.4248562315042363e-06,0.0,17295.750968546923,64282.82175049602,0.0,,64282.82175049602,200,0.0,200,-44.823030393729304,,,,16426.22530882132,,17295.750968546923,-1.621935325601953e-06,,,69,,-1.626807716093026e-06,-44.823030393729304,,16426.22530882132,0.0,69
5914.017991732419,11763.416648329398,5914.017991732419,10,5.667686764354585e-09,0.0,7,30416.053311063708,5680000,0.0,-18.263569108231998,70,5.621006965637207,11447.639239274955,11447.639239274951,11447.639239274951,3.985685907537118e-06,0.0,18017.056750331736,62946.8348014564,0.0,-18.263569108231998,62946.8348014564,200,0.0,200,-46.86702520197352,10,30416.053311063708,11447.639239274955,16592.27311769502,7,18017.056750331736,-8.593266329626204e-07,11763.416648329398,0.0,70,0.0,-8.649943197269749e-07,-46.86702520197352,0.0,16592.27311769502,0.0,70
4910.180038281222,,4910.180038281222,,7.133905910450267e-09,,,,5760000,0.0,,71,5.621245861053467,,,,5.046650585427415e-06,0.0,15523.302902939611,53215.104885605295,0.0,,53215.104885605295,200,0.0,200,-52.9457027832789,,,,13763.30621391735,,15523.302902939611,5.767857942373666e-07,,,71,,5.696518883269164e-07,-52.9457027832789,,13763.30621391735,0.0,71
5051.181720267964,,5051.181720267964,,1.0580833986750804e-08,,,,5840000,0.0,,72,5.620175361633301,,,,7.471304797945777e-06,0.0,15181.748603975873,50504.8421608377,0.0,,50504.8421608377,200,0.0,200,-36.82728384797269,,,,13801.054454570498,,15181.748603975873,-2.035476654782542e-06,,,72,,-2.046057488769293e-06,-36.82728384797269,,13801.054454570498,0.0,72
5623.969738622669,,5623.969738622669,,8.891902325558476e-09,,,,5920000,0.0,,73,5.618546485900879,,,,6.304550424829358e-06,0.0,17186.888951860397,60519.62369068528,0.0,,60519.62369068528,200,0.0,200,-48.35659532260798,,,,16117.844134867633,,17186.888951860397,-2.690695282581146e-06,,,73,,-2.6995871849067044e-06,-48.35659532260798,,16117.844134867633,0.0,73
5322.301915377389,,5322.301915377389,,5.7044644563575275e-09,,,,6000000,0.0,,74,5.617646217346191,,,,4.005913979199249e-06,0.0,16803.249332512994,56308.80608036722,0.0,,56308.80608036722,200,0.0,200,-41.73607314923579,,,,14746.295184053886,,16803.249332512994,-1.3338674307306064e-06,,,74,,-1.339571895186964e-06,-41.73607314923579,,14746.295184053886,0.0,74
5538.7262977871715,,5538.7262977871715,,1.4480974641628563e-08,,,,6080000,0.0,,75,5.614981651306152,,,,1.022912056214409e-05,0.0,16576.030090160923,57406.69824763803,0.0,,57406.69824763803,200,0.0,200,-38.520017759752044,,,,15538.362832052628,,16576.030090160923,-3.843338163278531e-06,,,75,,-3.85781913792016e-06,-38.520017759752044,,15538.362832052628,0.0,75
5768.64741205309,,5768.64741205309,,3.3132891985587776e-09,,,,6160000,0.0,,76,5.61451530456543,,,,2.333209522475954e-06,0.0,16956.348411868577,53566.61976523443,0.0,,53566.61976523443,200,0.0,200,-45.02851290517897,,,,16000.737003620598,,16956.348411868577,-9.334606261290901e-07,,,76,,-9.367739153276489e-07,-45.02851290517897,,16000.737003620598,0.0,76
6400.107191865776,,6400.107191865776,,6.8929466578993015e-09,,,,6240000,0.0,,77,5.6134033203125,,,,4.874613750871504e-06,0.0,17366.779608329354,53428.224813082954,0.0,,53428.224813082954,200,0.0,200,-42.952616668034466,,,,17379.446606373043,,17366.779608329354,-1.7504378320154501e-06,,,77,,-1.7573307786733494e-06,-42.952616668034466,,17379.446606373043,0.0,77
6075.0157705412175,,6075.0157705412175,,5.955484994046856e-09,,,,6320000,0.0,,78,5.613906383514404,,,,4.214361524645938e-06,0.0,17861.87218153749,63081.51813306266,0.0,,63081.51813306266,200,0.0,200,-40.90333084605136,,,,17553.06479033157,,17861.87218153749,6.800183882660349e-07,,,78,,6.74062903271988e-07,-40.90333084605136,,17553.06479033157,0.0,78
5877.507743416927,,5877.507743416927,,3.092338829446817e-09,,,,6400000,0.0,,79,5.613739967346191,,,,2.1792006918985862e-06,0.0,17227.010450080998,61734.88427124924,0.0,,61734.88427124924,200,0.0,200,-38.39658217188639,,,,16294.857470835334,,17227.010450080998,-2.674522932011314e-07,,,79,,-2.705446320305782e-07,-38.39658217188639,,16294.857470835334,0.0,79
5743.713320540812,12890.194556256885,5743.713320540812,10,7.054723027977161e-09,0.0,8,35497.07146344412,6480000,0.0,-17.246713438346124,80,5.614059925079346,11376.316209535074,11376.316209535074,11376.316209535074,4.991799869458191e-06,0.0,17549.289024864243,57971.94485741522,0.0,-17.246713438346124,57971.94485741522,200,0.0,200,-38.19966326888954,10,35497.07146344412,11376.316209535074,15811.785729495492,8,17549.289024864243,4.872332510785782e-07,12890.194556256885,0.0,80,0.0,4.80178528050601e-07,-38.19966326888954,0.0,15811.785729495492,0.0,80
6182.150421507624,,6182.150421507624,,1.5132627595448866e-08,,,,6560000,0.0,,81,5.612612724304199,,,,1.0687763278838247e-05,0.0,17141.978692168377,54430.1372513809,0.0,,54430.1372513809,200,0.0,200,-41.748540682986736,,,,17139.605944230276,,17141.978692168377,-2.2134581740829162e-06,,,81,,-2.228590801678365e-06,-41.748540682986736,,17139.605944230276,0.0,81
