Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,handle-pull-v1/AverageDiscountedReturn,MetaTest/handle-pull-v1/NumEpisodes,GaussianMLPPolicy/dLoss,MetaTest/handle-pull-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/handle-pull-v1/MaxReturn,TotalEnvSteps,GaussianMLPPolicy/KLBefore,MetaTest/handle-pull-v1/MinReturn,Iteration,GaussianMLPPolicy/Entropy,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,Average/TerminationRate,handle-pull-v1/StdReturn,Average/MaxReturn,handle-pull-v1/SuccessRate,MetaTest/Average/MinReturn,handle-pull-v1/MaxReturn,Average/NumEpisodes,Average/SuccessRate,handle-pull-v1/NumEpisodes,Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/handle-pull-v1/AverageReturn,Average/AverageReturn,MetaTest/handle-pull-v1/Iteration,Average/StdReturn,GaussianMLPPolicy/LossBefore,MetaTest/handle-pull-v1/StdReturn,MetaTest/Average/TerminationRate,Average/Iteration,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossAfter,handle-pull-v1/MinReturn,MetaTest/handle-pull-v1/TerminationRate,handle-pull-v1/AverageReturn,handle-pull-v1/TerminationRate,handle-pull-v1/Iteration
3531.6486385837816,,3531.6486385837816,,3.567475914678653e-08,,,,1440000,0.0,,17,5.660065174102783,,,,2.5195395210175775e-05,0.0,13322.09363752709,56935.05100646452,0.0,,56935.05100646452,200,0.0,200,-53.451234550526266,,,,9935.211675136074,,13322.09363752709,5.901076178815856e-07,,,17,,5.544328587347991e-07,-53.451234550526266,,9935.211675136074,0.0,17
3017.3795413268335,,3017.3795413268335,,3.9241285776370205e-08,,,,1520000,0.0,,18,5.6578569412231445,,,,2.768318881862797e-05,0.0,12319.275981884826,50879.70367850924,0.0,,50879.70367850924,200,0.0,200,-52.48441934907438,,,,8490.128562636713,,12319.275981884826,-2.551013267293456e-06,,,18,,-2.5902545530698262e-06,-52.48441934907438,,8490.128562636713,0.0,18
2801.6707866294128,,2801.6707866294128,,2.52991867455421e-08,,,,1600000,0.0,,19,5.6562652587890625,,,,1.7858948922366835e-05,0.0,12087.094859833172,49958.27841677143,0.0,,49958.27841677143,200,0.0,200,-47.95307565399546,,,,7851.365428464982,,12087.094859833172,-2.202752511948347e-06,,,19,,-2.228051698693889e-06,-47.95307565399546,,7851.365428464982,0.0,19
2700.1063811839385,6413.863972504601,2700.1063811839385,10,1.1836732483061496e-08,0.0,2,18966.67124379782,1680000,0.0,-41.49179588858886,20,5.656494140625,4285.75402507737,4285.75402507737,4285.75402507737,8.363056622329168e-06,0.0,11994.104283700197,46281.05187344953,0.0,-41.49179588858886,46281.05187344953,200,0.0,200,-42.268688860263296,10,18966.67124379782,4285.75402507737,8028.29820434269,2,11994.104283700197,3.471542981969833e-07,6413.863972504601,0.0,20,0.0,3.353175657139218e-07,-42.268688860263296,0.0,8028.29820434269,0.0,20
2890.4809364136718,,2890.4809364136718,,8.016854735615198e-09,,,,1760000,0.0,,21,5.657288074493408,,,,5.6641351875441615e-06,0.0,12826.663439662236,53414.85671972866,0.0,,53414.85671972866,200,0.0,200,-53.67183839134246,,,,8366.53566613918,,12826.663439662236,1.2738385066768387e-06,,,21,,1.2658216519412235e-06,-53.67183839134246,,8366.53566613918,0.0,21
3250.8570711259035,,3250.8570711259035,,2.4266796572192106e-08,,,,1840000,0.0,,22,5.656353950500488,,,,1.7141384887509048e-05,0.0,14091.569742624493,70294.75529420398,0.0,,70294.75529420398,200,0.0,200,-65.0732056294372,,,,9527.964229426992,,14091.569742624493,-1.6198471257666824e-06,,,22,,-1.6441139223388745e-06,-65.0732056294372,,9527.964229426992,0.0,22
3385.7619561983943,,3385.7619561983943,,1.917311465149396e-08,,,,1920000,0.0,,23,5.656828880310059,,,,1.3550767107517458e-05,0.0,13278.618052127851,62572.93413150245,0.0,,62572.93413150245,200,0.0,200,-49.43444324152974,,,,9588.689227319494,,13278.618052127851,4.502630019942444e-07,,,23,,4.3108988734275044e-07,-49.43444324152974,,9588.689227319494,0.0,23
3239.0734195389414,,3239.0734195389414,,6.196543722580827e-09,,,,2000000,0.0,,24,5.656796932220459,,,,4.396375061332947e-06,0.0,13062.67020265295,53721.459996462465,0.0,,53721.459996462465,200,0.0,200,-61.10226821179967,,,,9444.424631635282,,13062.67020265295,-4.5730395470400254e-08,,,24,,-5.192693919298108e-08,-61.10226821179967,,9444.424631635282,0.0,24
3485.9793746354735,,3485.9793746354735,,9.0792582341237e-09,,,,2080000,0.0,,25,5.6543097496032715,,,,6.417672011593822e-06,0.0,13712.634316726035,50741.49523600322,0.0,,50741.49523600322,200,0.0,200,-57.94371213194384,,,,10354.043626266408,,13712.634316726035,-1.7168418935398222e-06,,,25,,-1.7259211517739459e-06,-57.94371213194384,,10354.043626266408,0.0,25
3610.3272483870883,,3610.3272483870883,,1.0058784027933143e-08,,,,2160000,0.0,,26,5.653374195098877,,,,7.105313216015929e-06,0.0,14480.070289714118,53317.1451330011,0.0,,53317.1451330011,200,0.0,200,-52.20109436375226,,,,10238.177531488833,,14480.070289714118,-1.1529368748597335e-06,,,26,,-1.1629956588876667e-06,-52.20109436375226,,10238.177531488833,0.0,26
3073.984022567679,,3073.984022567679,,2.0792185750906356e-08,,,,2240000,0.0,,27,5.6545281410217285,,,,1.4683299923490267e-05,0.0,12901.22316124258,49122.846600033656,0.0,,49122.846600033656,200,0.0,200,-49.65416551396905,,,,8717.342669065272,,12901.22316124258,1.92737320503511e-06,,,27,,1.9065810192842036e-06,-49.65416551396905,,8717.342669065272,0.0,27
2265.2368229422764,,2265.2368229422764,,5.594756657956168e-08,,,,2320000,0.0,,28,5.6468658447265625,,,,3.946600918425247e-05,0.0,11135.611030357233,46579.183376615045,0.0,,46579.183376615045,200,0.0,200,-55.3011084223067,,,,6689.968025999255,,11135.611030357233,-5.609674190054648e-06,,,28,,-5.665621756634209e-06,-55.3011084223067,,6689.968025999255,0.0,28
3025.2327920532807,,3025.2327920532807,,1.5920477380859666e-08,,,,2400000,0.0,,29,5.6454315185546875,,,,1.1261126928729936e-05,0.0,12526.481223485534,52746.82821633071,0.0,,52746.82821633071,200,0.0,200,-50.19056207105362,,,,8467.999304762534,,12526.481223485534,-2.4200733150792075e-06,,,29,,-2.435993792460067e-06,-50.19056207105362,,8467.999304762534,0.0,29
3838.6579148941964,14734.959994514267,3838.6579148941964,10,1.9555955077521503e-08,0.0,3,39664.256328721785,2480000,0.0,-32.64492708908875,30,5.64412784576416,7622.829234946488,7622.829234946492,7622.829234946492,1.382093432766851e-05,0.0,15320.847165948868,56866.86578453321,0.0,-32.64492708908875,56866.86578453321,200,0.0,200,-58.065358914305804,10,39664.256328721785,7622.829234946488,11377.640188367754,3,15320.847165948868,-1.6667852378304815e-06,14734.959994514267,0.0,30,0.0,-1.686341192908003e-06,-58.065358914305804,0.0,11377.640188367754,0.0,30
3987.1726083224,,3987.1726083224,,9.803102329897229e-09,,,,2560000,0.0,,31,5.644631862640381,,,,6.9204711508064065e-06,0.0,14299.791600430028,54681.98055222795,0.0,,54681.98055222795,200,0.0,200,-57.18350093333698,,,,11313.296308866364,,14299.791600430028,7.358452762673551e-07,,,31,,7.260421739374578e-07,-57.18350093333698,,11313.296308866364,0.0,31
3175.786711941059,,3175.786711941059,,9.552195479045622e-09,,,,2640000,0.0,,32,5.642930507659912,,,,6.749975909770001e-06,0.0,13117.033930793234,53582.90486608848,0.0,,53582.90486608848,200,0.0,200,-55.80430547810183,,,,8981.306589492737,,13117.033930793234,-2.15239629142161e-06,,,32,,-2.1619484869006556e-06,-55.80430547810183,,8981.306589492737,0.0,32
3293.332081642004,,3293.332081642004,,1.1408474165364169e-08,,,,2720000,0.0,,33,5.643487930297852,,,,8.06171738076955e-06,0.0,13735.668477190586,54018.92606426341,0.0,,54018.92606426341,200,0.0,200,-40.04332449073661,,,,9688.207053659607,,13735.668477190586,1.0321653007849818e-06,,,33,,1.0207568266196176e-06,-40.04332449073661,,9688.207053659607,0.0,33
3459.897709878816,,3459.897709878816,,1.9456365407677367e-08,,,,2800000,0.0,,34,5.6416192054748535,,,,1.3742879673372954e-05,0.0,13474.803342269532,55843.20729141587,0.0,,55843.20729141587,200,0.0,200,-51.058561530285914,,,,9778.46637401279,,13474.803342269532,-2.904524080804549e-06,,,34,,-2.9239804462122265e-06,-51.058561530285914,,9778.46637401279,0.0,34
3323.054872045008,,3323.054872045008,,9.439872883376665e-09,,,,2880000,0.0,,35,5.644128799438477,,,,6.67117001285078e-06,0.0,12883.842694958223,47644.83446323458,0.0,,47644.83446323458,200,0.0,200,-50.267305259108014,,,,9490.026774649215,,12883.842694958223,2.2703795821144013e-06,,,35,,2.2609397092310246e-06,-50.267305259108014,,9490.026774649215,0.0,35
3950.7460376089275,,3950.7460376089275,,1.0155872587347403e-08,,,,2960000,0.0,,36,5.647071361541748,,,,7.1736671998223756e-06,0.0,14499.635356854596,53558.728771671995,0.0,,53558.728771671995,200,0.0,200,-45.3315988981414,,,,11240.46565242948,,14499.635356854596,3.35615845870052e-06,,,36,,3.3460025861131726e-06,-45.3315988981414,,11240.46565242948,0.0,36
3565.2339986703923,,3565.2339986703923,,9.964537639461923e-09,,,,3040000,0.0,,37,5.646174430847168,,,,7.036658644210547e-06,0.0,14153.487427826569,47896.599294106214,0.0,,47896.599294106214,200,0.0,200,-46.56029260201594,,,,10268.24726194872,,14153.487427826569,-1.2522471024567494e-06,,,37,,-1.2622116400962113e-06,-46.56029260201594,,10268.24726194872,0.0,37
3942.8335643060313,,3942.8335643060313,,1.1805195043734784e-08,,,,3120000,0.0,,38,5.646147727966309,,,,8.331739081768319e-06,0.0,13492.998427461596,44268.65565966651,0.0,,44268.65565966651,200,0.0,200,-51.29064262335744,,,,10751.01768585919,,13492.998427461596,-4.514013340894962e-08,,,38,,-5.694532845268441e-08,-51.29064262335744,,10751.01768585919,0.0,38
3395.1157587665984,,3395.1157587665984,,2.8014255804009736e-08,,,,3200000,0.0,,39,5.643337726593018,,,,1.9782886738539673e-05,0.0,13784.198071471888,53819.51604441333,0.0,,53819.51604441333,200,0.0,200,-43.49361423364355,,,,9597.857658560688,,13784.198071471888,-4.366237590147648e-06,,,39,,-4.394251845951658e-06,-43.49361423364355,,9597.857658560688,0.0,39
3535.0191072042985,9545.31514133492,3535.0191072042985,10,2.0560491975629702e-08,0.0,4,25780.679566881652,3280000,0.0,-21.94865057318651,40,5.641218185424805,10147.4975363205,10147.4975363205,10147.4975363205,1.452342257834971e-05,0.0,13937.436807818256,77982.83382380389,0.0,-21.94865057318651,77982.83382380389,200,0.0,200,-58.157054966490456,10,25780.679566881652,10147.4975363205,9902.141977392093,4,13937.436807818256,-2.029915322054876e-06,9545.31514133492,0.0,40,0.0,-2.0504758140305057e-06,-58.157054966490456,0.0,9902.141977392093,0.0,40
3620.7003749516634,,3620.7003749516634,,0.0003604197918321006,,,,3360000,0.0,,41,5.637011528015137,,,,0.007548270281404257,0.0,14905.57023510954,53258.6601941683,0.0,,53258.6601941683,200,0.0,200,-49.21567588786907,,,,10391.14938009501,,14905.57023510954,-8.088281174423173e-05,,,41,,-0.00044130260357633233,-49.21567588786907,,10391.14938009501,0.0,41
4115.254493072919,,4115.254493072919,,2.741444404819049e-08,,,,3440000,0.0,,42,5.636355400085449,,,,1.9360628357389942e-05,0.0,14635.624405570848,50169.05334271947,0.0,,50169.05334271947,200,0.0,200,-35.725387454989495,,,,11569.189103884606,,14635.624405570848,-1.2916057130496483e-06,,,42,,-1.3190201570978388e-06,-35.725387454989495,,11569.189103884606,0.0,42
3633.618253644383,,3633.618253644383,,7.280573299794924e-08,,,,3520000,0.0,,43,5.6367716789245605,,,,5.131697980687022e-05,0.0,13522.644866303706,61945.2688311057,0.0,,61945.2688311057,200,0.0,200,-40.15819223439533,,,,10077.721819232986,,13522.644866303706,6.462071837631811e-07,,,43,,5.734014507652319e-07,-40.15819223439533,,10077.721819232986,0.0,43
4524.25805160021,,4524.25805160021,,3.041131435566058e-08,,,,3600000,0.0,,44,5.636528491973877,,,,2.147657869500108e-05,0.0,15099.004705151947,52967.603353158534,0.0,,52967.603353158534,200,0.0,200,-35.93192525466504,,,,13004.34930078015,,15099.004705151947,-4.3084946810267866e-07,,,44,,-4.6126078245833924e-07,-35.93192525466504,,13004.34930078015,0.0,44
5038.782587539459,,5038.782587539459,,3.104787538177334e-08,,,,3680000,0.0,,45,5.635207176208496,,,,2.1937457859166898e-05,0.0,16097.24376340213,60627.32906360997,0.0,,60627.32906360997,200,0.0,200,-38.864987598316475,,,,13893.396081541809,,16097.24376340213,-2.1430832930491306e-06,,,45,,-2.174131168430904e-06,-38.864987598316475,,13893.396081541809,0.0,45
4255.512769428784,,4255.512769428784,,1.6158082871697843e-08,,,,3760000,0.0,,46,5.634315013885498,,,,1.1405134500819258e-05,0.0,14848.114597573718,58786.22276016438,0.0,,58786.22276016438,200,0.0,200,-36.450107823735316,,,,11881.20427398772,,14848.114597573718,-1.424858623977343e-06,,,46,,-1.441016706849041e-06,-36.450107823735316,,11881.20427398772,0.0,46
5552.133381750055,,5552.133381750055,,1.5091870864125667e-08,,,,3840000,0.0,,47,5.633974552154541,,,,1.0663415196177084e-05,0.0,15883.222669335593,51739.76951265936,0.0,,51739.76951265936,200,0.0,200,-34.84798365804519,,,,15550.390011714553,,15883.222669335593,-5.512988536793273e-07,,,47,,-5.66390724543453e-07,-34.84798365804519,,15550.390011714553,0.0,47
5342.3473514028,,5342.3473514028,,9.553431823405845e-09,,,,3920000,0.0,,48,5.633850574493408,,,,6.730422228429234e-06,0.0,17016.61315380794,55870.624329544735,0.0,,55870.624329544735,200,0.0,200,-39.33986727267928,,,,15040.524009795725,,17016.61315380794,-2.0564975500292348e-07,,,48,,-2.1520318682632933e-07,-39.33986727267928,,15040.524009795725,0.0,48
4961.0121770727455,,4961.0121770727455,,1.2789087122655474e-08,,,,4000000,0.0,,49,5.632262706756592,,,,9.036783922056202e-06,0.0,16464.516411580244,58926.084814585614,0.0,,58926.084814585614,200,0.0,200,-39.995705674911,,,,14009.636094280133,,16464.516411580244,-2.3260256512003252e-06,,,49,,-2.3388147383229807e-06,-39.995705674911,,14009.636094280133,0.0,49
5067.1801310360115,16312.201955809152,5067.1801310360115,10,2.3037046048557386e-08,0.0,5,52824.68787383218,4080000,0.0,-27.497771013455807,50,5.630266189575195,13927.367615148925,13927.367615148924,13927.367615148924,1.6269177649519406e-05,0.0,16257.079132385546,60080.08489416993,0.0,-27.497771013455807,60080.08489416993,200,0.0,200,-45.557612093787355,10,52824.68787383218,13927.367615148925,14040.57259754312,5,16257.079132385546,-3.6357978387968615e-06,16312.201955809152,0.0,50,0.0,-3.658834884845419e-06,-45.557612093787355,0.0,14040.57259754312,0.0,50
4273.702612406804,,4273.702612406804,,1.3207113624957856e-08,,,,4160000,0.0,,51,5.6294097900390625,,,,9.31934300751891e-06,0.0,15109.019873756723,57595.76135476528,0.0,,57595.76135476528,200,0.0,200,-41.332837356781326,,,,11808.40118189174,,15109.019873756723,-1.3943761132395593e-06,,,51,,-1.4075832268645172e-06,-41.332837356781326,,11808.40118189174,0.0,51
5640.1669614528955,,5640.1669614528955,,7.0396311002696166e-09,,,,4240000,0.0,,52,5.629672050476074,,,,4.976254331268137e-06,0.0,16503.729931437763,57801.933814869335,0.0,,57801.933814869335,200,0.0,200,-42.166194885710844,,,,15810.734701288924,,16503.729931437763,4.1393536776013207e-07,,,52,,4.0689573665986245e-07,-42.166194885710844,,15810.734701288924,0.0,52
5122.439618181064,,5122.439618181064,,1.9425215214141645e-08,,,,4320000,0.0,,53,5.6302690505981445,,,,1.3719970411329996e-05,0.0,15679.18301824136,49251.49443205544,0.0,,49251.49443205544,200,0.0,200,-46.18599737342342,,,,14107.583096787548,,15679.18301824136,1.0314798828403582e-06,,,53,,1.0120546676262165e-06,-46.18599737342342,,14107.583096787548,0.0,53
5032.845879923377,,5032.845879923377,,1.2852524378104135e-08,,,,4400000,0.0,,54,5.629378318786621,,,,9.078718903765548e-06,0.0,16446.168233845496,53791.36739700004,0.0,,53791.36739700004,200,0.0,200,-35.141161305108085,,,,14390.041930473875,,16446.168233845496,-1.0307320508218254e-06,,,54,,-1.0435845751999295e-06,-35.141161305108085,,14390.041930473875,0.0,54
5285.889713797614,,5285.889713797614,,6.0351794672897086e-09,,,,4480000,0.0,,55,5.629462718963623,,,,4.266093583282782e-06,0.0,16467.85101186295,57753.2733033514,0.0,,57753.2733033514,200,0.0,200,-44.61721600654759,,,,14813.224238524506,,16467.85101186295,1.400923395067366e-07,,,55,,1.340571600394469e-07,-44.61721600654759,,14813.224238524506,0.0,55
5440.871548892774,,5440.871548892774,,1.3689486877410673e-08,,,,4560000,0.0,,56,5.627922058105469,,,,9.683205462351907e-06,0.0,16968.39067382536,66799.65033517369,0.0,,66799.65033517369,200,0.0,200,-39.166656131851646,,,,15613.714849649054,,16968.39067382536,-2.1572373043454718e-06,,,56,,-2.1709267912228825e-06,-39.166656131851646,,15613.714849649054,0.0,56
5114.467826229846,,5114.467826229846,,7.891685527283698e-09,,,,4640000,0.0,,57,5.629144668579102,,,,5.582504854828585e-06,0.0,17052.15737761529,66646.24851886394,0.0,,66646.24851886394,200,0.0,200,-36.25589780853969,,,,13971.825831636228,,17052.15737761529,1.818309669943119e-06,,,57,,1.8104179844158352e-06,-36.25589780853969,,13971.825831636228,0.0,57
5147.822866385149,,5147.822866385149,,4.087041816092096e-09,,,,4720000,0.0,,58,5.6265435218811035,,,,2.895446641559829e-06,0.0,16970.122068162716,57965.172403567165,0.0,,57965.172403567165,200,0.0,200,-46.24666582284932,,,,14237.346089533099,,16970.122068162716,-2.26203769670974e-06,,,58,,-2.266124738525832e-06,-46.24666582284932,,14237.346089533099,0.0,58
5571.348084857404,,5571.348084857404,,7.481162356270943e-09,,,,4800000,0.0,,59,5.6268439292907715,,,,5.276111096463865e-06,0.0,16778.23704000576,60930.33939210457,0.0,,60930.33939210457,200,0.0,200,-41.08072186630758,,,,15319.071879734147,,16778.23704000576,4.800014039574307e-07,,,59,,4.725202416011598e-07,-41.08072186630758,,15319.071879734147,0.0,59
5971.956521607616,13808.272882757585,5971.956521607616,10,4.141185172557016e-09,0.0,6,47195.23455131288,4880000,0.0,-35.49989308959296,60,5.626650333404541,8630.484076154793,8630.484076154793,8630.484076154793,2.9211973924248014e-06,0.0,16599.377756626378,58512.34515566055,0.0,-35.49989308959296,58512.34515566055,200,0.0,200,-38.6214681765354,10,47195.23455131288,8630.484076154793,16597.881023673628,6,16599.377756626378,-2.888789936150715e-07,13808.272882757585,0.0,60,0.0,-2.9302017878762854e-07,-38.6214681765354,0.0,16597.881023673628,0.0,60
4866.860681811379,,4866.860681811379,,1.5010343190624553e-08,,,,4960000,0.0,,61,5.6265692710876465,,,,1.0603603186609689e-05,0.0,16545.991101736574,53842.619392072855,0.0,,53842.619392072855,200,0.0,200,-38.52663004612532,,,,13800.255839924255,,16545.991101736574,-1.3107236895848473e-07,,,61,,-1.4608271214910928e-07,-38.52663004612532,,13800.255839924255,0.0,61
6160.451431753447,,6160.451431753447,,1.7106458471971564e-08,,,,5040000,0.0,,62,5.625582218170166,,,,1.2086916285625193e-05,0.0,17522.41840647988,65123.54898052533,0.0,,65123.54898052533,200,0.0,200,-49.65404235531008,,,,17894.213201409984,,17522.41840647988,-1.7786724129109643e-06,,,62,,-1.795778871382936e-06,-49.65404235531008,,17894.213201409984,0.0,62
