sweep-into-v1/StdReturn,sweep-into-v1/SuccessRate,policy/KL,MetaTest/sweep-into-v1/AverageDiscountedReturn,MetaTest/sweep-into-v1/StdReturn,Average/Iteration,Average/TerminationRate,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/sweep-into-v1/MaxReturn,MetaTest/Average/StdReturn,sweep-into-v1/TerminationRate,policy/LossBefore,MetaTest/sweep-into-v1/Iteration,Average/NumEpisodes,policy/Entropy,MetaTest/sweep-into-v1/TerminationRate,MetaTest/sweep-into-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,Average/AverageReturn,sweep-into-v1/MaxReturn,policy/KLBefore,Average/MaxReturn,policy/dLoss,sweep-into-v1/AverageReturn,sweep-into-v1/NumEpisodes,MetaTest/sweep-into-v1/MinReturn,Average/StdReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,sweep-into-v1/MinReturn,MetaTest/sweep-into-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,Average/MinReturn,MetaTest/Average/Iteration,policy/LossAfter,sweep-into-v1/Iteration,MetaTest/sweep-into-v1/NumEpisodes,sweep-into-v1/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance
12.493343209318269,0.0,0.009923397,-60.45626631327043,11.660731667424564,0,0.0,0.0,0.0,0.0,-41.38109047436745,11.660731667424564,0.0,-0.00970768,0,100,5.685806,0.0,0.0,-60.45626631327043,-22.726198831422156,10,-60.33900473300079,-26.338140424635892,0.0,-26.338140424635892,0.03184314,-60.33900473300079,100,-81.31957499229976,12.493343209318269,-60.45626631327044,20000,-87.33503292281371,-60.45626631327044,-41.38109047436745,-81.31957499229976,-87.33503292281371,0,-0.041550823,0,10,-22.726198831422156,0.5591894803524626
30.02128993076822,0.0,0.027516725,,,1,0.0,0.0,,,,,0.0,-0.026532013,,100,5.6636195,,,,-17.636019482511323,,-43.7374969965124,233.598589075901,0.0,233.598589075901,0.040408853,-43.7374969965124,100,,30.02128993076822,,40000,-80.84827257039044,,,,-80.84827257039044,,-0.06694087,1,,-17.636019482511323,0.19165360489525696
147.30659450975145,0.01,0.011031906,,,2,0.0,0.01,,,,,0.0,0.17630659,,100,5.6600394,,,,11.763450155055898,,30.236758630166495,880.0374489308757,0.0,880.0374489308757,0.24032271,30.236758630166495,100,,147.30659450975145,,60000,-55.21265335238284,,,,-55.21265335238284,,-0.06401611,2,,11.763450155055898,0.21722100362896712
228.42962977756386,0.01,0.0077357423,,,3,0.0,0.01,,,,,0.0,-0.03260218,,100,5.6634517,,,,0.7272994776436259,,17.612971911179265,2118.9636722045807,0.0,2118.9636722045807,0.25705197,17.612971911179265,100,,228.42962977756386,,80000,-50.753592195305615,,,,-50.753592195305615,,-0.28965417,3,,0.7272994776436259,0.21044398452399127
194.44563175718622,0.01,0.010943199,,,4,0.0,0.01,,,,,0.0,0.16915508,,100,5.6454625,,,,19.327212685039132,,44.763756014074694,1288.3377819545417,0.0,1288.3377819545417,0.21005528,44.763756014074694,100,,194.44563175718622,,100000,-54.88695747217512,,,,-54.88695747217512,,-0.040900197,4,,19.327212685039132,0.09198900486344008
462.14642295755607,0.01,0.0075041438,,,5,0.0,0.01,,,,,0.0,-0.1680704,,100,5.637769,,,,69.63311204790584,,155.5929701925478,2096.580470658256,0.0,2096.580470658256,0.4912999,155.5929701925478,100,,462.14642295755607,,120000,-57.781021332039444,,,,-57.781021332039444,,-0.6593703,5,,69.63311204790584,0.2226541607908713
560.8745362979107,0.04,0.0057313,,,6,0.0,0.04,,,,,0.0,-0.20143995,,100,5.5965943,,,,70.71674371004501,,151.06298686006573,4074.8306093858746,0.0,4074.8306093858746,0.51895905,151.06298686006573,100,,560.8745362979107,,140000,-55.45705414825793,,,,-55.45705414825793,,-0.720399,6,,70.71674371004501,0.15881143701236
297.13001930190956,0.02,0.010775902,,,7,0.0,0.02,,,,,0.0,-0.26855665,,100,5.5821924,,,,35.16238923700516,,84.16819099913101,1575.4107459626084,0.0,1575.4107459626084,0.37440026,84.16819099913101,100,,297.13001930190956,,160000,-62.42979881280365,,,,-62.42979881280365,,-0.6429569,7,,35.16238923700516,0.26617520365305036
1546.5748838097254,0.04,0.0052250307,,,8,0.0,0.04,,,,,0.0,-0.27054298,,100,5.5640955,,,,159.9645171959891,,521.3296265615559,10543.439696231866,0.0,10543.439696231866,1.7919024,521.3296265615559,100,,1546.5748838097254,,180000,-66.21515024166246,,,,-66.21515024166246,,-2.0624454,8,,159.9645171959891,0.17117754451887934
1450.0442542939825,0.05,0.008050649,,,9,0.0,0.05,,,,,0.0,1.859318,,100,5.527964,,,,238.43458945433798,,544.2316328554483,9349.389101052933,0.0,9349.389101052933,1.6015055,544.2316328554483,100,,1450.0442542939825,,200000,-69.82021288335142,,,,-69.82021288335142,,0.2578125,9,,238.43458945433798,0.19073521623630374
1354.0262009180988,0.04,0.008268895,365.0250458955419,916.2526728395402,10,0.0,0.04,0.0,0.0,3059.774530099612,916.2526728395402,0.0,-0.8804699,1,100,5.503155,0.0,0.0,365.0250458955419,138.3474428053096,10,366.9013080374471,11916.311566676188,0.0,11916.311566676188,1.272719,366.9013080374471,100,-42.58370945005292,1354.0262009180988,365.02504589554167,220000,-45.99777128920961,365.02504589554167,3059.774530099612,-42.58370945005292,-45.99777128920961,1,-2.153189,10,10,138.3474428053096,0.12343998426285296
1955.907270853335,0.06,0.009937607,,,11,0.0,0.06,,,,,0.0,1.6623039,,100,5.497277,,,,223.7610838852424,,686.5072188064778,17360.919443260693,0.0,17360.919443260693,1.9769055,686.5072188064778,100,,1955.907270853335,,240000,-47.62898639974183,,,,-47.62898639974183,,-0.31460157,11,,223.7610838852424,0.17487392324118167
894.555791772279,0.02,0.0076844743,,,12,0.0,0.02,,,,,0.0,-0.4621751,,100,5.4808574,,,,139.1611246479331,,403.69917533136186,4867.463227499215,0.0,4867.463227499215,0.7994641,403.69917533136186,100,,894.555791772279,,260000,-46.88823544122689,,,,-46.88823544122689,,-1.2616392,12,,139.1611246479331,0.20251569870700126
887.2024629014982,0.01,0.0040962305,,,13,0.0,0.01,,,,,0.0,1.0933686,,100,5.4639897,,,,129.98384924097988,,331.3541920799891,5738.1491058758575,0.0,5738.1491058758575,0.582971,331.3541920799891,100,,887.2024629014982,,280000,-52.21752098832118,,,,-52.21752098832118,,0.5103977,13,,129.98384924097988,0.22369684149629
1185.9949490603146,0.04,0.0049971603,,,14,0.0,0.04,,,,,0.0,0.24814454,,100,5.433683,,,,311.53786022288585,,668.2676591825142,6237.113959429595,0.0,6237.113959429595,1.5870492,668.2676591825142,100,,1185.9949490603146,,300000,-58.26250850215961,,,,-58.26250850215961,,-1.3389047,14,,311.53786022288585,0.21443370440951726
1300.9169810301494,0.02,0.005882897,,,15,0.0,0.02,,,,,0.0,-1.2833469,,100,5.4179654,,,,296.52869551236444,,617.17139295853,7432.983101482239,0.0,7432.983101482239,1.3044991,617.17139295853,100,,1300.9169810301494,,320000,-104.57779769905929,,,,-104.57779769905929,,-2.587846,15,,296.52869551236444,0.23805002344476667
