MetaTest/sweep-v1/Iteration,MetaTest/sweep-v1/AverageDiscountedReturn,policy/KL,Average/NumEpisodes,sweep-v1/MinReturn,MetaTest/sweep-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/sweep-v1/AverageReturn,MetaTest/Average/SuccessRate,policy/Entropy,policy/KLBefore,MetaTest/sweep-v1/SuccessRate,MetaTest/Average/TerminationRate,sweep-v1/SuccessRate,Average/AverageDiscountedReturn,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,policy/dLoss,sweep-v1/TerminationRate,Average/StdReturn,sweep-v1/AverageReturn,Average/AverageReturn,MetaTest/sweep-v1/MaxReturn,MetaTest/sweep-v1/MinReturn,sweep-v1/MaxReturn,MetaTest/Average/Iteration,Average/MinReturn,MetaTest/sweep-v1/NumEpisodes,policy/LossAfter,sweep-v1/Iteration,Average/Iteration,Average/SuccessRate,MetaTest/sweep-v1/TerminationRate,sweep-v1/NumEpisodes,Average/TerminationRate,sweep-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,sweep-v1/StdReturn,policy/LossBefore
,,0.005465359,100,-37.13855722472631,,,0.2819640072579028,,,,,5.0420027,0.0,,,0.07,1576.0706571556505,26870.795248233495,,,7.068822,0.0,6909.595892694379,5460.176033820332,5460.176033820332,,,26870.795248233495,,-37.13855722472631,,-3.2371297,31,31,0.07,,100,0.0,1576.0706571556505,,640000,6909.595892694379,3.8316922
,,0.005638877,100,-38.65172931471494,,,0.2206375577363815,,,,,5.033471,0.0,,,0.08,1486.1993137981026,27144.725390376734,,,6.8545,0.0,6795.912894928467,4979.269925894142,4979.269925894142,,,27144.725390376734,,-38.65172931471494,,-0.86485624,32,32,0.08,,100,0.0,1486.1993137981026,,660000,6795.912894928467,5.9896436
,,0.005333162,100,-37.17295788787484,,,0.29430835384586573,,,,,5.025014,0.0,,,0.06,1963.4439562385517,34398.29751482964,,,8.274297,0.0,8162.217890790225,6614.13771265946,6614.13771265946,,,34398.29751482964,,-37.17295788787484,,-5.5700283,33,33,0.06,,100,0.0,1963.4439562385517,,680000,8162.217890790225,2.7042687
,,0.0055133128,100,-30.70495726100963,,,0.27120072750490765,,,,,5.007673,0.0,,,0.01,1778.1535287328122,24971.186319291108,,,9.806498,0.0,7498.8816775834275,6128.1715364240845,6128.1715364240845,,,24971.186319291108,,-30.70495726100963,,-10.511738,34,34,0.01,,100,0.0,1778.1535287328122,,700000,7498.8816775834275,-0.7052406
,,0.004907674,100,-39.24333630232013,,,0.30165738486134297,,,,,4.9786253,0.0,,,0.02,1400.2773372105878,26694.530158419442,,,6.07886,0.0,6674.695772999256,4670.031175010145,4670.031175010145,,,26694.530158419442,,-39.24333630232013,,-8.272757,35,35,0.02,,100,0.0,1400.2773372105878,,720000,6674.695772999256,-2.1938968
,,0.0054990104,100,-35.24878290415439,,,0.26071880095055655,,,,,4.9644246,0.0,,,0.06,2026.0521466245148,25661.295748288932,,,8.234324,0.0,7379.023633964112,6833.714399303968,6833.714399303968,,,25661.295748288932,,-35.24878290415439,,-3.9779718,36,36,0.06,,100,0.0,2026.0521466245148,,740000,7379.023633964112,4.256353
,,0.005472922,100,-35.556540742599225,,,0.31698871703604115,,,,,4.9636145,0.0,,,0.05,2410.2617626954625,31247.39686369316,,,8.874734,0.0,8425.932011358876,8332.102790418308,8332.102790418308,,,31247.39686369316,,-35.556540742599225,,-7.7505155,37,37,0.05,,100,0.0,2410.2617626954625,,760000,8425.932011358876,1.1242187
,,0.008758213,100,-34.74955080691978,,,0.24923836245117514,,,,,4.9485855,0.0,,,0.1,1845.6422936097872,30660.98631865786,,,11.995556,0.0,8293.037838818898,6965.687006079292,6965.687006079292,,,30660.98631865786,,-34.74955080691978,,-14.076294,38,38,0.1,,100,0.0,1845.6422936097872,,780000,8293.037838818898,-2.0807376
,,0.0065414957,100,-31.261441751092544,,,0.3286295494666509,,,,,4.936633,0.0,,,0.07,2144.857316362021,26037.26691676455,,,9.659935,0.0,8245.371773574336,7171.582436187924,7171.582436187924,,,26037.26691676455,,-31.261441751092544,,-4.926372,39,39,0.07,,100,0.0,2144.857316362021,,800000,8245.371773574336,4.7335634
4,2746.007123341994,0.0077558663,100,-28.523219548963294,4560.17570485058,2746.007123341994,0.31019700810447126,13969.28926549318,2746.0071233419926,2746.0071233419926,0.1,4.9306912,0.0,0.1,0.0,0.02,1980.7430230624852,30782.448503877313,10,4560.17570485058,7.7133455,0.0,8385.577426483747,6667.882297174341,6667.882297174341,13969.28926549318,-34.032254692604035,30782.448503877313,4,-28.523219548963294,10,-6.024672,40,40,0.02,0.0,100,0.0,1980.7430230624852,-34.032254692604035,820000,8385.577426483747,1.6886735
,,0.008015194,100,-38.46824073126791,,,0.3026637297131861,,,,,4.9207067,0.0,,,0.01,2170.9647114619497,30695.928279635635,,,7.8521595,0.0,8720.417075623542,7683.795560504506,7683.795560504506,,,30695.928279635635,,-38.46824073126791,,-7.6697283,41,41,0.01,,100,0.0,2170.9647114619497,,840000,8720.417075623542,0.18243125
,,0.0068068504,100,-35.488805289018686,,,0.2538505797010856,,,,,4.8849225,0.0,,,0.06,2035.128955513497,36106.87461501274,,,11.118091,0.0,9063.303038794926,7457.723842261703,7457.723842261703,,,36106.87461501274,,-35.488805289018686,,-11.691083,42,42,0.06,,100,0.0,2035.128955513497,,860000,9063.303038794926,-0.5729922
,,0.0059765736,100,-38.61297392283345,,,0.28971017042075,,,,,4.858968,0.0,,,0.05,2424.7971201641653,32438.08197663806,,,9.803182,0.0,9051.383333724998,8708.55586516585,8708.55586516585,,,32438.08197663806,,-38.61297392283345,,-9.292785,43,43,0.05,,100,0.0,2424.7971201641653,,880000,9051.383333724998,0.5103969
,,0.006446132,100,-41.42006574880138,,,0.28555983715151145,,,,,4.8466115,0.0,,,0.04,2050.406542715235,34593.7632392995,,,8.356252,0.0,8750.128601092547,7051.703963803777,7051.703963803777,,,34593.7632392995,,-41.42006574880138,,-8.331874,44,44,0.04,,100,0.0,2050.406542715235,,900000,8750.128601092547,0.024378125
,,0.007530024,100,-34.32015691459705,,,0.3617385482439095,,,,,4.826589,0.0,,,0.04,3206.4774817123935,41518.4836268704,,,10.164982,0.0,10353.10763510684,11087.360920678377,11087.360920678377,,,41518.4836268704,,-34.32015691459705,,-8.215402,45,45,0.04,,100,0.0,3206.4774817123935,,920000,10353.10763510684,1.9495797
,,0.0061252066,100,-29.640402458354146,,,0.2770175522320004,,,,,4.817571,0.0,,,0.05,2400.0779736197132,34016.66888282695,,,7.7621946,0.0,9267.996593376492,8199.543803152616,8199.543803152616,,,34016.66888282695,,-29.640402458354146,,-12.89623,46,46,0.05,,100,0.0,2400.0779736197132,,940000,9267.996593376492,-5.134035
,,0.0040978803,100,-41.574291275406495,,,0.31439281028274035,,,,,4.7939577,0.0,,,0.05,2399.085912295073,31991.00214021932,,,9.342056,0.0,9390.33163327037,8058.3925309718925,8058.3925309718925,,,31991.00214021932,,-41.574291275406495,,-4.6243563,47,47,0.05,,100,0.0,2399.085912295073,,960000,9390.33163327037,4.7177
,,0.006944104,100,-32.68782671554526,,,0.31629442363003435,,,,,4.7684216,0.0,,,0.04,3166.1341089697794,31620.615104361754,,,10.708769,0.0,9605.145151604454,10412.19495823867,10412.19495823867,,,31620.615104361754,,-32.68782671554526,,-5.807425,48,48,0.04,,100,0.0,3166.1341089697794,,980000,9605.145151604454,4.901344
,,0.004949846,100,-33.61901780628442,,,0.32379841679890986,,,,,4.762562,0.0,,,0.01,3010.766900183023,36378.50567283141,,,11.337295,0.0,10739.393403599459,10394.157352855436,10394.157352855436,,,36378.50567283141,,-33.61901780628442,,-10.481671,49,49,0.01,,100,0.0,3010.766900183023,,1000000,10739.393403599459,0.8556234
5,16371.882021563511,0.005520921,100,-36.29552771074803,9920.62510480625,16371.882021563511,0.37246472076299375,30413.918869613226,16371.88202156351,16371.88202156351,0.0,4.754445,0.0,0.0,0.0,0.03,3191.041350116561,32840.69932031287,10,9920.62510480625,11.201353,0.0,10065.03178067702,10498.105701537186,10498.105701537186,30413.918869613226,35.61873357057982,32840.69932031287,5,-36.29552771074803,10,3.2167218,50,50,0.03,0.0,100,0.0,3191.041350116561,35.61873357057982,1020000,10065.03178067702,14.418075
,,0.0056769657,100,-34.57990318446619,,,0.264434530419116,,,,,4.737628,0.0,,,0.05,2585.2026028623486,29699.438831558255,,,9.875413,0.0,9164.31971582095,8749.509042852776,8749.509042852776,,,29699.438831558255,,-34.57990318446619,,-20.905144,51,51,0.05,,100,0.0,2585.2026028623486,,1040000,9164.31971582095,-11.029731
,,0.0075806864,100,-32.34612247712902,,,0.29271160427722265,,,,,4.7171636,0.0,,,0.03,2772.0412020571403,40373.960053237715,,,9.354837,0.0,9885.835488924591,9490.233197050298,9490.233197050298,,,40373.960053237715,,-32.34612247712902,,-16.559837,52,52,0.03,,100,0.0,2772.0412020571403,,1060000,9885.835488924591,-7.205
,,0.007914998,100,-40.11513905320381,,,0.3639356284316958,,,,,4.679572,0.0,,,0.02,3512.907135726609,33839.445882131986,,,11.09878,0.0,10380.831730017371,12364.290712757807,12364.290712757807,,,33839.445882131986,,-40.11513905320381,,-8.810249,53,53,0.02,,100,0.0,3512.907135726609,,1080000,10380.831730017371,2.2885303
,,0.0076273247,100,-29.613066274325202,,,0.3127565852555816,,,,,4.6436806,0.0,,,0.06,3411.1791732144607,43215.805384735606,,,12.265491,0.0,11176.264069424267,11725.006247227202,11725.006247227202,,,43215.805384735606,,-29.613066274325202,,-4.577147,54,54,0.06,,100,0.0,3411.1791732144607,,1100000,11176.264069424267,7.6883435
,,0.00865722,100,-36.75169961744687,,,0.29651689225232025,,,,,4.636364,0.0,,,0.04,3535.641637455624,32854.937610578876,,,11.714606,0.0,9902.834974180898,12434.687202429526,12434.687202429526,,,32854.937610578876,,-36.75169961744687,,-9.051175,55,55,0.04,,100,0.0,3535.641637455624,,1120000,9902.834974180898,2.6634312
,,0.0059175184,100,-29.805869754700733,,,0.3164307371705186,,,,,4.6285634,0.0,,,0.07,3483.838506772198,35809.381196230344,,,12.471312,0.0,9991.465891360504,11273.29209948357,11273.29209948357,,,35809.381196230344,,-29.805869754700733,,-5.416631,56,56,0.07,,100,0.0,3483.838506772198,,1140000,9991.465891360504,7.05468
,,0.008020067,100,-34.52439368684616,,,0.37991678159675735,,,,,4.6209974,0.0,,,0.04,3588.39292784595,33454.31327559826,,,10.772112,0.0,10795.876037129925,11447.910168685241,11447.910168685241,,,33454.31327559826,,-34.52439368684616,,-3.7005515,57,57,0.04,,100,0.0,3588.39292784595,,1160000,10795.876037129925,7.071561
,,0.0070923483,100,-42.35957462986222,,,0.25814117504624057,,,,,4.61063,0.0,,,0.06,3629.3969137651,30927.841205903584,,,9.544775,0.0,9910.026738002458,11878.10539973193,11878.10539973193,,,30927.841205903584,,-42.35957462986222,,-9.555613,58,58,0.06,,100,0.0,3629.3969137651,,1180000,9910.026738002458,-0.0108375
,,0.008045713,100,-34.12496467775378,,,0.3223754817144344,,,,,4.5732317,0.0,,,0.01,3492.2200006115204,31650.385972622156,,,10.473531,0.0,9629.026872428234,11537.968499662074,11537.968499662074,,,31650.385972622156,,-34.12496467775378,,2.7325,59,59,0.01,,100,0.0,3492.2200006115204,,1200000,9629.026872428234,13.206031
6,9538.090973033713,0.006080728,100,-51.17988133401426,9158.600240478296,9538.090973033713,0.3548612102604868,27123.639168726626,9538.090973033715,9538.090973033715,0.0,4.569405,0.0,0.0,0.0,0.02,3806.4994497052076,35786.86959702006,10,9158.600240478296,10.326153,0.0,10736.004966494245,12476.745360975652,12476.745360975652,27123.639168726626,-45.81377267748352,35786.86959702006,6,-51.17988133401426,10,-9.18042,60,60,0.02,0.0,100,0.0,3806.4994497052076,-45.81377267748352,1220000,10736.004966494245,1.1457328
,,0.0077292365,100,-55.96930099889664,,,0.44271218121175815,,,,,4.5616903,0.0,,,0.01,2773.992791526718,31229.95179319878,,,10.62756,0.0,10053.383112513155,9821.210869520763,9821.210869520763,,,31229.95179319878,,-55.96930099889664,,-10.626434,61,61,0.01,,100,0.0,2773.992791526718,,1240000,10053.383112513155,0.001125
,,0.0063846833,100,-46.83117115939078,,,0.3061067436852807,,,,,4.528732,0.0,,,0.03,3338.2194988041633,41325.56677982567,,,12.372853,0.0,10338.702239110718,11679.140678655005,11679.140678655005,,,41325.56677982567,,-46.83117115939078,,-2.8058624,62,62,0.03,,100,0.0,3338.2194988041633,,1260000,10338.702239110718,9.566991
,,0.0068006758,100,-36.37139374788607,,,0.32978824335400037,,,,,4.5074625,0.0,,,0.07,3916.032181678037,36595.052061697534,,,12.235029,0.0,10928.014965136435,12329.515761617964,12329.515761617964,,,36595.052061697534,,-36.37139374788607,,3.115008,63,63,0.07,,100,0.0,3916.032181678037,,1280000,10928.014965136435,15.350038
,,0.0074899704,100,-37.46374610293338,,,0.36611593298449274,,,,,4.5094304,0.0,,,0.0,3582.376845399442,32936.28226758879,,,9.08864,0.0,10165.410852687863,12019.429854326292,12019.429854326292,,,32936.28226758879,,-37.46374610293338,,-4.9448,64,64,0.0,,100,0.0,3582.376845399442,,1300000,10165.410852687863,4.143841
,,0.006634903,100,-38.377624451492295,,,0.23699412351215488,,,,,4.49171,0.0,,,0.07,3901.39195676426,35961.65704200868,,,9.463803,0.0,10128.438605994404,12712.393200385135,12712.393200385135,,,35961.65704200868,,-38.377624451492295,,-12.312022,65,65,0.07,,100,0.0,3901.39195676426,,1320000,10128.438605994404,-2.8482187
,,0.0060960646,100,-36.9727944179022,,,0.30099137528791886,,,,,4.4602804,0.0,,,0.03,4205.15704039005,39123.636861976294,,,13.237119,0.0,10659.800802170046,13572.128657364085,13572.128657364085,,,39123.636861976294,,-36.9727944179022,,-16.001175,66,66,0.03,,100,0.0,4205.15704039005,,1340000,10659.800802170046,-2.7640562
,,0.008175004,100,-37.70025945065406,,,0.24650159362863433,,,,,4.421451,0.0,,,0.07,4345.4796448850075,43964.76724337146,,,12.719545,0.0,11362.365721477734,13912.257963692602,13912.257963692602,,,43964.76724337146,,-37.70025945065406,,-11.385934,67,67,0.07,,100,0.0,4345.4796448850075,,1360000,11362.365721477734,1.3336117
,,0.0083410675,100,-37.325978212974626,,,0.32695794539266,,,,,4.3819585,0.0,,,0.03,4777.203224019504,39019.8298409525,,,12.322662,0.0,11596.971108863434,15079.553352866698,15079.553352866698,,,39019.8298409525,,-37.325978212974626,,-8.94194,68,68,0.03,,100,0.0,4777.203224019504,,1380000,11596.971108863434,3.3807218
,,0.0067890272,100,-29.61565273434219,,,0.33904412163861364,,,,,4.36694,0.0,,,0.04,4683.726658845478,35340.32858563448,,,12.500162,0.0,10885.612230825522,14988.94902412097,14988.94902412097,,,35340.32858563448,,-29.61565273434219,,-13.961126,69,69,0.04,,100,0.0,4683.726658845478,,1400000,10885.612230825522,-1.4609641
