MetaTest/sweep-v1/Iteration,MetaTest/sweep-v1/AverageDiscountedReturn,policy/KL,Average/NumEpisodes,sweep-v1/MinReturn,MetaTest/sweep-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/sweep-v1/AverageReturn,MetaTest/Average/SuccessRate,policy/Entropy,policy/KLBefore,MetaTest/sweep-v1/SuccessRate,MetaTest/Average/TerminationRate,sweep-v1/SuccessRate,Average/AverageDiscountedReturn,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,policy/dLoss,sweep-v1/TerminationRate,Average/StdReturn,sweep-v1/AverageReturn,Average/AverageReturn,MetaTest/sweep-v1/MaxReturn,MetaTest/sweep-v1/MinReturn,sweep-v1/MaxReturn,MetaTest/Average/Iteration,Average/MinReturn,MetaTest/sweep-v1/NumEpisodes,policy/LossAfter,sweep-v1/Iteration,Average/Iteration,Average/SuccessRate,MetaTest/sweep-v1/TerminationRate,sweep-v1/NumEpisodes,Average/TerminationRate,sweep-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,TotalEnvSteps,sweep-v1/StdReturn,policy/LossBefore
0,-56.90026543187069,0.008875595,100,-80.33921707029589,11.185136513438477,-56.90026543187069,0.5005413109069948,-36.26822988993857,-56.900265431870686,-56.900265431870686,0.0,5.6917334,0.0,0.0,0.0,0.0,-22.79070258419833,-28.390757876579826,10,11.185136513438477,0.02931923,0.0,10.648993715694397,-60.81145530762829,-60.81145530762829,-36.26822988993857,-72.68486369235454,-28.390757876579826,0,-80.33921707029589,10,-0.0473507,0,0,0.0,0.0,100,0.0,-22.79070258419833,-72.68486369235454,20000,10.648993715694397,-0.01803147
,,0.019603705,100,-72.7861910296801,,,0.557045614286533,,,,,5.693888,0.0,,,0.0,-18.614383930082354,-25.63837170907167,,,0.020684082,0.0,9.726633774770692,-47.31100228129247,-47.31100228129247,,,-25.63837170907167,,-72.7861910296801,,-0.029591998,1,1,0.0,,100,0.0,-18.614383930082354,,40000,9.726633774770692,-0.008907916
,,0.023800502,100,-61.091261659787975,,,0.26158527690171063,,,,,5.6685514,0.0,,,0.0,-10.175189815092832,113.17889236199578,,,0.051933825,0.0,32.47012987121137,-21.93560551386618,-21.93560551386618,,,113.17889236199578,,-61.091261659787975,,-0.032097157,2,2,0.0,,100,0.0,-10.175189815092832,,60000,32.47012987121137,0.01983667
,,0.0076977112,100,-55.75228443894175,,,0.19918131977820208,,,,,5.645013,0.0,,,0.0,-0.09155088202996979,402.1864233944743,,,0.06570058,0.0,63.17783812192284,1.4920607727071853,1.4920607727071853,,,402.1864233944743,,-55.75228443894175,,0.00033935547,3,3,0.0,,100,0.0,-0.09155088202996979,,80000,63.17783812192284,0.06603994
,,0.008405687,100,-55.921223702800525,,,0.3421944985899278,,,,,5.6282754,0.0,,,0.0,5.860197530686005,3519.468490491527,,,0.4057161,0.0,390.27411205977165,44.398496759715684,44.398496759715684,,,3519.468490491527,,-55.921223702800525,,-0.40924227,4,4,0.0,,100,0.0,5.860197530686005,,100000,390.27411205977165,-0.003526172
,,0.008406353,100,-56.00617313991818,,,0.15480673360667785,,,,,5.5956273,0.0,,,0.0,24.75177904648306,2070.434960268441,,,0.48401287,0.0,368.00134645173756,94.45061160311134,94.45061160311134,,,2070.434960268441,,-56.00617313991818,,-0.63128865,5,5,0.0,,100,0.0,24.75177904648306,,120000,368.00134645173756,-0.14727578
,,0.0056835157,100,-38.771121610946345,,,0.24344136652789616,,,,,5.556221,0.0,,,0.0,76.9254160635846,4678.932063860728,,,1.1139243,0.0,819.7414621287243,223.7282759071698,223.7282759071698,,,4678.932063860728,,-38.771121610946345,,-0.6719368,6,6,0.0,,100,0.0,76.9254160635846,,140000,819.7414621287243,0.4419875
,,0.008457288,100,-38.641868960618815,,,0.15177817680251904,,,,,5.5170393,0.0,,,0.0,66.61877599743882,5543.40741658532,,,1.0684764,0.0,848.099135840638,193.77677136963032,193.77677136963032,,,5543.40741658532,,-38.641868960618815,,-1.0741483,7,7,0.0,,100,0.0,66.61877599743882,,160000,848.099135840638,-0.005671875
,,0.0042455313,100,-35.027110245943064,,,0.19316993669499183,,,,,5.484284,0.0,,,0.0,95.69342486929023,4220.589809845161,,,1.0524104,0.0,844.0359033868419,274.9635009182924,274.9635009182924,,,4220.589809845161,,-35.027110245943064,,-1.8120989,8,8,0.0,,100,0.0,95.69342486929023,,180000,844.0359033868419,-0.75968856
,,0.005054645,100,-35.71581122933394,,,0.24345610040479915,,,,,5.4757485,0.0,,,0.01,136.00787126552018,10528.157890061484,,,1.4856484,0.0,1571.7846135523207,472.9006584009636,472.9006584009636,,,10528.157890061484,,-35.71581122933394,,-1.5066078,9,9,0.01,,100,0.0,136.00787126552018,,200000,1571.7846135523207,-0.020959375
1,93.98222453993631,0.0088885585,100,-41.00890798417847,255.6036691808525,93.98222453993631,0.2189725827914426,843.1307323005624,93.98222453993635,93.98222453993635,0.0,5.4583597,0.0,0.0,0.0,0.0,65.6148014737264,4424.3732917305315,10,255.6036691808525,0.6592387,0.0,701.9686363723923,226.00478218212547,226.00478218212547,843.1307323005624,-37.28093227740972,4424.3732917305315,1,-41.00890798417847,10,-0.258814,10,10,0.0,0.0,100,0.0,65.6148014737264,-37.28093227740972,220000,701.9686363723923,0.40042472
,,0.0078107184,100,-41.41199003322212,,,0.3826353071920644,,,,,5.4438243,0.0,,,0.0,51.844285645684835,3078.383695125118,,,0.5144733,0.0,563.3989790485265,139.33468095319392,139.33468095319392,,,3078.383695125118,,-41.41199003322212,,-0.91156554,11,11,0.0,,100,0.0,51.844285645684835,,240000,563.3989790485265,-0.3970922
,,0.0047509735,100,-34.082107709996286,,,0.19503390967392986,,,,,5.4506445,0.0,,,0.0,68.10216439737705,3460.027429824066,,,0.5229547,0.0,665.7060054421413,231.80358010408676,231.80358010408676,,,3460.027429824066,,-34.082107709996286,,0.08801562,12,12,0.0,,100,0.0,68.10216439737705,,260000,665.7060054421413,0.6109703
,,0.006039667,100,-33.52794434947352,,,0.24009248029697416,,,,,5.430097,0.0,,,0.0,147.01706288281324,5042.492299830065,,,1.1899478,0.0,1045.2004340172555,466.0751306238539,466.0751306238539,,,5042.492299830065,,-33.52794434947352,,-1.5026314,13,13,0.0,,100,0.0,147.01706288281324,,280000,1045.2004340172555,-0.31268358
,,0.005566927,100,-36.4124521648821,,,0.19196884927241076,,,,,5.415802,0.0,,,0.0,96.61307463998169,5267.302128175924,,,0.98860216,0.0,868.926437601902,329.84434268067935,329.84434268067935,,,5267.302128175924,,-36.4124521648821,,-1.3038033,14,14,0.0,,100,0.0,96.61307463998169,,300000,868.926437601902,-0.31520116
,,0.007358348,100,-37.625166017439696,,,0.11456916934566275,,,,,5.4149933,0.0,,,0.0,114.010244311603,6839.121796653221,,,1.2805486,0.0,1023.3738336576025,393.3243849047234,393.3243849047234,,,6839.121796653221,,-37.625166017439696,,-1.3738664,15,15,0.0,,100,0.0,114.010244311603,,320000,1023.3738336576025,-0.093317874
,,0.0046287356,100,-30.710498570775044,,,0.15771408094144512,,,,,5.3879514,0.0,,,0.01,174.48217031017327,6358.527355371079,,,1.5049672,0.0,1294.7610636139632,562.45370111268,562.45370111268,,,6358.527355371079,,-30.710498570775044,,-1.1728977,16,16,0.01,,100,0.0,174.48217031017327,,340000,1294.7610636139632,0.33206955
,,0.007760515,100,-34.7565620123332,,,0.22059233002993073,,,,,5.356415,0.0,,,0.0,189.54363472359105,10449.630602456748,,,1.7811208,0.0,1629.9527017826422,603.0225813279596,603.0225813279596,,,10449.630602456748,,-34.7565620123332,,0.36460352,17,17,0.0,,100,0.0,189.54363472359105,,360000,1629.9527017826422,2.1457243
,,0.0058896886,100,-34.00490741064112,,,0.25253113664231797,,,,,5.33064,0.0,,,0.0,182.60619815791821,10426.379765868278,,,1.8438574,0.0,1571.381171293626,586.977008905627,586.977008905627,,,10426.379765868278,,-34.00490741064112,,-1.7379543,18,18,0.0,,100,0.0,182.60619815791821,,380000,1571.381171293626,0.10590313
,,0.008240035,100,-37.1361574242368,,,0.15491744569819088,,,,,5.294883,0.0,,,0.0,229.2831436143215,9279.163143814902,,,2.2840652,0.0,1745.9498196938027,776.3669895147893,776.3669895147893,,,9279.163143814902,,-37.1361574242368,,-2.9281971,19,19,0.0,,100,0.0,229.2831436143215,,400000,1745.9498196938027,-0.64413184
2,461.0099608640122,0.007742058,100,-30.58937913825124,1210.2930230375002,461.0099608640122,0.24991805233486852,4078.1082578176747,461.009960864012,461.009960864012,0.0,5.3025484,0.0,0.0,0.0,0.0,401.86244552343976,11732.186067690795,10,1210.2930230375002,3.4994864,0.0,2606.949546229763,1419.8719825196304,1419.8719825196304,4078.1082578176747,-30.81986570818116,11732.186067690795,2,-30.58937913825124,10,-4.4640803,20,20,0.0,0.0,100,0.0,401.86244552343976,-30.81986570818116,420000,2606.949546229763,-0.96459377
,,0.0088056,100,-34.01918653374411,,,0.27353358692304697,,,,,5.268178,0.0,,,0.02,523.0073728320355,12109.847183061725,,,4.265139,0.0,2635.0145429292206,1714.5970734577154,1714.5970734577154,,,12109.847183061725,,-34.01918653374411,,-3.9040368,21,21,0.02,,100,0.0,523.0073728320355,,440000,2635.0145429292206,0.36110234
,,0.006546654,100,-34.362433050623785,,,0.27445670796196486,,,,,5.249797,0.0,,,0.02,634.1555253962422,16096.524467060264,,,4.0563846,0.0,3449.4630906262023,2153.839196078434,2153.839196078434,,,16096.524467060264,,-34.362433050623785,,-3.3607914,22,22,0.02,,100,0.0,634.1555253962422,,460000,3449.4630906262023,0.69559294
,,0.007331254,100,-36.745068199988005,,,0.18997688193778994,,,,,5.2217865,0.0,,,0.04,856.4695358586748,19866.251778086385,,,5.1676674,0.0,3986.6074088137416,2788.3348918043403,2788.3348918043403,,,19866.251778086385,,-36.745068199988005,,-2.3158,23,23,0.04,,100,0.0,856.4695358586748,,480000,3986.6074088137416,2.8518672
,,0.0056703356,100,-41.70119428960482,,,0.2177127973985411,,,,,5.187884,0.0,,,0.04,664.50278393253,20698.316108208608,,,5.2352943,0.0,3857.0060954480687,2338.885054008393,2338.885054008393,,,20698.316108208608,,-41.70119428960482,,-2.6201923,24,24,0.04,,100,0.0,664.50278393253,,500000,3857.0060954480687,2.6151023
,,0.0059040184,100,-36.00959785192907,,,0.23424552781047792,,,,,5.161208,0.0,,,0.02,785.0434918060319,17531.185442057562,,,5.1621857,0.0,4143.874866558179,2705.5050360743203,2705.5050360743203,,,17531.185442057562,,-36.00959785192907,,-1.9957523,25,25,0.02,,100,0.0,785.0434918060319,,520000,4143.874866558179,3.1664336
,,0.0077746245,100,-38.78888524179608,,,0.2099463799996404,,,,,5.1403856,0.0,,,0.03,978.4392416869767,21041.243737442153,,,4.810223,0.0,4422.1276394374845,3218.7066873019567,3218.7066873019567,,,21041.243737442153,,-38.78888524179608,,-5.229861,26,26,0.03,,100,0.0,978.4392416869767,,540000,4422.1276394374845,-0.4196375
,,0.006535064,100,-45.56477414033521,,,0.33747143066355556,,,,,5.1362033,0.0,,,0.03,751.2799624948211,19655.145241671155,,,5.1017447,0.0,4557.4428800217165,2406.274382098267,2406.274382098267,,,19655.145241671155,,-45.56477414033521,,-4.7495728,27,27,0.03,,100,0.0,751.2799624948211,,560000,4557.4428800217165,0.35217187
,,0.007852301,100,-32.541151031802386,,,0.22325628923538776,,,,,5.118966,0.0,,,0.05,1271.729255232423,21468.142491103165,,,6.139407,0.0,5161.955761499946,4414.117548604645,4414.117548604645,,,21468.142491103165,,-32.541151031802386,,-1.1831914,28,28,0.05,,100,0.0,1271.729255232423,,580000,5161.955761499946,4.956216
,,0.0063847075,100,-32.83339410187228,,,0.28103840529892443,,,,,5.087153,0.0,,,0.05,1518.3326495814426,22700.89181970039,,,5.862387,0.0,6588.828066526215,5352.9570379423185,5352.9570379423185,,,22700.89181970039,,-32.83339410187228,,-10.121447,29,29,0.05,,100,0.0,1518.3326495814426,,600000,6588.828066526215,-4.2590594
3,3208.8937469366974,0.009331703,100,-35.383309532920364,4860.641380019867,3208.8937469366974,0.22817928197580262,16654.824281641104,3208.893746936695,3208.893746936695,0.0,5.056594,0.0,0.0,0.0,0.04,1659.8957529028512,30058.274506566533,10,4860.641380019867,8.774015,0.0,7204.496765893922,5718.022100362474,5718.022100362474,16654.824281641104,-22.90526387949483,30058.274506566533,3,-35.383309532920364,10,-6.0845656,30,30,0.04,0.0,100,0.0,1659.8957529028512,-22.90526387949483,620000,7204.496765893922,2.68945
