MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/window-open-v1/MaxReturn,MetaTest/window-open-v1/StdReturn,TotalEnvSteps,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/window-open-v1/SuccessRate,MetaTest/window-open-v1/Iteration,MetaTest/window-open-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/window-open-v1/TerminationRate
10,285.478411620349,-99.43105304332113,3291.753072057098,-99.43105304332113,10,0.0,0.0,13,3291.753072057098,1002.3192415649406,536000,285.47841162034905,285.47841162034905,0.0,13,285.478411620349,1002.3192415649406,0.0
10,-34.249587865815066,-86.95908091430329,81.05065121990906,-86.95908091430329,10,0.0,0.2,14,81.05065121990906,43.476421631127316,560000,-34.249587865815066,-34.249587865815066,0.2,14,-34.249587865815066,43.476421631127316,0.0
10,-65.78231734609903,-106.532241494736,-35.095517063403754,-106.532241494736,10,0.0,0.0,15,-35.095517063403754,25.235364422789726,584000,-65.78231734609902,-65.78231734609902,0.0,15,-65.78231734609903,25.235364422789726,0.0
10,4371.793378372444,-95.06087662982074,29556.92008965838,-95.06087662982074,10,0.0,0.0,16,29556.92008965838,9483.345405780026,608000,4371.793378372442,4371.793378372442,0.0,16,4371.793378372444,9483.345405780026,0.0
10,-69.39993612658269,-104.62807047353735,-27.151821710666674,-104.62807047353735,10,0.0,0.0,17,-27.151821710666674,21.57530510840768,632000,-69.39993612658267,-69.39993612658267,0.0,17,-69.39993612658269,21.57530510840768,0.0
10,3871.4475333039313,-102.1823271241779,39278.90024433809,-102.1823271241779,10,0.0,0.0,18,39278.90024433809,11802.510895863363,656000,3871.44753330393,3871.44753330393,0.0,18,3871.4475333039313,11802.510895863363,0.0
10,8114.634901967252,-100.98515835909149,81900.91636387074,-100.98515835909149,10,0.0,0.1,19,81900.91636387074,24595.432335052807,680000,8114.634901967251,8114.634901967251,0.1,19,8114.634901967252,24595.432335052807,0.0
10,-90.05153767538532,-104.86612943455825,-78.77207895287525,-104.86612943455825,10,0.0,0.0,20,-78.77207895287525,9.503620878897708,704000,-90.05153767538536,-90.05153767538536,0.0,20,-90.05153767538532,9.503620878897708,0.0
10,21784.162628904072,-102.70146083825725,128228.58504118271,-102.70146083825725,10,0.0,0.2,21,128228.58504118271,44529.085161414434,728000,21784.162628904065,21784.162628904065,0.2,21,21784.162628904072,44529.085161414434,0.0
10,-14.2808127054228,-108.98244996634533,367.61952778435904,-108.98244996634533,10,0.0,0.0,22,367.61952778435904,131.88878271667096,752000,-14.280812705422743,-14.280812705422743,0.0,22,-14.2808127054228,131.88878271667096,0.0
10,27019.97406112232,-141.199019106922,147285.46814726575,-141.199019106922,10,0.0,0.3,23,147285.46814726575,49570.477421674004,776000,27019.97406112231,27019.97406112231,0.3,23,27019.97406112232,49570.477421674004,0.0
10,235.58591186445219,-108.83004242185577,2914.3423338001835,-108.83004242185577,10,0.0,0.0,24,2914.3423338001835,893.3760878625399,800000,235.58591186445196,235.58591186445196,0.0,24,235.58591186445219,893.3760878625399,0.0
10,23491.798953270074,-91.19418657305934,114848.85005730476,-91.19418657305934,10,0.0,0.3,25,114848.85005730476,38466.69573156509,824000,23491.79895327008,23491.79895327008,0.3,25,23491.798953270074,38466.69573156509,0.0
10,-42.48592528423457,-70.58614643366772,-14.822821221403204,-70.58614643366772,10,0.0,0.0,26,-14.822821221403204,19.747741075933995,848000,-42.485925284234575,-42.485925284234575,0.0,26,-42.48592528423457,19.747741075933995,0.0
10,11268.658279986592,-48.29313652497925,100760.94850112406,-48.29313652497925,10,0.0,0.1,27,100760.94850112406,29990.340964211897,872000,11268.658279986585,11268.658279986585,0.1,27,11268.658279986592,29990.340964211897,0.0
10,-38.961187711473755,-83.90688446144601,-17.861204652867244,-83.90688446144601,10,0.0,0.5,28,-17.861204652867244,21.722042783036486,896000,-38.961187711473755,-38.961187711473755,0.5,28,-38.961187711473755,21.722042783036486,0.0
10,21408.843399828627,-111.85510239754325,118588.8009480576,-111.85510239754325,10,0.0,0.3,29,118588.8009480576,38555.12898827947,920000,21408.84339982864,21408.84339982864,0.3,29,21408.843399828627,38555.12898827947,0.0
10,14015.822172537732,-121.53099302045527,140876.7019793179,-121.53099302045527,10,0.0,0.1,30,140876.7019793179,42286.96732212245,944000,14015.822172537746,14015.822172537746,0.1,30,14015.822172537732,42286.96732212245,0.0
10,-11.511534013356108,-64.79859443531107,355.31083445364357,-64.79859443531107,10,0.0,0.0,31,355.31083445364357,122.95725474931196,968000,-11.511534013356094,-11.511534013356094,0.0,31,-11.511534013356108,122.95725474931196,0.0
10,24088.29469386602,-60.96233401653736,121321.22612864446,-60.96233401653736,10,0.0,0.2,32,121321.22612864446,46032.76166496568,992000,24088.294693866013,24088.294693866013,0.2,32,24088.29469386602,46032.76166496568,0.0
10,20396.5480024959,-76.29780567386035,143557.22522853958,-76.29780567386035,10,0.0,0.1,33,143557.22522853958,44379.25296237954,1016000,20396.548002495907,20396.548002495907,0.1,33,20396.5480024959,44379.25296237954,0.0
10,-69.62402224544014,-99.10542859919835,-34.647151602976734,-99.10542859919835,10,0.0,0.0,34,-34.647151602976734,19.61284450822112,1040000,-69.62402224544016,-69.62402224544016,0.0,34,-69.62402224544014,19.61284450822112,0.0
10,42302.786819251676,-94.44071171702095,118123.96634201049,-94.44071171702095,10,0.0,0.4,35,118123.96634201049,52482.63394749276,1064000,42302.78681925167,42302.78681925167,0.4,35,42302.786819251676,52482.63394749276,0.0
10,4250.977863387234,-95.90769363214675,39822.119248857845,-95.90769363214675,10,0.0,0.0,36,39822.119248857845,11885.115355255124,1088000,4250.977863387232,4250.977863387232,0.0,36,4250.977863387234,11885.115355255124,0.0
10,18525.833150544633,-102.46362049675419,93844.50789894517,-102.46362049675419,10,0.0,0.2,37,93844.50789894517,36371.21707126082,1112000,18525.833150544637,18525.833150544637,0.2,37,18525.833150544633,36371.21707126082,0.0
10,61094.78519893051,-53.26256781076942,134469.72995959123,-53.26256781076942,10,0.0,0.5,38,134469.72995959123,61490.16999458566,1136000,61094.78519893052,61094.78519893052,0.5,38,61094.78519893051,61490.16999458566,0.0
10,36905.512246437684,-47.04810796812547,106693.74025308281,-47.04810796812547,10,0.0,0.4,39,106693.74025308281,45923.33844701335,1160000,36905.512246437684,36905.512246437684,0.4,39,36905.512246437684,45923.33844701335,0.0
10,10592.085115647295,-119.36132135143673,103479.55065301596,-119.36132135143673,10,0.0,0.1,40,103479.55065301596,30970.43067873117,1184000,10592.085115647296,10592.085115647296,0.1,40,10592.085115647295,30970.43067873117,0.0
10,9846.087459758044,-57.01679989185814,94456.4661543203,-57.01679989185814,10,0.0,0.1,41,94456.4661543203,28221.24272420068,1208000,9846.087459758046,9846.087459758046,0.1,41,9846.087459758044,28221.24272420068,0.0
10,27890.557043556862,-68.523569690315,137049.46514678246,-68.523569690315,10,0.0,0.2,42,137049.46514678246,54135.57978535542,1232000,27890.55704355687,27890.55704355687,0.2,42,27890.557043556862,54135.57978535542,0.0
10,84040.55655676045,-60.54344014810581,155583.02374420644,-60.54344014810581,10,0.0,0.7,43,155583.02374420644,58469.58751337481,1256000,84040.5565567605,84040.5565567605,0.7,43,84040.55655676045,58469.58751337481,0.0
10,25162.05750593089,-77.85643991950367,141304.8868073653,-77.85643991950367,10,0.0,0.1,44,141304.8868073653,49090.98933682798,1280000,25162.057505930894,25162.057505930894,0.1,44,25162.05750593089,49090.98933682798,0.0
10,53844.75030718951,-69.57072251630268,151965.28622724424,-69.57072251630268,10,0.0,0.5,45,151965.28622724424,55807.29146842168,1304000,53844.7503071895,53844.7503071895,0.5,45,53844.75030718951,55807.29146842168,0.0
10,73428.03494562159,-64.49224302587548,133060.86586223857,-64.49224302587548,10,0.0,0.7,46,133060.86586223857,49747.81716421799,1328000,73428.0349456216,73428.0349456216,0.7,46,73428.03494562159,49747.81716421799,0.0
10,24154.853999774583,-77.88513742142746,125009.15611641225,-77.88513742142746,10,0.0,0.2,47,125009.15611641225,47657.92221447319,1352000,24154.853999774572,24154.853999774572,0.2,47,24154.853999774583,47657.92221447319,0.0
10,68770.27914901405,-59.33726266115289,122955.51431774414,-59.33726266115289,10,0.0,0.7,48,122955.51431774414,47754.32335850811,1376000,68770.27914901402,68770.27914901402,0.7,48,68770.27914901405,47754.32335850811,0.0
10,8482.528081132552,-75.46165056348043,79311.35871880419,-75.46165056348043,10,0.0,0.1,49,79311.35871880419,23639.76113974355,1400000,8482.528081132561,8482.528081132561,0.1,49,8482.528081132552,23639.76113974355,0.0
10,70045.78783517789,-75.06735664296036,127461.5913436389,-75.06735664296036,10,0.0,0.6,50,127461.5913436389,50022.976399077845,1424000,70045.78783517789,70045.78783517789,0.6,50,70045.78783517789,50022.976399077845,0.0
10,46453.488929515115,-79.2793439275771,137334.04483934556,-79.2793439275771,10,0.0,0.4,51,137334.04483934556,57696.62375536636,1448000,46453.48892951512,46453.48892951512,0.4,51,46453.488929515115,57696.62375536636,0.0
10,52309.01697769346,-59.09267907578188,155996.13206734386,-59.09267907578188,10,0.0,0.4,52,155996.13206734386,65408.02770355913,1472000,52309.01697769345,52309.01697769345,0.4,52,52309.01697769346,65408.02770355913,0.0
10,71285.90693393597,-66.36977440039026,137219.73881442705,-66.36977440039026,10,0.0,0.7,53,137219.73881442705,49744.44553256177,1496000,71285.90693393596,71285.90693393596,0.7,53,71285.90693393597,49744.44553256177,0.0
10,22623.759115404748,-75.94118334299405,148286.56900123495,-75.94118334299405,10,0.0,0.2,54,148286.56900123495,47966.93998309512,1520000,22623.759115404737,22623.759115404737,0.2,54,22623.759115404748,47966.93998309512,0.0
10,42798.07388944065,-83.13175011003405,181250.49043845205,-83.13175011003405,10,0.0,0.3,55,181250.49043845205,63694.52226762579,1544000,42798.07388944064,42798.07388944064,0.3,55,42798.07388944065,63694.52226762579,0.0
10,60358.64030945931,-67.83437257334403,189353.2441851727,-67.83437257334403,10,0.0,0.4,56,189353.2441851727,67460.3493071189,1568000,60358.64030945931,60358.64030945931,0.4,56,60358.64030945931,67460.3493071189,0.0
10,23770.531191718404,-59.99653020656093,142947.60489857342,-59.99653020656093,10,0.0,0.1,57,142947.60489857342,43063.37151401665,1592000,23770.53119171839,23770.53119171839,0.1,57,23770.531191718404,43063.37151401665,0.0
10,13168.13820570611,-83.43814579379556,104979.9248711001,-83.43814579379556,10,0.0,0.1,58,104979.9248711001,31661.444643887797,1616000,13168.138205706098,13168.138205706098,0.1,58,13168.13820570611,31661.444643887797,0.0
10,593.7398135593643,-68.88590241311445,3605.142079811431,-68.88590241311445,10,0.0,0.0,59,3605.142079811431,1302.983236984979,1640000,593.7398135593642,593.7398135593642,0.0,59,593.7398135593643,1302.983236984979,0.0
10,57375.920329789384,-76.61263258513252,150205.59958026942,-76.61263258513252,10,0.0,0.5,60,150205.59958026942,60259.84222643872,1664000,57375.92032978941,57375.92032978941,0.5,60,57375.920329789384,60259.84222643872,0.0
10,54562.54799303204,-67.02401875624375,153884.63588638717,-67.02401875624375,10,0.0,0.4,61,153884.63588638717,67712.67705461149,1688000,54562.54799303204,54562.54799303204,0.4,61,54562.54799303204,67712.67705461149,0.0
10,46825.51820539765,-49.51766385016131,148901.3335945284,-49.51766385016131,10,0.0,0.4,62,148901.3335945284,54162.22209692839,1712000,46825.51820539765,46825.51820539765,0.4,62,46825.51820539765,54162.22209692839,0.0
10,45937.941541140564,-58.74284783263526,158255.94174397766,-58.74284783263526,10,0.0,0.3,63,158255.94174397766,70285.38115443265,1736000,45937.9415411406,45937.9415411406,0.3,63,45937.941541140564,70285.38115443265,0.0
10,22615.482851694673,-94.81255623539938,117762.31204884558,-94.81255623539938,10,0.0,0.2,64,117762.31204884558,45408.51702890011,1760000,22615.48285169468,22615.48285169468,0.2,64,22615.482851694673,45408.51702890011,0.0
10,16968.58914129744,-77.66990496465081,170159.08021887383,-77.66990496465081,10,0.0,0.1,65,170159.08021887383,51063.499152420285,1784000,16968.58914129743,16968.58914129743,0.1,65,16968.58914129744,51063.499152420285,0.0
10,19482.210037570138,-81.05480492755144,98671.28031265865,-81.05480492755144,10,0.0,0.2,66,98671.28031265865,38162.307305975926,1808000,19482.210037570134,19482.210037570134,0.2,66,19482.210037570138,38162.307305975926,0.0
10,24551.85586821827,-64.97057084744046,151967.13923134375,-64.97057084744046,10,0.0,0.2,67,151967.13923134375,50889.41231172519,1832000,24551.855868218245,24551.855868218245,0.2,67,24551.85586821827,50889.41231172519,0.0
10,57821.917405285756,-60.773471523053985,154854.5217927279,-60.773471523053985,10,0.0,0.5,68,154854.5217927279,62610.51833245461,1856000,57821.91740528574,57821.91740528574,0.5,68,57821.917405285756,62610.51833245461,0.0
10,21066.73150585781,-60.53453189307521,140545.2264329316,-60.53453189307521,10,0.0,0.2,69,140545.2264329316,45037.9676444992,1880000,21066.731505857817,21066.731505857817,0.2,69,21066.73150585781,45037.9676444992,0.0
10,77227.70201822101,-60.4134595108472,178393.20518992443,-60.4134595108472,10,0.0,0.5,70,178393.20518992443,77907.0117476686,1904000,77227.70201822098,77227.70201822098,0.5,70,77227.70201822101,77907.0117476686,0.0
10,45572.22299292199,-64.30576208795138,158979.91132754853,-64.30576208795138,10,0.0,0.3,71,158979.91132754853,69739.08876389288,1928000,45572.22299292196,45572.22299292196,0.3,71,45572.22299292199,69739.08876389288,0.0
10,37171.552399043256,-62.019486301263925,127436.50252779771,-62.019486301263925,10,0.0,0.3,72,127436.50252779771,56908.26143865097,1952000,37171.55239904324,37171.55239904324,0.3,72,37171.552399043256,56908.26143865097,0.0
10,83240.49297758465,-48.69127082707275,175739.3050832796,-48.69127082707275,10,0.0,0.6,73,175739.3050832796,72130.11449486678,1976000,83240.49297758468,83240.49297758468,0.6,73,83240.49297758465,72130.11449486678,0.0
10,55293.829308467175,-61.694261234667486,173169.45152560587,-61.694261234667486,10,0.0,0.4,74,173169.45152560587,67034.33453276825,2000000,55293.8293084672,55293.8293084672,0.4,74,55293.829308467175,67034.33453276825,0.0
10,63407.665327436334,-55.96293672026672,166017.5116238564,-55.96293672026672,10,0.0,0.5,75,166017.5116238564,65856.122764032,2024000,63407.66532743633,63407.66532743633,0.5,75,63407.665327436334,65856.122764032,0.0
10,36290.16160921686,-67.50519177025257,139858.46751850587,-67.50519177025257,10,0.0,0.3,76,139858.46751850587,56478.276863825995,2048000,36290.16160921687,36290.16160921687,0.3,76,36290.16160921686,56478.276863825995,0.0
10,53660.36440042284,-59.463940397665326,140950.4327771265,-59.463940397665326,10,0.0,0.4,77,140950.4327771265,65888.89792484185,2072000,53660.36440042284,53660.36440042284,0.4,77,53660.36440042284,65888.89792484185,0.0
10,57001.581067838604,-63.53948566889082,155057.0227199741,-63.53948566889082,10,0.0,0.6,78,155057.0227199741,60391.14520208515,2096000,57001.581067838626,57001.581067838626,0.6,78,57001.581067838604,60391.14520208515,0.0
10,71955.94854448471,-60.76913563393825,172838.90359752605,-60.76913563393825,10,0.0,0.5,79,172838.90359752605,74509.6019624428,2120000,71955.94854448475,71955.94854448475,0.5,79,71955.94854448471,74509.6019624428,0.0
10,15104.807924836405,-59.925150713820955,151456.09768057175,-59.925150713820955,10,0.0,0.1,80,151456.09768057175,45450.43079740292,2144000,15104.807924836408,15104.807924836408,0.1,80,15104.807924836405,45450.43079740292,0.0
10,73061.47876255214,-59.183850750556864,169909.38697995254,-59.183850750556864,10,0.0,0.5,81,169909.38697995254,74394.0967738655,2168000,73061.47876255216,73061.47876255216,0.5,81,73061.47876255214,74394.0967738655,0.0
10,72735.85252579975,-62.51470601069406,189097.84045474516,-62.51470601069406,10,0.0,0.5,82,189097.84045474516,74914.32489027445,2192000,72735.85252579977,72735.85252579977,0.5,82,72735.85252579975,74914.32489027445,0.0
10,59109.879065528,-65.5959732385323,160491.3139949249,-65.5959732385323,10,0.0,0.5,83,160491.3139949249,71771.60377023534,2216000,59109.879065528,59109.879065528,0.5,83,59109.879065528,71771.60377023534,0.0
10,20324.08616601182,-64.09314355950742,115924.32709037543,-64.09314355950742,10,0.0,0.3,84,115924.32709037543,41213.38630663053,2240000,20324.086166011824,20324.086166011824,0.3,84,20324.08616601182,41213.38630663053,0.0
10,69762.96091635384,-63.87256764421601,167946.89814234374,-63.87256764421601,10,0.0,0.5,85,167946.89814234374,74806.99941255969,2264000,69762.96091635386,69762.96091635386,0.5,85,69762.96091635384,74806.99941255969,0.0
10,59289.28965304345,-55.703118667998,163927.10137601127,-55.703118667998,10,0.0,0.5,86,163927.10137601127,64207.905936750765,2288000,59289.28965304344,59289.28965304344,0.5,86,59289.28965304345,64207.905936750765,0.0
10,39804.976179643,-66.20760736886295,156690.5092564022,-66.20760736886295,10,0.0,0.3,87,156690.5092564022,61230.106129927124,2312000,39804.97617964298,39804.97617964298,0.3,87,39804.976179643,61230.106129927124,0.0
10,39005.67270010853,-62.66064589100893,157982.93860461452,-62.66064589100893,10,0.0,0.3,88,157982.93860461452,62100.31829847905,2336000,39005.67270010855,39005.67270010855,0.3,88,39005.67270010853,62100.31829847905,0.0
10,104752.2800546007,-60.957484867855094,194031.82029807038,-60.957484867855094,10,0.0,0.7,89,194031.82029807038,72826.4914078927,2360000,104752.2800546007,104752.2800546007,0.7,89,104752.2800546007,72826.4914078927,0.0
10,25158.00273293954,-62.81418583273064,155138.15129693697,-62.81418583273064,10,0.0,0.2,90,155138.15129693697,52073.51840523044,2384000,25158.002732939553,25158.002732939553,0.2,90,25158.00273293954,52073.51840523044,0.0
10,71255.74649792771,-50.29363731321867,142276.32734025977,-50.29363731321867,10,0.0,0.6,91,142276.32734025977,60193.187763164235,2408000,71255.74649792773,71255.74649792773,0.6,91,71255.74649792771,60193.187763164235,0.0
10,66518.96408291101,-65.2166123671245,154233.4896696093,-65.2166123671245,10,0.0,0.7,92,154233.4896696093,67677.12474544803,2432000,66518.964082911,66518.964082911,0.7,92,66518.96408291101,67677.12474544803,0.0
10,65144.30786087143,-63.988248318227605,153567.8151666634,-63.988248318227605,10,0.0,0.5,93,153567.8151666634,65825.91113782344,2456000,65144.30786087144,65144.30786087144,0.5,93,65144.30786087143,65825.91113782344,0.0
10,57979.56687102746,-61.76741399668256,144911.20922765936,-61.76741399668256,10,0.0,0.5,94,144911.20922765936,61232.05968537649,2480000,57979.566871027484,57979.566871027484,0.5,94,57979.56687102746,61232.05968537649,0.0
10,71285.8261090928,-58.61268429201336,193033.5185916124,-58.61268429201336,10,0.0,0.5,95,193033.5185916124,74027.08853559897,2504000,71285.8261090928,71285.8261090928,0.5,95,71285.8261090928,74027.08853559897,0.0
10,53236.47506428587,-55.57069354305115,187343.9755847759,-55.57069354305115,10,0.0,0.4,96,187343.9755847759,66905.44760779211,2528000,53236.47506428588,53236.47506428588,0.4,96,53236.47506428587,66905.44760779211,0.0
10,78922.01776347085,-60.159955821157496,151599.12396079444,-60.159955821157496,10,0.0,0.6,97,151599.12396079444,66849.51033518506,2552000,78922.0177634709,78922.0177634709,0.6,97,78922.01776347085,66849.51033518506,0.0
10,107718.61283989958,-67.14432757331403,157147.62601870773,-67.14432757331403,10,0.0,0.8,98,157147.62601870773,55605.144683994775,2576000,107718.61283989956,107718.61283989956,0.8,98,107718.61283989958,55605.144683994775,0.0
10,67926.35139518332,-44.212482201978695,166947.76016226638,-44.212482201978695,10,0.0,0.5,99,166947.76016226638,69316.0307042962,2600000,67926.3513951833,67926.3513951833,0.5,99,67926.35139518332,69316.0307042962,0.0
10,63005.03633400685,-59.63088478545685,155665.13019283014,-59.63088478545685,10,0.0,0.5,100,155665.13019283014,64985.153844091226,2624000,63005.03633400687,63005.03633400687,0.5,100,63005.03633400685,64985.153844091226,0.0
10,66824.4135323131,-49.898678300344386,171850.3507069699,-49.898678300344386,10,0.0,0.5,101,171850.3507069699,70561.51361552652,2648000,66824.41353231309,66824.41353231309,0.5,101,66824.4135323131,70561.51361552652,0.0
10,86990.31514510703,-64.51484428207257,168552.7525852575,-64.51484428207257,10,0.0,0.8,102,168552.7525852575,53339.519639681326,2672000,86990.31514510704,86990.31514510704,0.8,102,86990.31514510703,53339.519639681326,0.0
10,62050.89817983209,-58.304183433408404,179744.65005445672,-58.304183433408404,10,0.0,0.5,103,179744.65005445672,71809.9669858427,2696000,62050.898179832075,62050.898179832075,0.5,103,62050.89817983209,71809.9669858427,0.0
10,88213.33209750432,-64.22898902281486,186813.5201151211,-64.22898902281486,10,0.0,0.6,104,186813.5201151211,76935.7922056829,2720000,88213.33209750432,88213.33209750432,0.6,104,88213.33209750432,76935.7922056829,0.0
10,47936.65588427224,-63.629068561646555,174421.54573454897,-63.629068561646555,10,0.0,0.3,105,174421.54573454897,73580.22442789795,2744000,47936.65588427226,47936.65588427226,0.3,105,47936.65588427224,73580.22442789795,0.0
10,44687.92377044623,-67.71646177054203,143519.76896355726,-67.71646177054203,10,0.0,0.4,106,143519.76896355726,58075.282692267196,2768000,44687.92377044623,44687.92377044623,0.4,106,44687.92377044623,58075.282692267196,0.0
10,64744.99879654394,-60.01095558096188,173382.13037869966,-60.01095558096188,10,0.0,0.5,107,173382.13037869966,68844.39557300309,2792000,64744.998796543885,64744.998796543885,0.5,107,64744.99879654394,68844.39557300309,0.0
10,81541.66607028285,-56.1240644789876,168442.39332776904,-56.1240644789876,10,0.0,0.6,108,168442.39332776904,69640.83112549318,2816000,81541.66607028287,81541.66607028287,0.6,108,81541.66607028285,69640.83112549318,0.0
10,73924.5258885003,-57.593308108666996,143878.25629709454,-57.593308108666996,10,0.0,0.6,109,143878.25629709454,61261.116905931194,2840000,73924.5258885003,73924.5258885003,0.6,109,73924.5258885003,61261.116905931194,0.0
10,55694.15775826506,-62.316578985878174,164326.46964707613,-62.316578985878174,10,0.0,0.4,110,164326.46964707613,63719.36728391717,2864000,55694.157758265035,55694.157758265035,0.4,110,55694.15775826506,63719.36728391717,0.0
10,78083.99356007701,-67.14663754733911,153619.32222636664,-67.14663754733911,10,0.0,0.6,111,153619.32222636664,60295.61970256043,2888000,78083.99356007704,78083.99356007704,0.6,111,78083.99356007701,60295.61970256043,0.0
10,99777.616904846,-58.34111131310883,154803.37052140743,-58.34111131310883,10,0.0,0.8,112,154803.37052140743,54536.90839308971,2912000,99777.61690484597,99777.61690484597,0.8,112,99777.616904846,54536.90839308971,0.0
10,38770.25136585768,-65.20104687040724,139101.44261610782,-65.20104687040724,10,0.0,0.3,113,139101.44261610782,59517.56074099259,2936000,38770.25136585768,38770.25136585768,0.3,113,38770.25136585768,59517.56074099259,0.0
10,47032.39912825189,-52.524014411397054,146072.96776346274,-52.524014411397054,10,0.0,0.3,114,146072.96776346274,59809.98775972396,2960000,47032.399128251905,47032.399128251905,0.3,114,47032.39912825189,59809.98775972396,0.0
10,69850.47602044282,-69.76860256334393,173006.21784880705,-69.76860256334393,10,0.0,0.5,115,173006.21784880705,72492.17438712328,2984000,69850.47602044282,69850.47602044282,0.5,115,69850.47602044282,72492.17438712328,0.0
10,41128.38908392532,-60.42211956507243,156698.2754185053,-60.42211956507243,10,0.0,0.3,116,156698.2754185053,64660.618559772,3008000,41128.38908392532,41128.38908392532,0.3,116,41128.38908392532,64660.618559772,0.0
10,75510.08093222066,-57.09025280421821,165283.41031846244,-57.09025280421821,10,0.0,0.5,117,165283.41031846244,70944.40647055526,3032000,75510.0809322207,75510.0809322207,0.5,117,75510.08093222066,70944.40647055526,0.0
10,87240.85379089115,-56.510628414747096,183380.61509875368,-56.510628414747096,10,0.0,0.6,118,183380.61509875368,81833.35919217489,3056000,87240.8537908912,87240.8537908912,0.6,118,87240.85379089115,81833.35919217489,0.0
10,76397.32609761205,-62.3851857480672,181875.3543727204,-62.3851857480672,10,0.0,0.6,119,181875.3543727204,71721.72738207852,3080000,76397.32609761207,76397.32609761207,0.6,119,76397.32609761205,71721.72738207852,0.0
10,69700.10848031795,-65.57491032946194,143068.01288475425,-65.57491032946194,10,0.0,0.6,120,143068.01288475425,61634.92106328984,3104000,69700.10848031793,69700.10848031793,0.6,120,69700.10848031795,61634.92106328984,0.0
