MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTest/Average/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/button-press-topdown-v1/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-v1/AverageReturn,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/button-press-topdown-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTrain/Average/QfLoss,MetaTest/button-press-topdown-v1/TerminationRate,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-v1/MinReturn,MetaTest/button-press-topdown-v1/StdReturn
0.0,nan,0.0,10,10,-25.1769083093928,-37.649937286682466,-346872.3,632000,17,-24.256117,53536824.0,0.0,0.0,9.799662285977261,-37.64993728668247,-25.1769083093928,17,9398.213,-57.27096135462971,-37.64993728668247,-37.649937286682466,-57.27096135462971,9.799662285977261
0.9,nan,0.0,10,10,332155.5259410018,316695.3121778606,-92955.57,656000,18,-14.700719,23719352.0,0.0,0.9,27814.43600983153,316695.3121778606,332155.5259410018,18,26458.965,234654.2571380034,316695.3121778606,316695.3121778606,234654.2571380034,27814.43600983153
1.0,nan,0.0,10,10,341387.02598804474,280772.6185411646,-412191.62,680000,19,-28.648994,67072520.0,0.0,1.0,98903.99512915131,280772.6185411646,341387.02598804474,19,2639.1912,-18.536815968372444,280772.6185411646,280772.6185411646,-18.536815968372444,98903.99512915131
0.7,nan,0.0,10,10,342446.72802053066,208398.65616914665,-547968.06,704000,20,-28.292154,84168160.0,0.0,0.7,124257.69361944823,208398.65616914662,342446.72802053066,20,1702.264,-20.377194581960488,208398.65616914662,208398.65616914665,-20.377194581960488,124257.69361944823
0.5,nan,0.0,10,10,342756.2713481872,236050.72728144634,-573702.9,728000,21,-26.88755,91652344.0,0.0,0.5,125646.38459078492,236050.7272814464,342756.2713481872,21,1350.3578,-20.75571780352025,236050.7272814464,236050.72728144634,-20.75571780352025,125646.38459078492
0.9,nan,0.0,10,10,339587.0565719933,162851.60000083313,-577783.7,752000,22,-26.59088,97406700.0,0.0,0.9,163826.05261752635,162851.60000083316,339587.0565719933,22,1742.6735,-20.370334088807528,162851.60000083316,162851.60000083313,-20.370334088807528,163826.05261752635
0.8,nan,0.0,10,10,339855.979937675,201535.73057845276,-601081.75,776000,23,-26.76939,110936420.0,0.0,0.8,164576.39134868956,201535.7305784528,339855.979937675,23,1412.732,-20.247186252124386,201535.7305784528,201535.73057845276,-20.247186252124386,164576.39134868956
1.0,nan,0.0,10,10,342187.14751918276,281353.0406843462,-658327.7,800000,24,-27.498613,127655000.0,0.0,1.0,102981.9253237406,281353.0406843463,342187.14751918276,24,1115.0024,-18.99811447253574,281353.0406843463,281353.0406843462,-18.99811447253574,102981.9253237406
0.5,nan,0.0,10,10,329991.31024187,238322.8512875053,-679033.94,824000,25,-28.543825,140950020.0,0.0,0.5,71925.09009916666,238322.85128750527,329991.31024187,25,942.9836,65019.480082278256,238322.85128750527,238322.8512875053,65019.480082278256,71925.09009916666
0.8,nan,0.0,10,10,328464.96473556844,267289.7689326218,-709804.2,848000,26,-28.818012,156544240.0,0.0,0.8,97403.26199355857,267289.7689326218,328464.96473556844,26,988.79224,-17.360893296812836,267289.7689326218,267289.7689326218,-17.360893296812836,97403.26199355857
0.7,nan,0.0,10,10,331551.580081565,282038.6609808422,-710981.0,872000,27,-29.386852,162063660.0,0.0,0.7,44083.640692069945,282038.66098084213,331551.580081565,27,4693.7114,218330.16262119528,282038.66098084213,282038.6609808422,218330.16262119528,44083.640692069945
0.9,nan,0.0,10,10,336812.9370199004,298219.35151534027,-745055.25,896000,28,-29.189915,173664430.0,0.0,0.9,54454.96579850981,298219.35151534027,336812.9370199004,28,5162.4233,158693.85075356305,298219.35151534027,298219.35151534027,158693.85075356305,54454.96579850981
0.7,nan,0.0,10,10,334534.60822968587,211356.68481328207,-775578.25,920000,29,-29.139555,183286200.0,0.0,0.7,141175.1698220851,211356.68481328205,334534.60822968587,29,3384.1755,-20.570404905953488,211356.68481328205,211356.68481328207,-20.570404905953488,141175.1698220851
0.6,nan,0.0,10,10,330174.14094794844,272636.8464597892,-800644.4,944000,30,-29.37982,190389460.0,0.0,0.6,47908.5188453066,272636.8464597892,330174.14094794844,30,2956.7742,209076.86924228436,272636.8464597892,272636.8464597892,209076.86924228436,47908.5188453066
0.5,nan,0.0,10,10,324232.7009648404,233959.48388828587,-833133.3,968000,31,-29.506784,199967540.0,0.0,0.5,87190.45943587218,233959.4838882858,324232.7009648404,31,3124.484,-17.671603047502007,233959.4838882858,233959.48388828587,-17.671603047502007,87190.45943587218
0.9,nan,0.0,10,10,335395.42211794277,300343.24831014534,-834325.3,992000,32,-29.62468,204487170.0,0.0,0.9,41001.81982716422,300343.24831014546,335395.42211794277,32,6457.652,218829.990314636,300343.24831014546,300343.24831014534,218829.990314636,41001.81982716422
0.9,nan,0.0,10,10,335042.7122406838,305818.28524474654,-876060.9,1016000,33,-29.362154,209685250.0,0.0,0.9,30164.046126237066,305818.28524474654,335042.7122406838,33,3264.3577,241315.80699069277,305818.28524474654,305818.28524474654,241315.80699069277,30164.046126237066
1.0,nan,0.0,10,10,331339.0721472462,301983.1367578127,-885014.4,1040000,34,-29.293558,217640770.0,0.0,1.0,46301.70478413752,301983.1367578128,331339.0721472462,34,4353.53,170145.540324131,301983.1367578128,301983.1367578127,170145.540324131,46301.70478413752
1.0,nan,0.0,10,10,336557.0872606662,304999.8597695336,-910010.8,1064000,35,-29.269978,220484460.0,0.0,1.0,55217.83468386418,304999.8597695335,336557.0872606662,35,2708.9536,142009.8825278437,304999.8597695335,304999.8597695336,142009.8825278437,55217.83468386418
0.5,nan,0.0,10,10,317811.79012626404,227134.4848013096,-905523.06,1088000,36,-29.160023,232161000.0,0.0,0.5,87410.09973338086,227134.48480130956,317811.79012626404,36,1726.608,71886.2748097967,227134.48480130956,227134.4848013096,71886.2748097967,87410.09973338086
0.4,nan,0.0,10,10,307544.9737136769,181686.68029014562,-913998.06,1112000,37,-28.873281,232757020.0,0.0,0.4,89816.01069479137,181686.68029014562,307544.9737136769,37,1234.543,5269.201429140838,181686.68029014562,181686.68029014562,5269.201429140838,89816.01069479137
1.0,nan,0.0,10,10,339267.9646788274,327809.08112587506,-942834.56,1136000,38,-28.99889,245132850.0,0.0,1.0,15535.93876098925,327809.08112587495,339267.9646788274,38,889.76373,285748.04898320633,327809.08112587495,327809.08112587506,285748.04898320633,15535.93876098925
0.1,nan,0.0,10,10,106279.17003781063,19821.1350805765,-910238.44,1160000,39,-29.680933,373433150.0,0.0,0.1,39807.870728497575,19821.135080576503,106279.17003781063,39,840.43854,-21.091404843724774,19821.135080576503,19821.1350805765,-21.091404843724774,39807.870728497575
0.6,nan,0.0,10,10,330349.53749557235,283292.0703775824,-880442.94,1184000,40,-29.817558,287449540.0,0.0,0.6,46884.40570100494,283292.0703775825,330349.53749557235,40,379.28287,219651.6057042751,283292.0703775825,283292.0703775824,219651.6057042751,46884.40570100494
0.4,nan,0.0,10,10,319362.3922778017,257618.6426997964,-960112.44,1208000,41,-27.641373,295035400.0,0.0,0.4,49012.625974233175,257618.6426997964,319362.3922778017,41,468.68976,211720.01004407913,257618.6426997964,257618.6426997964,211720.01004407913,49012.625974233175
0.6,nan,0.0,10,10,335028.5173846623,280073.04897663847,-1005692.8,1232000,42,-27.327675,291266180.0,0.0,0.6,46568.695726101396,280073.04897663847,335028.5173846623,42,482.11847,219133.47693950307,280073.04897663847,280073.04897663847,219133.47693950307,46568.695726101396
0.9,nan,0.0,10,10,338288.85816925974,282685.56486565963,-1022309.0,1256000,43,-27.259878,272857440.0,0.0,0.9,98487.0885898601,282685.5648656596,338288.85816925974,43,290.095,5502.581661503285,282685.5648656596,282685.56486565963,5502.581661503285,98487.0885898601
0.5,nan,0.0,10,10,329327.0172490055,262571.2128626649,-1029396.1,1280000,44,-27.31718,262245470.0,0.0,0.5,49631.78362613741,262571.21286266495,329327.0172490055,44,204.44548,210397.8476000128,262571.21286266495,262571.2128626649,210397.8476000128,49631.78362613741
0.5,nan,0.0,10,10,329036.9243519879,254586.0380261324,-1037250.25,1304000,45,-27.150223,267493740.0,0.0,0.5,36819.88613164021,254586.0380261324,329036.9243519879,45,309.78027,219653.02642300574,254586.0380261324,254586.0380261324,219653.02642300574,36819.88613164021
0.9,nan,0.0,10,10,339446.87665166147,310939.67390208784,-1054179.9,1328000,46,-27.116997,274472930.0,0.0,0.9,30239.382165844105,310939.67390208784,339446.87665166147,46,235.76485,248720.8696196212,310939.67390208784,310939.67390208784,248720.8696196212,30239.382165844105
0.4,nan,0.0,10,10,336882.95369837136,254411.44400937957,-1069065.9,1352000,47,-27.098495,277050700.0,0.0,0.4,78819.60542390465,254411.44400937966,336882.95369837136,47,233.20026,57410.97433601162,254411.44400937966,254411.44400937957,57410.97433601162,78819.60542390465
1.0,nan,0.0,10,10,340859.3610900464,315274.4798878612,-1076517.0,1376000,48,-27.17702,287361000.0,0.0,1.0,36861.03268069902,315274.4798878612,340859.3610900464,48,340.82376,207329.05336213848,315274.4798878612,315274.4798878612,207329.05336213848,36861.03268069902
0.9,nan,0.0,10,10,343146.7238851223,309938.973129299,-1080700.4,1400000,49,-27.110668,300175680.0,0.0,0.9,32239.723403975033,309938.973129299,343146.7238851223,49,324.74136,245698.38074626002,309938.973129299,309938.973129299,245698.38074626002,32239.723403975033
1.0,nan,0.0,10,10,342707.0899714421,322046.7146437053,-1012972.25,1424000,50,-27.639368,379381950.0,0.0,1.0,20120.382728940098,322046.7146437053,342707.0899714421,50,774.3886,274946.6303381704,322046.7146437053,322046.7146437053,274946.6303381704,20120.382728940098
0.4,nan,0.0,10,10,323134.34975018963,257822.95270013524,-1042901.0,1448000,51,-27.159035,320850080.0,0.0,0.4,44152.95073905644,257822.9527001352,323134.34975018963,51,1954.297,211912.11025355477,257822.9527001352,257822.95270013524,211912.11025355477,44152.95073905644
1.0,nan,0.0,10,10,338636.5103113591,260407.94297218826,-1054188.2,1472000,52,-27.05155,328915500.0,0.0,1.0,129843.17701309524,260407.94297218835,338636.5103113591,52,1353.1176,-17.448486593650056,260407.94297218835,260407.94297218826,-17.448486593650056,129843.17701309524
0.8,nan,0.0,10,10,339005.51688619476,297330.230411889,-1077093.2,1496000,53,-26.90109,341970530.0,0.0,0.8,45513.459584202705,297330.23041188903,339005.51688619476,53,822.5512,223031.96664118755,297330.23041188903,297330.230411889,223031.96664118755,45513.459584202705
0.9,nan,0.0,10,10,344181.3989286044,316352.16243141337,-1099118.9,1520000,54,-27.241304,355776640.0,0.0,0.9,33009.36117685181,316352.1624314133,344181.3989286044,54,822.59827,224207.28988143156,316352.1624314133,316352.16243141337,224207.28988143156,33009.36117685181
1.0,nan,0.0,10,10,342718.1195290427,326121.8190885963,-1112790.2,1544000,55,-27.055359,357919420.0,0.0,1.0,26318.188029923618,326121.81908859644,342718.1195290427,55,1047.7223,249646.42666406315,326121.81908859644,326121.8190885963,249646.42666406315,26318.188029923618
1.0,nan,0.0,10,10,340449.36340456735,320330.9654849066,-1129001.6,1568000,56,-26.838417,365702750.0,0.0,1.0,25712.851473885494,320330.9654849066,340449.36340456735,56,792.32886,269111.5479015653,320330.9654849066,320330.9654849066,269111.5479015653,25712.851473885494
1.0,nan,0.0,10,10,343792.576779904,317855.483372947,-1156878.8,1592000,57,-26.828707,376591200.0,0.0,1.0,26937.58422564018,317855.48337294697,343792.576779904,57,812.8238,256021.49169627478,317855.48337294697,317855.483372947,256021.49169627478,26937.58422564018
0.9,nan,0.0,10,10,338301.6317671894,302170.53729949554,-1167703.9,1616000,58,-27.056252,383386240.0,0.0,0.9,37350.53452117901,302170.5372994956,338301.6317671894,58,799.644,236350.1662918706,302170.5372994956,302170.53729949554,236350.1662918706,37350.53452117901
0.9,nan,0.0,10,10,338154.960570577,301515.26549388986,-1187463.4,1640000,59,-27.294596,396523940.0,0.0,0.9,36326.38576196959,301515.26549388975,338154.960570577,59,887.07837,241804.27603164015,301515.26549388975,301515.26549388986,241804.27603164015,36326.38576196959
1.0,nan,0.0,10,10,339730.24425347993,300720.6778755817,-1191121.8,1664000,60,-27.229988,386991580.0,0.0,1.0,60422.13431118009,300720.67787558166,339730.24425347993,60,798.7429,167944.98595495772,300720.67787558166,300720.6778755817,167944.98595495772,60422.13431118009
1.0,nan,0.0,10,10,343695.62547491904,320172.44582187635,-1213140.1,1688000,61,-26.91742,401479500.0,0.0,1.0,24961.701668030928,320172.4458218764,343695.62547491904,61,655.30664,265133.1577236455,320172.4458218764,320172.44582187635,265133.1577236455,24961.701668030928
0.5,nan,0.0,10,10,322413.85163063504,258895.74978227765,-1230602.1,1712000,62,-27.524063,506302050.0,0.0,0.5,37021.60587166162,258895.74978227765,322413.85163063504,62,545.03375,219955.86617506103,258895.74978227765,258895.74978227765,219955.86617506103,37021.60587166162
0.9,nan,0.0,10,10,336001.0158622989,311851.62442141323,-1266049.5,1736000,63,-27.797129,433794050.0,0.0,0.9,33344.88218190676,311851.62442141323,336001.0158622989,63,661.5565,223439.79808365233,311851.62442141323,311851.62442141323,223439.79808365233,33344.88218190676
0.9,nan,0.0,10,10,336121.98942414846,288603.6462824281,-1262988.9,1760000,64,-27.100206,441011140.0,0.0,0.9,47998.46603240309,288603.6462824281,336121.98942414846,64,633.9977,217462.2582228376,288603.6462824281,288603.6462824281,217462.2582228376,47998.46603240309
0.9,nan,0.0,10,10,338742.70428543806,296509.91164768103,-1243717.1,1784000,65,-26.663523,446934080.0,0.0,0.9,72744.83807155008,296509.91164768103,338742.70428543806,65,413.851,93825.40425506147,296509.91164768103,296509.91164768103,93825.40425506147,72744.83807155008
0.7,nan,0.0,10,10,337427.85922862135,288022.38887440605,-1223669.6,1808000,66,-26.601719,452425300.0,0.0,0.7,45210.510175026044,288022.38887440605,337427.85922862135,66,376.3199,221481.27401926395,288022.38887440605,288022.38887440605,221481.27401926395,45210.510175026044
0.9,nan,0.0,10,10,340895.59859346785,296761.35261098173,-1203837.1,1832000,67,-26.55114,463268900.0,0.0,0.9,45913.27222074831,296761.3526109817,340895.59859346785,67,348.75214,216796.10669434842,296761.3526109817,296761.35261098173,216796.10669434842,45913.27222074831
0.8,nan,0.0,10,10,342986.07356104086,281173.0932917763,-1202358.2,1856000,68,-26.231468,499594620.0,0.0,0.8,46951.5301126283,281173.0932917763,342986.07356104086,68,273.85944,221460.84090076791,281173.0932917763,281173.0932917763,221460.84090076791,46951.5301126283
0.8,nan,0.0,10,10,340629.4862687134,275865.2794068007,-1198041.9,1880000,69,-26.464363,501192800.0,0.0,0.8,91879.74911782602,275865.27940680075,340629.4862687134,69,287.8737,45957.549092841524,275865.27940680075,275865.2794068007,45957.549092841524,91879.74911782602
1.0,nan,0.0,10,10,343240.21832855715,319899.4285820777,-1192329.4,1904000,70,-26.285593,510657060.0,0.0,1.0,40054.89409089021,319899.42858207773,343240.21832855715,70,346.04544,203048.3895223233,319899.42858207773,319899.4285820777,203048.3895223233,40054.89409089021
0.4,nan,0.0,10,10,340567.74415200384,267187.62340988615,-1183626.8,1928000,71,-25.784601,521883070.0,0.0,0.4,61700.50580401762,267187.6234098862,340567.74415200384,71,416.59625,142063.4864890508,267187.6234098862,267187.62340988615,142063.4864890508,61700.50580401762
0.9,nan,0.0,10,10,337360.2337658273,278757.3812981436,-1173979.2,1952000,72,-25.289637,520726270.0,0.0,0.9,57775.32644767949,278757.3812981437,337360.2337658273,72,301.43323,152096.86120775653,278757.3812981437,278757.3812981436,152096.86120775653,57775.32644767949
1.0,nan,0.0,10,10,343272.07826438925,295858.1950532013,-1005100.06,1976000,73,-25.798359,496177800.0,0.0,1.0,76153.31777402874,295858.1950532013,343272.07826438925,73,2194.9385,80814.96984864182,295858.1950532013,295858.1950532013,80814.96984864182,76153.31777402874
0.6,nan,0.0,10,10,339496.4287239732,265007.71864306007,-1137979.2,2000000,74,-26.108667,512679500.0,0.0,0.6,61444.262648238146,265007.7186430601,339496.4287239732,74,185.945,121182.18462691791,265007.7186430601,265007.71864306007,121182.18462691791,61444.262648238146
0.7,nan,0.0,10,10,339330.242206254,280608.0513194365,-1134499.5,2024000,75,-25.883333,525166050.0,0.0,0.7,49241.98145321601,280608.05131943646,339330.242206254,75,149.52855,220687.3751938645,280608.05131943646,280608.0513194365,220687.3751938645,49241.98145321601
0.5,nan,0.0,10,10,336465.21102498024,256656.31393252398,-1131242.5,2048000,76,-25.697945,531967900.0,0.0,0.5,67908.97534443992,256656.31393252398,336465.21102498024,76,164.29077,112191.89680416045,256656.31393252398,256656.31393252398,112191.89680416045,67908.97534443992
0.7,nan,0.0,10,10,336811.1830680888,290930.3782276346,-1113015.5,2072000,77,-25.697565,530921570.0,0.0,0.7,40443.52234214485,290930.37822763453,336811.1830680888,77,134.65004,233815.46543380775,290930.37822763453,290930.3782276346,233815.46543380775,40443.52234214485
1.0,nan,0.0,10,10,342552.1996214111,313310.6645740654,-1096818.4,2096000,78,-25.564808,533986340.0,0.0,1.0,28753.5542194647,313310.6645740654,342552.1996214111,78,97.91903,250567.12701780812,313310.6645740654,313310.6645740654,250567.12701780812,28753.5542194647
0.6,nan,0.0,10,10,340088.27429645124,277289.8812513003,-1181161.8,2120000,79,-26.764778,774100500.0,0.0,0.6,50626.84999121313,277289.8812513002,340088.27429645124,79,12925.585,186993.4970888398,277289.8812513002,277289.8812513003,186993.4970888398,50626.84999121313
0.6,nan,0.0,10,10,335859.70425185113,281833.32693847036,-1269159.1,2144000,80,-25.99945,589619260.0,0.0,0.6,44681.880780164254,281833.32693847036,335859.70425185113,80,32.60445,219680.51177069635,281833.32693847036,281833.32693847036,219680.51177069635,44681.880780164254
0.7,nan,0.0,10,10,339483.5557365299,277021.3157153266,-1241473.8,2168000,81,-25.772692,536216800.0,0.0,0.7,39572.44542981315,277021.3157153266,339483.5557365299,81,8.755777,220975.67532523573,277021.3157153266,277021.3157153266,220975.67532523573,39572.44542981315
0.7,nan,0.0,10,10,335548.7234770508,276912.5431292954,-1216564.6,2192000,82,-25.335907,510946080.0,0.0,0.7,44187.49523273381,276912.5431292954,335548.7234770508,82,7.62861,211474.03643879463,276912.5431292954,276912.5431292954,211474.03643879463,44187.49523273381
0.3,nan,0.0,10,10,332273.4520477216,241553.7648803924,-1203137.0,2216000,83,-25.048817,511381100.0,0.0,0.3,52506.264567162834,241553.7648803924,332273.4520477216,83,7.624632,140915.48562834304,241553.7648803924,241553.7648803924,140915.48562834304,52506.264567162834
0.7,nan,0.0,10,10,337293.50817285513,291938.77286794526,-1201818.1,2240000,84,-25.016226,511566560.0,0.0,0.7,45454.00915405107,291938.7728679454,337293.50817285513,84,7.624632,220975.28312487586,291938.7728679454,291938.77286794526,220975.28312487586,45454.00915405107
0.7,nan,0.0,10,10,331561.55445420416,291634.86156846053,-1213877.6,2264000,85,-24.959866,518948830.0,0.0,0.7,43712.36049908775,291634.86156846065,331561.55445420416,85,7.624632,230945.60765261625,291634.86156846065,291634.86156846053,230945.60765261625,43712.36049908775
0.9,nan,0.0,10,10,335727.8855200565,312808.1260814932,-1222252.0,2288000,86,-24.763824,521755040.0,0.0,0.9,32012.354565131453,312808.1260814932,335727.8855200565,86,7.624632,245524.95550497848,312808.1260814932,312808.1260814932,245524.95550497848,32012.354565131453
1.0,nan,0.0,10,10,337843.65175260196,311728.2258232142,-1220685.9,2312000,87,-24.736153,518593200.0,0.0,1.0,40316.45800258427,311728.22582321416,337843.65175260196,87,7.624632,204494.28844733772,311728.22582321416,311728.2258232142,204494.28844733772,40316.45800258427
0.9,nan,0.0,10,10,338391.276810962,305278.5117824712,-1216730.0,2336000,88,-24.831268,510564160.0,0.0,0.9,38254.32466489838,305278.51178247115,338391.276810962,88,7.624632,218998.21592978627,305278.51178247115,305278.5117824712,218998.21592978627,38254.32466489838
0.5,nan,0.0,10,10,339683.18054380966,267419.4020338006,-1211319.2,2360000,89,-24.627184,516316380.0,0.0,0.5,39840.140472823754,267419.4020338005,339683.18054380966,89,7.624632,224905.6049930043,267419.4020338005,267419.4020338006,224905.6049930043,39840.140472823754
1.0,nan,0.0,10,10,345229.3223453138,316420.30692903453,-1204183.8,2384000,90,-24.583494,512654850.0,0.0,1.0,34975.309451870206,316420.30692903453,345229.3223453138,90,7.6254325,236276.33407199584,316420.30692903453,316420.30692903453,236276.33407199584,34975.309451870206
0.8,nan,0.0,10,10,339555.9435130845,289903.88379656826,-1194562.9,2408000,91,-24.5288,511089000.0,0.0,0.8,47134.34729312958,289903.88379656826,339555.9435130845,91,7.624632,196282.62126940853,289903.88379656826,289903.88379656826,196282.62126940853,47134.34729312958
0.9,nan,0.0,10,10,345832.9039289723,299691.5190320009,-1190293.5,2432000,92,-24.728945,517508960.0,0.0,0.9,44298.384115888686,299691.5190320011,345832.9039289723,92,7.624632,231505.19596824265,299691.5190320011,299691.5190320009,231505.19596824265,44298.384115888686
0.9,nan,0.0,10,10,340677.4866195137,281376.1039268778,-1195839.0,2456000,93,-24.854662,519820220.0,0.0,0.9,97331.12845983547,281376.1039268778,340677.4866195137,93,7.624632,4276.203787226982,281376.1039268778,281376.1039268778,4276.203787226982,97331.12845983547
1.0,nan,0.0,10,10,342798.2885139484,322574.6301736353,-1206351.1,2480000,94,-25.031479,525004580.0,0.0,1.0,20431.956237933824,322574.63017363544,342798.2885139484,94,7.624632,276792.84863623505,322574.63017363544,322574.6301736353,276792.84863623505,20431.956237933824
0.9,nan,0.0,10,10,341929.48544527683,293451.4245506022,-1217529.4,2504000,95,-25.08659,525375970.0,0.0,0.9,36642.23382209766,293451.4245506022,341929.48544527683,95,7.624632,232848.45601106604,293451.4245506022,293451.4245506022,232848.45601106604,36642.23382209766
