MetaTest/Average/StdReturn,MetaTest/peg-insert-side-v1/AverageDiscountedReturn,MetaTest/peg-insert-side-v1/MinReturn,MetaTest/Average/TerminationRate,MetaTest/peg-insert-side-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/peg-insert-side-v1/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/peg-insert-side-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/peg-insert-side-v1/SuccessRate,MetaTest/peg-insert-side-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/peg-insert-side-v1/AverageReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/AlphaLoss,MetaTest/peg-insert-side-v1/Iteration,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn
115.8091140864236,-4.353866996610531,-82.24812268254263,0.0,115.8091140864236,37,nan,-4.353866996610531,13.583606,0.0,0.0,10,336.62729372327334,-82.24812268254263,0.0,10,-46967.246,-4.353866996610522,2117987.8,-14.981592,37,1112000,336.62729372327334,-4.353866996610522
265.3093050605671,15.594680844313965,-130.02565580067363,0.0,265.3093050605671,38,nan,15.594680844313965,23.075184,0.0,0.0,10,807.3199700221867,-130.02565580067363,0.0,10,-45246.57,15.594680844313984,2283017.8,-15.229874,38,1136000,807.3199700221867,15.594680844313984
15.140256291484514,-51.96178898502607,-70.25628289631477,0.0,15.140256291484514,39,nan,-51.96178898502607,93.79279,0.0,0.0,10,-19.628408805744456,-70.25628289631477,0.0,10,-45381.527,-51.961788985026075,1680422.9,-13.974623,39,1160000,-19.628408805744456,-51.961788985026075
15.857372061421382,-34.53707004410884,-49.03086861785695,0.0,15.857372061421382,40,nan,-34.53707004410884,91.87051,0.0,0.0,10,5.566681524101346,-49.03086861785695,0.0,10,-43912.3,-34.53707004410883,1509378.9,-12.06467,40,1184000,5.566681524101346,-34.53707004410883
73.42923456381013,-5.274421214745823,-103.6166785479909,0.0,73.42923456381013,41,nan,-5.274421214745823,93.42701,0.0,0.0,10,171.60871882119562,-103.6166785479909,0.0,10,-38323.496,-5.274421214745828,1810947.8,-11.252773,41,1208000,171.60871882119562,-5.274421214745828
59.612652073403275,-13.897701387125068,-69.28373766040436,0.0,59.612652073403275,42,nan,-13.897701387125068,207.41351,0.0,0.0,10,156.06381570974165,-69.28373766040436,0.0,10,-34704.46,-13.897701387125085,2241195.2,-11.446043,42,1232000,156.06381570974165,-13.897701387125085
395.5604297567592,208.79637473273618,-68.56829384303465,0.0,395.5604297567592,43,nan,208.79637473273618,315.96664,0.0,0.0,10,856.0008307403305,-68.56829384303465,0.0,10,-33582.117,208.79637473273615,2329832.5,-12.515787,43,1256000,856.0008307403305,208.79637473273615
38.89031858398466,-28.075053057739694,-103.18115059791685,0.0,38.89031858398466,44,nan,-28.075053057739694,806.98175,0.0,0.0,10,28.935336085298193,-103.18115059791685,0.0,10,-27933.021,-28.0750530577397,2082215.4,-11.336127,44,1280000,28.935336085298193,-28.0750530577397
37.52774567582586,-18.960162158688206,-78.78781308308442,0.0,37.52774567582586,45,nan,-18.960162158688206,589.65265,0.0,0.0,10,39.89713289085782,-78.78781308308442,0.0,10,-27496.053,-18.96016215868819,1999059.2,-11.300619,45,1304000,39.89713289085782,-18.96016215868819
82.00098689077595,-57.4947475384648,-153.8006659378618,0.0,82.00098689077595,46,nan,-57.4947475384648,327.97632,0.0,0.0,10,150.79159489176487,-153.8006659378618,0.0,10,-19662.996,-57.4947475384648,1807144.8,-9.793397,46,1328000,150.79159489176487,-57.4947475384648
36.020779774652596,-76.93813288109077,-143.97089205039393,0.0,36.020779774652596,47,nan,-76.93813288109077,1220.6478,0.0,0.0,10,-21.19700436815128,-143.97089205039393,0.0,10,-16813.418,-76.93813288109077,1896271.6,-8.960123,47,1352000,-21.19700436815128,-76.93813288109077
20.880472443946882,-60.495789705029594,-95.19648727187818,0.0,20.880472443946882,48,nan,-60.495789705029594,2573.8635,0.0,0.0,10,-16.55099920299329,-95.19648727187818,0.0,10,-19082.732,-60.49578970502959,3581985.8,-10.167217,48,1376000,-16.55099920299329,-60.49578970502959
29.818361051991978,-48.6094667285618,-97.58684828347485,0.0,29.818361051991978,49,nan,-48.6094667285618,3922.1985,0.0,0.0,10,11.851866899127819,-97.58684828347485,0.0,10,-26853.9,-48.6094667285618,5644553.0,-12.875278,49,1400000,11.851866899127819,-48.6094667285618
12929.087747080466,4256.492568029614,-144.9055914188882,0.0,12929.087747080466,50,nan,4256.492568029614,2148.863,0.0,0.0,10,43043.59377041371,-144.9055914188882,0.0,10,-35838.37,4256.492568029609,8135738.0,-17.973425,50,1424000,43043.59377041371,4256.492568029609
13.361931285898173,-39.75142607182475,-61.55336144744288,0.0,13.361931285898173,51,nan,-39.75142607182475,708.0677,0.0,0.0,10,-11.70609803411478,-61.55336144744288,0.0,10,-46668.688,-39.75142607182475,7172655.0,-19.250317,51,1448000,-11.70609803411478,-39.75142607182475
5346.659451983839,2525.171997384195,-107.65086783702687,0.0,5346.659451983839,52,nan,2525.171997384195,116.57277,0.0,0.0,10,15917.889133123117,-107.65086783702687,0.0,10,-56385.46,2525.1719973841946,7691501.5,-18.118526,52,1472000,15917.889133123117,2525.1719973841946
8889.814313820896,3911.8623602910316,-103.58481344643023,0.0,8889.814313820896,53,nan,3911.8623602910316,89.7863,0.0,0.0,10,29198.533214713734,-103.58481344643023,0.0,10,-60539.54,3911.8623602910325,8386682.5,-17.800173,53,1496000,29198.533214713734,3911.8623602910325
28871.03906588827,10899.516774567192,-74.55835273431353,0.0,28871.03906588827,54,nan,10899.516774567192,94.36151,0.0,0.0,10,97199.56631955341,-74.55835273431353,0.0,10,-60799.188,10899.516774567193,9225302.0,-16.896246,54,1520000,97199.56631955341,10899.516774567193
39670.47388901898,13169.229233506281,-167.66564590166877,0.0,39670.47388901898,55,nan,13169.229233506281,142.86984,0.0,0.1,10,132180.59114121035,-167.66564590166877,0.1,10,-66343.95,13169.229233506285,9937501.0,-17.155386,55,1544000,132180.59114121035,13169.229233506285
22579.533684294674,7470.648800677858,-85.07974260148211,0.0,22579.533684294674,56,nan,7470.648800677858,273.62512,0.0,0.0,10,75209.22111246515,-85.07974260148211,0.0,10,-65043.324,7470.648800677867,10507061.0,-16.788212,56,1568000,75209.22111246515,7470.648800677867
21964.652574138217,10660.607632630654,-93.95987566006866,0.0,21964.652574138217,57,nan,10660.607632630654,197.81688,0.0,0.0,10,64144.20785634215,-93.95987566006866,0.0,10,-61795.0,10660.607632630654,12171549.0,-15.820702,57,1592000,64144.20785634215,10660.607632630654
20708.210915669664,8636.594938144914,-60.80731002240715,0.0,20708.210915669664,58,nan,8636.594938144914,216.39128,0.0,0.0,10,68584.71087241721,-60.80731002240715,0.0,10,-64544.008,8636.594938144917,14527850.0,-16.669262,58,1616000,68584.71087241721,8636.594938144917
7034.236924440547,2392.250342751896,-88.27381224715032,0.0,7034.236924440547,59,nan,2392.250342751896,204.53601,0.0,0.0,10,23484.63090186082,-88.27381224715032,0.0,10,-66886.74,2392.2503427518973,14355390.0,-16.97833,59,1640000,23484.63090186082,2392.2503427518973
30.469277791615077,-51.288071683848216,-121.4858773131461,0.0,30.469277791615077,60,nan,-51.288071683848216,273.65518,0.0,0.0,10,3.584159985987964,-121.4858773131461,0.0,10,-62902.87,-51.28807168384823,12871930.0,-16.52051,60,1664000,3.584159985987964,-51.28807168384823
24.54650451246254,-50.04091228637023,-88.91697612807921,0.0,24.54650451246254,61,nan,-50.04091228637023,215.90971,0.0,0.0,10,-5.990090682093674,-88.91697612807921,0.0,10,-60970.727,-50.04091228637024,12895131.0,-16.798666,61,1688000,-5.990090682093674,-50.04091228637024
40.016472455247026,-54.40854338145148,-105.73666095672942,0.0,40.016472455247026,62,nan,-54.40854338145148,637.4833,0.0,0.0,10,21.631722275753987,-105.73666095672942,0.0,10,-60806.51,-54.40854338145149,12993286.0,-16.985538,62,1712000,21.631722275753987,-54.40854338145149
6550.820332530629,2133.5551336498256,-100.14310176628655,0.0,6550.820332530629,63,nan,2133.5551336498256,1959.256,0.0,0.0,10,21785.444366788095,-100.14310176628655,0.0,10,-53985.617,2133.555133649826,11638516.0,-17.254583,63,1736000,21785.444366788095,2133.555133649826
1634.6790004418879,479.8044871305904,-147.16083328800585,0.0,1634.6790004418879,64,nan,479.8044871305904,2737.742,0.0,0.0,10,5382.667895303914,-147.16083328800585,0.0,10,-49638.457,479.8044871305907,10632380.0,-17.260199,64,1760000,5382.667895303914,479.8044871305907
50.13458216821026,-47.50940905356863,-151.60494915811174,0.0,50.13458216821026,65,nan,-47.50940905356863,3595.1777,0.0,0.0,10,29.758936978050556,-151.60494915811174,0.0,10,-46908.223,-47.509409053568625,9943941.0,-17.475864,65,1784000,29.758936978050556,-47.509409053568625
17700.548926781667,8066.152479744138,-110.76230561857406,0.0,17700.548926781667,66,nan,8066.152479744138,1431.0284,0.0,0.0,10,56270.74040471661,-110.76230561857406,0.0,10,-60391.832,8066.152479744141,11703475.0,-19.117983,66,1808000,56270.74040471661,8066.152479744141
28.65908964198581,-22.55997875965831,-48.19168643384469,0.0,28.65908964198581,67,nan,-22.55997875965831,1406.9941,0.0,0.0,10,24.26729964910635,-48.19168643384469,0.0,10,-59374.44,-22.55997875965832,10359717.0,-18.727734,67,1832000,24.26729964910635,-22.55997875965832
18.489891925225955,-41.778583340023545,-66.21152989625614,0.0,18.489891925225955,68,nan,-41.778583340023545,912.9075,0.0,0.0,10,-3.664545981209775,-66.21152989625614,0.0,10,-57924.8,-41.778583340023545,10510000.0,-18.00894,68,1856000,-3.664545981209775,-41.778583340023545
21.934226581615036,-45.65772128250125,-82.97428244374167,0.0,21.934226581615036,69,nan,-45.65772128250125,921.86194,0.0,0.0,10,-14.084054262156176,-82.97428244374167,0.0,10,-50008.19,-45.65772128250125,9735461.0,-17.018223,69,1880000,-14.084054262156176,-45.65772128250125
21167.889065613406,13215.297425237997,-117.87975661283964,0.0,21167.889065613406,70,nan,13215.297425237997,1193.3252,0.0,0.0,10,56211.71007848837,-117.87975661283964,0.0,10,-46681.68,13215.297425237997,9292115.0,-16.419077,70,1904000,56211.71007848837,13215.297425237997
10379.987121916327,7977.957406948299,-29.988555920719072,0.0,10379.987121916327,71,nan,7977.957406948299,1046.8928,0.0,0.0,10,26741.846095907236,-29.988555920719072,0.0,10,-44723.31,7977.957406948297,8989899.0,-16.290516,71,1928000,26741.846095907236,7977.957406948297
49.34765064254242,-59.371819296106345,-178.41785730387352,0.0,49.34765064254242,72,nan,-59.371819296106345,659.9986,0.0,0.0,10,3.143529311554187,-178.41785730387352,0.0,10,-29361.428,-59.37181929610635,6575970.5,-15.278554,72,1952000,3.143529311554187,-59.37181929610635
146.76752387045164,5.85970538358188,-118.49450171581313,0.0,146.76752387045164,73,nan,5.85970538358188,642.48627,0.0,0.0,10,437.72418559795204,-118.49450171581313,0.0,10,-27243.666,5.859705383581887,6671920.0,-13.710505,73,1976000,437.72418559795204,5.859705383581887
63.37801468171567,-34.00800323379933,-122.21905537585725,0.0,63.37801468171567,74,nan,-34.00800323379933,1672.4019,0.0,0.0,10,71.2914415073571,-122.21905537585725,0.0,10,-31071.412,-34.0080032337993,7778307.5,-13.767724,74,2000000,71.2914415073571,-34.0080032337993
46.83688625550908,-27.203439972169697,-85.79879498510005,0.0,46.83688625550908,75,nan,-27.203439972169697,954.81055,0.0,0.0,10,50.841635822055174,-85.79879498510005,0.0,10,-53552.39,-27.2034399721697,9184759.0,-14.5967865,75,2024000,50.841635822055174,-27.2034399721697
10249.053583432436,5066.009709022067,-147.03109875290994,0.0,10249.053583432436,76,nan,5066.009709022067,819.7734,0.0,0.0,10,26598.910088760374,-147.03109875290994,0.0,10,-53089.613,5066.009709022069,9012632.0,-14.05543,76,2048000,26598.910088760374,5066.009709022069
14.8224528800255,-40.88093585826725,-60.71283803725686,0.0,14.8224528800255,77,nan,-40.88093585826725,988.0522,0.0,0.0,10,-18.449764322151584,-60.71283803725686,0.0,10,-51146.65,-40.880935858267264,8874804.0,-13.75981,77,2072000,-18.449764322151584,-40.880935858267264
4816.997049548811,2105.9808735113284,-73.2221133837389,0.0,4816.997049548811,78,nan,2105.9808735113284,856.1415,0.0,0.0,10,15503.596756716763,-73.2221133837389,0.0,10,-47685.65,2105.980873511327,8768944.0,-13.411945,78,2096000,15503.596756716763,2105.980873511327
333.046952543768,75.02040793694347,-75.6330225108007,0.0,333.046952543768,79,nan,75.02040793694347,578.4514,0.0,0.0,10,1072.1582722520711,-75.6330225108007,0.0,10,-44557.016,75.02040793694354,8388163.5,-13.133029,79,2120000,1072.1582722520711,75.02040793694354
29.75169111555015,-48.454950968501066,-88.83552507197345,0.0,29.75169111555015,80,nan,-48.454950968501066,374.93027,0.0,0.0,10,31.762844262976714,-88.83552507197345,0.0,10,-41004.445,-48.4549509685011,8033628.0,-13.240291,80,2144000,31.762844262976714,-48.4549509685011
35.502718334055665,-40.51949734038307,-95.06413293071932,0.0,35.502718334055665,81,nan,-40.51949734038307,476.486,0.0,0.0,10,13.266534664596564,-95.06413293071932,0.0,10,-39966.84,-40.51949734038307,8116006.0,-13.110256,81,2168000,13.266534664596564,-40.51949734038307
4668.069803210094,1549.5808466360522,-91.41765992307012,0.0,4668.069803210094,82,nan,1549.5808466360522,411.48932,0.0,0.0,10,15548.356813776672,-91.41765992307012,0.0,10,-36246.566,1549.5808466360515,7391013.0,-13.219115,82,2192000,15548.356813776672,1549.5808466360515
6503.45853448667,2105.526001748686,-150.37975267924088,0.0,6503.45853448667,83,nan,2105.526001748686,527.4307,0.0,0.0,10,21615.60224148777,-150.37975267924088,0.0,10,-31236.031,2105.5260017486876,6816161.0,-12.555638,83,2216000,21615.60224148777,2105.5260017486876
10463.348489482776,4917.985739577246,-92.30667372510776,0.0,10463.348489482776,84,nan,4917.985739577246,434.50986,0.0,0.0,10,32189.00881973755,-92.30667372510776,0.0,10,-30130.17,4917.985739577251,6501400.5,-12.185455,84,2240000,32189.00881973755,4917.985739577251
5943.423558195263,2760.3612262902325,-24.774594415583852,0.0,5943.423558195263,85,nan,2760.3612262902325,366.70837,0.0,0.0,10,18891.461003154654,-24.774594415583852,0.0,10,-32052.768,2760.361226290233,6665552.0,-12.261135,85,2264000,18891.461003154654,2760.361226290233
14742.104127009625,7620.294649511337,-62.74409881285867,0.0,14742.104127009625,86,nan,7620.294649511337,470.99106,0.0,0.0,10,44947.12928499099,-62.74409881285867,0.0,10,-28989.844,7620.29464951133,6349819.5,-11.840804,86,2288000,44947.12928499099,7620.29464951133
8952.970202557335,4215.353136990803,-60.03510347956205,0.0,8952.970202557335,87,nan,4215.353136990803,598.1001,0.0,0.0,10,27827.596516565158,-60.03510347956205,0.0,10,-20654.652,4215.353136990803,5412104.0,-10.193096,87,2312000,27827.596516565158,4215.353136990803
12511.087471966246,8857.904234059053,-25.082264949963136,0.0,12511.087471966246,88,nan,8857.904234059053,24485.0,0.0,0.0,10,39590.52784526915,-25.082264949963136,0.0,10,11891.227,8857.904234059048,3405252000.0,-9.506214,88,2336000,39590.52784526915,8857.904234059048
2784.5930503297086,2075.219625136703,-33.52357197818287,0.0,2784.5930503297086,89,nan,2075.219625136703,9111.018,0.0,0.0,10,6730.161310910618,-33.52357197818287,0.0,10,-9780.002,2075.2196251367036,24616168.0,-10.62153,89,2360000,6730.161310910618,2075.2196251367036
12465.977002607207,4076.7542479991434,-156.68965809508146,0.0,12465.977002607207,90,nan,4076.7542479991434,4537.1597,0.0,0.0,10,41474.3615731555,-156.68965809508146,0.0,10,-14038.331,4076.754247999144,12640741.0,-10.517036,90,2384000,41474.3615731555,4076.754247999144
4213.2025142956045,2006.1360222967785,-150.4584750187125,0.0,4213.2025142956045,91,nan,2006.1360222967785,2428.6965,0.0,0.0,10,11685.562458140963,-150.4584750187125,0.0,10,-14056.026,2006.1360222967771,4860128.5,-10.310533,91,2408000,11685.562458140963,2006.1360222967771
242.20129568519832,43.618229812259194,-69.31726474769332,0.0,242.20129568519832,92,nan,43.618229812259194,12784.58,0.0,0.0,10,762.2633301673361,-69.31726474769332,0.0,10,-15534.926,43.61822981225917,6131034.0,-10.1443615,92,2432000,762.2633301673361,43.61822981225917
