MetaTest/stick-pull-v1/TerminationRate,MetaTest/stick-pull-v1/NumTrajs,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/stick-pull-v1/MinReturn,MetaTest/stick-pull-v1/AverageReturn,MetaTest/stick-pull-v1/SuccessRate,MetaTest/stick-pull-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/stick-pull-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-pull-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,TotalEnvSteps
0.0,10,-20.57682015197947,0.0,0.0,10,-27.602276741454634,-20.576820151979472,0.0,0,-20.576820151979472,0,-16.061999587621624,-20.57682015197947,3.432223108684079,3.432223108684079,-16.061999587621624,-27.602276741454634,224000
0.0,10,-23.113106420198182,0.0,0.0,10,-30.640142227861524,-23.11310642019818,0.0,1,-23.11310642019818,1,-15.14513612972636,-23.113106420198182,4.47647308224542,4.47647308224542,-15.14513612972636,-30.640142227861524,248000
0.0,10,-17.00254247127465,0.0,0.0,10,-24.530704117643587,-17.00254247127465,0.0,2,-17.00254247127465,2,-9.428203809806758,-17.00254247127465,5.825631120852077,5.825631120852077,-9.428203809806758,-24.530704117643587,272000
0.0,10,-14.490913134193713,0.0,0.0,10,-23.547837936087646,-14.49091313419371,0.0,3,-14.49091313419371,3,-8.159195372611794,-14.490913134193713,4.92844206649255,4.92844206649255,-8.159195372611794,-23.547837936087646,296000
0.0,10,-13.970182526179096,0.0,0.0,10,-18.833379898133654,-13.970182526179096,0.0,4,-13.970182526179096,4,-9.374318770408841,-13.970182526179096,3.471332277106321,3.471332277106321,-9.374318770408841,-18.833379898133654,320000
0.0,10,-11.821247873318324,0.0,0.0,10,-17.10045045626919,-11.82124787331832,0.0,5,-11.82124787331832,5,-7.993912807584574,-11.821247873318324,3.1786262365062035,3.1786262365062035,-7.993912807584574,-17.10045045626919,344000
0.0,10,-9.633776722536478,0.0,0.0,10,-12.660492834970412,-9.633776722536478,0.0,6,-9.633776722536478,6,-7.414589080109152,-9.633776722536478,1.5648656888356611,1.5648656888356611,-7.414589080109152,-12.660492834970412,368000
0.0,10,-9.588457696338256,0.0,0.0,10,-13.728267433967751,-9.588457696338256,0.0,7,-9.588457696338256,7,-6.559158848657932,-9.588457696338256,2.4458182302142792,2.4458182302142792,-6.559158848657932,-13.728267433967751,392000
0.0,10,-9.84031787614882,0.0,0.0,10,-15.260114346363784,-9.84031787614882,0.0,8,-9.84031787614882,8,-6.344459836063465,-9.84031787614882,2.5786377503066578,2.5786377503066578,-6.344459836063465,-15.260114346363784,416000
0.0,10,-15.852022410315978,0.0,0.0,10,-24.231174803286123,-15.852022410315985,0.0,9,-15.852022410315985,9,-11.845728738189642,-15.852022410315978,3.752664762166902,3.752664762166902,-11.845728738189642,-24.231174803286123,440000
