MetaTest/door-close-v1/Iteration,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/door-close-v1/NumTrajs,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/StdReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/AverageReturn
10,0.3,-158.3274177423251,-158.3274177423251,0.0,-78.29445953411484,10,10,10,0.0,42.907648085472744,0.3,464000,-28.90357492225872,-78.29445953411484,42.907648085472744,-78.29445953411484,-28.90357492225872,-78.29445953411484
11,0.0,-66.16621039644794,-66.16621039644794,0.0,-56.123756292718255,11,10,10,0.0,8.512149706531662,0.0,488000,-38.55032912820774,-56.12375629271825,8.512149706531662,-56.12375629271825,-38.55032912820774,-56.123756292718255
12,0.3,-58.49652034137341,-58.49652034137341,0.0,-48.535217196242826,12,10,10,0.0,7.126006803598573,0.3,512000,-38.84274949998705,-48.53521719624283,7.126006803598573,-48.53521719624283,-38.84274949998705,-48.535217196242826
13,0.4,-92.77533153043218,-92.77533153043218,0.0,-72.52510272375744,13,10,10,0.0,11.79819169240319,0.4,536000,-43.04759529304173,-72.52510272375744,11.79819169240319,-72.52510272375744,-43.04759529304173,-72.52510272375744
14,0.3,-78.60316330148635,-78.60316330148635,0.0,-65.02799912251922,14,10,10,0.0,8.437062862097726,0.3,560000,-52.48493315158747,-65.02799912251922,8.437062862097726,-65.02799912251922,-52.48493315158747,-65.02799912251922
15,0.0,-160.94433225287486,-160.94433225287486,0.0,-106.36265307624979,15,10,10,0.0,47.51253144257701,0.0,584000,-47.33829121079677,-106.36265307624974,47.51253144257701,-106.36265307624974,-47.33829121079677,-106.36265307624979
16,0.0,-86.06326426241587,-86.06326426241587,0.0,-66.88866921606771,16,10,10,0.0,10.517840580724352,0.0,608000,-49.35074019768479,-66.88866921606773,10.517840580724352,-66.88866921606773,-49.35074019768479,-66.88866921606771
17,0.3,-75.57345474389709,-75.57345474389709,0.0,-63.355280251241325,17,10,10,0.0,7.762600600153047,0.3,632000,-53.83975388495383,-63.355280251241346,7.762600600153047,-63.355280251241346,-53.83975388495383,-63.355280251241325
18,0.0,-80.36847712038279,-80.36847712038279,0.0,-69.42555712653161,18,10,10,0.0,9.755753172165104,0.0,656000,-49.69267118626886,-69.42555712653163,9.755753172165104,-69.42555712653163,-49.69267118626886,-69.42555712653161
19,0.2,-138.79436349925817,-138.79436349925817,0.0,-66.01067683066046,19,10,10,0.0,25.83733947768485,0.2,680000,-40.9813378821044,-66.01067683066046,25.83733947768485,-66.01067683066046,-40.9813378821044,-66.01067683066046
20,0.5,-71.68397257571988,-71.68397257571988,0.0,-58.06248330405735,20,10,10,0.0,10.680587067908899,0.5,704000,-34.225871372398124,-58.062483304057345,10.680587067908899,-58.062483304057345,-34.225871372398124,-58.06248330405735
21,0.1,-106.45054481101906,-106.45054481101906,0.0,-64.74890432268936,21,10,10,0.0,21.71420849515407,0.1,728000,-37.956120060922395,-64.74890432268936,21.71420849515407,-64.74890432268936,-37.956120060922395,-64.74890432268936
22,0.2,-126.75170356743946,-126.75170356743946,0.0,-76.99333482111574,22,10,10,0.0,22.66835469265164,0.2,752000,-53.75518545233177,-76.99333482111572,22.66835469265164,-76.99333482111572,-53.75518545233177,-76.99333482111574
23,0.2,-133.66244005023103,-133.66244005023103,0.0,-58.27541121848735,23,10,10,0.0,27.72573917195608,0.2,776000,-25.303738357400967,-58.27541121848738,27.72573917195608,-58.27541121848738,-25.303738357400967,-58.27541121848735
24,0.0,-148.75936185212475,-148.75936185212475,0.0,-81.48299739829363,24,10,10,0.0,44.002450798369146,0.0,800000,-30.009416766686833,-81.48299739829359,44.002450798369146,-81.48299739829359,-30.009416766686833,-81.48299739829363
25,0.3,-103.39733249949306,-103.39733249949306,0.0,-60.75818492989114,25,10,10,0.0,22.560265057935204,0.3,824000,-18.084302362458125,-60.75818492989114,22.560265057935204,-60.75818492989114,-18.084302362458125,-60.75818492989114
26,0.0,-52.08460979022216,-52.08460979022216,0.0,-49.770807059132025,26,10,10,0.0,3.183659084560246,0.0,848000,-40.71278650435014,-49.770807059132025,3.183659084560246,-49.770807059132025,-40.71278650435014,-49.770807059132025
27,0.2,-69.06869993426149,-69.06869993426149,0.0,-46.90955490208133,27,10,10,0.0,9.56368005298504,0.2,872000,-33.57269707491959,-46.90955490208134,9.56368005298504,-46.90955490208134,-33.57269707491959,-46.90955490208133
28,0.0,-63.73608401979262,-63.73608401979262,0.0,-40.94597165110858,28,10,10,0.0,14.666924351240556,0.0,896000,-17.871230317501684,-40.94597165110859,14.666924351240556,-40.94597165110859,-17.871230317501684,-40.94597165110858
29,0.2,-58.91678423222253,-58.91678423222253,0.0,-25.232582945219576,29,10,10,0.0,52.877518227185796,0.2,920000,128.1968224708799,-25.232582945219583,52.877518227185796,-25.232582945219583,128.1968224708799,-25.232582945219576
30,0.0,-129.3240961124169,-129.3240961124169,0.0,-79.97539272345237,30,10,10,0.0,30.88015334859155,0.0,944000,-32.390343037345446,-79.97539272345239,30.88015334859155,-79.97539272345239,-32.390343037345446,-79.97539272345237
31,0.0,-146.58587559047027,-146.58587559047027,0.0,-104.47889987911147,31,10,10,0.0,22.6428913734404,0.0,968000,-73.58709517792889,-104.47889987911147,22.6428913734404,-104.47889987911147,-73.58709517792889,-104.47889987911147
32,0.0,-71.65021492501624,-71.65021492501624,0.0,-56.21805765984976,32,10,10,0.0,14.017846577756085,0.0,992000,-24.82233587419818,-56.21805765984976,14.017846577756085,-56.21805765984976,-24.82233587419818,-56.21805765984976
33,0.3,-81.63657346244997,-81.63657346244997,0.0,-49.051588792706255,33,10,10,0.0,20.837094978298673,0.3,1016000,-17.89016001493339,-49.05158879270628,20.837094978298673,-49.05158879270628,-17.89016001493339,-49.051588792706255
34,0.2,-94.99187304209438,-94.99187304209438,0.0,897.5534129832425,34,10,10,0.0,2842.5117349245616,0.2,1040000,9424.8473217249,897.5534129832419,2842.5117349245616,897.5534129832419,9424.8473217249,897.5534129832425
35,0.0,-112.22884484491301,-112.22884484491301,0.0,-78.73977955110266,35,10,10,0.0,13.347787947747756,0.0,1064000,-64.63787139368752,-78.73977955110266,13.347787947747756,-78.73977955110266,-64.63787139368752,-78.73977955110266
36,0.0,-100.42208119071945,-100.42208119071945,0.0,-94.4458195009574,36,10,10,0.0,2.960836560005154,0.0,1088000,-88.20998678616883,-94.44581950095736,2.960836560005154,-94.44581950095736,-88.20998678616883,-94.4458195009574
37,0.0,-89.12304813508239,-89.12304813508239,0.0,-74.520036739961,37,10,10,0.0,11.442454158354554,0.0,1112000,-54.03722632400933,-74.520036739961,11.442454158354554,-74.520036739961,-54.03722632400933,-74.520036739961
38,0.0,-84.39856870751555,-84.39856870751555,0.0,-72.35223603744922,38,10,10,0.0,11.004200752714864,0.0,1136000,-48.53003513809367,-72.35223603744922,11.004200752714864,-72.35223603744922,-48.53003513809367,-72.35223603744922
39,0.1,-134.840785954099,-134.840785954099,0.0,-88.32121105853356,39,10,10,0.0,24.075984185952613,0.1,1160000,-48.39132914269081,-88.32121105853358,24.075984185952613,-88.32121105853358,-48.39132914269081,-88.32121105853356
40,0.4,-84.55073384939935,-84.55073384939935,0.0,376.20006878675565,40,10,10,0.0,1316.1713043820741,0.4,1184000,4324.398365458206,376.20006878675514,1316.1713043820741,376.20006878675514,4324.398365458206,376.20006878675565
41,0.2,-133.79838771428058,-133.79838771428058,0.0,29977.397534505457,41,10,10,0.0,90149.4003703141,0.2,1208000,300425.58487629466,29977.397534505457,90149.4003703141,29977.397534505457,300425.58487629466,29977.397534505457
42,0.2,-98.3082930796875,-98.3082930796875,0.0,-63.60482320925924,42,10,10,0.0,17.836885683789173,0.2,1232000,-42.72682320411728,-63.60482320925926,17.836885683789173,-63.60482320925926,-42.72682320411728,-63.60482320925924
43,0.8,-67.61849110184686,-67.61849110184686,0.0,-59.05474276335102,43,10,10,0.0,6.038900014197898,0.8,1256000,-48.31716541705419,-59.05474276335102,6.038900014197898,-59.05474276335102,-48.31716541705419,-59.05474276335102
44,0.2,-58.4897536340705,-58.4897536340705,0.0,4233.238668882682,44,10,10,0.0,12861.884768442926,0.2,1280000,42818.891618083384,4233.238668882681,12861.884768442926,4233.238668882681,42818.891618083384,4233.238668882682
45,0.4,-146.0721567002093,-146.0721567002093,0.0,672.7284995827437,45,10,10,0.0,2234.1600925581274,0.4,1304000,7374.605549407261,672.7284995827438,2234.1600925581274,672.7284995827438,7374.605549407261,672.7284995827437
46,0.2,-151.17798010177214,-151.17798010177214,0.0,-111.3976139539654,46,10,10,0.0,38.776051882977065,0.2,1328000,-51.15058574258755,-111.3976139539654,38.776051882977065,-111.3976139539654,-51.15058574258755,-111.3976139539654
47,0.1,-151.8301811358354,-151.8301811358354,0.0,-74.54773468051397,47,10,10,0.0,47.73349446411539,0.1,1352000,-19.171122765253138,-74.54773468051395,47.73349446411539,-74.54773468051395,-19.171122765253138,-74.54773468051397
48,0.0,-73.32785165248382,-73.32785165248382,0.0,-65.73028462581031,48,10,10,0.0,5.0260967083111385,0.0,1376000,-56.94046040710061,-65.7302846258103,5.0260967083111385,-65.7302846258103,-56.94046040710061,-65.73028462581031
49,0.5,-69.85051140967555,-69.85051140967555,0.0,-47.57329396361639,49,10,10,0.0,16.84056299618952,0.5,1400000,-29.20018657457369,-47.57329396361639,16.84056299618952,-47.57329396361639,-29.20018657457369,-47.57329396361639
50,0.7,-145.19211947126635,-145.19211947126635,0.0,-71.1631536933784,50,10,10,0.0,45.95564226883119,0.7,1424000,-31.177853171595643,-71.16315369337842,45.95564226883119,-71.16315369337842,-31.177853171595643,-71.1631536933784
51,0.9,-131.6599430049838,-131.6599430049838,0.0,-62.00129806105336,51,10,10,0.0,24.014676159181597,0.9,1448000,-43.91412719519531,-62.001298061053355,24.014676159181597,-62.001298061053355,-43.91412719519531,-62.00129806105336
52,0.5,-82.93009503455487,-82.93009503455487,0.0,41.87520691379214,52,10,10,0.0,285.4583498988498,0.5,1472000,895.8575459751422,41.87520691379207,285.4583498988498,41.87520691379207,895.8575459751422,41.87520691379214
53,0.5,-143.75072427288762,-143.75072427288762,0.0,-67.44758693414535,53,10,10,0.0,29.202058273488262,0.5,1496000,-34.55281982289639,-67.44758693414533,29.202058273488262,-67.44758693414533,-34.55281982289639,-67.44758693414535
54,0.4,-77.3324910644969,-77.3324910644969,0.0,-53.01599275724063,54,10,10,0.0,14.700437048722595,0.4,1520000,-28.304839814683138,-53.01599275724063,14.700437048722595,-53.01599275724063,-28.304839814683138,-53.01599275724063
55,0.9,-48.272818526039664,-48.272818526039664,0.0,-3.0223248668344076,55,10,10,0.0,84.80677267913043,0.9,1544000,250.70535800221683,-3.0223248668343894,84.80677267913043,-3.0223248668343894,250.70535800221683,-3.0223248668344076
56,0.4,-133.55563480732638,-133.55563480732638,0.0,-53.097540986639366,56,10,10,0.0,40.09280036882207,0.4,1568000,-21.881185755491924,-53.09754098663937,40.09280036882207,-53.09754098663937,-21.881185755491924,-53.097540986639366
57,0.1,-132.18702758413383,-132.18702758413383,0.0,-55.83595121008737,57,10,10,0.0,30.30033953205579,0.1,1592000,-28.968514420616028,-55.8359512100874,30.30033953205579,-55.8359512100874,-28.968514420616028,-55.83595121008737
58,0.0,-69.93444093576281,-69.93444093576281,0.0,-51.616644966303944,58,10,10,0.0,16.84433167287232,0.0,1616000,-21.413262495011786,-51.616644966303944,16.84433167287232,-51.616644966303944,-21.413262495011786,-51.616644966303944
59,0.3,-111.96633346354955,-111.96633346354955,0.0,-61.95100632295066,59,10,10,0.0,27.497306870496168,0.3,1640000,-21.364359941651788,-61.95100632295065,27.497306870496168,-61.95100632295065,-21.364359941651788,-61.95100632295066
60,0.2,-83.36861998444462,-83.36861998444462,0.0,-53.13660305515346,60,10,10,0.0,19.38648821428769,0.2,1664000,-16.996127148466357,-53.13660305515346,19.38648821428769,-53.13660305515346,-16.996127148466357,-53.13660305515346
61,0.0,-121.45384530831411,-121.45384530831411,0.0,-56.06707110122079,61,10,10,0.0,32.00976056374993,0.0,1688000,-14.066179090287623,-56.067071101220776,32.00976056374993,-56.067071101220776,-14.066179090287623,-56.06707110122079
62,0.0,-118.51458585338708,-118.51458585338708,0.0,-57.3513524663482,62,10,10,0.0,25.97102060258971,0.0,1712000,-14.324798379910513,-57.3513524663482,25.97102060258971,-57.3513524663482,-14.324798379910513,-57.3513524663482
63,0.2,-118.90020789997907,-118.90020789997907,0.0,-60.58288692560111,63,10,10,0.0,28.068110165227463,0.2,1736000,-25.723265780111287,-60.58288692560111,28.068110165227463,-60.58288692560111,-25.723265780111287,-60.58288692560111
64,0.0,-85.01073636798021,-85.01073636798021,0.0,-52.68393213384727,64,10,10,0.0,13.796239638314413,0.0,1760000,-30.415416495784914,-52.68393213384726,13.796239638314413,-52.68393213384726,-30.415416495784914,-52.68393213384727
65,0.3,-74.49651797390291,-74.49651797390291,0.0,-56.830956216645006,65,10,10,0.0,13.144651631404146,0.3,1784000,-32.685042383449776,-56.83095621664502,13.144651631404146,-56.83095621664502,-32.685042383449776,-56.830956216645006
66,0.4,-62.59784986839656,-62.59784986839656,0.0,27749.460251131495,66,10,10,0.0,82024.0004323156,0.4,1808000,273795.6106234355,27749.460251131495,82024.0004323156,27749.460251131495,273795.6106234355,27749.460251131495
67,0.3,-119.68712378638602,-119.68712378638602,0.0,556.0456904155851,67,10,10,0.0,1901.0005206138783,0.3,1832000,6258.297161912977,556.0456904155855,1901.0005206138783,556.0456904155855,6258.297161912977,556.0456904155851
68,0.7,-41.31938428255056,-41.31938428255056,0.0,9049.9542532006,68,10,10,0.0,27239.198178977807,0.7,1856000,90767.54664047288,9049.954253200596,27239.198178977807,9049.954253200596,90767.54664047288,9049.9542532006
69,0.8,-70.16398559934053,-70.16398559934053,0.0,-45.31963756511393,69,10,10,0.0,13.46659983166991,0.8,1880000,-26.676923699242803,-45.319637565113936,13.46659983166991,-45.319637565113936,-26.676923699242803,-45.31963756511393
70,1.0,-36.8241780102698,-36.8241780102698,0.0,43951.631130830494,70,10,10,0.0,69198.62089353471,1.0,1904000,184028.76132241797,43951.6311308305,69198.62089353471,43951.6311308305,184028.76132241797,43951.631130830494
71,0.3,-148.69806160940632,-148.69806160940632,0.0,3886.7396309949377,71,10,10,0.0,12014.16028205111,0.3,1928000,39928.97019937133,3886.7396309949377,12014.16028205111,3886.7396309949377,39928.97019937133,3886.7396309949377
72,0.8,-30.761778062829865,-30.761778062829865,0.0,29749.295521254542,72,10,10,0.0,38211.29110436482,0.8,1952000,92606.55885040094,29749.295521254524,38211.29110436482,29749.295521254524,92606.55885040094,29749.295521254542
73,0.9,-40.56852981366005,-40.56852981366005,0.0,85361.31909526387,73,10,10,0.0,126467.64167467631,0.9,1976000,338221.24851609534,85361.31909526387,126467.64167467631,85361.31909526387,338221.24851609534,85361.31909526387
74,0.7,-37.93964843591663,-37.93964843591663,0.0,1165.1373575981263,74,10,10,0.0,1230.855952980789,0.7,2000000,2820.7050044830735,1165.137357598126,1230.855952980789,1165.137357598126,2820.7050044830735,1165.1373575981263
75,0.7,-24.201765313402177,-24.201765313402177,0.0,33242.709939616354,75,10,10,0.0,73651.98609293124,0.7,2024000,251428.93697385586,33242.70993961636,73651.98609293124,33242.70993961636,251428.93697385586,33242.709939616354
76,0.5,-58.69193126130762,-58.69193126130762,0.0,52408.36607672573,76,10,10,0.0,78881.97425703488,0.5,2048000,241877.34084194343,52408.366076725724,78881.97425703488,52408.366076725724,241877.34084194343,52408.36607672573
77,0.9,-32.864566202877796,-32.864566202877796,0.0,85106.44712348144,77,10,10,0.0,75242.18682812083,0.9,2072000,209199.89979854034,85106.44712348147,75242.18682812083,85106.44712348147,209199.89979854034,85106.44712348144
78,0.7,-24.19931457001536,-24.19931457001536,0.0,44850.638543001245,78,10,10,0.0,44411.70922543875,0.7,2096000,138530.81669467207,44850.63854300125,44411.70922543875,44850.63854300125,138530.81669467207,44850.638543001245
79,0.5,-30.893588582679453,-30.893588582679453,0.0,39724.6273406658,79,10,10,0.0,24217.044285736,0.5,2120000,84394.37255966138,39724.627340665815,24217.044285736,39724.627340665815,84394.37255966138,39724.6273406658
80,0.6,-21.473105115075203,-21.473105115075203,0.0,36174.52060877239,80,10,10,0.0,36429.94287650884,0.6,2144000,81607.40572205638,36174.520608772415,36429.94287650884,36174.520608772415,81607.40572205638,36174.52060877239
81,0.3,-37.11217014122334,-37.11217014122334,0.0,38349.88191418589,81,10,10,0.0,38562.533301848576,0.3,2168000,106652.96729755205,38349.88191418589,38562.533301848576,38349.88191418589,106652.96729755205,38349.88191418589
82,0.9,-19.646620963262443,-19.646620963262443,0.0,83018.1251177658,82,10,10,0.0,69486.25910574502,0.9,2192000,218158.63358498111,83018.12511776578,69486.25910574502,83018.12511776578,218158.63358498111,83018.1251177658
83,0.7,-21.899243580310323,-21.899243580310323,0.0,58848.53055498864,83,10,10,0.0,57398.17847188313,0.7,2216000,148139.84718078654,58848.53055498862,57398.17847188313,58848.53055498862,148139.84718078654,58848.53055498864
84,0.7,-34.4606481358634,-34.4606481358634,0.0,138303.94405558013,84,10,10,0.0,137911.89134702002,0.7,2240000,339035.8454430092,138303.94405558016,137911.89134702002,138303.94405558016,339035.8454430092,138303.94405558013
85,0.4,-149.238988099819,-149.238988099819,0.0,966.0566608001709,85,10,10,0.0,2439.8298511311245,0.4,2264000,7955.238809744329,966.0566608001715,2439.8298511311245,966.0566608001715,7955.238809744329,966.0566608001709
86,0.8,-22.423241771126847,-22.423241771126847,0.0,169639.7120665295,86,10,10,0.0,131664.303154063,0.8,2288000,345485.4439525245,169639.7120665295,131664.303154063,169639.7120665295,345485.4439525245,169639.7120665295
87,0.6,-23.62770065145015,-23.62770065145015,0.0,44108.27865548553,87,10,10,0.0,88906.99745435483,0.6,2312000,304601.1789791535,44108.27865548551,88906.99745435483,44108.27865548551,304601.1789791535,44108.27865548553
88,0.6,-19.10092698404224,-19.10092698404224,0.0,81305.82007525035,88,10,10,0.0,109833.11462785398,0.6,2336000,332753.64604295,81305.82007525033,109833.11462785398,81305.82007525033,332753.64604295,81305.82007525035
89,0.6,-22.273471508225892,-22.273471508225892,0.0,79415.59831686811,89,10,10,0.0,109685.7579805341,0.6,2360000,343108.5895897729,79415.59831686807,109685.7579805341,79415.59831686807,343108.5895897729,79415.59831686811
90,0.6,-19.885832815649696,-19.885832815649696,0.0,51327.09191574071,90,10,10,0.0,68150.81448780232,0.6,2384000,197918.2724565573,51327.09191574069,68150.81448780232,51327.09191574069,197918.2724565573,51327.09191574071
91,0.3,125.1584870630121,125.1584870630121,0.0,66183.84678254528,91,10,10,0.0,88343.56737392256,0.3,2408000,311494.9181584943,66183.8467825453,88343.56737392256,66183.8467825453,311494.9181584943,66183.84678254528
92,0.7,-24.29667320424903,-24.29667320424903,0.0,99999.13748553493,92,10,10,0.0,138844.39915440202,0.7,2432000,330027.22658895643,99999.13748553493,138844.39915440202,99999.13748553493,330027.22658895643,99999.13748553493
93,0.8,-23.510339075996455,-23.510339075996455,0.0,138075.70382222597,93,10,10,0.0,100287.39532954137,0.8,2456000,272962.76086339913,138075.7038222259,100287.39532954137,138075.7038222259,272962.76086339913,138075.70382222597
94,0.9,-30.73421252724367,-30.73421252724367,0.0,97696.1159524963,94,10,10,0.0,94224.97062707636,0.9,2480000,274719.8719289303,97696.1159524963,94224.97062707636,97696.1159524963,274719.8719289303,97696.1159524963
95,0.9,-20.62000909896076,-20.62000909896076,0.0,82354.57436148732,95,10,10,0.0,79537.29165993627,0.9,2504000,232748.54451784564,82354.57436148732,79537.29165993627,82354.57436148732,232748.54451784564,82354.57436148732
96,0.6,-53.80070799231218,-53.80070799231218,0.0,118514.38136005511,96,10,10,0.0,146792.43831918552,0.6,2528000,333708.2804933039,118514.38136005515,146792.43831918552,118514.38136005515,333708.2804933039,118514.38136005511
97,1.0,-29.418551640051092,-29.418551640051092,0.0,178020.82583580277,97,10,10,0.0,131713.74425225586,1.0,2552000,337967.03006196953,178020.8258358027,131713.74425225586,178020.8258358027,337967.03006196953,178020.82583580277
98,0.3,-149.65733485028272,-149.65733485028272,0.0,995.450363844467,98,10,10,0.0,2296.556566101414,0.3,2576000,7123.767081820108,995.4503638444678,2296.556566101414,995.4503638444678,7123.767081820108,995.450363844467
99,0.3,-135.32821674613783,-135.32821674613783,0.0,48230.16238969231,99,10,10,0.0,83644.48641148416,0.3,2600000,215754.3027789563,48230.162389692305,83644.48641148416,48230.162389692305,215754.3027789563,48230.16238969231
100,0.0,-153.03832028502853,-153.03832028502853,0.0,-132.7166482138246,100,10,10,0.0,32.83562746245219,0.0,2624000,-36.139436768844675,-132.71664821382458,32.83562746245219,-132.71664821382458,-36.139436768844675,-132.7166482138246
101,0.9,-92.12703536376102,-92.12703536376102,0.0,141188.8415325344,101,10,10,0.0,104372.66740008927,0.9,2648000,307496.5978476387,141188.84153253442,104372.66740008927,141188.84153253442,307496.5978476387,141188.8415325344
102,0.4,-89.74666363425088,-89.74666363425088,0.0,65135.01718775542,102,10,10,0.0,83389.42818814193,0.4,2672000,241607.42842791707,65135.0171877554,83389.42818814193,65135.0171877554,241607.42842791707,65135.01718775542
103,0.2,-61.97513131635523,-61.97513131635523,0.0,36754.1913093944,103,10,10,0.0,72754.78472272768,0.2,2696000,203422.43025742855,36754.1913093944,72754.78472272768,36754.1913093944,203422.43025742855,36754.1913093944
104,0.4,-102.3723738745489,-102.3723738745489,0.0,46209.8493696609,104,10,10,0.0,90483.35046651764,0.4,2720000,262608.25814185763,46209.84936966087,90483.35046651764,46209.84936966087,262608.25814185763,46209.8493696609
105,0.8,-62.11322047492522,-62.11322047492522,0.0,62388.45389768877,105,10,10,0.0,109402.48403491758,0.8,2744000,339822.19838844304,62388.45389768877,109402.48403491758,62388.45389768877,339822.19838844304,62388.45389768877
106,0.9,-45.44548872836163,-45.44548872836163,0.0,54991.25262733663,106,10,10,0.0,101219.76255881293,0.9,2768000,303585.6401862679,54991.252627336675,101219.76255881293,54991.252627336675,303585.6401862679,54991.25262733663
107,0.5,-123.97178357590218,-123.97178357590218,0.0,89119.34184867547,107,10,10,0.0,123998.18711267784,0.5,2792000,348370.99366632354,89119.34184867547,123998.18711267784,89119.34184867547,348370.99366632354,89119.34184867547
108,0.7,-62.27797567135587,-62.27797567135587,0.0,39069.301206434815,108,10,10,0.0,68380.8558141451,0.7,2816000,207975.01953948857,39069.3012064348,68380.8558141451,39069.3012064348,207975.01953948857,39069.301206434815
109,0.9,-31.242029381508686,-31.242029381508686,0.0,100141.39245284046,109,10,10,0.0,128167.69790028145,0.9,2840000,302554.4870562998,100141.39245284042,128167.69790028145,100141.39245284042,302554.4870562998,100141.39245284046
110,0.7,-125.09138700910893,-125.09138700910893,0.0,63767.81226518487,110,10,10,0.0,125788.51930042698,0.7,2864000,317334.0963340382,63767.812265184846,125788.51930042698,63767.812265184846,317334.0963340382,63767.81226518487
111,0.3,-143.23752112155162,-143.23752112155162,0.0,54392.551077583994,111,10,10,0.0,90754.06163393625,0.3,2888000,248863.10104931198,54392.55107758396,90754.06163393625,54392.55107758396,248863.10104931198,54392.551077583994
112,0.9,-43.940981660163885,-43.940981660163885,0.0,228645.32578199537,112,10,10,0.0,92751.02989272763,0.9,2912000,324953.0520875422,228645.32578199543,92751.02989272763,228645.32578199543,324953.0520875422,228645.32578199537
113,0.8,-38.85350894018591,-38.85350894018591,0.0,128063.50374512588,113,10,10,0.0,127308.34029940363,0.8,2936000,295560.9208609166,128063.50374512591,127308.34029940363,128063.50374512591,295560.9208609166,128063.50374512588
114,0.8,-44.14437453896487,-44.14437453896487,0.0,121290.76560776486,114,10,10,0.0,114840.71544333626,0.8,2960000,318395.15630275913,121290.76560776494,114840.71544333626,121290.76560776494,318395.15630275913,121290.76560776486
115,0.3,-152.59824845468785,-152.59824845468785,0.0,36627.97293356479,115,10,10,0.0,73532.09054677827,0.3,2984000,191448.64033090396,36627.972933564786,73532.09054677827,36627.972933564786,191448.64033090396,36627.97293356479
116,0.4,-148.71651359028257,-148.71651359028257,0.0,30876.34308033064,116,10,10,0.0,92899.62999038528,0.4,3008000,309575.18006047874,30876.343080330633,92899.62999038528,30876.343080330633,309575.18006047874,30876.34308033064
117,0.4,-148.82470955596915,-148.82470955596915,0.0,19676.97858885995,117,10,10,0.0,48088.225933297814,0.4,3032000,160281.49848256947,19676.978588859944,48088.225933297814,19676.978588859944,160281.49848256947,19676.97858885995
