MetaTest/door-close-v1/Iteration,MetaTest/door-close-v1/SuccessRate,MetaTest/door-close-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/door-close-v1/NumTrajs,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/StdReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/AverageReturn
118,0.9,-38.99462462510692,-38.99462462510692,0.0,134172.72101893995,118,10,10,0.0,128968.79567730053,0.9,3056000,331750.55093834194,134172.72101893992,128968.79567730053,134172.72101893992,331750.55093834194,134172.72101893995
119,0.9,-38.04864119694844,-38.04864119694844,0.0,180471.68275472685,119,10,10,0.0,115349.91917662487,0.9,3080000,337750.29344385373,180471.68275472688,115349.91917662487,180471.68275472688,337750.29344385373,180471.68275472685
120,1.0,-27.384094983536123,-27.384094983536123,0.0,114606.08017076137,120,10,10,0.0,124180.79703718027,1.0,3104000,326092.11220600636,114606.08017076128,124180.79703718027,114606.08017076128,326092.11220600636,114606.08017076137
121,0.8,-46.76700078660477,-46.76700078660477,0.0,132817.34791638076,121,10,10,0.0,154791.79827093778,0.8,3128000,349142.4960037239,132817.34791638074,154791.79827093778,132817.34791638074,349142.4960037239,132817.34791638076
122,1.0,-29.12794042735782,-29.12794042735782,0.0,129295.00140809026,122,10,10,0.0,114395.74443662028,1.0,3152000,334030.0545534672,129295.0014080902,114395.74443662028,129295.0014080902,334030.0545534672,129295.00140809026
123,1.0,1515.526162859308,1515.526162859308,0.0,191706.20675196304,123,10,10,0.0,117612.59459385619,1.0,3176000,330811.84395777504,191706.20675196307,117612.59459385619,191706.20675196307,330811.84395777504,191706.20675196304
124,1.0,-26.53130993653271,-26.53130993653271,0.0,174751.05859506346,124,10,10,0.0,126053.27416572568,1.0,3200000,327318.9018556891,174751.05859506348,126053.27416572568,174751.05859506348,327318.9018556891,174751.05859506346
125,1.0,44535.19545391927,44535.19545391927,0.0,188889.2094715145,125,10,10,0.0,102782.96977532584,1.0,3224000,330552.2847628983,188889.2094715145,102782.96977532584,188889.2094715145,330552.2847628983,188889.2094715145
126,0.9,-38.90864479692605,-38.90864479692605,0.0,152300.95142048527,126,10,10,0.0,115189.44680978802,0.9,3248000,320673.6173565223,152300.95142048533,115189.44680978802,152300.95142048533,320673.6173565223,152300.95142048527
127,0.9,-24.222811544510446,-24.222811544510446,0.0,167839.42728715145,127,10,10,0.0,112489.29403250269,0.9,3272000,329615.92622999795,167839.42728715145,112489.29403250269,167839.42728715145,329615.92622999795,167839.42728715145
128,1.0,162216.32640848416,162216.32640848416,0.0,256518.44964464236,128,10,10,0.0,60758.59514274278,1.0,3296000,327123.67869748524,256518.44964464242,60758.59514274278,256518.44964464242,327123.67869748524,256518.44964464236
129,1.0,5428.671892108585,5428.671892108585,0.0,96130.89016896897,129,10,10,0.0,83298.40444604163,1.0,3320000,266775.34682251513,96130.89016896892,83298.40444604163,96130.89016896892,266775.34682251513,96130.89016896897
130,0.5,-91.26040547732211,-91.26040547732211,0.0,81910.24686280734,130,10,10,0.0,114937.7500487597,0.5,3344000,306389.26236866106,81910.24686280734,114937.7500487597,81910.24686280734,306389.26236866106,81910.24686280734
131,1.0,161493.42563606452,161493.42563606452,0.0,268594.0859116895,131,10,10,0.0,59598.545362647455,1.0,3368000,331812.87835708295,268594.08591168944,59598.545362647455,268594.08591168944,331812.87835708295,268594.0859116895
132,0.9,-38.95558055160796,-38.95558055160796,0.0,151875.21287735392,132,10,10,0.0,106818.23907134324,0.9,3392000,302628.23059592716,151875.21287735394,106818.23907134324,151875.21287735394,302628.23059592716,151875.21287735392
133,0.9,-40.71321871761926,-40.71321871761926,0.0,92785.75373522469,133,10,10,0.0,114465.74577084597,0.9,3416000,302571.81983301335,92785.75373522469,114465.74577084597,92785.75373522469,302571.81983301335,92785.75373522469
134,0.7,-145.46439616116257,-145.46439616116257,0.0,74799.32123139553,134,10,10,0.0,129412.92077638066,0.7,3440000,339072.9038409624,74799.3212313955,129412.92077638066,74799.3212313955,339072.9038409624,74799.32123139553
135,0.5,-66.9745625950477,-66.9745625950477,0.0,24550.64816793128,135,10,10,0.0,50908.19536161675,0.5,3464000,161731.19567525218,24550.64816793129,50908.19536161675,24550.64816793129,161731.19567525218,24550.64816793128
136,0.5,-71.84126827297546,-71.84126827297546,0.0,45863.83128090202,136,10,10,0.0,81669.51791504682,0.5,3488000,258461.76955961608,45863.83128090203,81669.51791504682,45863.83128090203,258461.76955961608,45863.83128090202
137,0.6,-86.67870937216829,-86.67870937216829,0.0,-41.844081489120754,137,10,10,0.0,23.48930769160485,0.6,3512000,-21.114033449653572,-41.844081489120775,23.48930769160485,-41.844081489120775,-21.114033449653572,-41.844081489120754
138,1.0,-59.623995021181074,-59.623995021181074,0.0,-38.19200574093693,138,10,10,0.0,7.973256214914678,1.0,3536000,-31.690147212981323,-38.192005740936935,7.973256214914678,-38.192005740936935,-31.690147212981323,-38.19200574093693
139,0.7,-73.72004958046853,-73.72004958046853,0.0,64453.1333049695,139,10,10,0.0,121008.27487945276,0.7,3560000,309211.5320231417,64453.13330496949,121008.27487945276,64453.13330496949,309211.5320231417,64453.1333049695
140,0.6,-73.77952434995902,-73.77952434995902,0.0,54769.785319597984,140,10,10,0.0,101330.59651777308,0.6,3584000,313378.0237687189,54769.78531959797,101330.59651777308,54769.78531959797,313378.0237687189,54769.785319597984
141,0.5,-90.71706857968768,-90.71706857968768,0.0,75729.45427288052,141,10,10,0.0,119516.25204906857,0.5,3608000,346272.74938179326,75729.45427288052,119516.25204906857,75729.45427288052,346272.74938179326,75729.45427288052
142,0.5,-80.84684877886912,-80.84684877886912,0.0,44158.07346858346,142,10,10,0.0,104908.73242031642,0.5,3632000,348010.10226948326,44158.07346858346,104908.73242031642,44158.07346858346,348010.10226948326,44158.07346858346
143,0.5,-52.420473277200166,-52.420473277200166,0.0,59786.99416205396,143,10,10,0.0,96054.61234863545,0.5,3656000,260831.28483293188,59786.99416205396,96054.61234863545,59786.99416205396,260831.28483293188,59786.99416205396
144,0.7,-102.68803629891728,-102.68803629891728,0.0,58850.38073362845,144,10,10,0.0,100827.51918009827,0.7,3680000,277200.7547835266,58850.380733628466,100827.51918009827,58850.380733628466,277200.7547835266,58850.38073362845
145,1.0,-34.01648238375468,-34.01648238375468,0.0,95940.46640005447,145,10,10,0.0,113801.2144263303,1.0,3704000,304348.77321543684,95940.46640005447,113801.2144263303,95940.46640005447,304348.77321543684,95940.46640005447
146,1.0,-28.216056699675544,-28.216056699675544,0.0,95071.67021152556,146,10,10,0.0,74700.22055860564,1.0,3728000,189717.5812410418,95071.67021152556,74700.22055860564,95071.67021152556,189717.5812410418,95071.67021152556
147,1.0,-26.94203321937066,-26.94203321937066,0.0,143082.45319580383,147,10,10,0.0,115388.77859399324,1.0,3752000,325039.7498200134,143082.45319580386,115388.77859399324,143082.45319580386,325039.7498200134,143082.45319580383
148,1.0,-28.63751191178825,-28.63751191178825,0.0,162376.73021948533,148,10,10,0.0,132171.76798024404,1.0,3776000,310705.3137431088,162376.73021948533,132171.76798024404,162376.73021948533,310705.3137431088,162376.73021948533
149,1.0,-22.843253746885043,-22.843253746885043,0.0,164275.67302135783,149,10,10,0.0,119558.26784537979,1.0,3800000,303444.24568777124,164275.67302135788,119558.26784537979,164275.67302135788,303444.24568777124,164275.67302135783
150,0.4,-154.51799273445758,-154.51799273445758,0.0,52291.8405685323,150,10,10,0.0,85748.9252825459,0.4,3824000,256006.3756242432,52291.84056853231,85748.9252825459,52291.84056853231,256006.3756242432,52291.8405685323
151,0.6,-163.31475897651825,-163.31475897651825,0.0,89678.698515353,151,10,10,0.0,115468.96764060554,0.6,3848000,286251.03322658216,89678.69851535295,115468.96764060554,89678.69851535295,286251.03322658216,89678.698515353
152,0.7,-160.6945957364102,-160.6945957364102,0.0,109522.07865573319,152,10,10,0.0,136524.00759761388,0.7,3872000,329826.15125886054,109522.07865573319,136524.00759761388,109522.07865573319,329826.15125886054,109522.07865573319
153,0.4,-159.26541157520975,-159.26541157520975,0.0,57149.89779800266,153,10,10,0.0,99379.34065236752,0.4,3896000,268700.4886769412,57149.89779800264,99379.34065236752,57149.89779800264,268700.4886769412,57149.89779800266
154,0.4,-150.3833807264969,-150.3833807264969,0.0,35943.854967643565,154,10,10,0.0,77467.90348549945,0.4,3920000,246996.92144754162,35943.854967643565,77467.90348549945,35943.854967643565,246996.92144754162,35943.854967643565
155,0.5,-77.98690066526207,-77.98690066526207,0.0,114763.61880097436,155,10,10,0.0,142615.1828745792,0.5,3944000,324527.0509812004,114763.61880097438,142615.1828745792,114763.61880097438,324527.0509812004,114763.61880097436
156,0.4,-145.95129549359683,-145.95129549359683,0.0,37066.08858529587,156,10,10,0.0,84748.17573179332,0.4,3968000,276860.820704267,37066.08858529584,84748.17573179332,37066.08858529584,276860.820704267,37066.08858529587
157,0.6,-65.90387917175512,-65.90387917175512,0.0,101626.4283255091,157,10,10,0.0,133449.5890493687,0.6,3992000,331818.83529909444,101626.42832550911,133449.5890493687,101626.42832550911,331818.83529909444,101626.4283255091
158,1.0,1185.755305153997,1185.755305153997,0.0,173563.97736081516,158,10,10,0.0,101619.749322665,1.0,4016000,324805.2620887354,173563.9773608151,101619.749322665,173563.9773608151,324805.2620887354,173563.97736081516
159,1.0,-21.38096191297164,-21.38096191297164,0.0,129343.60510318431,159,10,10,0.0,116693.93313292868,1.0,4040000,315060.9081624363,129343.60510318431,116693.93313292868,129343.60510318431,315060.9081624363,129343.60510318431
160,1.0,-33.31092594333461,-33.31092594333461,0.0,181264.3880287624,160,10,10,0.0,112071.08245385115,1.0,4064000,322070.96561092016,181264.3880287624,112071.08245385115,181264.3880287624,322070.96561092016,181264.3880287624
161,1.0,-30.549296311315747,-30.549296311315747,0.0,134726.86650720664,161,10,10,0.0,99088.5282719925,1.0,4088000,291505.1588404156,134726.86650720664,99088.5282719925,134726.86650720664,291505.1588404156,134726.86650720664
162,1.0,-28.612618508062305,-28.612618508062305,0.0,162923.05192494637,162,10,10,0.0,108156.69392424314,1.0,4112000,305399.49861877004,162923.0519249463,108156.69392424314,162923.0519249463,305399.49861877004,162923.05192494637
163,1.0,-19.38513107416372,-19.38513107416372,0.0,171542.9727861592,163,10,10,0.0,131885.6623920011,1.0,4136000,344916.3169439771,171542.97278615923,131885.6623920011,171542.97278615923,344916.3169439771,171542.9727861592
164,1.0,-29.78807402668473,-29.78807402668473,0.0,202598.72420565085,164,10,10,0.0,135150.6159587141,1.0,4160000,348697.6833496843,202598.72420565088,135150.6159587141,202598.72420565088,348697.6833496843,202598.72420565085
165,1.0,-20.899026861600767,-20.899026861600767,0.0,238577.1830540967,165,10,10,0.0,96497.88652524234,1.0,4184000,338126.09406827134,238577.1830540967,96497.88652524234,238577.1830540967,338126.09406827134,238577.1830540967
166,0.4,-160.7113512351745,-160.7113512351745,0.0,33826.444062084774,166,10,10,0.0,60437.72967099701,0.4,4208000,156237.32079765951,33826.44406208476,60437.72967099701,33826.44406208476,156237.32079765951,33826.444062084774
167,1.0,1342.684915988315,1342.684915988315,0.0,221594.50281277407,167,10,10,0.0,118813.55376553928,1.0,4232000,340596.0716451104,221594.50281277398,118813.55376553928,221594.50281277398,340596.0716451104,221594.50281277407
168,1.0,108356.29876934113,108356.29876934113,0.0,218428.0474811247,168,10,10,0.0,78056.38700904281,1.0,4256000,331503.2313436749,218428.04748112467,78056.38700904281,218428.04748112467,331503.2313436749,218428.0474811247
169,1.0,109417.76692941878,109417.76692941878,0.0,262584.8989216213,169,10,10,0.0,65894.41040611941,1.0,4280000,325978.39383131545,262584.8989216214,65894.41040611941,262584.8989216214,325978.39383131545,262584.8989216213
170,1.0,-20.74138513474228,-20.74138513474228,0.0,169466.20342831794,170,10,10,0.0,128467.59634454436,1.0,4304000,335201.8865390135,169466.2034283179,128467.59634454436,169466.2034283179,335201.8865390135,169466.20342831794
171,1.0,-26.214149239890887,-26.214149239890887,0.0,215892.3496852077,171,10,10,0.0,116111.07300233268,1.0,4328000,332220.5243927789,215892.3496852077,116111.07300233268,215892.3496852077,332220.5243927789,215892.3496852077
172,1.0,-29.763913711303537,-29.763913711303537,0.0,176665.4997539685,172,10,10,0.0,67002.80063585009,1.0,4352000,240395.8761651332,176665.4997539685,67002.80063585009,176665.4997539685,240395.8761651332,176665.4997539685
173,1.0,162590.02409787395,162590.02409787395,0.0,242155.28429674753,173,10,10,0.0,48791.60437823213,1.0,4376000,324038.373273092,242155.28429674738,48791.60437823213,242155.28429674738,324038.373273092,242155.28429674753
174,1.0,-23.15063997283532,-23.15063997283532,0.0,194854.53825222474,174,10,10,0.0,107426.5330630934,1.0,4400000,298508.6387506856,194854.53825222474,107426.5330630934,194854.53825222474,298508.6387506856,194854.53825222474
175,1.0,-28.023565530496867,-28.023565530496867,0.0,177285.2645905385,175,10,10,0.0,105041.20758146468,1.0,4424000,329512.0920801236,177285.2645905385,105041.20758146468,177285.2645905385,329512.0920801236,177285.2645905385
176,1.0,97959.78687637675,97959.78687637675,0.0,226523.40867529064,176,10,10,0.0,86605.15882623279,1.0,4448000,336526.8580809842,226523.40867529056,86605.15882623279,226523.40867529056,336526.8580809842,226523.40867529064
177,1.0,-24.28162922907552,-24.28162922907552,0.0,239914.56028231359,177,10,10,0.0,102415.66213916804,1.0,4472000,349499.7447232911,239914.56028231367,102415.66213916804,239914.56028231367,349499.7447232911,239914.56028231359
178,1.0,58528.71708190594,58528.71708190594,0.0,164047.8868120325,178,10,10,0.0,69982.40054568135,1.0,4496000,315539.4442282485,164047.88681203246,69982.40054568135,164047.88681203246,315539.4442282485,164047.8868120325
179,1.0,-25.681293049069605,-25.681293049069605,0.0,211586.72517281547,179,10,10,0.0,113509.92975594306,1.0,4520000,352811.0716154945,211586.72517281544,113509.92975594306,211586.72517281544,352811.0716154945,211586.72517281547
180,1.0,-24.824479971859496,-24.824479971859496,0.0,198856.69821885863,180,10,10,0.0,123513.62116128631,1.0,4544000,330452.86942249053,198856.6982188585,123513.62116128631,198856.6982188585,330452.86942249053,198856.69821885863
181,1.0,76836.8997583983,76836.8997583983,0.0,218853.7276079921,181,10,10,0.0,73419.14302966287,1.0,4568000,319582.0213088946,218853.7276079921,73419.14302966287,218853.7276079921,319582.0213088946,218853.7276079921
182,1.0,-26.895762449952475,-26.895762449952475,0.0,142346.1289735969,182,10,10,0.0,130177.09499961045,1.0,4592000,329638.20472291653,142346.1289735969,130177.09499961045,142346.1289735969,329638.20472291653,142346.1289735969
183,1.0,90757.78755907962,90757.78755907962,0.0,244463.0104715387,183,10,10,0.0,84304.7314294909,1.0,4616000,334081.50846234796,244463.01047153864,84304.7314294909,244463.01047153864,334081.50846234796,244463.0104715387
184,1.0,43714.751166198774,43714.751166198774,0.0,238556.07698623804,184,10,10,0.0,100125.54110487894,1.0,4640000,335039.7760224739,238556.07698623807,100125.54110487894,238556.07698623807,335039.7760224739,238556.07698623804
185,1.0,77916.92485509785,77916.92485509785,0.0,244776.0135220333,185,10,10,0.0,78683.57344436923,1.0,4664000,316663.40277537185,244776.0135220334,78683.57344436923,244776.0135220334,316663.40277537185,244776.0135220333
186,0.4,-159.87792228017804,-159.87792228017804,0.0,59872.172892986084,186,10,10,0.0,107929.01069688922,0.4,4688000,309191.5366921897,59872.1728929861,107929.01069688922,59872.1728929861,309191.5366921897,59872.172892986084
187,0.3,-159.2474455630103,-159.2474455630103,0.0,38711.0958452614,187,10,10,0.0,74325.74328408726,0.3,4712000,241806.32253441834,38711.09584526141,74325.74328408726,38711.09584526141,241806.32253441834,38711.0958452614
188,0.4,-157.56241519852912,-157.56241519852912,0.0,66117.49768007493,188,10,10,0.0,111786.12189804294,0.4,4736000,329315.24365725555,66117.49768007494,111786.12189804294,66117.49768007494,329315.24365725555,66117.49768007493
189,0.5,-128.9476681043263,-128.9476681043263,0.0,50123.15635152223,189,10,10,0.0,94392.68545460074,0.5,4760000,246897.14341159674,50123.15635152224,94392.68545460074,50123.15635152224,246897.14341159674,50123.15635152223
190,0.5,-141.6815629670197,-141.6815629670197,0.0,86359.4599224476,190,10,10,0.0,111528.23741171339,0.5,4784000,326692.523423569,86359.45992244758,111528.23741171339,86359.45992244758,326692.523423569,86359.4599224476
191,0.5,-152.14855175285916,-152.14855175285916,0.0,104354.93183136542,191,10,10,0.0,126646.72975701126,0.5,4808000,312498.2074276768,104354.9318313654,126646.72975701126,104354.9318313654,312498.2074276768,104354.93183136542
192,0.5,-152.32642086348602,-152.32642086348602,0.0,80551.69216328106,192,10,10,0.0,103322.27636020888,0.5,4832000,255565.50690334948,80551.69216328104,103322.27636020888,80551.69216328104,255565.50690334948,80551.69216328106
193,0.7,-143.07197189621334,-143.07197189621334,0.0,86331.3268257922,193,10,10,0.0,139205.4331967598,0.7,4856000,354311.98396056006,86331.32682579217,139205.4331967598,86331.32682579217,354311.98396056006,86331.3268257922
194,0.3,-148.16487619334563,-148.16487619334563,0.0,16503.755246487905,194,10,10,0.0,33324.42025155399,0.3,4880000,89259.59488026527,16503.7552464879,33324.42025155399,16503.7552464879,89259.59488026527,16503.755246487905
195,0.5,-81.33108705685858,-81.33108705685858,0.0,137517.86842692504,195,10,10,0.0,144325.7155571371,0.5,4904000,342518.5372128478,137517.86842692504,144325.7155571371,137517.86842692504,342518.5372128478,137517.86842692504
196,0.5,-128.73804850595243,-128.73804850595243,0.0,55999.16016156362,196,10,10,0.0,101861.30334270357,0.5,4928000,278848.19173367263,55999.160161563625,101861.30334270357,55999.160161563625,278848.19173367263,55999.16016156362
197,1.0,-20.069107809925086,-20.069107809925086,0.0,189178.71826802558,197,10,10,0.0,100792.01557695231,1.0,4952000,336067.09710291825,189178.71826802555,100792.01557695231,189178.71826802555,336067.09710291825,189178.71826802558
198,1.0,257.51259903448846,257.51259903448846,0.0,248436.2766421317,198,10,10,0.0,101153.06246171857,1.0,4976000,333322.6770295136,248436.27664213162,101153.06246171857,248436.27664213162,333322.6770295136,248436.2766421317
199,1.0,-24.171906381672972,-24.171906381672972,0.0,253516.0326435077,199,10,10,0.0,96547.30139736147,1.0,5000000,330663.5359701608,253516.0326435077,96547.30139736147,253516.0326435077,330663.5359701608,253516.0326435077
