MetaTest/window-open-v1/TerminationRate,MetaTest/window-open-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/window-open-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/window-open-v1/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/window-open-v1/MinReturn,MetaTest/window-open-v1/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/window-open-v1/NumTrajs,MetaTest/window-open-v1/AverageDiscountedReturn,MetaTest/window-open-v1/Iteration,TotalEnvSteps,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/Alpha
0.0,0.2,51440.066903293344,25597.730871603628,25597.730871603613,25597.730871603628,166484100.0,10,0.0,137184.69733726146,-62.184391687381996,51440.066903293344,-21.177362,-62.184391687381996,137184.69733726146,-153955.78,10,25597.730871603613,27,872000,0.2,27,112.61899,nan
0.0,0.2,57471.26745597214,23178.97930923818,23178.97930923816,23178.97930923818,175388620.0,10,0.0,191776.81746087965,-49.330950477059325,57471.26745597214,-21.89299,-49.330950477059325,191776.81746087965,-159307.3,10,23178.97930923816,28,896000,0.2,28,94.41738,nan
0.0,0.2,23122.22842825668,7673.301890710621,7673.301890710623,7673.301890710621,183599580.0,10,0.0,77039.97785456508,-57.51489850025296,23122.22842825668,-21.490046,-57.51489850025296,77039.97785456508,-166114.25,10,7673.301890710623,29,920000,0.2,29,117.64027,nan
0.0,0.3,62326.05759765796,40685.64862146854,40685.64862146856,40685.64862146854,207392140.0,10,0.0,147041.75536832868,-56.872403575589686,62326.05759765796,-21.153048,-56.872403575589686,147041.75536832868,-171186.78,10,40685.64862146856,30,944000,0.3,30,110.56229,nan
0.0,0.6,50893.545870398324,26075.043506848342,26075.043506848328,26075.043506848342,219432220.0,10,0.0,165058.53673655656,-33.98141851947845,50893.545870398324,-20.550694,-33.98141851947845,165058.53673655656,-175055.92,10,26075.043506848328,31,968000,0.6,31,123.40071,nan
0.0,0.0,13.499052571664517,-50.36698911664256,-50.366989116642564,-50.36698911664256,225434770.0,10,0.0,-25.696946595034532,-70.9787227209662,13.499052571664517,-20.968708,-70.9787227209662,-25.696946595034532,-177313.84,10,-50.366989116642564,32,992000,0.0,32,114.27519,nan
0.0,0.5,56269.82176281915,36400.17975127643,36400.17975127642,36400.17975127643,225091900.0,10,0.0,135479.7650947509,-83.3152989169311,56269.82176281915,-21.556297,-83.3152989169311,135479.7650947509,-177958.84,10,36400.17975127642,33,1016000,0.5,33,72.643875,nan
0.0,0.4,29057.66140098955,14229.035186770843,14229.035186770841,14229.035186770843,227795700.0,10,0.0,83475.1344926627,-84.13885143894338,29057.66140098955,-22.400229,-84.13885143894338,83475.1344926627,-182579.98,10,14229.035186770841,34,1040000,0.4,34,62.708534,nan
0.0,0.3,36331.06583797909,12054.855763988671,12054.855763988662,12054.855763988671,235720930.0,10,0.0,121048.03641436643,-84.39497553256793,36331.06583797909,-22.654947,-84.39497553256793,121048.03641436643,-186181.52,10,12054.855763988662,35,1064000,0.3,35,62.05332,nan
0.0,0.4,59223.51748783678,52742.69728393244,52742.69728393247,52742.69728393244,239166220.0,10,0.0,169970.46847620816,-74.02573472339506,59223.51748783678,-22.657097,-74.02573472339506,169970.46847620816,-191861.19,10,52742.69728393247,36,1088000,0.4,36,63.911892,nan
0.0,0.3,70064.21017301039,45418.39389025689,45418.39389025689,45418.39389025689,254384640.0,10,0.0,171895.92250018782,-73.16990697984924,70064.21017301039,-23.03177,-73.16990697984924,171895.92250018782,-199413.64,10,45418.39389025689,37,1112000,0.3,37,55.233547,nan
0.0,0.3,56955.41869066177,36737.48081319007,36737.480813190086,36737.48081319007,252440400.0,10,0.0,145342.67203210056,-74.40775955003826,56955.41869066177,-23.155788,-74.40775955003826,145342.67203210056,-201527.2,10,36737.480813190086,38,1136000,0.3,38,58.942833,nan
0.0,0.1,49507.460362813,18390.63856154183,18390.638561541833,18390.63856154183,269616500.0,10,0.0,165996.37116359393,-81.45652771266803,49507.460362813,-23.273724,-81.45652771266803,165996.37116359393,-208726.72,10,18390.638561541833,39,1160000,0.1,39,63.39677,nan
0.0,0.0,9.303346478519106,-66.3036824842616,-66.3036824842616,-66.3036824842616,278475550.0,10,0.0,-52.814984714637596,-81.56369802790557,9.303346478519106,-23.369005,-81.56369802790557,-52.814984714637596,-212625.8,10,-66.3036824842616,40,1184000,0.0,40,76.54802,nan
0.0,0.3,50431.56868616316,32535.18003097061,32535.180030970612,32535.18003097061,296703140.0,10,0.0,124248.01591280033,-85.59153306371036,50431.56868616316,-23.629332,-85.59153306371036,124248.01591280033,-220693.56,10,32535.180030970612,41,1208000,0.3,41,77.317245,nan
0.0,0.2,39603.89457369261,14730.980282396162,14730.980282396156,14730.980282396162,314964500.0,10,0.0,133122.96647405485,-76.7766752254302,39603.89457369261,-23.71341,-76.7766752254302,133122.96647405485,-228612.77,10,14730.980282396156,42,1232000,0.2,42,76.84046,nan
0.0,0.1,24459.72702635873,11324.505493315937,11324.505493315935,11324.505493315937,326496030.0,10,0.0,77141.95162310608,-76.14999870671552,24459.72702635873,-23.23852,-76.14999870671552,77141.95162310608,-234781.73,10,11324.505493315935,43,1256000,0.1,43,78.53037,nan
0.0,0.3,60994.80358504211,39750.46942854689,39750.4694285469,39750.46942854689,327593570.0,10,0.0,143705.969239051,-69.20707350425714,60994.80358504211,-23.417273,-69.20707350425714,143705.969239051,-237839.33,10,39750.4694285469,44,1280000,0.3,44,65.24359,nan
0.0,0.1,24906.378796565088,8254.957895513584,8254.95789551358,8254.957895513584,344109000.0,10,0.0,82974.0864890181,-60.93813862649372,24906.378796565088,-24.047361,-60.93813862649372,82974.0864890181,-246225.78,10,8254.95789551358,45,1304000,0.1,45,67.10395,nan
0.0,0.4,66172.68251146768,42311.15056277388,42311.15056277391,42311.15056277388,331663680.0,10,0.0,184998.32489198472,-58.48934182798835,66172.68251146768,-24.743715,-58.48934182798835,184998.32489198472,-245756.73,10,42311.15056277391,46,1328000,0.4,46,112.99134,nan
0.0,0.3,56719.49962520234,36991.546529257204,36991.54652925722,36991.546529257204,346725250.0,10,0.0,129831.09532292763,-75.11497036245763,56719.49962520234,-26.386534,-75.11497036245763,129831.09532292763,-248908.6,10,36991.54652925722,47,1352000,0.3,47,98.463356,nan
0.0,0.1,40975.70023561376,16597.00174819452,16597.001748194507,16597.00174819452,332440260.0,10,0.0,137430.7869477417,-75.31056381644963,40975.70023561376,-26.261509,-75.31056381644963,137430.7869477417,-249026.6,10,16597.001748194507,48,1376000,0.1,48,105.03803,nan
0.0,0.2,68909.48543635789,41631.70376863024,41631.70376863025,41631.70376863024,356405570.0,10,0.0,176067.25961508724,-69.04598166973699,68909.48543635789,-25.277687,-69.04598166973699,176067.25961508724,-252332.25,10,41631.70376863025,49,1400000,0.2,49,151.32803,nan
0.0,0.1,29285.860968449648,9714.247894005592,9714.24789400559,9714.247894005592,368432200.0,10,0.0,97571.8252822224,-63.861135447915096,29285.860968449648,-24.834475,-63.861135447915096,97571.8252822224,-260185.3,10,9714.24789400559,50,1424000,0.1,50,143.99678,nan
0.0,0.4,66973.3006313087,53680.39867405029,53680.3986740503,53680.39867405029,369398750.0,10,0.0,163720.66864395273,-59.61835619847319,66973.3006313087,-24.720013,-59.61835619847319,163720.66864395273,-267313.28,10,53680.3986740503,51,1448000,0.4,51,148.02354,nan
0.0,0.2,56373.593265142845,27880.441267842292,27880.441267842263,27880.441267842292,366360100.0,10,0.0,156806.14252472456,-57.45247434904748,56373.593265142845,-24.65618,-57.45247434904748,156806.14252472456,-274300.22,10,27880.441267842263,52,1472000,0.2,52,148.45972,nan
0.0,0.3,52428.07780818065,41258.52208900135,41258.52208900135,41258.52208900135,355208740.0,10,0.0,147211.8237642332,-50.19056156590495,52428.07780818065,-24.253914,-50.19056156590495,147211.8237642332,-280114.72,10,41258.52208900135,53,1496000,0.3,53,198.05078,nan
0.0,0.4,53161.10700663836,42219.12505539901,42219.125055399,42219.12505539901,332608900.0,10,0.0,127012.61934819893,-61.256973199860184,53161.10700663836,-24.648243,-61.256973199860184,127012.61934819893,-283914.72,10,42219.125055399,54,1520000,0.4,54,212.22379,nan
0.0,0.3,43475.12604867345,30439.320520235604,30439.320520235586,30439.320520235604,319788900.0,10,0.0,121075.29929812968,-44.14956909708895,43475.12604867345,-24.790249,-44.14956909708895,121075.29929812968,-289003.3,10,30439.320520235586,55,1544000,0.3,55,165.95494,nan
0.0,0.3,34039.39588374656,21569.449230870152,21569.449230870152,21569.449230870152,322392030.0,10,0.0,87512.73060210964,-52.661542078151875,34039.39588374656,-24.76661,-52.661542078151875,87512.73060210964,-297190.1,10,21569.449230870152,56,1568000,0.3,56,177.09471,nan
0.0,0.3,44014.39606013865,28762.473188698932,28762.473188698943,28762.473188698932,329358800.0,10,0.0,99542.60519086616,-48.06521612861785,44014.39606013865,-24.778913,-48.06521612861785,99542.60519086616,-301429.44,10,28762.473188698943,57,1592000,0.3,57,151.9034,nan
0.0,0.1,4440.9421659584195,1451.9207139260554,1451.9207139260552,1451.9207139260554,349477800.0,10,0.0,14774.73601183043,-37.89923735096349,4440.9421659584195,-25.62131,-37.89923735096349,14774.73601183043,-310490.8,10,1451.9207139260552,58,1616000,0.1,58,168.31494,nan
0.0,0.3,43904.94153374084,26040.40411260414,26040.40411260414,26040.40411260414,356941250.0,10,0.0,138916.18558898312,-32.13666184149368,43904.94153374084,-26.506487,-32.13666184149368,138916.18558898312,-313882.4,10,26040.40411260414,59,1640000,0.3,59,316.8261,nan
0.0,0.5,49982.63873825872,62827.46911510047,62827.46911510051,62827.46911510047,400197220.0,10,0.0,132127.06323630377,-28.284982375348463,49982.63873825872,-27.156801,-28.284982375348463,132127.06323630377,-316879.25,10,62827.46911510051,60,1664000,0.5,60,152.67879,nan
0.0,0.4,56772.08503520947,46240.76397795232,46240.76397795232,46240.76397795232,392516030.0,10,0.0,124179.13657235427,-49.402207162330136,56772.08503520947,-27.972311,-49.402207162330136,124179.13657235427,-315129.0,10,46240.76397795232,61,1688000,0.4,61,192.49788,nan
0.0,0.5,46686.397563897706,54858.85373440896,54858.85373440897,54858.85373440896,404275520.0,10,0.0,116775.83235550472,-39.36874212107045,46686.397563897706,-28.149555,-39.36874212107045,116775.83235550472,-323307.38,10,54858.85373440897,62,1712000,0.5,62,297.13983,nan
0.0,0.3,53843.37596179393,29020.55642795057,29020.556427950552,29020.55642795057,405033950.0,10,0.0,139212.29219550753,-49.87901043574234,53843.37596179393,-27.936493,-49.87901043574234,139212.29219550753,-328808.3,10,29020.556427950552,63,1736000,0.3,63,137.25166,nan
0.0,0.5,55756.34980451568,33345.567684213645,33345.567684213645,33345.567684213645,593834200.0,10,0.0,159856.30371642427,-52.08729517774465,55756.34980451568,-29.038618,-52.08729517774465,159856.30371642427,-211218.88,10,33345.567684213645,64,1760000,0.5,64,858.76825,nan
0.0,0.0,24.84487188020846,-111.53063641032392,-111.53063641032381,-111.53063641032392,533065950.0,10,0.0,-47.92448678106553,-144.06544904163152,24.84487188020846,-29.507856,-144.06544904163152,-47.92448678106553,-276583.38,10,-111.53063641032381,65,1784000,0.0,65,1692.4941,nan
0.0,0.3,59800.11327260072,39021.76708728283,39021.76708728283,39021.76708728283,458171520.0,10,0.0,139063.04717923218,-67.38377807134204,59800.11327260072,-28.053349,-67.38377807134204,139063.04717923218,-305760.25,10,39021.76708728283,66,1808000,0.3,66,2193.868,nan
0.0,0.3,52817.600187589516,34149.49955926776,34149.499559267744,34149.49955926776,504867140.0,10,0.0,127194.05150033219,-62.15377967800937,52817.600187589516,-27.284885,-62.15377967800937,127194.05150033219,-341748.6,10,34149.499559267744,67,1832000,0.3,67,358.33737,nan
0.0,0.0,10.502339316591117,-51.89247581107139,-51.89247581107138,-51.89247581107139,507859940.0,10,0.0,-32.712448796911566,-65.70002430297002,10.502339316591117,-26.498722,-65.70002430297002,-32.712448796911566,-352395.12,10,-51.89247581107138,68,1856000,0.0,68,161.5706,nan
0.0,0.4,59440.422751760765,47576.650004452975,47576.65000445298,47576.650004452975,524898900.0,10,0.0,142647.8719840571,-63.82469706114583,59440.422751760765,-25.875671,-63.82469706114583,142647.8719840571,-366676.47,10,47576.65000445298,69,1880000,0.4,69,142.98276,nan
0.0,0.3,51508.681279995326,28238.90689322792,28238.90689322792,28238.90689322792,484488830.0,10,0.0,145770.865796729,-55.82550945310899,51508.681279995326,-26.060516,-55.82550945310899,145770.865796729,-343281.9,10,28238.90689322792,70,1904000,0.3,70,130.40552,nan
0.0,0.2,48519.04061745514,23047.78353807226,23047.783538072246,23047.78353807226,508649820.0,10,0.0,148584.12255905857,-64.21507733504006,48519.04061745514,-25.77409,-64.21507733504006,148584.12255905857,-363387.3,10,23047.783538072246,71,1928000,0.2,71,99.03905,nan
0.0,0.5,73368.88995228523,58925.321697039086,58925.3216970391,58925.321697039086,508047580.0,10,0.0,168606.8055438739,-59.51205836525298,73368.88995228523,-25.509195,-59.51205836525298,168606.8055438739,-365965.75,10,58925.3216970391,72,1952000,0.5,72,98.66222,nan
0.0,0.6,59818.84486191659,70180.82222756936,70180.82222756934,70180.82222756936,522736100.0,10,0.0,154290.27406073952,-56.56803082155462,59818.84486191659,-25.671331,-56.56803082155462,154290.27406073952,-369308.3,10,70180.82222756934,73,1976000,0.6,73,72.5673,nan
0.0,0.3,61034.39801467196,46396.91665808424,46396.91665808429,46396.91665808424,514394750.0,10,0.0,149016.54311004918,-61.58497063979233,61034.39801467196,-25.480314,-61.58497063979233,149016.54311004918,-366102.8,10,46396.91665808429,74,2000000,0.3,74,41.45681,nan
0.0,0.5,75892.1126966909,74002.98947878208,74002.98947878208,74002.98947878208,519320640.0,10,0.0,183234.74212143093,-61.131862505370705,75892.1126966909,-25.347197,-61.131862505370705,183234.74212143093,-369720.78,10,74002.98947878208,75,2024000,0.5,75,40.455887,nan
0.0,0.3,54997.793002446655,26528.627941971994,26528.627941972023,26528.627941971994,526875800.0,10,0.0,164407.86510324074,-66.84622274888162,54997.793002446655,-25.70367,-66.84622274888162,164407.86510324074,-372300.1,10,26528.627941972023,76,2048000,0.3,76,42.79624,nan
0.0,0.5,54959.329090005354,37716.73306843016,37716.73306843018,37716.73306843016,538454300.0,10,0.0,149349.77181197103,-55.66594205499852,54959.329090005354,-26.067532,-55.66594205499852,149349.77181197103,-373324.53,10,37716.73306843018,77,2072000,0.5,77,54.669422,nan
0.0,0.6,69211.42827952439,78696.70820289178,78696.70820289178,78696.70820289178,2693763000.0,10,0.0,169335.47601279354,-72.8667261666492,69211.42827952439,-26.950296,-72.8667261666492,169335.47601279354,-382890.47,10,78696.70820289178,78,2096000,0.6,78,1034.6887,nan
0.0,0.7,51367.08611677528,75441.01699965645,75441.01699965647,75441.01699965645,601241300.0,10,0.0,142939.53536662328,-66.24013643714939,51367.08611677528,-26.780422,-66.24013643714939,142939.53536662328,-378641.78,10,75441.01699965647,79,2120000,0.7,79,4351.484,nan
0.0,0.6,60470.139184083586,69249.66390812102,69249.66390812097,69249.66390812102,640549250.0,10,0.0,153642.7283427638,-61.10102495288413,60470.139184083586,-26.729239,-61.10102495288413,153642.7283427638,-372083.9,10,69249.66390812097,80,2144000,0.6,80,5987.7163,nan
0.0,0.2,46699.20775926477,22408.57931155581,22408.57931155584,22408.57931155581,589662100.0,10,0.0,140754.12646238806,-62.417485972174696,46699.20775926477,-26.63131,-62.417485972174696,140754.12646238806,-368666.6,10,22408.57931155584,81,2168000,0.2,81,1568.2267,nan
0.0,0.7,61176.31658701192,89638.55195593482,89638.55195593482,89638.55195593482,592884160.0,10,0.0,161738.51422275268,-64.88801764297348,61176.31658701192,-26.45705,-64.88801764297348,161738.51422275268,-369479.4,10,89638.55195593482,82,2192000,0.7,82,566.473,nan
0.0,0.6,62214.61470892746,87014.30922082717,87014.30922082716,87014.30922082717,596846600.0,10,0.0,155780.28539656987,-44.73860715195835,62214.61470892746,-26.333508,-44.73860715195835,155780.28539656987,-367894.22,10,87014.30922082716,83,2216000,0.6,83,154.19502,nan
0.0,0.5,65664.9568763476,54378.77914920966,54378.77914920969,54378.77914920966,607885600.0,10,0.0,172640.57769381098,-63.973451664823685,65664.9568763476,-26.076649,-63.973451664823685,172640.57769381098,-366879.66,10,54378.77914920969,84,2240000,0.5,84,144.45969,nan
0.0,0.7,64292.21702374516,76535.36279670578,76535.36279670581,76535.36279670578,617451700.0,10,0.0,156484.44320222933,-70.6174680339613,64292.21702374516,-25.9193,-70.6174680339613,156484.44320222933,-369976.0,10,76535.36279670581,85,2264000,0.7,85,70.77284,nan
0.0,0.6,57846.38182012075,65970.02750354832,65970.02750354834,65970.02750354832,618807500.0,10,0.0,143936.61607142957,-51.63345438177236,57846.38182012075,-25.985023,-51.63345438177236,143936.61607142957,-368079.78,10,65970.02750354834,86,2288000,0.6,86,56.3286,nan
0.0,0.6,74288.39886288965,74085.313424076,74085.31342407598,74085.313424076,636253400.0,10,0.0,158784.53757727516,-65.71881208566984,74288.39886288965,-26.220594,-65.71881208566984,158784.53757727516,-371501.78,10,74085.31342407598,87,2312000,0.6,87,41.18137,nan
0.0,0.8,67498.01236426254,81448.41459783874,81448.41459783872,81448.41459783874,648969340.0,10,0.0,157659.3129040724,-57.63928399735155,67498.01236426254,-26.314316,-57.63928399735155,157659.3129040724,-370777.6,10,81448.41459783872,88,2336000,0.8,88,51.311516,nan
0.0,0.6,74107.65423570486,88640.68796031587,88640.68796031587,88640.68796031587,665364740.0,10,0.0,182051.87942738662,-59.83246519337969,74107.65423570486,-26.070335,-59.83246519337969,182051.87942738662,-373579.06,10,88640.68796031587,89,2360000,0.6,89,42.622337,nan
0.0,0.5,57532.84487574889,56505.72013155775,56505.72013155775,56505.72013155775,685267000.0,10,0.0,136615.08566100604,-60.9617454850176,57532.84487574889,-26.118135,-60.9617454850176,136615.08566100604,-375148.4,10,56505.72013155775,90,2384000,0.5,90,50.709385,nan
0.0,0.8,48133.10369815076,118034.80337424972,118034.80337424972,118034.80337424972,702790850.0,10,0.0,155156.0094878624,-53.816019269446564,48133.10369815076,-26.541365,-53.816019269446564,155156.0094878624,-380828.8,10,118034.80337424972,91,2408000,0.8,91,37.080204,nan
0.0,0.6,63384.98815321771,71455.16920951453,71455.16920951453,71455.16920951453,707373800.0,10,0.0,162296.39326916164,-64.42814653838533,63384.98815321771,-26.484785,-64.42814653838533,162296.39326916164,-384816.25,10,71455.16920951453,92,2432000,0.6,92,34.70861,nan
0.0,0.7,62063.90089736784,85862.13992318355,85862.13992318357,85862.13992318355,708788030.0,10,0.0,177697.69446941267,-36.78342221768682,62063.90089736784,-26.713472,-36.78342221768682,177697.69446941267,-389386.2,10,85862.13992318357,93,2456000,0.7,93,33.408062,nan
0.0,0.7,63179.62583582851,82456.00856545057,82456.00856545057,82456.00856545057,701342340.0,10,0.0,170529.04501940028,-49.329753718220964,63179.62583582851,-26.933954,-49.329753718220964,170529.04501940028,-392281.03,10,82456.00856545057,94,2480000,0.7,94,33.012882,nan
0.0,0.7,64811.562292767914,78978.79046993775,78978.7904699378,78978.79046993775,695354200.0,10,0.0,160354.20039891478,-66.99485609660294,64811.562292767914,-27.383978,-66.99485609660294,160354.20039891478,-392416.12,10,78978.7904699378,95,2504000,0.7,95,31.650774,nan
