MetaTest/handle-press-v1/AverageReturn,MetaTest/handle-press-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/handle-press-v1/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/handle-press-v1/SuccessRate,MetaTest/handle-press-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/handle-press-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/handle-press-v1/TerminationRate,MetaTest/handle-press-v1/MinReturn,TotalEnvSteps,MetaTest/Average/NumTrajs
120509.95449279912,58,0.7,10,120509.95449279912,88092.18060124484,3851.478495335354,0.7,88092.18060124484,58,120509.95449279915,272138.4675756758,0.0,120509.95449279915,272138.4675756758,0.0,3851.478495335354,1616000,10
122840.91699838836,59,0.5,10,122840.91699838836,64902.04224713445,3131.3271640588696,0.5,64902.04224713445,59,122840.91699838833,235251.24161533412,0.0,122840.91699838833,235251.24161533412,0.0,3131.3271640588696,1640000,10
85785.00782153485,60,0.4,10,85785.00782153485,66225.9151110502,13210.154191264754,0.4,66225.9151110502,60,85785.00782153485,244172.3715311931,0.0,85785.00782153485,244172.3715311931,0.0,13210.154191264754,1664000,10
102710.18316335036,61,0.6,10,102710.18316335036,71773.12446082212,8373.830063118758,0.6,71773.12446082212,61,102710.18316335036,235471.60057856457,0.0,102710.18316335036,235471.60057856457,0.0,8373.830063118758,1688000,10
147161.81830863384,62,0.8,10,147161.81830863384,91927.61871162921,8563.303958603054,0.8,91927.61871162921,62,147161.81830863387,245035.13062464504,0.0,147161.81830863387,245035.13062464504,0.0,8563.303958603054,1712000,10
52612.101806137245,63,0.5,10,52612.101806137245,65857.77628474399,1940.961041922396,0.5,65857.77628474399,63,52612.10180613721,204257.286521724,0.0,52612.10180613721,204257.286521724,0.0,1940.961041922396,1736000,10
146250.2106554411,64,0.7,10,146250.2106554411,74645.31857987282,38718.54342943953,0.7,74645.31857987282,64,146250.2106554411,252289.75666821637,0.0,146250.2106554411,252289.75666821637,0.0,38718.54342943953,1760000,10
54743.43198175043,65,0.4,10,54743.43198175043,62138.317520957455,948.864405812465,0.4,62138.317520957455,65,54743.43198175046,209944.8096851962,0.0,54743.43198175046,209944.8096851962,0.0,948.864405812465,1784000,10
104627.73745955677,66,0.4,10,104627.73745955677,79517.98877347793,1193.3346158273964,0.4,79517.98877347793,66,104627.73745955677,234512.1469594787,0.0,104627.73745955677,234512.1469594787,0.0,1193.3346158273964,1808000,10
128545.53183307483,67,0.5,10,128545.53183307483,55894.44632439647,44307.22175382316,0.5,55894.44632439647,67,128545.53183307484,220672.92579417027,0.0,128545.53183307484,220672.92579417027,0.0,44307.22175382316,1832000,10
134097.1791292231,68,0.4,10,134097.1791292231,88141.21197217518,-13.261972538519252,0.4,88141.21197217518,68,134097.1791292231,245914.086083915,0.0,134097.1791292231,245914.086083915,0.0,-13.261972538519252,1856000,10
118202.42914078113,69,0.5,10,118202.42914078113,73590.91426346624,24758.526625490525,0.5,73590.91426346624,69,118202.42914078117,218434.0342381325,0.0,118202.42914078117,218434.0342381325,0.0,24758.526625490525,1880000,10
148756.8834415974,70,0.5,10,148756.8834415974,73301.81041526898,4165.508852282382,0.5,73301.81041526898,70,148756.8834415974,246700.77913938428,0.0,148756.8834415974,246700.77913938428,0.0,4165.508852282382,1904000,10
138539.98021205573,71,0.7,10,138539.98021205573,65727.56716157318,6517.32416597361,0.7,65727.56716157318,71,138539.9802120557,221476.86069348137,0.0,138539.9802120557,221476.86069348137,0.0,6517.32416597361,1928000,10
202726.39920681258,72,0.9,10,202726.39920681258,52861.978475718024,89430.36136370931,0.9,52861.978475718024,72,202726.3992068125,266925.632433751,0.0,202726.3992068125,266925.632433751,0.0,89430.36136370931,1952000,10
99031.56534009827,73,0.3,10,99031.56534009827,71896.27891810273,1436.8487144658968,0.3,71896.27891810273,73,99031.56534009831,243068.3777769683,0.0,99031.56534009831,243068.3777769683,0.0,1436.8487144658968,1976000,10
161030.84351874274,74,0.6,10,161030.84351874274,51897.95972224022,113499.16351587723,0.6,51897.95972224022,74,161030.84351874277,260788.95887435402,0.0,161030.84351874277,260788.95887435402,0.0,113499.16351587723,2000000,10
123253.95019343996,75,0.6,10,123253.95019343996,47544.22885691087,17642.490507106177,0.6,47544.22885691087,75,123253.95019343996,210409.15317668172,0.0,123253.95019343996,210409.15317668172,0.0,17642.490507106177,2024000,10
117298.30854344787,76,0.4,10,117298.30854344787,76847.2198909669,468.5307218052216,0.4,76847.2198909669,76,117298.30854344783,282258.7689926736,0.0,117298.30854344783,282258.7689926736,0.0,468.5307218052216,2048000,10
82419.97390608552,77,0.5,10,82419.97390608552,60226.93018716975,2700.679235569774,0.5,60226.93018716975,77,82419.97390608554,166028.59962196377,0.0,82419.97390608554,166028.59962196377,0.0,2700.679235569774,2072000,10
85898.13528196838,78,0.2,10,85898.13528196838,38110.089354242846,1189.556900998464,0.2,38110.089354242846,78,85898.13528196837,133418.04188610992,0.0,85898.13528196837,133418.04188610992,0.0,1189.556900998464,2096000,10
154378.04940029737,79,0.8,10,154378.04940029737,59644.53849285726,38567.77608814524,0.8,59644.53849285726,79,154378.0494002974,252651.2195817648,0.0,154378.0494002974,252651.2195817648,0.0,38567.77608814524,2120000,10
126315.23518981885,80,0.5,10,126315.23518981885,99754.2930896952,10452.536845050998,0.5,99754.2930896952,80,126315.23518981882,284916.8986403435,0.0,126315.23518981882,284916.8986403435,0.0,10452.536845050998,2144000,10
77370.67080372207,81,0.4,10,77370.67080372207,74328.45947147613,-21.07495756267865,0.4,74328.45947147613,81,77370.67080372207,187588.99525285247,0.0,77370.67080372207,187588.99525285247,0.0,-21.07495756267865,2168000,10
105842.1728236272,82,0.6,10,105842.1728236272,79439.32658398339,5819.854520106841,0.6,79439.32658398339,82,105842.1728236272,222728.4243608265,0.0,105842.1728236272,222728.4243608265,0.0,5819.854520106841,2192000,10
102347.37218192751,83,0.8,10,102347.37218192751,58659.61956466561,8955.87115475176,0.8,58659.61956466561,83,102347.3721819275,204288.54618916503,0.0,102347.3721819275,204288.54618916503,0.0,8955.87115475176,2216000,10
117297.2167357062,84,0.4,10,117297.2167357062,74050.90765890332,14845.857956699254,0.4,74050.90765890332,84,117297.2167357062,239531.9936293281,0.0,117297.2167357062,239531.9936293281,0.0,14845.857956699254,2240000,10
112867.41218406765,85,0.4,10,112867.41218406765,67010.77982910363,-16.322247240715452,0.4,67010.77982910363,85,112867.41218406768,262406.15460247634,0.0,112867.41218406768,262406.15460247634,0.0,-16.322247240715452,2264000,10
114933.78063211826,86,0.6,10,114933.78063211826,71035.41680097107,20695.98186270427,0.6,71035.41680097107,86,114933.78063211826,258726.98003001753,0.0,114933.78063211826,258726.98003001753,0.0,20695.98186270427,2288000,10
75372.91660400094,87,0.2,10,75372.91660400094,61520.057927400856,-15.269600041647086,0.2,61520.057927400856,87,75372.91660400093,185961.13131440786,0.0,75372.91660400093,185961.13131440786,0.0,-15.269600041647086,2312000,10
102999.36669863935,88,0.5,10,102999.36669863935,83258.12720359745,-16.56931118291535,0.5,83258.12720359745,88,102999.36669863932,253273.15557161198,0.0,102999.36669863932,253273.15557161198,0.0,-16.56931118291535,2336000,10
102089.5304377275,89,0.5,10,102089.5304377275,93530.11626177537,-17.97979740240979,0.5,93530.11626177537,89,102089.53043772747,269360.22730269405,0.0,102089.53043772747,269360.22730269405,0.0,-17.97979740240979,2360000,10
110894.5444963818,90,0.6,10,110894.5444963818,67534.73960495408,-16.327921174829513,0.6,67534.73960495408,90,110894.54449638174,208151.181617708,0.0,110894.54449638174,208151.181617708,0.0,-16.327921174829513,2384000,10
160372.5616210597,91,0.9,10,160372.5616210597,69298.73880362387,42451.35477620113,0.9,69298.73880362387,91,160372.5616210597,240336.19230048242,0.0,160372.5616210597,240336.19230048242,0.0,42451.35477620113,2408000,10
126024.77405191748,92,0.7,10,126024.77405191748,67349.78300502824,13594.609653682082,0.7,67349.78300502824,92,126024.77405191751,238755.21457131172,0.0,126024.77405191751,238755.21457131172,0.0,13594.609653682082,2432000,10
171775.1708823459,93,0.8,10,171775.1708823459,70756.41591027247,45064.18553857265,0.8,70756.41591027247,93,171775.1708823459,263737.0612547328,0.0,171775.1708823459,263737.0612547328,0.0,45064.18553857265,2456000,10
137604.4213280201,94,0.7,10,137604.4213280201,67208.03287662989,42335.72803063197,0.7,67208.03287662989,94,137604.42132802017,250588.6577802583,0.0,137604.42132802017,250588.6577802583,0.0,42335.72803063197,2480000,10
135536.6304176742,95,0.7,10,135536.6304176742,76001.70707722654,11407.61917808764,0.7,76001.70707722654,95,135536.63041767426,231254.97104599955,0.0,135536.63041767426,231254.97104599955,0.0,11407.61917808764,2504000,10
186937.92117811023,96,0.9,10,186937.92117811023,49329.935255359465,87047.16296883913,0.9,49329.935255359465,96,186937.9211781102,271040.44218649785,0.0,186937.9211781102,271040.44218649785,0.0,87047.16296883913,2528000,10
187760.2480188719,97,0.8,10,187760.2480188719,63555.000320450905,46239.84543896735,0.8,63555.000320450905,97,187760.24801887188,261290.29988727914,0.0,187760.24801887188,261290.29988727914,0.0,46239.84543896735,2552000,10
156898.43637716532,98,0.8,10,156898.43637716532,78092.18702985573,36853.91574902871,0.8,78092.18702985573,98,156898.43637716534,292454.0102393619,0.0,156898.43637716534,292454.0102393619,0.0,36853.91574902871,2576000,10
194454.1941028572,99,0.7,10,194454.1941028572,96322.48890164947,29917.737409070614,0.7,96322.48890164947,99,194454.19410285723,298065.7509815725,0.0,194454.19410285723,298065.7509815725,0.0,29917.737409070614,2600000,10
