MetaTest/handle-press-v1/AverageReturn,MetaTest/handle-press-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/handle-press-v1/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/handle-press-v1/SuccessRate,MetaTest/handle-press-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/handle-press-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/handle-press-v1/TerminationRate,MetaTest/handle-press-v1/MinReturn,TotalEnvSteps,MetaTest/Average/NumTrajs
288.86225910305063,0,0.0,10,288.86225910305063,482.53943099120386,-102.05970441689162,0.0,482.53943099120386,0,288.8622591030505,1106.113364766587,0.0,288.8622591030505,1106.113364766587,0.0,-102.05970441689162,224000,10
54.87141393656268,1,0.0,10,54.87141393656268,287.0328222082206,-83.56371498585176,0.0,287.0328222082206,1,54.871413936562746,887.5057988630678,0.0,54.871413936562746,887.5057988630678,0.0,-83.56371498585176,248000,10
110.11384934506422,2,0.0,10,110.11384934506422,338.6425416719802,-60.79540579180787,0.0,338.6425416719802,2,110.11384934506427,899.1868129047064,0.0,110.11384934506427,899.1868129047064,0.0,-60.79540579180787,272000,10
-5.584694583758971,3,0.0,10,-5.584694583758971,221.94950211124333,-103.72962028428306,0.0,221.94950211124333,3,-5.584694583758951,655.8498926887515,0.0,-5.584694583758951,655.8498926887515,0.0,-103.72962028428306,296000,10
81.17894394643393,4,0.0,10,81.17894394643393,298.3061327806624,-72.58784053329292,0.0,298.3061327806624,4,81.17894394643395,941.9574162251428,0.0,81.17894394643395,941.9574162251428,0.0,-72.58784053329292,320000,10
5144.929722151864,5,0.0,10,5144.929722151864,13945.357029803892,-94.9386324946496,0.0,13945.357029803892,5,5144.9297221518655,46939.06641073306,0.0,5144.9297221518655,46939.06641073306,0.0,-94.9386324946496,344000,10
21262.83714883934,6,0.1,10,21262.83714883934,42094.65835281605,-101.74941262176905,0.1,42094.65835281605,6,21262.837148839328,122383.29931115148,0.0,21262.837148839328,122383.29931115148,0.0,-101.74941262176905,368000,10
14190.696074571624,7,0.0,10,14190.696074571624,40984.66480722989,-15.118499479146882,0.0,40984.66480722989,7,14190.696074571611,137139.1021265431,0.0,14190.696074571611,137139.1021265431,0.0,-15.118499479146882,392000,10
5963.519554636683,8,0.0,10,5963.519554636683,15890.569964561497,-19.150624612015463,0.0,15890.569964561497,8,5963.519554636683,53527.49969601882,0.0,5963.519554636683,53527.49969601882,0.0,-19.150624612015463,416000,10
2173.318451766724,9,0.0,10,2173.318451766724,3355.267835777464,-47.44371143405076,0.0,3355.267835777464,9,2173.3184517667246,11144.513136987243,0.0,2173.3184517667246,11144.513136987243,0.0,-47.44371143405076,440000,10
18571.424317307705,10,0.0,10,18571.424317307705,18178.812229762043,-30.92841959345475,0.0,18178.812229762043,10,18571.424317307705,43272.616167977925,0.0,18571.424317307705,43272.616167977925,0.0,-30.92841959345475,464000,10
18142.775018653923,11,0.0,10,18142.775018653923,31454.296406186437,-53.819299801305675,0.0,31454.296406186437,11,18142.775018653923,102966.6620496526,0.0,18142.775018653923,102966.6620496526,0.0,-53.819299801305675,488000,10
3189.201320990344,12,0.0,10,3189.201320990344,4753.4360124690365,-21.187764936330233,0.0,4753.4360124690365,12,3189.2013209903434,13509.070118290823,0.0,3189.2013209903434,13509.070118290823,0.0,-21.187764936330233,512000,10
28017.822262867972,13,0.1,10,28017.822262867972,44579.404163369436,-18.410248876427975,0.1,44579.404163369436,13,28017.822262867965,114873.46269061098,0.0,28017.822262867965,114873.46269061098,0.0,-18.410248876427975,536000,10
26813.130970858758,14,0.1,10,26813.130970858758,23823.68910722171,-14.083388265182865,0.1,23823.68910722171,14,26813.130970858772,79614.96706924716,0.0,26813.130970858772,79614.96706924716,0.0,-14.083388265182865,560000,10
9479.020160793369,15,0.1,10,9479.020160793369,18053.583094426886,-22.933780064382294,0.1,18053.583094426886,15,9479.020160793367,51143.85339002868,0.0,9479.020160793367,51143.85339002868,0.0,-22.933780064382294,584000,10
25680.250202970645,16,0.1,10,25680.250202970645,34309.05575159312,-61.124491226064436,0.1,34309.05575159312,16,25680.25020297064,99573.522780538,0.0,25680.25020297064,99573.522780538,0.0,-61.124491226064436,608000,10
60059.431287612926,17,0.1,10,60059.431287612926,45411.91092221226,-46.29820619279334,0.1,45411.91092221226,17,60059.431287612904,126876.64421973228,0.0,60059.431287612904,126876.64421973228,0.0,-46.29820619279334,632000,10
28145.70139424748,18,0.0,10,28145.70139424748,24390.297935817816,230.8453130012413,0.0,24390.297935817816,18,28145.70139424748,62528.340277074145,0.0,28145.70139424748,62528.340277074145,0.0,230.8453130012413,656000,10
19221.948176772705,19,0.1,10,19221.948176772705,45180.030049608395,-62.46163258164123,0.1,45180.030049608395,19,19221.9481767727,153390.76368848517,0.0,19221.9481767727,153390.76368848517,0.0,-62.46163258164123,680000,10
5315.310887402443,20,0.0,10,5315.310887402443,10807.216399286868,-36.43180097796693,0.0,10807.216399286868,20,5315.310887402442,33660.389111306446,0.0,5315.310887402442,33660.389111306446,0.0,-36.43180097796693,704000,10
26137.36270025531,21,0.0,10,26137.36270025531,36808.98402132642,-65.11282812681219,0.0,36808.98402132642,21,26137.362700255322,113132.42546235367,0.0,26137.362700255322,113132.42546235367,0.0,-65.11282812681219,728000,10
6372.567779221538,22,0.0,10,6372.567779221538,10614.852417067017,-51.602400711818255,0.0,10614.852417067017,22,6372.567779221536,28986.54310868826,0.0,6372.567779221536,28986.54310868826,0.0,-51.602400711818255,752000,10
34911.17514063827,23,0.4,10,34911.17514063827,47829.71950427205,-48.04818012495625,0.4,47829.71950427205,23,34911.17514063826,128103.18533844854,0.0,34911.17514063826,128103.18533844854,0.0,-48.04818012495625,776000,10
12469.253961492908,24,0.0,10,12469.253961492908,35290.9432087469,-50.806021929382524,0.0,35290.9432087469,24,12469.253961492914,118256.1852835617,0.0,12469.253961492914,118256.1852835617,0.0,-50.806021929382524,800000,10
18976.75357264245,25,0.2,10,18976.75357264245,40370.25401104932,-66.34503596840956,0.2,40370.25401104932,25,18976.753572642447,136208.23317072212,0.0,18976.753572642447,136208.23317072212,0.0,-66.34503596840956,824000,10
24111.91540832745,26,0.1,10,24111.91540832745,23173.01585961914,-28.403575190309002,0.1,23173.01585961914,26,24111.91540832745,65192.20103945716,0.0,24111.91540832745,65192.20103945716,0.0,-28.403575190309002,848000,10
42507.981213637526,27,0.1,10,42507.981213637526,41663.16803352287,-35.02136086830944,0.1,41663.16803352287,27,42507.98121363754,139807.813824359,0.0,42507.98121363754,139807.813824359,0.0,-35.02136086830944,872000,10
15634.346052825751,28,0.0,10,15634.346052825751,15650.173827781873,-32.48371793660849,0.0,15650.173827781873,28,15634.346052825751,48260.56362463828,0.0,15634.346052825751,48260.56362463828,0.0,-32.48371793660849,896000,10
36290.73795950562,29,0.1,10,36290.73795950562,57457.399739224194,-36.62296190477109,0.1,57457.399739224194,29,36290.7379595056,172151.74000970216,0.0,36290.7379595056,172151.74000970216,0.0,-36.62296190477109,920000,10
41260.21268499412,30,0.2,10,41260.21268499412,40561.999697775886,-33.473521863413104,0.2,40561.999697775886,30,41260.21268499411,116606.0840096069,0.0,41260.21268499411,116606.0840096069,0.0,-33.473521863413104,944000,10
58543.4986947668,31,0.2,10,58543.4986947668,64891.69490719115,-24.11585925023678,0.2,64891.69490719115,31,58543.4986947668,180159.72851180186,0.0,58543.4986947668,180159.72851180186,0.0,-24.11585925023678,968000,10
569.752719036622,32,0.0,10,569.752719036622,832.7752262649544,-51.13536761513657,0.0,832.7752262649544,32,569.7527190366216,2414.5629310479458,0.0,569.7527190366216,2414.5629310479458,0.0,-51.13536761513657,992000,10
25143.329479228127,33,0.1,10,25143.329479228127,66378.39423752458,-60.09998710617699,0.1,66378.39423752458,33,25143.329479228134,223097.0082189641,0.0,25143.329479228134,223097.0082189641,0.0,-60.09998710617699,1016000,10
19808.240768832242,34,0.3,10,19808.240768832242,33058.189497641244,-43.30209230173431,0.3,33058.189497641244,34,19808.240768832227,112230.01894614048,0.0,19808.240768832227,112230.01894614048,0.0,-43.30209230173431,1040000,10
10822.887122496242,35,0.1,10,10822.887122496242,17782.61597662513,-57.3717489620226,0.1,17782.61597662513,35,10822.887122496246,57991.278764536095,0.0,10822.887122496246,57991.278764536095,0.0,-57.3717489620226,1064000,10
25657.308879846438,36,0.2,10,25657.308879846438,44571.960000302315,-52.77552977475158,0.2,44571.960000302315,36,25657.308879846438,132874.91292532254,0.0,25657.308879846438,132874.91292532254,0.0,-52.77552977475158,1088000,10
19627.61293099119,37,0.2,10,19627.61293099119,30648.248906120232,-44.88949823209335,0.2,30648.248906120232,37,19627.61293099118,105871.82119629554,0.0,19627.61293099118,105871.82119629554,0.0,-44.88949823209335,1112000,10
104484.93487132,38,0.4,10,104484.93487132,102448.6436711592,-27.495614522973277,0.4,102448.6436711592,38,104484.93487132005,271317.6952547442,0.0,104484.93487132005,271317.6952547442,0.0,-27.495614522973277,1136000,10
14835.763080658458,39,0.0,10,14835.763080658458,19781.367843977194,-62.68704314569311,0.0,19781.367843977194,39,14835.763080658455,50133.32028665925,0.0,14835.763080658455,50133.32028665925,0.0,-62.68704314569311,1160000,10
102220.55416760102,40,0.4,10,102220.55416760102,98483.08342888099,-54.135506650581995,0.4,98483.08342888099,40,102220.55416760102,273430.9953071905,0.0,102220.55416760102,273430.9953071905,0.0,-54.135506650581995,1184000,10
57441.0124692956,41,0.3,10,57441.0124692956,61825.352996283626,-25.86410949264571,0.3,61825.352996283626,41,57441.012469295565,154937.33449728557,0.0,57441.012469295565,154937.33449728557,0.0,-25.86410949264571,1208000,10
75001.50929536017,42,0.2,10,75001.50929536017,88839.90137891372,-30.32830907961138,0.2,88839.90137891372,42,75001.50929536021,293487.5836478659,0.0,75001.50929536021,293487.5836478659,0.0,-30.32830907961138,1232000,10
70310.25813023161,43,0.2,10,70310.25813023161,52665.60587618764,13037.290582873537,0.2,52665.60587618764,43,70310.25813023164,167679.08022136966,0.0,70310.25813023164,167679.08022136966,0.0,13037.290582873537,1256000,10
62494.997580622905,44,0.3,10,62494.997580622905,81653.13428861677,-62.07336172504884,0.3,81653.13428861677,44,62494.997580622905,230024.12014914985,0.0,62494.997580622905,230024.12014914985,0.0,-62.07336172504884,1280000,10
76736.59446314513,45,0.2,10,76736.59446314513,69113.84087571177,1185.7228798048072,0.2,69113.84087571177,45,76736.59446314511,209589.3282427228,0.0,76736.59446314511,209589.3282427228,0.0,1185.7228798048072,1304000,10
38372.86798203438,46,0.0,10,38372.86798203438,34695.44823142655,-43.854297552941595,0.0,34695.44823142655,46,38372.86798203438,97759.24558198768,0.0,38372.86798203438,97759.24558198768,0.0,-43.854297552941595,1328000,10
59761.94582681583,47,0.0,10,59761.94582681583,48037.686894931125,-12.850654458073352,0.0,48037.686894931125,47,59761.94582681581,116222.33469489726,0.0,59761.94582681581,116222.33469489726,0.0,-12.850654458073352,1352000,10
81515.276388043,48,0.0,10,81515.276388043,38809.4561510348,-25.7239351803017,0.0,38809.4561510348,48,81515.276388043,115528.14539529027,0.0,81515.276388043,115528.14539529027,0.0,-25.7239351803017,1376000,10
76451.80062735555,49,0.3,10,76451.80062735555,69584.05259357905,611.8016214045823,0.3,69584.05259357905,49,76451.8006273556,255429.45169152733,0.0,76451.8006273556,255429.45169152733,0.0,611.8016214045823,1400000,10
104826.08244795023,50,0.1,10,104826.08244795023,49461.31800024131,959.3695281534461,0.1,49461.31800024131,50,104826.08244795025,192526.28270077202,0.0,104826.08244795025,192526.28270077202,0.0,959.3695281534461,1424000,10
70139.87456683426,51,0.1,10,70139.87456683426,74718.17100626756,-24.239714011443994,0.1,74718.17100626756,51,70139.87456683427,235950.14841743917,0.0,70139.87456683427,235950.14841743917,0.0,-24.239714011443994,1448000,10
108943.43163150744,52,0.3,10,108943.43163150744,94020.70644448388,24581.460087624488,0.3,94020.70644448388,52,108943.43163150742,270389.2556061077,0.0,108943.43163150742,270389.2556061077,0.0,24581.460087624488,1472000,10
58590.006283771465,53,0.0,10,58590.006283771465,38940.13012618204,-19.968086749886133,0.0,38940.13012618204,53,58590.006283771465,126279.07846024647,0.0,58590.006283771465,126279.07846024647,0.0,-19.968086749886133,1496000,10
21112.483031178603,54,0.0,10,21112.483031178603,30886.15526004895,-96.57771620604501,0.0,30886.15526004895,54,21112.483031178606,97098.78278494967,0.0,21112.483031178606,97098.78278494967,0.0,-96.57771620604501,1520000,10
96613.2890696045,55,0.6,10,96613.2890696045,81982.41345691755,2163.9230864667275,0.6,81982.41345691755,55,96613.28906960446,281468.87657568796,0.0,96613.28906960446,281468.87657568796,0.0,2163.9230864667275,1544000,10
83117.03493928966,56,0.5,10,83117.03493928966,55870.69686026737,27839.774277776614,0.5,55870.69686026737,56,83117.03493928965,216454.43411733676,0.0,83117.03493928965,216454.43411733676,0.0,27839.774277776614,1568000,10
63562.14851227071,57,0.2,10,63562.14851227071,79492.08096070657,-96.79018933650643,0.2,79492.08096070657,57,63562.14851227069,252148.67711410768,0.0,63562.14851227069,252148.67711410768,0.0,-96.79018933650643,1592000,10
