Iteration,peg-unplug-side-v1/NumEpisodes,MetaTest/Average/AverageReturn,Average/AverageReturn,MetaTest/peg-unplug-side-v1/StdReturn,peg-unplug-side-v1/SuccessRate,Average/TerminationRate,GaussianMLPPolicy/KLAfter,MetaTest/Average/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/Average/MinReturn,peg-unplug-side-v1/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/LossBefore,MetaTest/peg-unplug-side-v1/Iteration,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/Iteration,peg-unplug-side-v1/TerminationRate,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,TotalEnvSteps,peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,peg-unplug-side-v1/MaxReturn,peg-unplug-side-v1/StdReturn,Average/NumEpisodes,Average/StdReturn,Average/MinReturn,peg-unplug-side-v1/MinReturn,Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/peg-unplug-side-v1/NumEpisodes,Average/SuccessRate,MetaTest/peg-unplug-side-v1/SuccessRate,GaussianMLPPolicy/Entropy,peg-unplug-side-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/peg-unplug-side-v1/MaxReturn,GaussianMLPPolicy/LossAfter
46,200,17237.63862350114,15243.386482391674,0.0,0.005,0.0,2.356988625251688e-05,0.0,0.0,17237.63862350114,46,5683.570331760571,3.3367086871294305e-08,-2.730168944253819e-06,46,17237.63862350114,17237.638623501127,46,0.0,17237.63862350114,0.0,17237.63862350114,3760000,5683.570331760571,0.0,17237.638623501127,46,28010.56406617322,8211.672898034334,200,8211.672898034334,-18.77011602907365,-18.77011602907365,28010.56406617322,0.0,1,0.005,0.0,5.738100528717041,15243.386482391674,1,17237.63862350114,-2.7635360311251134e-06
47,200,-12.588258465075512,14328.20817954456,0.0,0.0,0.0,2.921630766650196e-05,0.0,0.0,-12.588258465075512,47,5329.5370753460575,4.14033820561599e-08,1.635930175325484e-06,47,-12.588258465075512,-12.588258465075512,47,0.0,-12.588258465075512,0.0,-12.588258465075512,3840000,5329.5370753460575,0.0,-12.588258465075512,47,25727.99829202805,8197.213733667793,200,8197.213733667793,-18.86812185933709,-18.86812185933709,25727.99829202805,0.0,1,0.0,0.0,5.7387003898620605,14328.20817954456,1,-12.588258465075512,1.5945267932693241e-06
48,200,20516.46230461561,14863.92077979686,0.0,0.0,0.0,8.966556924860924e-05,0.0,0.0,20516.46230461561,48,5455.682450598251,1.274856913369149e-07,-4.915680619888008e-06,48,20516.46230461561,20516.46230461562,48,0.0,20516.46230461561,0.0,20516.46230461561,3920000,5455.682450598251,0.0,20516.46230461562,48,30279.34225745957,8215.476862433256,200,8215.476862433256,-26.926444721241964,-26.926444721241964,30279.34225745957,0.0,1,0.0,0.0,5.7354865074157715,14863.92077979686,1,20516.46230461561,-5.0431663112249225e-06
49,200,19771.162732804914,15722.201425263083,0.0,0.0,0.0,5.505302033270709e-05,0.0,0.0,19771.162732804914,49,5801.502106100297,7.814151103957556e-08,-2.0756881440320285e-06,49,19771.162732804914,19771.162732804914,49,0.0,19771.162732804914,0.0,19771.162732804914,4000000,5801.502106100297,0.0,19771.162732804914,49,33385.42108885048,7906.021599339096,200,7906.021599339096,-32.63414066063064,-32.63414066063064,33385.42108885048,0.0,1,0.0,0.0,5.733818531036377,15722.201425263083,1,19771.162732804914,-2.153829655071604e-06
50,200,19494.10511204244,15217.631480213013,0.0,0.005,0.0,2.820774716383312e-05,0.0,0.0,19494.10511204244,50,5665.739377114873,3.9990482036955655e-08,-2.1091382222948596e-06,50,19494.10511204244,19494.105112042438,50,0.0,19494.10511204244,0.0,19494.10511204244,4080000,5665.739377114873,0.0,19494.105112042438,50,26699.97040833187,7975.2394024688265,200,7975.2394024688265,-27.184126291743226,-27.184126291743226,26699.97040833187,0.0,1,0.005,0.0,5.733090400695801,15217.631480213013,1,19494.10511204244,-2.1491287043318152e-06
51,200,20685.40549072867,16469.912911639047,0.0,0.0,0.0,5.807406341773458e-05,0.0,0.0,20685.40549072867,51,6045.666120826137,8.244023774750531e-08,-4.768952749145683e-06,51,20685.40549072867,20685.40549072868,51,0.0,20685.40549072867,0.0,20685.40549072867,4160000,6045.666120826137,0.0,20685.40549072868,51,27112.089943346593,7409.15409723821,200,7409.15409723821,-17.368069372192295,-17.368069372192295,27112.089943346593,0.0,1,0.0,0.0,5.7310590744018555,16469.912911639047,1,20685.40549072867,-4.851392986893188e-06
52,200,29155.589107676202,15937.923780735766,0.0,0.005,0.0,3.971890691900626e-05,0.0,0.0,29155.589107676202,52,5964.291779812455,5.634166200252366e-08,-3.4474518884053396e-07,52,29155.589107676202,29155.58910767619,52,0.0,29155.589107676202,0.0,29155.589107676202,4240000,5964.291779812455,0.0,29155.58910767619,52,32148.747794310977,7487.370119564493,200,7487.370119564493,-30.92436331100509,-30.92436331100509,32148.747794310977,0.0,1,0.005,0.0,5.730919361114502,15937.923780735766,1,29155.589107676202,-4.010868508430576e-07
53,200,20047.433705128526,15950.853770634309,0.0,0.0,0.0,1.9586272173910402e-05,0.0,0.0,20047.433705128526,53,5882.497152512514,2.774592644527729e-08,3.745408321265131e-07,53,20047.433705128526,20047.433705128544,53,0.0,20047.433705128526,0.0,20047.433705128526,4320000,5882.497152512514,0.0,20047.433705128544,53,29076.43479261561,7459.694405429877,200,7459.694405429877,-21.39094739089971,-21.39094739089971,29076.43479261561,0.0,1,0.0,0.0,5.731053352355957,15950.853770634309,1,20047.433705128526,3.4679490568123583e-07
54,200,20751.0844336789,17091.8238560876,0.0,0.005,0.0,8.996208634926006e-06,0.0,0.0,20751.0844336789,54,6382.064066405956,1.2742248145514168e-08,-1.0103467502631247e-06,54,20751.0844336789,20751.084433678883,54,0.0,20751.0844336789,0.0,20751.0844336789,4400000,6382.064066405956,0.0,20751.084433678883,54,43618.27877634832,7298.980330668134,200,7298.980330668134,-17.68224037534279,-17.68224037534279,43618.27877634832,0.0,1,0.005,0.0,5.730710029602051,17091.8238560876,1,20751.0844336789,-1.0230889984086389e-06
55,200,4053.3552644846495,17237.923927663214,0.0,0.005,0.0,2.486075391061604e-05,0.0,0.0,4053.3552644846495,55,6446.672372288436,3.523757641232805e-08,1.353639390799799e-06,55,4053.3552644846495,4053.3552644846473,55,0.0,4053.3552644846495,0.0,4053.3552644846495,4480000,6446.672372288436,0.0,4053.3552644846473,55,32486.25763692593,6956.244672402359,200,6956.244672402359,-18.975841401761325,-18.975841401761325,32486.25763692593,0.0,1,0.005,0.0,5.731086730957031,17237.923927663214,1,4053.3552644846495,1.318401814387471e-06
56,200,17400.80686378789,16331.358892681894,0.0,0.0,0.0,3.5928056604461744e-05,0.0,0.0,17400.80686378789,56,6001.340075196076,5.0950262675542035e-08,-3.325373540974397e-07,56,17400.80686378789,17400.80686378789,56,0.0,17400.80686378789,0.0,17400.80686378789,4560000,6001.340075196076,0.0,17400.80686378789,56,32193.97048934875,7358.327150768174,200,7358.327150768174,-19.296522270532535,-19.296522270532535,32193.97048934875,0.0,1,0.0,0.0,5.730955600738525,16331.358892681894,1,17400.80686378789,-3.834876167729817e-07
57,200,19465.357187494614,17625.201499193452,0.0,0.005,0.0,2.251998557767365e-05,0.0,0.0,19465.357187494614,57,6561.2227005254,3.192093345205649e-08,-7.396000683002057e-07,57,19465.357187494614,19465.357187494614,57,0.0,19465.357187494614,0.0,19465.357187494614,4640000,6561.2227005254,0.0,19465.357187494614,57,30308.21949910809,6816.738521026514,200,6816.738521026514,-17.50599775892571,-17.50599775892571,30308.21949910809,0.0,1,0.005,0.0,5.730725288391113,17625.201499193452,1,19465.357187494614,-7.715210017522622e-07
58,200,20870.16588825612,17059.583673757894,0.0,0.0,0.0,8.820597940939479e-06,0.0,0.0,20870.16588825612,58,6316.361925777846,1.2498844625952188e-08,-1.6429100924142404e-06,58,20870.16588825612,20870.165888256102,58,0.0,20870.16588825612,0.0,20870.16588825612,4720000,6316.361925777846,0.0,20870.165888256102,58,34839.78645481812,6647.173394164865,200,6647.173394164865,-17.596702536929577,-17.596702536929577,34839.78645481812,0.0,1,0.0,0.0,5.730158805847168,17059.583673757894,1,20870.16588825612,-1.6554089370401925e-06
59,200,21961.28265205682,16756.68014020153,0.0,0.0,0.0,2.9390552299446426e-05,0.0,0.0,21961.28265205682,59,6266.152929787538,4.1716930354596116e-08,-2.134398528141901e-06,59,21961.28265205682,21961.282652056827,59,0.0,21961.28265205682,0.0,21961.28265205682,4800000,6266.152929787538,0.0,21961.282652056827,59,27731.548973325596,6846.610066246183,200,6846.610066246183,-17.132627846331232,-17.132627846331232,27731.548973325596,0.0,1,0.0,0.0,5.729437828063965,16756.68014020153,1,21961.28265205682,-2.176115458496497e-06
60,200,21171.186892448266,17100.03143809035,0.0,0.0,0.0,1.798089397198055e-05,0.0,0.0,21171.186892448266,60,6335.409578914009,2.5488589017186314e-08,-1.935831960508949e-06,60,21171.186892448266,21171.186892448266,60,0.0,21171.186892448266,0.0,21171.186892448266,4880000,6335.409578914009,0.0,21171.186892448266,60,29118.326659040726,6826.451350423969,200,6826.451350423969,-33.63265969127537,-33.63265969127537,29118.326659040726,0.0,1,0.0,0.0,5.728890419006348,17100.03143809035,1,21171.186892448266,-1.9613205495261354e-06
61,200,19813.24255914949,17422.521568653694,0.0,0.005,0.0,1.5685034668422304e-05,0.0,0.0,19813.24255914949,61,6469.560989688615,2.220008354925085e-08,-2.0703662357846042e-06,61,19813.24255914949,19813.242559149498,61,0.0,19813.24255914949,0.0,19813.24255914949,4960000,6469.560989688615,0.0,19813.242559149498,61,34989.46610864025,6633.118934528645,200,6633.118934528645,-18.714136215289056,-18.714136215289056,34989.46610864025,0.0,1,0.005,0.0,5.728287220001221,17422.521568653694,1,19813.24255914949,-2.092566319333855e-06
62,200,21221.719584185917,16281.600755502623,0.0,0.0,0.0,1.525175048300298e-05,0.0,0.0,21221.719584185917,62,6083.62524606924,2.1618689061142504e-08,-1.4955683127482189e-06,62,21221.719584185917,21221.71958418593,62,0.0,21221.719584185917,0.0,21221.719584185917,5040000,6083.62524606924,0.0,21221.71958418593,62,25902.72163939254,7313.81050547278,200,7313.81050547278,-20.233050050607932,-20.233050050607932,25902.72163939254,0.0,1,0.0,0.0,5.727783679962158,16281.600755502623,1,21221.719584185917,-1.5171870018093614e-06
63,200,21458.207936021885,17533.552786769607,0.0,0.0,0.0,2.1581558030447923e-05,0.0,0.0,21458.207936021885,63,6453.350002578947,3.059847131225979e-08,-9.927955488819862e-07,63,21458.207936021885,21458.20793602187,63,0.0,21458.207936021885,0.0,21458.207936021885,5120000,6453.350002578947,0.0,21458.20793602187,63,30506.500182414165,6377.966017992372,200,6377.966017992372,-28.22853142382268,-28.22853142382268,30506.500182414165,0.0,1,0.0,0.0,5.727715015411377,17533.552786769607,1,21458.207936021885,-1.023394020194246e-06
64,200,21458.10229726872,16995.32966737896,0.0,0.005,0.0,3.0982155294623226e-06,0.0,0.0,21458.10229726872,64,6211.869553589504,4.389448804431595e-09,-2.7854125619342085e-06,64,21458.10229726872,21458.102297268695,64,0.0,21458.10229726872,0.0,21458.10229726872,5200000,6211.869553589504,0.0,21458.102297268695,64,31045.9768433012,6830.587810327072,200,6830.587810327072,-18.1449426203222,-18.1449426203222,31045.9768433012,0.0,1,0.005,0.0,5.727475166320801,16995.32966737896,1,21458.10229726872,-2.78980201073864e-06
65,200,11479.437451087968,17753.633296211214,0.0,0.005,0.0,1.983151560125407e-05,0.0,0.0,11479.437451087968,65,6534.267028704609,2.8110662242397666e-08,-3.421148676352459e-06,65,11479.437451087968,11479.437451087964,65,0.0,11479.437451087968,0.0,11479.437451087968,5280000,6534.267028704609,0.0,11479.437451087964,65,33351.056390095866,6297.949469419918,200,6297.949469419918,-16.417919622475598,-16.417919622475598,33351.056390095866,0.0,1,0.005,0.0,5.726052284240723,17753.633296211214,1,11479.437451087968,-3.4492593385948567e-06
66,200,16159.57901124018,17679.18807287647,0.0,0.0,0.0,4.6748009481234476e-05,0.0,0.0,16159.57901124018,66,6583.846252791707,6.626714821322821e-08,2.5696945158415474e-06,66,16159.57901124018,16159.579011240183,66,0.0,16159.57901124018,0.0,16159.57901124018,5360000,6583.846252791707,0.0,16159.579011240183,66,27834.871027226374,6572.406425907573,200,6572.406425907573,-17.49009946228011,-17.49009946228011,27834.871027226374,0.0,1,0.0,0.0,5.731444358825684,17679.18807287647,1,16159.57901124018,2.503427367628319e-06
67,200,21500.66569818121,16532.028013647785,0.0,0.005,0.0,1.0128742360393517e-05,0.0,0.0,21500.66569818121,67,6094.644319832446,1.4318288776848931e-08,-1.6376573057641508e-06,67,21500.66569818121,21500.66569818121,67,0.0,21500.66569818121,0.0,21500.66569818121,5440000,6094.644319832446,0.0,21500.66569818121,67,26661.649877105683,6762.878377080744,200,6762.878377080744,-18.496487571280355,-18.496487571280355,26661.649877105683,0.0,1,0.005,0.0,5.7309441566467285,16532.028013647785,1,21500.66569818121,-1.6519755945409997e-06
68,200,20951.448148091087,16922.143013101082,0.0,0.005,0.0,3.834007657133043e-05,0.0,0.0,20951.448148091087,68,6279.3262146669285,5.438801053969655e-08,2.83679946733173e-06,68,20951.448148091087,20951.448148091087,68,0.0,20951.448148091087,0.0,20951.448148091087,5520000,6279.3262146669285,0.0,20951.448148091087,68,32556.257750564015,7137.559256771261,200,7137.559256771261,-21.565488185426382,-21.565488185426382,32556.257750564015,0.0,1,0.005,0.0,5.732147216796875,16922.143013101082,1,20951.448148091087,2.7824114567920333e-06
69,200,1390.9297905508843,16926.276794038724,0.0,0.0,0.0,4.502836600295268e-05,0.0,0.0,1390.9297905508843,69,6231.195785489278,6.384152584359981e-08,-6.487499831564492e-06,69,1390.9297905508843,1390.9297905508845,69,0.0,1390.9297905508843,0.0,1390.9297905508843,5600000,6231.195785489278,0.0,1390.9297905508845,69,29082.79962687246,7301.86989424895,200,7301.86989424895,-32.90194142017016,-32.90194142017016,29082.79962687246,0.0,1,0.0,0.0,5.7230224609375,16926.276794038724,1,1390.9297905508843,-6.5513413574080914e-06
70,200,21162.64542071832,18016.984187085796,0.0,0.0,0.0,3.314184141345322e-05,0.0,0.0,21162.64542071832,70,6638.123720095691,4.6986770030343905e-08,-5.428079020930454e-06,70,21162.64542071832,21162.64542071832,70,0.0,21162.64542071832,0.0,21162.64542071832,5680000,6638.123720095691,0.0,21162.64542071832,70,39123.02737582352,6038.884643831564,200,6038.884643831564,-20.181394106453773,-20.181394106453773,39123.02737582352,0.0,1,0.0,0.0,5.720499515533447,18016.984187085796,1,21162.64542071832,-5.475065790960798e-06
71,200,19186.901625895705,18023.60007386007,0.0,0.0,0.0,1.1796904800576158e-05,0.0,0.0,19186.901625895705,71,6693.275690514473,1.673467409091245e-08,-2.449218925448804e-07,71,19186.901625895705,19186.901625895694,71,0.0,19186.901625895705,0.0,19186.901625895705,5760000,6693.275690514473,0.0,19186.901625895694,71,29670.314232960198,5802.63762681491,200,5802.63762681491,-16.06180527961859,-16.06180527961859,29670.314232960198,0.0,1,0.0,0.0,5.720481872558594,18023.60007386007,1,19186.901625895705,-2.6165656663579284e-07
72,200,21425.065530717162,18283.221745108167,0.0,0.01,0.0,6.913179277034942e-06,0.0,0.0,21425.065530717162,72,6823.404406342739,9.780620757737779e-09,2.1201049094088376e-07,72,21425.065530717162,21425.065530717155,72,0.0,21425.065530717162,0.0,21425.065530717162,5840000,6823.404406342739,0.0,21425.065530717155,72,26740.316185481603,5841.886690867884,200,5841.886690867884,-16.496003482397406,-16.496003482397406,26740.316185481603,0.0,1,0.01,0.0,5.720571517944336,18283.221745108167,1,21425.065530717162,2.0222987018314598e-07
73,200,18406.411958724057,17721.856722899633,0.0,0.005,0.0,1.634727777855005e-05,0.0,0.0,18406.411958724057,73,6660.802692812378,2.316619429620914e-08,-3.509736416162923e-06,73,18406.411958724057,18406.411958724053,73,0.0,18406.411958724057,0.0,18406.411958724057,5920000,6660.802692812378,0.0,18406.411958724053,73,25389.961868470567,6300.537596548616,200,6300.537596548616,-19.021998012814475,-19.021998012814475,25389.961868470567,0.0,1,0.005,0.0,5.7192182540893555,17721.856722899633,1,18406.411958724057,-3.532902610459132e-06
74,200,-14.93534846979869,17552.4934932397,0.0,0.0,0.0,1.1428080142650288e-05,0.0,0.0,-14.93534846979869,74,6448.789967716165,1.6189005691558123e-08,2.1473138076544274e-06,74,-14.93534846979869,-14.935348469798686,74,0.0,-14.93534846979869,0.0,-14.93534846979869,6000000,6448.789967716165,0.0,-14.935348469798686,74,30125.14719308395,6725.605373128568,200,6725.605373128568,-18.172300374006216,-18.172300374006216,30125.14719308395,0.0,1,0.0,0.0,5.720124244689941,17552.4934932397,1,-14.93534846979869,2.1311248019628692e-06
75,200,21812.778376416634,17900.78121266197,0.0,0.0,0.0,2.2989506760495715e-05,0.0,0.0,21812.778376416634,75,6659.16852818843,3.259083314333111e-08,3.5961288631369825e-06,75,21812.778376416634,21812.77837641663,75,0.0,21812.778376416634,0.0,21812.778376416634,6080000,6659.16852818843,0.0,21812.77837641663,75,26628.97401394951,6315.435004868808,200,6315.435004868808,-18.429030986983086,-18.429030986983086,26628.97401394951,0.0,1,0.0,0.0,5.721242904663086,17900.78121266197,1,21812.778376416634,3.5635380299936514e-06
76,200,18399.105649061163,17775.19456733579,0.0,0.0,0.0,3.749431925825775e-05,0.0,0.0,18399.105649061163,76,6638.022443731106,5.3178155212663114e-08,-6.20795526629081e-06,76,18399.105649061163,18399.10564906115,76,0.0,18399.105649061163,0.0,18399.105649061163,6160000,6638.022443731106,0.0,18399.10564906115,76,37330.90921419929,6688.75187096369,200,6688.75187096369,-17.39382796113026,-17.39382796113026,37330.90921419929,0.0,1,0.0,0.0,5.7129974365234375,17775.19456733579,1,18399.105649061163,-6.261133421503473e-06
77,200,20843.603645999363,17755.09064117133,0.0,0.005,0.0,1.5442663425346836e-05,0.0,0.0,20843.603645999363,77,6548.498603392801,2.1910636860411614e-08,-3.0423211683228146e-06,77,20843.603645999363,20843.603645999352,77,0.0,20843.603645999363,0.0,20843.603645999363,6240000,6548.498603392801,0.0,20843.603645999352,77,34222.81714282374,6072.336257318668,200,6072.336257318668,-18.371148325221135,-18.371148325221135,34222.81714282374,0.0,1,0.005,0.0,5.7120184898376465,17755.09064117133,1,20843.603645999363,-3.0642318051832262e-06
78,200,21848.91006137853,18162.788420078257,0.0,0.005,0.0,3.7639314541593194e-05,0.0,0.0,21848.91006137853,78,6771.235681910815,5.34053015144309e-08,-2.608224576761131e-06,78,21848.91006137853,21848.910061378512,78,0.0,21848.91006137853,0.0,21848.91006137853,6320000,6771.235681910815,0.0,21848.910061378512,78,37564.9544973601,6369.787236170242,200,6369.787236170242,-18.63098593060248,-18.63098593060248,37564.9544973601,0.0,1,0.005,0.0,5.711005687713623,18162.788420078257,1,21848.91006137853,-2.661629878275562e-06
79,200,20092.075870730336,17971.426220764788,0.0,0.0,0.0,2.1499685317394324e-05,0.0,0.0,20092.075870730336,79,6675.528700622413,3.047250629606424e-08,-5.42033603778691e-07,79,20092.075870730336,20092.07587073034,79,0.0,20092.075870730336,0.0,20092.075870730336,6400000,6675.528700622413,0.0,20092.07587073034,79,37593.72242102032,6393.758883954071,200,6393.758883954071,-19.43335781939148,-19.43335781939148,37593.72242102032,0.0,1,0.0,0.0,5.710806846618652,17971.426220764788,1,20092.075870730336,-5.725061100747553e-07
80,200,8119.723542181464,17760.867599590412,0.0,0.005,0.0,2.430306631140411e-05,0.0,0.0,8119.723542181464,80,6569.529232518147,3.441800799919292e-08,-6.523911906697322e-06,80,8119.723542181464,8119.723542181463,80,0.0,8119.723542181464,0.0,8119.723542181464,6480000,6569.529232518147,0.0,8119.723542181463,80,30973.26685474083,6317.041467773758,200,6317.041467773758,-26.278021251376682,-26.278021251376682,30973.26685474083,0.0,1,0.005,0.0,5.701309680938721,17760.867599590412,1,8119.723542181464,-6.558329914696515e-06
81,200,10011.992035243104,18852.296608325916,0.0,0.0,0.0,1.4556871974491514e-05,0.0,0.0,10011.992035243104,81,7003.925140219267,2.0619722818082664e-08,1.7175865423268988e-06,81,10011.992035243104,10011.9920352431,81,0.0,10011.992035243104,0.0,10011.992035243104,6560000,7003.925140219267,0.0,10011.9920352431,81,31942.67825752162,5430.474770064836,200,5430.474770064836,-23.01437852782639,-23.01437852782639,31942.67825752162,0.0,1,0.0,0.0,5.701987266540527,18852.296608325916,1,10011.992035243104,1.6969668195088161e-06
82,200,19933.218984827367,18630.15567036208,0.0,0.0,0.0,2.2233687559491955e-05,0.0,0.0,19933.218984827367,82,6826.010009521877,3.1526042221230455e-08,-3.3763294595701154e-06,82,19933.218984827367,19933.21898482737,82,0.0,19933.218984827367,0.0,19933.218984827367,6640000,6826.010009521877,0.0,19933.21898482737,82,33750.87838372665,5971.318988386449,200,5971.318988386449,-16.794707047484966,-16.794707047484966,33750.87838372665,0.0,1,0.0,0.0,5.700469493865967,18630.15567036208,1,19933.218984827367,-3.407855501791346e-06
83,200,20635.3114813686,19147.72794519734,0.0,0.0,0.0,2.826527997967787e-05,0.0,0.0,20635.3114813686,83,7117.7078107369525,4.008870746474713e-08,-4.123055077798199e-06,83,20635.3114813686,20635.311481368604,83,0.0,20635.3114813686,0.0,20635.3114813686,6720000,7117.7078107369525,0.0,20635.311481368604,83,39799.80939016645,5455.470659426826,200,5455.470659426826,-16.728155909292227,-16.728155909292227,39799.80939016645,0.0,1,0.0,0.0,5.698899269104004,19147.72794519734,1,20635.3114813686,-4.163143785262946e-06
84,200,8442.51403465917,19048.7071087144,0.0,0.0,0.0,3.4672088077059016e-05,0.0,0.0,8442.51403465917,84,7095.823728796168,4.9172513172379695e-08,2.4214748464146396e-06,84,8442.51403465917,8442.514034659167,84,0.0,8442.51403465917,0.0,8442.51403465917,6800000,7095.823728796168,0.0,8442.514034659167,84,35891.02620178893,5595.265971156504,200,5595.265971156504,-15.765730623233262,-15.765730623233262,35891.02620178893,0.0,1,0.0,0.0,5.69986629486084,19048.7071087144,1,8442.51403465917,2.37230233324226e-06
85,200,20261.942336337914,18671.927451147723,0.0,0.0,0.0,6.006123840052169e-06,0.0,0.0,20261.942336337914,85,6899.644038819953,8.5080955614103e-09,1.0610976914904313e-06,85,20261.942336337914,20261.942336337917,85,0.0,20261.942336337914,0.0,20261.942336337914,6880000,6899.644038819953,0.0,20261.942336337917,85,29533.922597252007,5678.504138345458,200,5678.504138345458,-16.773994766779413,-16.773994766779413,29533.922597252007,0.0,1,0.0,0.0,5.700228214263916,18671.927451147723,1,20261.942336337914,1.052589595929021e-06
86,200,19935.482295011963,18142.989132087645,0.0,0.005,0.0,1.7816284525906667e-05,0.0,0.0,19935.482295011963,86,6724.20457448208,2.5239842216251418e-08,-1.398303652422328e-06,86,19935.482295011963,19935.482295011967,86,0.0,19935.482295011963,0.0,19935.482295011963,6960000,6724.20457448208,0.0,19935.482295011967,86,41303.36104469168,5938.120831489918,200,5938.120831489918,-16.333027461295366,-16.333027461295366,41303.36104469168,0.0,1,0.005,0.0,5.699613094329834,18142.989132087645,1,19935.482295011963,-1.4235434946385794e-06
87,200,20950.987245613327,18514.33268118267,0.0,0.0,0.0,2.1783553165732883e-05,0.0,0.0,20950.987245613327,87,6841.658463251045,3.090153199991619e-08,-3.244522019940632e-07,87,20950.987245613327,20950.987245613323,87,0.0,20950.987245613327,0.0,20950.987245613327,7040000,6841.658463251045,0.0,20950.987245613323,87,37988.17834136978,6213.51377474381,200,6213.51377474381,-17.13540240826021,-17.13540240826021,37988.17834136978,0.0,1,0.0,0.0,5.699524402618408,18514.33268118267,1,20950.987245613327,-3.553537339939794e-07
88,200,12283.813142831996,18859.21298264603,0.0,0.005,0.0,3.0847226298647e-05,0.0,0.0,12283.813142831996,88,7028.650289592245,4.373771389509784e-08,-1.3447238416119944e-06,88,12283.813142831996,12283.813142832,88,0.0,12283.813142831996,0.0,12283.813142831996,7120000,7028.650289592245,0.0,12283.813142832,88,31251.013927941443,5611.372123158224,200,5611.372123158224,-16.083658463549956,-16.083658463549956,31251.013927941443,0.0,1,0.005,0.0,5.698974609375,18859.21298264603,1,12283.813142831996,-1.3884615555070923e-06
89,200,20635.815319891426,18946.09301683913,0.0,0.005,0.0,1.883236473076977e-05,0.0,0.0,20635.815319891426,89,7019.681359282159,2.6686848286772147e-08,-3.7401593999675242e-06,89,20635.815319891426,20635.815319891448,89,0.0,20635.815319891426,0.0,20635.815319891426,7200000,7019.681359282159,0.0,20635.815319891448,89,39678.387820013115,5959.266653701124,200,5959.266653701124,-18.132575165267586,-18.132575165267586,39678.387820013115,0.0,1,0.005,0.0,5.697384834289551,18946.09301683913,1,20635.815319891426,-3.7668462482542964e-06
90,200,21224.533626879915,19741.8721384763,0.0,0.005,0.0,2.02943010663148e-05,0.0,0.0,21224.533626879915,90,7364.239272626494,2.876367943827063e-08,3.7276472539815586e-06,90,21224.533626879915,21224.533626879915,90,0.0,21224.533626879915,0.0,21224.533626879915,7280000,7364.239272626494,0.0,21224.533626879915,90,33620.4449272876,4989.9869658976195,200,4989.9869658976195,219.68277106109278,219.68277106109278,33620.4449272876,0.0,1,0.005,0.0,5.6987504959106445,19741.8721384763,1,21224.533626879915,3.698883574543288e-06
91,200,16408.389618698107,18286.048206511816,0.0,0.005,0.0,3.6812467442359775e-05,0.0,0.0,16408.389618698107,91,6834.30913425565,5.222966592555167e-08,-7.130461199267302e-07,91,16408.389618698107,16408.389618698107,91,0.0,16408.389618698107,0.0,16408.389618698107,7360000,6834.30913425565,0.0,16408.389618698107,91,29552.509803527322,5786.718898231859,200,5786.718898231859,-17.00620090772447,-17.00620090772447,29552.509803527322,0.0,1,0.005,0.0,5.698461532592773,18286.048206511816,1,16408.389618698107,-7.652757858522818e-07
92,200,20128.45379378205,19166.87907606095,0.0,0.005,0.0,1.6886630191947916e-06,0.0,0.0,20128.45379378205,92,7126.527600678116,2.407432475592941e-09,6.155843834676489e-07,92,20128.45379378205,20128.453793782057,92,0.0,20128.45379378205,0.0,20128.45379378205,7440000,7126.527600678116,0.0,20128.453793782057,92,40400.21497247505,5033.257980384575,200,5033.257980384575,-16.687564445386766,-16.687564445386766,40400.21497247505,0.0,1,0.005,0.0,5.698515892028809,19166.87907606095,1,20128.45379378205,6.131769509920559e-07
93,200,21810.98577104865,19469.577789475614,0.0,0.005,0.0,2.1641292278218316e-06,0.0,0.0,21810.98577104865,93,7196.886189308516,3.046352503588423e-09,-6.373082328536839e-07,93,21810.98577104865,21810.985771048654,93,0.0,21810.98577104865,0.0,21810.98577104865,7520000,7196.886189308516,0.0,21810.985771048654,93,45406.03821174425,5855.552233528964,200,5855.552233528964,-15.405647458543735,-15.405647458543735,45406.03821174425,0.0,1,0.005,0.0,5.69835901260376,19469.577789475614,1,21810.98577104865,-6.403545853572723e-07
94,200,21266.231755615743,19215.823821964485,0.0,0.01,0.0,2.0141997083555907e-05,0.0,0.0,21266.231755615743,94,7203.636744778857,2.8580302569025662e-08,-1.029271061270265e-06,94,21266.231755615743,21266.23175561572,94,0.0,21266.231755615743,0.0,21266.231755615743,7600000,7203.636744778857,0.0,21266.23175561572,94,37326.41603224275,5498.531803268291,200,5498.531803268291,-17.29277097579427,-17.29277097579427,37326.41603224275,0.0,1,0.01,0.0,5.6980719566345215,19215.823821964485,1,21266.231755615743,-1.0578513638392906e-06
