Iteration,peg-unplug-side-v1/NumEpisodes,MetaTest/Average/AverageReturn,Average/AverageReturn,MetaTest/peg-unplug-side-v1/StdReturn,peg-unplug-side-v1/SuccessRate,Average/TerminationRate,GaussianMLPPolicy/KLAfter,MetaTest/Average/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/Average/MinReturn,peg-unplug-side-v1/Iteration,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/LossBefore,MetaTest/peg-unplug-side-v1/Iteration,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/Iteration,peg-unplug-side-v1/TerminationRate,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,TotalEnvSteps,peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,peg-unplug-side-v1/MaxReturn,peg-unplug-side-v1/StdReturn,Average/NumEpisodes,Average/StdReturn,Average/MinReturn,peg-unplug-side-v1/MinReturn,Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/peg-unplug-side-v1/NumEpisodes,Average/SuccessRate,MetaTest/peg-unplug-side-v1/SuccessRate,GaussianMLPPolicy/Entropy,peg-unplug-side-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/peg-unplug-side-v1/MaxReturn,GaussianMLPPolicy/LossAfter
18,200,-19.055129207768196,1127.1491802914531,0.0,0.0,0.0,0.009594732895493507,0.0,0.0,-19.055129207768196,18,437.6241724884749,0.0014164316526148468,-0.0003869059437420219,18,-19.055129207768196,-19.055129207768207,18,0.0,-19.055129207768196,0.0,-19.055129207768196,1520000,437.6241724884749,0.0,-19.055129207768207,18,21105.971208192863,4213.853452559629,200,4213.853452559629,-54.75714640087541,-54.75714640087541,21105.971208192863,0.0,1,0.0,0.0,5.738532066345215,1127.1491802914531,1,-19.055129207768196,-0.0018033375963568687
19,200,-16.31749404902885,756.7763888096401,0.0,0.0,0.0,0.008402300998568535,0.0,0.0,-16.31749404902885,19,284.1148500845847,0.00246506609255448,0.0007158709340728819,19,-16.31749404902885,-16.317494049028845,19,0.0,-16.31749404902885,0.0,-16.31749404902885,1600000,284.1148500845847,0.0,-16.317494049028845,19,20284.04040469354,3149.030551093753,200,3149.030551093753,-45.579349260274384,-45.579349260274384,20284.04040469354,0.0,1,0.0,0.0,5.750336647033691,756.7763888096401,1,-16.31749404902885,-0.001749195158481598
20,200,-17.60238032290336,2103.9636022376367,0.0,0.0,0.0,0.008510017767548561,0.0,0.0,-17.60238032290336,20,849.9966997286082,0.0013956342445453629,-0.00012748305744025856,20,-17.60238032290336,-17.602380322903354,20,0.0,-17.60238032290336,0.0,-17.60238032290336,1680000,849.9966997286082,0.0,-17.602380322903354,20,21105.979029069636,5697.321507603433,200,5697.321507603433,-40.90675592908954,-40.90675592908954,21105.979029069636,0.0,1,0.0,0.0,5.745530605316162,2103.9636022376367,1,-17.60238032290336,-0.0015231173019856215
21,200,-15.200731925641561,1538.9591401789187,0.0,0.0,0.0,0.006398883648216724,0.0,0.0,-15.200731925641561,21,617.8265638299819,0.000956186035182327,-0.0008947749738581479,21,-15.200731925641561,-15.200731925641557,21,0.0,-15.200731925641561,0.0,-15.200731925641561,1760000,617.8265638299819,0.0,-15.200731925641557,21,21459.159535181447,4653.866778233259,200,4653.866778233259,-41.522850880838845,-41.522850880838845,21459.159535181447,0.0,1,0.0,0.0,5.7285871505737305,1538.9591401789187,1,-15.200731925641561,-0.001850961009040475
22,200,-21.26145641507265,1899.390783767428,0.0,0.0,0.0,0.006857546512037516,0.0,0.0,-21.26145641507265,22,725.4369404426388,0.000506213225889951,-0.0004750443040393293,22,-21.26145641507265,-21.26145641507264,22,0.0,-21.26145641507265,0.0,-21.26145641507265,1840000,725.4369404426388,0.0,-21.26145641507264,22,21222.89968294708,5300.471114488139,200,5300.471114488139,-33.75817737075386,-33.75817737075386,21222.89968294708,0.0,1,0.0,0.0,5.7061872482299805,1899.390783767428,1,-21.26145641507265,-0.0009812575299292803
23,200,-17.543837746925394,1906.043728281189,0.0,0.0,0.0,0.006886663846671581,0.0,0.0,-17.543837746925394,23,772.1022669540861,0.0019330776995047927,-0.0005279813194647431,23,-17.543837746925394,-17.543837746925384,23,0.0,-17.543837746925394,0.0,-17.543837746925394,1920000,772.1022669540861,0.0,-17.543837746925384,23,21574.14916438591,5231.148552521817,200,5231.148552521817,-24.101547039476582,-24.101547039476582,21574.14916438591,0.0,1,0.0,0.0,5.6986494064331055,1906.043728281189,1,-17.543837746925394,-0.002461059018969536
24,200,-16.157729420472275,2880.540637178583,0.0,0.0,0.0,0.00832442007958889,0.0,0.0,-16.157729420472275,24,1034.0192060546897,1.975779014173895e-05,6.0853304603369907e-05,24,-16.157729420472275,-16.157729420472272,24,0.0,-16.157729420472275,0.0,-16.157729420472275,2000000,1034.0192060546897,0.0,-16.157729420472272,24,20635.396369105867,6536.442403672455,200,6536.442403672455,-25.642540302437723,-25.642540302437723,20635.396369105867,0.0,1,0.0,0.0,5.731934070587158,2880.540637178583,1,-16.157729420472275,4.1095514461630955e-05
25,200,12891.549127440941,6642.745127157353,0.0,0.0,0.0,0.0002541916910558939,0.0,0.0,12891.549127440941,25,2532.178710557197,3.648269881750821e-07,1.097386785886556e-07,25,12891.549127440941,12891.549127440927,25,0.0,12891.549127440941,0.0,12891.549127440941,2080000,2532.178710557197,0.0,12891.549127440927,25,22306.862112272836,8905.642642618159,200,8905.642642618159,-27.54408640279005,-27.54408640279005,22306.862112272836,0.0,1,0.0,0.0,5.731997013092041,6642.745127157353,1,12891.549127440941,-2.550883095864265e-07
26,200,-16.273814955941155,9408.858065823202,0.0,0.0,0.0,0.00011210516095161438,0.0,0.0,-16.273814955941155,26,3614.925545064395,1.5952636545080168e-07,-3.1119293453230057e-07,26,-16.273814955941155,-16.273814955941152,26,0.0,-16.273814955941155,0.0,-16.273814955941155,2160000,3614.925545064395,0.0,-16.273814955941152,26,29619.59073375214,9489.971285436619,200,9489.971285436619,-21.483163654590363,-21.483163654590363,29619.59073375214,0.0,1,0.0,0.0,5.731809139251709,9408.858065823202,1,-16.273814955941155,-4.7071929998310225e-07
27,200,-16.33023680271839,8292.99516598552,0.0,0.0,0.0,0.00021402646962087601,0.0,0.0,-16.33023680271839,27,3084.289312397818,3.0522187444148585e-07,6.165807462821249e-06,27,-16.33023680271839,-16.33023680271838,27,0.0,-16.33023680271839,0.0,-16.33023680271839,2240000,3084.289312397818,0.0,-16.33023680271838,27,29514.13949004182,9288.431821168571,200,9288.431821168571,-29.878795634912453,-29.878795634912453,29514.13949004182,0.0,1,0.0,0.0,5.7440714836120605,8292.99516598552,1,-16.33023680271839,5.860585588379763e-06
28,200,19813.57567591084,8616.618924190661,0.0,0.0,0.0,6.467747880378738e-05,0.0,0.0,19813.57567591084,28,3272.9994576719682,9.182122084894218e-08,1.9487117697281064e-06,28,19813.57567591084,19813.575675910855,28,0.0,19813.57567591084,0.0,19813.57567591084,2320000,3272.9994576719682,0.0,19813.575675910855,28,29050.60341547556,9332.830208219222,200,9332.830208219222,-38.729779531609715,-38.729779531609715,29050.60341547556,0.0,1,0.0,0.0,5.744643688201904,8616.618924190661,1,19813.57567591084,1.8568905488791643e-06
29,200,-17.67147277480434,10664.582613774532,0.0,0.005,0.0,5.673931445926428e-05,0.0,0.0,-17.67147277480434,29,3997.1190810379217,8.052708722061652e-08,3.6411316273188277e-07,29,-17.67147277480434,-17.671472774804336,29,0.0,-17.67147277480434,0.0,-17.67147277480434,2400000,3997.1190810379217,0.0,-17.671472774804336,29,34772.189213661804,9755.827174266096,200,9755.827174266096,-20.43523417041791,-20.43523417041791,34772.189213661804,0.0,1,0.005,0.0,5.744775772094727,10664.582613774532,1,-17.67147277480434,2.8358607551126624e-07
30,200,20988.58051781343,9554.305031124917,0.0,0.0,0.0,7.42238262319006e-05,0.0,0.0,20988.58051781343,30,3593.6117880420397,1.054352196661057e-07,-2.9560162602138007e-06,30,20988.58051781343,20988.58051781343,30,0.0,20988.58051781343,0.0,20988.58051781343,2480000,3593.6117880420397,0.0,20988.58051781343,30,28518.620142179607,9186.674645588371,200,9186.674645588371,-21.191202012579698,-21.191202012579698,28518.620142179607,0.0,1,0.0,0.0,5.742972373962402,9554.305031124917,1,20988.58051781343,-3.0614514798799064e-06
31,200,19698.107950147772,11223.238526696614,0.0,0.0,0.0,4.7301520680775866e-05,0.0,0.0,19698.107950147772,31,4227.418033356997,6.710928346365108e-08,-2.245673442757834e-07,31,19698.107950147772,19698.10795014777,31,0.0,19698.107950147772,0.0,19698.107950147772,2560000,4227.418033356997,0.0,19698.10795014777,31,31770.102868407033,9644.237739930139,200,9644.237739930139,-22.760620448533462,-22.760620448533462,31770.102868407033,0.0,1,0.0,0.0,5.742903709411621,11223.238526696614,1,19698.107950147772,-2.916766277394345e-07
32,200,17819.698238802157,10649.304217722269,0.0,0.0,0.0,0.0001144192210631445,0.0,0.0,17819.698238802157,32,3923.7409347532357,1.627587380426121e-07,1.5346525970016955e-06,32,17819.698238802157,17819.69823880216,32,0.0,17819.698238802157,0.0,17819.698238802157,2640000,3923.7409347532357,0.0,17819.69823880216,32,27277.548618863013,8964.919273095911,200,8964.919273095911,-20.76212886187677,-20.76212886187677,27277.548618863013,0.0,1,0.0,0.0,5.7462005615234375,10649.304217722269,1,17819.698238802157,1.3718938589590834e-06
33,200,21693.402814823447,12808.429873964124,0.0,0.0,0.0,6.986600783420727e-05,0.0,0.0,21693.402814823447,33,4766.7415035174445,9.918926480168011e-08,-3.799211071964237e-06,33,21693.402814823447,21693.40281482345,33,0.0,21693.402814823447,0.0,21693.402814823447,2720000,4766.7415035174445,0.0,21693.40281482345,33,26628.913301465687,9433.659074567528,200,9433.659074567528,-20.887956416528628,-20.887956416528628,26628.913301465687,0.0,1,0.0,0.0,5.743590831756592,12808.429873964124,1,21693.402814823447,-3.898400336765917e-06
34,200,-15.210758933662612,11436.354636785443,0.0,0.005,0.0,7.4315037636552e-05,0.0,0.0,-15.210758933662612,34,4212.175001476252,1.0554526852502022e-07,-2.1149000986042665e-06,34,-15.210758933662612,-15.21075893366261,34,0.0,-15.210758933662612,0.0,-15.210758933662612,2800000,4212.175001476252,0.0,-15.21075893366261,34,29520.824971854414,9295.426908879683,200,9295.426908879683,-19.862512892312925,-19.862512892312925,29520.824971854414,0.0,1,0.005,0.0,5.742063045501709,11436.354636785443,1,-15.210758933662612,-2.2204453671292868e-06
35,200,-15.232064159018638,13935.338974051665,0.0,0.0,0.0,5.20280227647163e-05,0.0,0.0,-15.232064159018638,35,5261.064145240699,7.385352773781051e-08,-9.081429084289994e-07,35,-15.232064159018638,-15.232064159018632,35,0.0,-15.232064159018638,0.0,-15.232064159018638,2880000,5261.064145240699,0.0,-15.232064159018632,35,31241.315348533386,8983.49185954723,200,8983.49185954723,-27.092043116750222,-27.092043116750222,31241.315348533386,0.0,1,0.0,0.0,5.741790294647217,13935.338974051665,1,-15.232064159018638,-9.819964361668099e-07
36,200,568.5929540362218,11903.428481614324,0.0,0.005,0.0,2.8656369977397844e-05,0.0,0.0,568.5929540362218,36,4404.560745938984,4.0615987018099986e-08,-1.9953010905737756e-06,36,568.5929540362218,568.5929540362223,36,0.0,568.5929540362218,0.0,568.5929540362218,2960000,4404.560745938984,0.0,568.5929540362223,36,28384.08120300946,9138.637470416397,200,9138.637470416397,-26.601412834513432,-26.601412834513432,28384.08120300946,0.0,1,0.005,0.0,5.741037845611572,11903.428481614324,1,568.5929540362218,-2.0359170775918756e-06
37,200,19345.408930324225,11505.474961127644,0.0,0.0,0.0,4.32845699833706e-05,0.0,0.0,19345.408930324225,37,4294.692924634172,6.140396635601064e-08,-9.70283167589514e-07,37,19345.408930324225,19345.408930324225,37,0.0,19345.408930324225,0.0,19345.408930324225,3040000,4294.692924634172,0.0,19345.408930324225,37,25491.95059188655,9037.886468769777,200,9037.886468769777,-29.37775944881595,-29.37775944881595,25491.95059188655,0.0,1,0.0,0.0,5.74075984954834,11505.474961127644,1,19345.408930324225,-1.0316871339455247e-06
38,200,15446.256922530556,12584.456197439335,0.0,0.0,0.0,7.236230885609984e-05,0.0,0.0,15446.256922530556,38,4598.640563410934,1.0278176887368318e-07,-8.521883501089178e-07,38,15446.256922530556,15446.256922530565,38,0.0,15446.256922530556,0.0,15446.256922530556,3120000,4598.640563410934,0.0,15446.256922530565,38,28696.04055187949,9075.420050900988,200,9075.420050900988,-20.064163342814503,-20.064163342814503,28696.04055187949,0.0,1,0.0,0.0,5.74050235748291,12584.456197439335,1,15446.256922530556,-9.54970118982601e-07
39,200,20399.52483764683,12890.72635785624,0.0,0.0,0.0,3.9148650103015825e-05,0.0,0.0,20399.52483764683,39,4786.752932558465,5.5507484830741305e-08,-1.7115886521423818e-06,39,20399.52483764683,20399.52483764681,39,0.0,20399.52483764683,0.0,20399.52483764683,3200000,4786.752932558465,0.0,20399.52483764681,39,33804.06186931637,9212.227736446754,200,9212.227736446754,-19.35295205022992,-19.35295205022992,33804.06186931637,0.0,1,0.0,0.0,5.739962577819824,12890.72635785624,1,20399.52483764683,-1.767096136973123e-06
40,200,20988.346669827373,14392.173589531007,0.0,0.0,0.0,4.83651710965205e-05,0.0,0.0,20988.346669827373,40,5393.291502008933,6.862023838039022e-08,1.2290654467506101e-06,40,20988.346669827373,20988.346669827362,40,0.0,20988.346669827373,0.0,20988.346669827373,3280000,5393.291502008933,0.0,20988.346669827362,40,27911.559876007228,8684.74976144756,200,8684.74976144756,-23.563422507643615,-23.563422507643615,27911.559876007228,0.0,1,0.0,0.0,5.740349769592285,14392.173589531007,1,20988.346669827373,1.16044520837022e-06
41,200,20847.962106609586,14175.222855938937,0.0,0.0,0.0,4.723055099020712e-05,0.0,0.0,20847.962106609586,41,5290.676195130828,6.700901167278062e-08,2.61929102407521e-07,41,20847.962106609586,20847.962106609582,41,0.0,20847.962106609586,0.0,20847.962106609586,3360000,5290.676195130828,0.0,20847.962106609582,41,37888.016666595344,8952.06833326676,200,8952.06833326676,-34.779065855125054,-34.779065855125054,37888.016666595344,0.0,1,0.0,0.0,5.740431785583496,14175.222855938937,1,20847.962106609586,1.9492009073474037e-07
42,200,1742.6701380639252,13619.52451983096,0.0,0.0,0.0,6.099902748246677e-05,0.0,0.0,1742.6701380639252,42,4979.843767193928,8.659048944537062e-08,-2.4605647013231646e-06,42,1742.6701380639252,1742.6701380639263,42,0.0,1742.6701380639252,0.0,1742.6701380639252,3440000,4979.843767193928,0.0,1742.6701380639263,42,27627.620931649013,8588.532343672623,200,8588.532343672623,-24.407443717019248,-24.407443717019248,27627.620931649013,0.0,1,0.0,0.0,5.738818168640137,13619.52451983096,1,1742.6701380639252,-2.5471551907685352e-06
43,200,5496.64607727721,13146.804061741499,0.0,0.0,0.0,3.464592737145722e-05,0.0,0.0,5496.64607727721,43,4834.953385220785,4.9109985411632806e-08,-1.537518414806982e-06,43,5496.64607727721,5496.646077277211,43,0.0,5496.64607727721,0.0,5496.64607727721,3520000,4834.953385220785,0.0,5496.646077277211,43,26682.296160642414,8961.95537061854,200,8961.95537061854,-18.668591584741876,-18.668591584741876,26682.296160642414,0.0,1,0.0,0.0,5.738334655761719,13146.804061741499,1,5496.64607727721,-1.5866284002186148e-06
44,200,18278.903398748702,15164.087976072564,0.0,0.01,0.0,3.915362322004512e-05,0.0,0.0,18278.903398748702,44,5646.987912137382,5.553670234803576e-08,2.5868118882499402e-06,44,18278.903398748702,18278.903398748687,44,0.0,18278.903398748702,0.0,18278.903398748702,3600000,5646.987912137382,0.0,18278.903398748687,44,30470.679467113303,8307.329964205483,200,8307.329964205483,-26.763364849066686,-26.763364849066686,30470.679467113303,0.0,1,0.01,0.0,5.739197254180908,15164.087976072564,1,18278.903398748702,2.5312751859019045e-06
45,200,20872.157705195194,14312.901624167129,0.0,0.005,0.0,4.83196708955802e-05,0.0,0.0,20872.157705195194,45,5243.269463420192,6.85589895965677e-08,-2.547819235587667e-07,45,20872.157705195194,20872.157705195183,45,0.0,20872.157705195194,0.0,20872.157705195194,3680000,5243.269463420192,0.0,20872.157705195183,45,29578.00455545415,7939.3503768896035,200,7939.3503768896035,-18.351957198532663,-18.351957198532663,29578.00455545415,0.0,1,0.005,0.0,5.738956928253174,14312.901624167129,1,20872.157705195194,-3.233409131553344e-07
