MetaTest/push-wall-v1/Iteration,MetaTest/push-wall-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/push-wall-v1/NumTrajs,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/push-wall-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-wall-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTest/push-wall-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/push-wall-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/push-wall-v1/MinReturn
25,0.5,1307.4627398258226,2764.64531881698,10,824000,25,1307.4627398258226,1307.462739825823,2764.64531881698,-174.61885299455344,0.0,1307.462739825823,8111.230188503113,8111.230188503113,0.0,10,0.5,-174.61885299455344
26,0.2,6244.435733410388,10391.174710434601,10,848000,26,6244.435733410388,6244.43573341039,10391.174710434601,-40.807539820556556,0.0,6244.43573341039,27283.15098662801,27283.15098662801,0.0,10,0.2,-40.807539820556556
27,0.0,352.6137916066401,938.4029430145947,10,872000,27,352.6137916066401,352.6137916066399,938.4029430145947,-107.57574848111665,0.0,352.6137916066399,2963.804219134036,2963.804219134036,0.0,10,0.0,-107.57574848111665
28,0.2,11051.60907161234,28394.8019903545,10,896000,28,11051.60907161234,11051.609071612325,28394.8019903545,-34.21561458757551,0.0,11051.609071612325,95533.96660757708,95533.96660757708,0.0,10,0.2,-34.21561458757551
29,0.0,4408.885343918326,6420.633590589897,10,920000,29,4408.885343918326,4408.885343918327,6420.633590589897,-142.34970548253307,0.0,4408.885343918327,18603.62171919083,18603.62171919083,0.0,10,0.0,-142.34970548253307
30,0.3,17500.585707760594,26933.58416319601,10,944000,30,17500.585707760594,17500.585707760598,26933.58416319601,-120.56825584920126,0.0,17500.585707760598,95115.99660347421,95115.99660347421,0.0,10,0.3,-120.56825584920126
31,0.2,5857.654182773935,8275.904671973813,10,968000,31,5857.654182773935,5857.6541827739375,8275.904671973813,-103.31828502995809,0.0,5857.6541827739375,18943.770113534487,18943.770113534487,0.0,10,0.2,-103.31828502995809
32,0.1,16204.22233701964,37672.39634548752,10,992000,32,16204.22233701964,16204.222337019639,37672.39634548752,-99.08705398031324,0.0,16204.222337019639,128343.72715303283,128343.72715303283,0.0,10,0.1,-99.08705398031324
33,0.3,30180.283656538617,48191.83495422105,10,1016000,33,30180.283656538617,30180.28365653859,48191.83495422105,-73.90009111742116,0.0,30180.28365653859,146165.7706516054,146165.7706516054,0.0,10,0.3,-73.90009111742116
34,0.3,33960.78147882465,58495.97500314348,10,1040000,34,33960.78147882465,33960.78147882465,58495.97500314348,-71.28779250274202,0.0,33960.78147882465,184975.97846789722,184975.97846789722,0.0,10,0.3,-71.28779250274202
35,0.3,3187.775269361962,6243.120016855982,10,1064000,35,3187.775269361962,3187.7752693619595,6243.120016855982,-82.48119431182289,0.0,3187.7752693619595,19791.057828739456,19791.057828739456,0.0,10,0.3,-82.48119431182289
36,0.1,4222.288976797374,7736.0445948471515,10,1088000,36,4222.288976797374,4222.288976797376,7736.0445948471515,-37.55217590552942,0.0,4222.288976797376,21033.202453968806,21033.202453968806,0.0,10,0.1,-37.55217590552942
37,0.1,2836.252302989215,6125.450722907935,10,1112000,37,2836.252302989215,2836.2523029892154,6125.450722907935,-116.49517378795788,0.0,2836.2523029892154,19724.715433869264,19724.715433869264,0.0,10,0.1,-116.49517378795788
38,0.3,9626.894797458724,28251.65687319624,10,1136000,38,9626.894797458724,9626.894797458724,28251.65687319624,-43.8765468664827,0.0,9626.894797458724,94359.8447382289,94359.8447382289,0.0,10,0.3,-43.8765468664827
39,0.2,349.9412099767865,1153.0834457295232,10,1160000,39,349.9412099767865,349.94120997678675,1153.0834457295232,-45.91965551553696,0.0,349.94120997678675,3809.060804567869,3809.060804567869,0.0,10,0.2,-45.91965551553696
40,0.2,2429.9792359763314,5921.908181251446,10,1184000,40,2429.9792359763314,2429.979235976331,5921.908181251446,-67.71477271741895,0.0,2429.979235976331,19804.417076847647,19804.417076847647,0.0,10,0.2,-67.71477271741895
41,0.4,39337.81652679022,78003.2933150863,10,1208000,41,39337.81652679022,39337.81652679022,78003.2933150863,-219.38720558767227,0.0,39337.81652679022,254477.42380891312,254477.42380891312,0.0,10,0.4,-219.38720558767227
42,0.3,18329.946857378825,32993.45358776071,10,1232000,42,18329.946857378825,18329.94685737884,32993.45358776071,-48.49570113760307,0.0,18329.94685737884,100765.41412753728,100765.41412753728,0.0,10,0.3,-48.49570113760307
43,0.1,11866.93732223428,26698.29250300495,10,1256000,43,11866.93732223428,11866.93732223427,26698.29250300495,-39.85555051727387,0.0,11866.93732223427,90606.08938737995,90606.08938737995,0.0,10,0.1,-39.85555051727387
44,0.3,22606.73056545854,41792.321752254924,10,1280000,44,22606.73056545854,22606.73056545853,41792.321752254924,-35.05770875390355,0.0,22606.73056545853,141753.0711208744,141753.0711208744,0.0,10,0.3,-35.05770875390355
45,0.2,13823.499273100955,21995.875639680384,10,1304000,45,13823.499273100955,13823.49927310095,21995.875639680384,-41.709540825939264,0.0,13823.49927310095,71349.64503863164,71349.64503863164,0.0,10,0.2,-41.709540825939264
46,0.1,21257.778147224788,49751.75125894015,10,1328000,46,21257.778147224788,21257.778147224777,49751.75125894015,-39.23920951670474,0.0,21257.778147224777,165450.86238509385,165450.86238509385,0.0,10,0.1,-39.23920951670474
47,0.0,4245.82873476892,5492.918908094684,10,1352000,47,4245.82873476892,4245.828734768921,5492.918908094684,-28.310038123170948,0.0,4245.828734768921,16294.129173245954,16294.129173245954,0.0,10,0.0,-28.310038123170948
48,0.0,4401.353038856902,6585.556175895458,10,1376000,48,4401.353038856902,4401.353038856898,6585.556175895458,-25.587339919858625,0.0,4401.353038856898,16924.48309968842,16924.48309968842,0.0,10,0.0,-25.587339919858625
49,0.1,18722.521370481914,41884.68615412641,10,1400000,49,18722.521370481914,18722.521370481914,41884.68615412641,-39.08481456462679,0.0,18722.521370481914,141380.50039426575,141380.50039426575,0.0,10,0.1,-39.08481456462679
50,0.2,26623.399672051368,67748.17610971114,10,1424000,50,26623.399672051368,26623.39967205139,67748.17610971114,-147.44544008413652,0.0,26623.39967205139,228905.10165797413,228905.10165797413,0.0,10,0.2,-147.44544008413652
51,0.1,12555.897920378458,11750.688926264882,10,1448000,51,12555.897920378458,12555.89792037846,11750.688926264882,82.07554683993902,0.0,12555.89792037846,41755.59498564135,41755.59498564135,0.0,10,0.1,82.07554683993902
52,0.3,35955.332925676135,46497.43014882473,10,1472000,52,35955.332925676135,35955.33292567614,46497.43014882473,-96.71491161439053,0.0,35955.33292567614,114257.2577386619,114257.2577386619,0.0,10,0.3,-96.71491161439053
53,0.1,15739.974502584508,11572.46704436059,10,1496000,53,15739.974502584508,15739.974502584495,11572.46704436059,-42.47635320375609,0.0,15739.974502584495,34368.85254093572,34368.85254093572,0.0,10,0.1,-42.47635320375609
54,0.5,65081.37356499784,108164.73352718104,10,1520000,54,65081.37356499784,65081.37356499786,108164.73352718104,-116.46250012996069,0.0,65081.37356499786,300898.8557962088,300898.8557962088,0.0,10,0.5,-116.46250012996069
55,0.1,15006.529062112135,40198.754127966225,10,1544000,55,15006.529062112135,15006.52906211213,40198.754127966225,-61.08263964479249,0.0,15006.52906211213,134914.74378525076,134914.74378525076,0.0,10,0.1,-61.08263964479249
56,0.0,3051.5273028217953,4650.847575648706,10,1568000,56,3051.5273028217953,3051.5273028217953,4650.847575648706,-65.24841980346321,0.0,3051.5273028217953,15190.65942694889,15190.65942694889,0.0,10,0.0,-65.24841980346321
57,0.0,2835.766649384279,5189.168389781477,10,1592000,57,2835.766649384279,2835.76664938428,5189.168389781477,-93.10710260033906,0.0,2835.76664938428,17434.721395880577,17434.721395880577,0.0,10,0.0,-93.10710260033906
58,0.1,15388.404603707042,32511.89411833868,10,1616000,58,15388.404603707042,15388.404603707037,32511.89411833868,-43.69588437808141,0.0,15388.404603707037,110240.80243447394,110240.80243447394,0.0,10,0.1,-43.69588437808141
59,0.3,22249.687228600753,55709.08637366995,10,1640000,59,22249.687228600753,22249.687228600753,55709.08637366995,-88.4959415508674,0.0,22249.687228600753,188456.0268838984,188456.0268838984,0.0,10,0.3,-88.4959415508674
60,0.2,47165.22851154876,81560.74510583983,10,1664000,60,47165.22851154876,47165.22851154874,81560.74510583983,-47.46347424566568,0.0,47165.22851154874,238470.8465552706,238470.8465552706,0.0,10,0.2,-47.46347424566568
61,0.3,27684.98327028661,40144.59310580595,10,1688000,61,27684.98327028661,27684.98327028662,40144.59310580595,-105.88757986213979,0.0,27684.98327028662,114001.64322803644,114001.64322803644,0.0,10,0.3,-105.88757986213979
62,0.2,5747.76638910802,10103.125834587087,10,1712000,62,5747.76638910802,5747.766389108017,10103.125834587087,-65.57729969042389,0.0,5747.766389108017,30708.13335629539,30708.13335629539,0.0,10,0.2,-65.57729969042389
63,0.2,59244.20332748113,110356.34534371545,10,1736000,63,59244.20332748113,59244.20332748115,110356.34534371545,-45.77213641018696,0.0,59244.20332748115,281696.98633457586,281696.98633457586,0.0,10,0.2,-45.77213641018696
64,0.5,22359.071232188428,31568.72674301697,10,1760000,64,22359.071232188428,22359.071232188424,31568.72674301697,-88.54333991001693,0.0,22359.071232188424,89786.9609065557,89786.9609065557,0.0,10,0.5,-88.54333991001693
65,0.4,16531.531494175248,30192.468617285653,10,1784000,65,16531.531494175248,16531.531494175244,30192.468617285653,-41.29397831025461,0.0,16531.531494175244,96299.82948284314,96299.82948284314,0.0,10,0.4,-41.29397831025461
66,0.1,48884.021009531905,55665.5753815155,10,1808000,66,48884.021009531905,48884.021009531905,55665.5753815155,-53.444218928541034,0.0,48884.021009531905,176163.24727147387,176163.24727147387,0.0,10,0.1,-53.444218928541034
67,0.5,107448.27611629342,90207.64051486654,10,1832000,67,107448.27611629342,107448.27611629339,90207.64051486654,-44.04037611436169,0.0,107448.27611629339,276265.7870310771,276265.7870310771,0.0,10,0.5,-44.04037611436169
68,0.2,74.56712768358165,243.18350207727295,10,1856000,68,74.56712768358165,74.56712768358162,243.18350207727295,-117.70762500126395,0.0,74.56712768358162,568.8815005067314,568.8815005067314,0.0,10,0.2,-117.70762500126395
69,0.2,6027.313412870835,12528.896777939193,10,1880000,69,6027.313412870835,6027.313412870836,12528.896777939193,-46.11402229657617,0.0,6027.313412870836,39729.083891234,39729.083891234,0.0,10,0.2,-46.11402229657617
70,0.3,25682.626246430817,41997.97748878444,10,1904000,70,25682.626246430817,25682.626246430806,41997.97748878444,-48.744808143788056,0.0,25682.626246430806,115009.11636486233,115009.11636486233,0.0,10,0.3,-48.744808143788056
71,0.0,34050.253939587776,37301.41665261902,10,1928000,71,34050.253939587776,34050.25393958776,37301.41665261902,-52.65373068971408,0.0,34050.25393958776,93170.18181552681,93170.18181552681,0.0,10,0.0,-52.65373068971408
72,0.4,45887.02760729159,68886.20207868567,10,1952000,72,45887.02760729159,45887.02760729161,68886.20207868567,-120.4371450124037,0.0,45887.02760729161,222928.1732779622,222928.1732779622,0.0,10,0.4,-120.4371450124037
73,0.5,41042.94065575605,48711.94703983554,10,1976000,73,41042.94065575605,41042.94065575606,48711.94703983554,-35.199385662803316,0.0,41042.94065575606,104313.38166317949,104313.38166317949,0.0,10,0.5,-35.199385662803316
74,0.0,10250.293879950843,14219.832637332707,10,2000000,74,10250.293879950843,10250.293879950845,14219.832637332707,-46.62976394444307,0.0,10250.293879950845,37635.07465982532,37635.07465982532,0.0,10,0.0,-46.62976394444307
75,0.2,16880.620419614825,24721.568786448555,10,2024000,75,16880.620419614825,16880.620419614825,24721.568786448555,-29.21112045049726,0.0,16880.620419614825,68576.5585576962,68576.5585576962,0.0,10,0.2,-29.21112045049726
76,0.5,88261.81682320323,96918.04248004897,10,2048000,76,88261.81682320323,88261.81682320323,96918.04248004897,-11.756764842578697,0.0,88261.81682320323,288109.76248719875,288109.76248719875,0.0,10,0.5,-11.756764842578697
77,0.2,24834.24105214726,32730.43105169372,10,2072000,77,24834.24105214726,24834.241052147274,32730.43105169372,-20.052032655185585,0.0,24834.241052147274,104324.69218885357,104324.69218885357,0.0,10,0.2,-20.052032655185585
78,0.4,37410.774661275515,36864.54125932652,10,2096000,78,37410.774661275515,37410.774661275515,36864.54125932652,-31.93389206532898,0.0,37410.774661275515,114745.71496077857,114745.71496077857,0.0,10,0.4,-31.93389206532898
79,0.4,59665.25521892945,70824.29434811605,10,2120000,79,59665.25521892945,59665.25521892945,70824.29434811605,-18.88840596535752,0.0,59665.25521892945,201815.06680547722,201815.06680547722,0.0,10,0.4,-18.88840596535752
80,0.3,48945.753031592656,46662.23422188359,10,2144000,80,48945.753031592656,48945.753031592656,46662.23422188359,-16.663961892713672,0.0,48945.753031592656,141162.13547866812,141162.13547866812,0.0,10,0.3,-16.663961892713672
81,0.6,56199.90573944509,74613.98853955367,10,2168000,81,56199.90573944509,56199.90573944508,74613.98853955367,-66.32300974895745,0.0,56199.90573944508,218584.19251575097,218584.19251575097,0.0,10,0.6,-66.32300974895745
82,0.4,29801.170484175916,47635.429708859054,10,2192000,82,29801.170484175916,29801.170484175895,47635.429708859054,-45.111488439881754,0.0,29801.170484175895,132135.28461945252,132135.28461945252,0.0,10,0.4,-45.111488439881754
83,0.5,58640.207675420716,69956.58889959479,10,2216000,83,58640.207675420716,58640.2076754207,69956.58889959479,342.6008996620525,0.0,58640.2076754207,216916.51521787836,216916.51521787836,0.0,10,0.5,342.6008996620525
84,0.3,38937.724730586495,65146.06620380172,10,2240000,84,38937.724730586495,38937.72473058652,65146.06620380172,-76.93893895248664,0.0,38937.72473058652,194656.01061893403,194656.01061893403,0.0,10,0.3,-76.93893895248664
85,0.2,63313.17398565057,71189.25657272413,10,2264000,85,63313.17398565057,63313.17398565057,71189.25657272413,-23.038280122639208,0.0,63313.17398565057,235221.5404022945,235221.5404022945,0.0,10,0.2,-23.038280122639208
86,0.4,34246.62949293743,50397.73698401853,10,2288000,86,34246.62949293743,34246.62949293743,50397.73698401853,-115.5749872005022,0.0,34246.62949293743,148471.50143594117,148471.50143594117,0.0,10,0.4,-115.5749872005022
87,0.4,58192.876203453154,76683.42953734251,10,2312000,87,58192.876203453154,58192.87620345315,76683.42953734251,-25.609904770862496,0.0,58192.87620345315,211458.9394999001,211458.9394999001,0.0,10,0.4,-25.609904770862496
88,0.5,47330.41963885899,66935.88898254189,10,2336000,88,47330.41963885899,47330.41963885896,66935.88898254189,-21.758279883732605,0.0,47330.41963885896,207569.21709283246,207569.21709283246,0.0,10,0.5,-21.758279883732605
89,0.3,39482.584451483584,61206.44704650784,10,2360000,89,39482.584451483584,39482.584451483606,61206.44704650784,-14.257824814974597,0.0,39482.584451483606,194880.5040347303,194880.5040347303,0.0,10,0.3,-14.257824814974597
90,0.1,8800.766010453492,6906.285717276188,10,2384000,90,8800.766010453492,8800.766010453492,6906.285717276188,-27.4520971030608,0.0,8800.766010453492,21755.24494166332,21755.24494166332,0.0,10,0.1,-27.4520971030608
91,0.0,11320.683459764858,15902.702063638244,10,2408000,91,11320.683459764858,11320.68345976486,15902.702063638244,-29.15200087155288,0.0,11320.68345976486,41116.16700240186,41116.16700240186,0.0,10,0.0,-29.15200087155288
92,0.2,28940.259653062163,45447.38197878944,10,2432000,92,28940.259653062163,28940.25965306216,45447.38197878944,-36.14356106117968,0.0,28940.25965306216,152629.1880936708,152629.1880936708,0.0,10,0.2,-36.14356106117968
93,0.2,52711.216109290675,52616.32823891899,10,2456000,93,52711.216109290675,52711.21610929066,52616.32823891899,1340.1757733143536,0.0,52711.21610929066,147035.86237342213,147035.86237342213,0.0,10,0.2,1340.1757733143536
94,0.4,62488.487658432976,86823.14046822772,10,2480000,94,62488.487658432976,62488.487658432976,86823.14046822772,9.941674034839647,0.0,62488.487658432976,304448.87027654937,304448.87027654937,0.0,10,0.4,9.941674034839647
95,0.2,35902.03741883666,53157.86627706079,10,2504000,95,35902.03741883666,35902.037418836655,53157.86627706079,1003.2937537754165,0.0,35902.037418836655,169737.48153796326,169737.48153796326,0.0,10,0.2,1003.2937537754165
96,0.3,32087.170438280027,46472.38147610418,10,2528000,96,32087.170438280027,32087.170438280027,46472.38147610418,-93.05909291791686,0.0,32087.170438280027,130829.15470818728,130829.15470818728,0.0,10,0.3,-93.05909291791686
97,0.2,40756.13364450967,81374.49146972974,10,2552000,97,40756.13364450967,40756.133644509675,81374.49146972974,-142.73735670005368,0.0,40756.133644509675,281599.9254831532,281599.9254831532,0.0,10,0.2,-142.73735670005368
98,0.0,18461.479082198457,20966.484468185554,10,2576000,98,18461.479082198457,18461.479082198457,20966.484468185554,-17.839038910397345,0.0,18461.479082198457,60154.45251925717,60154.45251925717,0.0,10,0.0,-17.839038910397345
99,0.4,50197.48762074804,55856.9702442222,10,2600000,99,50197.48762074804,50197.48762074805,55856.9702442222,-265.81732836281816,0.0,50197.48762074805,164067.35134511642,164067.35134511642,0.0,10,0.4,-265.81732836281816
100,0.2,26350.182887746916,43456.62255881888,10,2624000,100,26350.182887746916,26350.182887746934,43456.62255881888,-35.421170508472045,0.0,26350.182887746934,119306.43738294062,119306.43738294062,0.0,10,0.2,-35.421170508472045
101,0.3,47710.15963480882,62835.7062925022,10,2648000,101,47710.15963480882,47710.159634808806,62835.7062925022,76.44190867522444,0.0,47710.159634808806,171519.4725593259,171519.4725593259,0.0,10,0.3,76.44190867522444
102,0.2,38800.93237830814,54450.61053667532,10,2672000,102,38800.93237830814,38800.932378308135,54450.61053667532,-32.19538168854093,0.0,38800.932378308135,179897.3896003313,179897.3896003313,0.0,10,0.2,-32.19538168854093
103,0.3,51638.53825695923,66784.96430250628,10,2696000,103,51638.53825695923,51638.53825695925,66784.96430250628,-37.14784316621492,0.0,51638.53825695925,195448.41061933778,195448.41061933778,0.0,10,0.3,-37.14784316621492
104,0.3,56340.14071925111,61893.69448239748,10,2720000,104,56340.14071925111,56340.14071925114,61893.69448239748,-44.873752390701824,0.0,56340.14071925114,179372.62008269533,179372.62008269533,0.0,10,0.3,-44.873752390701824
105,0.1,31851.677016039495,46377.03394453547,10,2744000,105,31851.677016039495,31851.677016039506,46377.03394453547,-13.434266749987946,0.0,31851.677016039506,140228.9933565617,140228.9933565617,0.0,10,0.1,-13.434266749987946
106,0.4,36164.3837660174,51171.35937042703,10,2768000,106,36164.3837660174,36164.383766017425,51171.35937042703,-25.12078089885544,0.0,36164.383766017425,133822.59237548942,133822.59237548942,0.0,10,0.4,-25.12078089885544
107,0.2,19503.531819281812,36094.91955816888,10,2792000,107,19503.531819281812,19503.531819281816,36094.91955816888,-75.22750075934935,0.0,19503.531819281816,120024.5769429699,120024.5769429699,0.0,10,0.2,-75.22750075934935
108,0.3,64207.553737691705,79547.64946441982,10,2816000,108,64207.553737691705,64207.553737691735,79547.64946441982,-24.90587818349971,0.0,64207.553737691735,208410.21636568036,208410.21636568036,0.0,10,0.3,-24.90587818349971
109,0.3,22805.074457244944,22628.007446308515,10,2840000,109,22805.074457244944,22805.074457244948,22628.007446308515,-29.07784460544046,0.0,22805.074457244948,57418.668607932705,57418.668607932705,0.0,10,0.3,-29.07784460544046
110,0.6,60489.06175576527,74107.09547586399,10,2864000,110,60489.06175576527,60489.06175576527,74107.09547586399,6372.357965341097,0.0,60489.06175576527,272341.99752287444,272341.99752287444,0.0,10,0.6,6372.357965341097
111,0.1,28248.249858040384,52853.762264100355,10,2888000,111,28248.249858040384,28248.249858040384,52853.762264100355,-131.73585922995235,0.0,28248.249858040384,154558.8314438911,154558.8314438911,0.0,10,0.1,-131.73585922995235
112,0.0,345.67215838686235,974.616641222647,10,2912000,112,345.67215838686235,345.6721583868624,974.616641222647,-97.95209990179495,0.0,345.6721583868624,3170.074300092582,3170.074300092582,0.0,10,0.0,-97.95209990179495
113,0.1,14993.224814128329,31372.40772091181,10,2936000,113,14993.224814128329,14993.22481412833,31372.40772091181,-123.27718712798408,0.0,14993.22481412833,105530.14184146775,105530.14184146775,0.0,10,0.1,-123.27718712798408
114,0.2,7420.945463386643,13526.207362537283,10,2960000,114,7420.945463386643,7420.945463386636,13526.207362537283,-99.53520916096234,0.0,7420.945463386636,40736.39145117244,40736.39145117244,0.0,10,0.2,-99.53520916096234
115,0.0,-54.53523109783775,38.84584304858566,10,2984000,115,-54.53523109783775,-54.53523109783782,38.84584304858566,-96.39713454024513,0.0,-54.53523109783782,28.017548904721114,28.017548904721114,0.0,10,0.0,-96.39713454024513
116,0.1,2701.4953479770875,6645.26811924826,10,3008000,116,2701.4953479770875,2701.4953479770884,6645.26811924826,-95.42800641958208,0.0,2701.4953479770884,22284.84332924444,22284.84332924444,0.0,10,0.1,-95.42800641958208
