MetaTest/push-wall-v1/Iteration,MetaTest/push-wall-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/push-wall-v1/NumTrajs,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/push-wall-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-wall-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTest/push-wall-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/push-wall-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/push-wall-v1/MinReturn
117,0.0,3986.102442925259,7898.588675691718,10,3032000,117,3986.102442925259,3986.10244292526,7898.588675691718,-92.84877426065104,0.0,3986.10244292526,26190.173700286065,26190.173700286065,0.0,10,0.0,-92.84877426065104
118,0.0,9116.745496844876,16384.541773465364,10,3056000,118,9116.745496844876,9116.745496844876,16384.541773465364,-107.21940283467359,0.0,9116.745496844876,49251.83404631329,49251.83404631329,0.0,10,0.0,-107.21940283467359
119,0.1,6106.173654993799,12675.342934395914,10,3080000,119,6106.173654993799,6106.173654993801,12675.342934395914,-103.68119265635302,0.0,6106.173654993801,38910.952375985944,38910.952375985944,0.0,10,0.1,-103.68119265635302
120,0.0,-32.759637062617166,18.230996455874998,10,3104000,120,-32.759637062617166,-32.759637062617166,18.230996455874998,-79.00945333707492,0.0,-32.759637062617166,-17.096617445413155,-17.096617445413155,0.0,10,0.0,-79.00945333707492
121,0.0,2.23637819028252,172.2623420099567,10,3128000,121,2.23637819028252,2.2363781902825015,172.2623420099567,-97.26524098329499,0.0,2.2363781902825015,510.8419912244827,510.8419912244827,0.0,10,0.0,-97.26524098329499
122,0.1,18071.25739835998,54341.387175366624,10,3152000,122,18071.25739835998,18071.257398359954,54341.387175366624,-86.62009740621558,0.0,18071.257398359954,181095.4072286874,181095.4072286874,0.0,10,0.1,-86.62009740621558
123,0.1,2551.6762079055925,7829.80709875179,10,3176000,123,2551.6762079055925,2551.6762079055943,7829.80709875179,-96.68468019719488,0.0,2551.6762079055943,26040.99495578619,26040.99495578619,0.0,10,0.1,-96.68468019719488
124,0.0,6576.699562557432,11137.85273207308,10,3200000,124,6576.699562557432,6576.69956255743,11137.85273207308,-96.2569925204389,0.0,6576.69956255743,34055.15064062203,34055.15064062203,0.0,10,0.0,-96.2569925204389
125,0.0,6865.27315434928,9340.258491351586,10,3224000,125,6865.27315434928,6865.27315434928,9340.258491351586,-77.79315768499644,0.0,6865.27315434928,26416.50278970249,26416.50278970249,0.0,10,0.0,-77.79315768499644
126,0.2,18211.66398712423,34943.894594423095,10,3248000,126,18211.66398712423,18211.663987124208,34943.894594423095,-58.53374703662894,0.0,18211.663987124208,97042.0924870587,97042.0924870587,0.0,10,0.2,-58.53374703662894
127,0.2,23445.77862352023,48177.58770628568,10,3272000,127,23445.77862352023,23445.778623520244,48177.58770628568,-92.32568472915506,0.0,23445.778623520244,141004.63297333047,141004.63297333047,0.0,10,0.2,-92.32568472915506
128,0.1,26393.731022047978,78466.79272137939,10,3296000,128,26393.731022047978,26393.731022047985,78466.79272137939,-94.45946331728635,0.0,26393.731022047985,261780.98614615848,261780.98614615848,0.0,10,0.1,-94.45946331728635
129,0.2,18315.97769993335,49023.27602976198,10,3320000,129,18315.97769993335,18315.977699933348,49023.27602976198,-93.87854616792342,0.0,18315.977699933348,164583.4172037951,164583.4172037951,0.0,10,0.2,-93.87854616792342
130,0.1,458.8732318459887,1155.484103741953,10,3344000,130,458.8732318459887,458.8732318459891,1155.484103741953,-117.20908171789526,0.0,458.8732318459891,3596.969926145858,3596.969926145858,0.0,10,0.1,-117.20908171789526
131,0.2,39075.92169267214,66318.90823661849,10,3368000,131,39075.92169267214,39075.92169267214,66318.90823661849,-129.67114015110178,0.0,39075.92169267214,196055.27128739635,196055.27128739635,0.0,10,0.2,-129.67114015110178
132,0.0,18216.58133968492,23760.86020674616,10,3392000,132,18216.58133968492,18216.58133968492,23760.86020674616,-100.8357322327469,0.0,18216.58133968492,65016.801031266456,65016.801031266456,0.0,10,0.0,-100.8357322327469
133,0.2,27033.08223959856,58426.82431979128,10,3416000,133,27033.08223959856,27033.08223959854,58426.82431979128,-97.94543190117817,0.0,27033.08223959854,196355.89664355034,196355.89664355034,0.0,10,0.2,-97.94543190117817
134,0.4,83849.19455631574,93252.76059555709,10,3440000,134,83849.19455631574,83849.19455631575,93252.76059555709,855.323618015582,0.0,83849.19455631575,253552.383569132,253552.383569132,0.0,10,0.4,855.323618015582
135,0.2,16367.295577702625,25075.64059591129,10,3464000,135,16367.295577702625,16367.295577702636,25075.64059591129,-29.328375376543136,0.0,16367.295577702636,88436.26091951787,88436.26091951787,0.0,10,0.2,-29.328375376543136
136,0.2,15715.017311912577,40316.45317931518,10,3488000,136,15715.017311912577,15715.017311912583,40316.45317931518,-72.89320700822637,0.0,15715.017311912583,135095.57594788176,135095.57594788176,0.0,10,0.2,-72.89320700822637
137,0.4,39253.92996927033,40497.75922010087,10,3512000,137,39253.92996927033,39253.92996927033,40497.75922010087,-65.55440309705449,0.0,39253.92996927033,100129.71928992806,100129.71928992806,0.0,10,0.4,-65.55440309705449
138,0.1,17602.899190887852,43805.61997921273,10,3536000,138,17602.899190887852,17602.899190887856,43805.61997921273,-82.5008384631338,0.0,17602.899190887856,147001.1650657011,147001.1650657011,0.0,10,0.1,-82.5008384631338
139,0.2,33585.814366081286,57306.43521183245,10,3560000,139,33585.814366081286,33585.81436608128,57306.43521183245,-64.17329845901631,0.0,33585.81436608128,196397.5718310514,196397.5718310514,0.0,10,0.2,-64.17329845901631
140,0.4,52499.86008561376,52636.95272007729,10,3584000,140,52499.86008561376,52499.86008561377,52636.95272007729,-23.85804138987212,0.0,52499.86008561377,141331.92650718486,141331.92650718486,0.0,10,0.4,-23.85804138987212
141,0.2,13626.462409599122,41079.330480615674,10,3608000,141,13626.462409599122,13626.462409599122,41079.330480615674,-106.86211314773055,0.0,13626.462409599122,136864.41629628683,136864.41629628683,0.0,10,0.2,-106.86211314773055
142,0.3,26142.139032486666,50781.39836353559,10,3632000,142,26142.139032486666,26142.139032486673,50781.39836353559,-55.511470000695404,0.0,26142.139032486673,169000.67849108865,169000.67849108865,0.0,10,0.3,-55.511470000695404
143,0.2,6255.142747371895,18075.961306797974,10,3656000,143,6255.142747371895,6255.142747371892,18075.961306797974,-54.952890877942515,0.0,6255.142747371892,60460.48027903729,60460.48027903729,0.0,10,0.2,-54.952890877942515
144,0.3,23253.009349774904,45340.36646730715,10,3680000,144,23253.009349774904,23253.0093497749,45340.36646730715,-24.01021482397927,0.0,23253.0093497749,152811.9679138724,152811.9679138724,0.0,10,0.3,-24.01021482397927
145,0.1,33733.65068238867,49975.97589260193,10,3704000,145,33733.65068238867,33733.65068238866,49975.97589260193,-26.981569752432176,0.0,33733.65068238866,143775.554891509,143775.554891509,0.0,10,0.1,-26.981569752432176
146,0.2,20623.782833480313,40072.14858063955,10,3728000,146,20623.782833480313,20623.782833480305,40072.14858063955,-94.59532991084419,0.0,20623.782833480305,117103.67755186488,117103.67755186488,0.0,10,0.2,-94.59532991084419
147,0.3,27546.41067775336,43530.520586583116,10,3752000,147,27546.41067775336,27546.41067775335,43530.520586583116,-33.976927030682205,0.0,27546.41067775335,140210.75771005516,140210.75771005516,0.0,10,0.3,-33.976927030682205
148,0.5,82913.26876075879,60086.665550487836,10,3776000,148,82913.26876075879,82913.26876075873,60086.665550487836,-30.386788274728946,0.0,82913.26876075873,192563.9563622517,192563.9563622517,0.0,10,0.5,-30.386788274728946
149,0.5,41475.57536906006,53283.4744855104,10,3800000,149,41475.57536906006,41475.57536906004,53283.4744855104,-22.105487968497386,0.0,41475.57536906004,170357.27878356545,170357.27878356545,0.0,10,0.5,-22.105487968497386
150,0.4,71354.03415192945,72840.99796332497,10,3824000,150,71354.03415192945,71354.03415192945,72840.99796332497,-25.225343703913204,0.0,71354.03415192945,236457.36212773796,236457.36212773796,0.0,10,0.4,-25.225343703913204
151,0.3,44173.97603962822,57936.76579024876,10,3848000,151,44173.97603962822,44173.97603962823,57936.76579024876,-71.12453619760832,0.0,44173.97603962823,163463.32235169224,163463.32235169224,0.0,10,0.3,-71.12453619760832
152,0.4,48986.12431149125,40396.88631551235,10,3872000,152,48986.12431149125,48986.12431149125,40396.88631551235,-23.417545743585684,0.0,48986.12431149125,102529.3279586675,102529.3279586675,0.0,10,0.4,-23.417545743585684
153,0.2,27512.392365827058,48537.12335396383,10,3896000,153,27512.392365827058,27512.392365827043,48537.12335396383,-61.852558034042595,0.0,27512.392365827043,151761.11563640632,151761.11563640632,0.0,10,0.2,-61.852558034042595
154,0.6,83871.80355982525,70735.4045251795,10,3920000,154,83871.80355982525,83871.8035598252,70735.4045251795,4988.283652961391,0.0,83871.8035598252,196274.81605374228,196274.81605374228,0.0,10,0.6,4988.283652961391
155,0.4,54122.50807882943,61133.46839394791,10,3944000,155,54122.50807882943,54122.50807882944,61133.46839394791,-66.82599061564143,0.0,54122.50807882944,161117.13688673478,161117.13688673478,0.0,10,0.4,-66.82599061564143
156,0.5,62048.26594852078,55160.26585814869,10,3968000,156,62048.26594852078,62048.265948520755,55160.26585814869,160.03987692337864,0.0,62048.265948520755,149194.69259481976,149194.69259481976,0.0,10,0.5,160.03987692337864
157,0.6,76594.73167930238,52151.13554052271,10,3992000,157,76594.73167930238,76594.73167930241,52151.13554052271,1790.1021501749603,0.0,76594.73167930241,162722.62218998236,162722.62218998236,0.0,10,0.6,1790.1021501749603
158,0.7,117702.19770001285,89319.92000399654,10,4016000,158,117702.19770001285,117702.19770001285,89319.92000399654,-71.04917815160093,0.0,117702.19770001285,266540.3611087631,266540.3611087631,0.0,10,0.7,-71.04917815160093
159,0.3,80835.70795963993,85421.51671393699,10,4040000,159,80835.70795963993,80835.70795963994,85421.51671393699,-30.411548829601173,0.0,80835.70795963994,254336.1787664615,254336.1787664615,0.0,10,0.3,-30.411548829601173
160,0.5,61927.055561728506,82456.4618615727,10,4064000,160,61927.055561728506,61927.05556172856,82456.4618615727,-31.511353646636778,0.0,61927.05556172856,236102.17132750305,236102.17132750305,0.0,10,0.5,-31.511353646636778
161,0.4,65184.510377306935,82591.08263337033,10,4088000,161,65184.510377306935,65184.51037730691,82591.08263337033,-33.38400049984895,0.0,65184.51037730691,206655.7097081192,206655.7097081192,0.0,10,0.4,-33.38400049984895
162,0.7,108906.56898368834,77926.73865769157,10,4112000,162,108906.56898368834,108906.56898368832,77926.73865769157,-27.243750398494264,0.0,108906.56898368832,270711.74150152365,270711.74150152365,0.0,10,0.7,-27.243750398494264
163,0.4,63172.621289956136,74028.38889803697,10,4136000,163,63172.621289956136,63172.621289956136,74028.38889803697,-61.2539178764453,0.0,63172.621289956136,227591.8348705924,227591.8348705924,0.0,10,0.4,-61.2539178764453
164,0.4,52483.593728310414,61645.05594916798,10,4160000,164,52483.593728310414,52483.593728310414,61645.05594916798,-24.705771248723114,0.0,52483.593728310414,178257.68629225533,178257.68629225533,0.0,10,0.4,-24.705771248723114
165,0.7,114327.9176892433,118686.24720783289,10,4184000,165,114327.9176892433,114327.91768924333,118686.24720783289,-140.4950713363008,0.0,114327.91768924333,336518.62828136183,336518.62828136183,0.0,10,0.7,-140.4950713363008
166,0.3,39703.381072032134,73090.73194040058,10,4208000,166,39703.381072032134,39703.38107203214,73090.73194040058,-21.49666955701476,0.0,39703.38107203214,250452.9576025396,250452.9576025396,0.0,10,0.3,-21.49666955701476
167,0.4,46003.430302916844,52548.63719847341,10,4232000,167,46003.430302916844,46003.43030291681,52548.63719847341,-184.03934247307774,0.0,46003.43030291681,148448.69616668686,148448.69616668686,0.0,10,0.4,-184.03934247307774
168,0.5,52792.875954737785,45797.02942477351,10,4256000,168,52792.875954737785,52792.875954737785,45797.02942477351,4988.842696298964,0.0,52792.875954737785,130738.07793821364,130738.07793821364,0.0,10,0.5,4988.842696298964
169,0.3,57153.58095464068,101646.60672210882,10,4280000,169,57153.58095464068,57153.58095464064,101646.60672210882,-124.69217484583119,0.0,57153.58095464064,346327.4469550701,346327.4469550701,0.0,10,0.3,-124.69217484583119
170,0.6,48503.4134290658,64336.339038653554,10,4304000,170,48503.4134290658,48503.41342906577,64336.339038653554,4.3045392550939585,0.0,48503.41342906577,211474.3893355584,211474.3893355584,0.0,10,0.6,4.3045392550939585
171,0.3,56361.6552930621,75698.90367403565,10,4328000,171,56361.6552930621,56361.655293062075,75698.90367403565,-28.100219303075384,0.0,56361.655293062075,211474.8920735506,211474.8920735506,0.0,10,0.3,-28.100219303075384
172,0.7,96783.57177338534,80114.86688069714,10,4352000,172,96783.57177338534,96783.5717733853,80114.86688069714,-38.06523727670801,0.0,96783.5717733853,219694.773196104,219694.773196104,0.0,10,0.7,-38.06523727670801
173,0.7,51917.41611134442,48316.62462992694,10,4376000,173,51917.41611134442,51917.41611134441,48316.62462992694,356.07398744012403,0.0,51917.41611134441,143105.45787102476,143105.45787102476,0.0,10,0.7,356.07398744012403
174,0.3,29680.863367399834,45566.91577406716,10,4400000,174,29680.863367399834,29680.86336739983,45566.91577406716,-31.970371693544557,0.0,29680.86336739983,155121.5081648473,155121.5081648473,0.0,10,0.3,-31.970371693544557
175,0.3,39872.89076653829,79341.45841350053,10,4424000,175,39872.89076653829,39872.89076653826,79341.45841350053,-106.97869078642236,0.0,39872.89076653826,234501.54437239023,234501.54437239023,0.0,10,0.3,-106.97869078642236
176,0.4,25281.296707461035,52092.41048353021,10,4448000,176,25281.296707461035,25281.296707461028,52092.41048353021,-124.053379966166,0.0,25281.296707461028,174777.6050448964,174777.6050448964,0.0,10,0.4,-124.053379966166
177,0.4,64624.69526122544,73605.01950340769,10,4472000,177,64624.69526122544,64624.69526122547,73605.01950340769,-80.27836006400067,0.0,64624.69526122547,192199.88807676113,192199.88807676113,0.0,10,0.4,-80.27836006400067
178,0.2,25078.393100564346,39161.54313507396,10,4496000,178,25078.393100564346,25078.393100564346,39161.54313507396,-99.69171711433333,0.0,25078.393100564346,101132.46306599666,101132.46306599666,0.0,10,0.2,-99.69171711433333
179,0.1,15150.141302158381,40046.31192464207,10,4520000,179,15150.141302158381,15150.141302158378,40046.31192464207,-95.37258237607685,0.0,15150.141302158378,134239.6474997514,134239.6474997514,0.0,10,0.1,-95.37258237607685
180,0.3,39492.17065377577,53401.56823091749,10,4544000,180,39492.17065377577,39492.170653775785,53401.56823091749,-47.436502068613855,0.0,39492.170653775785,153877.90158957872,153877.90158957872,0.0,10,0.3,-47.436502068613855
181,0.3,23265.921555953017,36693.46849744012,10,4568000,181,23265.921555953017,23265.921555953006,36693.46849744012,-99.04591736904943,0.0,23265.921555953006,112328.98744070264,112328.98744070264,0.0,10,0.3,-99.04591736904943
182,0.1,13947.704129127223,28033.68895357605,10,4592000,182,13947.704129127223,13947.704129127223,28033.68895357605,-164.73266448557672,0.0,13947.704129127223,71678.27992264902,71678.27992264902,0.0,10,0.1,-164.73266448557672
183,0.1,9137.33813331898,20818.057411337883,10,4616000,183,9137.33813331898,9137.338133318988,20818.057411337883,-105.17867306605008,0.0,9137.338133318988,71111.96732386913,71111.96732386913,0.0,10,0.1,-105.17867306605008
184,0.1,25335.91711733824,43096.19773392229,10,4640000,184,25335.91711733824,25335.917117338257,43096.19773392229,-97.48988855963829,0.0,25335.917117338257,136932.0453932817,136932.0453932817,0.0,10,0.1,-97.48988855963829
185,0.1,24788.909520107984,49216.85239393487,10,4664000,185,24788.909520107984,24788.90952010798,49216.85239393487,-66.41374342575384,0.0,24788.90952010798,156271.27304003245,156271.27304003245,0.0,10,0.1,-66.41374342575384
186,0.4,55406.07238325004,60983.8223152634,10,4688000,186,55406.07238325004,55406.07238325003,60983.8223152634,124.02720132935093,0.0,55406.07238325003,167308.21935685995,167308.21935685995,0.0,10,0.4,124.02720132935093
187,0.4,56305.81719155157,71070.93120682005,10,4712000,187,56305.81719155157,56305.817191551556,71070.93120682005,-88.25193277013564,0.0,56305.817191551556,192246.53025387527,192246.53025387527,0.0,10,0.4,-88.25193277013564
188,0.4,30437.18920713735,39103.59079163465,10,4736000,188,30437.18920713735,30437.18920713736,39103.59079163465,-128.4260189180062,0.0,30437.18920713736,95997.33602255846,95997.33602255846,0.0,10,0.4,-128.4260189180062
189,0.2,48740.55914751736,68045.90743474473,10,4760000,189,48740.55914751736,48740.559147517386,68045.90743474473,2918.4675590897677,0.0,48740.559147517386,205705.77049260924,205705.77049260924,0.0,10,0.2,2918.4675590897677
190,0.3,44963.65301516902,50872.782313318785,10,4784000,190,44963.65301516902,44963.65301516903,50872.782313318785,-41.13834351437238,0.0,44963.65301516903,142681.50982735312,142681.50982735312,0.0,10,0.3,-41.13834351437238
191,0.3,37232.387819896205,54675.8173981558,10,4808000,191,37232.387819896205,37232.38781989619,54675.8173981558,-42.60369384644627,0.0,37232.38781989619,146650.10308823353,146650.10308823353,0.0,10,0.3,-42.60369384644627
192,0.0,2804.8046353706213,8366.577070795625,10,4832000,192,2804.8046353706213,2804.8046353706213,8366.577070795625,-103.34590274635303,0.0,2804.8046353706213,27897.201814889595,27897.201814889595,0.0,10,0.0,-103.34590274635303
193,0.3,41061.05216420273,58962.523890282595,10,4856000,193,41061.05216420273,41061.05216420272,58962.523890282595,-90.73991872617266,0.0,41061.05216420272,163064.0371596402,163064.0371596402,0.0,10,0.3,-90.73991872617266
194,0.4,38434.29317480579,61071.641781767335,10,4880000,194,38434.29317480579,38434.293174805774,61071.641781767335,-102.0487609103068,0.0,38434.293174805774,174704.49906135473,174704.49906135473,0.0,10,0.4,-102.0487609103068
195,0.1,13423.073904858178,40423.95077455891,10,4904000,195,13423.073904858178,13423.07390485818,40423.95077455891,-102.49126462723774,0.0,13423.07390485818,134694.84837677184,134694.84837677184,0.0,10,0.1,-102.49126462723774
196,0.7,115898.2638962788,92594.77109106327,10,4928000,196,115898.2638962788,115898.26389627883,92594.77109106327,-52.75190660489061,0.0,115898.26389627883,253829.71828771665,253829.71828771665,0.0,10,0.7,-52.75190660489061
197,0.2,31913.486817691162,54849.76511236626,10,4952000,197,31913.486817691162,31913.486817691184,54849.76511236626,-102.96688444416858,0.0,31913.486817691184,158711.0193045921,158711.0193045921,0.0,10,0.2,-102.96688444416858
198,0.2,42037.992971421176,76102.32341720107,10,4976000,198,42037.992971421176,42037.99297142117,76102.32341720107,-51.71665936608682,0.0,42037.99297142117,244896.60254493324,244896.60254493324,0.0,10,0.2,-51.71665936608682
199,0.2,53734.64617849291,88422.56857469384,10,5000000,199,53734.64617849291,53734.64617849293,88422.56857469384,-80.20712837742381,0.0,53734.64617849293,265101.5320993234,265101.5320993234,0.0,10,0.2,-80.20712837742381
