MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/Average/StdReturn
0.0,-24.70646674317616,-24.854617202830134,7.590311,632000,10,-25.08629637559769,-24.70646674317616,0.0,45.082344,17,-24.854617202830134,10,-25.08629637559769,16.756832,-24.854617202830134,-24.854617202830134,0.0,6.2055917,nan,0.11515756359456275,0.0,17,0.11515756359456275
0.0,-24.996589937990166,-25.08054224116905,7.647884,656000,10,-25.185189801846324,-24.996589937990166,0.0,44.60344,18,-25.08054224116905,10,-25.185189801846324,11.707814,-25.08054224116904,-25.08054224116904,0.0,6.210152,nan,0.050155639063991404,0.0,18,0.050155639063991404
0.0,-28.136562626291777,-29.066751493574678,7.652746,680000,10,-29.527248527370826,-28.136562626291777,0.0,44.098297,19,-29.066751493574678,10,-29.527248527370826,7.4868536,-29.066751493574685,-29.066751493574685,0.0,6.21435,nan,0.47134998426864866,0.0,19,0.47134998426864866
0.0,-24.279108227598307,-24.499474029286482,7.6734786,704000,10,-24.7651357223097,-24.279108227598307,0.0,43.644936,20,-24.499474029286482,10,-24.7651357223097,3.5789046,-24.499474029286485,-24.499474029286485,0.0,6.220909,nan,0.16286131184671743,0.0,20,0.16286131184671743
0.0,-22.172273666300878,-22.432565145230164,7.6406326,728000,10,-22.622485633213913,-22.172273666300878,0.0,42.922596,21,-22.432565145230164,10,-22.622485633213913,-0.21693191,-22.43256514523016,-22.43256514523016,0.0,6.2307677,nan,0.12234401282299703,0.0,21,0.12234401282299703
0.0,-23.924252806238858,-24.138651001262858,7.6695204,752000,10,-24.52180936642028,-23.924252806238858,0.0,42.44954,22,-24.138651001262858,10,-24.52180936642028,-4.2764535,-24.138651001262858,-24.138651001262858,0.0,6.234133,nan,0.19898409015517068,0.0,22,0.19898409015517068
0.0,-22.306120923393827,-23.6099493849172,7.6587462,776000,10,-24.05362309691808,-22.306120923393827,0.0,41.36535,23,-23.6099493849172,10,-24.05362309691808,-9.12489,-23.609949384917197,-23.609949384917197,0.0,6.246075,nan,0.6429842820559689,0.0,23,0.6429842820559689
0.0,-26.4102544351437,-26.82524330440914,7.634258,800000,10,-27.10645812966403,-26.4102544351437,0.0,40.541092,24,-26.82524330440914,10,-27.10645812966403,-13.719284,-26.825243304409145,-26.825243304409145,0.0,6.2546234,nan,0.2313577543873065,0.0,24,0.2313577543873065
0.0,-25.31030222782473,-25.376832792550346,7.6368628,824000,10,-25.52608860471947,-25.31030222782473,0.0,39.88226,25,-25.376832792550346,10,-25.52608860471947,-17.55348,-25.376832792550342,-25.376832792550342,0.0,6.260707,nan,0.06674395158235501,0.0,25,0.06674395158235501
0.0,-24.34113340943951,-24.394847043096643,7.635293,848000,10,-24.44969025587713,-24.34113340943951,0.0,39.365303,26,-24.394847043096643,10,-24.44969025587713,-20.726736,-24.39484704309665,-24.39484704309665,0.0,6.2650476,nan,0.033116335120633854,0.0,26,0.033116335120633854
0.0,-21.62922149534912,-21.699338334398202,7.6255493,872000,10,-21.767115756396095,-21.62922149534912,0.0,38.7191,27,-21.699338334398202,10,-21.767115756396095,-24.168703,-21.6993383343982,-21.6993383343982,0.0,6.2692146,nan,0.04121663022233503,0.0,27,0.04121663022233503
0.0,-21.21855585356948,-21.31806687519977,7.634268,896000,10,-21.433660977176718,-21.21855585356948,0.0,38.07395,28,-21.31806687519977,10,-21.433660977176718,-27.74533,-21.31806687519977,-21.31806687519977,0.0,6.2799616,nan,0.056670935677734825,0.0,28,0.056670935677734825
0.0,-21.53774391582555,-21.720447889369993,7.626942,920000,10,-21.93817359510368,-21.53774391582555,0.0,37.436546,29,-21.720447889369993,10,-21.93817359510368,-30.908232,-21.72044788936999,-21.72044788936999,0.0,6.2874336,nan,0.10433519455742632,0.0,29,0.10433519455742632
0.0,-21.598625980090976,-21.686969106221277,7.6260104,944000,10,-21.769180834252943,-21.598625980090976,0.0,37.054504,30,-21.686969106221277,10,-21.769180834252943,-34.058483,-21.686969106221277,-21.686969106221277,0.0,6.2899694,nan,0.05827331117705298,0.0,30,0.05827331117705298
0.0,-23.890374460037446,-23.990743818768653,7.626838,968000,10,-24.11316725961269,-23.890374460037446,0.0,36.53221,31,-23.990743818768653,10,-24.11316725961269,-36.491955,-23.99074381876865,-23.99074381876865,0.0,6.29435,nan,0.07861678355450559,0.0,31,0.07861678355450559
0.0,-23.602821816517864,-23.72483987131455,7.628856,992000,10,-24.05208735439448,-23.602821816517864,0.0,36.08915,32,-23.72483987131455,10,-24.05208735439448,-39.231358,-23.724839871314547,-23.724839871314547,0.0,6.2989016,nan,0.13108836134076046,0.0,32,0.13108836134076046
0.0,-21.268663619218348,-21.296171723507168,7.6246557,1016000,10,-21.35785855411315,-21.268663619218348,0.0,35.553387,33,-21.296171723507168,10,-21.35785855411315,-42.146626,-21.296171723507165,-21.296171723507165,0.0,6.302895,nan,0.025674453531543052,0.0,33,0.025674453531543052
0.0,-21.318040913822692,-21.43831829457345,7.6249743,1040000,10,-21.507132650115135,-21.318040913822692,0.0,35.167976,34,-21.43831829457345,10,-21.507132650115135,-44.592953,-21.438318294573445,-21.438318294573445,0.0,6.309965,nan,0.06305269995801961,0.0,34,0.06305269995801961
0.0,-22.905655709614834,-23.019409782401624,7.624891,1064000,10,-23.145836770005175,-22.905655709614834,0.0,34.59747,35,-23.019409782401624,10,-23.145836770005175,-47.253407,-23.019409782401627,-23.019409782401627,0.0,6.315209,nan,0.07913516349625278,0.0,35,0.07913516349625278
0.0,-20.949481338350957,-21.246589728117293,7.624794,1088000,10,-21.451394746662206,-20.949481338350957,0.0,34.00125,36,-21.246589728117293,10,-21.451394746662206,-50.13677,-21.246589728117293,-21.246589728117293,0.0,6.3190556,nan,0.16244105071924458,0.0,36,0.16244105071924458
0.0,-21.929227897298382,-21.973509929537986,7.624673,1112000,10,-22.028059173270798,-21.929227897298382,0.0,33.47832,37,-21.973509929537986,10,-22.028059173270798,-52.582428,-21.97350992953799,-21.97350992953799,0.0,6.326155,nan,0.034728858153984014,0.0,37,0.034728858153984014
0.0,-23.836271932434215,-24.030537014822855,7.6246843,1136000,10,-24.254580867292926,-23.836271932434215,0.0,32.575558,38,-24.030537014822855,10,-24.254580867292926,-55.44838,-24.030537014822855,-24.030537014822855,0.0,6.332893,nan,0.13470719791477656,0.0,38,0.13470719791477656
0.0,-20.115198581546327,-20.193322401432873,7.624625,1160000,10,-20.24318233469702,-20.115198581546327,0.0,32.124134,39,-20.193322401432873,10,-20.24318233469702,-58.01168,-20.193322401432873,-20.193322401432873,0.0,6.34096,nan,0.036404274335617284,0.0,39,0.036404274335617284
0.0,-20.531755899532726,-20.575063509584243,7.624623,1184000,10,-20.66569931659114,-20.531755899532726,0.0,31.62975,40,-20.575063509584243,10,-20.66569931659114,-60.030727,-20.57506350958424,-20.57506350958424,0.0,6.345139,nan,0.0461230445721321,0.0,40,0.0461230445721321
0.0,-20.771860607523298,-20.888566705656796,7.6246257,1208000,10,-20.992893544805135,-20.771860607523298,0.0,31.192421,41,-20.888566705656796,10,-20.992893544805135,-62.201595,-20.888566705656796,-20.888566705656796,0.0,6.346618,nan,0.05969917233223192,0.0,41,0.05969917233223192
0.0,-22.47224624208726,-22.707426187275733,7.6246243,1232000,10,-22.786353497930975,-22.47224624208726,0.0,30.79236,42,-22.707426187275733,10,-22.786353497930975,-64.1254,-22.70742618727573,-22.70742618727573,0.0,6.3523498,nan,0.08833310079475636,0.0,42,0.08833310079475636
0.0,-21.70764554646469,-21.809376813734062,7.624625,1256000,10,-21.95188447327142,-21.70764554646469,0.0,30.28438,43,-21.809376813734062,10,-21.95188447327142,-66.017044,-21.809376813734065,-21.809376813734065,0.0,6.3561864,nan,0.08215636630397742,0.0,43,0.08215636630397742
0.0,-21.02509570153158,-21.148652525241943,7.6246276,1280000,10,-21.27151717936848,-21.02509570153158,0.0,29.996498,44,-21.148652525241943,10,-21.27151717936848,-68.03358,-21.148652525241936,-21.148652525241936,0.0,6.361392,nan,0.07752661549628173,0.0,44,0.07752661549628173
0.0,-21.815989625619455,-21.857381560021118,7.624623,1304000,10,-21.92655150299537,-21.815989625619455,0.0,29.545063,45,-21.857381560021118,10,-21.92655150299537,-69.50711,-21.857381560021118,-21.857381560021118,0.0,6.364216,nan,0.0318931150424037,0.0,45,0.0318931150424037
0.0,-21.882230011749968,-21.998128999498526,7.6246247,1328000,10,-22.244288387359408,-21.882230011749968,0.0,29.3773,46,-21.998128999498526,10,-22.244288387359408,-70.951004,-21.99812899949852,-21.99812899949852,0.0,6.368488,nan,0.0992735959889952,0.0,46,0.0992735959889952
0.0,-22.190449512445785,-22.300043728903468,7.624625,1352000,10,-22.425693137848135,-22.190449512445785,0.0,28.982985,47,-22.300043728903468,10,-22.425693137848135,-72.945625,-22.300043728903464,-22.300043728903464,0.0,6.371463,nan,0.07888064164472089,0.0,47,0.07888064164472089
0.0,-20.310302819632508,-20.37268833127272,7.624625,1376000,10,-20.422488086672526,-20.310302819632508,0.0,28.641994,48,-20.37268833127272,10,-20.422488086672526,-74.69444,-20.37268833127273,-20.37268833127273,0.0,6.376095,nan,0.035747827428018755,0.0,48,0.035747827428018755
0.0,-21.43323743869412,-21.603150905812765,7.624625,1400000,10,-21.67841737974481,-21.43323743869412,0.0,28.269695,49,-21.603150905812765,10,-21.67841737974481,-75.923096,-21.603150905812768,-21.603150905812768,0.0,6.3780165,nan,0.06869268890843491,0.0,49,0.06869268890843491
0.0,-21.67611723546197,-21.769059813812174,7.624625,1424000,10,-21.873254602352095,-21.67611723546197,0.0,27.868265,50,-21.769059813812174,10,-21.873254602352095,-77.38128,-21.76905981381217,-21.76905981381217,0.0,6.382749,nan,0.07003507843758136,0.0,50,0.07003507843758136
0.0,-20.446893568452925,-20.664903105414346,7.624625,1448000,10,-20.85271369303461,-20.446893568452925,0.0,27.672934,51,-20.664903105414346,10,-20.85271369303461,-78.664856,-20.664903105414346,-20.664903105414346,0.0,6.3858166,nan,0.14235930492315776,0.0,51,0.14235930492315776
0.0,-22.269976641535663,-22.34417751201739,7.624625,1472000,10,-22.391418739826815,-22.269976641535663,0.0,27.388536,52,-22.34417751201739,10,-22.391418739826815,-80.07089,-22.34417751201739,-22.34417751201739,0.0,6.386518,nan,0.03864784039072159,0.0,52,0.03864784039072159
0.0,-20.290563755565863,-20.366543100081877,7.6246257,1496000,10,-20.49749660255269,-20.290563755565863,0.0,27.07254,53,-20.366543100081877,10,-20.49749660255269,-81.45391,-20.366543100081877,-20.366543100081877,0.0,6.3925004,nan,0.056104934672629336,0.0,53,0.056104934672629336
0.0,-23.207756450831056,-23.370221666489396,7.6246243,1520000,10,-23.471327258604507,-23.207756450831056,0.0,26.859306,54,-23.370221666489396,10,-23.471327258604507,-82.77689,-23.370221666489396,-23.370221666489396,0.0,6.3964005,nan,0.08602581585852327,0.0,54,0.08602581585852327
0.0,-21.878149021699237,-21.98520745179173,7.624625,1544000,10,-22.067793435582995,-21.878149021699237,0.0,26.374422,55,-21.98520745179173,10,-22.067793435582995,-84.14042,-21.985207451791737,-21.985207451791737,0.0,6.398949,nan,0.0740911835957794,0.0,55,0.0740911835957794
0.0,-21.756640001383303,-21.866365297215264,7.6246247,1568000,10,-21.939332926813695,-21.756640001383303,0.0,26.148312,56,-21.866365297215264,10,-21.939332926813695,-85.29438,-21.86636529721526,-21.86636529721526,0.0,6.4004974,nan,0.06000785616564234,0.0,56,0.06000785616564234
0.0,-21.974549242684095,-22.32546220746396,7.624626,1592000,10,-22.71777798090672,-21.974549242684095,0.0,26.039055,57,-22.32546220746396,10,-22.71777798090672,-86.31493,-22.325462207463953,-22.325462207463953,0.0,6.4038444,nan,0.18648533939958353,0.0,57,0.18648533939958353
0.0,-21.37057290475634,-21.424002038448524,7.6246247,1616000,10,-21.492822745348693,-21.37057290475634,0.0,25.58167,58,-21.424002038448524,10,-21.492822745348693,-87.5303,-21.42400203844852,-21.42400203844852,0.0,6.406876,nan,0.03814777350798727,0.0,58,0.03814777350798727
0.0,-21.582287889507956,-21.634963072756438,7.624622,1640000,10,-21.686264480880332,-21.582287889507956,0.0,25.421152,59,-21.634963072756438,10,-21.686264480880332,-88.50578,-21.634963072756435,-21.634963072756435,0.0,6.4106317,nan,0.03835986021923583,0.0,59,0.03835986021923583
0.0,-21.372056890174566,-21.413061401948166,7.624625,1664000,10,-21.459701815891723,-21.372056890174566,0.0,25.080128,60,-21.413061401948166,10,-21.459701815891723,-89.62894,-21.413061401948163,-21.413061401948163,0.0,6.4113855,nan,0.02338247768345491,0.0,60,0.02338247768345491
0.0,-20.60467142926494,-20.646218911500128,7.6246247,1688000,10,-20.74145906604962,-20.60467142926494,0.0,24.748075,61,-20.646218911500128,10,-20.74145906604962,-90.61125,-20.646218911500124,-20.646218911500124,0.0,6.4151883,nan,0.03706359997841736,0.0,61,0.03706359997841736
0.0,-20.51262089112989,-20.619347150712848,7.6246257,1712000,10,-20.69010820261173,-20.51262089112989,0.0,24.517776,62,-20.619347150712848,10,-20.69010820261173,-91.70852,-20.619347150712848,-20.619347150712848,0.0,6.4152703,nan,0.05174501876255258,0.0,62,0.05174501876255258
0.0,-22.602982266185016,-22.728134441247082,7.624625,1736000,10,-22.907955901357724,-22.602982266185016,0.0,24.401524,63,-22.728134441247082,10,-22.907955901357724,-92.687256,-22.72813444124708,-22.72813444124708,0.0,6.4178753,nan,0.09118510029491655,0.0,63,0.09118510029491655
0.0,-22.287164541916848,-22.436121615674264,7.6246243,1760000,10,-22.635844060334268,-22.287164541916848,0.0,24.100784,64,-22.436121615674264,10,-22.635844060334268,-93.42648,-22.43612161567426,-22.43612161567426,0.0,6.4207654,nan,0.0930068439577249,0.0,64,0.0930068439577249
0.0,-21.46731110723587,-21.572810969146662,7.6246243,1784000,10,-21.735603552016112,-21.46731110723587,0.0,23.83776,65,-21.572810969146662,10,-21.735603552016112,-94.329765,-21.572810969146662,-21.572810969146662,0.0,6.4206285,nan,0.07614359761021235,0.0,65,0.07614359761021235
0.0,-21.900987157090217,-21.99313997911666,7.624622,1808000,10,-22.051178077156596,-21.900987157090217,0.0,23.565933,66,-21.99313997911666,10,-22.051178077156596,-95.06664,-21.99313997911667,-21.99313997911667,0.0,6.422404,nan,0.05085740096565071,0.0,66,0.05085740096565071
0.0,-21.715967829847653,-21.856754668213963,7.6246257,1832000,10,-22.016541571969636,-21.715967829847653,0.0,23.224066,67,-21.856754668213963,10,-22.016541571969636,-96.11097,-21.856754668213956,-21.856754668213956,0.0,6.425916,nan,0.11399207237945325,0.0,67,0.11399207237945325
0.0,-20.500209324498726,-20.586836427250166,7.624625,1856000,10,-20.69656200441033,-20.500209324498726,0.0,23.066298,68,-20.586836427250166,10,-20.69656200441033,-96.7475,-20.586836427250166,-20.586836427250166,0.0,6.4314094,nan,0.0663111847583792,0.0,68,0.0663111847583792
0.0,-21.579407896232283,-21.78847840296378,7.6246257,1880000,10,-21.926292130614275,-21.579407896232283,0.0,22.855152,69,-21.78847840296378,10,-21.926292130614275,-97.73619,-21.788478402963783,-21.788478402963783,0.0,6.432492,nan,0.09702764506426054,0.0,69,0.09702764506426054
0.0,-22.027926345925852,-22.223053658499015,7.6246257,1904000,10,-22.36490546417801,-22.027926345925852,0.0,22.706308,70,-22.223053658499015,10,-22.36490546417801,-98.49799,-22.223053658499012,-22.223053658499012,0.0,6.4341016,nan,0.11177791443605077,0.0,70,0.11177791443605077
0.0,-21.93716950464583,-22.081912181098147,7.624625,1928000,10,-22.243727043168516,-21.93716950464583,0.0,22.429827,71,-22.081912181098147,10,-22.243727043168516,-99.33853,-22.081912181098154,-22.081912181098154,0.0,6.437285,nan,0.07917576072093772,0.0,71,0.07917576072093772
0.0,-22.6656073809424,-22.76939339681504,7.6246243,1952000,10,-22.866287266844296,-22.6656073809424,0.0,22.167543,72,-22.76939339681504,10,-22.866287266844296,-100.12692,-22.769393396815044,-22.769393396815044,0.0,6.439263,nan,0.06139740115731616,0.0,72,0.06139740115731616
0.0,-21.357584485776425,-21.526136942948927,7.6246214,1976000,10,-21.621753202111478,-21.357584485776425,0.0,22.084,73,-21.526136942948927,10,-21.621753202111478,-100.8974,-21.52613694294893,-21.52613694294893,0.0,6.441669,nan,0.07779675103863055,0.0,73,0.07779675103863055
0.0,-21.896945716717813,-22.105513820012664,7.624622,2000000,10,-22.263417141160804,-21.896945716717813,0.0,21.85548,74,-22.105513820012664,10,-22.263417141160804,-101.774,-22.10551382001266,-22.10551382001266,0.0,6.444633,nan,0.11110404573672357,0.0,74,0.11110404573672357
0.0,-21.956843616591936,-22.077972220713477,7.624622,2024000,10,-22.19729433811179,-21.956843616591936,0.0,21.683752,75,-22.077972220713477,10,-22.19729433811179,-102.499016,-22.07797222071347,-22.07797222071347,0.0,6.446284,nan,0.07689732150691851,0.0,75,0.07689732150691851
0.0,-23.161095408289963,-23.375695207768427,7.624625,2048000,10,-23.56012596584051,-23.161095408289963,0.0,21.42322,76,-23.375695207768427,10,-23.56012596584051,-103.168625,-23.375695207768437,-23.375695207768437,0.0,6.4470196,nan,0.1100321965131184,0.0,76,0.1100321965131184
0.0,-23.291585309705045,-23.363519307779445,7.6246257,2072000,10,-23.42598194509456,-23.291585309705045,0.0,21.203346,77,-23.363519307779445,10,-23.42598194509456,-103.793755,-23.363519307779445,-23.363519307779445,0.0,6.4498377,nan,0.04953693891067769,0.0,77,0.04953693891067769
0.0,-22.73070577797213,-22.945799229467948,7.624625,2096000,10,-23.082605551870117,-22.73070577797213,0.0,20.9866,78,-22.945799229467948,10,-23.082605551870117,-104.47641,-22.945799229467948,-22.945799229467948,0.0,6.4513965,nan,0.09562240277263402,0.0,78,0.09562240277263402
0.0,-21.28840188813005,-21.442036860906533,7.6246233,2120000,10,-21.547733739311788,-21.28840188813005,0.0,21.017796,79,-21.442036860906533,10,-21.547733739311788,-104.93247,-21.442036860906533,-21.442036860906533,0.0,6.453832,nan,0.06743852581219124,0.0,79,0.06743852581219124
0.0,-21.528299809945004,-21.623532379417387,7.6246247,2144000,10,-21.705412372974262,-21.528299809945004,0.0,20.628761,80,-21.623532379417387,10,-21.705412372974262,-105.468575,-21.623532379417384,-21.623532379417384,0.0,6.454957,nan,0.057425821957009425,0.0,80,0.057425821957009425
0.0,-21.86334544893894,-21.972652553060747,7.624621,2168000,10,-22.095398728075956,-21.86334544893894,0.0,20.542198,81,-21.972652553060747,10,-22.095398728075956,-105.87133,-21.972652553060747,-21.972652553060747,0.0,6.454994,nan,0.07173962779693198,0.0,81,0.07173962779693198
0.0,-22.55822991879329,-22.650726064827147,7.6246247,2192000,10,-22.71810269454814,-22.55822991879329,0.0,20.291567,82,-22.650726064827147,10,-22.71810269454814,-106.68942,-22.650726064827147,-22.650726064827147,0.0,6.457414,nan,0.049244028290650985,0.0,82,0.049244028290650985
0.0,-21.421957190250414,-21.607142484434693,7.6246243,2216000,10,-21.73119048689194,-21.421957190250414,0.0,20.14311,83,-21.607142484434693,10,-21.73119048689194,-107.17541,-21.607142484434686,-21.607142484434686,0.0,6.460328,nan,0.08813227034576823,0.0,83,0.08813227034576823
0.0,-21.526113068997518,-21.572860298537147,7.624623,2240000,10,-21.631991059402313,-21.526113068997518,0.0,19.874996,84,-21.572860298537147,10,-21.631991059402313,-107.80325,-21.572860298537147,-21.572860298537147,0.0,6.459619,nan,0.031595843609222254,0.0,84,0.031595843609222254
0.0,-22.16787399868211,-22.230435505121232,7.6246204,2264000,10,-22.29752368426456,-22.16787399868211,0.0,19.816526,85,-22.230435505121232,10,-22.29752368426456,-108.22436,-22.230435505121225,-22.230435505121225,0.0,6.4633026,nan,0.040226729999417545,0.0,85,0.040226729999417545
0.0,-21.53405501032305,-21.598529674011555,7.624625,2288000,10,-21.715709936111196,-21.53405501032305,0.0,19.615843,86,-21.598529674011555,10,-21.715709936111196,-108.8172,-21.598529674011555,-21.598529674011555,0.0,6.4645762,nan,0.053330929652262174,0.0,86,0.053330929652262174
0.0,-22.7846070916257,-22.94117378803548,7.624625,2312000,10,-23.082987310507924,-22.7846070916257,0.0,19.37465,87,-22.94117378803548,10,-23.082987310507924,-109.19126,-22.941173788035485,-22.941173788035485,0.0,6.466136,nan,0.08707081796955177,0.0,87,0.08707081796955177
0.0,-22.562430741407333,-22.723244493496676,7.624626,2336000,10,-23.001104244074376,-22.562430741407333,0.0,19.260157,88,-22.723244493496676,10,-23.001104244074376,-109.65805,-22.723244493496676,-22.723244493496676,0.0,6.4686995,nan,0.11097944160423136,0.0,88,0.11097944160423136
0.0,-21.80242637862407,-21.929169895660028,7.6246257,2360000,10,-22.088040408075667,-21.80242637862407,0.0,19.15943,89,-21.929169895660028,10,-22.088040408075667,-110.19198,-21.929169895660028,-21.929169895660028,0.0,6.4693756,nan,0.09237969812033722,0.0,89,0.09237969812033722
0.0,-21.644150451222323,-21.821517349748554,7.624625,2384000,10,-21.95476016310969,-21.644150451222323,0.0,18.981588,90,-21.821517349748554,10,-21.95476016310969,-110.55887,-21.821517349748554,-21.821517349748554,0.0,6.4720263,nan,0.10799721628936618,0.0,90,0.10799721628936618
