MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/Iteration,MetaTest/Average/StdReturn
0.0,-22.248335134297612,-22.38633482432052,7.6246257,2408000,10,-22.532996905976454,-22.248335134297612,0.0,18.92196,91,-22.38633482432052,10,-22.532996905976454,-110.8883,-22.38633482432052,-22.38633482432052,0.0,6.474537,nan,0.10766609645699639,0.0,91,0.10766609645699639
0.0,-21.54584996063551,-21.66788757487368,7.624622,2432000,10,-21.804757566267995,-21.54584996063551,0.0,18.761105,92,-21.66788757487368,10,-21.804757566267995,-111.304,-21.667887574873685,-21.667887574873685,0.0,6.4739842,nan,0.06808442655219842,0.0,92,0.06808442655219842
0.0,-21.44052674438273,-21.553247740935213,7.624626,2456000,10,-21.758207306265074,-21.44052674438273,0.0,18.622551,93,-21.553247740935213,10,-21.758207306265074,-111.76356,-21.553247740935213,-21.553247740935213,0.0,6.4758434,nan,0.09287363036462286,0.0,93,0.09287363036462286
0.0,-22.420470459229286,-22.588916407929524,7.624625,2480000,10,-22.746679917597486,-22.420470459229286,0.0,18.501925,94,-22.588916407929524,10,-22.746679917597486,-112.21194,-22.588916407929524,-22.588916407929524,0.0,6.476984,nan,0.08179103242202805,0.0,94,0.08179103242202805
0.0,-21.32699617153534,-21.430096450519102,7.624625,2504000,10,-21.571856439666565,-21.32699617153534,0.0,18.388786,95,-21.430096450519102,10,-21.571856439666565,-112.62169,-21.43009645051911,-21.43009645051911,0.0,6.4778275,nan,0.06799685429769295,0.0,95,0.06799685429769295
0.0,-22.35933482715658,-22.49434303060911,7.6246257,2528000,10,-22.6726279194986,-22.35933482715658,0.0,18.29526,96,-22.49434303060911,10,-22.6726279194986,-113.00209,-22.49434303060911,-22.49434303060911,0.0,6.4800444,nan,0.10269015786993609,0.0,96,0.10269015786993609
0.0,-22.105358169739933,-22.232323915695204,7.624626,2552000,10,-22.34357359884381,-22.105358169739933,0.0,18.189968,97,-22.232323915695204,10,-22.34357359884381,-113.366684,-22.232323915695197,-22.232323915695197,0.0,6.479735,nan,0.07563383574643436,0.0,97,0.07563383574643436
0.0,-21.858943862963432,-21.97063673626686,7.624625,2576000,10,-22.10769705886948,-21.858943862963432,0.0,18.148195,98,-21.97063673626686,10,-22.10769705886948,-113.82045,-21.97063673626686,-21.97063673626686,0.0,6.482033,nan,0.08608206895695705,0.0,98,0.08608206895695705
0.0,-22.561912565969934,-22.74840313704761,7.624625,2600000,10,-22.948164452912145,-22.561912565969934,0.0,18.110676,99,-22.74840313704761,10,-22.948164452912145,-114.15815,-22.748403137047614,-22.748403137047614,0.0,6.48108,nan,0.10173658494648614,0.0,99,0.10173658494648614
0.0,-20.52588229337505,-20.67801479720745,7.624625,2624000,10,-20.807479613523984,-20.52588229337505,0.0,17.996094,100,-20.67801479720745,10,-20.807479613523984,-114.57152,-20.678014797207446,-20.678014797207446,0.0,6.4846115,nan,0.08757833033378513,0.0,100,0.08757833033378513
0.0,-21.969086313664043,-22.04626036640205,7.6246257,2648000,10,-22.176443398562032,-21.969086313664043,0.0,17.819267,101,-22.04626036640205,10,-22.176443398562032,-114.989395,-22.04626036640205,-22.04626036640205,0.0,6.484883,nan,0.07789588847982874,0.0,101,0.07789588847982874
0.0,-21.764772751407396,-21.88512685377481,7.624626,2672000,10,-21.96265040787708,-21.764772751407396,0.0,17.798876,102,-21.88512685377481,10,-21.96265040787708,-115.25288,-21.885126853774807,-21.885126853774807,0.0,6.4873643,nan,0.05789034409620946,0.0,102,0.05789034409620946
0.0,-21.665458586424485,-21.779417659978353,7.624626,2696000,10,-21.9075720251715,-21.665458586424485,0.0,17.680859,103,-21.779417659978353,10,-21.9075720251715,-115.41076,-21.779417659978353,-21.779417659978353,0.0,6.487877,nan,0.08170453214211612,0.0,103,0.08170453214211612
0.0,-22.341815630388005,-22.795806098799396,7.624626,2720000,10,-23.04252271761722,-22.341815630388005,0.0,17.487957,104,-22.795806098799396,10,-23.04252271761722,-115.86831,-22.795806098799396,-22.795806098799396,0.0,6.4878554,nan,0.21217151363926398,0.0,104,0.21217151363926398
0.0,-21.949470239851184,-22.02507654071953,7.624625,2744000,10,-22.168904129307617,-21.949470239851184,0.0,17.498362,105,-22.02507654071953,10,-22.168904129307617,-116.13417,-22.025076540719528,-22.025076540719528,0.0,6.489636,nan,0.06375410994443727,0.0,105,0.06375410994443727
0.0,-21.35166089574708,-21.421810623479878,7.624625,2768000,10,-21.52609814671549,-21.35166089574708,0.0,17.366364,106,-21.421810623479878,10,-21.52609814671549,-116.583626,-21.421810623479878,-21.421810623479878,0.0,6.4900265,nan,0.04996959280291595,0.0,106,0.04996959280291595
0.0,-22.76581578856087,-22.866400855234232,7.624626,2792000,10,-23.095748824876715,-22.76581578856087,0.0,17.167282,107,-22.866400855234232,10,-23.095748824876715,-116.91307,-22.86640085523424,-22.86640085523424,0.0,6.491884,nan,0.11544526393752934,0.0,107,0.11544526393752934
0.0,-22.17614572433736,-22.390195437416143,7.6246223,2816000,10,-22.52424841590583,-22.17614572433736,0.0,17.097342,108,-22.390195437416143,10,-22.52424841590583,-117.24304,-22.390195437416136,-22.390195437416136,0.0,6.491654,nan,0.09601955245206206,0.0,108,0.09601955245206206
0.0,-22.055023225834297,-22.182675132841375,7.6246257,2840000,10,-22.303924550270565,-22.055023225834297,0.0,16.98738,109,-22.182675132841375,10,-22.303924550270565,-117.49975,-22.182675132841375,-22.182675132841375,0.0,6.493123,nan,0.07979721527885031,0.0,109,0.07979721527885031
0.0,-22.375673340124905,-22.48733719794368,7.624626,2864000,10,-22.649518068273217,-22.375673340124905,0.0,16.90698,110,-22.48733719794368,10,-22.649518068273217,-117.74902,-22.48733719794368,-22.48733719794368,0.0,6.4947925,nan,0.06815002628372784,0.0,110,0.06815002628372784
0.0,-21.34317088943224,-21.388927653561502,7.624625,2888000,10,-21.412238285050844,-21.34317088943224,0.0,16.784653,111,-21.388927653561502,10,-21.412238285050844,-118.19874,-21.388927653561502,-21.388927653561502,0.0,6.495785,nan,0.019397541594351007,0.0,111,0.019397541594351007
0.0,-22.510954997333446,-22.679751892876048,7.6246257,2912000,10,-22.840531291422657,-22.510954997333446,0.0,16.810324,112,-22.679751892876048,10,-22.840531291422657,-118.39092,-22.679751892876055,-22.679751892876055,0.0,6.495586,nan,0.09855083444205298,0.0,112,0.09855083444205298
0.0,-22.44790180762464,-22.49807143149864,7.6246266,2936000,10,-22.540144370009333,-22.44790180762464,0.0,16.687038,113,-22.49807143149864,10,-22.540144370009333,-118.64908,-22.49807143149865,-22.49807143149865,0.0,6.497207,nan,0.031024717831916588,0.0,113,0.031024717831916588
0.0,-21.202183740564212,-21.38532605848945,7.6246257,2960000,10,-21.479722848453136,-21.202183740564212,0.0,16.56249,114,-21.38532605848945,10,-21.479722848453136,-118.9867,-21.385326058489454,-21.385326058489454,0.0,6.4971776,nan,0.09391282933800259,0.0,114,0.09391282933800259
0.0,-21.26209843484887,-21.370211978845365,7.624625,2984000,10,-21.466346403227227,-21.26209843484887,0.0,16.578625,115,-21.370211978845365,10,-21.466346403227227,-119.2154,-21.370211978845365,-21.370211978845365,0.0,6.495799,nan,0.06319456830743309,0.0,115,0.06319456830743309
0.0,-21.935312316226437,-22.01598661600839,7.624626,3008000,10,-22.223572900729103,-21.935312316226437,0.0,16.36412,116,-22.01598661600839,10,-22.223572900729103,-119.52517,-22.015986616008398,-22.015986616008398,0.0,6.4981456,nan,0.08312765748133091,0.0,116,0.08312765748133091
0.0,-21.017980774379403,-21.1105978577477,7.624626,3032000,10,-21.21693395626129,-21.017980774379403,0.0,16.456755,117,-21.1105978577477,10,-21.21693395626129,-119.82936,-21.1105978577477,-21.1105978577477,0.0,6.4981785,nan,0.07064557574826744,0.0,117,0.07064557574826744
0.0,-22.18697784103925,-22.4205519449988,7.6246266,3056000,10,-22.632408406709697,-22.18697784103925,0.0,16.39812,118,-22.4205519449988,10,-22.632408406709697,-120.07259,-22.420551944998792,-22.420551944998792,0.0,6.4992137,nan,0.10883022018909676,0.0,118,0.10883022018909676
0.0,-22.79467344584705,-22.91631046040427,7.6246257,3080000,10,-23.142074672815443,-22.79467344584705,0.0,16.215822,119,-22.91631046040427,10,-23.142074672815443,-120.351715,-22.916310460404276,-22.916310460404276,0.0,6.4995985,nan,0.10238595368035937,0.0,119,0.10238595368035937
0.0,-21.663240987768027,-21.810714689446407,7.624626,3104000,10,-21.998748379263414,-21.663240987768027,0.0,16.10702,120,-21.810714689446407,10,-21.998748379263414,-120.79589,-21.8107146894464,-21.8107146894464,0.0,6.498909,nan,0.07753575390541145,0.0,120,0.07753575390541145
0.0,-21.945310196550658,-22.06633832416885,7.624626,3128000,10,-22.18492747098951,-21.945310196550658,0.0,16.025013,121,-22.06633832416885,10,-22.18492747098951,-121.10439,-22.066338324168857,-22.066338324168857,0.0,6.5011854,nan,0.05774294297085127,0.0,121,0.05774294297085127
0.0,-21.735936475890533,-21.867073000892,7.624626,3152000,10,-21.942824387067894,-21.735936475890533,0.0,16.023148,122,-21.867073000892,10,-21.942824387067894,-121.33683,-21.86707300089199,-21.86707300089199,0.0,6.50045,nan,0.05754544736092757,0.0,122,0.05754544736092757
0.0,-22.150804201505643,-22.21969055926734,7.624626,3176000,10,-22.29393715278206,-22.150804201505643,0.0,15.957835,123,-22.21969055926734,10,-22.29393715278206,-121.53989,-22.21969055926734,-22.21969055926734,0.0,6.5019684,nan,0.04593490580292271,0.0,123,0.04593490580292271
0.0,-21.91696414084022,-21.993892750069676,7.6246266,3200000,10,-22.082773668995852,-21.91696414084022,0.0,15.844445,124,-21.993892750069676,10,-22.082773668995852,-121.83198,-21.99389275006968,-21.99389275006968,0.0,6.5036755,nan,0.05021438251330699,0.0,124,0.05021438251330699
0.0,-21.199590510969216,-21.35996624994849,7.624627,3224000,10,-21.533649115631082,-21.199590510969216,0.0,15.728545,125,-21.35996624994849,10,-21.533649115631082,-122.06241,-21.359966249948492,-21.359966249948492,0.0,6.5044627,nan,0.08552814683790745,0.0,125,0.08552814683790745
0.0,-21.670022551616842,-21.758392077437176,7.624626,3248000,10,-21.93887623105653,-21.670022551616842,0.0,15.754154,126,-21.758392077437176,10,-21.93887623105653,-122.28992,-21.758392077437172,-21.758392077437172,0.0,6.5050163,nan,0.08425809049687265,0.0,126,0.08425809049687265
0.0,-21.890326322146127,-21.968137585915194,7.624626,3272000,10,-22.10962120103972,-21.890326322146127,0.0,15.547746,127,-21.968137585915194,10,-22.10962120103972,-122.517685,-21.968137585915194,-21.968137585915194,0.0,6.5061083,nan,0.06332053563387899,0.0,127,0.06332053563387899
0.0,-21.62272427670955,-21.734951243601024,7.6246266,3296000,10,-21.907795064161864,-21.62272427670955,0.0,15.524967,128,-21.734951243601024,10,-21.907795064161864,-122.67034,-21.734951243601024,-21.734951243601024,0.0,6.5030947,nan,0.1028023882997096,0.0,128,0.1028023882997096
0.0,-21.902629527143578,-21.953087565343456,7.6246276,3320000,10,-22.03711097482555,-21.902629527143578,0.0,15.476125,129,-21.953087565343456,10,-22.03711097482555,-122.92264,-21.953087565343452,-21.953087565343452,0.0,6.505582,nan,0.03552270744863839,0.0,129,0.03552270744863839
0.0,-21.325342532912806,-21.417706485424606,7.624626,3344000,10,-21.509737643091515,-21.325342532912806,0.0,15.236206,130,-21.417706485424606,10,-21.509737643091515,-123.1606,-21.417706485424606,-21.417706485424606,0.0,6.505876,nan,0.06377137441652142,0.0,130,0.06377137441652142
0.0,-21.933423267243057,-22.048689064449757,7.624627,3368000,10,-22.183726432186486,-21.933423267243057,0.0,15.258569,131,-22.048689064449757,10,-22.183726432186486,-123.39909,-22.048689064449757,-22.048689064449757,0.0,6.508212,nan,0.07882527218444557,0.0,131,0.07882527218444557
0.0,-21.70296474234504,-21.852657774077773,7.624627,3392000,10,-21.95345109985583,-21.70296474234504,0.0,15.1285715,132,-21.852657774077773,10,-21.95345109985583,-123.565956,-21.85265777407777,-21.85265777407777,0.0,6.5088778,nan,0.06692779535622329,0.0,132,0.06692779535622329
0.0,-22.418463689120724,-22.50777855977269,7.624626,3416000,10,-22.615441436911386,-22.418463689120724,0.0,15.249765,133,-22.50777855977269,10,-22.615441436911386,-123.775116,-22.507778559772692,-22.507778559772692,0.0,6.507313,nan,0.05229484744309481,0.0,133,0.05229484744309481
0.0,-22.36709508541612,-22.464004195102092,7.624628,3440000,10,-22.548844724593653,-22.36709508541612,0.0,15.163033,134,-22.464004195102092,10,-22.548844724593653,-123.9244,-22.464004195102092,-22.464004195102092,0.0,6.507797,nan,0.05208698438247791,0.0,134,0.05208698438247791
0.0,-21.367076174620795,-21.4624715163062,7.624627,3464000,10,-21.546184914899086,-21.367076174620795,0.0,15.135955,135,-21.4624715163062,10,-21.546184914899086,-124.08883,-21.462471516306202,-21.462471516306202,0.0,6.507619,nan,0.06087900777907068,0.0,135,0.06087900777907068
0.0,-21.607776980325667,-21.64225093650878,7.624627,3488000,10,-21.684353375141814,-21.607776980325667,0.0,15.111374,136,-21.64225093650878,10,-21.684353375141814,-124.330574,-21.64225093650878,-21.64225093650878,0.0,6.511002,nan,0.02650707277904085,0.0,136,0.02650707277904085
0.0,-21.953059415487314,-22.053829245813837,7.624627,3512000,10,-22.16270235137221,-21.953059415487314,0.0,15.062779,137,-22.053829245813837,10,-22.16270235137221,-124.575424,-22.05382924581383,-22.05382924581383,0.0,6.509845,nan,0.0720224765718757,0.0,137,0.0720224765718757
0.0,-21.317310451829663,-21.42288485184841,7.6246266,3536000,10,-21.466192144550188,-21.317310451829663,0.0,14.968545,138,-21.42288485184841,10,-21.466192144550188,-124.69937,-21.422884851848416,-21.422884851848416,0.0,6.5109725,nan,0.040712935886533054,0.0,138,0.040712935886533054
0.0,-21.959786196257237,-22.07175023970048,7.624628,3560000,10,-22.148437101357068,-21.959786196257237,0.0,14.884102,139,-22.07175023970048,10,-22.148437101357068,-124.953156,-22.071750239700478,-22.071750239700478,0.0,6.5127444,nan,0.057380189417353795,0.0,139,0.057380189417353795
0.0,-22.21509572186915,-22.32569529461794,7.624628,3584000,10,-22.4134507127817,-22.21509572186915,0.0,14.8087225,140,-22.32569529461794,10,-22.4134507127817,-125.09211,-22.32569529461794,-22.32569529461794,0.0,6.5120363,nan,0.06169260194420729,0.0,140,0.06169260194420729
0.0,-22.6035523297458,-22.83712314183641,7.624627,3608000,10,-22.97707972555699,-22.6035523297458,0.0,14.761168,141,-22.83712314183641,10,-22.97707972555699,-125.30645,-22.837123141836415,-22.837123141836415,0.0,6.512799,nan,0.12725766681796644,0.0,141,0.12725766681796644
0.0,-21.59158149262939,-21.639249761527793,7.624627,3632000,10,-21.7036706144201,-21.59158149262939,0.0,14.748509,142,-21.639249761527793,10,-21.7036706144201,-125.41163,-21.639249761527786,-21.639249761527786,0.0,6.5131993,nan,0.03297192383686423,0.0,142,0.03297192383686423
0.0,-22.311114232711677,-22.379949836425997,7.624628,3656000,10,-22.434897088466293,-22.311114232711677,0.0,14.695963,143,-22.379949836425997,10,-22.434897088466293,-125.59547,-22.379949836425993,-22.379949836425993,0.0,6.514012,nan,0.03531248865641596,0.0,143,0.03531248865641596
0.0,-22.421053424776577,-22.500131648121133,7.624626,3680000,10,-22.54194846097415,-22.421053424776577,0.0,14.745326,144,-22.500131648121133,10,-22.54194846097415,-125.7678,-22.500131648121133,-22.500131648121133,0.0,6.5140157,nan,0.039615766358478466,0.0,144,0.039615766358478466
0.0,-21.257096833951888,-21.348044635872647,7.624627,3704000,10,-21.486062593398284,-21.257096833951888,0.0,14.599136,145,-21.348044635872647,10,-21.486062593398284,-125.988884,-21.34804463587265,-21.34804463587265,0.0,6.5150967,nan,0.08423777613761975,0.0,145,0.08423777613761975
0.0,-22.36327475223564,-22.439133843943477,7.624627,3728000,10,-22.539821848522053,-22.36327475223564,0.0,14.55687,146,-22.439133843943477,10,-22.539821848522053,-126.10611,-22.439133843943473,-22.439133843943473,0.0,6.5147185,nan,0.048782593118911366,0.0,146,0.048782593118911366
0.0,-22.424256169635,-22.59101039424329,7.624627,3752000,10,-22.71811392979319,-22.424256169635,0.0,14.443386,147,-22.59101039424329,10,-22.71811392979319,-126.28337,-22.59101039424329,-22.59101039424329,0.0,6.51389,nan,0.09082882895471955,0.0,147,0.09082882895471955
0.0,-21.066610645521898,-21.13052050383275,7.6246285,3776000,10,-21.18947784166111,-21.066610645521898,0.0,14.48194,148,-21.13052050383275,10,-21.18947784166111,-126.43195,-21.130520503832752,-21.130520503832752,0.0,6.517359,nan,0.038449385648326756,0.0,148,0.038449385648326756
0.0,-22.268334894863905,-22.311667737364978,7.6246266,3800000,10,-22.35090933145812,-22.268334894863905,0.0,14.439412,149,-22.311667737364978,10,-22.35090933145812,-126.6478,-22.311667737364985,-22.311667737364985,0.0,6.514516,nan,0.025482441913861217,0.0,149,0.025482441913861217
0.0,-23.129107708837626,-23.299043782698938,7.6246276,3824000,10,-23.412441978588863,-23.129107708837626,0.0,14.311576,150,-23.299043782698938,10,-23.412441978588863,-126.78252,-23.299043782698934,-23.299043782698934,0.0,6.5155253,nan,0.08127262708029048,0.0,150,0.08127262708029048
0.0,-22.614615833116357,-22.652275016202367,7.6246276,3848000,10,-22.703987760977533,-22.614615833116357,0.0,14.223074,151,-22.652275016202367,10,-22.703987760977533,-127.00637,-22.652275016202374,-22.652275016202374,0.0,6.5180783,nan,0.031278547203667614,0.0,151,0.031278547203667614
0.0,-21.791668752938104,-21.873516766586164,7.624628,3872000,10,-21.965126073548472,-21.791668752938104,0.0,14.249036,152,-21.873516766586164,10,-21.965126073548472,-127.14913,-21.873516766586164,-21.873516766586164,0.0,6.517607,nan,0.04941184497530899,0.0,152,0.04941184497530899
0.0,-21.71507724202429,-21.803015519159334,7.624627,3896000,10,-21.85736337609615,-21.71507724202429,0.0,14.043325,153,-21.803015519159334,10,-21.85736337609615,-127.34914,-21.803015519159334,-21.803015519159334,0.0,6.5178857,nan,0.04489857708630162,0.0,153,0.04489857708630162
0.0,-21.898202935231843,-21.963680119680298,7.6246266,3920000,10,-22.042318164649622,-21.898202935231843,0.0,14.162318,154,-21.963680119680298,10,-22.042318164649622,-127.44779,-21.963680119680305,-21.963680119680305,0.0,6.5181994,nan,0.04762267090515309,0.0,154,0.04762267090515309
0.0,-22.053394516222514,-22.124673706281552,7.6246276,3944000,10,-22.293590742191128,-22.053394516222514,0.0,13.993597,155,-22.124673706281552,10,-22.293590742191128,-127.62963,-22.124673706281555,-22.124673706281555,0.0,6.518088,nan,0.07673923637087164,0.0,155,0.07673923637087164
0.0,-22.344254998250243,-22.45497175827654,7.624628,3968000,10,-22.623643950093218,-22.344254998250243,0.0,13.955341,156,-22.45497175827654,10,-22.623643950093218,-127.83035,-22.454971758276542,-22.454971758276542,0.0,6.5186634,nan,0.09019538519642431,0.0,156,0.09019538519642431
0.0,-22.309010332940602,-22.43662416273545,7.624627,3992000,10,-22.575498332520958,-22.309010332940602,0.0,13.97358,157,-22.43662416273545,10,-22.575498332520958,-127.89978,-22.43662416273546,-22.43662416273546,0.0,6.5205283,nan,0.08520149755466841,0.0,157,0.08520149755466841
0.0,-22.26494820026443,-22.3059598075248,7.6246276,4016000,10,-22.34350696753024,-22.26494820026443,0.0,13.851402,158,-22.3059598075248,10,-22.34350696753024,-128.07808,-22.30595980752479,-22.30595980752479,0.0,6.518606,nan,0.02298712707637668,0.0,158,0.02298712707637668
0.0,-21.367168151189457,-21.467937453500433,7.6246285,4040000,10,-21.66160370886865,-21.367168151189457,0.0,13.817767,159,-21.467937453500433,10,-21.66160370886865,-128.18808,-21.467937453500422,-21.467937453500422,0.0,6.5199804,nan,0.090501034336609,0.0,159,0.090501034336609
0.0,-21.549864953857536,-21.624478013821612,7.624629,4064000,10,-21.71846306729917,-21.549864953857536,0.0,13.785818,160,-21.624478013821612,10,-21.71846306729917,-128.35748,-21.624478013821616,-21.624478013821616,0.0,6.5213227,nan,0.04366966163766918,0.0,160,0.04366966163766918
0.0,-22.611311655091498,-22.71675701488067,7.624628,4088000,10,-22.826828914177877,-22.611311655091498,0.0,13.746797,161,-22.71675701488067,10,-22.826828914177877,-128.44873,-22.716757014880663,-22.716757014880663,0.0,6.520973,nan,0.06063403575128046,0.0,161,0.06063403575128046
0.0,-21.271624743930047,-21.339582334730387,7.624627,4112000,10,-21.397852530351116,-21.271624743930047,0.0,13.679234,162,-21.339582334730387,10,-21.397852530351116,-128.56905,-21.339582334730387,-21.339582334730387,0.0,6.520451,nan,0.03669790391442457,0.0,162,0.03669790391442457
0.0,-22.034334752549313,-22.22207338558661,7.6246266,4136000,10,-22.460291980111997,-22.034334752549313,0.0,13.695148,163,-22.22207338558661,10,-22.460291980111997,-128.69035,-22.222073385586608,-22.222073385586608,0.0,6.521399,nan,0.15290549790075242,0.0,163,0.15290549790075242
0.0,-22.39147802781194,-22.433575250019267,7.6246285,4160000,10,-22.47344447368998,-22.39147802781194,0.0,13.694569,164,-22.433575250019267,10,-22.47344447368998,-128.8023,-22.433575250019267,-22.433575250019267,0.0,6.5215235,nan,0.023236719103293967,0.0,164,0.023236719103293967
0.0,-22.071499937129715,-22.160304161947273,7.624628,4184000,10,-22.236350387643114,-22.071499937129715,0.0,13.630953,165,-22.160304161947273,10,-22.236350387643114,-128.96936,-22.160304161947273,-22.160304161947273,0.0,6.5193853,nan,0.05138203524769909,0.0,165,0.05138203524769909
0.0,-20.974929954450328,-21.057791143057937,7.6246285,4208000,10,-21.205404862087565,-20.974929954450328,0.0,13.513083,166,-21.057791143057937,10,-21.205404862087565,-129.10619,-21.057791143057937,-21.057791143057937,0.0,6.522486,nan,0.0674445538189234,0.0,166,0.0674445538189234
0.0,-22.50360053701079,-22.670748605372204,7.624629,4232000,10,-22.85319649999644,-22.50360053701079,0.0,13.452892,167,-22.670748605372204,10,-22.85319649999644,-129.20361,-22.6707486053722,-22.6707486053722,0.0,6.522267,nan,0.10767283648961659,0.0,167,0.10767283648961659
0.0,-21.873324012689768,-21.928853653582248,7.6246276,4256000,10,-21.982507571244533,-21.873324012689768,0.0,13.40844,168,-21.928853653582248,10,-21.982507571244533,-129.42888,-21.928853653582248,-21.928853653582248,0.0,6.5225916,nan,0.04193518302533049,0.0,168,0.04193518302533049
0.0,-22.222480987576642,-22.297675939376923,7.624628,4280000,10,-22.35683793190855,-22.222480987576642,0.0,13.419683,169,-22.297675939376923,10,-22.35683793190855,-129.53001,-22.29767593937692,-22.29767593937692,0.0,6.5240684,nan,0.0403214042428026,0.0,169,0.0403214042428026
0.0,-21.59095406638513,-21.647000352184744,7.624629,4304000,10,-21.69140355627667,-21.59095406638513,0.0,13.356467,170,-21.647000352184744,10,-21.69140355627667,-129.64987,-21.64700035218475,-21.64700035218475,0.0,6.5238504,nan,0.03365276044840301,0.0,170,0.03365276044840301
0.0,-22.026378008490347,-22.156211744411326,7.624628,4328000,10,-22.23415426545695,-22.026378008490347,0.0,13.283076,171,-22.156211744411326,10,-22.23415426545695,-129.83766,-22.156211744411316,-22.156211744411316,0.0,6.523567,nan,0.05305318031453594,0.0,171,0.05305318031453594
0.0,-21.94734568474038,-22.02516494072151,7.624629,4352000,10,-22.131978762583447,-21.94734568474038,0.0,13.351363,172,-22.02516494072151,10,-22.131978762583447,-129.88707,-22.025164940721513,-22.025164940721513,0.0,6.5213847,nan,0.054779955714225025,0.0,172,0.054779955714225025
0.0,-22.069053556146947,-22.131330337414905,7.62463,4376000,10,-22.18006793623149,-22.069053556146947,0.0,13.291802,173,-22.131330337414905,10,-22.18006793623149,-130.03233,-22.1313303374149,-22.1313303374149,0.0,6.5227904,nan,0.03350984001164317,0.0,173,0.03350984001164317
0.0,-22.442966760848368,-22.548387325832913,7.624629,4400000,10,-22.654717262881245,-22.442966760848368,0.0,13.236428,174,-22.548387325832913,10,-22.654717262881245,-130.20772,-22.548387325832913,-22.548387325832913,0.0,6.5235453,nan,0.06313989642013712,0.0,174,0.06313989642013712
0.0,-22.41797181871022,-22.552798838631176,7.624628,4424000,10,-22.660584378097003,-22.41797181871022,0.0,13.166287,175,-22.552798838631176,10,-22.660584378097003,-130.24759,-22.552798838631173,-22.552798838631173,0.0,6.524582,nan,0.07776414572803417,0.0,175,0.07776414572803417
0.0,-22.336616738256357,-22.44182698496337,7.624629,4448000,10,-22.526416726380905,-22.336616738256357,0.0,13.072422,176,-22.44182698496337,10,-22.526416726380905,-130.45615,-22.441826984963377,-22.441826984963377,0.0,6.5211844,nan,0.05520202237202019,0.0,176,0.05520202237202019
0.0,-21.965963256659194,-22.109639579198074,7.624629,4472000,10,-22.16124048926487,-21.965963256659194,0.0,13.075698,177,-22.109639579198074,10,-22.16124048926487,-130.54701,-22.109639579198063,-22.109639579198063,0.0,6.5257354,nan,0.05609620817816705,0.0,177,0.05609620817816705
0.0,-21.8788011593955,-21.9609398821301,7.6246295,4496000,10,-22.10852706741399,-21.8788011593955,0.0,13.024971,178,-21.9609398821301,10,-22.10852706741399,-130.58534,-21.9609398821301,-21.9609398821301,0.0,6.526138,nan,0.06406905515284003,0.0,178,0.06406905515284003
0.0,-22.077046880144284,-22.11093566253476,7.624628,4520000,10,-22.14849668224491,-22.077046880144284,0.0,12.987404,179,-22.11093566253476,10,-22.14849668224491,-130.68114,-22.110935662534764,-22.110935662534764,0.0,6.52701,nan,0.0209743433050786,0.0,179,0.0209743433050786
0.0,-21.658659790188374,-21.82119015354585,7.6246295,4544000,10,-21.99759901225726,-21.658659790188374,0.0,12.879706,180,-21.82119015354585,10,-21.99759901225726,-130.70648,-21.82119015354585,-21.82119015354585,0.0,6.5268927,nan,0.09816209000171207,0.0,180,0.09816209000171207
0.0,-21.968623995340728,-22.018346952039415,7.624629,4568000,10,-22.061347833088284,-21.968623995340728,0.0,12.894015,181,-22.018346952039415,10,-22.061347833088284,-130.7469,-22.018346952039415,-22.018346952039415,0.0,6.527927,nan,0.025931911912873903,0.0,181,0.025931911912873903
0.0,-21.599894016597496,-21.738464710131105,7.624629,4592000,10,-21.86420513332532,-21.599894016597496,0.0,12.873926,182,-21.738464710131105,10,-21.86420513332532,-130.87791,-21.738464710131105,-21.738464710131105,0.0,6.5271277,nan,0.07255273027239267,0.0,182,0.07255273027239267
0.0,-21.19378878400615,-21.258180826904116,7.624629,4616000,10,-21.327230785660714,-21.19378878400615,0.0,12.886135,183,-21.258180826904116,10,-21.327230785660714,-130.93692,-21.258180826904116,-21.258180826904116,0.0,6.5275307,nan,0.048225114972739035,0.0,183,0.048225114972739035
0.0,-21.830319852774096,-21.931863616238484,7.624628,4640000,10,-22.011956171363423,-21.830319852774096,0.0,12.909705,184,-21.931863616238484,10,-22.011956171363423,-131.03085,-21.931863616238484,-21.931863616238484,0.0,6.5271616,nan,0.05180327847438291,0.0,184,0.05180327847438291
