MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/faucet-close-v1/NumTrajs,TotalEnvSteps,MetaTest/faucet-close-v1/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/MinReturn,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/faucet-close-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/faucet-close-v1/MinReturn,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn
0.0,26,140700.2769008484,56655.57100926187,10,848000,56141.02116302479,-21.753801,-61.87143399193588,56655.57100926186,125649570.0,0.5,56655.57100926187,10,-61.87143399193588,0.5,56141.02116302479,0.0,nan,-136716.1,26,140700.2769008484,742.6708,56655.57100926186
0.0,27,111494.56116191571,30747.49305048581,10,872000,39132.15958011408,-22.474194,-60.418246541985,30747.493050485802,150090880.0,0.4,30747.49305048581,10,-60.418246541985,0.4,39132.15958011408,0.0,nan,-154730.88,27,111494.56116191571,609.5882,30747.493050485802
0.0,28,18269.655189518617,4840.8721339684325,10,896000,7519.265204941659,-23.35386,-63.58833052408915,4840.872133968432,147504210.0,0.0,4840.8721339684325,10,-63.58833052408915,0.0,7519.265204941659,0.0,nan,-159555.56,28,18269.655189518617,523.34076,4840.872133968432
0.0,29,121743.63313382647,31068.43757945947,10,920000,43641.41615871247,-24.516977,-54.919380964678176,31068.43757945948,165130420.0,0.4,31068.43757945947,10,-54.919380964678176,0.4,43641.41615871247,0.0,nan,-169935.42,29,121743.63313382647,477.86584,31068.43757945948
0.0,30,47037.17748672825,7415.92261023509,10,944000,14286.0501936163,-25.523544,-65.81644413469499,7415.92261023509,171840590.0,0.1,7415.92261023509,10,-65.81644413469499,0.1,14286.0501936163,0.0,nan,-182809.5,30,47037.17748672825,443.65887,7415.92261023509
0.0,31,181549.44147588173,44423.15626631344,10,968000,69371.84447321511,-26.19014,-54.586967179194005,44423.15626631347,185166580.0,0.3,44423.15626631344,10,-54.586967179194005,0.3,69371.84447321511,0.0,nan,-193234.12,31,181549.44147588173,317.9213,44423.15626631347
0.0,32,121006.89866042834,61479.43598071991,10,992000,52402.121265971466,-26.662016,-53.10347523582518,61479.43598071992,194828210.0,0.6,61479.43598071991,10,-53.10347523582518,0.6,52402.121265971466,0.0,nan,-199605.86,32,121006.89866042834,261.88226,61479.43598071992
0.0,33,76846.03357260248,11470.009321960855,10,1016000,24598.386171421527,-27.093008,-56.715088827950616,11470.009321960855,221612260.0,0.2,11470.009321960855,10,-56.715088827950616,0.2,24598.386171421527,0.0,nan,-207381.16,33,76846.03357260248,287.3307,11470.009321960855
0.0,34,136365.42429876587,34246.50830213483,10,1040000,47351.61302137226,-27.89232,-56.75097979176238,34246.508302134825,224737330.0,0.4,34246.50830213483,10,-56.75097979176238,0.4,47351.61302137226,0.0,nan,-210990.14,34,136365.42429876587,249.76813,34246.508302134825
0.0,35,139830.94408666037,38435.476192707094,10,1064000,59069.57794810362,-28.662155,-75.24443483546624,38435.476192707065,242361260.0,0.3,38435.476192707094,10,-75.24443483546624,0.3,59069.57794810362,0.0,nan,-222912.62,35,139830.94408666037,235.8025,38435.476192707065
0.0,36,149352.19874705095,62616.237910197466,10,1088000,62557.68974416652,-29.375061,-41.7922318482167,62616.23791019748,254284620.0,0.5,62616.237910197466,10,-41.7922318482167,0.5,62557.68974416652,0.0,nan,-229449.83,36,149352.19874705095,259.94446,62616.23791019748
0.0,37,101131.27644421997,17185.82029452823,10,1112000,31342.511065056828,-29.241905,-54.22280456802526,17185.82029452822,252191730.0,0.3,17185.82029452823,10,-54.22280456802526,0.3,31342.511065056828,0.0,nan,-232251.02,37,101131.27644421997,269.4328,17185.82029452822
0.0,38,144518.41627907427,31334.37099391352,10,1136000,50706.86591826823,-29.343517,-63.468817579230176,31334.370993913522,263097740.0,0.3,31334.37099391352,10,-63.468817579230176,0.3,50706.86591826823,0.0,nan,-234495.17,38,144518.41627907427,302.3365,31334.370993913522
0.0,39,69587.27403424296,6920.420340801145,10,1160000,20888.95195981108,-29.43625,-51.93249118578583,6920.420340801148,286141570.0,0.1,6920.420340801145,10,-51.93249118578583,0.1,20888.95195981108,0.0,nan,-239766.78,39,69587.27403424296,218.04213,6920.420340801148
0.0,40,136572.1976036486,25863.316730547296,10,1184000,51922.31192515426,-29.559608,-58.658787830483796,25863.3167305473,298396450.0,0.2,25863.316730547296,10,-58.658787830483796,0.2,51922.31192515426,0.0,nan,-244946.89,40,136572.1976036486,206.45227,25863.3167305473
0.0,41,135769.3852024521,27159.604910787166,10,1208000,49141.74787748539,-29.835608,-50.952085196329406,27159.604910787166,316963940.0,0.2,27159.604910787166,10,-50.952085196329406,0.2,49141.74787748539,0.0,nan,-249536.8,41,135769.3852024521,186.22119,27159.604910787166
0.0,42,129275.83636868028,19626.922359809065,10,1232000,40208.04995952376,-30.227438,-56.660473271468284,19626.92235980906,318001120.0,0.2,19626.922359809065,10,-56.660473271468284,0.2,40208.04995952376,0.0,nan,-250004.31,42,129275.83636868028,177.04408,19626.92235980906
0.0,43,168174.51635381643,32260.884167451866,10,1256000,61524.82109911057,-30.194921,-54.10483240408636,32260.884167451855,323397820.0,0.2,32260.884167451866,10,-54.10483240408636,0.2,61524.82109911057,0.0,nan,-253124.66,43,168174.51635381643,173.89116,32260.884167451855
0.0,44,149057.9204528074,48316.59977458165,10,1280000,62136.02622147726,-30.16985,-56.034613858097046,48316.599774581664,335304320.0,0.4,48316.59977458165,10,-56.034613858097046,0.4,62136.02622147726,0.0,nan,-258384.22,44,149057.9204528074,187.66241,48316.599774581664
0.0,45,141846.2645168437,44493.511809700416,10,1304000,55707.827049131076,-30.165632,-64.36527221086665,44493.511809700416,342312030.0,0.4,44493.511809700416,10,-64.36527221086665,0.4,55707.827049131076,0.0,nan,-260966.38,45,141846.2645168437,216.76344,44493.511809700416
0.0,46,155236.90188833603,43841.02087469933,10,1328000,58525.948483799126,-30.58151,-61.16456216933659,43841.02087469933,350766340.0,0.4,43841.02087469933,10,-61.16456216933659,0.4,58525.948483799126,0.0,nan,-260654.62,46,155236.90188833603,195.43082,43841.02087469933
0.0,47,151315.63766622497,41785.15856760197,10,1352000,60422.68482040826,-30.946955,-57.53365118660399,41785.15856760198,359204350.0,0.3,41785.15856760197,10,-57.53365118660399,0.3,60422.68482040826,0.0,nan,-262234.25,47,151315.63766622497,234.82272,41785.15856760198
0.0,48,118977.67326017369,13519.519785164826,10,1376000,35459.80611310658,-30.97336,-61.928252154584996,13519.519785164815,361519070.0,0.1,13519.519785164826,10,-61.928252154584996,0.1,35459.80611310658,0.0,nan,-260091.38,48,118977.67326017369,220.14575,13519.519785164815
0.0,49,152189.5921254644,61594.81075341187,10,1400000,67926.69788893124,-30.488146,-58.94461723885889,61594.810753411904,371451800.0,0.4,61594.81075341187,10,-58.94461723885889,0.4,67926.69788893124,0.0,nan,-258578.7,49,152189.5921254644,220.15764,61594.810753411904
0.0,50,153103.87843270722,77019.10844335188,10,1424000,58877.07083844348,-30.79517,-54.144584907864605,77019.10844335184,374776260.0,0.6,77019.10844335188,10,-54.144584907864605,0.6,58877.07083844348,0.0,nan,-259850.38,50,153103.87843270722,274.37534,77019.10844335184
0.0,51,168471.59901796826,48257.43733511087,10,1448000,73862.65168210815,-30.452555,-57.41908197159279,48257.43733511087,400175400.0,0.3,48257.43733511087,10,-57.41908197159279,0.3,73862.65168210815,0.0,nan,-266452.4,51,168471.59901796826,198.62003,48257.43733511087
0.0,52,162145.03017604476,64695.19492683769,10,1472000,53566.88286472741,-30.46673,-52.9061426172448,64695.19492683768,402709220.0,0.6,64695.19492683769,10,-52.9061426172448,0.6,53566.88286472741,0.0,nan,-268716.16,52,162145.03017604476,230.14032,64695.19492683768
0.0,53,149893.96798946374,36853.11654627968,10,1496000,55896.0675518424,-30.298637,-53.1470777215599,36853.11654627968,407915500.0,0.3,36853.11654627968,10,-53.1470777215599,0.3,55896.0675518424,0.0,nan,-272261.75,53,149893.96798946374,189.00009,36853.11654627968
0.0,54,147138.2504842125,33204.66850714513,10,1520000,54850.12625639172,-30.300524,-53.581924004568386,33204.66850714512,421362940.0,0.3,33204.66850714513,10,-53.581924004568386,0.3,54850.12625639172,0.0,nan,-275274.88,54,147138.2504842125,168.4739,33204.66850714512
0.0,55,112187.76786559151,49448.60254548784,10,1544000,39400.155703142525,-30.450874,-47.790337526781784,49448.60254548784,432650140.0,0.6,49448.60254548784,10,-47.790337526781784,0.6,39400.155703142525,0.0,nan,-276208.9,55,112187.76786559151,183.75336,49448.60254548784
0.0,56,57261.58681431789,11137.527109668468,10,1568000,20935.131982238698,-30.665472,-44.481066543322555,11137.52710966847,443030270.0,0.2,11137.527109668468,10,-44.481066543322555,0.2,20935.131982238698,0.0,nan,-276499.2,56,57261.58681431789,245.84972,11137.52710966847
0.0,57,110506.52080806384,36736.73613602587,10,1592000,42817.91073920392,-30.463356,-49.72382682546424,36736.736136025895,453113470.0,0.3,36736.73613602587,10,-49.72382682546424,0.3,42817.91073920392,0.0,nan,-277935.6,57,110506.52080806384,267.4239,36736.736136025895
0.0,58,19783.29276577189,4288.085292208784,10,1616000,6945.298867276162,-30.412817,-52.027465785834046,4288.0852922087815,446498720.0,0.1,4288.085292208784,10,-52.027465785834046,0.1,6945.298867276162,0.0,nan,-276490.06,58,19783.29276577189,254.66286,4288.0852922087815
0.0,59,143107.4364210151,46010.33371275373,10,1640000,53813.67973075628,-30.448507,-50.469820098215656,46010.33371275374,438330080.0,0.5,46010.33371275373,10,-50.469820098215656,0.5,53813.67973075628,0.0,nan,-275068.8,59,143107.4364210151,275.94345,46010.33371275374
0.0,60,146380.84862025615,31288.039963838593,10,1664000,54145.83901111615,-30.240553,-51.590500500202886,31288.039963838604,448510100.0,0.3,31288.039963838593,10,-51.590500500202886,0.3,54145.83901111615,0.0,nan,-275666.12,60,146380.84862025615,247.38133,31288.039963838604
0.0,61,151809.37211600153,15103.145049364199,10,1688000,45568.753069579914,-30.89168,-121.60756507162819,15103.145049364199,450269980.0,0.1,15103.145049364199,10,-121.60756507162819,0.1,45568.753069579914,0.0,nan,-276460.34,61,151809.37211600153,189.405,15103.145049364199
0.0,62,-44.52298915113006,-59.22713548615859,10,1712000,12.701979416713428,-31.235632,-85.06126900223705,-59.22713548615859,416405900.0,0.0,-59.22713548615859,10,-85.06126900223705,0.0,12.701979416713428,0.0,nan,-268157.75,62,-44.52298915113006,208.53304,-59.22713548615859
0.0,63,169849.6828758154,38911.60169670555,10,1736000,60042.71017584895,-32.06723,-59.21935509778072,38911.60169670554,352727260.0,0.2,38911.60169670555,10,-59.21935509778072,0.2,60042.71017584895,0.0,nan,-241001.77,63,169849.6828758154,397.02875,38911.60169670554
0.0,64,139289.38711504635,27074.135477850436,10,1760000,40743.601812580535,-30.829012,-52.791070355146545,27074.13547785044,397435520.0,0.2,27074.135477850436,10,-52.791070355146545,0.2,40743.601812580535,0.0,nan,-248694.66,64,139289.38711504635,239.56125,27074.13547785044
0.0,65,64721.58812756669,11063.740051499979,10,1784000,20193.577222643693,-30.445238,-56.930746902770565,11063.740051499983,421927070.0,0.3,11063.740051499979,10,-56.930746902770565,0.3,20193.577222643693,0.0,nan,-253837.12,65,64721.58812756669,151.98769,11063.740051499983
0.0,66,116935.77269533258,30976.775021860736,10,1808000,44137.2993499394,-30.665829,-55.629951761775054,30976.775021860725,417717950.0,0.3,30976.775021860736,10,-55.629951761775054,0.3,44137.2993499394,0.0,nan,-250977.27,66,116935.77269533258,205.94807,30976.775021860725
0.0,67,34298.21460543306,10292.37097326236,10,1832000,11542.531766058648,-30.635157,-57.006016087726,10292.370973262357,433330100.0,0.0,10292.37097326236,10,-57.006016087726,0.0,11542.531766058648,0.0,nan,-256593.48,67,34298.21460543306,156.65778,10292.370973262357
0.0,68,28867.00907749676,9182.852223508908,10,1856000,11281.994718202985,-30.549622,-49.986275809230364,9182.852223508902,458258140.0,0.1,9182.852223508908,10,-49.986275809230364,0.1,11281.994718202985,0.0,nan,-259512.84,68,28867.00907749676,151.09279,9182.852223508902
0.0,69,146366.49352358375,39042.01464120804,10,1880000,55390.05605907937,-30.624773,-53.79507180113615,39042.01464120805,450783870.0,0.3,39042.01464120804,10,-53.79507180113615,0.3,55390.05605907937,0.0,nan,-259839.22,69,146366.49352358375,173.71341,39042.01464120805
0.0,70,20157.433922629723,2428.654713011378,10,1904000,6065.279052245546,-30.643295,-54.3028615799779,2428.654713011376,455805120.0,0.1,2428.654713011378,10,-54.3028615799779,0.1,6065.279052245546,0.0,nan,-262148.8,70,20157.433922629723,154.09941,2428.654713011376
0.0,71,120963.10165506136,20359.92423471926,10,1928000,36029.94540368602,-31.012123,-53.359547329036054,20359.92423471926,447277400.0,0.3,20359.92423471926,10,-53.359547329036054,0.3,36029.94540368602,0.0,nan,-262770.03,71,120963.10165506136,189.2692,20359.92423471926
0.0,72,149794.54062600466,30109.840015263857,10,1952000,47860.936566841076,-30.797173,-53.52516876324309,30109.84001526386,422111600.0,0.3,30109.840015263857,10,-53.52516876324309,0.3,47860.936566841076,0.0,nan,-257897.89,72,149794.54062600466,172.3103,30109.84001526386
0.0,73,28732.00817561481,4892.895729476949,10,1976000,9953.55457061047,-31.293018,-54.01408427552764,4892.895729476949,414836400.0,0.1,4892.895729476949,10,-54.01408427552764,0.1,9953.55457061047,0.0,nan,-233425.17,73,28732.00817561481,13585.378,4892.895729476949
0.0,74,148182.63657251265,22340.12562696303,10,2000000,47633.689608198576,-31.46289,-93.48689177192344,22340.12562696305,341094240.0,0.2,22340.12562696303,10,-93.48689177192344,0.2,47633.689608198576,0.0,nan,-213119.12,74,148182.63657251265,18458.316,22340.12562696305
0.0,75,32656.22888400719,7520.288638323909,10,2024000,11918.294904067008,-31.17491,-46.63817090172292,7520.288638323907,329772930.0,0.1,7520.288638323909,10,-46.63817090172292,0.1,11918.294904067008,0.0,nan,-210122.23,75,32656.22888400719,12870.55,7520.288638323907
0.0,76,19923.337316067868,7924.932840707666,10,2048000,8250.70368135694,-31.389309,-40.75639383167041,7924.9328407076655,335367600.0,0.0,7924.932840707666,10,-40.75639383167041,0.0,8250.70368135694,0.0,nan,-209838.56,76,19923.337316067868,17715.633,7924.9328407076655
0.0,77,56703.145463493216,14702.82176450034,10,2072000,16424.301504440285,-30.987818,-50.26772540106809,14702.821764500342,350493200.0,0.2,14702.82176450034,10,-50.26772540106809,0.2,16424.301504440285,0.0,nan,-215897.17,77,56703.145463493216,8609.018,14702.821764500342
0.0,78,171454.2521239978,44544.24273495531,10,2096000,58971.81505936648,-30.4607,-55.686073103408845,44544.24273495531,379057920.0,0.4,44544.24273495531,10,-55.686073103408845,0.4,58971.81505936648,0.0,nan,-230971.69,78,171454.2521239978,409.30792,44544.24273495531
0.0,79,33058.11357102094,9627.677674247896,10,2120000,11355.898496095298,-30.823156,-56.37364563059057,9627.677674247894,385929200.0,0.1,9627.677674247896,10,-56.37364563059057,0.1,11355.898496095298,0.0,nan,-232320.7,79,33058.11357102094,472.77176,9627.677674247894
0.0,80,130847.52263492202,28218.501267197007,10,2144000,41660.911299307736,-30.706736,-53.39816090093981,28218.501267197007,395745150.0,0.4,28218.501267197007,10,-53.39816090093981,0.4,41660.911299307736,0.0,nan,-232624.73,80,130847.52263492202,692.4381,28218.501267197007
0.0,81,151591.65858658683,34217.04158153767,10,2168000,42840.03748579179,-31.055742,-55.03706898436588,34217.04158153768,410476740.0,0.5,34217.04158153767,10,-55.03706898436588,0.5,42840.03748579179,0.0,nan,-236496.8,81,151591.65858658683,99.84947,34217.04158153768
0.0,82,49762.22958886669,20468.882118312424,10,2192000,17694.434332604123,-31.337126,-47.20501287191396,20468.88211831242,404687500.0,0.4,20468.882118312424,10,-47.20501287191396,0.4,17694.434332604123,0.0,nan,-235730.62,82,49762.22958886669,98.61114,20468.88211831242
0.0,83,96970.83277303028,16315.216984265842,10,2216000,28953.689503851994,-31.464903,-51.68876981056495,16315.216984265842,398049660.0,0.2,16315.216984265842,10,-51.68876981056495,0.2,28953.689503851994,0.0,nan,-234722.38,83,96970.83277303028,114.03799,16315.216984265842
0.0,84,137248.20212356644,39339.84385142494,10,2240000,41569.0793779649,-31.390512,-51.44337824371337,39339.84385142494,421437150.0,0.5,39339.84385142494,10,-51.44337824371337,0.5,41569.0793779649,0.0,nan,-237890.84,84,137248.20212356644,96.918,39339.84385142494
0.0,85,51461.894060185565,15998.52695519153,10,2264000,18596.920883750034,-31.417458,-54.065763606043966,15998.526955191532,427803840.0,0.3,15998.52695519153,10,-54.065763606043966,0.3,18596.920883750034,0.0,nan,-238932.31,85,51461.894060185565,75.7273,15998.526955191532
0.0,86,76347.80539330609,24739.13035214648,10,2288000,23310.91527662449,-31.354708,-47.18420833781258,24739.130352146494,422810940.0,0.3,24739.13035214648,10,-47.18420833781258,0.3,23310.91527662449,0.0,nan,-233761.7,86,76347.80539330609,78.8142,24739.130352146494
0.0,87,47758.14856353959,23534.593085720473,10,2312000,18571.081686483543,-31.726637,-52.74193476613359,23534.593085720473,449441000.0,0.3,23534.593085720473,10,-52.74193476613359,0.3,18571.081686483543,0.0,nan,-235313.16,87,47758.14856353959,90.83042,23534.593085720473
0.0,88,81656.72454658341,20951.326646203335,10,2336000,21512.528034405823,-31.783592,-50.487938808586456,20951.32664620333,459850100.0,0.1,20951.326646203335,10,-50.487938808586456,0.1,21512.528034405823,0.0,nan,-237281.86,88,81656.72454658341,97.840965,20951.32664620333
0.0,89,49200.72398159621,22004.96545417924,10,2360000,11886.3425913938,-31.843863,1682.670606921685,22004.965454179237,448907680.0,0.1,22004.96545417924,10,1682.670606921685,0.1,11886.3425913938,0.0,nan,-229511.2,89,49200.72398159621,24705.871,22004.965454179237
0.0,90,110383.74700611635,21030.144431761528,10,2384000,31193.003798972564,-31.780123,-51.09343605997265,21030.144431761528,417813730.0,0.1,21030.144431761528,10,-51.09343605997265,0.1,31193.003798972564,0.0,nan,-222701.98,90,110383.74700611635,2881.321,21030.144431761528
0.0,91,92754.56924997839,21110.02406536478,10,2408000,28472.88515319445,-31.39315,-53.27469524198708,21110.024065364785,409289660.0,0.3,21110.02406536478,10,-53.27469524198708,0.3,28472.88515319445,0.0,nan,-224356.66,91,92754.56924997839,2649.8455,21110.024065364785
0.0,92,108320.52840512345,27222.165500003826,10,2432000,34632.60614684084,-31.227074,-51.782971598260325,27222.165500003823,424868900.0,0.2,27222.165500003826,10,-51.782971598260325,0.2,34632.60614684084,0.0,nan,-229859.52,92,108320.52840512345,2079.8848,27222.165500003823
0.0,93,89611.8353097554,11959.994356601468,10,2456000,26584.950066889636,-31.356966,-49.2453108835154,11959.99435660146,431072060.0,0.1,11959.994356601468,10,-49.2453108835154,0.1,26584.950066889636,0.0,nan,-231128.27,93,89611.8353097554,409.0647,11959.99435660146
0.0,94,53183.28469211274,21388.447234129897,10,2480000,19686.40865166609,-30.954784,-53.29943288252274,21388.4472341299,421756130.0,0.3,21388.447234129897,10,-53.29943288252274,0.3,19686.40865166609,0.0,nan,-228290.53,94,53183.28469211274,152.6803,21388.4472341299
0.0,95,50106.16032305337,23951.14987351503,10,2504000,17055.291595112667,-31.068703,-56.077293640224504,23951.149873515016,421619520.0,0.4,23951.14987351503,10,-56.077293640224504,0.4,17055.291595112667,0.0,nan,-226421.8,95,50106.16032305337,154.32925,23951.149873515016
