MetaTest/plate-slide-v1/AverageDiscountedReturn,MetaTest/plate-slide-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/plate-slide-v1/MinReturn,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTrain/Average/ContrastiveLoss,MetaTest/plate-slide-v1/MaxReturn,MetaTest/plate-slide-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/plate-slide-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/NumEpisodes,MetaTrain/Average/AlphaLoss,MetaTest/plate-slide-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/plate-slide-v1/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate
-63.23331230038589,14,0.0,-63.233312300385876,-95.2686357936919,-95.2686357936919,51.7886,140000,1124.0299,-37.1763703572039,0.0,14,10,-63.233312300385876,-37.1763703572039,-63.23331230038589,10,0.7902035,0.0,0.25539905,23.560037155502627,11435.922,23.560037155502627,0.0
171.58804482238253,15,0.0,171.58804482238259,-62.43581152856292,-62.43581152856292,-916.37573,146000,321.96503,2109.5995311315696,0.0,15,10,171.58804482238259,2109.5995311315696,171.58804482238253,10,-0.35971886,0.0,0.23687255,646.05825024431,7237.374,646.05825024431,0.0
-43.51688301607204,16,0.0,-43.51688301607203,-63.10514860486539,-63.10514860486539,-955.16516,152000,201.24966,-18.555314400674906,0.0,16,10,-43.51688301607203,-18.555314400674906,-43.51688301607204,10,-0.6529697,0.0,0.26168847,14.001736444920057,6962.699,14.001736444920057,0.0
643.7944872739276,17,0.0,643.7944872739272,-95.26863579368622,-95.26863579368622,-833.0437,158000,213.80952,6994.589391157904,0.0,17,10,643.7944872739272,6994.589391157904,643.7944872739276,10,-0.38008323,0.0,0.2787263,2117.091485104731,7371.488,2117.091485104731,0.0
-40.83830871403592,18,0.0,-40.83830871403591,-66.43735225493253,-66.43735225493253,-1211.2225,164000,216.97484,-24.102501029339876,0.0,18,10,-40.83830871403591,-24.102501029339876,-40.83830871403592,10,-1.0211626,0.0,0.30237946,15.160935347194735,12362.266,15.160935347194735,0.0
-75.97751590238582,19,0.0,-75.97751590238579,-83.58541444425556,-83.58541444425556,-1527.1272,170000,409.96844,-62.681061737479595,0.0,19,10,-75.97751590238579,-62.681061737479595,-75.97751590238582,10,-0.9141013,0.0,0.3376006,6.3435826740606025,12370.651,6.3435826740606025,0.0
-57.8242166038641,20,0.0,-57.82421660386412,-90.42706426918198,-90.42706426918198,-3022.824,176000,469.99045,-22.411448656135292,0.0,20,10,-57.82421660386412,-22.411448656135292,-57.8242166038641,10,-1.9937928,0.0,0.3833943,25.990905863212387,17269.898,25.990905863212387,0.0
-63.18706624420605,21,0.0,-63.18706624420605,-79.02372813147328,-79.02372813147328,-1897.2347,182000,288.05487,-37.70665268431,0.0,21,10,-63.18706624420605,-37.70665268431,-63.18706624420605,10,-1.7282447,0.0,0.4372126,11.115358157195757,8625.328,11.115358157195757,0.0
254.15046134199406,22,0.0,254.150461341994,-95.06547322968282,-95.06547322968282,-1143.2456,188000,270.0487,3056.175351459956,0.0,22,10,254.150461341994,3056.175351459956,254.15046134199406,10,-0.4394767,0.0,0.48089457,934.3954625741827,5202.7676,934.3954625741827,0.0
-40.3126491521076,23,0.0,-40.312649152107596,-66.78631935220898,-66.78631935220898,-380.17267,194000,272.2407,-26.8035743466369,0.0,23,10,-40.312649152107596,-26.8035743466369,-40.3126491521076,10,0.90560406,0.0,0.45611006,11.15438501980744,4024.78,11.15438501980744,0.0
-79.8794109240054,24,0.0,-79.8794109240054,-84.35490700578036,-84.35490700578036,-1447.06,200000,255.67487,-72.18295352311618,0.0,24,10,-79.8794109240054,-72.18295352311618,-79.8794109240054,10,-0.5203982,0.0,0.43226117,3.3479809551198936,10784.672,3.3479809551198936,0.0
-37.802598533087775,25,0.0,-37.80259853308777,-64.98044500832688,-64.98044500832688,-4924.9893,206000,311.19025,-25.391211523204813,0.0,25,10,-37.80259853308777,-25.391211523204813,-37.802598533087775,10,-2.924566,0.0,0.49606034,11.34980319980849,25564.008,11.34980319980849,0.0
0.2614271907785529,26,0.0,0.2614271907785565,-59.489515704631046,-59.489515704631046,-6368.329,212000,166.34575,389.79155897787047,0.1,26,10,0.2614271907785565,389.79155897787047,0.2614271907785529,10,-4.312037,0.0,0.59926546,130.19029881487646,18361.463,130.19029881487646,0.1
-40.19258976800817,27,0.0,-40.19258976800815,-59.214976828477646,-59.214976828477646,-6934.238,218000,152.85588,-22.72325774961955,0.0,27,10,-40.19258976800815,-22.72325774961955,-40.19258976800817,10,-5.3383555,0.0,0.7091039,11.274244339193329,19773.447,11.274244339193329,0.0
-38.341410495974515,28,0.0,-38.341410495974515,-61.002603577917306,-61.002603577917306,-7425.5806,224000,235.13159,-21.709492111210952,0.0,28,10,-38.341410495974515,-21.709492111210952,-38.341410495974515,10,-4.7693048,0.0,0.82867014,12.722772656945025,26310.951,12.722772656945025,0.0
425.0656006719788,29,0.0,425.06560067197915,-30.15689206622199,-30.15689206622199,-8494.046,230000,243.92474,4493.801756602607,0.0,29,10,425.06560067197915,4493.801756602607,425.0656006719788,10,-3.7949336,0.0,0.9363219,1356.2490909268347,36296.203,1356.2490909268347,0.0
-39.7326352170315,30,0.0,-39.732635217031515,-66.10856981037519,-66.10856981037519,-11289.088,236000,147.65147,-24.071277198599073,0.0,30,10,-39.732635217031515,-24.071277198599073,-39.7326352170315,10,-5.1168146,0.0,1.0759394,13.647694646984814,54298.785,13.647694646984814,0.0
2755.554136479241,31,0.0,2755.5541364792407,-51.56549041864992,-51.56549041864992,-16708.34,242000,76.64196,8720.36543563288,0.0,31,10,2755.5541364792407,8720.36543563288,2755.554136479241,10,-8.387584,0.0,1.3031497,2860.8930076941174,84775.83,2860.8930076941174,0.0
2769.917986546161,32,0.0,2769.917986546162,-116.46733741563362,-116.46733741563362,-17542.744,248000,85.36564,9187.520708244945,0.0,32,10,2769.917986546162,9187.520708244945,2769.917986546161,10,-7.87776,0.0,1.5365186,3301.1881444963547,85877.78,3301.1881444963547,0.0
3249.278885032969,33,0.0,3249.278885032969,-111.26721495952945,-111.26721495952945,-11755.738,254000,343.07285,10771.705419274844,0.0,33,10,3249.278885032969,10771.705419274844,3249.278885032969,10,-5.221813,0.0,1.754114,3725.893736528686,97643.234,3725.893736528686,0.0
8395.587281797523,34,0.0,8395.587281797525,-69.62399679452331,-69.62399679452331,-11572.473,260000,256.45416,56520.23107517689,0.0,34,10,8395.587281797525,56520.23107517689,8395.587281797523,10,-5.75729,0.0,1.979324,16480.17509088477,74822.4,16480.17509088477,0.0
7202.6877250227335,35,0.0,7202.6877250227335,-70.85039708407338,-70.85039708407338,-11153.36,266000,294.71048,38059.16340286541,0.0,35,10,7202.6877250227335,38059.16340286541,7202.6877250227335,10,-4.9475746,0.0,2.235643,11946.357457346548,89344.66,11946.357457346548,0.0
1789.9746591078758,36,0.0,1789.9746591078758,-126.58266029145501,-126.58266029145501,-11958.811,272000,237.11366,10813.82495371739,0.0,36,10,1789.9746591078758,10813.82495371739,1789.9746591078758,10,-5.392059,0.0,2.5761123,3448.188429888991,111577.46,3448.188429888991,0.0
4113.016289902224,37,0.0,4113.0162899022225,-114.6021940151112,-114.6021940151112,-12581.926,278000,144.93808,37991.05444173137,0.0,37,10,4113.0162899022225,37991.05444173137,4113.016289902224,10,-5.4928803,0.0,2.9685493,11306.906057498536,159520.52,11306.906057498536,0.0
936.405631864357,38,0.0,936.4056318643563,-135.3220751083359,-135.3220751083359,-14557.493,284000,107.28001,9971.942998423881,0.0,38,10,936.4056318643563,9971.942998423881,936.405631864357,10,-5.5969095,0.0,3.4352374,3012.0911218524657,172107.06,3012.0911218524657,0.0
1570.764868383876,39,0.0,1570.764868383875,-86.01746878044796,-86.01746878044796,-14239.294,290000,149.00156,11483.269120829369,0.2,39,10,1570.764868383875,11483.269120829369,1570.764868383876,10,-5.37659,0.0,3.9370587,3431.3782537279403,200689.12,3431.3782537279403,0.2
900.680038927802,40,0.0,900.6800389278021,-99.1518246726507,-99.1518246726507,-5727.9097,296000,2942.5405,5874.803930120572,0.0,40,10,900.6800389278021,5874.803930120572,900.680038927802,10,8.149366,0.0,3.9497104,1989.4790291895285,326168.84,1989.4790291895285,0.0
3691.4924438503285,41,0.0,3691.4924438503303,-97.45496890827577,-97.45496890827577,-13733.935,302000,916.1318,29095.00703672544,0.0,41,10,3691.4924438503303,29095.00703672544,3691.4924438503285,10,-4.2614064,0.0,3.74977,8821.848016275097,274443.2,8821.848016275097,0.0
6932.547768745506,42,0.0,6932.547768745501,-80.47231832522533,-80.47231832522533,-14361.366,308000,803.77277,62333.145450730386,0.2,42,10,6932.547768745501,62333.145450730386,6932.547768745506,10,-4.6844306,0.0,4.1929607,18561.272575811105,304808.53,18561.272575811105,0.2
3239.128232040317,43,0.0,3239.128232040318,-70.07621597155473,-70.07621597155473,-9951.866,314000,2012.9487,32802.39155024907,0.0,43,10,3239.128232040318,32802.39155024907,3239.128232040317,10,1.2379396,0.0,4.4271464,9854.43118824072,341293.12,9854.43118824072,0.0
15131.3259243437,44,0.0,15131.325924343706,-112.77740914644573,-112.77740914644573,-11620.132,320000,1400.6143,126273.28489461845,0.1,44,10,15131.325924343706,126273.28489461845,15131.3259243437,10,-1.934342,0.0,4.4158964,37814.78578428196,319319.5,37814.78578428196,0.1
20376.9929559946,45,0.0,20376.992955994607,-69.99258444090842,-69.99258444090842,-13236.84,326000,960.75555,111535.21088105273,0.1,45,10,20376.992955994607,111535.21088105273,20376.9929559946,10,-2.4931264,0.0,4.7403674,31940.34967600578,390871.75,31940.34967600578,0.1
8300.385260891044,46,0.0,8300.385260891044,-55.609015172711175,-55.609015172711175,-17835.129,332000,696.74835,46978.00686330544,0.0,46,10,8300.385260891044,46978.00686330544,8300.385260891044,10,-4.584641,0.0,5.4119954,13954.295229582454,592667.75,13954.295229582454,0.0
10604.832325241015,47,0.0,10604.832325241015,-54.20052905847032,-54.20052905847032,-19660.182,338000,447.16125,58588.711626331264,0.0,47,10,10604.832325241015,58588.711626331264,10604.832325241015,10,-4.6702523,0.0,6.326987,16927.185525052133,704575.94,16927.185525052133,0.0
14741.166090232446,48,0.0,14741.166090232446,-49.28671573564313,-49.28671573564313,-19632.828,344000,387.71338,57367.118286527126,0.1,48,10,14741.166090232446,57367.118286527126,14741.166090232446,10,-0.97289765,0.0,6.8500724,17227.75127848081,760171.4,17227.75127848081,0.1
14957.286929004229,49,0.0,14957.286929004233,-44.34244932784798,-44.34244932784798,-18954.936,350000,327.53888,58246.44852238602,0.1,49,10,14957.286929004233,58246.44852238602,14957.286929004229,10,-0.39390716,0.0,6.9403353,20606.24592975,877965.94,20606.24592975,0.1
-40.74065442256013,50,0.0,-40.74065442256013,-79.41902686543713,-79.41902686543713,-18292.023,356000,310.904,-22.851990480489253,0.1,50,10,-40.74065442256013,-22.851990480489253,-40.74065442256013,10,1.4395548,0.0,6.7394814,17.51423117106621,1008847.56,17.51423117106621,0.1
-32.13683065310238,51,0.0,-32.136830653102365,-47.8713309108294,-47.8713309108294,-17441.357,362000,375.89484,-17.95132456936066,0.1,51,10,-32.136830653102365,-17.95132456936066,-32.13683065310238,10,0.841079,0.0,6.3578897,7.431489363939662,1005628.44,7.431489363939662,0.1
1457.9079221918832,52,0.0,1457.9079221918837,-43.38515863780165,-43.38515863780165,-17212.62,368000,284.5402,14852.816164509142,0.2,52,10,1457.9079221918837,14852.816164509142,1457.9079221918832,10,-1.5303333,0.0,6.540779,4464.976485189143,1078461.5,4464.976485189143,0.2
8689.09843657486,53,0.0,8689.09843657486,-46.607740486778475,-46.607740486778475,-18106.367,374000,302.02335,87221.9282349627,0.2,53,10,8689.09843657486,87221.9282349627,8689.09843657486,10,-2.557728,0.0,7.3434505,26177.61045292942,1250892.9,26177.61045292942,0.2
1164.9086186821028,54,0.0,1164.9086186821032,-88.1205878470701,-88.1205878470701,-17193.316,380000,414.38898,9739.186900394554,0.1,54,10,1164.9086186821032,9739.186900394554,1164.9086186821028,10,0.08415411,0.0,7.6555614,2932.9492511245144,1273363.2,2932.9492511245144,0.1
8584.983021511149,55,0.0,8584.983021511152,-54.88408329697289,-54.88408329697289,-19278.0,386000,395.70505,48361.02499362546,0.5,55,10,8584.983021511152,48361.02499362546,8584.983021511149,10,-1.4554716,0.0,7.89337,15980.01271950522,1565984.8,15980.01271950522,0.5
4128.506146689845,56,0.0,4128.506146689847,-31.287024583948593,-31.287024583948593,-17137.068,392000,581.2549,41494.70536778984,0.5,56,10,4128.506146689847,41494.70536778984,4128.506146689845,10,1.1907803,0.0,8.023863,12455.4005196981,1422446.4,12455.4005196981,0.5
15344.90395058069,57,0.0,15344.903950580683,-37.3253986387746,-37.3253986387746,-16751.979,398000,430.54926,112290.27356684589,0.6,57,10,15344.903950580683,112290.27356684589,15344.90395058069,10,1.3836865,0.0,7.504942,33435.346078301896,1541496.4,33435.346078301896,0.6
3250.538072210352,58,0.0,3250.5380722103546,-38.73492455234543,-38.73492455234543,-16564.783,404000,226.58054,32734.09216467147,0.1,58,10,3250.5380722103546,32734.09216467147,3250.538072210352,10,0.64402854,0.0,7.2343187,9827.854792607837,1823176.5,9827.854792607837,0.1
8745.081036931238,59,0.0,8745.081036931226,-39.64374083395545,-39.64374083395545,-17547.594,410000,460.10806,79220.17480091882,0.2,59,10,8745.081036931226,79220.17480091882,8745.081036931238,10,-0.8903631,0.0,7.2520237,23607.08582402925,1951514.2,23607.08582402925,0.2
1837.7716552916154,60,0.0,1837.7716552916168,-60.51246846063804,-60.51246846063804,-17748.924,416000,838.96124,17339.234279155175,0.5,60,10,1837.7716552916168,17339.234279155175,1837.7716552916154,10,-1.8314989,0.0,7.568652,5175.390088203562,2322248.8,5175.390088203562,0.5
22819.43242441715,61,0.0,22819.432424417166,-57.777482499966915,-57.777482499966915,-21646.37,422000,689.7265,122817.09108246623,0.5,61,10,22819.432424417166,122817.09108246623,22819.43242441715,10,-4.792287,0.0,8.38845,39928.165892567165,2696497.2,39928.165892567165,0.5
574.2561040948714,62,0.0,574.2561040948715,-34.51339107278746,-34.51339107278746,-22627.404,428000,581.49963,3428.3799737161658,0.5,62,10,574.2561040948715,3428.3799737161658,574.2561040948714,10,-4.6577263,0.0,9.408462,1210.1880116828706,2853288.2,1210.1880116828706,0.5
3664.121484202915,63,0.0,3664.1214842029185,-43.92978419462296,-43.92978419462296,-24498.246,434000,538.9896,29783.851528137187,0.1,63,10,3664.1214842029185,29783.851528137187,3664.121484202915,10,-2.7089362,0.0,10.166463,8957.116565565186,3308796.0,8957.116565565186,0.1
25920.663061247928,64,0.0,25920.66306124794,-20.4729650920425,-20.4729650920425,-26038.6,440000,321.5525,154340.25423206005,0.2,64,10,25920.66306124794,154340.25423206005,25920.663061247928,10,-1.7738706,0.0,10.788755,44291.81212377429,3458370.8,44291.81212377429,0.2
10140.497787856308,65,0.0,10140.497787856306,-20.251339000338284,-20.251339000338284,-23870.756,446000,598.3453,53525.25926994813,0.3,65,10,10140.497787856306,53525.25926994813,10140.497787856308,10,1.2643157,0.0,10.767679,15473.192316022427,3358745.2,15473.192316022427,0.3
19806.020568953034,66,0.0,19806.020568953045,-77.16654086184924,-77.16654086184924,-29449.012,452000,437.39038,110189.69475435946,0.7,66,10,19806.020568953045,110189.69475435946,19806.020568953034,10,-3.8431318,0.0,11.320318,39893.215830546585,4073309.2,39893.215830546585,0.7
421.4902426570866,67,0.0,421.4902426570866,-11.580153975590228,-11.580153975590228,-29949.104,458000,396.56097,4050.4407519207243,0.0,67,10,421.4902426570866,4050.4407519207243,421.4902426570866,10,-2.7353573,0.0,11.957311,1211.1116524600543,4456632.0,1211.1116524600543,0.0
3760.2195796432907,68,0.0,3760.219579643291,-35.38674798436723,-35.38674798436723,-36164.53,464000,390.5464,14070.385247322163,0.3,68,10,3760.219579643291,14070.385247322163,3760.2195796432907,10,-5.5918946,0.0,13.17101,4755.447137083498,5729704.5,4755.447137083498,0.3
28953.447373538016,69,0.0,28953.447373537998,-29.827835466492317,-29.827835466492317,-36541.67,470000,488.45914,135891.17528000163,0.4,69,10,28953.447373537998,135891.17528000163,28953.447373538016,10,-1.9519795,0.0,14.173793,47713.35105611843,6031408.0,47713.35105611843,0.4
35626.60081296998,70,0.0,35626.60081296993,-18.666178998514834,-18.666178998514834,-38951.34,476000,747.783,135084.1161380124,0.2,70,10,35626.60081296993,135084.1161380124,35626.60081296998,10,-0.15020715,0.0,14.415375,45103.591236463806,6227290.0,45103.591236463806,0.2
19427.726522864006,71,0.0,19427.726522864006,-55.69662591713326,-55.69662591713326,-40420.31,482000,658.835,136106.90274679253,0.1,71,10,19427.726522864006,136106.90274679253,19427.726522864006,10,-0.58098286,0.0,14.540736,39342.28766675766,6846212.0,39342.28766675766,0.1
66256.62385507305,72,0.0,66256.62385507308,-18.402242036019498,-18.402242036019498,-41490.0,488000,684.61707,142677.22857295693,0.5,72,10,66256.62385507308,142677.22857295693,66256.62385507305,10,-1.5607878,0.0,14.815502,47537.97645443753,7682140.0,47537.97645443753,0.5
20162.319063514224,73,0.0,20162.31906351422,-64.55523468120124,-64.55523468120124,-45086.64,494000,816.2769,133182.21853511696,0.4,73,10,20162.31906351422,133182.21853511696,20162.319063514224,10,-2.876998,0.0,15.886182,41247.41510518679,8431107.0,41247.41510518679,0.4
55622.19477587228,74,0.0,55622.1947758723,-17.142207970961422,-17.142207970961422,-47488.855,500000,1039.1295,128052.62068706285,0.3,74,10,55622.1947758723,128052.62068706285,55622.19477587228,10,-2.602554,0.0,16.909645,48153.10286916804,9024357.0,48153.10286916804,0.3
16290.931921146173,75,0.0,16290.931921146179,-107.61581063255198,-107.61581063255198,-45971.3,506000,1225.7397,74856.23009415627,0.2,75,10,16290.931921146179,74856.23009415627,16290.931921146173,10,1.9476984,0.0,16.687078,25744.93967177347,9543039.0,25744.93967177347,0.2
62175.48728386101,76,0.0,62175.48728386103,261.0342309033024,261.0342309033024,-46766.105,512000,1486.643,141389.23318621045,0.4,76,10,62175.48728386103,141389.23318621045,62175.48728386101,10,-0.5283606,0.0,16.374912,55448.119462087925,9943645.0,55448.119462087925,0.4
39720.1402957595,77,0.0,39720.140295759506,-40.37405925319927,-40.37405925319927,-52890.465,518000,1223.3741,130642.2422499649,0.2,77,10,39720.140295759506,130642.2422499649,39720.1402957595,10,-2.382812,0.0,17.190748,54672.32848991599,11394888.0,54672.32848991599,0.2
39268.562649210166,78,0.0,39268.56264921016,-43.624617140428725,-43.624617140428725,-52981.895,524000,1398.422,131067.95065545345,0.3,78,10,39268.56264921016,131067.95065545345,39268.562649210166,10,1.1813773,0.0,17.722218,47750.621980672775,11572470.0,47750.621980672775,0.3
76826.21627853956,79,0.0,76826.21627853956,20737.53473085659,20737.53473085659,-54796.773,530000,1078.6903,155197.6737484385,0.2,79,10,76826.21627853956,155197.6737484385,76826.21627853956,10,-2.2827313,0.0,17.58674,36518.89151530298,12605733.0,36518.89151530298,0.2
36221.53402288135,80,0.0,36221.53402288134,-24.218498583704022,-24.218498583704022,-55077.434,536000,1261.5387,89832.65691709571,0.2,80,10,36221.53402288134,89832.65691709571,36221.53402288135,10,-0.21314898,0.0,18.490816,33310.580789693304,12878361.0,33310.580789693304,0.2
60570.21876644745,81,0.0,60570.21876644741,27.291918810734472,27.291918810734472,-57685.06,542000,1063.9658,147447.56332962876,0.3,81,10,60570.21876644741,147447.56332962876,60570.21876644745,10,-3.9169161,0.0,19.012743,54066.55200577691,13889067.0,54066.55200577691,0.3
19171.858499269554,82,0.0,19171.858499269547,-38.24237705727499,-38.24237705727499,-61483.465,548000,976.1585,73296.28481278136,0.1,82,10,19171.858499269547,73296.28481278136,19171.858499269554,10,-2.2116964,0.0,20.48269,21552.872288651783,14301006.0,21552.872288651783,0.1
85722.61016021667,83,0.0,85722.61016021662,-26.59477511094075,-26.59477511094075,-61266.15,554000,1888.7196,142281.19102585007,0.7,83,10,85722.61016021662,142281.19102585007,85722.61016021667,10,-0.33687562,0.0,20.604795,47487.088952374426,14503791.0,47487.088952374426,0.7
61274.698275753624,84,0.0,61274.6982757536,7984.016362874652,7984.016362874652,-61016.953,560000,2410.763,153828.8523282254,0.4,84,10,61274.6982757536,153828.8523282254,61274.698275753624,10,1.1264824,0.0,20.466774,54673.39615734816,15538457.0,54673.39615734816,0.4
56071.166931138294,85,0.0,56071.16693113828,5339.109582312529,5339.109582312529,-61071.434,566000,2940.8354,146826.28040454595,0.3,85,10,56071.16693113828,146826.28040454595,56071.166931138294,10,-2.540367,0.0,20.75989,49084.93541695321,16030948.0,49084.93541695321,0.3
23397.888850868465,86,0.0,23397.88885086846,-90.50382756205748,-90.50382756205748,-64999.273,572000,1786.2402,95328.73373857673,0.1,86,10,23397.88885086846,95328.73373857673,23397.888850868465,10,-4.314866,0.0,21.787489,26427.369412611122,16514942.0,26427.369412611122,0.1
40909.87302784388,87,0.0,40909.8730278439,-35.70126202124271,-35.70126202124271,-67266.69,578000,1521.4913,115497.06709134456,0.1,87,10,40909.8730278439,115497.06709134456,40909.87302784388,10,-1.2111704,0.0,22.883543,38669.67024121398,16990032.0,38669.67024121398,0.1
45347.678622443294,88,0.0,45347.67862244329,-21.12450977036188,-21.12450977036188,-63128.33,584000,2335.118,122867.30664275185,0.4,88,10,45347.67862244329,122867.30664275185,45347.678622443294,10,0.92029226,0.0,22.63236,44177.24408519002,16483231.0,44177.24408519002,0.4
42478.68579884705,89,0.0,42478.68579884706,-18.848550803088386,-18.848550803088386,-70820.766,590000,1909.4847,123736.69170013278,0.1,89,10,42478.68579884706,123736.69170013278,42478.68579884705,10,-1.4708896,0.0,23.282408,38878.852644695806,18827398.0,38878.852644695806,0.1
19688.023541960112,90,0.0,19688.0235419601,-24.446991255438302,-24.446991255438302,-67518.37,596000,2235.594,75564.71885212109,0.3,90,10,19688.0235419601,75564.71885212109,19688.023541960112,10,2.8098686,0.0,23.385786,25721.277334722334,18748532.0,25721.277334722334,0.3
34225.2276614128,91,0.0,34225.227661412784,1958.3503340013817,1958.3503340013817,-63824.297,602000,2578.833,67260.43400202185,0.0,91,10,34225.227661412784,67260.43400202185,34225.2276614128,10,1.2253633,0.0,22.310926,21981.86904790625,17630602.0,21981.86904790625,0.0
