MetaTest/soccer-v1/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss,MetaTest/soccer-v1/SuccessRate,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTest/soccer-v1/StdReturn,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/soccer-v1/MinReturn,MetaTest/soccer-v1/AverageReturn,MetaTest/soccer-v1/Iteration,MetaTest/soccer-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/soccer-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/soccer-v1/TerminationRate
10,-15.964811,-68881.54,0.2,10,632000,17949.878812444782,11.4138365,0.0,4978.813652577604,nan,17,6505.0190513725975,5999288.5,-44.05753831305916,-44.05753831305916,4978.813652577604,17,4978.813652577604,0.2,17949.878812444782,4978.813652577604,6505.0190513725975,0.0
10,-16.2529,-71318.35,0.6,10,656000,89704.84354974386,13.060523,0.0,9410.099186097927,nan,18,26799.412326442372,6337345.5,-20.25889337389267,-20.25889337389267,9410.099186097916,18,9410.099186097927,0.6,89704.84354974386,9410.099186097916,26799.412326442372,0.0
10,-15.685629,-73582.46,0.4,10,680000,91657.04771776983,12.128199,0.0,17627.498330132858,nan,19,35336.35443786022,6341202.0,-36.98107961198488,-36.98107961198488,17627.498330132854,19,17627.498330132858,0.4,91657.04771776983,17627.498330132854,35336.35443786022,0.0
10,-16.253576,-78264.99,0.3,10,704000,73894.11087233994,13.4162035,0.0,13206.35699222446,nan,20,23281.97236618191,6635250.5,-29.653858960498443,-29.653858960498443,13206.356992224455,20,13206.35699222446,0.3,73894.11087233994,13206.356992224455,23281.97236618191,0.0
10,-17.077852,-70695.36,0.1,10,728000,17335.433118479414,353.54913,0.0,1688.3569159693106,nan,21,5215.8345939656265,7667987.0,-123.56414498162867,-123.56414498162867,1688.3569159693095,21,1688.3569159693106,0.1,17335.433118479414,1688.3569159693095,5215.8345939656265,0.0
10,-16.68358,-63075.73,0.5,10,752000,-16.175765616723417,288.93726,0.0,-29.082451068359426,nan,22,22.100703353005624,5935006.5,-84.3729758624291,-84.3729758624291,-29.082451068359415,22,-29.082451068359426,0.5,-16.175765616723417,-29.082451068359415,22.100703353005624,0.0
10,-16.931595,-71787.15,0.6,10,776000,77640.55128453692,35.286827,0.0,21703.718910042517,nan,23,33324.44001275447,5944820.0,-45.05296366536306,-45.05296366536306,21703.71891004251,23,21703.718910042517,0.6,77640.55128453692,21703.71891004251,33324.44001275447,0.0
10,-16.858953,-70032.48,0.3,10,800000,87432.96504089785,66.70661,0.0,14180.032981886703,nan,24,29338.916094312837,5573083.0,-48.48643209699041,-48.48643209699041,14180.032981886703,24,14180.032981886703,0.3,87432.96504089785,14180.032981886703,29338.916094312837,0.0
10,-16.74047,-76989.016,0.7,10,824000,122.79904352139856,48.00398,0.0,1.4799849177194175,nan,25,43.96132325572014,5762342.0,-21.629226181482938,-21.629226181482938,1.4799849177193973,25,1.4799849177194175,0.7,122.79904352139856,1.4799849177193973,43.96132325572014,0.0
10,-17.26429,-83020.195,0.7,10,848000,-17.396424897905195,25.20797,0.0,-18.042164892195217,nan,26,0.7020635543416781,5755335.5,-19.99653618711119,-19.99653618711119,-18.042164892195217,26,-18.042164892195217,0.7,-17.396424897905195,-18.042164892195217,0.7020635543416781,0.0
10,-18.125555,-80214.805,0.5,10,872000,68176.1980279222,119.204796,0.0,6845.8509276909845,nan,27,20443.603407242565,5583798.5,-17.958841547946957,-17.958841547946957,6845.850927690992,27,6845.8509276909845,0.5,68176.1980279222,6845.850927690992,20443.603407242565,0.0
10,-18.581705,-76823.74,0.3,10,896000,41.93383485749291,108.117584,0.0,-30.874420867862806,nan,28,37.20200130743374,5603526.0,-99.89624315826653,-99.89624315826653,-30.874420867862796,28,-30.874420867862806,0.3,41.93383485749291,-30.874420867862796,37.20200130743374,0.0
10,-19.892145,-77824.74,0.5,10,920000,34779.61316924116,36.302452,0.0,3848.6564941395504,nan,29,10347.10764799598,5710685.0,-17.70797907051611,-17.70797907051611,3848.6564941395495,29,3848.6564941395504,0.5,34779.61316924116,3848.6564941395495,10347.10764799598,0.0
10,-21.443863,-86414.88,0.4,10,944000,98738.25028750843,24.928808,0.0,35317.34058256239,nan,30,33963.23562949905,6226216.0,-28.938964167151113,-28.938964167151113,35317.3405825624,30,35317.34058256239,0.4,98738.25028750843,35317.3405825624,33963.23562949905,0.0
10,-21.639755,-91925.625,0.6,10,968000,16005.385156131326,24.365252,0.0,1703.2004315937186,nan,31,4775.778718789536,6980172.0,-42.761179726567576,-42.761179726567576,1703.2004315937188,31,1703.2004315937186,0.6,16005.385156131326,1703.2004315937188,4775.778718789536,0.0
10,-20.888596,-94360.195,0.5,10,992000,69898.641012154,43.75032,0.0,17669.305387357726,nan,32,27390.689835352976,7498473.0,-20.92592520958964,-20.92592520958964,17669.305387357726,32,17669.305387357726,0.5,69898.641012154,17669.305387357726,27390.689835352976,0.0
10,-20.18121,-84291.66,0.1,10,1016000,88260.4932584917,103.38784,0.0,15119.445711810262,nan,33,30905.945007024464,7086075.5,-112.84976711670818,-112.84976711670818,15119.445711810262,33,15119.445711810262,0.1,88260.4932584917,15119.445711810262,30905.945007024464,0.0
10,-18.963535,-71471.74,0.3,10,1040000,31999.71766751157,422.80087,0.0,13516.292733467624,nan,34,13378.406634413184,6537991.5,-28.648305397020252,-28.648305397020252,13516.29273346762,34,13516.292733467624,0.3,31999.71766751157,13516.29273346762,13378.406634413184,0.0
10,-19.88522,-92179.41,0.2,10,1064000,101266.58409623321,15.065646,0.0,50882.82875248403,nan,35,27168.921853636166,8243070.5,-33.35176417053985,-33.35176417053985,50882.82875248404,35,50882.82875248403,0.2,101266.58409623321,50882.82875248404,27168.921853636166,0.0
10,-19.660492,-95721.305,0.1,10,1088000,90924.87404967012,42.56704,0.0,31209.304027483606,nan,36,39230.653560323284,9083449.0,-120.44503356547588,-120.44503356547588,31209.304027483588,36,31209.304027483606,0.1,90924.87404967012,31209.304027483588,39230.653560323284,0.0
10,-9.783715,-7514.2383,0.2,10,1112000,45841.640752582854,2164.605,0.0,4733.604389863762,nan,37,13706.307856075715,2970844.8,-74.02232543595149,-74.02232543595149,4733.604389863762,37,4733.604389863762,0.2,45841.640752582854,4733.604389863762,13706.307856075715,0.0
10,-15.769195,-36031.44,0.3,10,1136000,91459.99733162417,581.2657,0.0,25284.27303969776,nan,38,35523.24168309117,6156772.5,454.70295294763093,454.70295294763093,25284.273039697757,38,25284.27303969776,0.3,91459.99733162417,25284.273039697757,35523.24168309117,0.0
10,-18.629387,-90461.79,0.2,10,1160000,94421.81731682867,1063.8898,0.0,16726.527215096845,nan,39,32374.02758540507,12417176.0,-132.12852129324108,-132.12852129324108,16726.527215096845,39,16726.527215096845,0.2,94421.81731682867,16726.527215096845,32374.02758540507,0.0
10,-17.983313,-100981.01,0.3,10,1184000,103079.42271674029,101.8926,0.0,61818.179086750184,nan,40,28298.328725419084,14919850.0,4107.540780648013,4107.540780648013,61818.179086750184,40,61818.179086750184,0.3,103079.42271674029,61818.179086750184,28298.328725419084,0.0
10,-17.197994,-105172.27,0.0,10,1208000,92304.2793498525,47.712692,0.0,57423.95024174715,nan,41,26382.598948593535,15990591.0,24620.000078747726,24620.000078747726,57423.95024174714,41,57423.95024174715,0.0,92304.2793498525,57423.95024174714,26382.598948593535,0.0
10,-16.365368,-112471.1,0.0,10,1232000,105445.5826728307,29.326004,0.0,58358.19918862193,nan,42,33598.328950508905,17402528.0,768.5140828505661,768.5140828505661,58358.19918862191,42,58358.19918862193,0.0,105445.5826728307,58358.19918862191,33598.328950508905,0.0
10,-16.329119,-114389.74,0.0,10,1256000,91274.31711895537,31.858786,0.0,46296.54806334652,nan,43,32624.28514277281,17922892.0,206.9240325871171,206.9240325871171,46296.54806334653,43,46296.54806334652,0.0,91274.31711895537,46296.54806334653,32624.28514277281,0.0
10,-17.206444,-117388.46,0.0,10,1280000,106812.40446139642,76.08606,0.0,54883.85300381167,nan,44,41079.14695155803,19074088.0,842.7387587733027,842.7387587733027,54883.85300381169,44,54883.85300381167,0.0,106812.40446139642,54883.85300381169,41079.14695155803,0.0
10,-17.62996,-119996.09,0.1,10,1304000,111131.28861302085,33.23022,0.0,77548.31429393146,nan,45,26498.101637089465,19786018.0,36056.483065556735,36056.483065556735,77548.31429393147,45,77548.31429393146,0.1,111131.28861302085,77548.31429393147,26498.101637089465,0.0
10,-17.867905,-124423.31,0.0,10,1328000,93836.88520603951,19.621664,0.0,59607.89431302166,nan,46,27480.30535133667,20918440.0,1880.929351967643,1880.929351967643,59607.89431302166,46,59607.89431302166,0.0,93836.88520603951,59607.89431302166,27480.30535133667,0.0
10,-17.690922,-125059.695,0.0,10,1352000,104909.15177019684,21.103031,0.0,46295.36587491992,nan,47,36093.79404147316,20924608.0,1244.7413107073003,1244.7413107073003,46295.365874919924,47,46295.36587491992,0.0,104909.15177019684,46295.365874919924,36093.79404147316,0.0
10,-17.510199,-128185.31,0.0,10,1376000,110493.17956426974,27.01113,0.0,67250.3188968423,nan,48,30805.272740614022,21234612.0,1575.3727646522593,1575.3727646522593,67250.31889684229,48,67250.3188968423,0.0,110493.17956426974,67250.31889684229,30805.272740614022,0.0
10,-17.871563,-126542.55,0.0,10,1400000,109052.95295581536,32.13544,0.0,29815.045999899805,nan,49,40677.24221847212,21176550.0,-119.01056633895162,-119.01056633895162,29815.045999899805,49,29815.045999899805,0.0,109052.95295581536,29815.045999899805,40677.24221847212,0.0
10,-18.152933,-119092.99,0.0,10,1424000,105227.13428051742,90.78633,0.0,12959.903863588688,nan,50,31605.511933122387,20791866.0,-106.1169858625382,-106.1169858625382,12959.903863588703,50,12959.903863588688,0.0,105227.13428051742,12959.903863588703,31605.511933122387,0.0
10,-17.882978,-110970.55,0.0,10,1448000,73958.74641460698,83.07276,0.0,19780.559483597994,nan,51,26612.71974610003,19448128.0,-100.31686389864427,-100.31686389864427,19780.559483597994,51,19780.559483597994,0.0,73958.74641460698,19780.559483597994,26612.71974610003,0.0
10,-15.134115,-57488.492,0.0,10,1472000,95820.0809197911,297.3737,0.0,23189.0384355819,nan,52,35687.14623247856,11752413.0,-110.69418706405689,-110.69418706405689,23189.038435581904,52,23189.0384355819,0.0,95820.0809197911,23189.038435581904,35687.14623247856,0.0
10,-17.252161,-18073.37,0.1,10,1496000,98127.77330559671,404.74384,0.0,36691.437001068356,nan,53,40520.565529990636,6998032.5,-33.29771716600239,-33.29771716600239,36691.437001068334,53,36691.437001068356,0.1,98127.77330559671,36691.437001068334,40520.565529990636,0.0
10,-17.54249,-35406.36,0.1,10,1520000,98977.19760267845,172.87119,0.0,53420.534929418565,nan,54,31250.895330539875,9015548.0,771.3521021199067,771.3521021199067,53420.53492941854,54,53420.534929418565,0.1,98977.19760267845,53420.53492941854,31250.895330539875,0.0
10,-16.793484,-49241.87,0.0,10,1544000,102782.87249404797,134.36995,0.0,45937.929632419895,nan,55,34499.94056132912,12064031.0,-35.053501968740484,-35.053501968740484,45937.929632419895,55,45937.929632419895,0.0,102782.87249404797,45937.929632419895,34499.94056132912,0.0
10,-17.489485,-59596.777,0.2,10,1568000,130912.51151852403,106.23464,0.0,70905.39810027675,nan,56,44152.48851548348,14042087.0,1343.5090930484184,1343.5090930484184,70905.39810027677,56,70905.39810027675,0.2,130912.51151852403,70905.39810027677,44152.48851548348,0.0
10,-17.451887,-70311.87,0.0,10,1592000,99125.40828621297,93.9417,0.0,68992.5657456705,nan,57,28587.667736374708,16735188.0,630.0939831654297,630.0939831654297,68992.5657456705,57,68992.5657456705,0.0,99125.40828621297,68992.5657456705,28587.667736374708,0.0
10,-17.548384,-83581.54,0.0,10,1616000,101039.2704710202,66.53487,0.0,66344.44301589926,nan,58,24322.086886197147,19231040.0,31513.66326962918,31513.66326962918,66344.44301589925,58,66344.44301589926,0.0,101039.2704710202,66344.44301589925,24322.086886197147,0.0
10,-17.575747,-97685.12,0.0,10,1640000,84769.45841057938,60.10758,0.0,51128.316160339076,nan,59,22317.877650728467,21647718.0,19679.84086618648,19679.84086618648,51128.31616033907,59,51128.316160339076,0.0,84769.45841057938,51128.31616033907,22317.877650728467,0.0
10,-17.844254,-111105.6,0.0,10,1664000,90699.73246616905,53.13359,0.0,42874.446869772255,nan,60,29784.70588659932,23712650.0,-17.891296931368103,-17.891296931368103,42874.44686977225,60,42874.446869772255,0.0,90699.73246616905,42874.44686977225,29784.70588659932,0.0
10,-17.95607,-116264.38,0.1,10,1688000,105716.36458340251,50.03474,0.0,63231.353742174106,nan,61,32625.34962234444,24319260.0,16305.434088376462,16305.434088376462,63231.35374217412,61,63231.353742174106,0.1,105716.36458340251,63231.35374217412,32625.34962234444,0.0
10,-18.583757,-122401.33,0.1,10,1712000,90741.10814353968,61.6625,0.0,49649.98759965377,nan,62,32519.49400230516,24894840.0,-17.071079472176486,-17.071079472176486,49649.98759965379,62,49649.98759965377,0.1,90741.10814353968,49649.98759965379,32519.49400230516,0.0
10,-18.873652,-125748.8,0.5,10,1736000,150950.4330305236,62.490993,0.0,63315.28220546043,nan,63,50114.727671114604,24776328.0,-20.48484055601699,-20.48484055601699,63315.282205460404,63,63315.28220546043,0.5,150950.4330305236,63315.282205460404,50114.727671114604,0.0
10,-18.859587,-100999.266,0.0,10,1760000,28393.995986676633,148.99675,0.0,4728.027621849875,nan,64,9545.305949800551,21741912.0,-56.45802930548685,-56.45802930548685,4728.027621849877,64,4728.027621849875,0.0,28393.995986676633,4728.027621849877,9545.305949800551,0.0
10,-16.99018,-54682.08,0.0,10,1784000,102979.68573976951,588.63947,0.0,14944.300312678844,nan,65,31959.923281417752,15851320.0,-63.39990763754638,-63.39990763754638,14944.300312678843,65,14944.300312678844,0.0,102979.68573976951,14944.300312678843,31959.923281417752,0.0
10,-13.55433,-13930.49,0.3,10,1808000,101209.93775036698,1143.616,0.0,46408.230350510275,nan,66,36272.07118877289,6419272.5,-17.75194992291226,-17.75194992291226,46408.230350510275,66,46408.230350510275,0.3,101209.93775036698,46408.230350510275,36272.07118877289,0.0
10,-13.307317,-30550.916,0.2,10,1832000,101444.85719608462,957.46906,0.0,41046.54615198498,nan,67,34600.16587407274,3681980.0,-17.6251699424185,-17.6251699424185,41046.54615198496,67,41046.54615198498,0.2,101444.85719608462,41046.54615198496,34600.16587407274,0.0
10,-15.561668,15919.008,0.0,10,1856000,121068.0288821534,153.24362,0.0,49322.95860528211,nan,68,46217.347300170695,8738570.0,-20.44576464133179,-20.44576464133179,49322.9586052821,68,49322.95860528211,0.0,121068.0288821534,49322.9586052821,46217.347300170695,0.0
10,-16.295088,-5116.801,0.0,10,1880000,105624.0693931003,42.09638,0.0,60342.52114972507,nan,69,29584.63584927167,4225827.0,21611.683051123666,21611.683051123666,60342.521149725086,69,60342.52114972507,0.0,105624.0693931003,60342.521149725086,29584.63584927167,0.0
10,-18.803585,-21667.04,0.0,10,1904000,104797.3747760377,35.510765,0.0,78951.46446228964,nan,70,19781.61785871351,6399933.0,42369.33669714365,42369.33669714365,78951.46446228962,70,78951.46446228964,0.0,104797.3747760377,78951.46446228962,19781.61785871351,0.0
10,-19.828672,-38627.996,0.1,10,1928000,114420.71738132641,32.30942,0.0,53710.303918302336,nan,71,32936.56869197479,9597892.0,1081.9255368575134,1081.9255368575134,53710.30391830233,71,53710.303918302336,0.1,114420.71738132641,53710.30391830233,32936.56869197479,0.0
10,-19.974035,-50043.73,0.0,10,1952000,103760.43099663353,42.60915,0.0,68442.4363284173,nan,72,31891.84936211401,14853173.0,22409.305672642447,22409.305672642447,68442.43632841727,72,68442.4363284173,0.0,103760.43099663353,68442.43632841727,31891.84936211401,0.0
10,-20.616125,-67940.414,0.0,10,1976000,101229.15977248299,24.956718,0.0,75264.08880412445,nan,73,21033.531928516823,15763492.0,39898.203587431366,39898.203587431366,75264.08880412446,73,75264.08880412445,0.0,101229.15977248299,75264.08880412446,21033.531928516823,0.0
10,-21.14907,-77344.57,0.0,10,2000000,110037.35063998406,23.33317,0.0,63517.205202384226,nan,74,29728.82911981177,18080342.0,11407.332705234421,11407.332705234421,63517.20520238425,74,63517.205202384226,0.0,110037.35063998406,63517.20520238425,29728.82911981177,0.0
10,-20.923887,-87297.016,0.0,10,2024000,98548.2088448566,32.134583,0.0,28276.103789857054,nan,75,37443.51961428752,20554892.0,-105.85200687780826,-105.85200687780826,28276.103789857047,75,28276.103789857054,0.0,98548.2088448566,28276.103789857047,37443.51961428752,0.0
10,-20.04656,-98747.21,0.0,10,2048000,89457.36795582087,30.91064,0.0,56410.76574058115,nan,76,31157.45003869186,24688206.0,37.29444160505471,37.29444160505471,56410.765740581126,76,56410.76574058115,0.0,89457.36795582087,56410.765740581126,31157.45003869186,0.0
10,-19.49927,-104488.28,0.0,10,2072000,97904.59027783512,29.240011,0.0,59626.38822372841,nan,77,29453.263368161108,24528136.0,629.7640848873231,629.7640848873231,59626.38822372841,77,59626.38822372841,0.0,97904.59027783512,59626.38822372841,29453.263368161108,0.0
10,-20.115099,-103090.414,0.0,10,2096000,95831.83414969739,49.081516,0.0,70774.16199690696,nan,78,30881.091138115018,28682806.0,2949.245187085971,2949.245187085971,70774.16199690694,78,70774.16199690696,0.0,95831.83414969739,70774.16199690694,30881.091138115018,0.0
10,-20.056004,-121134.086,0.1,10,2120000,106649.61850417731,24.017273,0.0,54772.47523236399,nan,79,40112.27911002175,27850898.0,-20.68280376038881,-20.68280376038881,54772.475232363984,79,54772.47523236399,0.1,106649.61850417731,54772.475232363984,40112.27911002175,0.0
10,-20.321367,-130890.58,0.0,10,2144000,108672.47239000058,26.768328,0.0,70630.5902126394,nan,80,36364.06246114682,29532414.0,3.4302583533441133,3.4302583533441133,70630.59021263942,80,70630.5902126394,0.0,108672.47239000058,70630.59021263942,36364.06246114682,0.0
10,-21.249836,-49683.445,0.0,10,2168000,36445.87335656576,1389.9744,0.0,3605.7188223964295,nan,81,10946.90320915053,79203280.0,-104.91405825890428,-104.91405825890428,3605.718822396426,81,3605.7188223964295,0.0,36445.87335656576,3605.718822396426,10946.90320915053,0.0
10,-18.342945,132795.69,0.0,10,2192000,94568.82365211527,1256.0695,0.0,29858.921112618547,nan,82,37655.570675846,19328890.0,-102.83417869653282,-102.83417869653282,29858.921112618547,82,29858.921112618547,0.0,94568.82365211527,29858.921112618547,37655.570675846,0.0
10,-17.863972,26117.637,0.0,10,2216000,94110.41153983193,273.4987,0.0,55843.83508942523,nan,83,29959.449056421607,16405123.0,17.862711002189087,17.862711002189087,55843.83508942522,83,55843.83508942523,0.0,94110.41153983193,55843.83508942522,29959.449056421607,0.0
10,-17.205486,-23144.648,0.0,10,2240000,107225.50888111572,185.79353,0.0,56044.21052849562,nan,84,33542.351997182705,20430186.0,-18.680481664520617,-18.680481664520617,56044.210528495605,84,56044.21052849562,0.0,107225.50888111572,56044.210528495605,33542.351997182705,0.0
10,-16.372007,-53725.99,0.0,10,2264000,78767.75533118381,247.95831,0.0,31141.442294651893,nan,85,27707.985400775357,32701512.0,-25.7072073852743,-25.7072073852743,31141.442294651883,85,31141.442294651893,0.0,78767.75533118381,31141.442294651883,27707.985400775357,0.0
10,-16.870316,-77351.15,0.0,10,2288000,118077.142387569,64.75344,0.0,65871.7763448407,nan,86,40103.28524234758,22439366.0,159.379176723321,159.379176723321,65871.77634484072,86,65871.7763448407,0.0,118077.142387569,65871.77634484072,40103.28524234758,0.0
10,-18.624332,-94835.266,0.0,10,2312000,103728.6725058645,97.47222,0.0,54409.40094500406,nan,87,29369.247285163307,24294572.0,17658.427238968885,17658.427238968885,54409.40094500406,87,54409.40094500406,0.0,103728.6725058645,54409.40094500406,29369.247285163307,0.0
10,-19.587006,-105349.51,0.0,10,2336000,99534.5054790013,50.08121,0.0,71643.71626799653,nan,88,27983.637181458344,24010768.0,-23.887470748465994,-23.887470748465994,71643.71626799655,88,71643.71626799653,0.0,99534.5054790013,71643.71626799655,27983.637181458344,0.0
10,-20.484156,-114331.055,0.0,10,2360000,115149.12403385663,63.13993,0.0,70346.79403461076,nan,89,27238.696294557194,25805202.0,34163.40171752313,34163.40171752313,70346.79403461076,89,70346.79403461076,0.0,115149.12403385663,70346.79403461076,27238.696294557194,0.0
10,-20.909716,-125347.875,0.1,10,2384000,127758.68595672063,46.959377,0.0,86786.07779889977,nan,90,25623.07931694265,27446758.0,32765.831667311148,32765.831667311148,86786.07779889977,90,86786.07779889977,0.1,127758.68595672063,86786.07779889977,25623.07931694265,0.0
10,-21.014858,-129371.36,0.0,10,2408000,104382.21157343713,53.69111,0.0,65364.60321747271,nan,91,22183.59463881251,29275058.0,44448.72162406787,44448.72162406787,65364.60321747269,91,65364.60321747271,0.0,104382.21157343713,65364.60321747269,22183.59463881251,0.0
10,-20.68305,-99869.28,0.0,10,2432000,104293.98919096228,613.7703,0.0,27227.08102367979,nan,92,39813.3724760865,41630988.0,-100.05621758173896,-100.05621758173896,27227.081023679795,92,27227.08102367979,0.0,104293.98919096228,27227.081023679795,39813.3724760865,0.0
10,-20.927313,-124134.11,0.0,10,2456000,101690.10772561596,496.39682,0.0,37855.617258827995,nan,93,38943.90045079853,29420008.0,-26.673785570487983,-26.673785570487983,37855.617258827995,93,37855.617258827995,0.0,101690.10772561596,37855.617258827995,38943.90045079853,0.0
10,-20.956505,-154970.72,0.0,10,2480000,109786.52576558151,55.60418,0.0,72208.35828444772,nan,94,31331.712387560114,29268794.0,448.3882539743754,448.3882539743754,72208.35828444775,94,72208.35828444772,0.0,109786.52576558151,72208.35828444775,31331.712387560114,0.0
10,-20.888601,-155613.95,0.2,10,2504000,111269.08762146442,77.42397,0.0,45715.42682243226,nan,95,43368.31187795581,29666550.0,-102.64752897919502,-102.64752897919502,45715.426822432244,95,45715.42682243226,0.2,111269.08762146442,45715.426822432244,43368.31187795581,0.0
