MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/faucet-close-v1/Iteration,MetaTest/faucet-close-v1/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/MinReturn,MetaTest/faucet-close-v1/StdReturn,MetaTrain/Average/Alpha,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/faucet-close-v1/TerminationRate,TotalEnvSteps,MetaTest/Average/NumTrajs
0.0,681.9517443474721,681.9517443474721,6018.050301053414,681.9517443474722,1786.7104164755924,1.5480624,0,0.1,63690.72,0.1,17.17723,-21.581647168456087,1786.7104164755924,nan,10,-21.581647168456087,6018.050301053414,0,681.9517443474722,-408.3131,0.0,224000,10
0.0,9382.675628119656,9382.675628119656,20014.108203669774,9382.675628119654,6091.816863851516,-2.7786472,1,0.0,124443.2,0.0,68.69252,1454.3781166117712,6091.816863851516,nan,10,1454.3781166117712,20014.108203669774,1,9382.675628119654,-1721.7909,0.0,248000,10
0.0,24444.880709245463,24444.880709245463,113010.53823445851,24444.880709245466,30108.110394140233,-9.232236,2,0.1,627043.4,0.1,128.98822,4701.023989165585,30108.110394140233,nan,10,4701.023989165585,113010.53823445851,2,24444.880709245466,-5662.035,0.0,272000,10
0.0,5464.6260395385025,5464.6260395385025,15195.7350118671,5464.626039538502,4373.34564963268,-11.777008,3,0.0,1176663.2,0.0,1323.7583,414.0534704808488,4373.34564963268,nan,10,414.0534704808488,15195.7350118671,3,5464.626039538502,-5828.517,0.0,296000,10
0.0,25477.55810679672,25477.55810679672,42052.35915133637,25477.55810679672,11216.027737985774,-14.277578,4,0.3,2020975.5,0.3,1370.5125,10484.67561297538,11216.027737985774,nan,10,10484.67561297538,42052.35915133637,4,25477.55810679672,-9441.485,0.0,320000,10
0.0,13405.332285622488,13405.332285622488,22664.68953693695,13405.33228562249,6714.085354271345,-16.735596,5,0.0,5200479.0,0.0,5347.2114,3306.59845547493,6714.085354271345,nan,10,3306.59845547493,22664.68953693695,5,13405.33228562249,-19397.969,0.0,344000,10
0.0,21498.711421563905,21498.711421563905,39383.464837378946,21498.711421563894,11540.906383712882,-17.884487,6,0.1,7641135.5,0.1,2788.166,1055.0139706872021,11540.906383712882,nan,10,1055.0139706872021,39383.464837378946,6,21498.711421563894,-25569.914,0.0,368000,10
0.0,241.51088782167758,241.51088782167758,2863.2552637945464,241.5108878216774,873.9608085924542,-16.05406,7,0.1,14415050.0,0.1,9581.61,-65.90256718829687,873.9608085924542,nan,10,-65.90256718829687,2863.2552637945464,7,241.5108878216774,-32217.98,0.0,392000,10
0.0,58259.7518215786,58259.7518215786,161761.6809032503,58259.751821578575,53171.503780506326,-22.91406,8,0.6,15294995.0,0.6,9584.935,15835.857290498243,53171.503780506326,nan,10,15835.857290498243,161761.6809032503,8,58259.751821578575,-27808.84,0.0,416000,10
0.0,11163.274013145938,11163.274013145938,21421.994085848335,11163.274013145941,8221.895581143568,-20.8321,9,0.0,57475380.0,0.0,9902.564,-22.159485257487294,8221.895581143568,nan,10,-22.159485257487294,21421.994085848335,9,11163.274013145941,-76854.78,0.0,440000,10
0.0,14751.244199258072,14751.244199258072,35491.72584038892,14751.244199258068,11587.195076987822,-20.313845,10,0.2,62376120.0,0.2,136034.81,-31.008983048393617,11587.195076987822,nan,10,-31.008983048393617,35491.72584038892,10,14751.244199258068,-73752.68,0.0,464000,10
0.0,16185.612200854002,16185.612200854002,31517.445832569865,16185.612200854,11796.943410341524,-19.03456,11,0.0,78412500.0,0.0,13783.794,-70.78176064550433,11796.943410341524,nan,10,-70.78176064550433,31517.445832569865,11,16185.612200854,-85518.35,0.0,488000,10
0.0,5660.725119663164,5660.725119663164,21486.132570093414,5660.72511966316,8796.40950434786,-18.649706,12,0.0,105141680.0,0.0,232971.05,-95.60286640895939,8796.40950434786,nan,10,-95.60286640895939,21486.132570093414,12,5660.72511966316,-110050.93,0.0,512000,10
0.0,-11.401556701978894,-11.401556701978894,302.7469566194868,-11.401556701978912,105.03924684683894,-8.2393675,13,0.0,43621070.0,0.0,84007.36,-60.91099228799174,105.03924684683894,nan,10,-60.91099228799174,302.7469566194868,13,-11.401556701978912,-40603.117,0.0,536000,10
0.0,-80.90058459610489,-80.90058459610489,-68.13624599878412,-80.90058459610495,12.71081114990913,-3.939728,14,0.0,4954152.5,0.0,19351.578,-112.52411687447696,12.71081114990913,nan,10,-112.52411687447696,-68.13624599878412,14,-80.90058459610495,-2339.471,0.0,560000,10
0.0,-69.47710610395704,-69.47710610395704,-23.851513228236783,-69.47710610395703,24.76579775764562,-6.8052654,15,0.0,14848398.0,0.0,49033.23,-100.5681282354078,24.76579775764562,nan,10,-100.5681282354078,-23.851513228236783,15,-69.47710610395703,-17818.764,0.0,584000,10
0.0,-74.90286225022199,-74.90286225022199,-35.36219850377645,-74.90286225022199,19.769968213888234,-8.363365,16,0.0,38937028.0,0.0,70292.69,-96.25939881208959,19.769968213888234,nan,10,-96.25939881208959,-35.36219850377645,16,-74.90286225022199,-45086.945,0.0,608000,10
0.0,-54.497300833181804,-54.497300833181804,-37.033284723669745,-54.497300833181804,19.663628315132488,-7.3806825,17,0.0,31326232.0,0.0,53038.61,-91.36690325953475,19.663628315132488,nan,10,-91.36690325953475,-37.033284723669745,17,-54.497300833181804,-42387.105,0.0,632000,10
0.0,34.379411881579685,34.379411881579685,700.3343205542972,34.37941188157967,224.68308134075158,-5.96845,18,0.0,7159694.5,0.0,35802.68,-62.661928654478714,224.68308134075158,nan,10,-62.661928654478714,700.3343205542972,18,34.37941188157967,-21764.98,0.0,656000,10
0.0,6092.937941003981,6092.937941003981,16126.87434328691,6092.937941003979,6581.6982554967,-6.310668,19,0.2,1989355.9,0.2,33823.754,-45.97949139492751,6581.6982554967,nan,10,-45.97949139492751,16126.87434328691,19,6092.937941003979,-20280.133,0.0,680000,10
0.0,3055.4733954646704,3055.4733954646704,11167.125261437408,3055.473395464669,4186.545310297759,-8.095145,20,0.0,1905791.2,0.0,21882.852,-32.87804674208395,4186.545310297759,nan,10,-32.87804674208395,11167.125261437408,20,3055.473395464669,-22959.469,0.0,704000,10
0.0,2023.1740630805077,2023.1740630805077,8801.066305369468,2023.1740630805084,2394.917009404954,-11.018959,21,0.0,2047286.5,0.0,20090.094,-37.82546850177654,2394.917009404954,nan,10,-37.82546850177654,8801.066305369468,21,2023.1740630805084,-30476.436,0.0,728000,10
0.0,3780.562039737276,3780.562039737276,18710.146617479462,3780.5620397372754,5627.63360199929,-11.7958355,22,0.0,2206835.2,0.0,22513.86,-58.71654255616001,5627.63360199929,nan,10,-58.71654255616001,18710.146617479462,22,3780.5620397372754,-37438.383,0.0,752000,10
0.0,5626.759459543682,5626.759459543682,20390.67825480929,5626.75945954368,6951.3430803341025,-11.734207,23,0.1,2309437.5,0.1,20301.045,-14.420845127264514,6951.3430803341025,nan,10,-14.420845127264514,20390.67825480929,23,5626.75945954368,-38894.29,0.0,776000,10
0.0,3053.990499922898,3053.990499922898,8386.529533343193,3053.9904999228975,3020.063969690874,-11.74356,24,0.0,2499159.0,0.0,20756.89,-35.149971931725275,3020.063969690874,nan,10,-35.149971931725275,8386.529533343193,24,3053.9904999228975,-37947.516,0.0,800000,10
0.0,12473.065398281655,12473.065398281655,32318.319507233406,12473.065398281651,12674.660807097978,-12.301782,25,0.3,2624067.5,0.3,13689.458,-28.31513715815863,12674.660807097978,nan,10,-28.31513715815863,32318.319507233406,25,12473.065398281651,-37377.51,0.0,824000,10
0.0,9087.12819277708,9087.12819277708,21515.134947546776,9087.128192777083,8066.9837986474395,-12.742966,26,0.0,2719620.0,0.0,6674.0913,-30.871604052527104,8066.9837986474395,nan,10,-30.871604052527104,21515.134947546776,26,9087.128192777083,-37421.0,0.0,848000,10
0.0,5721.691148724397,5721.691148724397,18746.739196373717,5721.6911487244,7175.548305253571,-12.719992,27,0.3,2927099.8,0.3,6327.632,-43.069136078175184,7175.548305253571,nan,10,-43.069136078175184,18746.739196373717,27,5721.6911487244,-40268.734,0.0,872000,10
0.0,10345.093735387247,10345.093735387247,24496.93238983982,10345.093735387247,9235.34589827667,-12.40012,28,0.2,3168031.0,0.2,7408.223,-18.781795671171153,9235.34589827667,nan,10,-18.781795671171153,24496.93238983982,28,10345.093735387247,-41091.54,0.0,896000,10
0.0,4634.54581749637,4634.54581749637,17628.14308315077,4634.54581749637,6189.106693558984,-12.609656,29,0.1,3391239.8,0.1,6679.257,-22.992571844997414,6189.106693558984,nan,10,-22.992571844997414,17628.14308315077,29,4634.54581749637,-41014.777,0.0,920000,10
0.0,9730.481727406694,9730.481727406694,20754.031422558237,9730.481727406692,7455.218482998435,-12.93828,30,0.0,3492575.2,0.0,7190.0054,-29.249108518931045,7455.218482998435,nan,10,-29.249108518931045,20754.031422558237,30,9730.481727406692,-41275.863,0.0,944000,10
0.0,8856.714450872847,8856.714450872847,21084.128292835758,8856.714450872847,8726.042638465908,-13.048113,31,0.1,3843623.0,0.1,6654.2363,-33.764749093198056,8726.042638465908,nan,10,-33.764749093198056,21084.128292835758,31,8856.714450872847,-42351.176,0.0,968000,10
0.0,9323.988523908482,9323.988523908482,28718.44074821256,9323.988523908482,9201.859929003534,-13.075531,32,0.0,3900039.8,0.0,5374.6,-19.488135312261583,9201.859929003534,nan,10,-19.488135312261583,28718.44074821256,32,9323.988523908482,-43013.688,0.0,992000,10
0.0,2795.189935422441,2795.189935422441,20078.34796086217,2795.1899354224415,5828.777450911645,-13.2488985,33,0.0,3952829.0,0.0,6096.3457,-42.93448370935314,5828.777450911645,nan,10,-42.93448370935314,20078.34796086217,33,2795.1899354224415,-44529.984,0.0,1016000,10
0.0,2242.1951912858794,2242.1951912858794,10424.915071296262,2242.1951912858794,3428.2646033141677,-13.388776,34,0.0,4109612.8,0.0,6724.373,-39.338380409403214,3428.2646033141677,nan,10,-39.338380409403214,10424.915071296262,34,2242.1951912858794,-44699.867,0.0,1040000,10
0.0,9721.15093707158,9721.15093707158,29699.864885723506,9721.15093707158,10777.57841074697,-13.682529,35,0.2,4431016.0,0.2,5868.59,822.5826219117713,10777.57841074697,nan,10,822.5826219117713,29699.864885723506,35,9721.15093707158,-45897.45,0.0,1064000,10
0.0,4906.874305989167,4906.874305989167,19062.910542937912,4906.8743059891685,6127.042393637784,-13.611926,36,0.0,4480372.0,0.0,5997.852,722.7926318097973,6127.042393637784,nan,10,722.7926318097973,19062.910542937912,36,4906.8743059891685,-46718.53,0.0,1088000,10
0.0,11055.116167683173,11055.116167683173,27199.179290230095,11055.116167683169,9528.962273818885,-13.694636,37,0.0,4792854.5,0.0,4611.9233,826.0144058238494,9528.962273818885,nan,10,826.0144058238494,27199.179290230095,37,11055.116167683169,-47088.473,0.0,1112000,10
0.0,11711.747788522018,11711.747788522018,24511.209554626683,11711.747788522021,8357.912968684537,-13.37606,38,0.0,4998358.5,0.0,5763.3745,-27.539314658353852,8357.912968684537,nan,10,-27.539314658353852,24511.209554626683,38,11711.747788522021,-47027.934,0.0,1136000,10
0.0,9385.29559551657,9385.29559551657,33751.8788895322,9385.295595516578,10994.034543859774,-13.412735,39,0.0,5536622.5,0.0,4851.049,604.2088556160019,10994.034543859774,nan,10,604.2088556160019,33751.8788895322,39,9385.295595516578,-48285.54,0.0,1160000,10
0.0,3240.8077568340814,3240.8077568340814,19122.360154507336,3240.8077568340823,5665.235226457996,-13.727863,40,0.0,5864583.0,0.0,5058.0127,-40.03064158206835,5665.235226457996,nan,10,-40.03064158206835,19122.360154507336,40,3240.8077568340823,-49629.31,0.0,1184000,10
