MetaTest/Average/TerminationRate,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/faucet-close-v1/Iteration,MetaTest/faucet-close-v1/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-close-v1/MinReturn,MetaTest/faucet-close-v1/StdReturn,MetaTrain/Average/Alpha,MetaTest/faucet-close-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/faucet-close-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/faucet-close-v1/TerminationRate,TotalEnvSteps,MetaTest/Average/NumTrajs
0.0,5692.649457170281,5692.649457170281,15594.085862255486,5692.649457170278,6323.934769328085,-13.59149,41,0.0,5639864.5,0.0,4135.993,-37.95291596032749,6323.934769328085,nan,10,-37.95291596032749,15594.085862255486,41,5692.649457170278,-49547.426,0.0,1208000,10
0.0,8755.636698572192,8755.636698572192,18832.919723373627,8755.636698572194,7822.717010446934,-13.604333,42,0.0,5551597.5,0.0,5163.254,487.6182071409141,7822.717010446934,nan,10,487.6182071409141,18832.919723373627,42,8755.636698572194,-49473.77,0.0,1232000,10
0.0,10355.715553964876,10355.715553964876,25986.612106075892,10355.715553964876,9420.40919793046,-13.711384,43,0.0,5823457.5,0.0,3730.1382,-40.50002296825194,9420.40919793046,nan,10,-40.50002296825194,25986.612106075892,43,10355.715553964876,-49855.793,0.0,1256000,10
0.0,12372.007402245401,12372.007402245401,26650.069567227445,12372.0074022454,8997.808312967092,-13.630244,44,0.0,5722118.0,0.0,3653.3396,-15.618186448244268,8997.808312967092,nan,10,-15.618186448244268,26650.069567227445,44,12372.0074022454,-49232.395,0.0,1280000,10
0.0,7332.035622540347,7332.035622540347,20553.408460920607,7332.035622540343,6161.645867876239,-13.932641,45,0.0,5672422.5,0.0,3280.8071,834.2897504091935,6161.645867876239,nan,10,834.2897504091935,20553.408460920607,45,7332.035622540343,-48097.516,0.0,1304000,10
0.0,6201.336291239007,6201.336291239007,18459.612717721026,6201.3362912390085,7204.74894286452,-14.22102,46,0.0,6089752.0,0.0,3317.3484,-27.409740267041606,7204.74894286452,nan,10,-27.409740267041606,18459.612717721026,46,6201.3362912390085,-49447.36,0.0,1328000,10
0.0,9957.096988060173,9957.096988060173,33387.27638245768,9957.096988060171,10244.643280836824,-14.786513,47,0.0,7175533.5,0.0,4146.019,935.5795752917385,10244.643280836824,nan,10,935.5795752917385,33387.27638245768,47,9957.096988060171,-48705.473,0.0,1352000,10
0.0,10200.303512903025,10200.303512903025,24407.049286912916,10200.303512903025,9447.280010369645,-14.447789,48,0.0,5941748.0,0.0,4608.214,-26.124636363175256,9447.280010369645,nan,10,-26.124636363175256,24407.049286912916,48,10200.303512903025,-49893.723,0.0,1376000,10
0.0,9189.842933915566,9189.842933915566,21569.415790150288,9189.842933915566,7966.46620224685,-14.181855,49,0.0,6536205.0,0.0,3563.7942,411.97122546486884,7966.46620224685,nan,10,411.97122546486884,21569.415790150288,49,9189.842933915566,-49199.49,0.0,1400000,10
0.0,9946.163382404548,9946.163382404548,15747.56494319773,9946.16338240455,6006.705997874942,-14.423052,50,0.0,7082316.5,0.0,3499.1519,194.71712760757578,6006.705997874942,nan,10,194.71712760757578,15747.56494319773,50,9946.16338240455,-49667.168,0.0,1424000,10
0.0,11561.676508225462,11561.676508225462,18287.700759447544,11561.67650822546,5071.185070972085,-14.424932,51,0.0,7329337.5,0.0,3545.8315,2948.353503074547,5071.185070972085,nan,10,2948.353503074547,18287.700759447544,51,11561.67650822546,-51394.87,0.0,1448000,10
0.0,6339.171251877451,6339.171251877451,20667.545930734548,6339.171251877453,6696.948171604953,-13.915839,52,0.0,6654308.0,0.0,3864.7039,177.4090856350464,6696.948171604953,nan,10,177.4090856350464,20667.545930734548,52,6339.171251877453,-48567.957,0.0,1472000,10
0.0,10338.397596675955,10338.397596675955,27559.98396701103,10338.397596675948,9705.21473460672,-13.755129,53,0.0,6535912.5,0.0,3858.0396,960.3384189085731,9705.21473460672,nan,10,960.3384189085731,27559.98396701103,53,10338.397596675948,-47135.465,0.0,1496000,10
0.0,14801.6088298278,14801.6088298278,23540.35527622111,14801.6088298278,7589.155857038566,-14.093873,54,0.0,7480766.5,0.0,3707.9956,86.9693331647393,7589.155857038566,nan,10,86.9693331647393,23540.35527622111,54,14801.6088298278,-49745.85,0.0,1520000,10
0.0,14429.900981874762,14429.900981874762,21519.785223159248,14429.900981874762,5465.634583745925,-13.743752,55,0.0,7177082.0,0.0,3130.9895,1341.345590050468,5465.634583745925,nan,10,1341.345590050468,21519.785223159248,55,14429.900981874762,-49495.664,0.0,1544000,10
0.0,13038.289992920596,13038.289992920596,47834.225250090276,13038.2899929206,12838.039700705542,-13.415733,56,0.1,6687056.0,0.1,3413.962,1238.146848702545,12838.039700705542,nan,10,1238.146848702545,47834.225250090276,56,13038.2899929206,-48725.215,0.0,1568000,10
0.0,13387.349608765635,13387.349608765635,20754.247437993658,13387.349608765642,5090.175853666005,-13.182713,57,0.0,6727352.5,0.0,2804.731,4057.850035680809,5090.175853666005,nan,10,4057.850035680809,20754.247437993658,57,13387.349608765642,-47253.594,0.0,1592000,10
0.0,13951.68099443711,13951.68099443711,22266.93290068979,13951.680994437116,6274.824577011045,-12.906569,58,0.0,6722515.0,0.0,2565.904,3659.3523114653235,6274.824577011045,nan,10,3659.3523114653235,22266.93290068979,58,13951.680994437116,-46351.84,0.0,1616000,10
0.0,15150.56014430928,15150.56014430928,32771.8749899217,15150.560144309275,8706.695596204547,-12.682613,59,0.0,6789549.5,0.0,2241.811,1413.933724067275,8706.695596204547,nan,10,1413.933724067275,32771.8749899217,59,15150.560144309275,-47134.785,0.0,1640000,10
0.0,18560.89632880379,18560.89632880379,33808.22720044348,18560.896328803796,6191.946296569701,-12.580986,60,0.0,6714567.5,0.0,2513.217,10960.539044418889,6191.946296569701,nan,10,10960.539044418889,33808.22720044348,60,18560.896328803796,-46787.24,0.0,1664000,10
0.0,14951.572823507091,14951.572823507091,31217.634497805215,14951.57282350709,8687.962575492957,-12.385503,61,0.2,6525241.0,0.2,2827.523,174.961087139224,8687.962575492957,nan,10,174.961087139224,31217.634497805215,61,14951.57282350709,-45552.203,0.0,1688000,10
0.0,12343.190676665838,12343.190676665838,18023.827860868125,12343.19067666584,4692.422561937345,-12.046424,62,0.0,6362322.0,0.0,3199.1445,3698.261260074698,4692.422561937345,nan,10,3698.261260074698,18023.827860868125,62,12343.19067666584,-43727.23,0.0,1712000,10
0.0,11254.622590226434,11254.622590226434,21120.493032155027,11254.622590226432,6532.366635626201,-12.169139,63,0.0,7104195.0,0.0,3593.2588,1685.6443151828166,6532.366635626201,nan,10,1685.6443151828166,21120.493032155027,63,11254.622590226432,-44297.5,0.0,1736000,10
0.0,7916.730997576754,7916.730997576754,16880.664061165266,7916.730997576752,4375.123723081772,-12.168747,64,0.0,7764816.0,0.0,3618.4834,621.9747607318516,4375.123723081772,nan,10,621.9747607318516,16880.664061165266,64,7916.730997576752,-42700.52,0.0,1760000,10
0.0,14155.304789546932,14155.304789546932,23676.938792803805,14155.304789546939,7365.658520884887,-12.162912,65,0.1,7806960.0,0.1,3206.7349,722.6018285064715,7365.658520884887,nan,10,722.6018285064715,23676.938792803805,65,14155.304789546939,-37937.938,0.0,1784000,10
0.0,12212.646356980835,12212.646356980835,23835.09781623984,12212.646356980837,7141.0958860850105,-11.663494,66,0.0,7113774.5,0.0,3160.7253,3431.4198331616913,7141.0958860850105,nan,10,3431.4198331616913,23835.09781623984,66,12212.646356980837,-37612.195,0.0,1808000,10
0.0,10457.728745521958,10457.728745521958,20069.15062848446,10457.728745521963,8027.468521373856,-11.073542,67,0.0,6701226.0,0.0,3526.8337,1341.5155599497652,8027.468521373856,nan,10,1341.5155599497652,20069.15062848446,67,10457.728745521963,-37608.434,0.0,1832000,10
0.0,10832.642758824699,10832.642758824699,19354.843249510464,10832.642758824699,6692.359960522377,-10.683357,68,0.0,6126182.0,0.0,4076.0645,-13.913300827886143,6692.359960522377,nan,10,-13.913300827886143,19354.843249510464,68,10832.642758824699,-35785.496,0.0,1856000,10
0.0,9113.574896305057,9113.574896305057,18703.545825720408,9113.574896305056,6915.359551339123,-10.711985,69,0.0,5954123.5,0.0,3000.1997,-31.956483278702347,6915.359551339123,nan,10,-31.956483278702347,18703.545825720408,69,9113.574896305056,-36196.527,0.0,1880000,10
0.0,5218.57067166126,5218.57067166126,18815.829969075086,5218.570671661259,6514.652971066303,-10.601582,70,0.0,5731972.5,0.0,2413.0737,-27.44638896371974,6514.652971066303,nan,10,-27.44638896371974,18815.829969075086,70,5218.570671661259,-37614.97,0.0,1904000,10
0.0,13659.771207674701,13659.771207674701,31878.055817570446,13659.771207674698,7953.890645001858,-10.766615,71,0.0,5821137.5,0.0,2652.128,3418.501730996289,7953.890645001858,nan,10,3418.501730996289,31878.055817570446,71,13659.771207674698,-38054.426,0.0,1928000,10
0.0,10848.24790750855,10848.24790750855,46428.85838061728,10848.247907508554,14810.508303581126,-11.021722,72,0.0,6052401.5,0.0,2408.4539,-24.839774676085856,14810.508303581126,nan,10,-24.839774676085856,46428.85838061728,72,10848.247907508554,-40499.105,0.0,1952000,10
0.0,8352.592711173962,8352.592711173962,17564.439706768073,8352.592711173962,5499.188392064301,-11.139505,73,0.0,6328960.5,0.0,2443.0337,-22.985481096197702,5499.188392064301,nan,10,-22.985481096197702,17564.439706768073,73,8352.592711173962,-42507.344,0.0,1976000,10
0.0,13238.54282201584,13238.54282201584,31965.58687131331,13238.54282201584,8876.41452630813,-11.186385,74,0.1,6299392.0,0.1,1953.1472,-30.398610171783865,8876.41452630813,nan,10,-30.398610171783865,31965.58687131331,74,13238.54282201584,-43680.703,0.0,2000000,10
0.0,17824.764248881962,17824.764248881962,36851.931144631286,17824.764248881973,7978.527368729612,-11.060493,75,0.0,6715409.5,0.0,2141.4885,4037.507287303793,7978.527368729612,nan,10,4037.507287303793,36851.931144631286,75,17824.764248881973,-44897.324,0.0,2024000,10
0.0,17967.897164700735,17967.897164700735,40513.60681221292,17967.897164700735,9568.565520711472,-11.212859,76,0.0,6887678.5,0.0,1921.4705,2120.3006097254706,9568.565520711472,nan,10,2120.3006097254706,40513.60681221292,76,17967.897164700735,-46255.73,0.0,2048000,10
0.0,17798.6146199426,17798.6146199426,23352.457649440552,17798.614619942608,3092.232405089635,-11.306472,77,0.0,7022959.5,0.0,1715.41,11737.652174060098,3092.232405089635,nan,10,11737.652174060098,23352.457649440552,77,17798.614619942608,-47394.12,0.0,2072000,10
0.0,17257.809031945286,17257.809031945286,22564.7745276643,17257.809031945286,4088.135721818927,-11.365311,78,0.0,7340894.0,0.0,1630.9633,9677.74874293603,4088.135721818927,nan,10,9677.74874293603,22564.7745276643,78,17257.809031945286,-48152.453,0.0,2096000,10
0.0,13038.024185764332,13038.024185764332,21641.344831634193,13038.024185764338,6134.341061307039,-11.417278,79,0.0,7334295.5,0.0,1967.835,4144.829817333566,6134.341061307039,nan,10,4144.829817333566,21641.344831634193,79,13038.024185764338,-49354.164,0.0,2120000,10
0.0,16817.559254192893,16817.559254192893,40553.83050175809,16817.559254192896,11083.473274098073,-11.529193,80,0.0,7800092.0,0.0,1748.0762,64.383468949169,11083.473274098073,nan,10,64.383468949169,40553.83050175809,80,16817.559254192896,-50301.41,0.0,2144000,10
0.0,14591.926255885246,14591.926255885246,25701.079584751675,14591.926255885244,7925.647537915969,-11.617149,81,0.1,7560062.0,0.1,1599.6768,146.8489285749672,7925.647537915969,nan,10,146.8489285749672,25701.079584751675,81,14591.926255885244,-50761.184,0.0,2168000,10
0.0,18951.44347916454,18951.44347916454,31454.55974792088,18951.44347916454,5062.659655419056,-11.844703,82,0.0,8017752.0,0.0,1752.0706,12368.515653730587,5062.659655419056,nan,10,12368.515653730587,31454.55974792088,82,18951.44347916454,-52121.8,0.0,2192000,10
0.0,19759.792012256275,19759.792012256275,35664.62187299817,19759.792012256272,6795.845126094383,-11.903832,83,0.1,8234254.5,0.1,1453.034,7353.677720298488,6795.845126094383,nan,10,7353.677720298488,35664.62187299817,83,19759.792012256272,-53017.727,0.0,2216000,10
0.0,22169.853540894714,22169.853540894714,50484.12828193186,22169.853540894714,13946.41947095368,-12.1677,84,0.0,8652952.0,0.0,1547.6562,9061.666502012118,13946.41947095368,nan,10,9061.666502012118,50484.12828193186,84,22169.853540894714,-54640.137,0.0,2240000,10
0.0,21035.559715991658,21035.559715991658,34823.7294639144,21035.55971599166,9227.421265648374,-12.39142,85,0.1,8940355.0,0.1,1658.4934,98.15111158189418,9227.421265648374,nan,10,98.15111158189418,34823.7294639144,85,21035.55971599166,-56138.438,0.0,2264000,10
0.0,16391.76262579712,16391.76262579712,25281.31942607001,16391.76262579712,4664.889362393324,-12.364876,86,0.0,8843348.0,0.0,1301.0778,8410.291189907952,4664.889362393324,nan,10,8410.291189907952,25281.31942607001,86,16391.76262579712,-55865.453,0.0,2288000,10
0.0,15929.530982723483,15929.530982723483,21005.76377778665,15929.530982723483,3815.5655288673834,-12.604704,87,0.0,9241633.0,0.0,1422.4415,9975.2466040522,3815.5655288673834,nan,10,9975.2466040522,21005.76377778665,87,15929.530982723483,-56668.453,0.0,2312000,10
0.0,15831.332757145376,15831.332757145376,20338.197260687964,15831.33275714538,3046.148962870134,-12.616105,88,0.0,9390840.0,0.0,1441.5725,11679.561466650064,3046.148962870134,nan,10,11679.561466650064,20338.197260687964,88,15831.33275714538,-57477.93,0.0,2336000,10
0.0,16283.421965555233,16283.421965555233,21616.58180845095,16283.421965555239,4764.729491826749,-12.627387,89,0.0,9559849.0,0.0,1664.5192,6394.137301884594,4764.729491826749,nan,10,6394.137301884594,21616.58180845095,89,16283.421965555239,-58470.62,0.0,2360000,10
0.0,15818.039151795801,15818.039151795801,26349.498843342917,15818.039151795805,4816.167874286489,-12.733259,90,0.0,10210161.0,0.0,1620.3457,9895.173793760898,4816.167874286489,nan,10,9895.173793760898,26349.498843342917,90,15818.039151795805,-59271.812,0.0,2384000,10
0.0,18320.46100855896,18320.46100855896,21220.428727356026,18320.461008558963,3565.1107947137125,-12.644639,91,0.0,10034332.0,0.0,1612.0825,9188.167398051615,3565.1107947137125,nan,10,9188.167398051615,21220.428727356026,91,18320.461008558963,-59660.42,0.0,2408000,10
0.0,15973.380098118058,15973.380098118058,20294.288847180596,15973.380098118058,4016.826552783344,-12.593111,92,0.0,10566083.0,0.0,1409.7349,8009.034285235242,4016.826552783344,nan,10,8009.034285235242,20294.288847180596,92,15973.380098118058,-60072.01,0.0,2432000,10
0.0,17565.653833429627,17565.653833429627,20173.992586036995,17565.653833429627,2656.536811202692,-12.689623,93,0.0,10791215.0,0.0,1421.8431,11341.038099856016,2656.536811202692,nan,10,11341.038099856016,20173.992586036995,93,17565.653833429627,-60885.99,0.0,2456000,10
0.0,15502.79706807209,15502.79706807209,20575.102175882617,15502.797068072086,5437.931183532333,-12.75692,94,0.0,11028894.0,0.0,1347.2032,3498.3281984834966,5437.931183532333,nan,10,3498.3281984834966,20575.102175882617,94,15502.797068072086,-61045.973,0.0,2480000,10
0.0,17277.549556128204,17277.549556128204,23191.367047923668,17277.549556128197,5081.773818213266,-12.719649,95,0.0,11469006.0,0.0,1453.7228,7815.754515068612,5081.773818213266,nan,10,7815.754515068612,23191.367047923668,95,17277.549556128197,-61360.055,0.0,2504000,10
