MetaTest/coffee-button-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTest/coffee-button-v1/Iteration,MetaTest/coffee-button-v1/AverageReturn,MetaTest/coffee-button-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTest/Average/NumEpisodes,MetaTest/coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/coffee-button-v1/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/coffee-button-v1/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/coffee-button-v1/NumEpisodes
34436.14674330823,34436.14674330823,21,372022750.0,289867.4547645017,728000,219081.75076589463,21,289867.4547645017,330468.1648107183,1.0,280.54156,10,219081.75076589463,289867.45476450166,191286.52,1.0,-79.70875,0.0,-543570.3,289867.45476450166,0.0,330468.1648107183,10
92442.85414504189,92442.85414504189,22,410855070.0,270300.6822587665,752000,19057.27191012389,22,270300.6822587665,330934.20182626205,0.9,357.04956,10,19057.27191012389,270300.6822587665,721759.6,0.9,-28.795221,0.0,-590459.2,270300.6822587665,0.0,330934.20182626205,10
50185.09955732173,50185.09955732173,23,395045000.0,257265.73025515224,776000,180757.38273087805,23,257265.73025515224,323363.62264833,0.6,345.18695,10,180757.38273087805,257265.7302551522,655543.2,0.6,6.111195,0.0,-586869.44,257265.7302551522,0.0,323363.62264833,10
150620.60122837682,150620.60122837682,24,449085600.0,182496.9751022741,800000,-45.810764924683156,24,182496.9751022741,326048.8275489152,0.7,392.16568,10,-45.810764924683156,182496.97510227407,293017.16,0.7,8.412043,0.0,-618516.06,182496.97510227407,0.0,326048.8275489152,10
116641.39578150518,116641.39578150518,25,459501280.0,136345.1887164772,824000,-57.88298812105466,25,136345.1887164772,315196.87654722657,0.6,366.20856,10,-57.88298812105466,136345.1887164772,166035.95,0.6,12.306855,0.0,-572010.94,136345.1887164772,0.0,315196.87654722657,10
132644.42913940427,132644.42913940427,26,442022050.0,133011.02605208888,848000,-65.83737217532747,26,133011.02605208888,351405.5529474615,0.6,352.3784,10,-65.83737217532747,133011.02605208886,96333.84,0.6,23.047674,0.0,-654862.44,133011.02605208886,0.0,351405.5529474615,10
148212.51033870757,148212.51033870757,27,385254240.0,101163.81970703554,872000,-73.76562164861738,27,101163.81970703554,330183.3088557322,0.7,306.00507,10,-73.76562164861738,101163.81970703552,82481.9,0.7,38.700336,0.0,-662920.75,101163.81970703552,0.0,330183.3088557322,10
151562.43928075605,151562.43928075605,28,390637120.0,147001.86149880488,896000,-42.68666681163841,28,147001.86149880488,345590.16110265336,0.6,289.61145,10,-42.68666681163841,147001.86149880485,478740.34,0.6,-31.253267,0.0,-637806.06,147001.86149880485,0.0,345590.16110265336,10
72504.21774960661,72504.21774960661,29,395892770.0,292112.0664628415,920000,76416.05259045,29,292112.0664628415,328769.4405483498,1.0,322.5085,10,76416.05259045,292112.06646284147,545610.6,1.0,-34.345264,0.0,-665831.44,292112.06646284147,0.0,328769.4405483498,10
43451.75049837877,43451.75049837877,30,427131400.0,297781.0071582286,944000,187620.2785014553,30,297781.0071582286,348739.5848784119,1.0,363.9991,10,187620.2785014553,297781.0071582286,149831.9,1.0,-20.466654,0.0,-679041.9,297781.0071582286,0.0,348739.5848784119,10
156450.65350577226,156450.65350577226,31,438528770.0,184014.06362173986,968000,-56.76879321041,31,184014.06362173986,353604.24946701166,0.8,346.12943,10,-56.76879321041,184014.0636217399,76476.72,0.8,96.91347,0.0,-607742.06,184014.0636217399,0.0,353604.24946701166,10
150534.89280921718,150534.89280921718,32,463156480.0,141513.43120790328,992000,-88.51305206100979,32,141513.43120790328,326903.0378395567,0.5,303.85022,10,-88.51305206100979,141513.43120790325,361814.28,0.5,5.677385,0.0,-625309.3,141513.43120790325,0.0,326903.0378395567,10
147489.8254110233,147489.8254110233,33,464364900.0,178177.85680415644,1016000,-78.39075587462345,33,178177.85680415644,325930.0636893682,0.4,299.6979,10,-78.39075587462345,178177.85680415653,530670.1,0.4,-3.831746,0.0,-658628.4,178177.85680415653,0.0,325930.0636893682,10
143398.39227445377,143398.39227445377,34,489955200.0,193587.58963337514,1040000,-58.81410285465287,34,193587.58963337514,319718.2868725224,0.7,321.0475,10,-58.81410285465287,193587.58963337517,67680.73,0.7,-19.834696,0.0,-645120.9,193587.58963337517,0.0,319718.2868725224,10
160215.76170752538,160215.76170752538,35,526518660.0,159757.90218437416,1064000,-69.77263216940605,35,159757.90218437416,344947.7538925221,0.9,374.65344,10,-69.77263216940605,159757.90218437414,49122.027,0.9,-45.98708,0.0,-718701.1,159757.90218437414,0.0,344947.7538925221,10
147983.78053569113,147983.78053569113,36,530177600.0,146911.03687375796,1088000,-78.70190583442454,36,146911.03687375796,318652.4196775766,0.8,381.57773,10,-78.70190583442454,146911.036873758,57200.434,0.8,-0.2468545,0.0,-723211.1,146911.036873758,0.0,318652.4196775766,10
149233.68476508983,149233.68476508983,37,550386750.0,175090.63850759904,1112000,-75.87992210298935,37,175090.63850759904,347204.1638176344,0.6,363.02,10,-75.87992210298935,175090.63850759907,76027.98,0.6,14.838264,0.0,-723841.8,175090.63850759907,0.0,347204.1638176344,10
146946.2887983123,146946.2887983123,38,599449200.0,142981.68637492665,1136000,-85.66995934104101,38,142981.68637492665,327867.44232969795,0.9,410.99222,10,-85.66995934104101,142981.68637492665,446846.03,0.9,-52.701874,0.0,-778380.8,142981.68637492665,0.0,327867.44232969795,10
133842.95507597478,133842.95507597478,39,586247900.0,155861.2252371234,1160000,-87.67336462801411,39,155861.2252371234,323970.4782829955,0.7,443.34933,10,-87.67336462801411,155861.22523712344,253729.62,0.7,-9.8405485,0.0,-791760.9,155861.22523712344,0.0,323970.4782829955,10
143155.19332059412,143155.19332059412,40,603552900.0,165218.22979210602,1184000,-89.94048762635886,40,165218.22979210602,345697.51253346674,0.9,447.8926,10,-89.94048762635886,165218.229792106,152123.22,0.9,4.071568,0.0,-794052.44,165218.229792106,0.0,345697.51253346674,10
148610.1831000613,148610.1831000613,41,622296600.0,146674.12284952198,1208000,-91.28857198128203,41,146674.12284952198,324615.1271377566,0.8,463.82855,10,-91.28857198128203,146674.12284952187,105280.24,0.8,-14.96685,0.0,-807384.8,146674.12284952187,0.0,324615.1271377566,10
148406.23881410257,148406.23881410257,42,649291260.0,144314.25032146362,1232000,-113.03805929572609,42,144314.25032146362,324677.1603387008,0.6,480.41876,10,-113.03805929572609,144314.25032146362,105199.35,0.6,0.73615503,0.0,-822603.0,144314.25032146362,0.0,324677.1603387008,10
144938.601023069,144938.601023069,43,633408300.0,174492.82342003865,1256000,-104.0249238259769,43,174492.82342003865,339734.37280377693,0.8,462.88574,10,-104.0249238259769,174492.82342003862,95348.14,0.8,4.9825416,0.0,-814934.25,174492.82342003862,0.0,339734.37280377693,10
159079.53502724148,159079.53502724148,44,643342140.0,158968.51048169954,1280000,-103.05117834463299,44,158968.51048169954,324890.3407543995,0.7,471.03635,10,-103.05117834463299,158968.5104816996,67531.83,0.7,-5.3846655,0.0,-823130.6,158968.5104816996,0.0,324890.3407543995,10
147082.75835058434,147082.75835058434,45,644402750.0,145847.48974961284,1304000,-104.04538433897926,45,145847.48974961284,328160.55678424705,0.7,469.7031,10,-104.04538433897926,145847.4897496128,56688.258,0.7,6.053462,0.0,-830315.5,145847.4897496128,0.0,328160.55678424705,10
120687.17677414676,120687.17677414676,46,634971500.0,135212.7962469776,1328000,-89.867562808861,46,135212.7962469776,319616.32875864825,0.6,441.45822,10,-89.867562808861,135212.79624697758,515867.84,0.6,24.991152,0.0,-825158.1,135212.79624697758,0.0,319616.32875864825,10
144887.7722507529,144887.7722507529,47,633772700.0,133839.8964062884,1352000,-103.79795690000793,47,133839.8964062884,345660.06103046413,0.7,445.0432,10,-103.79795690000793,133839.89640628843,124298.56,0.7,-11.402072,0.0,-800004.75,133839.89640628843,0.0,345660.06103046413,10
131260.15174351807,131260.15174351807,48,650099840.0,184858.86729664396,1376000,-93.66999682581167,48,184858.86729664396,338769.39441551216,0.5,440.69287,10,-93.66999682581167,184858.86729664402,64250.23,0.5,14.14632,0.0,-809845.56,184858.86729664402,0.0,338769.39441551216,10
157823.97959559402,157823.97959559402,49,643334600.0,156561.3689628825,1400000,-102.38021476140588,49,156561.3689628825,349633.89544978034,0.6,429.5393,10,-102.38021476140588,156561.3689628825,62140.17,0.6,-8.0548725,0.0,-814418.3,156561.3689628825,0.0,349633.89544978034,10
