GaussianMLPPolicy/KLBefore,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,GaussianMLPPolicy/dLoss,bin-picking-v1/MinReturn,Iteration,MetaTest/bin-picking-v1/NumEpisodes,Average/Iteration,MetaTest/bin-picking-v1/TerminationRate,Average/TerminationRate,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,bin-picking-v1/SuccessRate,bin-picking-v1/AverageReturn,bin-picking-v1/Iteration,bin-picking-v1/StdReturn,Average/StdReturn,Average/AverageDiscountedReturn,MetaTest/bin-picking-v1/AverageReturn,Average/NumEpisodes,bin-picking-v1/TerminationRate,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/bin-picking-v1/MaxReturn,Average/SuccessRate,Average/MinReturn,GaussianMLPPolicy/KLAfter,GaussianMLPPolicy/Entropy,MetaTest/Average/AverageReturn,TotalEnvSteps,bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/StdReturn,bin-picking-v1/MaxReturn,MetaTest/bin-picking-v1/MinReturn,bin-picking-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/Iteration,Average/AverageReturn
0.0,0.0,-0.00013530169962905347,-69.1776185995051,0.0,0.0006664424727205187,-147.26805472860775,10,1,10,0.0,0.0,-69.1776185995051,0.0,-69.17761859950507,-69.17761859950507,0.0,-70.04075935944743,10,36.57880702132367,36.57880702132367,-30.990191035676744,-69.17761859950507,200,0.0,-23.271671995888934,1,-69.17761859950507,0.0,-147.26805472860775,0.006593771278858185,5.503937244415283,-69.17761859950507,880000,-30.990191035676744,0.0,-23.271671995888934,-69.17761859950507,200,0.0005311407730914652,10,0.0,10,-70.04075935944743
0.0,0.0,-0.0012308643199503422,-61.67003666707602,0.0,0.0008286043885163963,-122.9997492434029,11,1,11,0.0,0.0,-61.67003666707602,0.0,-61.67003666707606,-61.67003666707606,0.05,17184.71534509588,11,75180.76093223109,75180.76093223109,7414.939112245229,-61.67003666707606,200,0.0,347959.8402270734,1,-61.67003666707606,0.05,-122.9997492434029,0.0075601511634886265,5.495555400848389,-61.67003666707606,960000,7414.939112245229,0.0,347959.8402270734,-61.67003666707606,200,-0.0004022599314339459,11,0.0,11,17184.71534509588
0.0,0.0,0.00022721407003700733,-44.91395640510562,0.0,0.0004992698086425662,-134.3900721195567,12,1,12,0.0,0.0,-44.91395640510562,0.0,-44.913956405105594,-44.913956405105594,0.0,-63.48256829487105,12,38.47424272063698,38.47424272063698,-27.863892813536612,-44.913956405105594,200,0.0,144.0991880441481,1,-44.913956405105594,0.0,-134.3900721195567,0.0068002366460859776,5.513455867767334,-44.913956405105594,1040000,-27.863892813536612,0.0,144.0991880441481,-44.913956405105594,200,0.0007264838786795735,12,0.0,12,-63.48256829487105
0.0,0.0,6.293212209129706e-05,-26.46721600424644,0.0,0.0006819303598604165,-117.50974313157685,13,1,13,0.0,0.0,-26.46721600424644,0.0,-26.467216004246442,-26.467216004246442,0.05,16964.340799458685,13,74202.24888014012,74202.24888014012,7345.7821602472195,-26.467216004246442,200,0.0,343631.58089310525,1,-26.467216004246442,0.05,-117.50974313157685,0.006843290291726589,5.528195858001709,-26.467216004246442,1120000,7345.7821602472195,0.0,343631.58089310525,-26.467216004246442,200,0.0007448624819517136,13,0.0,13,16964.340799458685
0.0,0.0,-0.0023967379238456488,-75.99879121049361,0.0,0.0009813837241381407,-128.8362945395322,14,1,14,0.0,0.0,-75.99879121049361,0.0,-75.99879121049361,-75.99879121049361,0.0,-60.71532800531593,14,32.25937157587661,32.25937157587661,-27.36704267790139,-75.99879121049361,200,0.0,-22.57611953357958,1,-75.99879121049361,0.0,-128.8362945395322,0.007234245538711548,5.502896308898926,-75.99879121049361,1200000,-27.36704267790139,0.0,-22.57611953357958,-75.99879121049361,200,-0.001415354199707508,14,0.0,14,-60.71532800531593
0.0,0.0,0.00022563622042071074,-62.859036132755264,0.0,0.0006905163318151608,-103.65915269357492,15,1,15,0.0,0.0,-62.859036132755264,0.0,-62.85903613275524,-62.85903613275524,0.05,17064.93365478097,15,74611.62651802381,74611.62651802381,7366.434676071162,-62.85903613275524,200,0.0,345827.7325750947,1,-62.85903613275524,0.05,-103.65915269357492,0.00662649143487215,5.519584655761719,-62.85903613275524,1280000,7366.434676071162,0.0,345827.7325750947,-62.85903613275524,200,0.0009161525522358716,15,0.0,15,17064.93365478097
0.0,0.0,-5.6336866691708565e-05,-62.40502326174958,0.0,0.0007809282396920025,-113.77100366464103,16,1,16,0.0,0.0,-62.40502326174958,0.0,-62.40502326174959,-62.40502326174959,0.0,-67.62266199188682,16,32.38521273217482,32.38521273217482,-30.181251329783482,-62.40502326174959,200,0.0,56.5481186325147,1,-62.40502326174959,0.0,-113.77100366464103,0.009343571029603481,5.53985595703125,-62.40502326174959,1360000,-30.181251329783482,0.0,56.5481186325147,-62.40502326174959,200,0.000724591373000294,16,0.0,16,-67.62266199188682
0.0,0.0,-0.0019056049641221762,-37.317801221649844,0.0,0.0009028456406667829,-129.67078267444813,17,1,17,0.0,0.0,-37.317801221649844,0.0,-37.31780122164986,-37.31780122164986,0.05,17049.51449360547,17,74542.98609025568,74542.98609025568,7367.640806474545,-37.31780122164986,200,0.0,347698.94670002756,1,-37.31780122164986,0.05,-129.67078267444813,0.00657131802290678,5.5189900398254395,-37.31780122164986,1440000,7367.640806474545,0.0,347698.94670002756,-37.31780122164986,200,-0.0010027593234553933,17,0.0,17,17049.51449360547
0.0,0.0,0.0017527621239423752,-64.30449584647724,0.0,0.0007294730748981237,-106.6109652578124,18,1,18,0.0,0.0,-64.30449584647724,0.0,-64.30449584647718,-64.30449584647718,0.0,-49.75001729694266,18,25.586850334083792,25.586850334083792,-22.804546475088227,-64.30449584647718,200,0.0,-19.478252309451072,1,-64.30449584647718,0.0,-106.6109652578124,0.006617278791964054,5.580118656158447,-64.30449584647718,1520000,-22.804546475088227,0.0,-19.478252309451072,-64.30449584647718,200,0.002482235198840499,18,0.0,18,-49.75001729694266
0.0,0.0,0.001323077129200101,-88.67372940950534,0.0,0.0006792389322072268,-124.43507163204256,19,1,19,0.0,0.0,-88.67372940950534,0.0,-88.6737294095053,-88.6737294095053,0.05,16995.445786832246,19,74362.39772857483,74362.39772857483,7347.657235936458,-88.6737294095053,200,0.0,345586.65710628626,1,-88.6737294095053,0.05,-124.43507163204256,0.006703079678118229,5.629607200622559,-88.6737294095053,1600000,7347.657235936458,0.0,345586.65710628626,-88.6737294095053,200,0.0020023160614073277,19,0.0,19,16995.445786832246
0.0,0.0,-0.0014401223743334413,-66.93301966684668,0.0,0.0007289922796189785,-121.58190834891793,20,1,20,0.0,0.0,-66.93301966684668,0.0,-66.93301966684665,-66.93301966684665,0.0,-57.715400831171685,20,28.284637682513683,28.284637682513683,-26.52088965844686,-66.93301966684665,200,0.0,-19.03622504596769,1,-66.93301966684665,0.0,-121.58190834891793,0.006571202073246241,5.614324569702148,-66.93301966684665,1680000,-26.52088965844686,0.0,-19.03622504596769,-66.93301966684665,200,-0.0007111300947144628,20,0.0,20,-57.715400831171685
0.0,0.0,0.0012700266670435667,-39.94483977792661,0.0,0.0009555292781442404,-111.6936246581889,21,1,21,0.0,0.0,-39.94483977792661,0.0,-39.9448397779266,-39.9448397779266,0.05,16842.965726291222,21,73550.14276333332,73550.14276333332,7291.350729493952,-39.9448397779266,200,0.0,343406.40579477546,1,-39.9448397779266,0.05,-111.6936246581889,0.006615935824811459,5.656136512756348,-39.9448397779266,1760000,7291.350729493952,0.0,343406.40579477546,-39.9448397779266,200,0.002225555945187807,21,0.0,21,16842.965726291222
0.0,0.0,-0.00033382492256350815,-103.34572708490607,0.0,0.0009045792685355991,-97.82724392674412,22,1,22,0.0,0.0,-103.34572708490607,0.0,-103.34572708490612,-103.34572708490612,0.0,-54.58534157535487,22,21.853864952094455,21.853864952094455,-25.29671128968588,-103.34572708490612,200,0.0,-21.934343465565497,1,-103.34572708490612,0.0,-97.82724392674412,0.006801380775868893,5.668456554412842,-103.34572708490612,1840000,-25.29671128968588,0.0,-21.934343465565497,-103.34572708490612,200,0.000570754345972091,22,0.0,22,-54.58534157535487
0.0,0.0,0.0017909882590174675,-65.843087293232,0.0,0.0011301252525299788,-97.7181742872509,23,1,23,0.0,0.0,-65.843087293232,0.0,-65.84308729323197,-65.84308729323197,0.05,17177.46692404603,23,75062.44728083254,75062.44728083254,7415.378858288253,-65.84308729323197,200,0.0,349461.434751904,1,-65.84308729323197,0.05,-97.7181742872509,0.006539863999933004,5.720794200897217,-65.84308729323197,1920000,7415.378858288253,0.0,349461.434751904,-65.84308729323197,200,0.0029211135115474463,23,0.0,23,17177.46692404603
0.0,0.0,0.0003947637160308659,-62.880539571249884,0.0,0.0008311138371936977,-106.07156343717517,24,1,24,0.0,0.0,-62.880539571249884,0.0,-62.88053957124985,-62.88053957124985,0.0,-52.00039887819315,24,24.47110871844949,24.47110871844949,-24.134829883155042,-62.88053957124985,200,0.0,-22.13354092462371,1,-62.88053957124985,0.0,-106.07156343717517,0.006589077413082123,5.7442498207092285,-62.88053957124985,2000000,-24.134829883155042,0.0,-22.13354092462371,-62.88053957124985,200,0.0012258775532245636,24,0.0,24,-52.00039887819315
0.0,0.0,0.00034394868998788297,-55.165350347361326,0.0,0.0012912671372760087,-100.74133390446512,25,1,25,0.0,0.0,-55.165350347361326,0.0,-55.1653503473613,-55.1653503473613,0.0,-46.82011351641839,25,24.304653267349988,24.304653267349988,-21.667063555824434,-55.1653503473613,200,0.0,-21.47035174073524,1,-55.1653503473613,0.0,-100.74133390446512,0.006748451851308346,5.76794958114624,-55.1653503473613,2080000,-21.667063555824434,0.0,-21.47035174073524,-55.1653503473613,200,0.0016352158272638917,25,0.0,25,-46.82011351641839
0.0,0.0,-0.002014060039073229,-23.90381509336874,0.0,0.000783291645348072,-110.39477930404344,26,1,26,0.0,0.0,-23.90381509336874,0.0,-23.903815093368742,-23.903815093368742,0.05,16800.06359672121,26,73400.23904610224,73400.23904610224,7239.934252292288,-23.903815093368742,200,0.0,340961.6521062016,1,-23.903815093368742,0.05,-110.39477930404344,0.006498838774859905,5.735421180725098,-23.903815093368742,2160000,7239.934252292288,0.0,340961.6521062016,-23.903815093368742,200,-0.0012307683937251568,26,0.0,26,16800.06359672121
0.0,0.0,-0.0008698184974491596,-43.432640919681226,0.0,0.0009922323806677014,-98.79555168264679,27,1,27,0.0,0.0,-43.432640919681226,0.0,-43.432640919681255,-43.432640919681255,0.0,-48.35479551847338,27,26.146757769311904,26.146757769311904,-22.44745828272625,-43.432640919681255,200,0.0,-22.820331383064822,1,-43.432640919681255,0.0,-98.79555168264679,0.009620948694646358,5.7374091148376465,-43.432640919681255,2240000,-22.44745828272625,0.0,-22.820331383064822,-43.432640919681255,200,0.00012241388321854174,27,0.0,27,-48.35479551847338
0.0,0.0,-0.0003081533359363675,-39.39396111378259,0.0,0.0011439771624282002,-109.19216503213399,28,1,28,0.0,0.0,-39.39396111378259,0.0,-39.393961113782574,-39.393961113782574,0.05,17001.135662179513,28,74304.6927796336,74304.6927796336,7352.513201132478,-39.393961113782574,200,0.0,343486.7309344619,1,-39.393961113782574,0.05,-109.19216503213399,0.00978795625269413,5.759452819824219,-39.393961113782574,2320000,7352.513201132478,0.0,343486.7309344619,-39.393961113782574,200,0.0008358238264918327,28,0.0,28,17001.135662179513
0.0,0.0,0.0003596892929635942,-29.498757439006194,0.0,0.0010852073901332915,-81.76855372137864,29,1,29,0.0,0.0,-29.498757439006194,0.0,-29.498757439006184,-29.498757439006184,0.0,-39.070660175195876,29,15.306273571412788,15.306273571412788,-18.49304796780153,-29.498757439006184,200,0.0,-21.668892888837433,1,-29.498757439006184,0.0,-81.76855372137864,0.006475237663835287,5.784258842468262,-29.498757439006184,2400000,-18.49304796780153,0.0,-21.668892888837433,-29.498757439006184,200,0.0014448966830968857,29,0.0,29,-39.070660175195876
0.0,0.0,-0.0030614668503403664,-31.23931556475164,0.0,0.0012215741444379091,-104.00554921120303,30,1,30,0.0,0.0,-31.23931556475164,0.0,-31.239315564751656,-31.239315564751656,0.0,-44.2085265766512,30,43.30454514538066,43.30454514538066,-21.371054827310427,-31.239315564751656,200,0.0,246.46887912089397,1,-31.239315564751656,0.0,-104.00554921120303,0.00984531082212925,5.735806465148926,-31.239315564751656,2480000,-21.371054827310427,0.0,246.46887912089397,-31.239315564751656,200,-0.0018398927059024572,30,0.0,30,-44.2085265766512
0.0,0.0,4.430569242686033e-05,-75.47835332282283,0.0,0.0013614223571494222,-82.18475636562562,31,1,31,0.0,0.0,-75.47835332282283,0.0,-75.47835332282281,-75.47835332282281,0.05,17273.088236982258,31,75474.2757208467,75474.2757208467,7456.4853825597,-75.47835332282281,200,0.0,348863.20209593175,1,-75.47835332282281,0.05,-82.18475636562562,0.006892465054988861,5.756627559661865,-75.47835332282281,2560000,7456.4853825597,0.0,348863.20209593175,-75.47835332282281,200,0.0014057280495762825,31,0.0,31,17273.088236982258
0.0,0.0,-0.0010062113869935274,-42.62902128469446,0.0,0.0018062818562611938,-92.24481946163307,32,1,32,0.0,0.0,-42.62902128469446,0.0,-42.629021284694446,-42.629021284694446,0.0,-47.80150241574751,32,22.573011614490568,22.573011614490568,-22.804626266252967,-42.629021284694446,200,0.0,-21.796331249492887,1,-42.629021284694446,0.0,-92.24481946163307,0.007023607846349478,5.771943092346191,-42.629021284694446,2640000,-22.804626266252967,0.0,-21.796331249492887,-42.629021284694446,200,0.0008000704692676663,32,0.0,32,-47.80150241574751
0.0,0.0,0.0011174484388902783,-83.32735791772485,0.0,0.0007867539534345269,-98.34886815337504,33,1,33,0.0,0.0,-83.32735791772485,0.0,-83.32735791772487,-83.32735791772487,0.0,-41.60919370372504,33,37.29677594625221,37.29677594625221,-20.089777354556716,-83.32735791772487,200,0.0,163.3357127281601,1,-83.32735791772487,0.0,-98.34886815337504,0.006479947362095118,5.819099426269531,-83.32735791772487,2720000,-20.089777354556716,0.0,163.3357127281601,-83.32735791772487,200,0.0019042023923248053,33,0.0,33,-41.60919370372504
0.0,0.0,-0.0015260583022609353,-29.694918255805156,0.0,0.000974415335804224,-92.29248870757947,34,1,34,0.0,0.0,-29.694918255805156,0.0,-29.694918255805156,-29.694918255805156,0.05,17355.16086444253,34,75845.97923625234,75845.97923625234,7505.032840530281,-29.694918255805156,200,0.0,351381.7983070076,1,-29.694918255805156,0.05,-92.29248870757947,0.0066338591277599335,5.807889938354492,-29.694918255805156,2800000,7505.032840530281,0.0,351381.7983070076,-29.694918255805156,200,-0.0005516429664567113,34,0.0,34,17355.16086444253
0.0,0.0,-0.0038528875447809696,-29.15724041035156,0.0,0.0009629947599023581,-92.8158833732647,35,1,35,0.0,0.0,-29.15724041035156,0.0,-29.157240410351577,-29.157240410351577,0.05,17444.904700788124,35,76252.57678000291,76252.57678000291,7563.307996745929,-29.157240410351577,200,0.0,355808.94164682034,1,-29.157240410351577,0.05,-92.8158833732647,0.00676559517160058,5.74767541885376,-29.157240410351577,2880000,7563.307996745929,0.0,355808.94164682034,-29.157240410351577,200,-0.0028898927848786116,35,0.0,35,17444.904700788124
0.0,0.0,9.711736493045464e-05,-30.606147842472662,0.0,0.0015032602459541522,-96.26100823739327,36,1,36,0.0,0.0,-30.606147842472662,0.0,-30.606147842472645,-30.606147842472645,0.0,-35.72412066538981,36,33.78610184081373,33.78610184081373,-16.939776663675616,-30.606147842472645,200,0.0,242.88836154254645,1,-30.606147842472645,0.0,-96.26100823739327,0.009886412881314754,5.779234886169434,-30.606147842472645,2960000,-16.939776663675616,0.0,242.88836154254645,-30.606147842472645,200,0.0016003776108846068,36,0.0,36,-35.72412066538981
0.0,0.0,-0.0011651345994323492,-26.75796694574991,0.0,0.002072557108476758,-90.80607226091516,37,1,37,0.0,0.0,-26.75796694574991,0.0,-26.75796694574992,-26.75796694574992,0.05,17467.126679606234,37,76351.90839635317,76351.90839635317,7569.194977873704,-26.75796694574992,200,0.0,355717.8506696284,1,-26.75796694574992,0.05,-90.80607226091516,0.007124640978872776,5.789340019226074,-26.75796694574992,3040000,7569.194977873704,0.0,355717.8506696284,-26.75796694574992,200,0.0009074225090444088,37,0.0,37,17467.126679606234
0.0,0.0,-9.682383097242564e-05,-26.941711857220703,0.0,0.0014973506768001243,-92.65469517491425,38,1,38,0.0,0.0,-26.941711857220703,0.0,-26.9417118572207,-26.9417118572207,0.0,-37.570685454018886,38,28.72556547612137,28.72556547612137,-17.794102291530873,-26.9417118572207,200,0.0,176.8581358513374,1,-26.9417118572207,0.0,-92.65469517491425,0.006679235491901636,5.8124775886535645,-26.9417118572207,3120000,-17.794102291530873,0.0,176.8581358513374,-26.9417118572207,200,0.0014005268458276987,38,0.0,38,-37.570685454018886
0.0,0.0,-0.004095687530934811,-25.85133689507979,0.0,0.0017634863033890724,-90.15828568100471,39,1,39,0.0,0.0,-25.85133689507979,0.0,-25.851336895079783,-25.851336895079783,0.05,17352.63826504496,39,75853.40226162788,75853.40226162788,7508.735826093927,-25.851336895079783,200,0.0,353889.54823703173,1,-25.851336895079783,0.05,-90.15828568100471,0.00658154021948576,5.770968437194824,-25.851336895079783,3200000,7508.735826093927,0.0,353889.54823703173,-25.851336895079783,200,-0.0023322012275457382,39,0.0,39,17352.63826504496
0.0,0.0,-0.0010596516076475382,-42.929876284564195,0.0,0.000723217410268262,-97.1361077505564,40,1,40,0.0,0.0,-42.929876284564195,0.0,-42.9298762845642,-42.9298762845642,0.05,17477.825698452012,40,76400.6774509848,76400.6774509848,7532.302553987518,-42.9298762845642,200,0.0,357700.20684466365,1,-42.9298762845642,0.05,-97.1361077505564,0.009793302044272423,5.759712219238281,-42.9298762845642,3280000,7532.302553987518,0.0,357700.20684466365,-42.9298762845642,200,-0.00033643419737927616,40,0.0,40,17477.825698452012
0.0,0.0,-0.0010655070655047894,-30.74811518316705,0.0,0.00128829650930129,-89.20951860782611,41,1,41,0.0,0.0,-30.74811518316705,0.0,-30.748115183167073,-30.748115183167073,0.0,-37.45840571182588,41,25.1048691614275,25.1048691614275,-18.181301875949618,-30.748115183167073,200,0.0,88.39111918159402,1,-30.748115183167073,0.0,-89.20951860782611,0.009921662509441376,5.759131908416748,-30.748115183167073,3360000,-18.181301875949618,0.0,88.39111918159402,-30.748115183167073,200,0.00022278944379650056,41,0.0,41,-37.45840571182588
0.0,0.0,-0.0003298063238617033,-37.56502845704741,0.0,0.001190699840663001,-96.60665128202125,42,1,42,0.0,0.0,-37.56502845704741,0.0,-37.56502845704743,-37.56502845704743,0.05,17939.48972523157,42,78400.41362330489,78400.41362330489,7731.255851234343,-37.56502845704743,200,0.0,362845.7442106367,1,-37.56502845704743,0.05,-96.60665128202125,0.006477188318967819,5.775137901306152,-37.56502845704743,3440000,7731.255851234343,0.0,362845.7442106367,-37.56502845704743,200,0.0008608935168012977,42,0.0,42,17939.48972523157
0.0,0.0,0.00012140262697357684,-35.853062157582315,0.0,0.0016733640077291057,-94.87777708893955,43,1,43,0.0,0.0,-35.853062157582315,0.0,-35.85306215758232,-35.85306215758232,0.05,18002.770906750447,43,78674.72280031422,78674.72280031422,7747.7024938336235,-35.85306215758232,200,0.0,364784.04312745336,1,-35.85306215758232,0.05,-94.87777708893955,0.006826619151979685,5.8127312660217285,-35.85306215758232,3520000,7747.7024938336235,0.0,364784.04312745336,-35.85306215758232,200,0.0017947666347026825,43,0.0,43,18002.770906750447
0.0,0.0,-0.0018501689191907644,-29.084289290182564,0.0,0.0011637783027254045,-89.31664663218794,44,1,44,0.0,0.0,-29.084289290182564,0.0,-29.084289290182532,-29.084289290182532,0.0,-36.94703616858263,44,20.998463350537932,20.998463350537932,-17.532594987146172,-29.084289290182532,200,0.0,88.85434381800667,1,-29.084289290182532,0.0,-89.31664663218794,0.0066835819743573666,5.800130844116211,-29.084289290182532,3600000,-17.532594987146172,0.0,88.85434381800667,-29.084289290182532,200,-0.0006863906164653599,44,0.0,44,-36.94703616858263
0.0,0.0,-0.0015985876088961959,-78.9706475531474,0.0,0.001381105903419666,-89.73811016520665,45,1,45,0.0,0.0,-78.9706475531474,0.0,-78.97064755314736,-78.97064755314736,0.0,-42.794050563028485,45,22.79345102199138,22.79345102199138,-20.33142187244542,-78.97064755314736,200,0.0,44.80785788892191,1,-78.97064755314736,0.0,-89.73811016520665,0.006867633666843176,5.794227600097656,-78.97064755314736,3680000,-20.33142187244542,0.0,44.80785788892191,-78.97064755314736,200,-0.0002174817054765299,45,0.0,45,-42.794050563028485
