MetaTest/door-open-v1/SuccessRate,MetaTest/door-open-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/door-open-v1/MinReturn,MetaTest/door-open-v1/StdReturn,MetaTest/door-open-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/door-open-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTrain/Average/Alpha,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/door-open-v1/AverageDiscountedReturn,MetaTest/door-open-v1/AverageReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-open-v1/NumTrajs,MetaTest/Average/SuccessRate
0.0,0,-34.804231145659884,-25.123998088833783,-34.804231145659884,4.754621387105598,0.0,10,-19.13836291807543,-19.13836291807543,0.0,5.941972,nan,1.4450793,4.754621387105598,224000,0,-25.123998088833783,-25.123998088833783,6.730256,8.568592,-25.123998088833783,10,0.0
0.0,1,-30.72878236634723,-13.16253872886966,-30.72878236634723,24.05947395036082,0.0,10,55.691407136148854,55.691407136148854,0.0,19.12052,nan,11.529413,24.05947395036082,248000,1,-13.162538728869672,-13.16253872886966,6.720253,7.5796986,-13.162538728869672,10,0.0
0.0,2,-28.01892654431801,-19.22930123557744,-28.01892654431801,5.619420579005453,0.0,10,-10.119778218960246,-10.119778218960246,0.0,25.610981,nan,22.860014,5.619420579005453,272000,2,-19.22930123557744,-19.22930123557744,6.7004995,7.4931307,-19.22930123557744,10,0.0
0.2,3,-45.60010337553929,-18.23377406794959,-45.60010337553929,15.478652256087264,0.0,10,14.038719339974126,14.038719339974126,0.0,27.374346,nan,36.689453,15.478652256087264,296000,3,-18.23377406794959,-18.23377406794959,6.66842,7.307781,-18.23377406794959,10,0.2
0.0,4,-17.633370979125978,-0.5271606318859721,-17.633370979125978,39.39437840981741,0.0,10,117.22540280047632,117.22540280047632,0.0,23.046059,nan,73.54853,39.39437840981741,320000,4,-0.5271606318859878,-0.5271606318859721,6.6158643,8.275305,-0.5271606318859878,10,0.0
0.0,5,-31.951581429557535,2229.043325672261,-31.951581429557535,3506.334268732236,0.0,10,9735.534337792107,9735.534337792107,0.0,18.592882,nan,260.0401,3506.334268732236,344000,5,2229.0433256722613,2229.043325672261,6.4596887,7.522406,2229.0433256722613,10,0.0
0.0,6,-51.13547529176538,-42.72029828519164,-51.13547529176538,5.85227908111132,0.0,10,-32.47681342739677,-32.47681342739677,0.0,-57.280163,nan,5619.5327,5.85227908111132,368000,6,-42.72029828519164,-42.72029828519164,5.154286,15.655032,-42.72029828519164,10,0.0
0.0,7,-25.67202690777392,2.1873231117071774,-25.67202690777392,71.08828645523288,0.0,10,215.3155673122602,215.3155673122602,0.0,-449.29044,nan,16465.375,71.08828645523288,392000,7,2.187323111707181,2.1873231117071774,1.4609824,53.679657,2.187323111707181,10,0.0
0.0,8,-25.300034067016362,-21.625167724470877,-25.300034067016362,2.9117440916442963,0.0,10,-14.783364420407429,-14.783364420407429,0.0,-1442.1534,nan,43310.535,2.9117440916442963,416000,8,-21.625167724470877,-21.625167724470877,-2.6094239,57.748676,-21.625167724470877,10,0.0
0.0,9,-23.92658984330963,1437.227770722551,-23.92658984330963,3669.9941006293757,0.0,10,12255.872601382947,12255.872601382947,0.0,-2323.3735,nan,57442.367,3669.9941006293757,440000,9,1437.2277707225514,1437.227770722551,-2.8102167,36.68109,1437.2277707225514,10,0.0
0.0,10,-21.351263422174334,-17.743144725213657,-21.351263422174334,1.5608049472951895,0.0,10,-15.05205727089644,-15.05205727089644,0.0,-3273.1038,nan,88164.445,1.5608049472951895,464000,10,-17.74314472521365,-17.743144725213657,-6.020712,19.80853,-17.74314472521365,10,0.0
0.0,11,-44.139663817667255,-14.300981328762612,-44.139663817667255,24.210685337252038,0.0,10,54.30475969303485,54.30475969303485,0.0,-4291.675,nan,134347.97,24.210685337252038,488000,11,-14.30098132876262,-14.300981328762612,-5.917586,17.323372,-14.30098132876262,10,0.0
0.0,12,-17.995888171148664,772.0257488747577,-17.995888171148664,1700.3270919621907,0.0,10,5793.456358705168,5793.456358705168,0.0,-5097.923,nan,147002.3,1700.3270919621907,512000,12,772.0257488747583,772.0257488747577,-5.95159,15.275925,772.0257488747583,10,0.0
0.3,13,-19.879997289048497,1680.2603200143717,-19.879997289048497,2902.2087220896497,0.0,10,9501.839268715816,9501.839268715816,0.0,-6020.0356,nan,195806.34,2902.2087220896497,536000,13,1680.2603200143737,1680.2603200143717,-7.0185604,17.268396,1680.2603200143737,10,0.3
0.4,14,-104.04478119870218,18555.6886979731,-104.04478119870218,54359.43165595819,0.0,10,181613.09952424126,181613.09952424126,0.0,-7210.865,nan,375849.03,54359.43165595819,560000,14,18555.688697973113,18555.6886979731,-8.786662,16.797907,18555.688697973113,10,0.4
0.5,15,-83.40237780213336,6582.368239550857,-83.40237780213336,15265.369847070497,0.0,10,52070.12458740859,52070.12458740859,0.0,-9506.325,nan,571101.75,15265.369847070497,584000,15,6582.368239550859,6582.368239550857,-10.314289,16.379303,6582.368239550859,10,0.5
0.0,16,-151.7746512315859,-98.16100359190918,-151.7746512315859,49.323058719805125,0.0,10,-24.965058404801017,-24.965058404801017,0.0,-4999.9717,nan,862992.9,49.323058719805125,608000,16,-98.16100359190918,-98.16100359190918,-9.042506,348.62485,-98.16100359190918,10,0.0
0.6,17,-101.74646968212609,17421.315255614776,-101.74646968212609,49763.63888401284,0.0,10,166660.35731403352,166660.35731403352,0.0,-1075.893,nan,745611.6,49763.63888401284,632000,17,17421.31525561478,17421.315255614776,-9.627242,1493.6053,17421.31525561478,10,0.6
0.0,18,-126.77527754499468,-70.40646537048022,-126.77527754499468,51.35280597927164,0.0,10,2.202785816818884,2.202785816818884,0.0,-11194.108,nan,1684184.4,51.35280597927164,656000,18,-70.40646537048022,-70.40646537048022,-12.554408,184.71693,-70.40646537048022,10,0.0
0.5,19,-139.18303715262542,17285.82628741931,-139.18303715262542,29075.312674656816,0.0,10,88051.83492042526,88051.83492042526,0.0,-17979.225,nan,2769784.2,29075.312674656816,680000,19,17285.826287419306,17285.82628741931,-15.278756,85.72644,17285.826287419306,10,0.5
0.7,20,-44.674630865320545,1149.6303966165558,-44.674630865320545,2726.0226665996975,0.0,10,9152.011578879457,9152.011578879457,0.0,-26439.72,nan,4288497.0,2726.0226665996975,704000,20,1149.6303966165558,1149.6303966165558,-18.039991,558.33875,1149.6303966165558,10,0.7
1.0,21,-34.116836862597815,23340.48725975116,-34.116836862597815,47689.8521046982,0.0,10,158002.8266894357,158002.8266894357,0.0,-40307.324,nan,6312603.5,47689.8521046982,728000,21,23340.487259751175,23340.48725975116,-21.389563,64.435684,23340.487259751175,10,1.0
0.9,22,-32.91579015632188,14581.725064432912,-32.91579015632188,40675.492377138165,0.0,10,136311.3165578138,136311.3165578138,0.0,-51916.78,nan,5874301.0,40675.492377138165,752000,22,14581.725064432903,14581.725064432912,-21.52251,106.17481,14581.725064432903,10,0.9
0.0,23,-145.58746429552673,-140.18240810840842,-145.58746429552673,3.862192146792694,0.0,10,-134.79606181311624,-134.79606181311624,0.0,-45865.13,nan,5338119.5,3.862192146792694,776000,23,-140.1824081084083,-140.18240810840842,-19.462809,152.3681,-140.1824081084083,10,0.0
0.5,24,-47.35970015914721,5234.302302660582,-47.35970015914721,10907.371656141246,0.0,10,36253.59771659456,36253.59771659456,0.0,-53039.457,nan,6150537.0,10907.371656141246,800000,24,5234.302302660584,5234.302302660582,-19.871897,133.21208,5234.302302660584,10,0.5
1.0,25,-22.70188322155004,43243.479630713926,-22.70188322155004,54637.17356724679,0.0,10,155504.9003484373,155504.9003484373,0.0,-59273.945,nan,7783513.5,54637.17356724679,824000,25,43243.47963071392,43243.479630713926,-20.278484,138.92152,43243.47963071392,10,1.0
0.0,26,-142.78848948462377,-135.34369433979754,-142.78848948462377,3.5182748891309066,0.0,10,-131.5519397670685,-131.5519397670685,0.0,-49948.066,nan,2307236000.0,3.5182748891309066,848000,26,-135.34369433979742,-135.34369433979754,-27.987644,240878.27,-135.34369433979742,10,0.0
0.0,27,-138.9806965489346,-123.24577118399574,-138.9806965489346,14.819686839145861,0.0,10,-104.05896241628213,-104.05896241628213,0.0,36451.836,nan,51899004.0,14.819686839145861,872000,27,-123.24577118399577,-123.24577118399574,-33.601913,196867.05,-123.24577118399577,10,0.0
0.1,28,-99.48072034523385,-44.97906424929108,-99.48072034523385,32.52502328632541,0.0,10,-18.71767097989717,-18.71767097989717,0.0,19840.07,nan,4050948.5,32.52502328632541,896000,28,-44.97906424929108,-44.97906424929108,-17.506481,36319.938,-44.97906424929108,10,0.1
0.0,29,-124.61971814284105,-116.55463521078829,-124.61971814284105,5.780870828537,0.0,10,-108.7705407745755,-108.7705407745755,0.0,20164.965,nan,58323264.0,5.780870828537,920000,29,-116.55463521078829,-116.55463521078829,-19.026829,43818.605,-116.55463521078829,10,0.0
0.0,30,-105.63189649706328,-94.20745739997238,-105.63189649706328,7.011106818088401,0.0,10,-85.37327410352931,-85.37327410352931,0.0,106531.43,nan,34835070.0,7.011106818088401,944000,30,-94.20745739997247,-94.20745739997238,-37.583763,278219.1,-94.20745739997247,10,0.0
0.0,31,-102.00570545007952,-94.25990962888844,-102.00570545007952,4.050702355320363,0.0,10,-90.3258250813406,-90.3258250813406,0.0,52329.902,nan,2583082.5,4.050702355320363,968000,31,-94.25990962888837,-94.25990962888844,-37.58683,115037.94,-94.25990962888837,10,0.0
0.0,32,-145.39032194675784,-138.78938186721228,-145.39032194675784,4.30161840409914,0.0,10,-132.27116017791585,-132.27116017791585,0.0,8587.52,nan,2508825.5,4.30161840409914,992000,32,-138.78938186721226,-138.78938186721228,-37.584625,39003.742,-138.78938186721226,10,0.0
0.0,33,-146.09487929636097,-138.34028626301966,-146.09487929636097,5.031824562823898,0.0,10,-128.40219163134,-128.40219163134,0.0,-9286.823,nan,4882975.5,5.031824562823898,1016000,33,-138.34028626301972,-138.34028626301966,-37.587116,11908.969,-138.34028626301972,10,0.0
0.0,34,-147.02926261633158,-137.20097701426633,-147.02926261633158,4.936036308067916,0.0,10,-130.64784099545577,-130.64784099545577,0.0,-19455.9,nan,3124135.5,4.936036308067916,1040000,34,-137.2009770142663,-137.20097701426633,-37.586483,7732.3823,-137.2009770142663,10,0.0
0.0,35,-147.04529272386208,-137.32848744688798,-147.04529272386208,6.526061502151385,0.0,10,-128.18681773681956,-128.18681773681956,0.0,-23725.008,nan,3078994.2,6.526061502151385,1064000,35,-137.3284874468879,-137.32848744688798,-37.58526,4768.929,-137.3284874468879,10,0.0
0.0,36,-144.25784186993147,-135.3522223572637,-144.25784186993147,6.271967185976171,0.0,10,-125.8207339879142,-125.8207339879142,0.0,-16591.867,nan,3182088.2,6.271967185976171,1088000,36,-135.35222235726363,-135.3522223572637,-37.58653,2863.8455,-135.35222235726363,10,0.0
0.0,37,-154.43400296488824,-145.7682948205898,-154.43400296488824,4.366504030386126,0.0,10,-135.83527880605163,-135.83527880605163,0.0,4940.525,nan,36970940.0,4.366504030386126,1112000,37,-145.76829482058977,-145.7682948205898,-37.00633,5901.5273,-145.76829482058977,10,0.0
0.0,38,-144.0997108535667,-135.9242410600823,-144.0997108535667,6.215815987903723,0.0,10,-126.90457404465155,-126.90457404465155,0.0,-7772.721,nan,3696905.8,6.215815987903723,1136000,38,-135.92424106008227,-135.9242410600823,-37.392967,2092.4236,-135.92424106008227,10,0.0
0.0,39,-149.24767157203422,-143.5626788473018,-149.24767157203422,4.179092066671113,0.0,10,-136.4820799121426,-136.4820799121426,0.0,-2669.5596,nan,43503720.0,4.179092066671113,1160000,39,-143.5626788473018,-143.5626788473018,-37.34505,1896.0594,-143.5626788473018,10,0.0
0.0,40,-67.28235637219848,-63.20676872751132,-67.28235637219848,2.1329350495296007,0.0,10,-61.02616588325777,-61.02616588325777,0.0,-9226.734,nan,4137938.8,2.1329350495296007,1184000,40,-63.2067687275113,-63.20676872751132,-36.580288,3976.198,-63.2067687275113,10,0.0
0.0,41,-55.63578370895778,-47.23647255755307,-55.63578370895778,3.8497084348799517,0.0,10,-42.9247984470057,-42.9247984470057,0.0,-26851.434,nan,4994416.5,3.8497084348799517,1208000,41,-47.23647255755308,-47.23647255755307,-36.656357,3555.237,-47.23647255755308,10,0.0
