MetaTest/door-open-v1/SuccessRate,MetaTest/door-open-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/door-open-v1/MinReturn,MetaTest/door-open-v1/StdReturn,MetaTest/door-open-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/door-open-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTrain/Average/Alpha,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/door-open-v1/AverageDiscountedReturn,MetaTest/door-open-v1/AverageReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-open-v1/NumTrajs,MetaTest/Average/SuccessRate
0.0,42,-32.12244207533439,-30.67033429669978,-32.12244207533439,1.0574411465334472,0.0,10,-28.6498489120982,-28.6498489120982,0.0,-23084.283,nan,6763848.5,1.0574411465334472,1232000,42,-30.670334296699785,-30.67033429669978,-36.473312,4417.323,-30.670334296699785,10,0.0
0.2,43,-34.44228147209179,66.00987986070187,-34.44228147209179,187.30356257089582,0.0,10,559.0562202530343,559.0562202530343,0.0,-24834.023,nan,5996803.0,187.30356257089582,1256000,43,66.00987986070186,66.00987986070187,-36.423313,1059.7185,66.00987986070186,10,0.2
0.4,44,-27.983141191762666,533.1777832832722,-27.983141191762666,845.8856083547759,0.0,10,2212.0105253517595,2212.0105253517595,0.0,-15064.254,nan,6882785.0,845.8856083547759,1280000,44,533.177783283272,533.1777832832722,-35.94134,1189.4962,533.177783283272,10,0.4
0.0,45,-59.84188639843152,-58.50732306663341,-59.84188639843152,1.0483641506918766,0.0,10,-56.539047700989016,-56.539047700989016,0.0,-33307.402,nan,108790510.0,1.0483641506918766,1304000,45,-58.5073230666334,-58.50732306663341,-36.302353,8879.905,-58.5073230666334,10,0.0
0.0,46,-62.98874095849727,-55.6835330996469,-62.98874095849727,4.120987713949351,0.0,10,-49.61961819908404,-49.61961819908404,0.0,-74576.48,nan,16162865.0,4.120987713949351,1328000,46,-55.6835330996469,-55.6835330996469,-36.978085,10831.04,-55.6835330996469,10,0.0
0.0,47,-24.812049376927032,121.88422856906531,-24.812049376927032,426.2420862807502,0.0,10,1400.565530068059,1400.565530068059,0.0,-53443.727,nan,10292359.0,426.2420862807502,1352000,47,121.88422856906534,121.88422856906531,-36.623894,2822.9631,121.88422856906534,10,0.0
0.0,48,-25.961908631175845,11.483728367856845,-25.961908631175845,78.067506554853,0.0,10,235.32617367585604,235.32617367585604,0.0,-25005.494,nan,7858521.0,78.067506554853,1376000,48,11.48372836785685,11.483728367856845,-36.24468,15109.802,11.48372836785685,10,0.0
0.3,49,-138.09468574877624,22015.68447197322,-138.09468574877624,61530.34420147806,0.0,10,206183.79806514687,206183.79806514687,0.0,-18171.977,nan,65457532.0,61530.34420147806,1400000,49,22015.684471973203,22015.68447197322,-36.180485,5355.076,22015.684471973203,10,0.3
0.1,50,-146.03591000721252,-43.538600181582275,-146.03591000721252,79.87043588911921,0.0,10,178.8846723233356,178.8846723233356,0.0,-36874.12,nan,12350857.0,79.87043588911921,1424000,50,-43.53860018158228,-43.538600181582275,-36.147438,1919.325,-43.53860018158228,10,0.1
0.2,51,-132.71407585877967,4500.385103918992,-132.71407585877967,11644.591714398937,0.0,10,38909.10722633685,38909.10722633685,0.0,-5553.8413,nan,44367656.0,11644.591714398937,1448000,51,4500.38510391899,4500.385103918992,-36.78904,10437.93,4500.38510391899,10,0.2
0.3,52,-106.6040707518175,10010.816273038445,-106.6040707518175,25319.053192704974,0.0,10,85365.665547949,85365.665547949,0.0,-21414.334,nan,11506317.0,25319.053192704974,1472000,52,10010.816273038436,10010.816273038445,-36.37942,2672.0645,10010.816273038436,10,0.3
0.3,53,-103.03243798834306,7995.879756722703,-103.03243798834306,10955.276562393447,0.0,10,28948.04871514556,28948.04871514556,0.0,-35792.137,nan,13745555.0,10955.276562393447,1496000,53,7995.879756722704,7995.879756722703,-36.298626,1030.8641,7995.879756722704,10,0.3
0.3,54,-112.88951962979189,368.5269265748198,-112.88951962979189,1278.4650580732666,0.0,10,4202.942763931562,4202.942763931562,0.0,-47088.13,nan,17503876.0,1278.4650580732666,1520000,54,368.5269265748198,368.5269265748198,-36.248203,762.3181,368.5269265748198,10,0.3
0.2,55,-71.94530029301674,22493.733604829973,-71.94530029301674,56623.02474564671,0.0,10,189276.91675150863,189276.91675150863,0.0,-55925.83,nan,20033172.0,56623.02474564671,1544000,55,22493.73360482997,22493.733604829973,-36.168015,504.72662,22493.73360482997,10,0.2
0.5,56,-78.20015398040857,32382.637127457223,-78.20015398040857,45453.17022766922,0.0,10,124510.70987308641,124510.70987308641,0.0,-61478.37,nan,25249390.0,45453.17022766922,1568000,56,32382.637127457223,32382.637127457223,-36.221767,504.2508,32382.637127457223,10,0.5
0.7,57,-149.41290868287086,53590.63009166506,-149.41290868287086,93402.07220898285,0.0,10,304565.21407536895,304565.21407536895,0.0,-69172.95,nan,31891790.0,93402.07220898285,1592000,57,53590.63009166504,53590.63009166506,-36.176357,369.7961,53590.63009166504,10,0.7
0.4,58,-150.6192677691105,26000.808672759147,-150.6192677691105,42064.08997592835,0.0,10,131451.43670346812,131451.43670346812,0.0,-79622.195,nan,41443970.0,42064.08997592835,1616000,58,26000.808672759173,26000.808672759147,-36.18991,367.1461,26000.808672759173,10,0.4
0.5,59,-78.28850335191288,51889.26532038643,-78.28850335191288,85425.52989854303,0.0,10,214522.14836155996,214522.14836155996,0.0,-90734.21,nan,52657190.0,85425.52989854303,1640000,59,51889.26532038646,51889.26532038643,-36.21515,335.33575,51889.26532038646,10,0.5
0.5,60,-72.50165334857482,96191.42616339389,-72.50165334857482,117099.78101861203,0.0,10,301397.5687816822,301397.5687816822,0.0,-106467.67,nan,67102852.0,117099.78101861203,1664000,60,96191.42616339392,96191.42616339389,-36.344658,180.11987,96191.42616339392,10,0.5
0.5,61,-117.79902247294919,53934.59594757446,-117.79902247294919,99829.21765359145,0.0,10,304179.80587738554,304179.80587738554,0.0,-124786.59,nan,81834050.0,99829.21765359145,1688000,61,53934.59594757444,53934.59594757446,-36.388657,117.7542,53934.59594757444,10,0.5
0.5,62,-75.7810382359626,100465.0211365087,-75.7810382359626,118763.62858522074,0.0,10,302837.34064905,302837.34064905,0.0,-141417.56,nan,96589840.0,118763.62858522074,1712000,62,100465.02113650873,100465.0211365087,-36.33171,103.156715,100465.02113650873,10,0.5
0.5,63,-57.2276110333109,79920.83024601896,-57.2276110333109,88849.71244488734,0.0,10,246823.4973751004,246823.4973751004,0.0,-158546.03,nan,112373280.0,88849.71244488734,1736000,63,79920.83024601897,79920.83024601896,-36.358765,87.25061,79920.83024601897,10,0.5
0.5,64,-69.12924982035945,94957.92675015502,-69.12924982035945,115783.19626713546,0.0,10,272176.4828208459,272176.4828208459,0.0,-180703.11,nan,127070504.0,115783.19626713546,1760000,64,94957.92675015505,94957.92675015502,-36.4539,46.43793,94957.92675015505,10,0.5
0.5,65,-64.36465327239726,106063.29018373745,-64.36465327239726,113985.92596990879,0.0,10,302175.67328754143,302175.67328754143,0.0,-195169.11,nan,140583630.0,113985.92596990879,1784000,65,106063.29018373748,106063.29018373745,-36.502926,45.79123,106063.29018373748,10,0.5
0.5,66,-67.76286978620546,89127.69707200509,-67.76286978620546,98632.83912765606,0.0,10,245258.7284964708,245258.7284964708,0.0,-213097.28,nan,153217970.0,98632.83912765606,1808000,66,89127.6970720051,89127.69707200509,-36.5115,59.805946,89127.6970720051,10,0.5
0.5,67,-64.36131902467139,78903.76344189594,-64.36131902467139,82568.24292458489,0.0,10,204315.101136431,204315.101136431,0.0,-236328.36,nan,168630260.0,82568.24292458489,1832000,67,78903.76344189595,78903.76344189594,-36.52066,52.76564,78903.76344189595,10,0.5
0.5,68,-78.0938205301342,72867.97414140901,-78.0938205301342,90540.4768928113,0.0,10,219788.96461213767,219788.96461213767,0.0,-248910.27,nan,180774860.0,90540.4768928113,1856000,68,72867.97414140901,72867.97414140901,-36.53002,58.527836,72867.97414140901,10,0.5
0.4,69,-76.88553489123316,79402.286204756,-76.88553489123316,102703.36498158376,0.0,10,276532.66659944825,276532.66659944825,0.0,-276804.22,nan,194107330.0,102703.36498158376,1880000,69,79402.286204756,79402.286204756,-36.47961,41.01101,79402.286204756,10,0.4
0.5,70,-76.25605770359255,89840.32235119368,-76.25605770359255,100139.5260714168,0.0,10,297044.70291443757,297044.70291443757,0.0,-294387.38,nan,203401920.0,100139.5260714168,1904000,70,89840.32235119367,89840.32235119368,-36.50505,37.49347,89840.32235119367,10,0.5
0.5,71,-74.53477199083066,83234.49924860278,-74.53477199083066,94566.30700870306,0.0,10,291444.23254591157,291444.23254591157,0.0,-303393.1,nan,212051700.0,94566.30700870306,1928000,71,83234.4992486028,83234.49924860278,-36.536987,56.310833,83234.4992486028,10,0.5
0.5,72,-78.29006001799021,127657.17475786581,-78.29006001799021,133739.53809136592,0.0,10,317838.8437372487,317838.8437372487,0.0,-314333.28,nan,220842750.0,133739.53809136592,1952000,72,127657.17475786584,127657.17475786581,-36.537704,51.294415,127657.17475786584,10,0.5
0.4,73,-96.42771344753865,32091.209212108333,-96.42771344753865,52150.963114274535,0.0,10,139813.665696176,139813.665696176,0.0,-349400.97,nan,280287500.0,52150.963114274535,1976000,73,32091.20921210833,32091.209212108333,-36.720512,247.1475,32091.20921210833,10,0.4
0.6,74,-152.5854345750766,50344.74558406871,-152.5854345750766,62875.620168156725,0.0,10,141635.9893444859,141635.9893444859,0.0,-325525.88,nan,251564450.0,62875.620168156725,2000000,74,50344.74558406872,50344.74558406871,-36.660793,134.32024,50344.74558406872,10,0.6
0.4,75,-148.27831930773908,61972.39570533064,-148.27831930773908,88082.58222947187,0.0,10,249375.56826157178,249375.56826157178,0.0,-313250.62,nan,266903170.0,88082.58222947187,2024000,75,61972.395705330615,61972.39570533064,-36.677917,96.1825,61972.395705330615,10,0.4
0.5,76,-59.13690223546852,85778.66830369734,-59.13690223546852,97199.48264760168,0.0,10,252198.80038903587,252198.80038903587,0.0,-318810.56,nan,254103060.0,97199.48264760168,2048000,76,85778.66830369737,85778.66830369734,-36.6568,46.664505,85778.66830369737,10,0.5
0.5,77,-25.03416096576232,86338.68133357486,-25.03416096576232,93185.73126343604,0.0,10,235378.0455657172,235378.0455657172,0.0,-321946.5,nan,273409060.0,93185.73126343604,2072000,77,86338.68133357484,86338.68133357486,-36.68627,99.61501,86338.68133357484,10,0.5
0.4,78,-39.81128516732667,44611.79667700805,-39.81128516732667,74988.63763575077,0.0,10,236726.5341846463,236726.5341846463,0.0,-329394.94,nan,260438300.0,74988.63763575077,2096000,78,44611.796677008046,44611.79667700805,-36.69695,71.40264,44611.796677008046,10,0.4
0.5,79,-113.79795284037066,66572.13245856292,-113.79795284037066,80548.98729129974,0.0,10,197320.1122016372,197320.1122016372,0.0,-348832.38,nan,284967070.0,80548.98729129974,2120000,79,66572.13245856292,66572.13245856292,-36.704563,148.38174,66572.13245856292,10,0.5
0.3,80,-64.85966646725973,58239.738369460116,-64.85966646725973,93123.73873279379,0.0,10,252831.29307695432,252831.29307695432,0.0,-369643.84,nan,274422140.0,93123.73873279379,2144000,80,58239.7383694601,58239.738369460116,-36.727406,343.3747,58239.7383694601,10,0.3
0.2,81,-126.6902351938569,27372.797696605245,-126.6902351938569,48835.06863937817,0.0,10,142083.1746445114,142083.1746445114,0.0,-368967.16,nan,275093800.0,48835.06863937817,2168000,81,27372.797696605237,27372.797696605245,-36.703827,169.10246,27372.797696605237,10,0.2
0.3,82,-66.3819950619314,42653.41597662412,-66.3819950619314,65083.894169295476,0.0,10,172949.50094310037,172949.50094310037,0.0,-369720.25,nan,288315260.0,65083.894169295476,2192000,82,42653.415976624136,42653.41597662412,-36.696007,151.37029,42653.415976624136,10,0.3
0.5,83,-123.66840748132316,85093.89763009669,-123.66840748132316,91289.11219703856,0.0,10,250229.8441608826,250229.8441608826,0.0,-377079.5,nan,291820220.0,91289.11219703856,2216000,83,85093.89763009673,85093.89763009669,-36.676563,196.25058,85093.89763009673,10,0.5
0.3,84,-110.54893852981289,39701.75874524444,-110.54893852981289,79561.16672835457,0.0,10,206651.77040879507,206651.77040879507,0.0,-392301.88,nan,299821630.0,79561.16672835457,2240000,84,39701.75874524446,39701.75874524444,-36.700535,300.2631,39701.75874524446,10,0.3
0.8,85,-82.09976708260233,83503.58876225572,-82.09976708260233,93896.72717878588,0.0,10,264576.6287936929,264576.6287936929,0.0,-394235.25,nan,300025060.0,93896.72717878588,2264000,85,83503.5887622557,83503.58876225572,-36.699703,152.75319,83503.5887622557,10,0.8
0.4,86,-75.37548052456684,70075.31895550666,-75.37548052456684,101999.70259375063,0.0,10,299337.3842778796,299337.3842778796,0.0,-398918.53,nan,313087680.0,101999.70259375063,2288000,86,70075.31895550668,70075.31895550666,-36.7169,252.17194,70075.31895550668,10,0.4
0.5,87,-76.16929539927987,78479.93516121029,-76.16929539927987,91704.1495948203,0.0,10,274610.9686413634,274610.9686413634,0.0,-410326.38,nan,323732900.0,91704.1495948203,2312000,87,78479.93516121029,78479.93516121029,-36.763893,159.62753,78479.93516121029,10,0.5
0.3,88,-68.82139475743018,-39.50934847302948,-68.82139475743018,17.323797515126184,0.0,10,-22.35589418832424,-22.35589418832424,0.0,-298891.78,nan,312402500.0,17.323797515126184,2336000,88,-39.50934847302948,-39.50934847302948,-36.799824,218.32962,-39.50934847302948,10,0.3
0.5,89,-78.42824004533543,101944.26913704848,-78.42824004533543,107941.0565319412,0.0,10,265326.61257336545,265326.61257336545,0.0,-229847.64,nan,312965800.0,107941.0565319412,2360000,89,101944.26913704848,101944.26913704848,-36.834312,272.73474,101944.26913704848,10,0.5
0.2,90,-65.7483080375615,-41.60280433335323,-65.7483080375615,15.421390044271174,0.0,10,-25.1911921418344,-25.1911921418344,0.0,-98495.28,nan,108113490000.0,15.421390044271174,2384000,90,-41.602804333353234,-41.60280433335323,-36.80331,2871.9785,-41.602804333353234,10,0.2
0.2,91,-76.11352780432254,23159.796376724255,-76.11352780432254,45515.11805917001,0.0,10,145683.3415093554,145683.3415093554,0.0,35465.51,nan,201038860.0,45515.11805917001,2408000,91,23159.79637672426,23159.796376724255,-36.618313,1376.4219,23159.79637672426,10,0.2
0.3,92,-80.42010359789934,31623.09292754363,-80.42010359789934,43444.71667020198,0.0,10,116428.92827530367,116428.92827530367,0.0,-64815.016,nan,337979740.0,43444.71667020198,2432000,92,31623.09292754365,31623.09292754363,-36.718163,1064.5775,31623.09292754365,10,0.3
0.2,93,-110.64586063100289,29923.25816092706,-110.64586063100289,73826.97529746193,0.0,10,246165.2058357979,246165.2058357979,0.0,-216968.28,nan,365148580.0,73826.97529746193,2456000,93,29923.25816092703,29923.25816092706,-36.742256,1304.4811,29923.25816092703,10,0.2
0.0,94,-105.18545471322373,-58.33522289530358,-105.18545471322373,27.664718777704987,0.0,10,-21.856052718229364,-21.856052718229364,0.0,107128.49,nan,6321103400.0,27.664718777704987,2480000,94,-58.335222895303595,-58.33522289530358,-36.927742,8136.6655,-58.335222895303595,10,0.0
