MetaTrain/Average/AlphaLoss,MetaTest/door-unlock-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/door-unlock-v1/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/door-unlock-v1/SuccessRate,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/door-unlock-v1/NumTrajs,MetaTest/door-unlock-v1/Iteration,MetaTrain/Average/Alpha,MetaTest/door-unlock-v1/MinReturn,MetaTest/door-unlock-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/door-unlock-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/door-unlock-v1/StdReturn
-14.409914,7001.007734109218,-37574.78,20,0.0,0.0,30458.80701998355,0.5,9808.80070654929,704000,10,20,nan,-40.49338645871696,30458.80701998355,9509805.0,109.58971,7001.0077341092165,-40.49338645871696,7001.0077341092165,10,0.5,7001.007734109218,9808.80070654929
-17.16077,10972.890771084367,-50500.867,21,0.0,0.0,47369.50983347581,0.6,16216.46160628,728000,10,21,nan,-43.237570413223395,47369.50983347581,16666662.0,110.647545,10972.890771084372,-43.237570413223395,10972.890771084372,10,0.6,10972.890771084367,16216.46160628
-19.28893,2434.6190491753414,-66256.67,22,0.0,0.0,6627.9091809592765,0.7,2889.663595614734,752000,10,22,nan,-23.337616912680886,6627.9091809592765,25171370.0,614.5715,2434.6190491753405,-23.337616912680886,2434.6190491753405,10,0.7,2434.6190491753414,2889.663595614734
-20.31225,1377.6627282806835,-63491.254,23,0.0,0.0,11551.458405828746,0.3,3424.645860368735,776000,10,23,nan,-74.52184266558068,11551.458405828746,24646512.0,166.52982,1377.6627282806826,-74.52184266558068,1377.6627282806826,10,0.3,1377.6627282806835,3424.645860368735
-20.859146,4147.679841607611,-45091.473,24,0.0,0.0,26485.14126684774,0.3,7954.310136819223,800000,10,24,nan,-80.29571514723868,26485.14126684774,64659856.0,6261.99,4147.67984160761,-80.29571514723868,4147.67984160761,10,0.3,4147.679841607611,7954.310136819223
-19.159754,740.229509161902,-30911.432,25,0.0,0.0,6711.263046282593,0.3,2013.6136147489653,824000,10,25,nan,-46.474771958143535,6711.263046282593,16498369.0,8150.055,740.2295091619017,-46.474771958143535,740.2295091619017,10,0.3,740.229509161902,2013.6136147489653
-16.901054,3942.959582919689,-32408.885,26,0.0,0.0,16178.655078845013,0.1,5887.732313363793,848000,10,26,nan,-79.00812476634798,16178.655078845013,16085416.0,4408.6704,3942.959582919689,-79.00812476634798,3942.959582919689,10,0.1,3942.959582919689,5887.732313363793
-14.573854,2002.9235458005828,-32166.549,27,0.0,0.0,13774.133133561647,0.2,4295.7268477285725,872000,10,27,nan,-69.38801920508465,13774.133133561647,19816610.0,618.4742,2002.9235458005824,-69.38801920508465,2002.9235458005824,10,0.2,2002.9235458005828,4295.7268477285725
-15.420888,8932.928797186582,-54513.44,28,0.0,0.0,33866.09894035618,0.4,12937.603368907246,896000,10,28,nan,-40.17898697547277,33866.09894035618,33423756.0,124.6251,8932.928797186582,-40.17898697547277,8932.928797186582,10,0.4,8932.928797186582,12937.603368907246
-17.184052,14037.711148560027,-71060.15,29,0.0,0.0,114633.59289194972,0.3,33907.16372495894,920000,10,29,nan,-74.9696917787582,114633.59289194972,44211264.0,93.27967,14037.711148560029,-74.9696917787582,14037.711148560029,10,0.3,14037.711148560027,33907.16372495894
-18.598375,5557.122466664807,-80677.586,30,0.0,0.0,39354.11942605316,0.5,12290.064714346652,944000,10,30,nan,-62.242995369593075,39354.11942605316,47693596.0,68.14662,5557.122466664807,-62.242995369593075,5557.122466664807,10,0.5,5557.122466664807,12290.064714346652
-18.766727,14485.36125463196,-96885.03,31,0.0,0.0,87698.88770192041,0.4,28900.076710586633,968000,10,31,nan,-40.18868833517705,87698.88770192041,53153012.0,65.05857,14485.361254631958,-40.18868833517705,14485.361254631958,10,0.4,14485.36125463196,28900.076710586633
-18.088808,40629.70074242329,-102475.47,32,0.0,0.0,112280.38193284196,0.6,42008.91658310926,992000,10,32,nan,-49.60104995379391,112280.38193284196,59570516.0,50.947437,40629.70074242328,-49.60104995379391,40629.70074242328,10,0.6,40629.70074242329,42008.91658310926
-17.566072,30783.045807924784,-107436.34,33,0.0,0.0,289894.9249299418,0.2,86504.56365017443,1016000,10,33,nan,-48.498959721972184,289894.9249299418,68654880.0,58.413677,30783.04580792479,-48.498959721972184,30783.04580792479,10,0.2,30783.045807924784,86504.56365017443
-18.180904,85197.40387035566,-111984.445,34,0.0,0.0,326694.06001165474,0.6,132796.2127102572,1040000,10,34,nan,-52.34273216080538,326694.06001165474,75629030.0,123.121544,85197.40387035566,-52.34273216080538,85197.40387035566,10,0.6,85197.40387035566,132796.2127102572
-18.377256,14223.20751797275,-109644.77,35,0.0,0.0,130738.40058028488,0.5,38922.70863358084,1064000,10,35,nan,-31.90247594543536,130738.40058028488,79464460.0,189.67427,14223.207517972749,-31.90247594543536,14223.207517972749,10,0.5,14223.20751797275,38922.70863358084
-18.16441,827.5841756316916,-107419.76,36,0.0,0.0,3794.075587001878,0.4,1358.2229398409959,1088000,10,36,nan,-46.35094081682278,3794.075587001878,79160120.0,305.84277,827.5841756316916,-46.35094081682278,827.5841756316916,10,0.4,827.5841756316916,1358.2229398409959
-17.830006,57361.67518712301,-106406.914,37,0.0,0.0,261362.5067885807,0.4,97875.85613786922,1112000,10,37,nan,-23.138943091882247,261362.5067885807,79204776.0,158.83212,57361.67518712299,-23.138943091882247,57361.67518712299,10,0.4,57361.67518712301,97875.85613786922
-18.973097,29634.817115853446,-112849.055,38,0.0,0.0,279936.83385950665,0.3,83564.72928306958,1136000,10,38,nan,-28.079115586699967,279936.83385950665,87073176.0,72.43453,29634.81711585343,-28.079115586699967,29634.81711585343,10,0.3,29634.817115853446,83564.72928306958
-19.626219,32761.25960719464,-114244.586,39,0.0,0.0,166638.22000122897,0.4,60574.13296189473,1160000,10,39,nan,-31.437601169568268,166638.22000122897,88722510.0,39.364716,32761.259607194625,-31.437601169568268,32761.259607194625,10,0.4,32761.25960719464,60574.13296189473
-20.421717,43814.30516058939,-115895.7,40,0.0,0.0,212761.0114336586,0.6,74839.39396869388,1184000,10,40,nan,-24.765292582531348,212761.0114336586,98219800.0,46.63292,43814.305160589385,-24.765292582531348,43814.305160589385,10,0.6,43814.30516058939,74839.39396869388
-20.08179,3129.6737476170997,-113666.445,41,0.0,0.0,18688.238556927525,0.1,5975.722902763049,1208000,10,41,nan,-35.490930310590024,18688.238556927525,101664300.0,42.95658,3129.673747617101,-35.490930310590024,3129.673747617101,10,0.1,3129.6737476170997,5975.722902763049
-19.619934,54137.088902782925,-108925.53,42,0.0,0.0,300466.0931122745,0.4,103757.04054838243,1232000,10,42,nan,-53.28023586019884,300466.0931122745,102881580.0,46.14315,54137.088902782976,-53.28023586019884,54137.088902782976,10,0.4,54137.088902782925,103757.04054838243
-20.15809,410.50340740593566,-118147.875,43,0.0,0.0,3629.7768605167416,0.2,1096.9256884873314,1256000,10,43,nan,-59.479286917060016,3629.7768605167416,119124264.0,33.353806,410.5034074059355,-59.479286917060016,410.5034074059355,10,0.2,410.50340740593566,1096.9256884873314
-20.180407,29070.6578089528,-121088.38,44,0.0,0.0,290268.7455384247,0.2,87066.15776538089,1280000,10,44,nan,-81.23456862435057,290268.7455384247,130772220.0,49.81154,29070.657808952827,-81.23456862435057,29070.657808952827,10,0.2,29070.6578089528,87066.15776538089
-19.376453,95119.16165390142,-121206.87,45,0.0,0.0,335321.2644440495,0.7,141698.69815751322,1304000,10,45,nan,-42.87638951897601,335321.2644440495,143977220.0,49.991077,95119.16165390142,-42.87638951897601,95119.16165390142,10,0.7,95119.16165390142,141698.69815751322
-19.29768,3961.366134750816,-116508.61,46,0.0,0.0,35057.08030418298,0.2,10463.379762858034,1328000,10,46,nan,-63.3229474446405,35057.08030418298,142368600.0,35.989067,3961.366134750818,-63.3229474446405,3961.366134750818,10,0.2,3961.366134750816,10463.379762858034
-19.463882,226.0668565168832,-119926.77,47,0.0,0.0,2582.8551114298384,0.1,785.7414249084813,1352000,10,47,nan,-66.6196526406852,2582.8551114298384,150323410.0,223.11777,226.06685651688326,-66.6196526406852,226.06685651688326,10,0.1,226.0668565168832,785.7414249084813
-18.947374,-35.986055986442224,-113664.45,48,0.0,0.0,-17.3361681195047,0.0,16.48052121471447,1376000,10,48,nan,-70.20230406440155,-17.3361681195047,145938690.0,286.0108,-35.98605598644224,-70.20230406440155,-35.98605598644224,10,0.0,-35.986055986442224,16.48052121471447
-19.855526,-38.927804133387085,-131008.71,49,0.0,0.0,-17.32400751866865,0.1,17.344419876217206,1400000,10,49,nan,-63.29151992749605,-17.32400751866865,173153380.0,331.8867,-38.927804133387085,-63.29151992749605,-38.927804133387085,10,0.1,-38.927804133387085,17.344419876217206
-20.434137,552.4132277748224,-149710.3,50,0.0,0.0,5264.207701454652,0.1,1578.291660266318,1424000,10,50,nan,-61.45513381437534,5264.207701454652,196356020.0,324.2154,552.413227774822,-61.45513381437534,552.413227774822,10,0.1,552.4132277748224,1578.291660266318
-20.797314,32365.76742214563,-166634.42,51,0.0,0.0,218653.98290133374,0.4,69216.7641200506,1448000,10,51,nan,-41.40803544648713,218653.98290133374,213055140.0,120.22983,32365.76742214566,-41.40803544648713,32365.76742214566,10,0.4,32365.76742214563,69216.7641200506
-21.217585,249.01986213570132,-167416.73,52,0.0,0.0,2023.1987631980728,0.8,606.1387734448073,1472000,10,52,nan,-27.690392480007397,2023.1987631980728,209018980.0,35.535397,249.01986213570126,-27.690392480007397,249.01986213570126,10,0.8,249.01986213570132,606.1387734448073
-21.657171,26455.24323237993,-167146.08,53,0.0,0.0,264804.9989974602,0.1,79449.92108964844,1496000,10,53,nan,-87.35659740085893,264804.9989974602,211389120.0,82.448,26455.243232379908,-87.35659740085893,26455.243232379908,10,0.1,26455.24323237993,79449.92108964844
-22.015055,53174.45313874421,-174364.22,54,0.0,0.0,303888.73137705185,0.4,102450.36339841454,1520000,10,54,nan,-144.19642406635626,303888.73137705185,230136740.0,121.27702,53174.453138744204,-144.19642406635626,53174.453138744204,10,0.4,53174.45313874421,102450.36339841454
-23.117403,54313.57364244792,-173179.3,55,0.0,0.0,325301.87512485386,0.7,106914.15557399357,1544000,10,55,nan,-24.08743316753888,325301.87512485386,240960660.0,134.03448,54313.573642447904,-24.08743316753888,54313.573642447904,10,0.7,54313.57364244792,106914.15557399357
-23.347336,28965.859657360805,-176112.31,56,0.0,0.0,161762.78185493845,0.7,56898.120564118166,1568000,10,56,nan,-29.86598494726514,161762.78185493845,258061280.0,119.1598,28965.859657360794,-29.86598494726514,28965.859657360794,10,0.7,28965.859657360805,56898.120564118166
-23.314793,32354.309383537875,-186218.81,57,0.0,0.0,311377.8058511728,0.4,93029.72538072895,1592000,10,57,nan,-17.470668917979534,311377.8058511728,280767420.0,345.53625,32354.309383537875,-17.470668917979534,32354.309383537875,10,0.4,32354.309383537875,93029.72538072895
-22.790796,56584.472650624906,-197027.31,58,0.0,0.0,234379.07978122763,0.5,81795.38923108396,1616000,10,58,nan,-22.80494671169649,234379.07978122763,290543900.0,521.3781,56584.472650624906,-22.80494671169649,56584.472650624906,10,0.5,56584.472650624906,81795.38923108396
-22.480227,90575.17069501968,-193902.84,59,0.0,0.0,292282.9893768881,0.7,105781.893088913,1640000,10,59,nan,-22.31868815026434,292282.9893768881,284056100.0,1003.9563,90575.17069501965,-22.31868815026434,90575.17069501965,10,0.7,90575.17069501968,105781.893088913
-22.851828,59084.72089269621,-200027.64,60,0.0,0.0,279654.9799097193,0.5,98371.50167224882,1664000,10,60,nan,-30.1918296217324,279654.9799097193,304977570.0,450.6283,59084.72089269621,-30.1918296217324,59084.72089269621,10,0.5,59084.72089269621,98371.50167224882
-23.938402,47200.36510422104,-212939.39,61,0.0,0.0,288522.6401592156,0.4,95918.79308750054,1688000,10,61,nan,-32.190855920518715,288522.6401592156,338438660.0,61.837532,47200.36510422106,-32.190855920518715,47200.36510422106,10,0.4,47200.36510422104,95918.79308750054
-24.923115,3187.5518280163074,-223483.48,62,0.0,0.0,20586.364606990068,0.4,6280.5962804440405,1712000,10,62,nan,-146.48304600876648,20586.364606990068,357331460.0,22.982048,3187.551828016306,-146.48304600876648,3187.551828016306,10,0.4,3187.5518280163074,6280.5962804440405
-25.155922,24240.207556312842,-232358.69,63,0.0,0.0,140622.36379706484,0.4,40632.69164482501,1736000,10,63,nan,-21.292702804424646,140622.36379706484,366295700.0,29.650227,24240.207556312846,-21.292702804424646,24240.207556312846,10,0.4,24240.207556312842,40632.69164482501
-24.853336,78746.67300292452,-242833.2,64,0.0,0.0,274988.46498751786,1.0,94546.94810495019,1760000,10,64,nan,-28.50818811010371,274988.46498751786,394391260.0,18.45548,78746.67300292448,-28.50818811010371,78746.67300292448,10,1.0,78746.67300292452,94546.94810495019
-25.233482,177536.80920234285,-253414.03,65,0.0,0.0,318345.6682380889,0.8,123947.40951523201,1784000,10,65,nan,905.7845030045781,318345.6682380889,423301730.0,25.850534,177536.80920234282,905.7845030045781,177536.80920234282,10,0.8,177536.80920234285,123947.40951523201
-26.00452,56060.683866478656,-261414.42,66,0.0,0.0,267162.803390218,0.7,99538.4850444232,1808000,10,66,nan,-34.48016528443184,267162.803390218,446760480.0,76.02746,56060.68386647866,-34.48016528443184,56060.68386647866,10,0.7,56060.683866478656,99538.4850444232
-26.188848,88358.62678681986,-268807.44,67,0.0,0.0,306297.3557588788,0.5,122316.54026532109,1832000,10,67,nan,-29.12532526674804,306297.3557588788,445403780.0,76.94305,88358.62678681982,-29.12532526674804,88358.62678681982,10,0.5,88358.62678681986,122316.54026532109
-26.417496,97969.85718674211,-270878.06,68,0.0,0.0,310742.1775162186,0.7,125155.95083663324,1856000,10,68,nan,-98.11403555298014,310742.1775162186,437074370.0,17.444916,97969.85718674214,-98.11403555298014,97969.85718674214,10,0.7,97969.85718674211,125155.95083663324
-26.44711,12717.250846352103,-273534.03,69,0.0,0.0,70508.0847653519,0.6,24143.59599102074,1880000,10,69,nan,-38.49310974836976,70508.0847653519,432992600.0,16.400684,12717.2508463521,-38.49310974836976,12717.2508463521,10,0.6,12717.250846352103,24143.59599102074
-26.714415,54565.7857131366,-275175.38,70,0.0,0.0,277250.87934821687,0.3,109118.421546367,1904000,10,70,nan,-44.41423351648921,277250.87934821687,427693380.0,18.127516,54565.785713136625,-44.41423351648921,54565.785713136625,10,0.3,54565.7857131366,109118.421546367
-27.338331,68024.54743893776,-267175.88,71,0.0,0.0,215560.3726392765,0.6,86697.05227062345,1928000,10,71,nan,-50.73347983297481,215560.3726392765,409352740.0,19.616083,68024.54743893776,-50.73347983297481,68024.54743893776,10,0.6,68024.54743893776,86697.05227062345
-27.644224,20783.552811667112,-275793.4,72,0.0,0.0,140012.91193773432,0.4,43588.87117407611,1952000,10,72,nan,-48.68545687401572,140012.91193773432,415127300.0,22.969852,20783.552811667112,-48.68545687401572,20783.552811667112,10,0.4,20783.552811667112,43588.87117407611
-27.85375,62792.41168133365,-282173.2,73,0.0,0.0,238271.5902903651,0.8,96376.16270135218,1976000,10,73,nan,-49.72853732138779,238271.5902903651,411274240.0,22.145264,62792.41168133365,-49.72853732138779,62792.41168133365,10,0.8,62792.41168133365,96376.16270135218
-27.79844,150659.69003624062,-286182.6,74,0.0,0.0,327136.3507924275,0.8,139339.2897323725,2000000,10,74,nan,-47.795567247876235,327136.3507924275,409006720.0,20.629032,150659.69003624056,-47.795567247876235,150659.69003624056,10,0.8,150659.69003624062,139339.2897323725
-28.322426,135195.7662403477,-285212.4,75,0.0,0.0,311299.89389320876,0.8,117634.53745518085,2024000,10,75,nan,-50.41246759803254,311299.89389320876,402446700.0,21.273298,135195.7662403477,-50.41246759803254,135195.7662403477,10,0.8,135195.7662403477,117634.53745518085
-28.340755,111464.35221432662,-290376.88,76,0.0,0.0,309899.6358663335,0.9,112630.45631281944,2048000,10,76,nan,-32.991341816341375,309899.6358663335,415162980.0,28.914055,111464.35221432662,-32.991341816341375,111464.35221432662,10,0.9,111464.35221432662,112630.45631281944
-28.649206,116694.78915876371,-293879.94,77,0.0,0.0,309384.77446407615,0.8,124829.26475883593,2072000,10,77,nan,-57.51063046999645,309384.77446407615,425881540.0,67.47607,116694.78915876376,-57.51063046999645,116694.78915876376,10,0.8,116694.78915876371,124829.26475883593
-29.421507,76513.99922283176,-289726.7,78,0.0,0.0,250362.93042009705,1.0,99858.0158849529,2096000,10,78,nan,-56.68398877551574,250362.93042009705,426717020.0,75.78383,76513.99922283173,-56.68398877551574,76513.99922283173,10,1.0,76513.99922283176,99858.0158849529
-29.95494,101864.55960680351,-297031.62,79,0.0,0.0,280174.2707415537,0.9,109256.148472008,2120000,10,79,nan,-39.306306620800015,280174.2707415537,451897180.0,689.06,101864.55960680348,-39.306306620800015,101864.55960680348,10,0.9,101864.55960680351,109256.148472008
-30.710085,151539.55446096032,-300766.66,80,0.0,0.0,284752.489080259,1.0,113302.56116916283,2144000,10,80,nan,-35.79845237895544,284752.489080259,450052300.0,1220.4795,151539.55446096035,-35.79845237895544,151539.55446096035,10,1.0,151539.55446096032,113302.56116916283
-30.657394,45071.29688519075,-306660.88,81,0.0,0.0,227326.3082907432,0.8,87778.6070402136,2168000,10,81,nan,-35.749721563902014,227326.3082907432,460808060.0,713.3518,45071.29688519075,-35.749721563902014,45071.29688519075,10,0.8,45071.29688519075,87778.6070402136
-30.209656,89473.34449825085,-308309.97,82,0.0,0.0,272748.45881064143,0.9,106131.22504914226,2192000,10,82,nan,-25.283684423638427,272748.45881064143,441593900.0,1664.8383,89473.34449825084,-25.283684423638427,89473.34449825084,10,0.9,89473.34449825085,106131.22504914226
-30.113457,98210.53977191966,-309900.94,83,0.0,0.0,282779.2658401373,0.6,122616.57417836506,2216000,10,83,nan,-35.19245884183424,282779.2658401373,451440600.0,65788.11,98210.53977191963,-35.19245884183424,98210.53977191963,10,0.6,98210.53977191966,122616.57417836506
-30.194405,114840.54022198802,-307924.62,84,0.0,0.0,253216.80345762224,1.0,110155.75135716792,2240000,10,84,nan,-51.09565667687591,253216.80345762224,439817860.0,9716.494,114840.54022198802,-51.09565667687591,114840.54022198802,10,1.0,114840.54022198802,110155.75135716792
-30.06462,40417.13245759049,-308923.78,85,0.0,0.0,231803.91465616855,0.9,69409.9551120664,2264000,10,85,nan,330.7912388004061,231803.91465616855,439225440.0,7791.0615,40417.13245759047,330.7912388004061,40417.13245759047,10,0.9,40417.13245759049,69409.9551120664
-29.776333,96032.9230094345,-314660.28,86,0.0,0.0,294896.1228647974,1.0,116560.12070497588,2288000,10,86,nan,-33.52162058983487,294896.1228647974,451935940.0,6216.371,96032.92300943451,-33.52162058983487,96032.92300943451,10,1.0,96032.9230094345,116560.12070497588
-30.017101,102372.50744607416,-314349.62,87,0.0,0.0,260689.40593459175,1.0,114211.98256942503,2312000,10,87,nan,-34.69535347833957,260689.40593459175,448287000.0,3029.436,102372.50744607417,-34.69535347833957,102372.50744607417,10,1.0,102372.50744607416,114211.98256942503
-30.033344,56197.31572413421,-318398.34,88,0.0,0.0,208903.9051764863,0.9,66221.11614690923,2336000,10,88,nan,293.4827730774959,208903.9051764863,461090600.0,1428.4728,56197.31572413419,293.4827730774959,56197.31572413419,10,0.9,56197.31572413421,66221.11614690923
-29.943464,143994.12346560412,-318569.66,89,0.0,0.0,260129.22188999763,1.0,116944.4710984162,2360000,10,89,nan,-24.050699520234698,260129.22188999763,453065630.0,1124.0706,143994.1234656041,-24.050699520234698,143994.1234656041,10,1.0,143994.12346560412,116944.4710984162
-29.798153,929.5585218019354,-324092.28,90,0.0,0.0,3662.3677455786938,0.8,1174.104593282281,2384000,10,90,nan,-25.122281321701042,3662.3677455786938,465020160.0,37.151806,929.5585218019354,-25.122281321701042,929.5585218019354,10,0.8,929.5585218019354,1174.104593282281
-29.705656,153473.7622700638,-327103.7,91,0.0,0.0,292406.8634856529,1.0,126895.63436835654,2408000,10,91,nan,273.4026448872535,292406.8634856529,475660300.0,37.881626,153473.7622700638,273.4026448872535,153473.7622700638,10,1.0,153473.7622700638,126895.63436835654
-29.658531,131456.92459227255,-344430.97,92,0.0,0.0,320550.6072529144,1.0,125471.20872804127,2432000,10,92,nan,-31.896884315134905,320550.6072529144,500037660.0,49.798695,131456.92459227255,-31.896884315134905,131456.92459227255,10,1.0,131456.92459227255,125471.20872804127
