MetaTest/Average/Iteration,MetaTest/drawer-open-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/drawer-open-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/drawer-open-v1/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTrain/Average/Alpha,MetaTest/drawer-open-v1/TerminationRate,MetaTest/drawer-open-v1/NumTrajs,MetaTest/drawer-open-v1/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-open-v1/MinReturn,MetaTest/drawer-open-v1/AverageReturn,TotalEnvSteps,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn,MetaTest/drawer-open-v1/Iteration
74,0.0,-92.60592915104542,-112.07906610094777,8.438381201709689,10,-92.60592915104534,232950.11,0.0,nan,0.0,10,-82.06141663322495,-0.09588652,0.0,4433.0547,-82.06141663322495,-92.60592915104534,-112.07906610094777,-92.60592915104542,2000000,2767.4792,8.438381201709689,74
75,0.1,274.15019180750323,-59.469427410804464,937.6284229174449,10,274.15019180750335,1032375.8,0.0,nan,0.0,10,3086.754499815078,-6.09923,0.1,7711.7554,3086.754499815078,274.15019180750335,-59.469427410804464,274.15019180750323,2024000,-953.14777,937.6284229174449,75
76,0.0,620.5221670364159,-74.60492518952547,1320.528008712957,10,620.5221670364159,2159596.2,0.0,nan,0.0,10,3307.4191284692524,-8.66833,0.0,4949.564,3307.4191284692524,620.5221670364159,-74.60492518952547,620.5221670364159,2048000,-4856.657,1320.528008712957,76
77,0.2,-22.028026250047493,-60.806323114701534,35.50741829282285,10,-22.028026250047493,4076181.5,0.0,nan,0.0,10,53.283612217013705,-9.72958,0.2,6506.4385,53.283612217013705,-22.028026250047493,-60.806323114701534,-22.028026250047493,2072000,-5834.466,35.50741829282285,77
78,0.0,960.9559828465157,-79.97767877167531,1290.0940670911511,10,960.9559828465153,2832837.8,0.0,nan,0.0,10,3243.7522716934513,-9.128348,0.0,25719.75,3243.7522716934513,960.9559828465153,-79.97767877167531,960.9559828465157,2096000,-4848.379,1290.0940670911511,78
79,0.1,47.280788311647974,-83.10302540827885,297.9206771606038,10,47.28078831164796,6222607.5,0.0,nan,0.0,10,938.4970486646112,-9.729736,0.1,9240.134,938.4970486646112,47.28078831164796,-83.10302540827885,47.280788311647974,2120000,-10412.841,297.9206771606038,79
80,0.3,31975.35172827867,-29.53466664237323,91959.7215291842,10,31975.35172827867,6983184.5,0.0,nan,0.0,10,307788.1607161235,-7.58698,0.3,18899.96,307788.1607161235,31975.35172827867,-29.53466664237323,31975.35172827867,2144000,-9996.129,91959.7215291842,80
81,0.1,298.9137820093411,-91.22328263987455,1022.4653703328539,10,298.91378200934116,5883311.0,0.0,nan,0.0,10,3362.471367140046,-6.14607,0.1,13944.394,3362.471367140046,298.91378200934116,-91.22328263987455,298.9137820093411,2168000,-8039.1475,1022.4653703328539,81
82,0.0,92.57781573400241,-65.95277068635751,372.54507713793157,10,92.57781573400237,9033816.0,0.0,nan,0.0,10,1209.2688893024751,-6.9416943,0.0,14321.903,1209.2688893024751,92.57781573400237,-65.95277068635751,92.57781573400241,2192000,-13114.356,372.54507713793157,82
83,0.0,-112.81907299227933,-121.70830927786504,7.3299049502867,10,-112.81907299227933,3755348.8,0.0,nan,0.0,10,-100.00589518768889,-1.065118,0.0,32623.084,-100.00589518768889,-112.81907299227933,-121.70830927786504,-112.81907299227933,2216000,-1775.0555,7.3299049502867,83
84,0.0,-82.37716506820682,-131.63568249494728,34.188802663813256,10,-82.37716506820682,473929.72,0.0,nan,0.0,10,-29.51838109688319,1.045617,0.0,39125.312,-29.51838109688319,-82.37716506820682,-131.63568249494728,-82.37716506820682,2240000,7558.784,34.188802663813256,84
85,0.0,-24.258301431550716,-31.618611673332946,3.8949110421062354,10,-24.258301431550723,435687.38,0.0,nan,0.0,10,-19.54906491817253,0.9636724,0.0,76553.7,-19.54906491817253,-24.258301431550723,-31.618611673332946,-24.258301431550716,2264000,5964.5483,3.8949110421062354,85
86,0.0,-58.273665669564835,-84.36879995859157,21.60696721427487,10,-58.27366566956484,439033.78,0.0,nan,0.0,10,-18.636289463729124,2.1202645,0.0,20911.549,-18.636289463729124,-58.27366566956484,-84.36879995859157,-58.273665669564835,2288000,5488.323,21.60696721427487,86
87,0.0,-125.09777747892754,-136.36135280787673,7.0933093626563215,10,-125.09777747892754,1476378.5,0.0,nan,0.0,10,-117.78454675730401,1.2078999,0.0,62029.562,-117.78454675730401,-125.09777747892754,-136.36135280787673,-125.09777747892754,2312000,4052.8423,7.0933093626563215,87
88,0.0,-98.41042859874418,-120.41021631356384,13.80231651179074,10,-98.41042859874418,261396.83,0.0,nan,0.0,10,-73.85730827848354,3.5215762,0.0,27592.812,-73.85730827848354,-98.41042859874418,-120.41021631356384,-98.41042859874418,2336000,10873.529,13.80231651179074,88
89,0.0,-55.82129723132168,-122.14312829451575,38.36423811999058,10,-55.82129723132168,574973.7,0.0,nan,0.0,10,-19.080907878259787,1.9643555,0.0,10126.826,-19.080907878259787,-55.82129723132168,-122.14312829451575,-55.82129723132168,2360000,4024.8975,38.36423811999058,89
90,0.0,-91.51152835068049,-118.79671034703644,18.630630355908288,10,-91.51152835068041,240816.72,0.0,nan,0.0,10,-44.84528455352143,1.8490953,0.0,9885.507,-44.84528455352143,-91.51152835068041,-118.79671034703644,-91.51152835068049,2384000,3678.3994,18.630630355908288,90
91,0.0,-63.79053697869578,-112.25335605616488,38.429704289613944,10,-63.790536978695755,240088.75,0.0,nan,0.0,10,-23.267128762270318,-1.1152389,0.0,8125.606,-23.267128762270318,-63.790536978695755,-112.25335605616488,-63.79053697869578,2408000,2752.577,38.429704289613944,91
92,0.0,260.0998087916697,-40.30847411204721,861.6370745824937,10,260.09980879166966,312669.5,0.0,nan,0.0,10,2844.945700364403,-1.4876071,0.0,8030.418,2844.945700364403,260.09980879166966,-40.30847411204721,260.0998087916697,2432000,2123.3604,861.6370745824937,92
