GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLBefore,dial-turn-v1/MaxReturn,GaussianMLPPolicy/LossBefore,MetaTest/Average/AverageDiscountedReturn,MetaTest/dial-turn-v1/StdReturn,MetaTest/Average/StdReturn,Iteration,MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTest/dial-turn-v1/AverageReturn,TotalEnvSteps,MetaTest/dial-turn-v1/TerminationRate,Average/TerminationRate,MetaTest/dial-turn-v1/SuccessRate,dial-turn-v1/NumEpisodes,MetaTest/dial-turn-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/dial-turn-v1/NumEpisodes,dial-turn-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,dial-turn-v1/MinReturn,dial-turn-v1/StdReturn,dial-turn-v1/AverageReturn,MetaTest/dial-turn-v1/Iteration,Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/dial-turn-v1/MaxReturn,MetaTest/Average/TerminationRate,Average/AverageReturn,Average/NumEpisodes,Average/StdReturn,MetaTest/Average/Iteration,GaussianMLPPolicy/LossAfter,dial-turn-v1/Iteration,dial-turn-v1/TerminationRate,Average/MaxReturn,GaussianMLPPolicy/Entropy,dial-turn-v1/SuccessRate,MetaTest/Average/NumEpisodes,Average/AverageDiscountedReturn,Average/MinReturn,Average/Iteration,MetaTest/Average/SuccessRate
0.0020067079458385706,0.0,316.02342164746926,-0.0009403289295732975,-28.559874716022012,9.129172947712268,9.129172947712268,0,-28.559874716022012,-28.559874716022005,80000,0.0,0.0,0.0,200,-56.65841167961403,-56.65841167961403,50,-16.150934698384845,0.009984971024096012,-69.93591646725429,27.42502882593788,-39.53893907228703,0,0.015,-10.69182605694893,-28.559874716022005,-10.69182605694893,0.0,-39.53893907228703,200,27.42502882593788,0,-0.002947036875411868,0,0.0,316.02342164746926,5.6651153564453125,0.015,50,-16.150934698384845,-69.93591646725429,0,0.0
0.002560223452746868,0.0,10231.89229932304,-0.001181931933388114,,,,1,,,160000,,0.0,,200,,,,4.290492922149533,0.007664460688829422,-63.28000167409436,723.8041938644491,22.06000392473465,,0.07,,,,,22.06000392473465,200,723.8041938644491,,-0.003742155386134982,1,0.0,10231.89229932304,5.658353328704834,0.07,,4.290492922149533,-63.28000167409436,1,
0.0021969990339130163,0.0,31081.12634611736,0.0007955040782690048,,,,2,,,240000,,0.0,,200,,,,61.585846484817296,0.007748443633317947,-41.283679180459146,2401.3955855798545,266.7798946334941,,0.15,,,,,266.7798946334941,200,2401.3955855798545,,-0.0014014949556440115,2,0.0,31081.12634611736,5.664817810058594,0.15,,61.585846484817296,-41.283679180459146,2,
0.0019465273362584412,0.0,27553.206448908786,0.0014148789923638105,,,,3,,,320000,,0.0,,200,,,,110.82865192874877,0.008340776897966862,-35.70410081187807,3491.3562569477285,611.1444727984108,,0.24,,,,,611.1444727984108,200,3491.3562569477285,,-0.0005316483438946307,3,0.0,27553.206448908786,5.679877758026123,0.24,,110.82865192874877,-35.70410081187807,3,
0.0023333736462518573,0.0,76682.28320669806,-0.0011119741247966886,,,,4,,,400000,,0.0,,200,,,,204.05431387712477,0.009931569918990135,-26.320504793251967,7563.128290422959,1138.523443143723,,0.285,,,,,1138.523443143723,200,7563.128290422959,,-0.003445347771048546,4,0.0,76682.28320669806,5.667190074920654,0.285,,204.05431387712477,-26.320504793251967,4,
0.000585413770750165,0.0,72939.3630470339,-0.0009170520352199674,,,,5,,,480000,,0.0,,200,,,,372.7643370480777,0.007362337317317724,-26.352811967777427,8440.529400375977,1849.3600821216207,,0.295,,,,,1849.3600821216207,200,8440.529400375977,,-0.0015024658059701324,5,0.0,72939.3630470339,5.645110130310059,0.295,,372.7643370480777,-26.352811967777427,5,
0.0010802842443808913,0.0,61955.11646530408,-0.0013714436208829284,,,,6,,,560000,,0.0,,200,,,,318.6465393964243,0.007011474575847387,-22.024816176845217,8287.115806426078,1872.841300752341,,0.285,,,,,1872.841300752341,200,8287.115806426078,,-0.0024517278652638197,6,0.0,61955.11646530408,5.626243591308594,0.285,,318.6465393964243,-22.024816176845217,6,
0.0007956225890666246,0.0,191982.69854217835,-0.0005874828202649951,,,,7,,,640000,,0.0,,200,,,,1025.7439970585372,0.006847781594842672,-20.082775594614997,21452.92376327402,5123.838421922812,,0.31,,,,,5123.838421922812,200,21452.92376327402,,-0.0013831054093316197,7,0.0,191982.69854217835,5.6162872314453125,0.31,,1025.7439970585372,-20.082775594614997,7,
4.7979236114770174e-05,0.0,147904.69999064849,0.0001764024782460183,,,,8,,,720000,,0.0,,200,,,,1351.7214765691738,0.008667215704917908,-20.2328778303651,22428.784482850355,6586.881850319483,,0.375,,,,,6586.881850319483,200,22428.784482850355,,0.00012842324213124812,8,0.0,147904.69999064849,5.683390140533447,0.375,,1351.7214765691738,-20.2328778303651,8,
2.293553734489251e-06,0.0,184947.65233628755,-1.2390000847517513e-05,,,,9,,,800000,,0.0,,200,,,,1762.4524546068558,0.0014154284726828337,-19.244696270705283,25236.259129085687,8109.73760948165,,0.37,,,,,8109.73760948165,200,25236.259129085687,,-1.4683554582006764e-05,9,0.0,184947.65233628755,5.666922569274902,0.37,,1762.4524546068558,-19.244696270705283,9,
0.0011739966284949332,0.0,181037.45786635648,0.00035361319896765053,22421.04305494814,41587.74028546105,41587.74028546105,10,22421.04305494814,22421.043054948146,880000,0.0,0.0,0.44,200,-16.682553032972397,-16.682553032972397,50,1237.4814559222482,0.009597244672477245,-18.481258653607103,20581.423167580317,6324.167673100671,1,0.255,168597.52006247023,22421.043054948146,168597.52006247023,0.0,6324.167673100671,200,20581.423167580317,1,-0.0008203834295272827,10,0.0,181037.45786635648,5.676953315734863,0.255,50,1237.4814559222482,-18.481258653607103,10,0.44
6.697155185975134e-08,0.0,196221.0090497756,5.682521077687852e-06,,,,11,,,960000,,0.0,,200,,,,2356.5101874809993,4.7292953240685165e-05,-18.144536372632576,27921.70772462636,11570.349511088745,,0.4,,,,,11570.349511088745,200,27921.70772462636,,5.615549525828101e-06,11,0.0,196221.0090497756,5.684950828552246,0.4,,2356.5101874809993,-18.144536372632576,11,
2.5975032258429565e-06,0.0,148452.13977689316,-9.153687642537989e-06,,,,12,,,1040000,,0.0,,200,,,,2161.6533948398774,0.001840150565840304,-17.633510561086148,25010.474107423528,10859.758935142783,,0.355,,,,,10859.758935142783,200,25010.474107423528,,-1.1751190868380945e-05,12,0.0,148452.13977689316,5.672906875610352,0.355,,2161.6533948398774,-17.633510561086148,12,
7.382823241641745e-09,0.0,142149.59183470396,-1.9831036297546234e-06,,,,13,,,1120000,,0.0,,200,,,,2345.2689948868715,5.222743311605882e-06,-17.980778731831585,27244.474975821508,11496.739524022121,,0.41,,,,,11496.739524022121,200,27244.474975821508,,-1.990486452996265e-06,13,0.0,142149.59183470396,5.672319412231445,0.41,,2345.2689948868715,-17.980778731831585,13,
2.7162968763150275e-08,0.0,196263.443236245,-5.284005055727903e-06,,,,14,,,1200000,,0.0,,200,,,,2780.899795635011,1.9183218682883307e-05,-17.36299438060202,32771.08151927181,13139.143186605777,,0.395,,,,,13139.143186605777,200,32771.08151927181,,-5.311168024491053e-06,14,0.0,196263.443236245,5.665191173553467,0.395,,2780.899795635011,-17.36299438060202,14,
5.648587375617353e-09,0.0,154850.4409896253,4.043485546390002e-07,,,,15,,,1280000,,0.0,,200,,,,2088.2230610315905,3.987915079051163e-06,-17.711023957524564,23683.219359680494,10061.38140488063,,0.385,,,,,10061.38140488063,200,23683.219359680494,,3.9869996726338286e-07,15,0.0,154850.4409896253,5.665313243865967,0.385,,2088.2230610315905,-17.711023957524564,15,
2.4433575163129717e-08,0.0,130908.43665815511,4.812981842405861e-06,,,,16,,,1360000,,0.0,,200,,,,1395.6530181421206,1.7272099285037257e-05,-16.16832394805734,19236.003781544827,6564.858780932159,,0.35,,,,,6564.858780932159,200,19236.003781544827,,4.7885482672427315e-06,16,0.0,130908.43665815511,5.671815872192383,0.35,,1395.6530181421206,-16.16832394805734,16,
5.664547188644065e-06,0.0,142516.54630217067,3.821060545305954e-06,,,,17,,,1440000,,0.0,,200,,,,2024.5821156016918,0.0038381933700293303,-20.42027668623299,23786.686447172688,9956.268983092921,,0.345,,,,,9956.268983092921,200,23786.686447172688,,-1.8434866433381103e-06,17,0.0,142516.54630217067,5.677731513977051,0.345,,2024.5821156016918,-20.42027668623299,17,
1.9203866941097658e-08,0.0,180990.77422151595,1.238252821167407e-06,,,,18,,,1520000,,0.0,,200,,,,3394.5641606928243,1.3579224287241232e-05,-16.870528105666086,33259.039916756614,16341.101545859803,,0.39,,,,,16341.101545859803,200,33259.039916756614,,1.2190489542263094e-06,18,0.0,180990.77422151595,5.678178787231445,0.39,,3394.5641606928243,-16.870528105666086,18,
8.961222874859232e-09,0.0,164838.6202322688,-2.2065592020226177e-07,,,,19,,,1600000,,0.0,,200,,,,2793.4607438565,6.354412562359357e-06,-18.331686458934126,32873.358605286034,14039.48545974648,,0.35,,,,,14039.48545974648,200,32873.358605286034,,-2.29617143077121e-07,19,0.0,164838.6202322688,5.678122520446777,0.35,,2793.4607438565,-18.331686458934126,19,
