MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/pick-place-v1/StdReturn,MetaTest/pick-place-v1/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/pick-place-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/pick-place-v1/SuccessRate,MetaTest/pick-place-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss,MetaTest/pick-place-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/pick-place-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/pick-place-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/pick-place-v1/AverageReturn
0.0,10.961016,2.1969877915873113,10,-21.846805168496406,2.1969877915873113,-21.846805168496406,-18.938865809423245,-15.89714312614879,212000,0.0,26,0.0764071,117.39568,-15.89714312614879,-18.93886580942324,7.719614,26,0.0,0.0,0.037525564,-18.938865809423245,10,-18.93886580942324
0.0,10.969484,2.3997939220610576,10,-22.536856614695303,2.3997939220610576,-22.536856614695303,-18.76112336581905,-16.187893250361892,218000,0.0,27,0.05563137,118.61272,-16.187893250361892,-18.76112336581905,7.686769,27,0.0,0.0,0.033894785,-18.76112336581905,10,-18.76112336581905
0.0,11.438563,1.057275145735591,10,-18.95190504835918,1.057275145735591,-18.95190504835918,-17.636254316972167,-15.8538509893556,224000,0.0,28,0.041759316,119.62959,-15.8538509893556,-17.636254316972163,7.6630883,28,0.0,0.0,0.030707251,-17.636254316972167,10,-17.636254316972163
0.0,11.480157,3.670216072416564,10,-28.086471797209523,3.670216072416564,-28.086471797209523,-22.029842360611983,-17.674727002765664,230000,0.0,29,0.030786794,120.15638,-17.674727002765664,-22.029842360611987,7.635158,29,0.0,0.0,0.02784859,-22.029842360611983,10,-22.029842360611987
0.0,11.553735,2.0273780938494728,10,-23.34137986357146,2.0273780938494728,-23.34137986357146,-20.606221071834444,-17.376343802845923,236000,0.0,30,0.022876717,120.433205,-17.376343802845923,-20.606221071834447,7.650065,30,0.0,0.0,0.02533243,-20.606221071834444,10,-20.606221071834447
0.0,11.566918,1.8592906233346167,10,-21.4181040452355,1.8592906233346167,-21.4181040452355,-17.892819187427904,-15.61686068935166,242000,0.0,31,0.01731659,121.064316,-15.61686068935166,-17.892819187427904,7.6799836,31,0.0,0.0,0.023056189,-17.892819187427904,10,-17.892819187427904
0.0,12.399057,5.761579507560696,10,-33.74935277502887,5.761579507560696,-33.74935277502887,-21.51734091336848,-16.4109957457116,248000,0.0,32,0.00924821,121.45183,-16.4109957457116,-21.517340913368475,7.6436534,32,0.0,0.0,0.021243045,-21.51734091336848,10,-21.517340913368475
0.0,12.437234,4.897916288211949,10,-29.39306052420995,4.897916288211949,-29.39306052420995,-19.756160335196437,-15.72707560002289,254000,0.0,33,0.0040007825,121.5093,-15.72707560002289,-19.756160335196434,7.6503515,33,0.0,0.0,0.0201821,-19.756160335196437,10,-19.756160335196434
0.0,12.805476,5.321608788861485,10,-33.50093951810599,5.321608788861485,-33.50093951810599,-20.24681213213401,-16.374207561749344,260000,0.0,34,0.0017863656,121.46867,-16.374207561749344,-20.24681213213401,7.6425605,34,0.0,0.0,0.019339189,-20.24681213213401,10,-20.24681213213401
0.0,13.24418,0.7913802372119144,10,-19.215226685193,0.7913802372119144,-19.215226685193,-17.893951722567863,-16.65533525629907,266000,0.0,35,0.0020446428,120.956406,-16.65533525629907,-17.893951722567856,7.626671,35,0.0,0.0,0.018765138,-17.893951722567863,10,-17.893951722567856
0.0,13.942097,6.138273192931089,10,-35.40991339782636,6.138273192931089,-35.40991339782636,-20.98164608105666,-16.15775908668259,272000,0.0,36,0.000111398964,120.41502,-16.15775908668259,-20.98164608105666,7.6557994,36,0.0,0.0,0.018568546,-20.98164608105666,10,-20.98164608105666
0.0,14.239754,5.31582237941405,10,-35.29680525458416,5.31582237941405,-35.29680525458416,-20.915129760911654,-16.172176348925483,278000,0.0,37,0.0014441953,120.15029,-16.172176348925483,-20.91512976091166,7.6262774,37,0.0,0.0,0.01814341,-20.915129760911654,10,-20.91512976091166
0.0,15.570809,2.004306841395611,10,-21.287114819276912,2.004306841395611,-21.287114819276912,-18.79058085706701,-16.06074536438159,284000,0.0,38,0.0002376634,119.30544,-16.06074536438159,-18.790580857067013,7.625378,38,0.0,0.0,0.017737813,-18.79058085706701,10,-18.790580857067013
0.0,16.247309,1.2478965610332524,10,-20.29112756252893,1.2478965610332524,-20.29112756252893,-17.6164490630239,-16.209031091813436,290000,0.0,39,0.00036138875,119.004715,-16.209031091813436,-17.6164490630239,7.6263494,39,0.0,0.0,0.01764713,-17.6164490630239,10,-17.6164490630239
0.0,19.705605,4.031679711332097,10,-20.667959958825342,4.031679711332097,-20.667959958825342,-16.803243610428233,-9.146404733773801,296000,0.0,40,-0.00073518156,117.72138,-9.146404733773801,-16.803243610428236,7.629388,40,0.0,0.0,0.017467998,-16.803243610428233,10,-16.803243610428236
0.0,27.69472,26.62625503899426,10,-54.3595613606821,26.62625503899426,-54.3595613606821,-14.526441623346361,45.32505756251935,302000,0.0,41,-0.010813075,112.706085,45.32505756251935,-14.526441623346363,7.6555805,41,0.0,0.0,0.019500172,-14.526441623346361,10,-14.526441623346363
0.0,57.233124,2.271352605029631,10,-22.332372278477898,2.271352605029631,-22.332372278477898,-18.44754042077376,-14.955629934796201,308000,0.0,42,-0.046947792,100.40993,-14.955629934796201,-18.447540420773755,7.633015,42,0.0,0.0,0.024595136,-18.44754042077376,10,-18.447540420773755
0.0,158.92873,19.259925786094726,10,-73.98275031227068,19.259925786094726,-73.98275031227068,-30.814994604413226,-18.607491029600368,314000,0.0,43,-0.10768133,81.122,-18.607491029600368,-30.814994604413215,7.644866,43,0.0,0.0,0.031099668,-30.814994604413226,10,-30.814994604413215
0.0,274.39874,37.264311730610146,10,-92.7106348654042,37.264311730610146,-92.7106348654042,-44.550360513070274,10.824830867270826,320000,0.0,44,-0.15751943,54.758514,10.824830867270826,-44.55036051307029,7.624632,44,0.0,0.0,0.0382046,-44.550360513070274,10,-44.55036051307029
0.0,334.23492,262.54984336694963,10,-74.7174728001187,262.54984336694963,-74.7174728001187,87.88652730075155,823.104270354626,326000,0.0,45,-0.18958819,27.405035,823.104270354626,87.8865273007516,7.624632,45,0.0,0.0,0.045530647,87.88652730075155,10,87.8865273007516
0.0,350.415,14.60888695540489,10,-61.50135870184651,14.60888695540489,-61.50135870184651,-38.74542723777491,-23.96753972374093,332000,0.0,46,-0.23057228,3.6566427,-23.96753972374093,-38.74542723777491,7.624632,46,0.0,0.0,0.053736895,-38.74542723777491,10,-38.74542723777491
0.0,350.93427,14.877764182953777,10,-60.284865998367806,14.877764182953777,-60.284865998367806,-28.465681276702743,-10.320802067119438,338000,0.0,47,-0.2469357,-15.967551,-10.320802067119438,-28.465681276702735,7.624632,47,0.0,0.0,0.06329471,-28.465681276702743,10,-28.465681276702735
0.0,307.4823,14.853766880468195,10,-61.82901121167158,14.853766880468195,-61.82901121167158,-28.29889316233099,-7.15397392643128,344000,0.0,48,-0.17309356,-31.503742,-7.15397392643128,-28.298893162330994,7.624632,48,0.0,0.0,0.072245985,-28.29889316233099,10,-28.298893162330994
0.0,241.37613,123.37308612459289,10,-76.75783487685445,123.37308612459289,-76.75783487685445,13.048195517259256,372.94032133005913,350000,0.0,49,-0.14186704,-43.938824,372.94032133005913,13.048195517259254,7.624632,49,0.0,0.0,0.08056981,13.048195517259256,10,13.048195517259254
0.0,194.52821,19.344233895637995,10,-69.4858693852336,19.344233895637995,-69.4858693852336,-46.25265699847459,-24.888476315906104,356000,0.0,50,-0.13509625,-56.097225,-24.888476315906104,-46.25265699847459,7.624632,50,0.0,0.0,0.09054027,-46.25265699847459,10,-46.25265699847459
0.0,161.40013,9.109263086602574,10,-43.4466965877954,9.109263086602574,-43.4466965877954,-25.094817976791166,-12.910134411341959,362000,0.0,51,-0.09007871,-59.38853,-12.910134411341959,-25.094817976791173,7.624632,51,0.0,0.0,0.10052672,-25.094817976791166,10,-25.094817976791173
0.0,137.91887,60.16738731207805,10,-60.32468344742924,60.16738731207805,-60.32468344742924,3.788586330994213,145.20086338712835,368000,0.0,52,-0.027479913,-64.57708,145.20086338712835,3.78858633099419,7.624632,52,0.0,0.0,0.10705517,3.788586330994213,10,3.78858633099419
0.0,120.632774,194.42261361493425,10,-59.60817513822257,194.42261361493425,-59.60817513822257,172.4575625512442,439.7979680428318,374000,0.0,53,-0.0044363555,-66.683495,439.7979680428318,172.45756255124417,7.624632,53,0.0,0.0,0.10807027,172.4575625512442,10,172.45756255124417
0.0,113.67994,36.74554388948586,10,-18.604622326645995,36.74554388948586,-18.604622326645995,-0.6649846341555129,109.07744612500362,380000,0.0,54,-0.020622032,-68.110794,109.07744612500362,-0.6649846341555132,7.624632,54,0.0,0.0,0.11126933,-0.6649846341555129,10,-0.6649846341555132
0.0,112.96851,17.770228822961588,10,-22.628209126399327,17.770228822961588,-22.628209126399327,-12.681799219516618,39.21960438229033,386000,0.0,55,0.0017137148,-65.97084,39.21960438229033,-12.681799219516623,7.624632,55,0.0,0.0,0.11316457,-12.681799219516618,10,-12.681799219516623
0.0,143.6708,61.943855517550695,10,-62.38826436059765,61.943855517550695,-62.38826436059765,7.736534008683296,167.4279793959218,392000,0.0,56,-0.014398133,-65.73026,167.4279793959218,7.736534008683293,7.624632,56,0.0,0.0,0.11422369,7.736534008683296,10,7.736534008683293
0.0,174.11417,97.26452219919142,10,-40.84520384743232,97.26452219919142,-40.84520384743232,26.24698956886965,229.14616941258188,398000,0.0,57,-0.0023894443,-63.417946,229.14616941258188,26.24698956886967,7.624632,57,0.0,0.0,0.11641427,26.24698956886965,10,26.24698956886967
0.0,210.16707,80.08782273725761,10,-75.26862170580202,80.08782273725761,-75.26862170580202,-3.688579478619952,212.04079349645522,404000,0.0,58,-0.04720247,-66.87767,212.04079349645522,-3.6885794786199613,7.624632,58,0.0,0.0,0.12226944,-3.688579478619952,10,-3.6885794786199613
0.0,260.8187,1178.6778106255174,10,-90.66053108121542,1178.6778106255174,-90.66053108121542,425.6268994417768,3936.861643038942,410000,0.0,59,-0.10285095,-68.43048,3936.861643038942,425.6268994417769,7.624632,59,0.0,0.0,0.13988957,425.6268994417768,10,425.6268994417769
0.0,293.65347,120.07497109705685,10,-74.58247929670405,120.07497109705685,-74.58247929670405,9.936835164156467,335.1118680579875,416000,0.0,60,-0.071270354,-71.80934,335.1118680579875,9.936835164156467,7.624632,60,0.0,0.0,0.1580285,9.936835164156467,10,9.936835164156467
0.0,347.17456,351.16517679835897,10,-87.80733509122811,351.16517679835897,-87.80733509122811,73.7772479202484,1090.3238505981717,422000,0.0,61,-0.09855291,-78.81738,1090.3238505981717,73.77724792024841,7.624632,61,0.0,0.0,0.17396633,73.7772479202484,10,73.77724792024841
0.0,8298.055,20.94863426280756,10,-105.75630211393707,20.94863426280756,-105.75630211393707,-55.95922496270013,-29.94484967388704,428000,0.0,62,-0.23327996,-66.052025,-29.94484967388704,-55.95922496270015,18.317947,62,0.0,0.0,0.20228535,-55.95922496270013,10,-55.95922496270015
0.0,11798.837,9.304803145208545,10,-111.28874241431318,9.304803145208545,-111.28874241431318,-90.86897804925054,-79.72823212281622,434000,0.0,63,-0.48373577,-55.396122,-79.72823212281622,-90.86897804925053,17.771334,63,0.0,0.0,0.24571635,-90.86897804925054,10,-90.86897804925053
0.0,11739.027,22.372657391895558,10,-120.99462612716393,22.372657391895558,-120.99462612716393,-94.3900623378328,-56.56311173031834,440000,0.0,64,-0.41017163,-59.936275,-56.56311173031834,-94.39006233783282,14.325029,64,0.0,0.0,0.28745002,-94.3900623378328,10,-94.39006233783282
0.0,18484.67,43.43561093429162,10,-110.70261352783353,43.43561093429162,-110.70261352783353,-84.6296350203518,37.74885740357879,446000,0.0,65,-0.32513964,-105.355156,37.74885740357879,-84.6296350203518,17.21623,65,0.0,0.0,0.3251399,-84.6296350203518,10,-84.6296350203518
0.0,16366.566,17.987573387384852,10,-107.22341162678245,17.987573387384852,-107.22341162678245,-85.39148409895174,-56.84952095566079,452000,0.0,66,-0.4104658,-126.25055,-56.84952095566079,-85.39148409895172,28.257515,66,0.0,0.0,0.3632271,-85.39148409895174,10,-85.39148409895172
0.1,21438.594,12846.19241399603,10,-162.18997552122505,12846.19241399603,-162.18997552122505,6301.78776799833,42141.372272373505,458000,0.1,67,-0.9881204,-302.65244,42141.372272373505,6301.78776799833,43.558468,67,0.0,0.0,0.43854633,6301.78776799833,10,6301.78776799833
0.0,35281.137,52.27331496797049,10,-106.2257124307054,52.27331496797049,-106.2257124307054,-69.07922772810647,79.74142996553745,464000,0.0,68,-1.3832285,-476.46643,79.74142996553745,-69.07922772810647,49.122116,68,0.0,0.0,0.520067,-69.07922772810647,10,-69.07922772810647
0.0,50700.938,103.98016227985741,10,-110.40254407333238,103.98016227985741,-110.40254407333238,-40.014009846456034,268.88501319482094,470000,0.0,69,-0.8039702,-654.56757,268.88501319482094,-40.01400984645605,100.319435,69,0.0,0.0,0.60171473,-40.014009846456034,10,-40.01400984645605
0.1,57910.285,5125.7282246468685,10,-112.189772028472,5125.7282246468685,-112.189772028472,1636.7081246225716,17013.50317394727,476000,0.1,70,-0.5825612,-939.65875,17013.50317394727,1636.7081246225719,167.7154,70,0.0,0.0,0.6107995,1636.7081246225716,10,1636.7081246225719
0.0,128303.76,401.4138970902033,10,-120.13820225404349,401.4138970902033,-120.13820225404349,31.055282810439497,1233.809623761222,482000,0.0,71,-4.3635254,-3660.134,1233.809623761222,31.055282810439657,75.32464,71,0.0,0.0,0.73127896,31.055282810439497,10,31.055282810439657
0.0,204514.02,385.5663234589608,10,-126.77068468148771,385.5663234589608,-126.77068468148771,16.829130694795623,1173.2294722694003,488000,0.0,72,-6.6572704,-6255.298,1173.2294722694003,16.82913069479556,92.695625,72,0.0,0.0,0.9023251,16.829130694795623,10,16.82913069479556
0.0,337167.03,36.36846442733521,10,-120.30148075646271,36.36846442733521,-120.30148075646271,-73.51248438869781,-19.24780797911596,494000,0.0,73,-11.797553,-12144.422,-19.24780797911596,-73.51248438869783,134.309,73,0.0,0.0,1.0990801,-73.51248438869781,10,-73.51248438869783
0.0,411094.4,51.611259665271874,10,-99.94356072464501,51.611259665271874,-99.94356072464501,-73.73261308077767,70.47921177215568,500000,0.0,74,-15.567026,-17131.352,70.47921177215568,-73.73261308077767,123.149925,74,0.0,0.0,1.3447195,-73.73261308077767,10,-73.73261308077767
0.0,427020.7,3292.0704200415103,10,-133.04722393680447,3292.0704200415103,-133.04722393680447,1027.9967157675712,10902.627244002175,506000,0.0,75,-17.42905,-20105.072,10902.627244002175,1027.996715767571,173.6872,75,0.0,0.0,1.605567,1027.9967157675712,10,1027.996715767571
0.0,460620.6,2573.385208845814,10,-91.26629403626633,2573.385208845814,-91.26629403626633,974.2549132858032,8569.656331198867,512000,0.0,76,-16.459944,-21567.588,8569.656331198867,974.2549132858045,573.9556,76,0.0,0.0,1.8815825,974.2549132858032,10,974.2549132858045
0.1,403952.38,2057.8810870250823,10,-96.2381660508902,2057.8810870250823,-96.2381660508902,975.5857661938019,6279.547839214231,518000,0.1,77,-15.148682,-21783.188,6279.547839214231,975.5857661938016,531.157,77,0.0,0.0,2.1517675,975.5857661938019,10,975.5857661938016
0.0,505792.06,2678.5417255002885,10,-89.92168976360567,2678.5417255002885,-89.92168976360567,1238.5527846683449,8535.659302869879,524000,0.0,78,-19.28898,-27243.969,8535.659302869879,1238.5527846683447,208.20593,78,0.0,0.0,2.5383976,1238.5527846683449,10,1238.5527846683447
0.0,508321.9,166.83493334979534,10,-95.4072823394781,166.83493334979534,-95.4072823394781,-12.295777997578892,478.2286957439839,530000,0.0,79,-20.815756,-27456.455,478.2286957439839,-12.29577799757888,182.1485,79,0.0,0.0,2.9886012,-12.295777997578892,10,-12.29577799757888
0.0,441879.0,10.564488617211707,10,-116.74021737947723,10.564488617211707,-116.74021737947723,-94.08759188506117,-78.52216392255855,536000,0.0,80,-21.732641,-27548.82,-78.52216392255855,-94.08759188506119,230.5875,80,0.0,0.0,3.503669,-94.08759188506117,10,-94.08759188506119
0.0,395353.44,13.540439626953345,10,-122.97232443222835,13.540439626953345,-122.97232443222835,-102.88347992335495,-85.0255474209971,542000,0.0,81,-19.804644,-27809.049,-85.0255474209971,-102.88347992335495,167.60475,81,0.0,0.0,4.054176,-102.88347992335495,10,-102.88347992335495
0.0,373647.22,6.946652317555162,10,-121.69258040741245,6.946652317555162,-121.69258040741245,-109.14457779878833,-97.83037747530496,548000,0.0,82,-17.062735,-26769.188,-97.83037747530496,-109.14457779878835,190.12549,82,0.0,0.0,4.643724,-109.14457779878833,10,-109.14457779878835
0.0,423957.16,20.766925805012807,10,-123.08675980232304,20.766925805012807,-123.08675980232304,-98.57212075485873,-48.49461350375044,554000,0.0,83,-19.149195,-26701.371,-48.49461350375044,-98.57212075485873,251.05568,83,0.0,0.0,5.3744,-98.57212075485873,10,-98.57212075485873
0.0,428720.2,7.453091361768069,10,-127.48428351090385,7.453091361768069,-127.48428351090385,-110.0029938502258,-100.7312675152784,560000,0.0,84,-17.068851,-26886.176,-100.7312675152784,-110.0029938502258,270.4761,84,0.0,0.0,6.194374,-110.0029938502258,10,-110.0029938502258
0.0,478382.22,20.487509348589942,10,-125.35577065634872,20.487509348589942,-125.35577065634872,-100.10569716349613,-45.19330316902293,566000,0.0,85,-14.622512,-27397.25,-45.19330316902293,-100.10569716349607,189.90231,85,0.0,0.0,7.0641966,-100.10569716349613,10,-100.10569716349607
0.0,469293.44,46.73801753092427,10,-123.797355579604,46.73801753092427,-123.797355579604,-93.34421489950452,44.63398907411729,572000,0.0,86,-5.6726065,-27513.584,44.63398907411729,-93.34421489950455,388.82938,86,0.0,0.0,7.714746,-93.34421489950452,10,-93.34421489950455
0.0,594713.6,26.584428336239426,10,-128.77265037840402,26.584428336239426,-128.77265037840402,-98.08408123861449,-44.74395074875004,578000,0.0,87,-9.021053,-29812.393,-44.74395074875004,-98.08408123861447,318.24493,87,0.0,0.0,8.518903,-98.08408123861449,10,-98.08408123861447
0.0,589081.9,81.20276803962362,10,-126.7766171617838,81.20276803962362,-126.7766171617838,-52.88072877980038,149.07134635332028,584000,0.0,88,-6.7548513,-30397.402,149.07134635332028,-52.88072877980037,295.19614,88,0.0,0.0,9.407596,-52.88072877980038,10,-52.88072877980037
0.1,731456.9,115.10262678514275,10,-109.40217625209047,115.10262678514275,-109.40217625209047,-62.286000431899275,282.5758880993903,590000,0.1,89,-10.153288,-34791.055,282.5758880993903,-62.286000431899275,556.187,89,0.0,0.0,10.388572,-62.286000431899275,10,-62.286000431899275
0.1,761777.1,1147.9161745091276,10,-103.13711250900478,1147.9161745091276,-103.13711250900478,404.1000839529022,3792.8215863561613,596000,0.1,90,-8.157413,-39626.367,3792.8215863561613,404.10008395290185,798.374,90,0.0,0.0,11.909728,404.1000839529022,10,404.10008395290185
0.0,719432.94,141.4415600541964,10,-112.82100249265599,141.4415600541964,-112.82100249265599,6.4204148195874895,319.4648781303696,602000,0.0,91,-0.4465547,-37639.258,319.4648781303696,6.420414819587438,1039.3286,91,0.0,0.0,12.598129,6.4204148195874895,10,6.420414819587438
