MetaTest/push-v1/AverageDiscountedReturn,policy/Entropy,MetaTest/push-v1/AverageReturn,push-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,Average/MaxReturn,MetaTest/Average/TerminationRate,push-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,push-v1/StdReturn,Average/MinReturn,Average/StdReturn,MetaTest/push-v1/Iteration,push-v1/SuccessRate,Average/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,MetaTest/Average/NumEpisodes,push-v1/MinReturn,MetaTest/push-v1/NumEpisodes,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/MinReturn,policy/LossAfter,policy/KL,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/MaxReturn,Average/TerminationRate,push-v1/AverageReturn,policy/LossBefore,push-v1/MaxReturn,Average/SuccessRate,TotalEnvSteps,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/SuccessRate,push-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,Average/NumEpisodes,policy/KLBefore,Average/Iteration,push-v1/Iteration,Average/AverageReturn,MetaTest/push-v1/TerminationRate
9432.213082382357,4.510438,9432.213082382357,6261.842683943433,-28.683941594214726,151061.73112418357,0.0,100,49553.33688133614,9432.213082382357,33172.61590134656,-124.064991129418,33172.61590134656,7,0.3,6261.842683943433,18771.827710935933,10,-124.064991129418,10,0.1,-28.683941594214726,-13.496025,0.005426269,9432.213082382357,49553.33688133614,0.0,18574.48790042127,19.0071,151061.73112418357,0.3,1420000,32.503124,0.2581368649672321,0.1,0.0,7,18771.827710935933,100,0.0,70,70,18574.48790042127,0.0
,4.493912,,8064.013284606489,,176502.55964801615,,100,,,38250.69352015737,-45.533604014364535,38250.69352015737,,0.26,8064.013284606489,,,-45.533604014364535,,,,-43.681526,0.009075956,,,0.0,24293.975108881536,-3.8379312,176502.55964801615,0.26,1440000,39.843594,0.2563753871984672,,0.0,,,100,0.0,71,71,24293.975108881536,
,4.5001025,,7605.197100110257,,279175.04913576186,,100,,,39726.93956198485,-162.10013552993416,39726.93956198485,,0.34,7605.197100110257,,,-162.10013552993416,,,,-37.28837,0.006576732,,,0.0,21326.714300195126,12.926894,279175.04913576186,0.34,1460000,50.215263,0.20005960824297953,,0.0,,,100,0.0,72,72,21326.714300195126,
,4.4944263,,7550.594821866328,,159092.55452917228,,100,,,37888.908081162,-87.87886957645797,37888.908081162,,0.34,7550.594821866328,,,-87.87886957645797,,,,-33.7485,0.009447695,,,0.0,22552.073474953846,7.65865,159092.55452917228,0.34,1480000,41.40715,0.24003292417050837,,0.0,,,100,0.0,73,73,22552.073474953846,
,4.466731,,6952.320972084587,,172040.79910006918,,100,,,34040.12417032156,-68.51681746232694,34040.12417032156,,0.34,6952.320972084587,,,-68.51681746232694,,,,-0.3005125,0.005818056,,,0.0,18796.900305942017,33.734177,172040.79910006918,0.34,1500000,34.03469,0.2236945055185483,,0.0,,,100,0.0,74,74,18796.900305942017,
,4.453053,,7523.4067244761645,,123915.14659937647,,100,,,30242.936657612634,-53.20895171301316,30242.936657612634,,0.36,7523.4067244761645,,,-53.20895171301316,,,,-38.201874,0.006260897,,,0.0,20600.569195533008,-10.8962,123915.14659937647,0.36,1520000,27.305674,0.27266309504292086,,0.0,,,100,0.0,75,75,20600.569195533008,
,4.4466624,,4992.57668244728,,140585.29767013073,,100,,,29022.891838910953,-85.95660928588869,29022.891838910953,,0.28,4992.57668244728,,,-85.95660928588869,,,,-53.425114,0.006199765,,,0.0,14807.190431687743,-26.469006,140585.29767013073,0.28,1540000,26.956108,0.2692694854206552,,0.0,,,100,0.0,76,76,14807.190431687743,
,4.4348745,,6415.358416475826,,154684.32491743477,,100,,,32279.044352583547,-71.95991117584555,32279.044352583547,,0.3,6415.358416475826,,,-71.95991117584555,,,,-50.562225,0.006165795,,,0.0,18502.959881282895,-19.149025,154684.32491743477,0.3,1560000,31.4132,0.20830137461545561,,0.0,,,100,0.0,77,77,18502.959881282895,
,4.406379,,6555.931419970785,,197580.00878392367,,100,,,35407.61394362661,-56.62297378446957,35407.61394362661,,0.3,6555.931419970785,,,-56.62297378446957,,,,-25.7106,0.006850018,,,0.0,18489.70392775768,20.106825,197580.00878392367,0.3,1580000,45.817425,0.2157371735560052,,0.0,,,100,0.0,78,78,18489.70392775768,
,4.3674464,,6592.279892972134,,273613.8537561982,,100,,,38036.35925738206,-59.22344630653124,38036.35925738206,,0.28,6592.279892972134,,,-59.22344630653124,,,,-49.74625,0.009159364,,,0.0,21022.82143687746,-13.786675,273613.8537561982,0.28,1600000,35.959576,0.23443755498550212,,0.0,,,100,0.0,79,79,21022.82143687746,
26348.33297196959,4.3264837,26348.332971969598,6211.962734796357,-57.789051842277686,173650.25718999215,0.0,100,103390.60324322683,26348.332971969598,34386.39855859621,-58.73488524867071,34386.39855859621,8,0.34,6211.962734796357,38940.20300006741,10,-58.73488524867071,10,0.3,-57.789051842277686,-65.546875,0.007664125,26348.33297196959,103390.60324322683,0.0,17822.209857248294,-23.684563,173650.25718999215,0.34,1620000,41.862312,0.30887872332573574,0.3,0.0,8,38940.20300006741,100,0.0,80,80,17822.209857248294,0.0
,4.2887034,,5993.570487666522,,154785.0701278514,,100,,,36803.974086048715,-94.89977955805028,36803.974086048715,,0.27,5993.570487666522,,,-94.89977955805028,,,,-27.3303,0.0058798324,,,0.0,20788.370858894643,15.266612,154785.0701278514,0.27,1640000,42.596912,0.31077878960166216,,0.0,,,100,0.0,81,81,20788.370858894643,
,4.2629247,,8572.658621789056,,163888.45350076046,,100,,,39469.59239553992,-78.27664470933632,39469.59239553992,,0.32,8572.658621789056,,,-78.27664470933632,,,,-43.1383,0.0056439103,,,0.0,26042.19478858041,0.4723125,163888.45350076046,0.32,1660000,43.610615,0.21396950711661966,,0.0,,,100,0.0,82,82,26042.19478858041,
,4.2245526,,7030.006517886002,,121375.55913434767,,100,,,33043.832993255775,-106.3437554046734,33043.832993255775,,0.34,7030.006517886002,,,-106.3437554046734,,,,-24.240637,0.008632034,,,0.0,19914.704889949124,25.595795,121375.55913434767,0.34,1680000,49.836433,0.30647595672322614,,0.0,,,100,0.0,83,83,19914.704889949124,
,4.183296,,11283.961588054295,,173376.31225336733,,100,,,43240.94627873629,-49.57383924585039,43240.94627873629,,0.32,11283.961588054295,,,-49.57383924585039,,,,-25.778088,0.008637703,,,0.0,32831.70965729151,30.2953,173376.31225336733,0.32,1700000,56.073387,0.29061380759213884,,0.0,,,100,0.0,84,84,32831.70965729151,
,4.174015,,8565.331325247811,,159368.0789485046,,100,,,42008.79689058566,-88.3603630535932,42008.79689058566,,0.36,8565.331325247811,,,-88.3603630535932,,,,-73.7979,0.0072572143,,,0.0,25736.08212477429,-18.573675,159368.0789485046,0.36,1720000,55.22422,0.28543609769834644,,0.0,,,100,0.0,85,85,25736.08212477429,
,4.1793375,,8877.53656348625,,164464.4117877067,,100,,,41315.12902265815,-82.15239603708747,41315.12902265815,,0.27,8877.53656348625,,,-82.15239603708747,,,,-22.914913,0.0063959155,,,0.0,26001.7761811342,24.905037,164464.4117877067,0.27,1740000,47.81995,0.2860367833808959,,0.0,,,100,0.0,86,86,26001.7761811342,
,4.1822276,,7026.913528407363,,179355.90833926972,,100,,,36683.87061421695,-102.390467566157,36683.87061421695,,0.44,7026.913528407363,,,-102.390467566157,,,,-45.342724,0.0057903314,,,0.0,20034.612408005487,-5.0122123,179355.90833926972,0.44,1760000,40.330513,0.2654982805139626,,0.0,,,100,0.0,87,87,20034.612408005487,
,4.177911,,10407.872394541891,,141618.54026904292,,100,,,39693.695332172305,-69.69144536655082,39693.695332172305,,0.39,10407.872394541891,,,-69.69144536655082,,,,11.31345,0.0061015165,,,0.0,29734.92512182322,52.359936,141618.54026904292,0.39,1780000,41.046486,0.2267328079267653,,0.0,,,100,0.0,88,88,29734.92512182322,
,4.155476,,9847.364602338763,,221579.3010111318,,100,,,48321.0127991717,-64.41247511876962,48321.0127991717,,0.25,9847.364602338763,,,-64.41247511876962,,,,-41.119183,0.0068127257,,,0.0,29762.36141657118,12.654125,221579.3010111318,0.25,1800000,53.773308,0.28534412819457156,,0.0,,,100,0.0,89,89,29762.36141657118,
17765.54735387961,4.138711,17765.547353879607,7844.84409728361,-26.333841575658255,148026.0915143166,0.0,100,81824.64028133101,17765.547353879607,37144.49327863708,-52.61542294978669,37144.49327863708,9,0.3,7844.84409728361,24176.7735614303,10,-52.61542294978669,10,0.2,-26.333841575658255,-21.740263,0.0071336906,17765.54735387961,81824.64028133101,0.0,25392.61688972347,17.053762,148026.0915143166,0.3,1820000,38.794025,0.3426863661284746,0.2,0.0,9,24176.7735614303,100,0.0,90,90,25392.61688972347,0.0
,4.143754,,11159.668581344305,,201768.68805245563,,100,,,48441.700177598024,-108.49855370521631,48441.700177598024,,0.37,11159.668581344305,,,-108.49855370521631,,,,-98.6901,0.007266925,,,0.0,33378.996012422926,-26.016874,201768.68805245563,0.37,1840000,72.673225,0.30270176019132755,,0.0,,,100,0.0,91,91,33378.996012422926,
,4.139905,,7966.054010974283,,144081.2720110647,,100,,,34751.34684133145,-79.66911458443721,34751.34684133145,,0.37,7966.054010974283,,,-79.66911458443721,,,,-26.51635,0.007397579,,,0.0,22727.57889421599,12.103975,144081.2720110647,0.37,1860000,38.620323,0.2923919218425306,,0.0,,,100,0.0,92,92,22727.57889421599,
,4.1219068,,8085.842344826516,,183779.6335049935,,100,,,41396.046922046444,-65.7293477003533,41396.046922046444,,0.32,8085.842344826516,,,-65.7293477003533,,,,-11.344075,0.011565437,,,0.0,25012.894871226967,32.11235,183779.6335049935,0.32,1880000,43.456425,0.23135739463478155,,0.0,,,100,0.0,93,93,25012.894871226967,
,4.101162,,6231.253290603595,,148822.57300001167,,100,,,38795.50649231823,-90.75819673641772,38795.50649231823,,0.26,6231.253290603595,,,-90.75819673641772,,,,-35.837,0.005962894,,,0.0,19030.890257864023,0.9164125,148822.57300001167,0.26,1900000,36.753414,0.31250662485413394,,0.0,,,100,0.0,94,94,19030.890257864023,
,4.086601,,8700.588479680253,,169293.26842049178,,100,,,41860.08553508658,-42.16190608139489,41860.08553508658,,0.33,8700.588479680253,,,-42.16190608139489,,,,-64.4026,0.009638147,,,0.0,25583.50790087342,-8.9185,169293.26842049178,0.33,1920000,55.484104,0.28337216816489463,,0.0,,,100,0.0,95,95,25583.50790087342,
,4.087928,,8517.077238555332,,164544.21967388055,,100,,,42400.04100381204,-102.22345990002867,42400.04100381204,,0.39,8517.077238555332,,,-102.22345990002867,,,,-14.2152,0.007058727,,,0.0,25793.244988543967,30.726,164544.21967388055,0.39,1940000,44.9412,0.2990718402175684,,0.0,,,100,0.0,96,96,25793.244988543967,
,4.0818253,,6713.298790006731,,225772.71921008785,,100,,,38881.76667991774,-95.01069056763161,38881.76667991774,,0.32,6713.298790006731,,,-95.01069056763161,,,,-59.697926,0.006005841,,,0.0,20121.05537636425,-15.258625,225772.71921008785,0.32,1960000,44.4393,0.2167184722553932,,0.0,,,100,0.0,97,97,20121.05537636425,
,4.0697184,,9382.222024354343,,178425.77363937048,,100,,,43886.67836898547,-56.943665146427286,43886.67836898547,,0.37,9382.222024354343,,,-56.943665146427286,,,,-72.90046,0.0061835973,,,0.0,27051.040277001626,-24.8577,178425.77363937048,0.37,1980000,48.04276,0.29568156290303205,,0.0,,,100,0.0,98,98,27051.040277001626,
,4.0612183,,8386.22563079472,,189804.8774609573,,100,,,36474.905297280595,-68.63893637362487,36474.905297280595,,0.33,8386.22563079472,,,-68.63893637362487,,,,-72.3042,0.00643785,,,0.0,24365.076229007227,-35.7885,189804.8774609573,0.33,2000000,36.515697,0.22658841922505668,,0.0,,,100,0.0,99,99,24365.076229007227,
