MetaTest/push-v1/AverageDiscountedReturn,policy/Entropy,MetaTest/push-v1/AverageReturn,push-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,Average/MaxReturn,MetaTest/Average/TerminationRate,push-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,push-v1/StdReturn,Average/MinReturn,Average/StdReturn,MetaTest/push-v1/Iteration,push-v1/SuccessRate,Average/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,MetaTest/Average/NumEpisodes,push-v1/MinReturn,MetaTest/push-v1/NumEpisodes,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/MinReturn,policy/LossAfter,policy/KL,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/MaxReturn,Average/TerminationRate,push-v1/AverageReturn,policy/LossBefore,push-v1/MaxReturn,Average/SuccessRate,TotalEnvSteps,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/SuccessRate,push-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,Average/NumEpisodes,policy/KLBefore,Average/Iteration,push-v1/Iteration,Average/AverageReturn,MetaTest/push-v1/TerminationRate
105.29263760708065,5.5265727,105.29263760708064,162.66344585532136,-47.50566792839947,18335.826383935357,0.0,100,693.390710734167,105.29263760708064,2073.4005958271314,-55.92325794328015,2073.4005958271314,1,0.04,162.66344585532136,224.05008758334745,10,-55.92325794328015,10,0.0,-47.50566792839947,-0.40098593,0.0064170556,105.29263760708065,693.390710734167,0.0,548.2820824037643,1.7684586,18335.826383935357,0.04,220000,2.1694446,0.1300232945923112,0.0,0.0,1,224.05008758334745,100,0.0,10,10,548.2820824037643,0.0
,5.4970884,,184.2438133421835,,9006.216321341153,,100,,,1461.783331978971,-41.35466404155105,1461.783331978971,,0.08,184.2438133421835,,,-41.35466404155105,,,,-1.0810434,0.008112264,,,0.0,544.3033458186354,0.597248,9006.216321341153,0.08,240000,1.6782913,0.14253368112897125,,0.0,,,100,0.0,11,11,544.3033458186354,
,5.461024,,257.42195529254855,,16962.078328680134,,100,,,2176.3770652757144,-42.54046934763608,2176.3770652757144,,0.05,257.42195529254855,,,-42.54046934763608,,,,-0.024796093,0.0066004884,,,0.0,685.2017353440532,2.4845376,16962.078328680134,0.05,260000,2.5093336,0.15540681180466687,,0.0,,,100,0.0,12,12,685.2017353440532,
,5.442291,,422.2523404696504,,24075.894082624047,,100,,,4083.2476735337073,-38.0483477128732,4083.2476735337073,,0.08,422.2523404696504,,,-38.0483477128732,,,,-5.727134,0.00616156,,,0.0,1179.7720592062171,-0.4479625,24075.894082624047,0.08,280000,5.279172,0.11510382743167158,,0.0,,,100,0.0,13,13,1179.7720592062171,
,5.4227037,,549.0671328192897,,21109.914892406152,,100,,,3776.008034784777,-47.46886773624959,3776.008034784777,,0.1,549.0671328192897,,,-47.46886773624959,,,,-6.908049,0.007887813,,,0.0,1530.4811167431135,-3.0440602,21109.914892406152,0.1,300000,3.8639889,0.1314506004082583,,0.0,,,100,0.0,14,14,1530.4811167431135,
,5.4127555,,254.79705690019327,,11525.09124652572,,100,,,1484.9640575862059,-38.33564388599922,1484.9640575862059,,0.08,254.79705690019327,,,-38.33564388599922,,,,-2.0104687,0.008552398,,,0.0,585.5333701922558,-1.0294776,11525.09124652572,0.08,320000,0.9809911,0.1310362223852365,,0.0,,,100,0.0,15,15,585.5333701922558,
,5.367538,,676.0163854579519,,49062.58921225555,,100,,,6438.096923359302,-39.45126920156436,6438.096923359302,,0.12,676.0163854579519,,,-39.45126920156436,,,,-0.04481875,0.008662948,,,0.0,2276.4383114974685,7.99145,49062.58921225555,0.12,340000,8.036268,0.12146783545829776,,0.0,,,100,0.0,16,16,2276.4383114974685,
,5.3373923,,267.1205456250139,,10393.25994361061,,100,,,1881.4384979194574,-55.047726406770515,1881.4384979194574,,0.06,267.1205456250139,,,-55.047726406770515,,,,-0.94437575,0.00679532,,,0.0,652.6604528483265,0.92618436,10393.25994361061,0.06,360000,1.8705602,0.11863167430422572,,0.0,,,100,0.0,17,17,652.6604528483265,
,5.3434725,,372.62048929230315,,30303.930223691743,,100,,,3773.9751352242833,-40.492107528387336,3773.9751352242833,,0.04,372.62048929230315,,,-40.492107528387336,,,,-5.780871,0.0053634043,,,0.0,1160.7479802612581,-1.6512766,30303.930223691743,0.04,380000,4.1295943,0.20666922381041386,,0.0,,,100,0.0,18,18,1160.7479802612581,
,5.3376822,,314.3055732032264,,16353.840440059917,,100,,,2487.1738185885447,-71.66911672494902,2487.1738185885447,,0.05,314.3055732032264,,,-71.66911672494902,,,,-5.8513765,0.005470125,,,0.0,920.6305827525732,-3.673225,16353.840440059917,0.05,400000,2.1781516,0.1581269328393038,,0.0,,,100,0.0,19,19,920.6305827525732,
488.780412088294,5.320054,488.78041208829393,718.7623902963295,-29.478498690999864,43336.80605492349,0.0,100,3296.0768873929255,488.78041208829393,6912.084738150464,-60.93794467052951,6912.084738150464,2,0.1,718.7623902963295,962.4188028091457,10,-60.93794467052951,10,0.0,-29.478498690999864,-6.9766393,0.0071116914,488.780412088294,3296.0768873929255,0.0,2245.496076554505,1.05,43336.80605492349,0.1,420000,8.026639,0.14981284662643368,0.0,0.0,2,962.4188028091457,100,0.0,20,20,2245.496076554505,0.0
,5.289101,,528.5725518070835,,63369.418093008295,,100,,,7008.873006464207,-34.005328485067324,7008.873006464207,,0.11,528.5725518070835,,,-34.005328485067324,,,,2.7081811,0.0069549517,,,0.0,1768.2546817610116,10.627668,63369.418093008295,0.11,440000,7.919487,0.19853589193936183,,0.0,,,100,0.0,21,21,1768.2546817610116,
,5.267806,,417.63154536891307,,44996.218273789345,,100,,,5210.039574464795,-50.320571589573035,5210.039574464795,,0.08,417.63154536891307,,,-50.320571589573035,,,,-1.3019266,0.0058429083,,,0.0,1190.0306408144725,3.4922032,44996.218273789345,0.08,460000,4.79413,0.1583001129679794,,0.0,,,100,0.0,22,22,1190.0306408144725,
,5.2412057,,931.0518514684773,,45273.04854910511,,100,,,6572.976954230567,-39.16322026538601,6572.976954230567,,0.1,931.0518514684773,,,-39.16322026538601,,,,-1.4436125,0.008243724,,,0.0,2486.603532798645,7.2468905,45273.04854910511,0.1,480000,8.690503,0.12649262324154087,,0.0,,,100,0.0,23,23,2486.603532798645,
,5.2119594,,857.0490451230048,,78466.32564640045,,100,,,10134.060285183066,-47.568829702093716,10134.060285183066,,0.11,857.0490451230048,,,-47.568829702093716,,,,-7.110009,0.005366253,,,0.0,2475.1564482155127,2.037028,78466.32564640045,0.11,500000,9.1470375,0.181885296620522,,0.0,,,100,0.0,24,24,2475.1564482155127,
,5.1974382,,496.94861113638035,,27622.205959559127,,100,,,4673.935535979032,-41.95709584742546,4673.935535979032,,0.08,496.94861113638035,,,-41.95709584742546,,,,-6.133597,0.008038097,,,0.0,1575.3485104050917,-2.252175,27622.205959559127,0.08,520000,3.8814218,0.19858871646168796,,0.0,,,100,0.0,25,25,1575.3485104050917,
,5.18722,,691.0521168372001,,20742.33705293301,,100,,,4388.018890394938,-35.14025321972203,4388.018890394938,,0.11,691.0521168372001,,,-35.14025321972203,,,,-1.816875,0.0066429824,,,0.0,2163.457526386424,2.8498547,20742.33705293301,0.11,540000,4.66673,0.16917399386366527,,0.0,,,100,0.0,26,26,2163.457526386424,
,5.1679845,,1147.7672652127017,,83170.06639778639,,100,,,11177.328035988594,-48.82569985274422,11177.328035988594,,0.12,1147.7672652127017,,,-48.82569985274422,,,,-17.803007,0.008001181,,,0.0,3658.098038525117,-4.4659343,83170.06639778639,0.12,560000,13.337072,0.15758539254476944,,0.0,,,100,0.0,27,27,3658.098038525117,
,5.138507,,1155.9220256796661,,89948.95435387814,,100,,,11666.108276527797,-40.914259292755006,11666.108276527797,,0.15,1155.9220256796661,,,-40.914259292755006,,,,-5.3708377,0.008110964,,,0.0,3550.272855018735,9.876031,89948.95435387814,0.15,580000,15.246868,0.18039177832761444,,0.0,,,100,0.0,28,28,3550.272855018735,
,5.1231203,,743.0478246568396,,43895.805331361815,,100,,,5820.565684167449,-49.10314445416809,5820.565684167449,,0.13,743.0478246568396,,,-49.10314445416809,,,,-7.7167783,0.0046497122,,,0.0,2089.9697564664243,-3.2956688,43895.805331361815,0.13,600000,4.421109,0.15507811922887538,,0.0,,,100,0.0,29,29,2089.9697564664243,
1082.830300958898,5.094314,1082.8303009588976,947.3306364814334,-28.320612126291486,54365.10423511036,0.0,100,8260.427581190444,1082.8303009588976,7661.990986578373,-99.20828411077974,7661.990986578373,3,0.06,947.3306364814334,2488.303508855365,10,-99.20828411077974,10,0.0,-28.320612126291486,-7.899275,0.005059359,1082.830300958898,8260.427581190444,0.0,2510.258945932052,-0.77554065,54365.10423511036,0.06,620000,7.123734,0.1258592932296183,0.0,0.0,3,2488.303508855365,100,0.0,30,30,2510.258945932052,0.0
,5.074733,,606.4728221788172,,22510.882897657528,,100,,,3885.154524214842,-34.695678875152915,3885.154524214842,,0.09,606.4728221788172,,,-34.695678875152915,,,,0.8497391,0.005292724,,,0.0,1810.014003804777,3.7514858,22510.882897657528,0.09,640000,2.9017467,0.12738901404866487,,0.0,,,100,0.0,31,31,1810.014003804777,
,5.069336,,895.9919609647765,,49728.72388688356,,100,,,6330.580614419283,-117.18462551787117,6330.580614419283,,0.12,895.9919609647765,,,-117.18462551787117,,,,-6.5338373,0.005837,,,0.0,2602.2387710807793,-1.3816719,49728.72388688356,0.12,660000,5.1521654,0.11574616270397309,,0.0,,,100,0.0,32,32,2602.2387710807793,
,5.062707,,1109.3276213270049,,39006.72653257278,,100,,,7017.856517636622,-67.13446264816112,7017.856517636622,,0.12,1109.3276213270049,,,-67.13446264816112,,,,-8.11416,0.0056796637,,,0.0,3317.972566207414,-0.3355164,39006.72653257278,0.12,680000,7.778643,0.1204690402300761,,0.0,,,100,0.0,33,33,3317.972566207414,
,5.0544896,,862.7652062627026,,68062.31205339509,,100,,,8511.87297214816,-47.09017178413953,8511.87297214816,,0.14,862.7652062627026,,,-47.09017178413953,,,,-5.0165014,0.0044577825,,,0.0,2661.0276736405067,2.6908593,68062.31205339509,0.14,700000,7.7073607,0.17844209780531206,,0.0,,,100,0.0,34,34,2661.0276736405067,
,5.0625334,,1596.3178662760326,,84631.04727777572,,100,,,12333.837272616976,-50.158699729961285,12333.837272616976,,0.17,1596.3178662760326,,,-50.158699729961285,,,,-20.985641,0.00581504,,,0.0,4974.096129421634,-7.639842,84631.04727777572,0.17,720000,13.345799,0.21312278849884103,,0.0,,,100,0.0,35,35,4974.096129421634,
,5.0711164,,1408.3454272267868,,57772.00881884428,,100,,,9659.3410610556,-43.21562751566093,9659.3410610556,,0.13,1408.3454272267868,,,-43.21562751566093,,,,-9.871879,0.0058780303,,,0.0,4240.860278665469,1.4715601,57772.00881884428,0.13,740000,11.343439,0.16999105088548983,,0.0,,,100,0.0,36,36,4240.860278665469,
,5.0648603,,2406.427628508393,,89491.80660253568,,100,,,14858.891726675976,-36.64219992192705,14858.891726675976,,0.12,2406.427628508393,,,-36.64219992192705,,,,-27.062788,0.006721843,,,0.0,6780.477184660622,-8.503275,89491.80660253568,0.12,760000,18.559513,0.19432995113003704,,0.0,,,100,0.0,37,37,6780.477184660622,
,5.0529165,,1129.928791924382,,33554.87895069936,,100,,,6820.858554655379,-53.767736728009986,6820.858554655379,,0.12,1129.928791924382,,,-53.767736728009986,,,,-5.2178373,0.0059765177,,,0.0,3328.9226271196326,0.81262815,33554.87895069936,0.12,780000,6.0304656,0.18224114437440175,,0.0,,,100,0.0,38,38,3328.9226271196326,
,5.0322127,,3095.1500677134004,,109928.08810592962,,100,,,19561.954913853446,-59.75590421353118,19561.954913853446,,0.27,3095.1500677134004,,,-59.75590421353118,,,,-25.26999,0.009261746,,,0.0,9002.945823196695,1.2991968,109928.08810592962,0.27,800000,26.569187,0.15803292055016938,,0.0,,,100,0.0,39,39,9002.945823196695,
3819.3292469680164,5.0178785,3819.3292469680155,1590.31746963916,-31.701095396790727,96404.51127612354,0.0,100,19126.267831056495,3819.3292469680155,13079.826733596412,-85.05659958935846,13079.826733596412,4,0.18,1590.31746963916,7080.044075289957,10,-85.05659958935846,10,0.1,-31.701095396790727,-4.9330187,0.0067589707,3819.3292469680164,19126.267831056495,0.0,4859.773835777308,7.0161967,96404.51127612354,0.18,820000,11.949215,0.14325329453050828,0.1,0.0,4,7080.044075289957,100,0.0,40,40,4859.773835777308,0.0
,5.009646,,2924.609735500553,,79613.20880622549,,100,,,17756.78846638699,-48.91806099227216,17756.78846638699,,0.14,2924.609735500553,,,-48.91806099227216,,,,-2.5600781,0.006995103,,,0.0,8792.265145383535,22.0893,79613.20880622549,0.14,840000,24.649378,0.1611395578990601,,0.0,,,100,0.0,41,41,8792.265145383535,
,4.9898214,,2571.4582702180846,,91109.0719363869,,100,,,18063.199026651237,-59.6629766298545,18063.199026651237,,0.19,2571.4582702180846,,,-59.6629766298545,,,,-24.728806,0.0075412155,,,0.0,8626.937882223345,-2.771272,91109.0719363869,0.19,860000,21.957533,0.22184179672553017,,0.0,,,100,0.0,42,42,8626.937882223345,
,4.987447,,1954.8468643380777,,86820.55299738883,,100,,,15901.939920532712,-59.562906296542515,15901.939920532712,,0.18,1954.8468643380777,,,-59.562906296542515,,,,-25.01442,0.006154003,,,0.0,6312.485198318591,-7.287469,86820.55299738883,0.18,880000,17.726952,0.18754413334988618,,0.0,,,100,0.0,43,43,6312.485198318591,
,4.9711685,,3631.672973509109,,118989.67332095746,,100,,,24697.808204038505,-60.20470133206754,24697.808204038505,,0.26,3631.672973509109,,,-60.20470133206754,,,,-37.973976,0.010449344,,,0.0,10937.389700403734,-9.1714,118989.67332095746,0.26,900000,28.802576,0.17530762792092836,,0.0,,,100,0.0,44,44,10937.389700403734,
,4.942748,,5015.820488920478,,135477.22544759884,,100,,,31668.962658271164,-71.85920926573216,31668.962658271164,,0.28,5015.820488920478,,,-71.85920926573216,,,,-27.838394,0.005816085,,,0.0,16331.850399865194,12.166662,135477.22544759884,0.28,920000,40.00506,0.24710619266030542,,0.0,,,100,0.0,45,45,16331.850399865194,
,4.905387,,4296.047789530096,,112960.53896230704,,100,,,24761.444853316178,-64.91229805227779,24761.444853316178,,0.43,4296.047789530096,,,-64.91229805227779,,,,-39.429718,0.006586633,,,0.0,13388.088709446112,-8.031144,112960.53896230704,0.43,940000,31.398575,0.17528016493858123,,0.0,,,100,0.0,46,46,13388.088709446112,
,4.8736186,,4819.3069774959595,,105923.23494892931,,100,,,26196.201063409244,-97.66815065094094,26196.201063409244,,0.31,4819.3069774959595,,,-97.66815065094094,,,,-40.32037,0.0071564363,,,0.0,14673.385367250783,-7.6285,105923.23494892931,0.31,960000,32.69187,0.22982722642615872,,0.0,,,100,0.0,47,47,14673.385367250783,
,4.825782,,3292.6230910821496,,157081.64072061944,,100,,,24239.929525779975,-47.96218390169531,24239.929525779975,,0.19,3292.6230910821496,,,-47.96218390169531,,,,-5.439856,0.006943776,,,0.0,10578.331717170518,17.142426,157081.64072061944,0.19,980000,22.582281,0.17924402195268618,,0.0,,,100,0.0,48,48,10578.331717170518,
,4.773568,,3743.2446958357123,,134754.38613233954,,100,,,23160.20947520803,-40.54446672809247,23160.20947520803,,0.22,3743.2446958357123,,,-40.54446672809247,,,,-16.94784,0.00610716,,,0.0,10735.055721409779,1.850075,134754.38613233954,0.22,1000000,18.797915,0.13437954558311815,,0.0,,,100,0.0,49,49,10735.055721409779,
19090.916380235663,4.757573,19090.91638023567,4914.582328059044,-33.84303185645701,168202.3707692021,0.0,100,114352.46088915296,19090.91638023567,26896.75605492987,-78.20196957572297,26896.75605492987,5,0.25,4914.582328059044,33247.6275790438,10,-78.20196957572297,10,0.1,-33.84303185645701,-23.397326,0.005412018,19090.916380235663,114352.46088915296,0.0,13781.889042684794,8.971975,168202.3707692021,0.25,1020000,32.3693,0.2159741413251286,0.1,0.0,5,33247.6275790438,100,0.0,50,50,13781.889042684794,0.0
,4.740113,,5960.544902695643,,173448.21413117493,,100,,,34601.16389475938,-43.942447687523995,34601.16389475938,,0.23,5960.544902695643,,,-43.942447687523995,,,,-55.895214,0.0059075123,,,0.0,17630.397539443366,-17.686737,173448.21413117493,0.23,1040000,38.208477,0.31562155364466893,,0.0,,,100,0.0,51,51,17630.397539443366,
,4.7254705,,6090.747314182696,,138243.87246536158,,100,,,28403.241719084188,-66.50862883973157,28403.241719084188,,0.23,6090.747314182696,,,-66.50862883973157,,,,-53.08073,0.0065874513,,,0.0,16684.315883638392,-24.880278,138243.87246536158,0.23,1060000,28.200453,0.2592466849552003,,0.0,,,100,0.0,52,52,16684.315883638392,
,4.6883845,,5665.2083631590995,,160802.53893877016,,100,,,32005.12719222365,-50.840539168534534,32005.12719222365,,0.22,5665.2083631590995,,,-50.840539168534534,,,,-59.132477,0.0051725637,,,0.0,16398.67858756962,-28.249619,160802.53893877016,0.22,1080000,30.882858,0.22807363962821048,,0.0,,,100,0.0,53,53,16398.67858756962,
,4.6517873,,7642.4876095692425,,231168.45475562874,,100,,,41930.845184092665,-48.178146115565724,41930.845184092665,,0.26,7642.4876095692425,,,-48.178146115565724,,,,-10.211681,0.008632987,,,0.0,24551.727975709313,38.100914,231168.45475562874,0.26,1100000,48.312595,0.24304074285004418,,0.0,,,100,0.0,54,54,24551.727975709313,
,4.6329875,,7961.841099331792,,141000.89441096794,,100,,,35664.79947797368,-58.63330900756788,35664.79947797368,,0.4,7961.841099331792,,,-58.63330900756788,,,,11.36425,0.007392047,,,0.0,23093.00257581661,57.95155,141000.89441096794,0.4,1120000,46.5873,0.29485093373228677,,0.0,,,100,0.0,55,55,23093.00257581661,
,4.6133265,,6146.386957167319,,173327.6912210677,,100,,,30625.684436787902,-122.28994184746787,30625.684436787902,,0.31,6146.386957167319,,,-122.28994184746787,,,,-21.21095,0.006745746,,,0.0,16762.74699973092,11.803625,173327.6912210677,0.31,1140000,33.014576,0.23987470375745157,,0.0,,,100,0.0,56,56,16762.74699973092,
,4.6027517,,6310.453530666402,,132492.66694362345,,100,,,25908.09622769307,-70.76676777607648,25908.09622769307,,0.31,6310.453530666402,,,-70.76676777607648,,,,3.1910563,0.0062280255,,,0.0,16369.377103800894,26.492687,132492.66694362345,0.31,1160000,23.301632,0.1833532831960405,,0.0,,,100,0.0,57,57,16369.377103800894,
,4.604684,,6438.61348891528,,159216.85078356965,,100,,,36846.14442739085,-54.74154078412387,36846.14442739085,,0.3,6438.61348891528,,,-54.74154078412387,,,,-48.116936,0.007062715,,,0.0,20632.157058895602,-13.944062,159216.85078356965,0.3,1180000,34.172874,0.27560068197194665,,0.0,,,100,0.0,58,58,20632.157058895602,
,4.576272,,7378.264249086406,,136701.75375703993,,100,,,36164.2625071826,-90.79580844055526,36164.2625071826,,0.26,7378.264249086406,,,-90.79580844055526,,,,-56.21819,0.009046726,,,0.0,21128.13473596214,-12.125438,136701.75375703993,0.26,1200000,44.09275,0.21583848129042427,,0.0,,,100,0.0,59,59,21128.13473596214,
33117.27705038639,4.5544558,33117.27705038639,5971.515388200372,-64.42105051634988,151212.95784574657,0.0,100,112447.94643297544,33117.27705038639,29736.93503063538,-43.264075053896484,29736.93503063538,6,0.24,5971.515388200372,37535.416772498895,10,-43.264075053896484,10,0.5,-64.42105051634988,-45.883636,0.0077523864,33117.27705038639,112447.94643297544,0.0,16013.539914718138,-14.161075,151212.95784574657,0.24,1220000,31.72256,0.25156678294062584,0.5,0.0,6,37535.416772498895,100,0.0,60,60,16013.539914718138,0.0
,4.561177,,5016.48143226947,,168046.6312929911,,100,,,30379.468519922426,-53.09809387353177,30379.468519922426,,0.24,5016.48143226947,,,-53.09809387353177,,,,-36.53321,0.0076388824,,,0.0,14249.657522933725,-0.462625,168046.6312929911,0.24,1240000,36.070587,0.26478487580112375,,0.0,,,100,0.0,61,61,14249.657522933725,
,4.559205,,11072.153453159668,,190005.73103582824,,100,,,44376.17024505932,-53.92423039468275,44376.17024505932,,0.39,11072.153453159668,,,-53.92423039468275,,,,-78.11648,0.006533476,,,0.0,32962.569597363734,-22.319897,190005.73103582824,0.39,1260000,55.79658,0.2521031446821206,,0.0,,,100,0.0,62,62,32962.569597363734,
,4.5541925,,7696.309610061584,,172321.09258687508,,100,,,39276.51677675004,-67.07334526740019,39276.51677675004,,0.36,7696.309610061584,,,-67.07334526740019,,,,-55.832386,0.0066011087,,,0.0,22695.956738732253,-8.515625,172321.09258687508,0.36,1280000,47.31676,0.25984243105970073,,0.0,,,100,0.0,63,63,22695.956738732253,
,4.542564,,8009.110071187104,,181285.31129419777,,100,,,37569.782234783605,-43.295258015585524,37569.782234783605,,0.33,8009.110071187104,,,-43.295258015585524,,,,-5.3364124,0.0062870025,,,0.0,23087.118271373613,27.1849,181285.31129419777,0.33,1300000,32.521313,0.20162352026111352,,0.0,,,100,0.0,64,64,23087.118271373613,
,4.5369864,,6422.237045469449,,161351.6175199559,,100,,,36711.51258006754,-95.76818602992408,36711.51258006754,,0.27,6422.237045469449,,,-95.76818602992408,,,,-37.137787,0.008257395,,,0.0,20397.871024342807,2.1923375,161351.6175199559,0.27,1320000,39.330124,0.284503026608522,,0.0,,,100,0.0,65,65,20397.871024342807,
,4.5361466,,7737.325619248797,,195864.60053063443,,100,,,37569.00092188867,-63.67944986187037,37569.00092188867,,0.32,7737.325619248797,,,-63.67944986187037,,,,-54.777363,0.005662635,,,0.0,23236.926931500086,-11.065738,195864.60053063443,0.32,1340000,43.711624,0.24683926180632187,,0.0,,,100,0.0,66,66,23236.926931500086,
,4.522545,,7013.809168569931,,114084.55667698762,,100,,,27009.249492623778,-40.31830402050743,27009.249492623778,,0.3,7013.809168569931,,,-40.31830402050743,,,,-12.091825,0.0075986586,,,0.0,20072.01877950081,16.393724,114084.55667698762,0.3,1360000,28.48555,0.19783705123147644,,0.0,,,100,0.0,67,67,20072.01877950081,
,4.521369,,4485.165082196988,,145391.0071526311,,100,,,27717.59533987346,-104.23376476841511,27717.59533987346,,0.28,4485.165082196988,,,-104.23376476841511,,,,-23.308737,0.006573497,,,0.0,13331.13209814972,2.9871767,145391.0071526311,0.28,1380000,26.295914,0.27386208133629486,,0.0,,,100,0.0,68,68,13331.13209814972,
,4.53189,,5224.731471117994,,143831.6326863655,,100,,,30151.53259749357,-93.57956669667699,30151.53259749357,,0.23,5224.731471117994,,,-93.57956669667699,,,,-67.31959,0.0070677865,,,0.0,14860.186437153165,-38.043556,143831.6326863655,0.23,1400000,29.276031,0.2506917148135893,,0.0,,,100,0.0,69,69,14860.186437153165,
