MetaTrain/Average/AlphaLoss,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/sweep-into-v1/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTest/sweep-into-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/sweep-into-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/sweep-into-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/sweep-into-v1/MinReturn,MetaTest/sweep-into-v1/AverageReturn,TotalEnvSteps,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn,MetaTest/sweep-into-v1/MaxReturn,MetaTest/sweep-into-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/sweep-into-v1/TerminationRate,MetaTrain/Average/Alpha
-6.02404,0.0,-59.52283663426011,10,275.1293,44.12932603902665,-24.415304748399887,10,89.83783514842125,85230.37,10,0.0,0.0,-24.415304748399894,-59.52283663426011,-24.415304748399887,116000,-2387.714,44.12932603902665,89.83783514842125,-24.415304748399894,10,0.0,1.0676897
-13.676978,0.0,-53.52742493800304,11,122.80517,80.72233086469737,-11.856782926591455,10,229.2700811109482,119974.125,11,0.0,0.0,-11.856782926591446,-53.52742493800304,-11.856782926591455,122000,-7633.438,80.72233086469737,229.2700811109482,-11.856782926591446,10,0.0,1.3461239
-11.017344,0.0,-106.84595154479268,12,721.31476,22.223994559640545,-57.63547782785749,10,-21.334201112876613,108826.16,12,0.0,0.0,-57.63547782785751,-106.84595154479268,-57.63547782785749,128000,-6440.153,22.223994559640545,-21.334201112876613,-57.63547782785751,10,0.0,1.6196345
3.955209,0.0,-124.08743148899836,13,3152.9722,8.595699782628342,-109.2891895359473,10,-89.69095250503155,79105.2,13,0.0,0.0,-109.28918953594732,-124.08743148899836,-109.2891895359473,134000,-1009.83014,8.595699782628342,-89.69095250503155,-109.28918953594732,10,0.0,1.6498895
-3.6405504,0.0,-63.81845144196611,14,1198.2013,1342.2015334223167,470.2340683823266,10,4457.741563137845,470922.3,14,0.0,0.0,470.2340683823265,-63.81845144196611,470.2340683823266,140000,-3331.445,1342.2015334223167,4457.741563137845,470.2340683823265,10,0.0,1.5980834
-5.3762703,0.0,-119.35512535685596,15,537.6886,12.3047925181231,-96.17116571068212,10,-84.94032738832314,211230.31,15,0.0,0.0,-96.1711657106821,-119.35512535685596,-96.17116571068212,146000,-2785.2214,12.3047925181231,-84.94032738832314,-96.1711657106821,10,0.0,1.8068757
-3.0497751,0.1,-105.99900775771695,16,627.17395,2596.148313380514,842.3086608969977,10,8622.133880738596,201464.95,16,0.0,0.1,842.3086608969979,-105.99900775771695,842.3086608969977,152000,-1419.6267,2596.148313380514,8622.133880738596,842.3086608969979,10,0.0,1.9280477
-2.19031,0.0,-104.4670798330477,17,597.75854,11.733225269480126,-92.65399889224088,10,-66.29346448391313,157170.53,17,0.0,0.0,-92.65399889224089,-104.4670798330477,-92.65399889224088,158000,-2225.984,11.733225269480126,-66.29346448391313,-92.65399889224089,10,0.0,2.0076303
-3.1073632,0.0,-48.19774298433327,18,753.9443,74.48598289581645,3.045730064276242,10,159.3990332604729,200983.52,18,0.0,0.0,3.0457300642762313,-48.19774298433327,3.045730064276242,164000,-2232.661,74.48598289581645,159.3990332604729,3.0457300642762313,10,0.0,2.1189706
-6.337612,0.0,-85.98403273129989,19,1233.2379,20.252023681769852,-66.35755989826592,10,-29.630297075363202,198123.78,19,0.0,0.0,-66.35755989826592,-85.98403273129989,-66.35755989826592,170000,-3368.6807,20.252023681769852,-29.630297075363202,-66.35755989826592,10,0.0,2.3942997
-0.4496383,0.1,-80.31066562082216,20,4460.8833,2547.0295679456444,805.7591037928098,10,8446.180600029458,153459.69,20,0.0,0.1,805.7591037928096,-80.31066562082216,805.7591037928098,176000,-3612.454,2547.0295679456444,8446.180600029458,805.7591037928096,10,0.0,2.5452232
-2.0969331,0.0,-43.981790646504365,21,4563.781,15.59953163725739,-22.418429304534744,10,10.268170693927754,179910.73,21,0.0,0.0,-22.418429304534737,-43.981790646504365,-22.418429304534744,182000,-3689.658,15.59953163725739,10.268170693927754,-22.418429304534737,10,0.0,2.6442053
-11.199392,0.1,-30.28185106064717,22,2580.8171,2993.948909333416,1694.5983443223881,10,9093.905372237305,380366.4,22,0.0,0.1,1694.5983443223881,-30.28185106064717,1694.5983443223881,188000,-12650.679,2993.948909333416,9093.905372237305,1694.5983443223881,10,0.0,3.0037124
-4.911187,0.0,-92.97450721844834,23,2915.9695,20284.843853679755,8047.564625270893,10,68428.82133890812,300679.94,23,0.0,0.0,8047.56462527089,-92.97450721844834,8047.564625270893,194000,-12069.786,20284.843853679755,68428.82133890812,8047.56462527089,10,0.0,3.464526
-18.391321,0.1,-36.67940919725178,24,1070.389,24142.682643768323,16233.74990480839,10,67606.99692135994,362570.28,24,0.0,0.1,16233.749904808388,-36.67940919725178,16233.74990480839,200000,-17787.549,24142.682643768323,67606.99692135994,16233.749904808388,10,0.0,3.9177635
-23.125925,0.1,-68.93898342956285,25,1032.1042,1422.0429897753936,501.69234415421096,10,4740.359303980371,337008.78,25,0.0,0.1,501.69234415421096,-68.93898342956285,501.69234415421096,206000,-19373.082,1422.0429897753936,4740.359303980371,501.69234415421096,10,0.0,4.7119083
-20.591032,0.1,-61.21571508246087,26,904.48914,30799.312346452643,12988.067078420916,10,101833.26399208196,365650.12,26,0.0,0.1,12988.06707842092,-61.21571508246087,12988.067078420916,212000,-20522.172,30799.312346452643,101833.26399208196,12988.06707842092,10,0.0,5.503339
-21.493113,0.1,-30.54092721173908,27,1188.472,21131.30392204843,8826.560737938455,10,70076.45832064463,509443.88,27,0.0,0.1,8826.56073793845,-30.54092721173908,8826.560737938455,218000,-20791.584,21131.30392204843,70076.45832064463,8826.56073793845,10,0.0,6.335038
-23.762568,0.6,-19.232381012054404,28,942.1405,6804.246555905248,4640.042801918052,10,17666.99992231397,372555.53,28,0.0,0.6,4640.042801918053,-19.232381012054404,4640.042801918052,224000,-21457.629,6804.246555905248,17666.99992231397,4640.042801918053,10,0.0,7.268196
-25.858995,0.4,-28.85422442343909,29,1754.0063,25063.979270663836,12167.932752149833,10,85801.72130489994,449359.38,29,0.0,0.4,12167.932752149836,-28.85422442343909,12167.932752149833,230000,-25610.51,25063.979270663836,85801.72130489994,12167.932752149836,10,0.0,8.465061
-19.98728,0.5,-50.53299432990913,30,2045.4995,7199.232712219597,4586.6004466654,10,19117.772623560464,476003.25,30,0.0,0.5,4586.600446665399,-50.53299432990913,4586.6004466654,236000,-23762.62,7199.232712219597,19117.772623560464,4586.600446665399,10,0.0,9.658387
-25.374464,0.3,-52.06679169648386,31,1348.4344,916.5423967738861,299.17665753530565,10,3047.215100791587,560113.06,31,0.0,0.3,299.1766575353054,-52.06679169648386,299.17665753530565,242000,-27218.307,916.5423967738861,3047.215100791587,299.1766575353054,10,0.0,11.040537
-24.859043,0.9,-15.617227358982149,32,1464.5875,3417.197002862785,1622.6243287021575,10,10440.620382194116,632656.06,32,0.0,0.9,1622.624328702157,-15.617227358982149,1622.6243287021575,248000,-27560.973,3417.197002862785,10440.620382194116,1622.624328702157,10,0.0,12.8088255
-21.912352,0.8,-21.358397130646768,33,1601.5662,6258.483665696189,4678.319376846805,10,18314.314377028106,713455.06,33,0.0,0.8,4678.319376846805,-21.358397130646768,4678.319376846805,254000,-28852.717,6258.483665696189,18314.314377028106,4678.319376846805,10,0.0,14.671744
-20.079494,0.4,-23.901352631643988,34,1164.623,1566.7610657551304,507.63563248313784,10,5207.879101718121,763759.25,34,0.0,0.4,507.63563248313756,-23.901352631643988,507.63563248313784,260000,-26526.453,1566.7610657551304,5207.879101718121,507.63563248313756,10,0.0,16.55681
-22.557566,0.3,-51.814947232971264,35,989.4487,81.10343639467308,15.966585234188178,10,243.81804846333,895738.5,35,0.0,0.3,15.966585234188168,-51.814947232971264,15.966585234188178,266000,-30005.01,81.10343639467308,243.81804846333,15.966585234188168,10,0.0,18.856035
-8.087903,0.7,-34.98547040132904,36,708.86444,3480.9168006958503,1234.6773412454784,10,11653.066445330167,1080430.8,36,0.0,0.7,1234.6773412454788,-34.98547040132904,1234.6773412454784,272000,-28967.098,3480.9168006958503,11653.066445330167,1234.6773412454788,10,0.0,20.661724
-16.40555,0.6,-54.22042778205516,37,507.55368,4261.107680754783,2078.951914867423,10,11952.682190327701,1489709.0,37,0.0,0.6,2078.9519148674235,-54.22042778205516,2078.951914867423,278000,-35752.668,4261.107680754783,11952.682190327701,2078.9519148674235,10,0.0,22.529926
-14.228703,0.5,-25.481137951350465,38,483.41003,5745.221783720452,2964.098631626018,10,15211.025649953006,1815223.0,38,0.0,0.5,2964.098631626017,-25.481137951350465,2964.098631626018,284000,-38429.543,5745.221783720452,15211.025649953006,2964.098631626017,10,0.0,25.040977
-5.7292943,0.4,-107.8449585840646,39,3769.9285,4458.519133752916,1457.1254696394922,10,14832.415770344842,2177996.0,39,0.0,0.4,1457.1254696394928,-107.8449585840646,1457.1254696394922,290000,-42566.047,4458.519133752916,14832.415770344842,1457.1254696394928,10,0.0,27.21334
8.683353,0.1,-100.65453807990535,40,5178.167,28.49625612941107,-36.943622476885615,10,-5.381208436728045,2562731.8,40,0.0,0.1,-36.94362247688563,-100.65453807990535,-36.943622476885615,296000,-45900.895,28.49625612941107,-5.381208436728045,-36.94362247688563,10,0.0,26.666416
10.295307,0.2,-95.13997324349077,41,4095.9622,384.7779467652106,97.97770734006875,10,1246.553299620345,2601839.5,41,0.0,0.2,97.97770734006875,-95.13997324349077,97.97770734006875,302000,-46508.543,384.7779467652106,1246.553299620345,97.97770734006875,10,0.0,25.038834
13.733171,0.4,-44.54518596308418,42,7325.2954,12147.510712015044,5545.564267694307,10,40147.669049273514,2808558.5,42,0.0,0.4,5545.56426769431,-44.54518596308418,5545.564267694307,308000,-45423.465,12147.510712015044,40147.669049273514,5545.56426769431,10,0.0,23.54513
3.260273,0.1,-57.11861036328184,43,807.77374,22.557109212275886,-32.7092799955939,10,15.67216011789824,2737208.2,43,0.0,0.1,-32.709279995593896,-57.11861036328184,-32.7092799955939,314000,-47202.848,22.557109212275886,15.67216011789824,-32.709279995593896,10,0.0,22.212809
1.7310884,0.3,-31.923842740547318,44,1682.5813,10541.855222114946,5503.805960288073,10,34662.81393185709,3271400.0,44,0.0,0.3,5503.805960288075,-31.923842740547318,5503.805960288073,320000,-51849.824,10541.855222114946,34662.81393185709,5503.805960288075,10,0.0,21.804401
-3.7337267,0.1,-89.24228282427832,45,1042.8717,2557.57374283841,834.5809428745067,10,8505.911538567436,3322455.5,45,0.0,0.1,834.5809428745058,-89.24228282427832,834.5809428745067,326000,-53084.902,2557.57374283841,8505.911538567436,834.5809428745058,10,0.0,22.176598
3.4953516,0.2,-55.716795800081655,46,1541.0615,770.0103804089673,392.97359172120196,10,2509.0526486449176,3476147.2,46,0.0,0.2,392.97359172120207,-55.716795800081655,392.97359172120196,332000,-50717.273,770.0103804089673,2509.0526486449176,392.97359172120207,10,0.0,22.274164
-5.3984103,0.2,-48.430606975703874,47,985.01575,218.7347766705671,45.74975916821883,10,700.4936701086382,3839436.2,47,0.0,0.2,45.7497591682188,-48.430606975703874,45.74975916821883,338000,-58613.58,218.7347766705671,700.4936701086382,45.7497591682188,10,0.0,22.43378
-4.8533716,0.3,-32.213710532978936,48,1085.551,20294.378241089315,8683.603796991902,10,68769.24730224257,3892978.8,48,0.0,0.3,8683.603796991903,-32.213710532978936,8683.603796991902,344000,-62515.703,20294.378241089315,68769.24730224257,8683.603796991903,10,0.0,23.51272
-9.654578,0.5,-19.579371873781355,49,943.2039,6541.317674899375,4482.811858794762,10,18969.747962930218,4461976.5,49,0.0,0.5,4482.811858794762,-19.579371873781355,4482.811858794762,350000,-64301.793,6541.317674899375,18969.747962930218,4482.811858794762,10,0.0,25.064266
6.5769863,0.1,-53.39889094385742,50,891.8838,126.83647537180204,47.94405050617123,10,337.4711568331704,3967042.5,50,0.0,0.1,47.944050506171244,-53.39889094385742,47.94405050617123,356000,-57920.336,126.83647537180204,337.4711568331704,47.944050506171244,10,0.0,25.256361
10.003463,0.3,-86.91480946377983,51,1307.9402,4439.386762949742,2319.9646661092747,10,14319.75117562696,4069635.5,51,0.0,0.3,2319.9646661092743,-86.91480946377983,2319.9646661092747,362000,-56630.695,4439.386762949742,14319.75117562696,2319.9646661092743,10,0.0,23.531832
18.757711,0.3,-62.16086996013774,52,1166.6646,5161.894689393568,3243.8034035573846,10,13406.000543561444,3831118.5,52,0.0,0.3,3243.8034035573837,-62.16086996013774,3243.8034035573846,368000,-49416.895,5161.894689393568,13406.000543561444,3243.8034035573837,10,0.0,21.39362
-1.646417,0.2,-46.68658386612081,53,1097.8525,1947.0076448445384,847.2023375066032,10,6507.16977927703,3976246.8,53,0.0,0.2,847.202337506603,-46.68658386612081,847.2023375066032,374000,-55549.402,1947.0076448445384,6507.16977927703,847.202337506603,10,0.0,19.919603
17.397915,0.1,-104.4519098872805,54,2646.8674,46.00039611114933,-74.5030258270638,10,54.97941188801907,3932030.0,54,0.0,0.1,-74.5030258270638,-104.4519098872805,-74.5030258270638,380000,-52498.89,46.00039611114933,54.97941188801907,-74.5030258270638,10,0.0,19.881002
28.380178,0.0,-85.16152412230186,55,1298.8875,756.7344504012125,244.46038788944134,10,2455.365718051998,2428687.8,55,0.0,0.0,244.46038788944156,-85.16152412230186,244.46038788944134,386000,-33239.22,756.7344504012125,2455.365718051998,244.46038788944156,10,0.0,17.263247
18.799242,0.1,-46.22484829161847,56,1936.3068,4052.953990102962,1334.5901573448098,10,13493.048672119034,2817195.5,56,0.0,0.1,1334.5901573448093,-46.22484829161847,1334.5901573448098,392000,-33398.67,4052.953990102962,13493.048672119034,1334.5901573448093,10,0.0,15.375261
9.158153,0.2,-34.84089466230978,57,1685.8866,5073.402975092136,3220.3969460318394,10,12254.21338750039,3296486.8,57,0.0,0.2,3220.3969460318394,-34.84089466230978,3220.3969460318394,398000,-39862.832,5073.402975092136,12254.21338750039,3220.3969460318394,10,0.0,14.141413
1.3463242,0.1,-42.81298597395791,58,2292.1565,1141.3498693943209,580.0721694788124,10,3809.0104748909866,3602681.5,58,0.0,0.1,580.072169478812,-42.81298597395791,580.0721694788124,404000,-39796.383,1141.3498693943209,3809.0104748909866,580.072169478812,10,0.0,13.522979
-1.585141,0.1,-59.912794956733194,59,16614.33,285.706033495109,75.16515414529971,10,915.8240015604107,4543581.0,59,0.0,0.1,75.1651541452996,-59.912794956733194,75.16515414529971,410000,-47421.45,285.706033495109,915.8240015604107,75.1651541452996,10,0.0,13.704947
-7.6754875,0.6,59.41888070791066,60,3604.9146,53245.04415377169,34876.495918965506,10,145169.38909872944,4970823.5,60,0.0,0.6,34876.49591896549,59.41888070791066,34876.495918965506,416000,-54870.434,53245.04415377169,145169.38909872944,34876.49591896549,10,0.0,14.64304
-6.9885817,0.5,-28.995472152672612,61,759.57,13393.494534862388,9448.267879778588,10,44776.956590789196,4790818.0,61,0.0,0.5,9448.26787977859,-28.995472152672612,9448.267879778588,422000,-50512.348,13393.494534862388,44776.956590789196,9448.26787977859,10,0.0,15.496555
-9.58527,0.7,-108.51876074442998,62,508.57346,29287.33631883052,22520.758325330626,10,101323.7499173514,5807957.0,62,0.0,0.7,22520.758325330626,-108.51876074442998,22520.758325330626,428000,-57439.35,29287.33631883052,101323.7499173514,22520.758325330626,10,0.0,16.99668
-7.7044573,0.6,-21.498165704759252,63,825.1722,17989.82179773297,18324.525089116065,10,64610.92725954749,6603758.5,63,0.0,0.6,18324.52508911606,-21.498165704759252,18324.525089116065,434000,-65079.664,17989.82179773297,64610.92725954749,18324.52508911606,10,0.0,18.741425
-6.699068,0.4,-55.10409544367815,64,714.5846,17803.04973191458,10319.83324932066,10,60921.01652441905,7076781.5,64,0.0,0.4,10319.833249320664,-55.10409544367815,10319.83324932066,440000,-68634.305,17803.04973191458,60921.01652441905,10319.833249320664,10,0.0,20.337788
-8.432729,0.7,-4.008615770713233,65,666.99316,6212.232282983601,6022.395338399926,10,19721.89060906977,8021611.0,65,0.0,0.7,6022.395338399924,-4.008615770713233,6022.395338399926,446000,-73851.78,6212.232282983601,19721.89060906977,6022.395338399924,10,0.0,21.95332
-8.768152,0.6,-21.992640231748183,66,690.0038,8509.92017419984,7743.542084690287,10,24666.502464641166,8568803.0,66,0.0,0.6,7743.542084690287,-21.992640231748183,7743.542084690287,452000,-78871.2,8509.92017419984,24666.502464641166,7743.542084690287,10,0.0,24.35741
-4.117419,0.4,-4.108536046789949,67,570.2715,5143.089684587931,5946.28896440325,10,13518.23034803596,8535766.0,67,0.0,0.4,5946.28896440325,-4.108536046789949,5946.28896440325,458000,-76998.984,5143.089684587931,13518.23034803596,5946.28896440325,10,0.0,26.090353
1.0701199,0.5,-57.780918855830116,68,565.1142,43891.32040036284,38728.148619466985,10,127198.34966827591,8658279.0,68,0.0,0.5,38728.148619467,-57.780918855830116,38728.148619466985,464000,-74994.93,43891.32040036284,127198.34966827591,38728.148619467,10,0.0,26.724476
0.08836353,0.4,-49.3728837628333,69,532.09875,25010.05231962161,17325.623459753322,10,83999.72609120529,8884335.0,69,0.0,0.4,17325.623459753326,-49.3728837628333,17325.623459753322,470000,-78638.75,25010.05231962161,83999.72609120529,17325.623459753326,10,0.0,26.447441
3.0020194,0.2,-129.4494098359397,70,4317.998,8407.21332898064,6174.028702842925,10,24324.88642084074,8688722.0,70,0.0,0.2,6174.0287028429275,-129.4494098359397,6174.028702842925,476000,-72341.055,8407.21332898064,24324.88642084074,6174.0287028429275,10,0.0,26.1718
12.4983015,0.1,-79.52072998383508,71,9278.865,70648.08525365453,23513.00967162272,10,235457.23480233137,8280562.5,71,0.0,0.1,23513.009671622716,-79.52072998383508,23513.00967162272,482000,-63349.734,70648.08525365453,235457.23480233137,23513.009671622716,10,0.0,23.833239
24.898418,0.3,-83.87012866342408,72,13206.647,28441.095635244543,14222.43346334715,10,91736.45911568559,6134643.5,72,0.0,0.3,14222.433463347154,-83.87012866342408,14222.43346334715,488000,-46563.152,28441.095635244543,91736.45911568559,14222.433463347154,10,0.0,20.315956
-8.723635,0.1,-82.12785268842049,73,4017.2976,2823.401444178627,2184.9155684629177,10,7740.144597694361,8774804.0,73,0.0,0.1,2184.915568462918,-82.12785268842049,2184.9155684629177,494000,-68339.04,2823.401444178627,7740.144597694361,2184.915568462918,10,0.0,20.097694
-9.187332,0.1,-38.21828543813493,74,751.03357,12016.042438136703,10558.463039965425,10,36422.92365293798,9111047.0,74,0.0,0.1,10558.463039965423,-38.21828543813493,10558.463039965425,500000,-71414.516,12016.042438136703,36422.92365293798,10558.463039965423,10,0.0,21.527975
-8.966386,0.5,-49.04064367572714,75,511.5805,24465.688508088315,23846.842735177815,10,85324.95695304833,10446653.0,75,0.0,0.5,23846.842735177815,-49.04064367572714,23846.842735177815,506000,-72340.38,24465.688508088315,85324.95695304833,23846.842735177815,10,0.0,23.23318
-7.79572,0.4,-52.72066196474459,76,637.7734,34810.80882405154,34340.06440117996,10,96786.7072392782,10547748.0,76,0.0,0.4,34340.06440117997,-52.72066196474459,34340.06440117996,512000,-71919.15,34810.80882405154,96786.7072392782,34340.06440117997,10,0.0,25.391333
-7.5433984,0.7,-38.631378741473775,77,492.2119,25687.0225530844,17454.764696586273,10,81228.56657166299,11703791.0,77,0.0,0.7,17454.764696586266,-38.631378741473775,17454.764696586273,518000,-77116.445,25687.0225530844,81228.56657166299,17454.764696586266,10,0.0,27.448
-12.4200115,0.4,-21.646262598490956,78,334.03906,8041.147916290537,7417.732920518649,10,26941.17712321209,12308307.0,78,0.0,0.4,7417.732920518647,-21.646262598490956,7417.732920518649,524000,-84060.99,8041.147916290537,26941.17712321209,7417.732920518647,10,0.0,30.201445
-4.2228184,0.1,-77.24480713370144,79,868.03796,23834.949200803163,15811.036654563944,10,70371.46008188542,12032565.0,79,0.0,0.1,15811.03665456395,-77.24480713370144,15811.036654563944,530000,-78522.055,23834.949200803163,70371.46008188542,15811.03665456395,10,0.0,33.084797
-0.4573089,0.3,-45.80116467902764,80,611.486,11982.541900843726,9573.126650845017,10,30179.84500064406,12130090.0,80,0.0,0.3,9573.126650845017,-45.80116467902764,9573.126650845017,536000,-75509.18,11982.541900843726,30179.84500064406,9573.126650845017,10,0.0,33.29695
-14.152951,0.3,-57.362799959315396,81,495.32263,18290.516220894046,7301.145489814216,10,61895.318497179716,13096055.0,81,0.0,0.3,7301.1454898142165,-57.362799959315396,7301.145489814216,542000,-85712.68,18290.516220894046,61895.318497179716,7301.1454898142165,10,0.0,35.161243
-13.63948,0.4,-92.9069319813169,82,461.4403,4508.6426082072,3196.672409521433,10,13965.10207015001,13613937.0,82,0.0,0.4,3196.6724095214327,-92.9069319813169,3196.672409521433,548000,-88657.72,4508.6426082072,13965.10207015001,3196.6724095214327,10,0.0,39.78362
-15.380494,0.1,-61.62978796604559,83,377.17587,5479.05523859918,3064.8947957814935,10,17312.346539598708,15158329.0,83,0.0,0.1,3064.894795781494,-61.62978796604559,3064.8947957814935,554000,-94698.42,5479.05523859918,17312.346539598708,3064.894795781494,10,0.0,44.74197
-2.4670691,0.5,-87.34134247823957,84,433.55374,26648.672218616433,11493.720597914296,10,91028.50355204215,14631301.0,84,0.0,0.5,11493.720597914295,-87.34134247823957,11493.720597914296,560000,-91108.9,26648.672218616433,91028.50355204215,11493.720597914295,10,0.0,46.751648
10.211331,0.3,-54.03617216748185,85,322.42224,3469.856112034202,2716.4175761982397,10,8374.84598325132,15186180.0,85,0.0,0.3,2716.4175761982383,-54.03617216748185,2716.4175761982397,566000,-90361.3,3469.856112034202,8374.84598325132,2716.4175761982383,10,0.0,45.24898
7.193763,0.4,-72.07488377961012,86,372.3967,3343.4126845330006,2085.6634867977696,10,8754.626962982406,16175473.0,86,0.0,0.4,2085.66348679777,-72.07488377961012,2085.6634867977696,572000,-93808.75,3343.4126845330006,8754.626962982406,2085.66348679777,10,0.0,43.1106
5.6773357,0.2,-45.8681681786771,87,735.8299,5262.388107493817,4018.661195178874,10,16095.652802033854,16529865.0,87,0.0,0.2,4018.6611951788736,-45.8681681786771,4018.661195178874,578000,-87134.96,5262.388107493817,16095.652802033854,4018.6611951788736,10,0.0,40.28463
5.8309484,0.3,-100.32012354437022,88,1116.2073,3691.41410861285,3030.513679751431,10,8722.531215850522,16210272.0,88,0.0,0.3,3030.513679751431,-100.32012354437022,3030.513679751431,584000,-85657.33,3691.41410861285,8722.531215850522,3030.513679751431,10,0.0,39.257084
3.9791245,0.3,-88.79766504637777,89,9660.29,4498.179888477205,2264.9468690893664,10,15250.908044458714,17443202.0,89,0.0,0.3,2264.9468690893673,-88.79766504637777,2264.9468690893664,590000,-81895.945,4498.179888477205,15250.908044458714,2264.9468690893673,10,0.0,38.34705
4.381858,0.2,-53.75579822472454,90,1568.4032,4310.919708979715,3485.427675714635,10,9373.519666675831,17738400.0,90,0.0,0.2,3485.427675714635,-53.75579822472454,3485.427675714635,596000,-85391.98,4310.919708979715,9373.519666675831,3485.427675714635,10,0.0,38.16814
