MetaTest/Average/NumTrajs,MetaTest/stick-pull-v1/Iteration,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/stick-pull-v1/SuccessRate,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/Iteration,MetaTest/stick-pull-v1/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTest/stick-pull-v1/MinReturn,MetaTest/stick-pull-v1/NumTrajs,MetaTest/stick-pull-v1/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-pull-v1/StdReturn,TotalEnvSteps,MetaTrain/Average/Alpha,MetaTest/Average/TerminationRate,MetaTest/stick-pull-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn
10,10,0.0,6.3337026,0.0,-13.975549434188654,-13.97554943418865,-8.17059127730744,-119.71448,10,0.0,7.6323895,-18.687301642792786,10,-13.97554943418865,435.92062,-13.975549434188654,3.632436104901167,464000,nan,0.0,-8.17059127730744,3.632436104901167,-18.687301642792786
10,11,0.0,6.2792454,0.0,-16.849370985118092,-16.849370985118092,-12.164358441122541,-113.040535,11,0.0,7.6275215,-22.676915164934538,10,-16.849370985118092,815.6955,-16.849370985118092,4.017605555753525,488000,nan,0.0,-12.164358441122541,4.017605555753525,-22.676915164934538
10,12,0.0,6.1521397,0.0,-23.10809120455556,-23.108091204555556,-14.383816593666195,-105.09521,12,0.0,7.624907,-31.648248918481833,10,-23.108091204555556,1492.1031,-23.10809120455556,7.214649119058583,512000,nan,0.0,-14.383816593666195,7.214649119058583,-31.648248918481833
10,13,0.0,5.849531,0.0,-17.595361057033603,-17.595361057033603,-8.2139429252747,-109.07824,13,0.0,7.6252704,-27.322189977855064,10,-17.595361057033603,3225.2737,-17.595361057033603,8.213293136292691,536000,nan,0.0,-8.2139429252747,8.213293136292691,-27.322189977855064
10,14,0.0,5.2304454,0.0,13.726626248680251,13.726626248680224,126.15443134205167,-136.42041,14,0.0,7.7007265,-11.467316086655453,10,13.726626248680224,9694.682,13.726626248680251,45.3785709281835,560000,nan,0.0,126.15443134205167,45.3785709281835,-11.467316086655453
10,15,0.0,3.1760283,0.0,61.75858888834274,61.75858888834275,732.3001178933976,-313.34494,15,0.0,7.6893673,-24.2082954376783,10,61.75858888834275,45885.055,61.75858888834274,223.66064202942624,584000,nan,0.0,732.3001178933976,223.66064202942624,-24.2082954376783
10,16,0.0,0.19475397,0.0,61.470907071627074,61.47090707162706,690.0335758660531,-872.8966,16,0.0,7.660088,-41.888234626800724,10,61.47090707162706,167759.58,61.470907071627074,212.91544081356832,608000,nan,0.0,690.0335758660531,212.91544081356832,-41.888234626800724
10,17,0.0,-1.4698079,0.0,-24.169605766880867,-24.16960576688087,-6.282737270146362,-1873.1074,17,0.0,7.8311615,-35.63088557165025,10,-24.16960576688087,357830.53,-24.169605766880867,9.222975631641107,632000,nan,0.0,-6.282737270146362,9.222975631641107,-35.63088557165025
10,18,0.0,-2.9925086,0.0,-15.262890948355055,-15.262890948355055,-6.250021187547269,-3341.182,18,0.0,8.126417,-36.158825837022476,10,-15.262890948355055,633223.94,-15.262890948355055,7.978421400588795,656000,nan,0.0,-6.250021187547269,7.978421400588795,-36.158825837022476
10,19,0.0,-3.8616276,0.0,-15.871168850984635,-15.871168850984628,1.7565177873698457,-5352.763,19,0.0,18.158571,-43.9445898683479,10,-15.871168850984628,992694.8,-15.871168850984635,11.200371590763114,680000,nan,0.0,1.7565177873698457,11.200371590763114,-43.9445898683479
10,20,0.0,-5.8653846,0.0,-15.10771427764988,-15.107714277649881,-7.002962503418825,-7989.3237,20,0.0,13.4675665,-19.58921966850658,10,-15.107714277649881,1173027.8,-15.10771427764988,4.187281110595368,704000,nan,0.0,-7.002962503418825,4.187281110595368,-19.58921966850658
10,21,0.0,-7.8115087,0.0,137.41155612102784,137.41155612102787,1074.1424776120007,-11441.766,21,0.0,12.397012,-22.478672736585565,10,137.41155612102787,1154117.9,137.41155612102784,337.8620814505011,728000,nan,0.0,1074.1424776120007,337.8620814505011,-22.478672736585565
10,22,0.0,-9.27942,0.0,-16.107239661352935,-16.107239661352935,-4.6309066709513065,-15147.75,22,0.0,13.488676,-23.699863490971158,10,-16.107239661352935,1189036.0,-16.107239661352935,6.194890264553334,752000,nan,0.0,-4.6309066709513065,6.194890264553334,-23.699863490971158
10,23,0.0,-9.436873,0.0,-23.217265601600236,-23.217265601600225,-16.488296819606642,-18160.164,23,0.0,20.121998,-28.079826463122544,10,-23.217265601600225,1311577.4,-23.217265601600236,4.147107086727471,776000,nan,0.0,-16.488296819606642,4.147107086727471,-28.079826463122544
10,24,0.0,-12.161735,0.0,-6.833344492572988,-6.833344492572986,98.02041891010633,-21064.68,24,0.0,19.425413,-27.329835676461656,10,-6.833344492572986,2230019.0,-6.833344492572988,35.27640301298018,800000,nan,0.0,98.02041891010633,35.27640301298018,-27.329835676461656
10,25,0.0,-14.948978,0.0,-23.158126081485957,-23.158126081485953,-11.259815980582482,-26761.809,25,0.0,16.659672,-32.5669368392941,10,-23.158126081485953,2939618.0,-23.158126081485957,8.237070701592334,824000,nan,0.0,-11.259815980582482,8.237070701592334,-32.5669368392941
10,26,0.0,-15.599604,0.0,-16.6384401648917,-16.638440164891698,-13.731581169173213,-36764.477,26,0.0,24.043484,-18.55169248547996,10,-16.638440164891698,2852332.8,-16.6384401648917,1.8598213593999826,848000,nan,0.0,-13.731581169173213,1.8598213593999826,-18.55169248547996
10,27,0.0,-14.481701,0.0,-41.21017243507974,-41.21017243507974,-35.50318130512887,-32773.266,27,0.0,70.08933,-47.31076604216787,10,-41.21017243507974,977592.25,-41.21017243507974,4.906895992300035,872000,nan,0.0,-35.50318130512887,4.906895992300035,-47.31076604216787
10,28,0.0,-6.544513,0.0,-55.12293120543425,-55.122931205434256,-39.34123096837754,-10066.53,28,0.0,1160.0592,-75.91683039447311,10,-55.122931205434256,202034.78,-55.12293120543425,12.181908140834988,896000,nan,0.0,-39.34123096837754,12.181908140834988,-75.91683039447311
10,29,0.0,-3.615965,0.0,-63.4258223342981,-63.425822334298104,-48.913701184050836,-4402.851,29,0.0,934.9988,-68.51585078480619,10,-63.425822334298104,44720.703,-63.4258223342981,5.095867483832432,920000,nan,0.0,-48.913701184050836,5.095867483832432,-68.51585078480619
10,30,0.0,-2.0207806,0.0,-69.74766400894615,-69.74766400894615,-26.558771003203738,-4678.0986,30,0.0,382.03937,-86.37844247576811,10,-69.74766400894615,23811.037,-69.74766400894615,16.832080726472267,944000,nan,0.0,-26.558771003203738,16.832080726472267,-86.37844247576811
10,31,0.0,-0.8317758,0.0,-66.0084025399365,-66.0084025399365,-58.152019751894514,-4941.5073,31,0.0,150.65466,-74.92969117180284,10,-66.0084025399365,16997.96,-66.0084025399365,4.058321423716792,968000,nan,0.0,-58.152019751894514,4.058321423716792,-74.92969117180284
10,32,0.0,-0.69487107,0.0,-48.35775757438978,-48.357757574389794,-23.167650730553273,-4103.3945,32,0.0,562.6219,-56.054492744577054,10,-48.357757574389794,27375.145,-48.35775757438978,8.778615398923142,992000,nan,0.0,-23.167650730553273,8.778615398923142,-56.054492744577054
10,33,0.0,1.0091219,0.0,-42.124861456336234,-42.124861456336234,-19.316501503434708,-3015.0212,33,0.0,396.0505,-51.360978212355654,10,-42.124861456336234,11204.18,-42.124861456336234,11.136962586660893,1016000,nan,0.0,-19.316501503434708,11.136962586660893,-51.360978212355654
10,34,0.0,0.88566273,0.0,-31.707323399167016,-31.707323399167034,-14.67178416365366,-3119.0918,34,0.0,224.38712,-42.329125440243864,10,-31.707323399167034,12835.587,-31.707323399167016,12.065501394510967,1040000,nan,0.0,-14.67178416365366,12.065501394510967,-42.329125440243864
10,35,0.0,0.7290124,0.0,-31.998287487027206,-31.99828748702719,-17.15546724284949,-2502.051,35,0.0,476.34766,-46.3498054777365,10,-31.99828748702719,12291.114,-31.998287487027206,11.88150119146796,1064000,nan,0.0,-17.15546724284949,11.88150119146796,-46.3498054777365
10,36,0.0,0.09782986,0.0,-26.62048893848325,-26.62048893848325,0.9921311723462295,-2803.8916,36,0.0,463.65045,-42.13978216257894,10,-26.62048893848325,13831.257,-26.62048893848325,15.609361300567446,1088000,nan,0.0,0.9921311723462295,15.609361300567446,-42.13978216257894
10,37,0.0,-2.6705346,0.0,-37.09025906406165,-37.09025906406164,-19.691785426543696,-6357.983,37,0.0,208.79306,-56.45966966359769,10,-37.09025906406164,88615.57,-37.09025906406165,13.495433253591562,1112000,nan,0.0,-19.691785426543696,13.495433253591562,-56.45966966359769
10,38,0.0,-6.871458,0.0,-45.160745836472444,-45.16074583647243,-20.22848983339031,-11152.656,38,0.0,41.554455,-55.98564229172597,10,-45.16074583647243,507351.88,-45.160745836472444,13.72554159515444,1136000,nan,0.0,-20.22848983339031,13.72554159515444,-55.98564229172597
10,39,0.0,-10.232173,0.0,504.51415670952866,504.51415670952827,5450.852049387982,-12722.588,39,0.0,29.007347,-96.06750996031073,10,504.51415670952827,845354.9,504.51415670952866,1649.1303677033811,1160000,nan,0.0,5450.852049387982,1649.1303677033811,-96.06750996031073
10,40,0.0,-16.919922,0.0,-27.014965018631177,-27.01496501863117,-18.083659118901085,-13546.49,40,0.0,23.612215,-46.848653782130455,10,-27.01496501863117,893186.2,-27.014965018631177,7.496579279294961,1184000,nan,0.0,-18.083659118901085,7.496579279294961,-46.848653782130455
10,41,0.0,-12.645906,0.0,-41.790729926510046,-41.79072992651005,-17.164597475286907,-12824.374,41,0.0,110.35472,-61.64211833233338,10,-41.79072992651005,769998.9,-41.790729926510046,11.272724469423153,1208000,nan,0.0,-17.164597475286907,11.272724469423153,-61.64211833233338
10,42,0.0,-2.9241068,0.0,-30.805733396720182,-30.80573339672018,-17.104594452740834,-1516.8528,42,0.0,423.4609,-45.68215250384811,10,-30.80573339672018,121802.1,-30.805733396720182,8.17663837379525,1232000,nan,0.0,-17.104594452740834,8.17663837379525,-45.68215250384811
10,43,0.0,-6.4711585,0.0,1016.9342684983767,1016.9342684983773,4329.091803029237,-4901.9077,43,0.0,662.49695,-44.91163278676412,10,1016.9342684983773,620990.56,1016.9342684983767,1499.2854690334116,1256000,nan,0.0,4329.091803029237,1499.2854690334116,-44.91163278676412
10,44,0.0,-12.871024,0.0,-21.030832094257324,-21.03083209425732,5.569644912053223,-10515.61,44,0.0,298.49304,-34.97620340905801,10,-21.03083209425732,1226424.8,-21.030832094257324,11.719212978827901,1280000,nan,0.0,5.569644912053223,11.719212978827901,-34.97620340905801
10,45,0.0,-16.812178,0.0,1095.7701138720795,1095.7701138720781,5865.21340579525,-16974.283,45,0.0,659.5934,-78.80308463402118,10,1095.7701138720781,1592655.1,1095.7701138720795,2273.644485129148,1304000,nan,0.0,5865.21340579525,2273.644485129148,-78.80308463402118
10,46,0.0,-22.893797,0.0,-27.442721478717864,-27.44272147871785,-9.287935721353087,-47164.863,46,0.0,552.1511,-72.87057009306828,10,-27.44272147871785,4331666.0,-27.442721478717864,18.94720534458901,1328000,nan,0.0,-9.287935721353087,18.94720534458901,-72.87057009306828
10,47,0.0,-23.772463,0.0,171.83717983357576,171.83717983357593,2306.032968521464,-60871.703,47,0.0,1060.8156,-112.11258292115261,10,171.83717983357593,3480363.0,171.83717983357576,711.8883405917962,1352000,nan,0.0,2306.032968521464,711.8883405917962,-112.11258292115261
10,48,0.0,-20.02542,0.0,-46.28304836499852,-46.283048364998514,-38.87316185235837,-43641.56,48,0.0,1709.0123,-54.0800871887377,10,-46.283048364998514,2631644.2,-46.28304836499852,4.523782266603572,1376000,nan,0.0,-38.87316185235837,4.523782266603572,-54.0800871887377
10,49,0.0,-14.883208,0.0,-42.41558016625517,-42.41558016625517,-24.064655950301216,-16015.389,49,0.0,1320.4413,-53.32515179251528,10,-42.41558016625517,1400117.0,-42.41558016625517,9.585886305934789,1400000,nan,0.0,-24.064655950301216,9.585886305934789,-53.32515179251528
10,50,0.0,-11.72664,0.0,-42.70650805389842,-42.70650805389841,-26.49215647826687,-12048.322,50,0.0,3159.8997,-56.24326439905932,10,-42.70650805389841,1087504.4,-42.70650805389842,7.483873706178013,1424000,nan,0.0,-26.49215647826687,7.483873706178013,-56.24326439905932
10,51,0.0,-13.137037,0.0,-38.142044605690685,-38.14204460569068,-19.88395070200331,-20558.809,51,0.0,1411.7725,-50.141756025921815,10,-38.14204460569068,1809687.2,-38.142044605690685,9.36119482711977,1448000,nan,0.0,-19.88395070200331,9.36119482711977,-50.141756025921815
10,52,0.0,-13.567517,0.0,-34.289063721280414,-34.289063721280414,-27.039274207921114,-24586.35,52,0.0,944.2905,-42.97994053799049,10,-34.289063721280414,2287381.0,-34.289063721280414,5.2514520976626,1472000,nan,0.0,-27.039274207921114,5.2514520976626,-42.97994053799049
10,53,0.0,-16.492975,0.0,379.0307344179447,379.03073441794464,2440.7434055563967,-42401.324,53,0.0,544.017,-34.48405836084563,10,379.03073441794464,3345847.8,379.0307344179447,751.6702275715802,1496000,nan,0.0,2440.7434055563967,751.6702275715802,-34.48405836084563
10,54,0.0,-19.709913,0.0,12.295579548951029,12.295579548951029,114.93935413045045,-53776.633,54,0.0,425.5142,-27.675854528003477,10,12.295579548951029,4415394.0,12.295579548951029,45.52655835720924,1520000,nan,0.0,114.93935413045045,45.52655835720924,-27.675854528003477
10,55,0.0,-23.405663,0.0,355.41212816876583,355.4121281687658,2196.991053046502,-59317.33,55,0.0,277.69516,-20.589126369484735,10,355.4121281687658,5302777.0,355.41212816876583,678.1569154639852,1544000,nan,0.0,2196.991053046502,678.1569154639852,-20.589126369484735
10,56,0.0,-26.624691,0.0,2287.126386591947,2287.1263865919486,21664.17063482975,-67636.85,56,0.0,263.9753,-28.44112775378907,10,2287.1263865919486,5895438.5,2287.126386591947,6465.54132401962,1568000,nan,0.0,21664.17063482975,6465.54132401962,-28.44112775378907
10,57,0.0,-27.936384,0.0,5339.44526550501,5339.445265505012,24428.61281776792,-71787.21,57,0.0,278.2903,-38.778045740294,10,5339.445265505012,4849806.5,5339.44526550501,9096.867623684764,1592000,nan,0.0,24428.61281776792,9096.867623684764,-38.778045740294
10,58,0.0,-24.49782,0.0,490.5878284267481,490.5878284267483,5216.857927175474,-62639.523,58,0.0,539.83826,-59.468967181747715,10,490.5878284267483,3658706.0,490.5878284267481,1575.4927841920432,1616000,nan,0.0,5216.857927175474,1575.4927841920432,-59.468967181747715
10,59,0.0,-18.982588,0.0,2218.2119007824663,2218.211900782466,21066.06766453195,-36688.504,59,0.0,1336.4532,-80.98715256195997,10,2218.211900782466,2633560.0,2218.2119007824663,6297.801981749341,1640000,nan,0.0,21066.06766453195,6297.801981749341,-80.98715256195997
10,60,0.0,-14.497702,0.0,-25.89238346907346,-25.89238346907345,17.644921030385717,-22394.424,60,0.0,1846.3502,-71.3291886452817,10,-25.89238346907345,1890929.2,-25.89238346907346,29.07957624012683,1664000,nan,0.0,17.644921030385717,29.07957624012683,-71.3291886452817
10,61,0.0,-12.113787,0.0,-1.8005882834915625,-1.8005882834915454,384.1654741297511,-20589.717,61,0.0,2708.783,-91.0252000038885,10,-1.8005882834915454,1579160.6,-1.8005882834915625,131.48251886174646,1688000,nan,0.0,384.1654741297511,131.48251886174646,-91.0252000038885
10,62,0.0,-15.908074,0.0,-12.472452537465815,-12.472452537465816,6.332091849623558,-33112.906,62,0.0,1200.6171,-31.8888142021046,10,-12.472452537465816,1792141.6,-12.472452537465815,12.341593173026041,1712000,nan,0.0,6.332091849623558,12.341593173026041,-31.8888142021046
10,63,0.0,-15.804594,0.0,-54.1026350497315,-54.10263504973152,-18.103058410336725,-39544.992,63,0.0,2107.1536,-95.88846094531733,10,-54.10263504973152,1762417.1,-54.1026350497315,31.388903553717984,1736000,nan,0.0,-18.103058410336725,31.388903553717984,-95.88846094531733
10,64,0.0,-9.788835,0.0,-14.893419027753335,-14.893419027753342,16.624899877450297,-8442.249,64,0.0,6682.79,-29.356279890649983,10,-14.893419027753342,819296.4,-14.893419027753335,12.163538905973311,1760000,nan,0.0,16.624899877450297,12.163538905973311,-29.356279890649983
10,65,0.0,-9.386408,0.0,-26.67843150395194,-26.67843150395194,-8.462898867332726,-280.2964,65,0.0,2511.566,-40.72457850960165,10,-26.67843150395194,548427.6,-26.67843150395194,10.23257477412047,1784000,nan,0.0,-8.462898867332726,10.23257477412047,-40.72457850960165
10,66,0.0,-8.592782,0.0,203.60063600187192,203.60063600187183,1099.0650735113863,-135.83025,66,0.0,1308.9436,-35.38517618281566,10,203.60063600187183,382070.28,203.60063600187192,444.37985622675615,1808000,nan,0.0,1099.0650735113863,444.37985622675615,-35.38517618281566
10,67,0.0,-8.170205,0.0,-37.797669734140314,-37.797669734140314,-23.826654111234284,952.055,67,0.0,913.4808,-54.4350551524937,10,-37.797669734140314,242312.03,-37.797669734140314,8.326708033007954,1832000,nan,0.0,-23.826654111234284,8.326708033007954,-54.4350551524937
10,68,0.0,-11.252527,0.0,-27.926040936093198,-27.926040936093205,-9.0825338367522,-10011.044,68,0.0,381.54572,-45.19889912494102,10,-27.926040936093205,670226.3,-27.926040936093198,12.583327740799263,1856000,nan,0.0,-9.0825338367522,12.583327740799263,-45.19889912494102
10,69,0.0,-11.181718,0.0,-38.705636973237574,-38.70563697323759,-22.029492985083017,-12587.69,69,0.0,1014.40155,-56.55011215084482,10,-38.70563697323759,617132.06,-38.705636973237574,10.665151390284585,1880000,nan,0.0,-22.029492985083017,10.665151390284585,-56.55011215084482
10,70,0.0,-10.097468,0.0,-30.999227826425106,-30.999227826425106,-0.995662467637827,-8975.006,70,0.0,1419.4583,-56.65359768135544,10,-30.999227826425106,451421.12,-30.999227826425106,19.276301197851588,1904000,nan,0.0,-0.995662467637827,19.276301197851588,-56.65359768135544
10,71,0.0,-9.402806,0.0,-24.142508164654735,-24.142508164654732,-3.81626902618467,-4164.5547,71,0.0,1389.0642,-39.46271373159272,10,-24.142508164654732,300268.75,-24.142508164654735,12.917706705620883,1928000,nan,0.0,-3.81626902618467,12.917706705620883,-39.46271373159272
10,72,0.0,-10.693479,0.0,13.465999736581773,13.465999736581736,279.4339288300221,-2003.4164,72,0.0,1504.5212,-24.697983990230085,10,13.465999736581736,265488.6,13.465999736581773,89.03883012535417,1952000,nan,0.0,279.4339288300221,89.03883012535417,-24.697983990230085
10,73,0.0,-10.989968,0.0,-16.382580842284003,-16.382580842284,13.20079460724702,-3298.2986,73,0.0,382.51434,-34.72295805604132,10,-16.382580842284,278597.8,-16.382580842284003,13.678430341151223,1976000,nan,0.0,13.20079460724702,13.678430341151223,-34.72295805604132
10,74,0.0,-11.630431,0.0,-14.587001907885329,-14.587001907885329,-3.6671485931384726,-4943.12,74,0.0,205.52585,-20.044937516883227,10,-14.587001907885329,308094.16,-14.587001907885329,5.6027700288682105,2000000,nan,0.0,-3.6671485931384726,5.6027700288682105,-20.044937516883227
10,75,0.0,-11.142801,0.0,-1.6187727066619402,-1.6187727066619395,59.56148258172406,-6867.951,75,0.0,209.88406,-45.13135737663677,10,-1.6187727066619395,370540.6,-1.6187727066619402,30.711834496771626,2024000,nan,0.0,59.56148258172406,30.711834496771626,-45.13135737663677
10,76,0.0,-10.875817,0.0,-26.640753954666742,-26.640753954666742,-12.665889873967826,-8033.84,76,0.0,178.09181,-73.75645958439104,10,-26.640753954666742,401447.03,-26.640753954666742,16.903369299485963,2048000,nan,0.0,-12.665889873967826,16.903369299485963,-73.75645958439104
10,77,0.0,-10.789467,0.0,159.79995273254906,159.799952732549,1338.983714125312,-8573.797,77,0.0,178.00821,-70.68431588034575,10,159.799952732549,404277.16,159.79995273254906,406.58301820703093,2072000,nan,0.0,1338.983714125312,406.58301820703093,-70.68431588034575
10,78,0.0,-9.971085,0.0,-21.63262817517505,-21.632628175175046,-4.913401287402555,-7673.529,78,0.0,285.0002,-63.36258800990464,10,-21.632628175175046,426373.3,-21.63262817517505,15.373404552468312,2096000,nan,0.0,-4.913401287402555,15.373404552468312,-63.36258800990464
10,79,0.0,-9.226311,0.0,923.8624989163258,923.8624989163267,9425.063400780944,-6475.4116,79,0.0,238.42769,-25.989481804907545,10,923.8624989163267,424992.12,923.8624989163258,2833.738579710401,2120000,nan,0.0,9425.063400780944,2833.738579710401,-25.989481804907545
10,80,0.0,-8.935517,0.0,-28.58530533742595,-28.58530533742596,-3.886376719657823,-5876.011,80,0.0,146.38156,-72.17734850045106,10,-28.58530533742596,455586.4,-28.58530533742595,16.624972563751882,2144000,nan,0.0,-3.886376719657823,16.624972563751882,-72.17734850045106
10,81,0.0,-9.378664,0.0,1804.8351727257573,1804.8351727257582,18277.02040897495,-5457.662,81,0.0,93.65803,-52.47130891142752,10,1804.8351727257582,495354.8,1804.8351727257573,5490.739694149579,2168000,nan,0.0,18277.02040897495,5490.739694149579,-52.47130891142752
10,82,0.0,-9.463598,0.0,-38.236305896393944,-38.236305896393944,-26.755733496226327,-5381.8633,82,0.0,73.79884,-49.44222155916698,10,-38.236305896393944,562436.06,-38.236305896393944,6.609440359168283,2192000,nan,0.0,-26.755733496226327,6.609440359168283,-49.44222155916698
10,83,0.0,-10.263694,0.0,35.593502005377886,35.593502005377886,507.19586750860924,-5333.885,83,0.0,82.41119,-59.93397522632721,10,35.593502005377886,647028.06,35.593502005377886,158.4606087462888,2216000,nan,0.0,507.19586750860924,158.4606087462888,-59.93397522632721
10,84,0.0,-11.252703,0.0,406.16784605787035,406.16784605787007,2699.4974710513234,-5525.424,84,0.0,53.594006,-21.39753057517413,10,406.16784605787007,786855.56,406.16784605787035,878.4257523564434,2240000,nan,0.0,2699.4974710513234,878.4257523564434,-21.39753057517413
10,85,0.0,-11.802958,0.0,-23.467226309043603,-23.467226309043607,-14.75724458980539,-6455.381,85,0.0,58.261345,-34.439792630267014,10,-23.467226309043607,834626.2,-23.467226309043603,6.741002687639368,2264000,nan,0.0,-14.75724458980539,6.741002687639368,-34.439792630267014
10,86,0.0,-12.436095,0.0,307.52397864382243,307.5239786438225,3147.3941257413267,-6565.996,86,0.0,61.410328,-45.85460349256238,10,307.5239786438225,873080.8,307.52397864382243,947.8142570219566,2288000,nan,0.0,3147.3941257413267,947.8142570219566,-45.85460349256238
10,87,0.0,-12.450909,0.0,4219.06057192202,4219.06057192202,25155.968543119052,-6892.997,87,0.0,57.466244,-35.02443542044784,10,4219.06057192202,962481.94,4219.06057192202,7943.14393230207,2312000,nan,0.0,25155.968543119052,7943.14393230207,-35.02443542044784
10,88,0.0,-12.788555,0.0,542.590273574553,542.5902735745537,5518.140356790862,-9196.486,88,0.0,75.919846,-105.865295686313,10,542.5902735745537,1201744.1,542.590273574553,1660.9205862622548,2336000,nan,0.0,5518.140356790862,1660.9205862622548,-105.865295686313
10,89,0.0,-14.64069,0.0,87.22313919697763,87.22313919697753,398.0300779632461,-10645.128,89,0.0,104.42377,-37.82971990080469,10,87.22313919697753,1252457.4,87.22313919697763,157.6418751643603,2360000,nan,0.0,398.0300779632461,157.6418751643603,-37.82971990080469
10,90,0.0,-14.68922,0.0,53.53633076599213,53.53633076599216,661.2405903541652,-14196.896,90,0.0,122.19401,-37.00508608217107,10,53.53633076599216,1541743.4,53.53633076599213,203.25271935800552,2384000,nan,0.0,661.2405903541652,203.25271935800552,-37.00508608217107
10,91,0.0,-13.6231,0.0,531.213362322869,531.2133623228691,3008.1186634931028,-18506.55,91,0.0,140.3048,-30.82819233834956,10,531.2133623228691,1755813.2,531.213362322869,955.7475081438429,2408000,nan,0.0,3008.1186634931028,955.7475081438429,-30.82819233834956
10,92,0.0,-12.488356,0.0,18.64437857550235,18.644378575502362,163.98424680352082,-14858.662,92,0.0,115.436485,-24.74669554160966,10,18.644378575502362,1524059.1,18.64437857550235,61.8471217873883,2432000,nan,0.0,163.98424680352082,61.8471217873883,-24.74669554160966
