plate-slide-v1/Iteration,plate-slide-v1/StdReturn,GaussianMLPPolicy/KLBefore,TotalEnvSteps,MetaTest/plate-slide-v1/AverageDiscountedReturn,plate-slide-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLAfter,Average/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/plate-slide-v1/MinReturn,MetaTest/Average/StdReturn,plate-slide-v1/MinReturn,Average/SuccessRate,plate-slide-v1/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/plate-slide-v1/MaxReturn,plate-slide-v1/MaxReturn,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/LossAfter,Average/StdReturn,MetaTest/Average/Iteration,plate-slide-v1/TerminationRate,Iteration,plate-slide-v1/SuccessRate,MetaTest/plate-slide-v1/StdReturn,MetaTest/plate-slide-v1/NumEpisodes,Average/Iteration,Average/MaxReturn,MetaTest/plate-slide-v1/AverageReturn,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/Iteration,plate-slide-v1/AverageReturn,Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/TerminationRate,GaussianMLPPolicy/Entropy,MetaTest/Average/MaxReturn,MetaTest/plate-slide-v1/SuccessRate,MetaTest/Average/TerminationRate,GaussianMLPPolicy/dLoss,Average/MinReturn,Average/TerminationRate
119,19248.73427002347,0.0,9600000,,4355.390052040199,,4.679216999647906e-06,200,-1.1902625374204945e-06,,,-50.12186653016888,0.045,200,,,,89485.60838447121,,-1.1968743365287082e-06,19248.73427002347,,0.0,119,0.045,,,119,89485.60838447121,,15283.48169224016,,,15283.48169224016,4355.390052040199,,5.717134952545166,,,,6.611799108213745e-09,-50.12186653016888,0.0
120,17180.09690473683,0.0,9680000,20794.7980738008,3700.8113278958945,82.01181166497912,4.1831763155641966e-06,200,1.5949420912875212e-06,82.01181166497912,15985.603572501745,-48.6674688266509,0.03,200,0.0,20794.7980738008,45368.6444016411,63535.943214980056,10,1.5890176428001723e-06,17180.09690473683,12,0.0,120,0.03,15985.603572501745,10,120,63535.943214980056,20794.7980738008,12850.646818276056,20794.7980738008,12,12850.646818276056,3700.8113278958945,0.0,5.718053340911865,45368.6444016411,0.0,0.0,5.9244484873488545e-09,-48.6674688266509,0.0
121,18420.842208471066,0.0,9760000,,4238.578613469448,,8.582156624470372e-06,200,6.322600256680744e-07,,,-46.203103558737496,0.025,200,,,,84490.30336484776,,6.200939424161334e-07,18420.842208471066,,0.0,121,0.025,,,121,84490.30336484776,,14472.055958196981,,,14472.055958196981,4238.578613469448,,5.718503475189209,,,,1.2166083251941018e-08,-46.203103558737496,0.0
122,21642.635334325652,0.0,9840000,,4964.515072991773,,5.867546860827133e-06,200,-5.59926036203251e-07,,,-50.6831922891219,0.03,200,,,,106557.45629341212,,-5.682264827555628e-07,21642.635334325652,,0.0,122,0.03,,,122,106557.45629341212,,17577.192723818072,,,17577.192723818072,4964.515072991773,,5.718132019042969,,,,8.300446552311769e-09,-50.6831922891219,0.0
123,17024.67223379808,0.0,9920000,,3339.6347841177044,,2.56291673395026e-06,200,-2.076689725072356e-06,,,-49.05379118831037,0.025,200,,,,75582.56916070856,,-2.0803004190383945e-06,17024.67223379808,,0.0,123,0.025,,,123,75582.56916070856,,12092.800325710774,,,12092.800325710774,3339.6347841177044,,5.716093063354492,,,,3.610693966038525e-09,-49.05379118831037,0.0
124,19021.109912085245,0.0,10000000,,3812.9618481820194,,9.995688742492348e-06,200,-2.2186272872204427e-06,,,-46.67935399513983,0.035,200,,,,85669.94744096843,,-2.2327872102323454e-06,19021.109912085245,,0.0,124,0.035,,,124,85669.94744096843,,13585.553792264016,,,13585.553792264016,3812.9618481820194,,5.714371681213379,,,,1.415992301190272e-08,-46.67935399513983,0.0
125,19721.149664076573,0.0,10080000,,4471.404675932749,,7.659562470507808e-06,200,-6.573669111276104e-07,,,-50.037494305302005,0.03,200,,,,88657.10046655565,,-6.682037678729102e-07,19721.149664076573,,0.0,125,0.03,,,125,88657.10046655565,,15344.388365924007,,,15344.388365924007,4471.404675932749,,5.713953495025635,,,,1.0836856745299883e-08,-50.037494305302005,0.0
126,18807.096611416764,0.0,10160000,,4538.319065881972,,8.547060133423656e-06,200,2.9569939670182066e-06,,,-53.710348632977514,0.0,200,,,,66952.85234031365,,2.9448833629430737e-06,18807.096611416764,,0.0,126,0.0,,,126,66952.85234031365,,14958.388562698621,,,14958.388562698621,4538.319065881972,,5.716087341308594,,,,1.211060407513287e-08,-53.710348632977514,0.0
127,19023.268861985085,0.0,10240000,,4593.374580543878,,2.3770780899212696e-06,200,5.138056167197647e-07,,,-51.11962782589792,0.025,200,,,,99020.6032909684,,5.104246270093427e-07,19023.268861985085,,0.0,127,0.025,,,127,99020.6032909684,,15587.691038890673,,,15587.691038890673,4593.374580543878,,5.716415882110596,,,,3.380989710422e-09,-51.11962782589792,0.0
128,20563.549531884826,0.0,10320000,,4880.519160965729,,2.8545016448333627e-06,200,1.1835120261594057e-07,,,-53.535297035243914,0.045,200,,,,93250.66646614527,,1.1429617785552182e-07,20563.549531884826,,0.0,128,0.045,,,128,93250.66646614527,,16694.835558839113,,,16694.835558839113,4880.519160965729,,5.716515064239502,,,,4.055024760418746e-09,-53.535297035243914,0.0
129,19257.269477370693,0.0,10400000,,4002.83852690223,,7.98429664428113e-06,200,-1.8370416228208342e-06,,,-49.49626808535543,0.04,200,,,,88075.80674455878,,-1.8483790427126223e-06,19257.269477370693,,0.0,129,0.04,,,129,88075.80674455878,,13694.696970866724,,,13694.696970866724,4002.83852690223,,5.715134143829346,,,,1.1337419891788159e-08,-49.49626808535543,0.0
130,21299.32244357064,0.0,10480000,24770.180694307222,4491.379834694279,-47.50065788745825,9.289518857258372e-06,200,-1.482914967709803e-06,-47.50065788745825,23043.05975201868,-48.124944132091485,0.05,200,0.0,24770.180694307215,63814.50927531511,100297.83777406134,10,-1.4960573935240973e-06,21299.32244357064,13,0.0,130,0.05,23043.05975201868,10,130,100297.83777406134,24770.180694307215,15999.218913420818,24770.180694307222,13,15999.218913420818,4491.379834694279,0.0,5.713918209075928,63814.50927531511,0.0,0.0,1.3142425814294256e-08,-48.124944132091485,0.0
131,20369.29708023248,0.0,10560000,,4827.376477774284,,4.613777491613291e-06,200,-3.3631681617407594e-07,,,-47.547021888994614,0.05,200,,,,102866.99868287113,,-3.428468460242584e-07,20369.29708023248,,0.0,131,0.05,,,131,102866.99868287113,,16339.921905836825,,,16339.921905836825,4827.376477774284,,5.713700771331787,,,,6.530029850182473e-09,-47.547021888994614,0.0
132,18665.471490821616,0.0,10640000,,4212.000387051482,,1.0988452459059772e-06,200,1.6165805050150084e-07,,,-53.1035480946134,0.015,200,,,,92936.02559910434,,1.6009892078727717e-07,18665.471490821616,,0.0,132,0.015,,,132,92936.02559910434,,14626.192301027831,,,14626.192301027831,4212.000387051482,,5.71386194229126,,,,1.5591297142236726e-09,-53.1035480946134,0.0
133,18715.97004722291,0.0,10720000,,4493.885177027108,,9.42649603530299e-06,200,-2.420854798401706e-06,,,-49.343538042829366,0.005,200,,,,107866.99462199643,,-2.4342098186025396e-06,18715.97004722291,,0.0,133,0.005,,,133,107866.99462199643,,15493.297418826765,,,15493.297418826765,4493.885177027108,,5.7121195793151855,,,,1.3355020200833678e-08,-49.343538042829366,0.0
134,18755.13830379566,0.0,10800000,,4698.49793031588,,6.970817139517749e-06,200,-2.2087886009103386e-06,,,-53.220904891488786,0.03,200,,,,87242.41443417604,,-2.2186886781128123e-06,18755.13830379566,,0.0,134,0.03,,,134,87242.41443417604,,16062.29435660344,,,16062.29435660344,4698.49793031588,,5.710412979125977,,,,9.900077202473767e-09,-53.220904891488786,0.0
135,16680.436962256328,0.0,10880000,,3766.5804936080367,,4.7686139623692725e-06,200,5.066431185696274e-08,,,-51.11907998841578,0.03,200,,,,92578.53428355521,,4.39188632128662e-08,16680.436962256328,,0.0,135,0.03,,,135,92578.53428355521,,12420.319751197583,,,12420.319751197583,3766.5804936080367,,5.710446834564209,,,,6.745448644096541e-09,-51.11907998841578,0.0
136,19713.71987728636,0.0,10960000,,4558.1794595407955,,2.352359388169134e-06,200,-9.142736701051035e-08,,,-51.53220293320605,0.01,200,,,,82164.0631314126,,-9.476431017674258e-08,19713.71987728636,,0.0,136,0.01,,,136,82164.0631314126,,15643.479521812804,,,15643.479521812804,4558.1794595407955,,5.71039342880249,,,,3.3369431662322313e-09,-51.53220293320605,0.0
137,17421.47145314751,0.0,11040000,,4003.2058469964436,,6.957373443583492e-06,200,-2.4207288333855104e-06,,,-51.56953397919325,0.04,200,,,,88560.76900845201,,-2.4305809347424656e-06,17421.47145314751,,0.0,137,0.04,,,137,88560.76900845201,,13524.788236347851,,,13524.788236347851,4003.2058469964436,,5.708966255187988,,,,9.852101356955245e-09,-51.56953397919325,0.0
138,20370.903707534773,0.0,11120000,,4798.3252348532815,,1.4445213309954852e-06,200,1.5166232287811e-06,,,-47.38702986476618,0.03,200,,,,89992.0166872588,,1.5145928955462296e-06,20370.903707534773,,0.0,138,0.03,,,138,89992.0166872588,,16310.404824763797,,,16310.404824763797,4798.3252348532815,,5.710506916046143,,,,2.0303332348703407e-09,-47.38702986476618,0.0
139,18286.042152437254,0.0,11200000,,4620.900084648201,,3.4643410344870063e-06,200,1.6551334169889742e-07,,,-52.079099225807134,0.03,200,,,,96796.45845001662,,1.606143058552334e-07,18286.042152437254,,0.0,139,0.03,,,139,96796.45845001662,,15511.607362379738,,,15511.607362379738,4620.900084648201,,5.710616111755371,,,,4.8990358436640236e-09,-52.079099225807134,0.0
140,18976.64028591807,0.0,11280000,29045.936735408402,4030.2204229681315,-47.14945583923396,5.466200491355266e-06,200,1.19256355901598e-07,-47.14945583923396,30745.655003566706,-47.98205488582728,0.035,200,0.1,29045.936735408402,98632.17693604062,83285.55504833121,10,1.1151018952659797e-07,18976.64028591807,14,0.0,140,0.035,30745.655003566706,10,140,83285.55504833121,29045.936735408402,13723.175420157902,29045.936735408402,14,13723.175420157902,4030.2204229681315,0.0,5.710696220397949,98632.17693604062,0.1,0.0,7.74616637500003e-09,-47.98205488582728,0.0
141,19497.98847033447,0.0,11360000,,4332.074391387752,,1.7461492234360776e-06,200,1.0102339729201049e-06,,,-52.968034754271365,0.02,200,,,,89128.55764919615,,1.007764467431116e-06,19497.98847033447,,0.0,141,0.02,,,141,89128.55764919615,,15000.554819005514,,,15000.554819005514,4332.074391387752,,5.711222171783447,,,,2.4695054889889434e-09,-52.968034754271365,0.0
142,17995.316921766025,0.0,11440000,,4502.27913690157,,2.154004050680669e-06,200,9.856181577561074e-07,,,-51.95728600982795,0.03,200,,,,81079.47047126779,,9.825662345974706e-07,17995.316921766025,,0.0,142,0.03,,,142,81079.47047126779,,15523.808441390976,,,15523.808441390976,4502.27913690157,,5.71180534362793,,,,3.0519231586367823e-09,-51.95728600982795,0.0
143,20031.999151408036,0.0,11520000,,4541.370727931065,,2.342667357879691e-06,200,-1.81042173608148e-06,,,-52.69541985836309,0.02,200,,,,86841.13031593566,,-1.8137567394660437e-06,20031.999151408036,,0.0,143,0.02,,,143,86841.13031593566,,14949.72291125733,,,14949.72291125733,4541.370727931065,,5.710456371307373,,,,3.3350033845636062e-09,-52.69541985836309,0.0
144,20604.297111950804,0.0,11600000,,4764.669098653686,,4.989271928934613e-06,200,-1.8894119193646475e-06,,,-49.0198139808482,0.02,200,,,,80018.73088000866,,-1.8964740320370765e-06,20604.297111950804,,0.0,144,0.02,,,144,80018.73088000866,,16531.62682291896,,,16531.62682291896,4764.669098653686,,5.70923376083374,,,,7.062112672429066e-09,-49.0198139808482,0.0
145,21444.317818136966,0.0,11680000,,4490.995329179121,,1.0904008377110586e-05,200,-2.254356104458566e-06,,,-49.22562354559765,0.04,200,,,,98767.37843969726,,-2.269803871968179e-06,21444.317818136966,,0.0,145,0.04,,,145,98767.37843969726,,15972.470654405552,,,15972.470654405552,4490.995329179121,,5.707550525665283,,,,1.5447767509613186e-08,-49.22562354559765,0.0
146,23446.458171030707,0.0,11760000,,4997.2420290188065,,1.1254392120463308e-06,200,2.2735693505637755e-07,,,-52.984718345286254,0.06,200,,,,104850.95678189547,,2.257532258909123e-07,23446.458171030707,,0.0,146,0.06,,,146,104850.95678189547,,17590.51832379514,,,17590.51832379514,4997.2420290188065,,5.707703113555908,,,,1.6037091654652613e-09,-52.984718345286254,0.0
147,19327.918819082308,0.0,11840000,,5046.087613681199,,7.109592843335122e-06,200,-2.7176254207006423e-06,,,-50.55003248352432,0.04,200,,,,84072.14380966974,,-2.727693754422944e-06,19327.918819082308,,0.0,147,0.04,,,147,84072.14380966974,,16976.07817871925,,,16976.07817871925,5046.087613681199,,5.705794334411621,,,,1.0068333722301759e-08,-50.55003248352432,0.0
148,21206.677211279093,0.0,11920000,,5552.306419508358,,2.4651924377394607e-06,200,-7.886230264375627e-07,,,-50.26835468115981,0.03,200,,,,89058.00696928163,,-7.921134965727106e-07,21206.677211279093,,0.0,148,0.03,,,148,89058.00696928163,,19067.826759892916,,,19067.826759892916,5552.306419508358,,5.705263137817383,,,,3.490470135147916e-09,-50.26835468115981,0.0
149,21551.41825241629,0.0,12000000,,4625.246603778053,,6.6682159740594216e-06,200,-9.912635050568497e-07,,,-59.61071146395249,0.05,200,,,,103177.64663717047,,-1.000723955257854e-06,21551.41825241629,,0.0,149,0.05,,,149,103177.64663717047,,15634.225501460283,,,15634.225501460283,4625.246603778053,,5.704782009124756,,,,9.460450201004278e-09,-59.61071146395249,0.0
150,21000.322142855646,0.0,12080000,26500.545363362802,5220.276751462447,-34.300217108090685,3.63664616997994e-06,200,-2.0423928503987554e-07,-34.300217108090685,20617.130684155647,-50.33290148328705,0.045,200,0.0,26500.54536336281,60071.400150748836,87880.7739641126,10,-2.0938470868259174e-07,21000.322142855646,15,0.0,150,0.045,20617.130684155647,10,150,87880.7739641126,26500.54536336281,18000.206345770024,26500.545363362802,15,18000.206345770024,5220.276751462447,0.0,5.704681873321533,60071.400150748836,0.0,0.0,5.145423642716196e-09,-50.33290148328705,0.0
151,19454.92138658958,0.0,12160000,,3839.1210430368724,,1.2900869478471577e-05,200,-2.2741946850146633e-06,,,-50.566023962372704,0.035,200,,,,89193.19293967455,,-2.2925105440663174e-06,19454.92138658958,,0.0,151,0.035,,,151,89193.19293967455,,13061.740341875475,,,13061.740341875475,3839.1210430368724,,5.7030930519104,,,,1.8315859051654115e-08,-50.566023962372704,0.0
152,22845.372979034324,0.0,12240000,,5126.949522026646,,3.5845782804244664e-06,200,1.3425977840597625e-06,,,-48.23612649183441,0.03,200,,,,104799.39529725282,,1.3375239404922468e-06,22845.372979034324,,0.0,152,0.03,,,152,104799.39529725282,,17418.820280117932,,,17418.820280117932,5126.949522026646,,5.703921318054199,,,,5.073843567515723e-09,-48.23612649183441,0.0
153,20335.371203226074,0.0,12320000,,4952.471406837978,,3.0335011160786962e-06,200,-9.364360948893591e-07,,,-51.98477918122127,0.015,200,,,,94800.79961096407,,-9.407285688212141e-07,20335.371203226074,,0.0,153,0.015,,,153,94800.79961096407,,16538.576754997568,,,16538.576754997568,4952.471406837978,,5.703307151794434,,,,4.2924739318550564e-09,-51.98477918122127,0.0
154,20078.302911984556,0.0,12400000,,4847.628807231558,,2.6871221052715555e-06,200,5.207091930969909e-07,,,-47.75748468150982,0.025,200,,,,116358.30713965584,,5.169013661543431e-07,20078.302911984556,,0.0,154,0.025,,,154,116358.30713965584,,16603.14533049655,,,16603.14533049655,4847.628807231558,,5.703597545623779,,,,3.807826942647807e-09,-47.75748468150982,0.0
155,22308.97204451096,0.0,12480000,,5882.7052078792885,,1.2366675719022169e-06,200,-1.6349983980035177e-06,,,-52.98078238346135,0.02,200,,,,81984.87720568043,,-1.6367760053981328e-06,22308.97204451096,,0.0,155,0.02,,,155,81984.87720568043,,20435.357793140527,,,20435.357793140527,5882.7052078792885,,5.7021660804748535,,,,1.7776073946151882e-09,-52.98078238346135,0.0
156,21015.680071923085,0.0,12560000,,4513.086662761712,,5.423494712886168e-06,200,-1.690781061824964e-07,,,-52.10681584978839,0.04,200,,,,82352.58767864238,,-1.767371031746734e-07,21015.680071923085,,0.0,156,0.04,,,156,82352.58767864238,,15416.689370508459,,,15416.689370508459,4513.086662761712,,5.702084541320801,,,,7.65899699217698e-09,-52.10681584978839,0.0
157,21978.550164168086,0.0,12640000,,4715.373523184551,,1.8843085854314268e-05,200,1.8167011148761958e-06,,,-49.23114005239515,0.055,200,,,,104215.58670216198,,1.7899772046803264e-06,21978.550164168086,,0.0,157,0.055,,,157,104215.58670216198,,16406.571072943396,,,16406.571072943396,4715.373523184551,,5.703284740447998,,,,2.6723910195869394e-08,-49.23114005239515,0.0
158,20986.511733210533,0.0,12720000,,4333.437959888924,,3.3270288213316235e-07,200,-2.611949128095148e-07,,,-56.0938047709291,0.05,200,,,,106670.47363611753,,-2.61678565038892e-07,20986.511733210533,,0.0,158,0.05,,,158,106670.47363611753,,14974.369069787026,,,14974.369069787026,4333.437959888924,,5.70311975479126,,,,4.83652229377185e-10,-56.0938047709291,0.0
159,21870.457406616773,0.0,12800000,,5083.045055850608,,3.869457032124046e-06,200,8.196440717256337e-07,,,-48.897086399595665,0.045,200,,,,105410.71519334633,,8.14165900919761e-07,21870.457406616773,,0.0,159,0.045,,,159,105410.71519334633,,17330.621861340416,,,17330.621861340416,5083.045055850608,,5.70365047454834,,,,5.478170805872651e-09,-48.897086399595665,0.0
160,19880.80679309869,0.0,12880000,20291.365156038,5120.511109453287,-32.23883192975068,1.8459271586834802e-06,200,-7.450934162989142e-07,-32.23883192975068,24175.887430190247,-49.97634052913116,0.03,200,0.1,20291.365156038002,62674.00978144729,105234.21807011569,10,-7.477090093743755e-07,19880.80679309869,16,0.0,160,0.03,24175.887430190247,10,160,105234.21807011569,20291.365156038002,17368.84595289077,20291.365156038,16,17368.84595289077,5120.511109453287,0.0,5.703287601470947,62674.00978144729,0.1,0.0,2.61559307546122e-09,-49.97634052913116,0.0
161,23441.115793707573,0.0,12960000,,5278.25222472308,,2.0635816326830536e-06,200,-1.7258796560781775e-06,,,-53.97339271176584,0.045,200,,,,100617.9958309026,,-1.7287853779635043e-06,23441.115793707573,,0.0,161,0.045,,,161,100617.9958309026,,17706.400016691885,,,17706.400016691885,5278.25222472308,,5.701982021331787,,,,2.905721885326784e-09,-53.97339271176584,0.0
162,20801.000887096223,0.0,13040000,,5187.557050368548,,4.916530997434165e-06,200,-8.577970334044949e-07,,,-50.14412705246833,0.03,200,,,,89855.22890425935,,-8.647530194139108e-07,20801.000887096223,,0.0,162,0.03,,,162,89855.22890425935,,17560.788505964483,,,17560.788505964483,5187.557050368548,,5.701412677764893,,,,6.955986009415938e-09,-50.14412705246833,0.0
163,20476.784634894397,0.0,13120000,,4947.6291700945685,,3.4125066576962126e-06,200,-2.0185764242341975e-06,,,-51.017574037040006,0.015,200,,,,98118.12310996665,,-2.0234247131156735e-06,20476.784634894397,,0.0,163,0.015,,,163,98118.12310996665,,17162.988185550053,,,17162.988185550053,4947.6291700945685,,5.699838161468506,,,,4.848288881476037e-09,-51.017574037040006,0.0
164,19730.197778135316,0.0,13200000,,5028.180181212511,,3.906583515345119e-06,200,2.0191039311612258e-06,,,-54.395956711369564,0.02,200,,,,83816.79625797074,,2.013572384385043e-06,19730.197778135316,,0.0,164,0.02,,,164,83816.79625797074,,17060.60550058956,,,17060.60550058956,5028.180181212511,,5.701218128204346,,,,5.5315467761829495e-09,-54.395956711369564,0.0
165,19270.807657825804,0.0,13280000,,5196.944909255011,,2.867477405743557e-06,200,-2.3502173007727833e-06,,,-52.58053577628735,0.045,200,,,,91356.52423953362,,-2.3542811504739802e-06,19270.807657825804,,0.0,165,0.045,,,165,91356.52423953362,,17786.17948473502,,,17786.17948473502,5196.944909255011,,5.698514938354492,,,,4.063849701196887e-09,-52.58053577628735,0.0
166,21362.814099319865,0.0,13360000,,4962.432950935577,,3.4858919661928667e-06,200,-6.345971996779554e-07,,,-54.20438499042841,0.02,200,,,,79335.03541722473,,-6.395584932761267e-07,21362.814099319865,,0.0,166,0.02,,,166,79335.03541722473,,17488.09740710591,,,17488.09740710591,4962.432950935577,,5.698165416717529,,,,4.9612935981713235e-09,-54.20438499042841,0.0
167,19335.556011675482,0.0,13440000,,4655.296260844381,,1.3957057944935514e-06,200,6.488209010058199e-07,,,-52.5120690878311,0.025,200,,,,98283.33691906133,,6.468396236414264e-07,19335.556011675482,,0.0,167,0.025,,,167,98283.33691906133,,15525.476923784656,,,15525.476923784656,4655.296260844381,,5.698646545410156,,,,1.9812773643934634e-09,-52.5120690878311,0.0
168,17537.77079568565,0.0,13520000,,4057.0222017967862,,1.6381763998651877e-06,200,2.1211580758517812e-07,,,-55.61765628075374,0.03,200,,,,77833.6835626058,,2.0979913983865117e-07,17537.77079568565,,0.0,168,0.03,,,168,77833.6835626058,,13420.30738785301,,,13420.30738785301,4057.0222017967862,,5.698768138885498,,,,2.316667746526946e-09,-55.61765628075374,0.0
169,24623.867905296498,0.0,13600000,,5854.976447707727,,2.1377845769166015e-06,200,-5.063884032097121e-07,,,-54.97072630195387,0.06,200,,,,111224.49442078618,,-5.093951926937734e-07,24623.867905296498,,0.0,169,0.06,,,169,111224.49442078618,,19810.17573549362,,,19810.17573549362,5854.976447707727,,5.698474407196045,,,,3.0067894840613008e-09,-54.97072630195387,0.0
170,20832.293555820168,0.0,13680000,21731.872400468455,4948.205645737842,-44.33080580648819,8.273030971395201e-07,200,-5.025310088058177e-07,-44.33080580648819,18223.119534632977,-52.05210969450752,0.05,200,0.0,21731.872400468463,46472.569149288334,92906.37310130875,10,-5.037231858295854e-07,20832.293555820168,17,0.0,170,0.05,18223.119534632977,10,170,92906.37310130875,21731.872400468463,16945.854753945947,21731.872400468455,17,16945.854753945947,4948.205645737842,0.0,5.698099613189697,46472.569149288334,0.0,0.0,1.1921770237677265e-09,-52.05210969450752,0.0
171,21051.35322468727,0.0,13760000,,4702.037033428113,,6.620947715418879e-06,200,-8.510924089932814e-07,,,-61.297468555560066,0.04,200,,,,96681.51552351679,,-8.604664571976173e-07,21051.35322468727,,0.0,171,0.04,,,171,96681.51552351679,,16381.819094882081,,,16381.819094882081,4702.037033428113,,5.6975321769714355,,,,9.37404820433585e-09,-61.297468555560066,0.0
172,18581.965912769298,0.0,13840000,,4515.8730541611785,,1.9875082216458395e-05,200,-5.150139259058051e-06,,,-51.97209529043049,0.02,200,,,,97144.90764716486,,-5.178319497645134e-06,18581.965912769298,,0.0,172,0.02,,,172,97144.90764716486,,15102.462642768975,,,15102.462642768975,4515.8730541611785,,5.692915916442871,,,,2.8180238587083295e-08,-51.97209529043049,0.0
173,22156.170577470166,0.0,13920000,,5193.825598081224,,4.627182534022722e-06,200,-1.402498924107931e-06,,,-51.23698536593158,0.05,200,,,,115100.67080674066,,-1.4090194326854544e-06,22156.170577470166,,0.0,173,0.05,,,173,115100.67080674066,,17548.55260778501,,,17548.55260778501,5193.825598081224,,5.691862106323242,,,,6.520508577523287e-09,-51.23698536593158,0.0
174,17680.852511996516,0.0,14000000,,3962.0620612759258,,4.255769908922957e-06,200,-2.0930133359797765e-06,,,-49.79754818068308,0.025,200,,,,89474.13553355567,,-2.0990337361581624e-06,17680.852511996516,,0.0,174,0.025,,,174,89474.13553355567,,13452.805946991397,,,13452.805946991397,3962.0620612759258,,5.6901936531066895,,,,6.0204001783858985e-09,-49.79754818068308,0.0
175,21841.86563149132,0.0,14080000,,5223.557905785327,,4.266471478331368e-06,200,-2.7813414362753974e-06,,,-55.38982356031472,0.03,200,,,,99404.42119704088,,-2.787383664326626e-06,21841.86563149132,,0.0,175,0.03,,,175,99404.42119704088,,17627.720892588928,,,17627.720892588928,5223.557905785327,,5.687166213989258,,,,6.042228051228449e-09,-55.38982356031472,0.0
176,20710.511586033455,0.0,14160000,,4857.479690125076,,2.561861037975177e-06,200,-3.8611393193832555e-08,,,-52.37354829397974,0.02,200,,,,85830.24824487588,,-4.224368765903819e-08,20710.511586033455,,0.0,176,0.02,,,176,85830.24824487588,,16511.52168439095,,,16511.52168439095,4857.479690125076,,5.687141418457031,,,,3.632294465205632e-09,-52.37354829397974,0.0
177,21394.545631173438,0.0,14240000,,4696.82775246797,,1.0538950846239459e-05,200,-9.200896897709754e-07,,,-50.90115299066593,0.025,200,,,,96347.60277937225,,-9.350351319881156e-07,21394.545631173438,,0.0,177,0.025,,,177,96347.60277937225,,15882.366727032033,,,15882.366727032033,4696.82775246797,,5.686500072479248,,,,1.4945442217140226e-08,-50.90115299066593,0.0
178,21212.341858830172,0.0,14320000,,4633.926647201296,,0.0003716399660333991,200,1.1630783774307929e-05,,,-51.6583459868104,0.02,200,,,,98847.19016403487,,1.109380173147656e-05,21212.341858830172,,0.0,178,0.02,,,178,98847.19016403487,,15800.901278765732,,,15800.901278765732,4633.926647201296,,5.704599857330322,,,,5.369820428313687e-07,-51.6583459868104,0.0
179,21635.883207505238,0.0,14400000,,5980.1959474668765,,4.3427321543276776e-06,200,-1.3674027741217287e-06,,,-53.31122953928902,0.045,200,,,,103396.07657543352,,-1.373558575323841e-06,21635.883207505238,,0.0,179,0.045,,,179,103396.07657543352,,20501.766263736492,,,20501.766263736492,5980.1959474668765,,5.703702926635742,,,,6.155801202112343e-09,-53.31122953928902,0.0
180,17961.966894071524,0.0,14480000,5522.791324673495,4344.025568588823,-44.78034596599373,8.947383321356028e-06,200,-1.452712695027003e-06,-44.78034596599373,11835.634960758423,-52.59279356954851,0.03,200,0.0,5522.7913246735,36861.51827219289,93613.48168429815,10,-1.4654021924798144e-06,17961.966894071524,18,0.0,180,0.03,11835.634960758423,10,180,93613.48168429815,5522.7913246735,14247.7212974364,5522.791324673495,18,14247.7212974364,4344.025568588823,0.0,5.702600479125977,36861.51827219289,0.0,0.0,1.2689497452811338e-08,-52.59279356954851,0.0
181,22387.92120552838,0.0,14560000,,5864.9063237463215,,2.7470107397675747e-06,200,-1.3961758895675302e-06,,,-54.40692494677501,0.035,200,,,,99611.45125901754,,-1.4000945611769566e-06,22387.92120552838,,0.0,181,0.035,,,181,99611.45125901754,,20575.197606528392,,,20575.197606528392,5864.9063237463215,,5.701903343200684,,,,3.918671609426383e-09,-54.40692494677501,0.0
182,19894.232120919827,0.0,14640000,,4685.174548366289,,6.271252459555399e-06,200,5.84339886700036e-07,,,-54.80902453830085,0.04,200,,,,114530.43466957955,,5.75459637275344e-07,19894.232120919827,,0.0,182,0.04,,,182,114530.43466957955,,15603.004827865749,,,15603.004827865749,4685.174548366289,,5.702197074890137,,,,8.88024942469201e-09,-54.80902453830085,0.0
183,18931.60873176752,0.0,14720000,,4688.604605627037,,6.80175662637339e-06,200,-2.9431879511321313e-07,,,-50.960078525635325,0.025,200,,,,79190.83362712682,,-3.0395511885217275e-07,18931.60873176752,,0.0,183,0.025,,,183,79190.83362712682,,15744.856261298153,,,15744.856261298153,4688.604605627037,,5.7019782066345215,,,,9.636323738959618e-09,-50.960078525635325,0.0
184,22435.50263337673,0.0,14800000,,5125.112123523277,,6.80567109156982e-06,200,-2.4667717752890894e-06,,,-55.78361953969621,0.035,200,,,,105352.91665796336,,-2.476406507412321e-06,22435.50263337673,,0.0,184,0.035,,,184,105352.91665796336,,17145.29917969033,,,17145.29917969033,5125.112123523277,,5.698941230773926,,,,9.634732123231515e-09,-55.78361953969621,0.0
