plate-slide-v1/Iteration,plate-slide-v1/StdReturn,GaussianMLPPolicy/KLBefore,TotalEnvSteps,MetaTest/plate-slide-v1/AverageDiscountedReturn,plate-slide-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLAfter,Average/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/plate-slide-v1/MinReturn,MetaTest/Average/StdReturn,plate-slide-v1/MinReturn,Average/SuccessRate,plate-slide-v1/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/plate-slide-v1/MaxReturn,plate-slide-v1/MaxReturn,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/LossAfter,Average/StdReturn,MetaTest/Average/Iteration,plate-slide-v1/TerminationRate,Iteration,plate-slide-v1/SuccessRate,MetaTest/plate-slide-v1/StdReturn,MetaTest/plate-slide-v1/NumEpisodes,Average/Iteration,Average/MaxReturn,MetaTest/plate-slide-v1/AverageReturn,Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/Iteration,plate-slide-v1/AverageReturn,Average/AverageDiscountedReturn,MetaTest/plate-slide-v1/TerminationRate,GaussianMLPPolicy/Entropy,MetaTest/Average/MaxReturn,MetaTest/plate-slide-v1/SuccessRate,MetaTest/Average/TerminationRate,GaussianMLPPolicy/dLoss,Average/MinReturn,Average/TerminationRate
52,14380.865666567855,0.0,4240000,,2757.1152082546632,,3.0681836506119e-05,200,4.1108846744464245e-06,,,-47.04331566044165,0.005,200,,,,56490.58514966751,,4.067399913765257e-06,14380.865666567855,,0.0,52,0.005,,,52,56490.58514966751,,10232.221511934915,,,10232.221511934915,2757.1152082546632,,5.699958801269531,,,,4.3484760681167245e-08,-47.04331566044165,0.0
53,15584.900854985177,0.0,4320000,,3295.1724017222027,,4.527611054072622e-06,200,1.860048257640301e-07,,,-44.797536568060536,0.005,200,,,,80101.95795647237,,1.795983450847416e-07,15584.900854985177,,0.0,53,0.005,,,53,80101.95795647237,,11776.65058229621,,,11776.65058229621,3295.1724017222027,,5.700096130371094,,,,6.4064806792885065e-09,-44.797536568060536,0.0
54,16365.85151729423,0.0,4400000,,3357.9130955052838,,8.020709287848149e-07,200,-4.561572950478876e-07,,,-50.895799239595206,0.02,200,,,,65334.7473748786,,-4.572972613914317e-07,16365.85151729423,,0.0,54,0.02,,,54,65334.7473748786,,11864.074463498298,,,11864.074463498298,3357.9130955052838,,5.699761867523193,,,,1.1399663435440743e-09,-50.895799239595206,0.0
55,17893.50792006776,0.0,4480000,,3686.305947758524,,6.884876256663119e-06,200,3.234426458220696e-06,,,-45.194115667462626,0.005,200,,,,74722.8359602251,,3.2246839509753045e-06,17893.50792006776,,0.0,55,0.005,,,55,74722.8359602251,,13390.025781762935,,,13390.025781762935,3686.305947758524,,5.7017130851745605,,,,9.742507245391607e-09,-45.194115667462626,0.0
56,18040.632580050336,0.0,4560000,,3928.273895711888,,4.551210167846875e-06,200,-2.8466542971727904e-06,,,-47.17081662927205,0.02,200,,,,87544.50847879764,,-2.8530862437037285e-06,18040.632580050336,,0.0,56,0.02,,,56,87544.50847879764,,14020.556406729273,,,14020.556406729273,3928.273895711888,,5.699317932128906,,,,6.4319465309381485e-09,-47.17081662927205,0.0
57,15522.502608171706,0.0,4640000,,2808.0503554170364,,9.112852126236248e-07,200,-3.4552152783362544e-07,,,-47.33023651171263,0.015,200,,,,65858.10278030543,,-3.468226168479305e-07,15522.502608171706,,0.0,57,0.015,,,57,65858.10278030543,,9914.4303006671,,,9914.4303006671,2808.0503554170364,,5.6991119384765625,,,,1.3010890143050347e-09,-47.33023651171263,0.0
58,14938.083246408627,0.0,4720000,,2553.689806840847,,9.42623955779709e-06,200,2.360302914894419e-06,,,-46.7192897808905,0.01,200,,,,82536.85301896938,,2.3469333427783567e-06,14938.083246408627,,0.0,58,0.01,,,58,82536.85301896938,,9400.701590347118,,,9400.701590347118,2553.689806840847,,5.700209617614746,,,,1.3369572116062045e-08,-46.7192897808905,0.0
59,17218.650317658958,0.0,4800000,,3720.472365463884,,3.879399173456477e-06,200,1.897013703455741e-06,,,-46.210075969745006,0.01,200,,,,78428.88994522837,,1.8915258124252432e-06,17218.650317658958,,0.0,59,0.01,,,59,78428.88994522837,,13243.35840766068,,,13243.35840766068,3720.472365463884,,5.701911926269531,,,,5.487891030497849e-09,-46.210075969745006,0.0
60,17401.76543802901,0.0,4880000,13893.474973370681,3850.6883304093035,-43.63413002039907,6.5485010054544546e-06,200,-1.7208637927978998e-06,-43.63413002039907,13971.812759838596,-50.15473420790047,0.02,200,0.0,13893.474973370685,31205.54557479925,75062.9858321953,10,-1.730131543808966e-06,17401.76543802901,6,0.0,60,0.02,13971.812759838596,10,60,75062.9858321953,13893.474973370685,13821.286172075015,13893.474973370681,6,13821.286172075015,3850.6883304093035,0.0,5.700578689575195,31205.54557479925,0.0,0.0,9.267751011066139e-09,-50.15473420790047,0.0
61,19130.399646492526,0.0,4960000,,3921.479332200247,,1.2182667887827847e-05,200,-5.646344902743294e-07,,,-47.50025858389895,0.025,200,,,,93838.9331667178,,-5.818538966195774e-07,19130.399646492526,,0.0,61,0.025,,,61,93838.9331667178,,13840.30684145199,,,13840.30684145199,3921.479332200247,,5.7001872062683105,,,,1.721940634524799e-08,-47.50025858389895,0.0
62,14794.646689773293,0.0,5040000,,2999.340315101232,,5.957047505944502e-06,200,-7.708075031587214e-07,,,-46.56200186429908,0.01,200,,,,69770.81967922022,,-7.79245226567582e-07,14794.646689773293,,0.0,62,0.01,,,62,69770.81967922022,,10724.16312927154,,,10724.16312927154,2999.340315101232,,5.6996870040893555,,,,8.43772340886062e-09,-46.56200186429908,0.0
63,14551.426639233603,0.0,5120000,,2866.237384388327,,8.764569429331459e-06,200,9.361639854432724e-07,,,-50.822564238838424,0.02,200,,,,72543.88570505213,,9.237826930075244e-07,14551.426639233603,,0.0,63,0.02,,,63,72543.88570505213,,10197.871381690587,,,10197.871381690587,2866.237384388327,,5.700375556945801,,,,1.2381292435748037e-08,-50.822564238838424,0.0
64,15421.699340689356,0.0,5200000,,3079.3087982873285,,4.188512320979498e-06,200,1.9479848560877144e-06,,,-51.8055953055393,0.02,200,,,,82848.73005173878,,1.9420563148742076e-06,15421.699340689356,,0.0,64,0.02,,,64,82848.73005173878,,10718.775934280487,,,10718.775934280487,3079.3087982873285,,5.7017822265625,,,,5.928541213506833e-09,-51.8055953055393,0.0
65,17494.535109399567,0.0,5280000,,3874.4574554764736,,5.735057584388414e-06,200,2.9956260050312267e-07,,,-47.7070308744659,0.01,200,,,,77155.59937008291,,2.914482024607423e-07,17494.535109399567,,0.0,65,0.01,,,65,77155.59937008291,,13345.582873488833,,,13345.582873488833,3874.4574554764736,,5.702012062072754,,,,8.114398042380344e-09,-47.7070308744659,0.0
66,17817.8913069682,0.0,5360000,,3504.7863341972657,,2.452911530781421e-06,200,-1.3545718502427917e-06,,,-55.5519333614023,0.005,200,,,,80164.66884078462,,-1.3580283848568797e-06,17817.8913069682,,0.0,66,0.005,,,66,80164.66884078462,,12272.125058044307,,,12272.125058044307,3504.7863341972657,,5.7010908126831055,,,,3.4565346140880138e-09,-55.5519333614023,0.0
67,14476.325500439061,0.0,5440000,,2842.1565573022062,,6.779783689125907e-06,200,-8.692336450621951e-07,,,-50.635023773036956,0.025,200,,,,77193.30077541071,,-8.78851892593957e-07,14476.325500439061,,0.0,67,0.025,,,67,77193.30077541071,,9748.284773329504,,,9748.284773329504,2842.1565573022062,,5.700416088104248,,,,9.618247531761881e-09,-50.635023773036956,0.0
68,17103.074549989768,0.0,5520000,,3461.7795446676832,,7.821662620699499e-06,200,-2.3535124000773067e-06,,,-47.43602926843814,0.01,200,,,,84104.76717638221,,-2.364550482525374e-06,17103.074549989768,,0.0,68,0.01,,,68,84104.76717638221,,12805.141085705263,,,12805.141085705263,3461.7795446676832,,5.6989874839782715,,,,1.1038082448067144e-08,-47.43602926843814,0.0
69,16693.626353627023,0.0,5600000,,3451.3816690266785,,3.860186097881524e-06,200,1.6645474261167692e-06,,,-47.574531847711754,0.025,200,,,,83599.40286650718,,1.6590969380558818e-06,16693.626353627023,,0.0,69,0.025,,,69,83599.40286650718,,12464.9908926612,,,12464.9908926612,3451.3816690266785,,5.699905872344971,,,,5.450488060887437e-09,-47.574531847711754,0.0
70,18890.179812465656,0.0,5680000,11964.405583756063,4267.311387402799,-37.36199084990247,2.6948830509354593e-06,200,1.5933744634821778e-06,-37.36199084990247,14146.35841333401,-47.613050030340005,0.01,200,0.0,11964.40558375606,42506.71846669476,111229.5377151033,10,1.589560952197644e-06,18890.179812465656,7,0.0,70,0.01,14146.35841333401,10,70,111229.5377151033,11964.40558375606,14966.641339547814,11964.405583756063,7,14966.641339547814,4267.311387402799,0.0,5.7013630867004395,42506.71846669476,0.0,0.0,3.813511284533888e-09,-47.613050030340005,0.0
71,15401.788615213958,0.0,5760000,,3119.9118176604265,,4.791937499248888e-06,200,-2.5056672257051105e-06,,,-47.485696931096236,0.03,200,,,,73979.62119951023,,-2.512449782443582e-06,15401.788615213958,,0.0,71,0.03,,,71,73979.62119951023,,10758.190800270442,,,10758.190800270442,3119.9118176604265,,5.698913097381592,,,,6.782556738471612e-09,-47.485696931096236,0.0
72,16128.43740262536,0.0,5840000,,3562.4187374507283,,3.5779660265689017e-06,200,-6.631790938627091e-07,,,-42.68045887803734,0.03,200,,,,67090.8513325321,,-6.682457751594484e-07,16128.43740262536,,0.0,72,0.03,,,72,67090.8513325321,,12830.569686572855,,,12830.569686572855,3562.4187374507283,,5.698537349700928,,,,5.066681296739262e-09,-42.68045887803734,0.0
73,16620.52132084388,0.0,5920000,,3483.005518244569,,1.1282761079201009e-05,200,1.0601100939311436e-06,,,-45.860684174665685,0.015,200,,,,66250.40219565766,,1.044140617523226e-06,16620.52132084388,,0.0,73,0.015,,,73,66250.40219565766,,12493.098702617239,,,12493.098702617239,3483.005518244569,,5.699400901794434,,,,1.5969476407917682e-08,-45.860684174665685,0.0
74,17150.166600118162,0.0,6000000,,3003.874122299795,,1.0406301953480579e-05,200,-4.785206328961067e-07,,,-49.7192563396923,0.025,200,,,,94572.48463268408,,-4.932497290610627e-07,17150.166600118162,,0.0,74,0.025,,,74,94572.48463268408,,10803.090768699381,,,10803.090768699381,3003.874122299795,,5.6991119384765625,,,,1.472909616495599e-08,-49.7192563396923,0.0
75,16782.678673506955,0.0,6080000,,3769.4460451831983,,7.884794285928365e-06,200,-2.8252063657419058e-06,,,-52.49671259765083,0.005,200,,,,77011.37993437775,,-2.8363674573483877e-06,16782.678673506955,,0.0,75,0.005,,,75,77011.37993437775,,12758.67792129455,,,12758.67792129455,3769.4460451831983,,5.69677734375,,,,1.1161091606481932e-08,-52.49671259765083,0.0
76,17095.01261926053,0.0,6160000,,3842.581821351878,,1.1028581639038748e-06,200,-1.1121552461190731e-06,,,-53.24198000128647,0.02,200,,,,89856.46536183501,,-1.1136911552966922e-06,17095.01261926053,,0.0,76,0.02,,,76,89856.46536183501,,13236.412290036256,,,13236.412290036256,3842.581821351878,,5.6958537101745605,,,,1.5359091776190326e-09,-53.24198000128647,0.0
77,15904.760071075232,0.0,6240000,,3196.8506134260074,,2.608894419608987e-06,200,2.413272000012512e-07,,,-47.126509301191206,0.02,200,,,,80182.92499486818,,2.3763600154325104e-07,15904.760071075232,,0.0,77,0.02,,,77,80182.92499486818,,11289.63221959748,,,11289.63221959748,3196.8506134260074,,5.69596004486084,,,,3.6911984580001445e-09,-47.126509301191206,0.0
78,18266.44979778339,0.0,6320000,,4306.296586281848,,4.774894932779716e-06,200,-2.875639779631456e-07,,,-43.306183275957856,0.015,200,,,,86817.95935593633,,-2.9432993642330985e-07,18266.44979778339,,0.0,78,0.015,,,78,86817.95935593633,,15075.705556612014,,,15075.705556612014,4306.296586281848,,5.695740222930908,,,,6.765958460164256e-09,-43.306183275957856,0.0
79,14847.915174084683,0.0,6400000,,2938.7603088797873,,1.8125061615137383e-05,200,4.2535521771469575e-08,,,-52.22223452848876,0.01,200,,,,62253.25151858152,,1.684989037187279e-08,14847.915174084683,,0.0,79,0.01,,,79,62253.25151858152,,10048.785025203333,,,10048.785025203333,2938.7603088797873,,5.695771217346191,,,,2.5685631399596787e-08,-52.22223452848876,0.0
80,16932.635783590365,0.0,6480000,10094.20687868473,3374.382179557681,-37.30321962162539,2.748796532614506e-06,200,-1.093316654987575e-06,-37.30321962162539,11589.198237795921,-48.01931976723988,0.02,200,0.0,10094.20687868473,38702.16653190591,82771.55610111427,10,-1.0972214568027994e-06,16932.635783590365,8,0.0,80,0.02,11589.198237795921,10,80,82771.55610111427,10094.20687868473,11770.376937623325,10094.20687868473,8,11770.376937623325,3374.382179557681,0.0,5.694924354553223,38702.16653190591,0.0,0.0,3.904801815224346e-09,-48.01931976723988,0.0
81,16005.990307766639,0.0,6560000,,3272.2190922959276,,8.279892426799051e-06,200,1.4923842854841496e-06,,,-45.92318858795457,0.03,200,,,,79297.06642182966,,1.4806475974182831e-06,16005.990307766639,,0.0,81,0.03,,,81,79297.06642182966,,11603.1109954575,,,11603.1109954575,3272.2190922959276,,5.6960554122924805,,,,1.1736688065866474e-08,-45.92318858795457,0.0
82,17819.96283402401,0.0,6640000,,3787.473372247926,,4.497206646192353e-06,200,3.9375225924231927e-07,,,-51.556223805771744,0.025,200,,,,100125.68979882261,,3.874038725371065e-07,17819.96283402401,,0.0,82,0.025,,,82,100125.68979882261,,13001.626340438443,,,13001.626340438443,3787.473372247926,,5.696325778961182,,,,6.348386705212761e-09,-51.556223805771744,0.0
83,16407.173999701183,0.0,6720000,,3711.853728712536,,3.5109683267364744e-06,200,-2.533789029257605e-06,,,-45.915089439032435,0.015,200,,,,83042.4597112139,,-2.5387505502294516e-06,16407.173999701183,,0.0,83,0.015,,,83,83042.4597112139,,13243.444005017027,,,13243.444005017027,3711.853728712536,,5.694106578826904,,,,4.961520971846767e-09,-45.915089439032435,0.0
84,16304.799148976046,0.0,6800000,,3941.466555676018,,5.251568836683873e-06,200,1.133438104261586e-06,,,-50.740658619772326,0.025,200,,,,67688.19616236648,,1.1260024166404037e-06,16304.799148976046,,0.0,84,0.025,,,84,67688.19616236648,,13623.075549904821,,,13623.075549904821,3941.466555676018,,5.694931507110596,,,,7.4356876211822964e-09,-50.740658619772326,0.0
85,14332.71099366492,0.0,6880000,,2840.160826852709,,5.818415047542658e-06,200,1.5946594089655264e-07,,,-49.13361391568356,0.01,200,,,,74548.83541075683,,1.5123605123790185e-07,14332.71099366492,,0.0,85,0.01,,,85,74548.83541075683,,9982.933760613218,,,9982.933760613218,2840.160826852709,,5.695068836212158,,,,8.22988965865079e-09,-49.13361391568356,0.0
86,15945.14308388623,0.0,6960000,,3301.1926128644036,,1.9082639482803643e-05,200,2.3829093152016867e-06,,,-47.474804027863236,0.015,200,,,,69017.50872911944,,2.3558716293337056e-06,15945.14308388623,,0.0,86,0.015,,,86,69017.50872911944,,11711.306288253143,,,11711.306288253143,3301.1926128644036,,5.696833610534668,,,,2.7037685867981054e-08,-47.474804027863236,0.0
87,17363.02098585764,0.0,7040000,,3638.0684558970747,,6.624303750868421e-06,200,-3.3498977813906095e-07,,,-46.83874142944357,0.015,200,,,,69507.91843099771,,-3.4436499163348344e-07,17363.02098585764,,0.0,87,0.015,,,87,69507.91843099771,,12646.123406379402,,,12646.123406379402,3638.0684558970747,,5.696593761444092,,,,9.375213494422496e-09,-46.83874142944357,0.0
88,17515.640398705687,0.0,7120000,,3586.0746971317067,,0.009489180520176888,200,0.0004627009038813412,,,-44.37437427551839,0.01,200,,,,79263.50950918323,,0.00022556050680577755,17515.640398705687,,0.0,88,0.01,,,88,79263.50950918323,,12711.69408232085,,,12711.69408232085,3586.0746971317067,,5.732281684875488,,,,0.00023714039707556367,-44.37437427551839,0.0
89,18838.64064638997,0.0,7200000,,3395.343441103537,,1.0128767826245166e-05,200,-1.1034716180802207e-06,,,-55.35825595007757,0.04,200,,,,84409.4789586686,,-1.117796273319982e-06,18838.64064638997,,0.0,89,0.04,,,89,84409.4789586686,,12558.792410621638,,,12558.792410621638,3395.343441103537,,5.731659412384033,,,,1.4324655239761341e-08,-55.35825595007757,0.0
90,15909.91427774396,0.0,7280000,23501.765637477205,3094.7688233841072,-37.52251894958837,1.0394240234745666e-05,200,-2.3950199192768196e-06,-37.52251894958837,24487.97851816232,-47.59602384530886,0.065,200,0.1,23501.76563747722,68183.13500146908,66062.59963661572,10,-2.4097098503261805e-06,15909.91427774396,9,0.0,90,0.065,24487.97851816232,10,90,66062.59963661572,23501.76563747722,11307.121604004675,23501.765637477205,9,11307.121604004675,3094.7688233841072,0.0,5.730053901672363,68183.13500146908,0.1,0.0,1.4689931049360894e-08,-47.59602384530886,0.0
91,15402.647013439106,0.0,7360000,,2842.1849235006666,,1.534344301035162e-05,200,7.592994393235131e-07,,,-51.90803321181654,0.04,200,,,,75117.39730066888,,7.375800237241492e-07,15402.647013439106,,0.0,91,0.04,,,91,75117.39730066888,,10565.69056857448,,,10565.69056857448,2842.1849235006666,,5.730522155761719,,,,2.1719415599363856e-08,-51.90803321181654,0.0
92,18067.33287920792,0.0,7440000,,3309.587340764897,,5.243399755272549e-06,200,3.584289629543491e-07,,,-45.10364152835094,0.055,200,,,,78635.20095334745,,3.5101498951917165e-07,18067.33287920792,,0.0,92,0.055,,,92,78635.20095334745,,12445.901695984277,,,12445.901695984277,3309.587340764897,,5.730721473693848,,,,7.413973435177468e-09,-45.10364152835094,0.0
93,20042.934678959693,0.0,7520000,,4119.295118103713,,2.5260148959205253e-06,200,3.5422425526121515e-07,,,-46.51954932448585,0.035,200,,,,84871.75924562423,,3.5064940107076836e-07,20042.934678959693,,0.0,93,0.035,,,93,84871.75924562423,,14425.603876203917,,,14425.603876203917,4119.295118103713,,5.730928421020508,,,,3.5748541904467857e-09,-46.51954932448585,0.0
94,17430.59576625756,0.0,7600000,,3474.481591467521,,1.0652003766153939e-05,200,-2.189344314729169e-07,,,-50.21227733425561,0.025,200,,,,73462.81365409904,,-2.3400816928642598e-07,17430.59576625756,,0.0,94,0.025,,,94,73462.81365409904,,12475.568082436484,,,12475.568082436484,3474.481591467521,,5.730774402618408,,,,1.507373781350907e-08,-50.21227733425561,0.0
95,16389.946695091872,0.0,7680000,,3172.758190730682,,1.6367390344385058e-05,200,-1.875708449006197e-06,,,-45.08738137447582,0.015,200,,,,86963.04663480248,,-1.8988621377502568e-06,16389.946695091872,,0.0,95,0.015,,,95,86963.04663480248,,11404.914480298281,,,11404.914480298281,3172.758190730682,,5.72946310043335,,,,2.3153688744059764e-08,-45.08738137447582,0.0
96,17450.9862550056,0.0,7760000,,3036.192043098341,,9.300012607127428e-06,200,1.6949840073721134e-06,,,-52.213706965505125,0.04,200,,,,88058.49962411022,,1.68183555615542e-06,17450.9862550056,,0.0,96,0.04,,,96,88058.49962411022,,11031.785785001417,,,11031.785785001417,3036.192043098341,,5.73039436340332,,,,1.3148451216693502e-08,-52.213706965505125,0.0
97,14204.099819388019,0.0,7840000,,2834.545440244451,,1.5365851140813902e-05,200,-2.6117859874830174e-07,,,-45.66697920671318,0.025,200,,,,54588.89248959497,,-2.829252139235905e-07,14204.099819388019,,0.0,97,0.025,,,97,54588.89248959497,,10013.187520083324,,,10013.187520083324,2834.545440244451,,5.730225086212158,,,,2.1746615175288753e-08,-45.66697920671318,0.0
98,18464.752753866054,0.0,7920000,,3536.120309678896,,1.0541676601860672e-05,200,-3.789675702137174e-06,,,-51.477058286524006,0.05,200,,,,96168.36536271729,,-3.8045977817091625e-06,18464.752753866054,,0.0,98,0.05,,,98,96168.36536271729,,12788.149840759368,,,12788.149840759368,3536.120309678896,,5.726990222930908,,,,1.4922079571988434e-08,-51.477058286524006,0.0
99,21171.807313515983,0.0,8000000,,4422.7646848494105,,6.159063104860252e-06,200,2.386041444424336e-07,,,-43.69277392714827,0.035,200,,,,91133.4452174471,,2.2989286208030535e-07,21171.807313515983,,0.0,99,0.035,,,99,91133.4452174471,,16026.951516864117,,,16026.951516864117,4422.7646848494105,,5.727158546447754,,,,8.711282362128259e-09,-43.69277392714827,0.0
100,16298.975128691396,0.0,8080000,26056.418868288994,3030.2608310867054,-29.651512219636967,9.36906690185424e-06,200,4.082085524714785e-06,-29.651512219636967,19240.256528304442,-48.74046322208108,0.035,200,0.1,26056.418868289,64435.1884539967,86447.63107878785,10,4.068823727720883e-06,16298.975128691396,10,0.0,100,0.035,19240.256528304442,10,100,86447.63107878785,26056.418868289,11063.600316523647,26056.418868288994,10,11063.600316523647,3030.2608310867054,0.0,5.731934070587158,64435.1884539967,0.1,0.0,1.3261796993901953e-08,-48.74046322208108,0.0
101,17150.194040399823,0.0,8160000,,3036.829014546193,,4.558235104923369e-06,200,-2.2978540528129088e-06,,,-48.95620422789629,0.045,200,,,,106056.14876550724,,-2.3043062356009614e-06,17150.194040399823,,0.0,101,0.045,,,101,106056.14876550724,,10781.265799690049,,,10781.265799690049,3036.829014546193,,5.7301177978515625,,,,6.452182788052596e-09,-48.95620422789629,0.0
102,18976.459954048823,0.0,8240000,,4161.064903002807,,9.235899597115349e-06,200,-7.387628784272238e-07,,,-52.604334651662604,0.005,200,,,,74668.439621349,,-7.518181632804044e-07,18976.459954048823,,0.0,102,0.005,,,102,74668.439621349,,15185.121654153392,,,15185.121654153392,4161.064903002807,,5.729630470275879,,,,1.3055284853180638e-08,-52.604334651662604,0.0
103,16845.55389508614,0.0,8320000,,3500.2478216489217,,3.0365064958459698e-05,200,-2.9523569082812173e-06,,,-48.57213477912129,0.03,200,,,,70366.76233042656,,-2.9953748708066996e-06,16845.55389508614,,0.0,103,0.03,,,103,70366.76233042656,,12632.658192345807,,,12632.658192345807,3500.2478216489217,,5.727459907531738,,,,4.301796252548229e-08,-48.57213477912129,0.0
104,19452.793642956593,0.0,8400000,,4600.02483460771,,3.0720279937668238e-06,200,8.862262035336244e-08,,,-52.27459359073014,0.035,200,,,,82973.4758085123,,8.426368225400438e-08,19452.793642956593,,0.0,104,0.035,,,104,82973.4758085123,,16382.280138932076,,,16382.280138932076,4600.02483460771,,5.727516174316406,,,,4.358938099358056e-09,-52.27459359073014,0.0
105,17429.99406702099,0.0,8480000,,3423.669405808309,,1.5169163816608489e-05,200,1.1317597454763018e-06,,,-50.71087944135055,0.045,200,,,,116827.78344613976,,1.1102780490546138e-06,17429.99406702099,,0.0,105,0.045,,,105,116827.78344613976,,11850.24833295976,,,11850.24833295976,3423.669405808309,,5.728202819824219,,,,2.1481696421687957e-08,-50.71087944135055,0.0
106,19614.44326515588,0.0,8560000,,3849.476107304006,,5.366659024730325e-06,200,-8.8779995621735e-07,,,-49.65608163652494,0.02,200,,,,96987.20765027679,,-8.954012855610927e-07,19614.44326515588,,0.0,106,0.02,,,106,96987.20765027679,,13873.338450364434,,,13873.338450364434,3849.476107304006,,5.7276153564453125,,,,7.601329343742691e-09,-49.65608163652494,0.0
107,18942.217555120656,0.0,8640000,,3455.5568914981686,,8.42926965560764e-06,200,-7.838841042939748e-07,,,-48.37434992748278,0.04,200,,,,85491.58418686788,,-7.95827531874238e-07,18942.217555120656,,0.0,107,0.04,,,107,85491.58418686788,,12395.271589456368,,,12395.271589456368,3455.5568914981686,,5.727056980133057,,,,1.1943427580263233e-08,-48.37434992748278,0.0
108,19466.632698411984,0.0,8720000,,3842.0072041720123,,8.636774509795941e-06,200,-1.9703102225321345e-06,,,-53.614311273970316,0.045,200,,,,93335.12213028755,,-1.982546336876112e-06,19466.632698411984,,0.0,108,0.045,,,108,93335.12213028755,,13857.477292570598,,,13857.477292570598,3842.0072041720123,,5.725611686706543,,,,1.2236114343977533e-08,-53.614311273970316,0.0
109,16940.05171858984,0.0,8800000,,3741.1026754816016,,2.391592261119513e-06,200,-1.1357853679783148e-07,,,-47.677817541638156,0.035,200,,,,96586.20475893593,,-1.1694864809896899e-07,16940.05171858984,,0.0,109,0.035,,,109,96586.20475893593,,13266.78543830364,,,13266.78543830364,3741.1026754816016,,5.725555419921875,,,,3.3701113011375128e-09,-47.677817541638156,0.0
110,18878.388254453155,0.0,8880000,27520.04678104251,4063.0097841682027,-23.644478480127127,1.968589913303731e-06,200,3.4017344319181575e-07,-23.644478480127127,22962.784411414796,-50.37067721188526,0.025,200,0.0,27520.04678104251,71108.68039473622,81644.35422548484,10,3.373907588866132e-07,18878.388254453155,11,0.0,110,0.025,22962.784411414796,10,110,81644.35422548484,27520.04678104251,14892.105606041077,27520.04678104251,11,14892.105606041077,4063.0097841682027,0.0,5.725796699523926,71108.68039473622,0.0,0.0,2.782684305202565e-09,-50.37067721188526,0.0
111,19509.00130700016,0.0,8960000,,4361.910170885066,,9.487620991421863e-05,200,-6.7280998337082565e-06,,,-49.80962732158973,0.03,200,,,,81494.46945758355,,-6.863270300527802e-06,19509.00130700016,,0.0,111,0.03,,,111,81494.46945758355,,15529.576022012032,,,15529.576022012032,4361.910170885066,,5.716972351074219,,,,1.3517046681954525e-07,-49.80962732158973,0.0
112,17299.807109221332,0.0,9040000,,3679.7970178235623,,3.1158008368947776e-06,200,7.765900704725937e-07,,,-49.38360627388147,0.055,200,,,,72707.01550993163,,7.721817496531003e-07,17299.807109221332,,0.0,112,0.055,,,112,72707.01550993163,,13136.943811990603,,,13136.943811990603,3679.7970178235623,,5.71751594543457,,,,4.408320819493383e-09,-49.38360627388147,0.0
113,17677.461752915195,0.0,9120000,,4220.020515541764,,3.0399812658288283e-06,200,-1.8845851172955008e-06,,,-51.81970641720261,0.07,200,,,,69282.00228661657,,-1.8889058992499486e-06,17677.461752915195,,0.0,113,0.07,,,113,69282.00228661657,,15361.426858035475,,,15361.426858035475,4220.020515541764,,5.716146469116211,,,,4.320781954447739e-09,-51.81970641720261,0.0
114,19726.389855562906,0.0,9200000,,4247.204653541516,,1.2015489119221456e-05,200,-1.334688477072632e-06,,,-46.40004577757579,0.025,200,,,,90059.96598465326,,-1.3516821582015837e-06,19726.389855562906,,0.0,114,0.025,,,114,90059.96598465326,,15183.572767275895,,,15183.572767275895,4247.204653541516,,5.7152934074401855,,,,1.699368112895172e-08,-46.40004577757579,0.0
115,19049.04074835997,0.0,9280000,,4082.9291611181666,,7.087327048793668e-06,200,2.1891205506108236e-06,,,-48.633982707978404,0.025,200,,,,105754.09587686726,,2.17908723243454e-06,19049.04074835997,,0.0,115,0.025,,,115,105754.09587686726,,14213.490049561286,,,14213.490049561286,4082.9291611181666,,5.7169694900512695,,,,1.0033318176283501e-08,-48.633982707978404,0.0
116,19656.92055452494,0.0,9360000,,4516.000930464412,,3.5242223930254113e-06,200,-2.603157440717041e-07,,,-45.83991488741354,0.035,200,,,,91414.58283852617,,-2.653052320056304e-07,19656.92055452494,,0.0,116,0.035,,,116,91414.58283852617,,16335.401495956723,,,16335.401495956723,4516.000930464412,,5.716797351837158,,,,4.989487933926284e-09,-45.83991488741354,0.0
117,19118.648479969146,0.0,9440000,,4000.8931605873577,,4.728378371510189e-06,200,1.5731008318198292e-07,,,-45.93317939475889,0.05,200,,,,113500.23759676664,,1.5061338842770056e-07,19118.648479969146,,0.0,117,0.05,,,117,113500.23759676664,,14218.322835819761,,,14218.322835819761,4000.8931605873577,,5.716883659362793,,,,6.696694754282362e-09,-45.93317939475889,0.0
118,20768.02673638977,0.0,9520000,,4119.904852860639,,3.4946774576383177e-06,200,1.8091080846716068e-06,,,-50.30561055414827,0.05,200,,,,100065.26586866245,,1.8041595239992603e-06,20768.02673638977,,0.0,118,0.05,,,118,100065.26586866245,,14446.70266963577,,,14446.70266963577,4119.904852860639,,5.7178473472595215,,,,4.9485606723465025e-09,-50.30561055414827,0.0
