MetaTrain/Average/Alpha,MetaTest/hammer-v1/AverageDiscountedReturn,MetaTest/hammer-v1/TerminationRate,TotalEnvSteps,MetaTest/hammer-v1/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/hammer-v1/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/hammer-v1/MinReturn,MetaTest/hammer-v1/MaxReturn,MetaTest/hammer-v1/Iteration,MetaTest/hammer-v1/SuccessRate,MetaTest/hammer-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss
nan,-17.435392114049414,0.0,752000,10,0.0,4.221691668963729,-20.850117,22,64.856125,-89074.63,-24.369842160835997,-17.435392114049414,-24.369842160835997,-10.304571308101503,22,0.0,-17.435392114049414,4.221691668963729,-17.435392114049414,10,-10.304571308101503,0.0,20165556.0
nan,-28.013015098815572,0.0,776000,10,0.0,5.714305418178457,-21.47741,23,103.09371,-115656.83,-43.10928926213694,-28.013015098815583,-43.10928926213694,-21.83766830541026,23,0.0,-28.013015098815583,5.714305418178457,-28.013015098815572,10,-21.83766830541026,0.0,31249188.0
nan,-17.59588287227637,0.0,800000,10,0.0,12.1943576892316,-22.486675,24,74.3678,-134437.23,-37.7576145686653,-17.59588287227637,-37.7576145686653,4.166912965597889,24,0.0,-17.59588287227637,12.1943576892316,-17.59588287227637,10,4.166912965597889,0.0,39374104.0
nan,-16.637134568308042,0.0,824000,10,0.0,11.66125612164904,-23.165598,25,50.243366,-166145.92,-35.248188974625954,-16.637134568308042,-35.248188974625954,-1.4062559600934104,25,0.0,-16.637134568308042,11.66125612164904,-16.637134568308042,10,-1.4062559600934104,0.0,58534716.0
nan,227.77206365267935,0.0,848000,10,0.0,763.9186893993739,-23.89032,26,54.546368,-219281.27,-39.9363961174474,227.77206365267938,-39.9363961174474,2519.403140447605,26,0.0,227.77206365267938,763.9186893993739,227.77206365267935,10,2519.403140447605,0.0,74009736.0
nan,-22.13866424030258,0.0,872000,10,0.0,9.69523564628071,-25.113636,27,113.61224,-283927.28,-37.4064933567973,-22.138664240302592,-37.4064933567973,-3.3809330759290748,27,0.0,-22.138664240302592,9.69523564628071,-22.13866424030258,10,-3.3809330759290748,0.0,93636770.0
nan,-24.189336176697303,0.0,896000,10,0.0,11.175443678492966,-25.73734,28,57.742626,-337600.25,-40.50369228669707,-24.1893361766973,-40.50369228669707,-8.869410441850519,28,0.0,-24.1893361766973,11.175443678492966,-24.189336176697303,10,-8.869410441850519,0.0,117493040.0
nan,-18.425538571006207,0.0,920000,10,0.0,19.054007332898095,-27.065144,29,95.67836,-396376.75,-66.16919297174974,-18.4255385710062,-66.16919297174974,5.324092379936388,29,0.1,-18.4255385710062,19.054007332898095,-18.425538571006207,10,5.324092379936388,0.1,140821660.0
nan,-39.20271206398102,0.0,944000,10,0.0,10.946838693402329,-27.552914,30,115.29877,-487594.78,-56.61550215658174,-39.20271206398101,-56.61550215658174,-16.930633654350764,30,0.0,-39.20271206398101,10.946838693402329,-39.20271206398102,10,-16.930633654350764,0.0,158771550.0
nan,-29.55132155406114,0.0,968000,10,0.0,14.705466863427942,-26.84582,31,139.15163,-525654.4,-63.799474192083245,-29.551321554061133,-63.799474192083245,-10.496062305961752,31,0.0,-29.551321554061133,14.705466863427942,-29.55132155406114,10,-10.496062305961752,0.0,138950980.0
nan,-16.209417682097527,0.0,992000,10,0.0,5.024095160157936,-26.97417,32,102.79783,-484465.22,-23.034970040142362,-16.209417682097527,-23.034970040142362,-7.157038051300821,32,0.0,-16.209417682097527,5.024095160157936,-16.209417682097527,10,-7.157038051300821,0.0,133505160.0
nan,-38.51080678584857,0.0,1016000,10,0.0,23.07860191509918,-27.003658,33,129.85567,-530483.44,-82.02275895109196,-38.51080678584858,-82.02275895109196,12.39507511077056,33,0.2,-38.51080678584858,23.07860191509918,-38.51080678584857,10,12.39507511077056,0.2,143040320.0
nan,-45.346790410260425,0.0,1040000,10,0.0,14.711681636147896,-24.816385,34,165.56404,-537063.3,-69.71256548397261,-45.346790410260404,-69.71256548397261,-16.02437400143977,34,0.3,-45.346790410260404,14.711681636147896,-45.346790410260425,10,-16.02437400143977,0.3,108952150.0
nan,-19.485697889788035,0.0,1064000,10,0.0,11.279308870500078,-24.541937,35,87.9978,-444557.6,-46.79513988524871,-19.48569788978804,-46.79513988524871,-3.470338307814051,35,0.0,-19.48569788978804,11.279308870500078,-19.485697889788035,10,-3.470338307814051,0.0,86227740.0
nan,-16.517806068886426,0.0,1088000,10,0.0,18.942443440294653,-23.43013,36,261.56735,-333033.53,-39.06730452401198,-16.517806068886422,-39.06730452401198,31.947848356598882,36,0.0,-16.517806068886422,18.942443440294653,-16.517806068886426,10,31.947848356598882,0.0,56868644.0
nan,-25.73541362916489,0.0,1112000,10,0.0,20.250272773304417,-21.390034,37,337.58374,-269582.56,-46.32296732862024,-25.73541362916489,-46.32296732862024,17.851740356294368,37,0.0,-25.73541362916489,20.250272773304417,-25.73541362916489,10,17.851740356294368,0.0,22856676.0
nan,-27.92804363472107,0.0,1136000,10,0.0,5.063879579397723,-20.700743,38,284.00858,-228658.66,-41.29718182474244,-27.92804363472108,-41.29718182474244,-22.758753444056207,38,0.0,-27.92804363472108,5.063879579397723,-27.92804363472107,10,-22.758753444056207,0.0,5735573.5
nan,-31.496826348117263,0.0,1160000,10,0.0,3.6862410798114817,-19.56102,39,168.3993,-180210.11,-37.47324070317123,-31.49682634811726,-37.47324070317123,-25.92343047126566,39,0.0,-31.49682634811726,3.6862410798114817,-31.496826348117263,10,-25.92343047126566,0.0,2856690.8
nan,-53.24303471250884,0.0,1184000,10,0.0,21.42850314995214,-19.060577,40,276.9201,-136644.39,-82.64348685687452,-53.24303471250884,-82.64348685687452,-28.29155111184159,40,0.0,-53.24303471250884,21.42850314995214,-53.24303471250884,10,-28.29155111184159,0.0,3459984.2
nan,-61.9473226944631,0.0,1208000,10,0.0,5.534551685395389,-19.290062,41,336.74716,-90288.11,-72.98514872020601,-61.94732269446308,-72.98514872020601,-54.73649384366986,41,0.0,-61.94732269446308,5.534551685395389,-61.9473226944631,10,-54.73649384366986,0.0,6774390.0
nan,-70.36913503951322,0.0,1232000,10,0.0,10.13343044049203,-17.65663,42,202.99297,-57962.938,-83.02206343296766,-70.36913503951322,-83.02206343296766,-54.56214700526958,42,0.0,-70.36913503951322,10.13343044049203,-70.36913503951322,10,-54.56214700526958,0.0,6296444.0
nan,-67.82762637340932,0.0,1256000,10,0.0,8.209287731744643,-17.392822,43,241.33263,-26060.064,-80.59497820944163,-67.82762637340933,-80.59497820944163,-57.56993835291787,43,0.0,-67.82762637340933,8.209287731744643,-67.82762637340932,10,-57.56993835291787,0.0,6045714.0
nan,-85.0219455519701,0.0,1280000,10,0.0,4.638923100450318,-19.225267,44,278.40625,-11606.43,-90.4329896937129,-85.0219455519701,-90.4329896937129,-74.69422887061587,44,0.0,-85.0219455519701,4.638923100450318,-85.0219455519701,10,-74.69422887061587,0.0,51083624.0
nan,-24.709063668281015,0.0,1304000,10,0.0,20.173359375014858,-22.852087,45,297.49777,-76348.68,-52.25306611459585,-24.709063668280997,-52.25306611459585,26.384335336157186,45,0.0,-24.709063668280997,20.173359375014858,-24.709063668281015,10,26.384335336157186,0.0,120550936.0
nan,-38.80140998429606,0.0,1328000,10,0.0,25.607113069928836,-26.664715,46,116.353745,-184658.11,-104.69272426181301,-38.80140998429604,-104.69272426181301,-10.73626565851042,46,0.0,-38.80140998429604,25.607113069928836,-38.80140998429606,10,-10.73626565851042,0.0,158265460.0
nan,1414.7225208288357,0.0,1352000,10,0.0,4344.519667201617,-27.068817,47,205.29681,-252713.2,-85.18485978239798,1414.7225208288353,-85.18485978239798,14448.088588970124,47,0.0,1414.7225208288353,4344.519667201617,1414.7225208288357,10,14448.088588970124,0.0,165830610.0
nan,-30.35010406782132,0.0,1376000,10,0.0,55.446711318038666,-26.693512,48,301.11438,-285548.8,-85.95393627883495,-30.350104067821313,-85.95393627883495,113.52402797974814,48,0.0,-30.350104067821313,55.446711318038666,-30.35010406782132,10,113.52402797974814,0.0,202471970.0
nan,-69.49737795322639,0.0,1400000,10,0.0,46.77568291184559,-26.550703,49,2335.9968,-213577.44,-134.43823609116592,-69.49737795322636,-134.43823609116592,3.8825349999214063,49,0.0,-69.49737795322636,46.77568291184559,-69.49737795322639,10,3.8825349999214063,0.0,158680000.0
nan,-46.864245122833935,0.0,1424000,10,0.0,7.079362089585943,-31.70894,50,34745.023,24034.508,-60.844412295820554,-46.864245122833935,-60.844412295820554,-37.96634091200963,50,0.0,-46.864245122833935,7.079362089585943,-46.864245122833935,10,-37.96634091200963,0.0,42969070.0
nan,-46.50582152354046,0.0,1448000,10,0.0,8.390271417556042,-33.18209,51,50553.05,57152.55,-61.463455512241694,-46.50582152354046,-61.463455512241694,-34.442264572903014,51,0.0,-46.50582152354046,8.390271417556042,-46.50582152354046,10,-34.442264572903014,0.0,14064754.0
nan,-49.781925214790206,0.0,1472000,10,0.0,17.237368377883623,-16.194561,52,18914.633,36884.875,-74.68271649500333,-49.78192521479018,-74.68271649500333,-18.85543932071096,52,0.0,-49.78192521479018,17.237368377883623,-49.781925214790206,10,-18.85543932071096,0.0,147163.44
nan,-94.0667560911116,0.0,1496000,10,0.0,9.166568025289225,-32.899208,53,11274.354,-69688.71,-106.07627833429174,-94.06675609111161,-106.07627833429174,-76.58811982618612,53,0.0,-94.06675609111161,9.166568025289225,-94.0667560911116,10,-76.58811982618612,0.0,98191090.0
nan,-80.36984155998587,0.0,1520000,10,0.0,22.071293562650713,-37.55278,54,46969.03,120926.195,-105.11264202917664,-80.36984155998584,-105.11264202917664,-21.26229006005835,54,0.0,-80.36984155998584,22.071293562650713,-80.36984155998587,10,-21.26229006005835,0.0,6015052.5
nan,-93.7139914757901,0.0,1544000,10,0.0,11.988288186614271,-37.5853,55,24173.83,82269.25,-107.4876910169682,-93.71399147579011,-107.4876910169682,-75.23769084733226,55,0.0,-93.71399147579011,11.988288186614271,-93.7139914757901,10,-75.23769084733226,0.0,70968.7
nan,-53.011263931807356,0.0,1568000,10,0.0,14.688370149407806,-37.54018,56,12089.403,47824.46,-85.07148945429608,-53.01126393180736,-85.07148945429608,-31.523002235141433,56,0.0,-53.01126393180736,14.688370149407806,-53.011263931807356,10,-31.523002235141433,0.0,44416.383
nan,-68.12880175919818,0.0,1592000,10,0.0,8.779589950195462,-37.08646,57,3833.03,26725.477,-85.8056738388577,-68.1288017591982,-85.8056738388577,-52.49410255487558,57,0.0,-68.1288017591982,8.779589950195462,-68.12880175919818,10,-52.49410255487558,0.0,42366.938
nan,-49.07826648905964,0.0,1616000,10,0.0,15.057821357842808,-21.5385,58,516.3548,17123.057,-71.88656491539015,-49.078266489059615,-71.88656491539015,-31.047667919059435,58,0.0,-49.078266489059615,15.057821357842808,-49.07826648905964,10,-31.047667919059435,0.0,13759.508
nan,-77.3043078624251,0.0,1640000,10,0.0,8.654036502202032,-0.90334934,59,1715.8491,12180.392,-100.99797598221879,-77.30430786242512,-100.99797598221879,-69.68882209119084,59,0.0,-77.30430786242512,8.654036502202032,-77.3043078624251,10,-69.68882209119084,0.0,66980.375
nan,-64.23818518272554,0.0,1664000,10,0.0,9.3727327831315,2.0870938,60,211.78163,8456.597,-72.73783254805683,-64.23818518272556,-72.73783254805683,-38.98686335100083,60,0.0,-64.23818518272556,9.3727327831315,-64.23818518272554,10,-38.98686335100083,0.0,9450.36
nan,-65.7727503877151,0.0,1688000,10,0.0,28.165093415950327,0.5427851,61,3495.2974,6251.619,-101.42394842448897,-65.77275038771509,-101.42394842448897,-31.13625192728674,61,0.0,-65.77275038771509,28.165093415950327,-65.7727503877151,10,-31.13625192728674,0.0,51944.957
nan,-41.44391128655763,0.0,1712000,10,0.0,6.111327265543403,1.457045,62,1214.6826,5676.275,-53.56746014295718,-41.443911286557636,-53.56746014295718,-32.577821838993614,62,0.0,-41.443911286557636,6.111327265543403,-41.44391128655763,10,-32.577821838993614,0.0,17609.139
nan,-38.549734571734106,0.0,1736000,10,0.0,7.5463339842719614,0.39071655,63,528.2302,3524.74,-50.212808199059275,-38.549734571734106,-50.212808199059275,-29.166223548583766,63,0.0,-38.549734571734106,7.5463339842719614,-38.549734571734106,10,-29.166223548583766,0.0,18348.08
nan,-40.37700545202039,0.0,1760000,10,0.0,7.937458200210855,-0.6099752,64,295.09015,2924.2412,-52.69027291370223,-40.377005452020384,-52.69027291370223,-27.198698488003604,64,0.0,-40.377005452020384,7.937458200210855,-40.37700545202039,10,-27.198698488003604,0.0,26314.004
nan,-32.07682652291053,0.0,1784000,10,0.0,6.428047990662876,-1.5668824,65,264.52637,2191.243,-42.53371794340423,-32.07682652291052,-42.53371794340423,-21.256771352402133,65,0.0,-32.07682652291052,6.428047990662876,-32.07682652291053,10,-21.256771352402133,0.0,41448.29
nan,-33.18317984466283,0.0,1808000,10,0.0,4.582814183114716,-2.5804155,66,136.01686,1156.155,-41.387907538603145,-33.18317984466283,-41.387907538603145,-24.400401334000687,66,0.0,-33.18317984466283,4.582814183114716,-33.18317984466283,10,-24.400401334000687,0.0,57536.566
nan,-29.92032446895476,0.0,1832000,10,0.0,5.761527911308499,-2.9139879,67,216.73997,387.63785,-37.387496583650716,-29.92032446895476,-37.387496583650716,-17.14174616812121,67,0.0,-29.92032446895476,5.761527911308499,-29.92032446895476,10,-17.14174616812121,0.0,78966.16
nan,-42.026966018454665,0.0,1856000,10,0.0,8.37471880696448,-3.9110806,68,234.98293,-942.636,-60.03889166951712,-42.026966018454665,-60.03889166951712,-32.4935563150539,68,0.0,-42.026966018454665,8.37471880696448,-42.026966018454665,10,-32.4935563150539,0.0,119077.13
nan,-47.601255466229006,0.0,1880000,10,0.0,22.01166526373662,-3.993985,69,618.1731,-2259.0566,-80.52647549434413,-47.60125546622903,-80.52647549434413,-19.338590904351193,69,0.0,-47.60125546622903,22.01166526373662,-47.601255466229006,10,-19.338590904351193,0.0,152601.27
nan,-36.955457795875056,0.0,1904000,10,0.0,14.44992005006189,-3.7538002,70,186.27002,-3333.406,-57.39397721303869,-36.95545779587505,-57.39397721303869,-16.08307872053842,70,0.0,-36.95545779587505,14.44992005006189,-36.955457795875056,10,-16.08307872053842,0.0,181849.06
nan,-39.480975712224705,0.0,1928000,10,0.0,10.30272015790637,-3.371088,71,70.41776,-4340.628,-60.89171333537247,-39.48097571222471,-60.89171333537247,-29.692806106418654,71,0.0,-39.48097571222471,10.30272015790637,-39.480975712224705,10,-29.692806106418654,0.0,212651.48
nan,105.96925157389053,0.0,1952000,10,0.0,471.1594835277286,-3.5698392,72,55.090694,-4873.9556,-104.856037441763,105.96925157389057,-104.856037441763,1517.0299815257572,72,0.0,105.96925157389057,471.1594835277286,105.96925157389053,10,1517.0299815257572,0.0,266320.84
nan,-39.33627572204045,0.0,1976000,10,0.0,14.892597714964774,-4.331038,73,52.67264,-5166.277,-69.19484975180929,-39.33627572204045,-69.19484975180929,-24.124615842214777,73,0.0,-39.33627572204045,14.892597714964774,-39.33627572204045,10,-24.124615842214777,0.0,342575.5
nan,-28.61184579982113,0.0,2000000,10,0.0,10.193114810749952,-4.3786287,74,57.778305,-4920.852,-40.79060295146138,-28.61184579982113,-40.79060295146138,-5.861340356042344,74,0.0,-28.61184579982113,10.193114810749952,-28.61184579982113,10,-5.861340356042344,0.0,392972.8
nan,-38.796984922907455,0.0,2024000,10,0.0,18.093237821866907,-4.163167,75,77.283936,-4797.286,-84.22803402749341,-38.796984922907455,-84.22803402749341,-19.456068623777274,75,0.0,-38.796984922907455,18.093237821866907,-38.796984922907455,10,-19.456068623777274,0.0,381706.75
nan,-53.67863932449933,0.0,2048000,10,0.0,30.751693912917517,-4.582979,76,120.52947,-4690.96,-128.06060336348554,-53.678639324499315,-128.06060336348554,-22.69069145800342,76,0.0,-53.678639324499315,30.751693912917517,-53.67863932449933,10,-22.69069145800342,0.0,388264.88
nan,-80.2254706694293,0.0,2072000,10,0.0,37.9829936664855,-5.285451,77,123.3716,-4752.814,-125.24520932617246,-80.2254706694293,-125.24520932617246,-21.07878156917473,77,0.0,-80.2254706694293,37.9829936664855,-80.2254706694293,10,-21.07878156917473,0.0,448243.66
nan,3571.160501284982,0.0,2096000,10,0.0,11003.008347994859,-5.4033074,78,156.72852,-5231.593,-121.83501947188155,3571.1605012849845,-121.83501947188155,36580.1193366008,78,0.0,3571.1605012849845,11003.008347994859,3571.160501284982,10,36580.1193366008,0.0,518233.9
nan,-50.69937523372963,0.0,2120000,10,0.0,28.07876100516437,-5.7598987,79,78.143684,-6026.3174,-104.16611264405519,-50.699375233729626,-104.16611264405519,-18.71149084613448,79,0.0,-50.699375233729626,28.07876100516437,-50.69937523372963,10,-18.71149084613448,0.0,596955.1
nan,-43.2414859571157,0.0,2144000,10,0.0,18.89296440949281,-6.6920896,80,52.280087,-6878.129,-90.28285898791202,-43.241485957115685,-90.28285898791202,-23.83463480795858,80,0.0,-43.241485957115685,18.89296440949281,-43.2414859571157,10,-23.83463480795858,0.0,714692.1
nan,-49.091289089794266,0.0,2168000,10,0.0,21.713245810621515,-7.908582,81,48.07363,-7852.077,-99.2910130501203,-49.091289089794266,-99.2910130501203,-25.33596433399465,81,0.0,-49.091289089794266,21.713245810621515,-49.091289089794266,10,-25.33596433399465,0.0,987009.44
nan,3312.203779754923,0.0,2192000,10,0.0,10128.649246345427,-8.0075,82,61.904243,-8682.407,-105.99883044871986,3312.2037797549283,-105.99883044871986,33698.00386173001,82,0.0,3312.2037797549283,10128.649246345427,3312.203779754923,10,33698.00386173001,0.0,1215958.2
nan,1455.3359601872082,0.0,2216000,10,0.0,4567.742428998346,-8.701074,83,199.82243,-8718.897,-96.94095530279701,1455.3359601872073,-96.94095530279701,15158.30913533467,83,0.0,1455.3359601872073,4567.742428998346,1455.3359601872082,10,15158.30913533467,0.0,1504411.4
nan,-60.008459941756826,0.0,2240000,10,0.0,19.28389987183299,-8.70109,84,1317.42,-8496.962,-80.23853108284813,-60.00845994175681,-80.23853108284813,-30.70618951723516,84,0.0,-60.00845994175681,19.28389987183299,-60.008459941756826,10,-30.70618951723516,0.0,1780276.5
nan,4162.054470168199,0.0,2264000,10,0.0,11574.094831613935,-9.017917,85,868.65356,-9326.233,-111.61907473677374,4162.0544701681965,-111.61907473677374,38756.71209329234,85,0.0,4162.0544701681965,11574.094831613935,4162.054470168199,10,38756.71209329234,0.0,1881642.0
nan,-53.723921787318076,0.0,2288000,10,0.0,37.86042373012404,-9.215315,86,395.44666,-9199.516,-92.7452341780326,-53.72392178731807,-92.7452341780326,29.603140768409453,86,0.0,-53.72392178731807,37.86042373012404,-53.723921787318076,10,29.603140768409453,0.0,1958245.5
nan,708.3815540424791,0.0,2312000,10,0.0,1538.947418605676,-10.07781,87,208.41594,-9645.685,-79.30713956896221,708.3815540424794,-79.30713956896221,4212.527885908664,87,0.0,708.3815540424794,1538.947418605676,708.3815540424791,10,4212.527885908664,0.0,2069234.1
nan,782.8858457677428,0.0,2336000,10,0.0,2488.4523835555856,-10.74983,88,201.43582,-10460.856,-76.43964538493655,782.8858457677428,-76.43964538493655,8248.098415329656,88,0.0,782.8858457677428,2488.4523835555856,782.8858457677428,10,8248.098415329656,0.0,2255480.2
nan,745.762795116099,0.0,2360000,10,0.0,2343.7907336300377,-11.428029,89,179.11166,-11833.238,-66.63071699489281,745.7627951161,-66.63071699489281,7776.646172784676,89,0.0,745.7627951161,2343.7907336300377,745.762795116099,10,7776.646172784676,0.0,2438126.5
nan,-44.992405792479616,0.0,2384000,10,0.0,18.824233305253006,-10.665693,90,1436.0792,-9637.804,-83.18988371186731,-44.99240579247961,-83.18988371186731,-19.499378168178954,90,0.0,-44.99240579247961,18.824233305253006,-44.992405792479616,10,-19.499378168178954,0.0,2260508.8
nan,-57.30747390284752,0.0,2408000,10,0.0,23.874979032051925,-6.652353,91,3452.646,932.7821,-82.12791917173497,-57.307473902847526,-82.12791917173497,-5.584736278250375,91,0.0,-57.307473902847526,23.874979032051925,-57.30747390284752,10,-5.584736278250375,0.0,1350899.4
nan,-17.58809173173706,0.0,2432000,10,0.0,20.83009315925095,-8.804156,92,1611.3383,-1588.3931,-44.6682378022544,-17.588091731737055,-44.6682378022544,30.796833079489595,92,0.0,-17.588091731737055,20.83009315925095,-17.58809173173706,10,30.796833079489595,0.0,1683314.2
