TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/hammer-v1/Iteration,MetaTest/hammer-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/hammer-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTest/hammer-v1/StdReturn,MetaTrain/Average/Alpha,MetaTest/hammer-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/hammer-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/SuccessRate,MetaTest/hammer-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/hammer-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/hammer-v1/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss
896000,10,28,1498.578931691776,3884.5449817184253,10,-41.47349318339406,3884.5449817184253,nan,0.0,1498.578931691776,1498.578931691776,28,-41.47349318339406,-16.30114,0.0,12981.823122039475,4116073.0,1498.578931691776,12981.823122039475,0.0,0.0,22.438528,-69076.16
920000,10,29,23.88459514805325,165.15301796124882,10,-54.69169347339104,165.15301796124882,nan,0.0,23.884595148053243,23.88459514805325,29,-54.69169347339104,-17.312668,0.0,512.9828564777071,4725680.0,23.884595148053243,512.9828564777071,0.0,0.0,33.745632,-76568.15
944000,10,30,129.69963330242086,480.7148708931148,10,-51.91122832609926,480.7148708931148,nan,0.0,129.69963330242086,129.69963330242086,30,-51.91122832609926,-17.23192,0.0,1571.4975443266546,4603990.0,129.69963330242086,1571.4975443266546,0.0,0.0,59.17495,-89662.05
968000,10,31,-40.207981578166624,16.406363487424645,10,-74.51627007931768,16.406363487424645,nan,0.0,-40.20798157816662,-40.207981578166624,31,-74.51627007931768,-16.20381,0.0,-24.8996646758761,4926313.5,-40.20798157816662,-24.8996646758761,0.0,0.0,64.16457,-79071.73
992000,10,32,-44.405904046088196,12.178012968429691,10,-66.98222945081551,12.178012968429691,nan,0.0,-44.40590404608818,-44.405904046088196,32,-66.98222945081551,-16.10052,0.0,-29.834056985007553,5293816.0,-44.40590404608818,-29.834056985007553,0.0,0.0,65.395744,-68764.28
1016000,10,33,-40.13313377309655,13.903509781385216,10,-59.935459803602164,13.903509781385216,nan,0.0,-40.133133773096546,-40.13313377309655,33,-59.935459803602164,-16.792433,0.0,-6.694815285176391,5058093.0,-40.133133773096546,-6.694815285176391,0.0,0.0,71.64588,-63338.066
1040000,10,34,-42.833361563910344,18.91747682904676,10,-68.60573896444274,18.91747682904676,nan,0.0,-42.833361563910344,-42.833361563910344,34,-68.60573896444274,-17.227297,0.0,-8.12082218580722,4580701.0,-42.833361563910344,-8.12082218580722,0.0,0.0,71.19303,-55672.64
1064000,10,35,1062.8000789910807,2822.859093724377,10,-40.881770861891006,2822.859093724377,nan,0.0,1062.8000789910811,1062.8000789910807,35,-40.881770861891006,-17.126356,0.0,9436.864268350177,5004987.5,1062.8000789910811,9436.864268350177,0.0,0.0,93.89155,-58498.594
1088000,10,36,170.83688870586752,573.0485579007903,10,-33.75377916812869,573.0485579007903,nan,0.0,170.8368887058676,170.83688870586752,36,-33.75377916812869,-16.29885,0.0,1889.7863760154187,5023420.5,170.8368887058676,1889.7863760154187,0.0,0.0,105.67775,-57988.535
1112000,10,37,-23.981213423942645,24.27552087691025,10,-91.95151861171672,24.27552087691025,nan,0.0,-23.981213423942656,-23.981213423942645,37,-91.95151861171672,-16.656582,0.0,4.530273667087929,4905041.0,-23.981213423942656,4.530273667087929,0.0,0.0,83.913185,-53055.51
1136000,10,38,3092.3516220137926,9356.185266151599,10,-61.45942702084637,9356.185266151599,nan,0.0,3092.351622013792,3092.3516220137926,38,-61.45942702084637,-16.282629,0.0,31160.835993681794,4380084.0,3092.351622013792,31160.835993681794,0.0,0.0,718.35004,-46075.16
1160000,10,39,-32.351588271421136,35.524513166287136,10,-99.75475126112215,35.524513166287136,nan,0.0,-32.35158827142114,-32.351588271421136,39,-99.75475126112215,-17.017721,0.0,13.740606943277575,4355759.0,-32.35158827142114,13.740606943277575,0.0,0.0,145.96806,-50424.176
1184000,10,40,-71.39909265874154,42.47756544746133,10,-114.46274540862588,42.47756544746133,nan,0.0,-71.3990926587415,-71.39909265874154,40,-114.46274540862588,-16.81137,0.0,-5.9780139585933485,4090060.0,-71.3990926587415,-5.9780139585933485,0.0,0.0,361.44705,-41166.695
1208000,10,41,-12.659153151122856,11.536054505024088,10,-28.503500852120148,11.536054505024088,nan,0.0,-12.659153151122856,-12.659153151122856,41,-28.503500852120148,-17.527193,0.0,8.09163674784179,4498303.0,-12.659153151122856,8.09163674784179,0.0,0.0,309.8028,-30885.297
1232000,10,42,-56.52951893853734,2.0658587698736857,10,-59.871090879236505,2.0658587698736857,nan,0.0,-56.52951893853735,-56.52951893853734,42,-59.871090879236505,-18.381191,0.0,-53.790663625851025,4304804.0,-56.52951893853735,-53.790663625851025,0.0,0.0,182.35187,-40447.71
1256000,10,43,-52.841018500187374,43.545946928081456,10,-121.98628670924998,43.545946928081456,nan,0.0,-52.84101850018736,-52.841018500187374,43,-121.98628670924998,-17.619593,0.0,-3.725030779561712,4162858.8,-52.84101850018736,-3.725030779561712,0.0,0.0,205.90367,-37876.96
1280000,10,44,-52.98743602237137,40.61995155029193,10,-95.79880632548458,40.61995155029193,nan,0.0,-52.98743602237137,-52.98743602237137,44,-95.79880632548458,-15.490407,0.0,-6.016320556132706,3182472.5,-52.98743602237137,-6.016320556132706,0.0,0.0,1290.552,-23886.725
1304000,10,45,-78.78661873154114,44.44719017833625,10,-122.05061829439182,44.44719017833625,nan,0.0,-78.78661873154115,-78.78661873154114,45,-122.05061829439182,-12.621811,0.0,-12.006511065147487,2250281.5,-78.78661873154115,-12.006511065147487,0.0,0.0,2963.007,-14117.59
1328000,10,46,3102.855856475931,9518.135098558012,10,-116.46611007526238,9518.135098558012,nan,0.0,3102.855856475929,3102.855856475931,46,-116.46611007526238,-13.491299,0.0,31656.95561448613,2446930.5,3102.855856475929,31656.95561448613,0.0,0.0,3942.976,-21291.436
1352000,10,47,1589.6172025935098,4885.942403797157,10,-98.79447414521252,4885.942403797157,nan,0.0,1589.6172025935095,1589.6172025935098,47,-98.79447414521252,-19.102304,0.0,16247.177813688753,3583410.0,1589.6172025935095,16247.177813688753,0.0,0.0,866.7455,-47053.89
1376000,10,48,-19.971184490603054,1.8851966538895997,10,-23.11273806170043,1.8851966538895997,nan,0.0,-19.97118449060305,-19.971184490603054,48,-23.11273806170043,-18.8652,0.0,-17.20361041894598,3473004.5,-19.97118449060305,-17.20361041894598,0.0,0.0,281.4908,-53730.96
1400000,10,49,-20.441432616509157,6.283465277759173,10,-33.243715905229,6.283465277759173,nan,0.0,-20.441432616509154,-20.441432616509157,49,-33.243715905229,-17.95064,0.0,-13.950524961346856,3374765.0,-20.441432616509154,-13.950524961346856,0.0,0.0,271.8341,-54461.23
1424000,10,50,-54.29353992990475,38.90908592822015,10,-101.64870993454231,38.90908592822015,nan,0.0,-54.293539929904775,-54.29353992990475,50,-101.64870993454231,-16.066177,0.0,-13.031181721373457,3712532.5,-54.293539929904775,-13.031181721373457,0.0,0.0,344.00916,-53495.824
1448000,10,51,1268.976849947389,3890.5081915194796,10,-95.25465773220147,3890.5081915194796,nan,0.0,1268.9768499473885,1268.976849947389,51,-95.25465773220147,-15.401725,0.0,12940.299946839445,3934669.2,1268.9768499473885,12940.299946839445,0.0,0.0,364.18124,-50496.977
1472000,10,52,9714.384072362958,15147.404877301537,10,-32.36783681336636,15147.404877301537,nan,0.0,9714.384072362956,9714.384072362958,52,-32.36783681336636,-15.743194,0.0,38639.929311422056,3990058.0,9714.384072362956,38639.929311422056,0.0,0.0,366.72876,-46684.59
1496000,10,53,7033.901421568873,14376.72037691116,10,-26.956885466684113,14376.72037691116,nan,0.0,7033.901421568873,7033.901421568873,53,-26.956885466684113,-16.008314,0.0,41400.157372792244,3933781.5,7033.901421568873,41400.157372792244,0.0,0.0,353.03488,-44487.65
1520000,10,54,5237.076784015926,15768.557798236341,10,-31.716739327339475,15768.557798236341,nan,0.0,5237.076784015919,5237.076784015926,54,-31.716739327339475,-15.898461,0.0,52542.74386413017,4162618.2,5237.076784015919,52542.74386413017,0.0,0.0,357.41864,-44387.805
1544000,10,55,-69.2789180285863,24.529959655303504,10,-92.49061578354448,24.529959655303504,nan,0.0,-69.2789180285863,-69.2789180285863,55,-92.49061578354448,-13.268229,0.0,-13.194462656079478,3696840.8,-69.2789180285863,-13.194462656079478,0.0,0.0,242.22284,-34099.03
1568000,10,56,1977.6550088913998,6019.930976934212,10,-48.86192375519019,6019.930976934212,nan,0.0,1977.655008891401,1977.6550088913998,56,-48.86192375519019,-11.340333,0.0,20037.413731469453,3810447.2,1977.655008891401,20037.413731469453,0.0,0.0,583.4869,-21770.436
1592000,10,57,-22.18272268517639,21.829643416441193,10,-57.522436846488894,21.829643416441193,nan,0.0,-22.182722685176387,-22.18272268517639,57,-57.522436846488894,-16.408104,0.0,20.025459905866427,6052322.0,-22.182722685176387,20.025459905866427,0.0,0.0,112.08702,-41653.367
1616000,10,58,-47.248935195321565,41.845713345058606,10,-91.3316605243116,41.845713345058606,nan,0.0,-47.24893519532158,-47.248935195321565,58,-91.3316605243116,-16.629908,0.0,11.273500614964957,8455222.0,-47.24893519532158,11.273500614964957,0.0,0.0,209.22531,-47407.73
1640000,10,59,-36.23402723131938,33.301162741954705,10,-93.83782521757784,33.301162741954705,nan,0.0,-36.23402723131939,-36.23402723131938,59,-93.83782521757784,-16.71405,0.0,0.9934939937137044,13396024.0,-36.23402723131939,0.9934939937137044,0.0,0.0,209.66425,-50804.473
1664000,10,60,-63.89552082645143,36.609934932370585,10,-109.96033060249184,36.609934932370585,nan,0.0,-63.895520826451445,-63.89552082645143,60,-109.96033060249184,-18.062391,0.0,-24.487615307329484,19614688.0,-63.895520826451445,-24.487615307329484,0.0,0.0,211.9707,-57450.617
1688000,10,61,9028.867105831043,16725.710579444527,10,-36.37658062814615,16725.710579444527,nan,0.0,9028.867105831043,9028.867105831043,61,-36.37658062814615,-21.281618,0.0,54719.32707588693,25924494.0,9028.867105831043,54719.32707588693,0.0,0.0,326.8845,-67231.82
1712000,10,62,1457.4585086097725,2969.287467504543,10,-39.30472662301411,2969.287467504543,nan,0.0,1457.4585086097716,1457.4585086097725,62,-39.30472662301411,-23.32694,0.0,7752.83968259796,29941538.0,1457.4585086097716,7752.83968259796,0.0,0.0,283.4812,-77806.35
1736000,10,63,6069.80631700609,18249.059784198274,10,-30.789016378797765,18249.059784198274,nan,0.0,6069.806317006087,6069.80631700609,63,-30.789016378797765,-23.965609,0.0,60816.955662556255,30982006.0,6069.806317006087,60816.955662556255,0.0,0.0,343.49695,-88052.24
1760000,10,64,-20.77100758040773,31.953717189139756,10,-98.67860875929867,31.953717189139756,nan,0.0,-20.77100758040773,-20.77100758040773,64,-98.67860875929867,-23.6672,0.0,41.03912720329067,32180794.0,-20.77100758040773,41.03912720329067,0.0,0.0,153.48628,-95895.34
1784000,10,65,8519.456757280475,17119.1543244709,10,-33.24860507230604,17119.1543244709,nan,0.2,8519.456757280477,8519.456757280475,65,-33.24860507230604,-23.553,0.2,45356.64779665172,33399134.0,8519.456757280477,45356.64779665172,0.0,0.0,98.57264,-101002.75
1808000,10,66,14970.794927839252,23884.432200403095,10,-117.17553663499382,23884.432200403095,nan,0.2,14970.794927839252,14970.794927839252,66,-117.17553663499382,-23.659779,0.2,58746.70294493529,34567940.0,14970.794927839252,58746.70294493529,0.0,0.0,158.78978,-101834.76
1832000,10,67,-28.71258322112568,23.307844002676493,10,-79.8162405773718,23.307844002676493,nan,0.0,-28.71258322112568,-28.71258322112568,67,-79.8162405773718,-23.294058,0.0,-3.6600854910655216,36408730.0,-28.71258322112568,-3.6600854910655216,0.0,0.0,124.43877,-104656.43
1856000,10,68,6119.277512809825,18562.510662805213,10,-133.18304858447974,18562.510662805213,nan,0.0,6119.277512809831,6119.277512809825,68,-133.18304858447974,-22.385448,0.0,61806.58854164198,37086624.0,6119.277512809831,61806.58854164198,0.0,0.0,122.39545,-107485.23
1880000,10,69,18150.184503798544,23272.48869249048,10,-75.33204486514198,23272.48869249048,nan,0.0,18150.184503798537,18150.184503798544,69,-75.33204486514198,-21.955275,0.0,60744.83035028976,37145796.0,18150.184503798537,60744.83035028976,0.0,0.0,149.46353,-105904.35
1904000,10,70,11763.432737580839,35392.05565558873,10,-106.6697898375036,35392.05565558873,nan,0.1,11763.432737580832,11763.432737580839,70,-106.6697898375036,-21.36342,0.1,117939.55054947372,37540856.0,11763.432737580832,117939.55054947372,0.0,0.0,236.67206,-103842.445
1928000,10,71,-73.12719576775412,50.762116796802616,10,-132.19004524472672,50.762116796802616,nan,0.0,-73.12719576775412,-73.12719576775412,71,-132.19004524472672,-21.056139,0.0,-7.084027839603738,38812212.0,-73.12719576775412,-7.084027839603738,0.0,0.0,731.51276,-105007.1
1952000,10,72,-72.89048108364368,52.81296003368243,10,-134.78018778550307,52.81296003368243,nan,0.0,-72.89048108364372,-72.89048108364368,72,-134.78018778550307,-21.078825,0.0,-15.858027036217322,40771630.0,-72.89048108364372,-15.858027036217322,0.0,0.0,952.72736,-106971.65
1976000,10,73,10537.87385481795,22508.426391285524,10,-132.25890212792402,22508.426391285524,nan,0.1,10537.873854817946,10537.87385481795,73,-132.25890212792402,-21.097153,0.1,71580.13816121178,44525572.0,10537.873854817946,71580.13816121178,0.0,0.0,226.007,-109357.55
2000000,10,74,5956.817851186976,16671.186023229686,10,-137.92079241310185,16671.186023229686,nan,0.0,5956.817851186981,5956.817851186976,74,-137.92079241310185,-21.011126,0.0,55806.87541567701,46333784.0,5956.817851186981,55806.87541567701,0.0,0.0,473.1294,-108812.81
2024000,10,75,27705.149680766946,39386.42378776474,10,-125.11017149331258,39386.42378776474,nan,0.2,27705.149680766954,27705.149680766946,75,-125.11017149331258,-21.280176,0.2,132862.22043709795,49641620.0,27705.149680766954,132862.22043709795,0.0,0.0,731.09314,-116095.42
2048000,10,76,26744.35025703097,29863.41416977316,10,-129.4141802908756,29863.41416977316,nan,0.3,26744.350257030957,26744.35025703097,76,-129.4141802908756,-21.671394,0.3,86722.67746500792,50566030.0,26744.350257030957,86722.67746500792,0.0,0.0,420.29593,-121200.46
2072000,10,77,23816.313671521868,31248.033669139993,10,-98.22599111687263,31248.033669139993,nan,0.3,23816.31367152187,23816.313671521868,77,-98.22599111687263,-21.652946,0.3,101888.35468332388,52556390.0,23816.31367152187,101888.35468332388,0.0,0.0,870.69666,-123566.66
2096000,10,78,26573.917357348197,46462.69564245237,10,-82.438822521314,46462.69564245237,nan,0.1,26573.917357348204,26573.917357348197,78,-82.438822521314,-21.971247,0.1,148999.09246401762,56838416.0,26573.917357348204,148999.09246401762,0.0,0.0,562.1718,-130879.15
2120000,10,79,26197.152649435913,27361.658403107987,10,-83.81737452465967,27361.658403107987,nan,0.0,26197.152649435913,26197.152649435913,79,-83.81737452465967,-22.273766,0.0,69618.46773601869,60756120.0,26197.152649435913,69618.46773601869,0.0,0.0,754.83167,-138599.42
2144000,10,80,43023.795627077125,28044.974726355624,10,-10.645105350637298,28044.974726355624,nan,0.3,43023.795627077125,43023.795627077125,80,-10.645105350637298,-22.576015,0.3,113718.6686473183,64411484.0,43023.795627077125,113718.6686473183,0.0,0.0,287.38193,-151278.6
2168000,10,81,22831.378755316782,55333.637922263544,10,-133.11929092780844,55333.637922263544,nan,0.2,22831.378755316797,22831.378755316782,81,-133.11929092780844,-23.222555,0.2,183895.21052960216,66721424.0,22831.378755316797,183895.21052960216,0.0,0.0,302.85342,-159058.14
2192000,10,82,50603.29410921265,25384.188597656826,10,445.3742695961429,25384.188597656826,nan,0.1,50603.294109212635,50603.29410921265,82,445.3742695961429,-23.840054,0.1,102039.7682278671,67375690.0,50603.294109212635,102039.7682278671,0.0,0.0,458.07797,-169358.38
2216000,10,83,26728.95150518338,30030.46017489435,10,-20.80690320807658,30030.46017489435,nan,0.0,26728.951505183377,26728.95150518338,83,-20.80690320807658,-23.417894,0.0,70814.56364694165,66171680.0,26728.951505183377,70814.56364694165,0.0,0.0,239.88675,-178965.78
2240000,10,84,3563.3415320071267,6171.311223730887,10,-24.19081762320419,6171.311223730887,nan,0.0,3563.3415320071267,3563.3415320071267,84,-24.19081762320419,-22.712305,0.0,17702.054919488688,55283110.0,3563.3415320071267,17702.054919488688,0.0,0.0,1058.448,-143366.47
2264000,10,85,40913.236466063245,41776.31679715949,10,-111.64924591328332,41776.31679715949,nan,0.0,40913.23646606323,40913.236466063245,85,-111.64924591328332,-23.036367,0.0,94382.5221602965,51966960.0,40913.23646606323,94382.5221602965,0.0,0.0,3229.699,-135276.61
2288000,10,86,27862.452120589216,34535.53371636755,10,-25.6955914488979,34535.53371636755,nan,0.1,27862.45212058921,27862.452120589216,86,-25.6955914488979,-22.272556,0.1,107072.96682107294,58266016.0,27862.45212058921,107072.96682107294,0.0,0.0,5212.6963,-177099.17
2312000,10,87,-24.558731364118078,10.766985505302138,10,-50.91307810890439,10.766985505302138,nan,0.0,-24.558731364118085,-24.558731364118078,87,-50.91307810890439,-21.770594,0.0,-16.097014656201175,50694424.0,-24.558731364118085,-16.097014656201175,0.0,0.0,1951.2167,-157163.31
2336000,10,88,16541.69362904469,23500.480325962017,10,-52.91400000322734,23500.480325962017,nan,0.0,16541.69362904468,16541.69362904469,88,-52.91400000322734,-21.934982,0.0,57653.70429826678,44243828.0,16541.69362904468,57653.70429826678,0.0,0.0,2042.932,-120239.09
2360000,10,89,31711.36729251664,35414.23813038409,10,-41.71353375833955,35414.23813038409,nan,0.1,31711.36729251664,31711.36729251664,89,-41.71353375833955,-22.077274,0.1,104037.3902453592,52413370.0,31711.36729251664,104037.3902453592,0.0,0.0,249.80135,-189732.8
2384000,10,90,36926.987144020095,47362.26804339495,10,-41.883479367186105,47362.26804339495,nan,0.4,36926.98714402011,36926.987144020095,90,-41.883479367186105,-21.569944,0.4,116579.49179653072,49419548.0,36926.98714402011,116579.49179653072,0.0,0.0,221.61429,-186000.69
2408000,10,91,20729.27484058085,26914.307117178785,10,-40.50849219023537,26914.307117178785,nan,0.0,20729.27484058086,20729.27484058085,91,-40.50849219023537,-21.667183,0.0,68950.95560565237,49818936.0,20729.27484058086,68950.95560565237,0.0,0.0,252.22621,-182023.17
2432000,10,92,21884.800086526913,24545.233930432903,10,-15.672536641453911,24545.233930432903,nan,0.0,21884.80008652691,21884.800086526913,92,-15.672536641453911,-22.37326,0.0,62767.79653870958,50726056.0,21884.80008652691,62767.79653870958,0.0,0.0,322.49512,-177955.48
2456000,10,93,45175.54062915224,43487.778499418746,10,-15.130133304397562,43487.778499418746,nan,0.3,45175.54062915223,45175.54062915224,93,-15.130133304397562,-22.353172,0.3,145728.23250706014,51274776.0,45175.54062915223,145728.23250706014,0.0,0.0,448.25995,-178125.8
