MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/plate-slide-back-v1/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/plate-slide-back-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/NumTrajs,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/plate-slide-back-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/plate-slide-back-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/Iteration,MetaTest/plate-slide-back-v1/NumTrajs,MetaTest/plate-slide-back-v1/TerminationRate,MetaTest/plate-slide-back-v1/MinReturn
1024.7936,446997.3,-22.096044166762862,-4.540535,nan,0.0,9.441619282890446,0.0,0.0,10,-5423.1763,1256000,-32.09790372940577,9.441619282890446,-32.09790372940577,-32.09790372940577,-22.096044166762862,-58.10073849180041,43,-32.09790372940577,43,10,0.0,-58.10073849180041
561.2616,635285.56,-18.714270141965283,-4.20656,nan,0.0,5.860498781049191,0.0,0.0,10,-6521.668,1280000,-27.76159482794393,5.860498781049191,-27.761594827943913,-27.761594827943913,-18.714270141965283,-42.97014911289555,44,-27.76159482794393,44,10,0.0,-42.97014911289555
702.3745,1074399.8,3084.244929407369,-5.889168,nan,0.0,583.0706269540732,0.0,0.0,10,-10148.636,1304000,2424.1793954391696,583.0706269540732,2424.17939543917,2424.17939543917,3084.244929407369,1192.0707449584756,45,2424.1793954391696,45,10,0.0,1192.0707449584756
725.3146,1490763.5,1962.2457918688372,-4.926184,nan,0.1,610.7656822929918,0.1,0.0,10,-9833.486,1328000,250.80375462538368,610.7656822929918,250.80375462538368,250.80375462538368,1962.2457918688372,-73.26048530596012,46,250.80375462538368,46,10,0.0,-73.26048530596012
2922.3457,2120194.5,-17.482807052039746,-4.863782,nan,0.0,19.59690795903071,0.0,0.0,10,-12803.278,1352000,-40.638786728665124,19.59690795903071,-40.63878672866512,-40.63878672866512,-17.482807052039746,-61.25142079351311,47,-40.638786728665124,47,10,0.0,-61.25142079351311
3593.1802,1375438.1,-55.30310887866435,-0.73120713,nan,0.0,8.956529193429633,0.0,0.0,10,-5575.64,1376000,-79.3174767483921,8.956529193429633,-79.31747674839208,-79.31747674839208,-55.30310887866435,-93.00704803059175,48,-79.3174767483921,48,10,0.0,-93.00704803059175
3220.208,1711340.5,6841.490052320061,0.89916086,nan,0.0,2041.1228698025789,0.0,0.0,10,-3428.7795,1400000,806.2244064421776,2041.1228698025789,806.2244064421773,806.2244064421773,6841.490052320061,-24.00852197993456,49,806.2244064421776,49,10,0.0,-24.00852197993456
2168.7986,75708.19,-45.076746035478,1.9340724,nan,0.0,3.938297378327624,0.0,0.0,10,256.6161,1424000,-47.070607506238716,3.938297378327624,-47.070607506238716,-47.070607506238716,-45.076746035478,-58.746018925399625,50,-47.070607506238716,50,10,0.0,-58.746018925399625
1100.3832,52915.7,-18.00888916797528,1.8854594,nan,0.0,0.686406136367811,0.0,0.0,10,328.79953,1448000,-18.770689339026458,0.686406136367811,-18.770689339026468,-18.770689339026468,-18.00888916797528,-19.81423698007935,51,-18.770689339026458,51,10,0.0,-19.81423698007935
144.8286,5718.0356,2214.4061871050353,2.356341,nan,0.0,921.877799590121,0.0,0.0,10,606.8788,1472000,575.3696160896777,921.877799590121,575.3696160896777,575.3696160896777,2214.4061871050353,-20.051736301017016,52,575.3696160896777,52,10,0.0,-20.051736301017016
34.829838,5309.463,-11.70119316757861,1.5426244,nan,0.0,1.7936198410285955,0.0,0.0,10,206.396,1496000,-16.2202618898186,1.7936198410285955,-16.2202618898186,-16.2202618898186,-11.70119316757861,-18.797849605387157,53,-16.2202618898186,53,10,0.0,-18.797849605387157
47.520947,6201.6167,-14.830827032915602,0.63616794,nan,0.0,1.1650133232053388,0.0,0.0,10,-63.11231,1520000,-16.50420799359741,1.1650133232053388,-16.50420799359741,-16.50420799359741,-14.830827032915602,-18.569717510132836,54,-16.50420799359741,54,10,0.0,-18.569717510132836
78.3917,8795.267,2974.703915372303,-0.17643405,nan,0.0,846.7313268550903,0.0,0.0,10,-235.69566,1544000,2208.991365408198,846.7313268550903,2208.9913654081975,2208.9913654081975,2974.703915372303,-18.194970474776675,55,2208.991365408198,55,10,0.0,-18.194970474776675
117.80015,11463.831,4477.477381057296,-0.74040693,nan,0.0,1439.718083374451,0.0,0.0,10,-403.92432,1568000,1379.967793675381,1439.718083374451,1379.9677936753808,1379.9677936753808,4477.477381057296,-41.39993945959532,56,1379.967793675381,56,10,0.0,-41.39993945959532
129.79936,13638.138,2946.4486533638715,-0.8607654,nan,0.0,1224.9634160610906,0.0,0.0,10,-467.75488,1592000,1302.5832343293428,1224.9634160610906,1302.5832343293425,1302.5832343293425,2946.4486533638715,-44.48775045408084,57,1302.5832343293428,57,10,0.0,-44.48775045408084
123.240456,16655.447,2635.9385836812303,-1.5062703,nan,0.0,872.89553849546,0.0,0.0,10,-660.0145,1616000,1268.2393690610377,872.89553849546,1268.2393690610384,1268.2393690610384,2635.9385836812303,-34.6412360228863,58,1268.2393690610377,58,10,0.0,-34.6412360228863
115.64019,21184.361,3074.3917531702505,-1.9413607,nan,0.0,609.5003976692469,0.0,0.0,10,-996.4974,1640000,2216.836621773492,609.5003976692469,2216.8366217734915,2216.8366217734915,3074.3917531702505,1307.2663888236884,59,2216.836621773492,59,10,0.0,1307.2663888236884
145.85794,26039.969,2924.8331014744485,-2.311259,nan,0.0,970.5720886906948,0.0,0.0,10,-1277.5558,1664000,1534.7973010892335,970.5720886906948,1534.7973010892335,1534.7973010892335,2924.8331014744485,-30.01781676830542,60,1534.7973010892335,60,10,0.0,-30.01781676830542
152.70168,30640.713,2925.5306224698065,-2.4381886,nan,0.0,620.5735929459144,0.0,0.0,10,-1560.714,1688000,1981.2931070013976,620.5735929459144,1981.2931070013979,1981.2931070013979,2925.5306224698065,1250.6325158326906,61,1981.2931070013976,61,10,0.0,1250.6325158326906
200.28209,34470.043,3048.115525323414,-3.0902612,nan,0.0,784.0968594358898,0.0,0.0,10,-1856.6814,1712000,2058.0903624988223,784.0968594358898,2058.0903624988227,2058.0903624988227,3048.115525323414,742.8388670639364,62,2058.0903624988223,62,10,0.0,742.8388670639364
157.07368,38613.47,2997.1236710030894,-3.639903,nan,0.0,633.7618044246638,0.0,0.0,10,-2289.947,1736000,2199.6367654142737,633.7618044246638,2199.6367654142737,2199.6367654142737,2997.1236710030894,1146.9697946464235,63,2199.6367654142737,63,10,0.0,1146.9697946464235
153.25085,42618.36,3070.2016889099746,-3.6376655,nan,0.0,668.1915077078671,0.0,0.0,10,-2684.11,1760000,1935.8282846295356,668.1915077078671,1935.8282846295356,1935.8282846295356,3070.2016889099746,562.0361766521745,64,1935.8282846295356,64,10,0.0,562.0361766521745
156.55945,45844.766,3085.7726576416703,-3.97771,nan,0.0,795.7607036977249,0.0,0.0,10,-2925.459,1784000,1882.1724853545559,795.7607036977249,1882.1724853545552,1882.1724853545552,3085.7726576416703,817.1879598099339,65,1882.1724853545559,65,10,0.0,817.1879598099339
158.30421,48923.61,81.70621442953349,-3.9094017,nan,0.0,35.31157258610963,0.0,0.0,10,-3049.6694,1808000,11.53780365145062,35.31157258610963,11.537803651450616,11.537803651450616,81.70621442953349,-21.79295382430469,66,11.53780365145062,66,10,0.0,-21.79295382430469
152.91597,51018.4,2659.988076197278,-4.095723,nan,0.0,1138.0515036053182,0.0,0.0,10,-3318.5366,1832000,1005.8464346351436,1138.0515036053182,1005.8464346351435,1005.8464346351435,2659.988076197278,-27.365019018168404,67,1005.8464346351436,67,10,0.0,-27.365019018168404
313.3676,51227.453,2761.5413717288925,-3.9118614,nan,0.0,396.18168465034665,0.0,0.0,10,-3197.5547,1856000,2024.6633740925977,396.18168465034665,2024.6633740925972,2024.6633740925972,2761.5413717288925,1467.4909446026163,68,2024.6633740925977,68,10,0.0,1467.4909446026163
187.90598,48684.1,2840.9046083029016,-3.9772701,nan,0.0,710.4647926668439,0.0,0.0,10,-3147.4792,1880000,1970.6015929527516,710.4647926668439,1970.6015929527518,1970.6015929527518,2840.9046083029016,759.08182803697,69,1970.6015929527516,69,10,0.0,759.08182803697
184.98756,50889.414,4704.104311879836,-4.4161696,nan,0.0,879.4849444132752,0.0,0.0,10,-3367.688,1904000,2797.6944475632963,879.4849444132752,2797.6944475632963,2797.6944475632963,4704.104311879836,1075.5763385144903,70,2797.6944475632963,70,10,0.0,1075.5763385144903
169.74637,55999.855,2654.2241825703936,-4.437066,nan,0.0,864.3918007789036,0.0,0.0,10,-3514.998,1928000,1475.7824054775383,864.3918007789036,1475.7824054775378,1475.7824054775378,2654.2241825703936,518.9789909235013,71,1475.7824054775383,71,10,0.0,518.9789909235013
143.70049,65001.18,3196.45190776182,-4.603245,nan,0.0,1011.0484750574194,0.0,0.0,10,-3744.391,1952000,2028.3398821264582,1011.0484750574194,2028.3398821264577,2028.3398821264577,3196.45190776182,583.377209373602,72,2028.3398821264582,72,10,0.0,583.377209373602
150.52716,71908.87,9374.797819459474,-4.8106346,nan,0.0,2198.376224483379,0.0,0.0,10,-3947.838,1976000,2949.241882174845,2198.376224483379,2949.241882174846,2949.241882174846,9374.797819459474,1525.8079983152643,73,2949.241882174845,73,10,0.0,1525.8079983152643
489.12207,88304.766,1786.417626208357,-5.0850406,nan,0.0,338.6969401977164,0.0,0.0,10,-3980.1748,2000000,1344.6442344376414,338.6969401977164,1344.6442344376414,1344.6442344376414,1786.417626208357,774.4415185733939,74,1344.6442344376414,74,10,0.0,774.4415185733939
333.38498,83452.4,3089.0674147653262,-5.376367,nan,0.0,761.4102684668845,0.0,0.0,10,-3747.3232,2024000,2178.8582657286524,761.4102684668845,2178.858265728652,2178.858265728652,3089.0674147653262,1095.0651903847765,75,2178.8582657286524,75,10,0.0,1095.0651903847765
377.944,89060.734,6300.114537983479,-5.1711655,nan,0.0,1513.6751545822974,0.0,0.0,10,-4115.0117,2048000,2197.107074749619,1513.6751545822974,2197.1070747496183,2197.1070747496183,6300.114537983479,780.5570268896898,76,2197.107074749619,76,10,0.0,780.5570268896898
486.58176,100671.55,8784.79035427261,-5.162404,nan,0.0,2031.8757142874404,0.0,0.0,10,-3824.2935,2072000,2841.5250483474583,2031.8757142874404,2841.52504834746,2841.52504834746,8784.79035427261,1624.852041335071,77,2841.5250483474583,77,10,0.0,1624.852041335071
3402.517,74503.81,2955.7747426649216,-3.1183796,nan,0.0,706.3707871091242,0.0,0.0,10,600.1009,2096000,2079.8225066935956,706.3707871091242,2079.822506693596,2079.822506693596,2955.7747426649216,1114.8502536647686,78,2079.8225066935956,78,10,0.0,1114.8502536647686
686.78564,101073.4,3147.5326255564996,-3.5307393,nan,0.0,654.2872312150063,0.0,0.0,10,-927.8959,2120000,2451.082573524276,654.2872312150063,2451.0825735242765,2451.0825735242765,3147.5326255564996,1254.0184057619447,79,2451.082573524276,79,10,0.0,1254.0184057619447
681.8791,82580.29,13181.11623454937,-3.9167168,nan,0.0,3672.982234185985,0.0,0.0,10,-2862.443,2144000,2635.236049554974,3672.982234185985,2635.236049554975,2635.236049554975,13181.11623454937,169.56918530811802,80,2635.236049554974,80,10,0.0,169.56918530811802
623.45575,92347.84,2822.2665582352183,-4.003317,nan,0.0,902.3646154880248,0.0,0.0,10,-2970.401,2168000,1536.214697015135,902.3646154880248,1536.2146970151352,1536.2146970151352,2822.2665582352183,20.43173938117793,81,1536.214697015135,81,10,0.0,20.43173938117793
418.07574,100717.2,5544.451126899214,-4.3738313,nan,0.0,1921.7914149151318,0.0,0.0,10,-3677.791,2192000,2812.8062801678434,1921.7914149151318,2812.806280167844,2812.806280167844,5544.451126899214,-23.325864454462096,82,2812.8062801678434,82,10,0.0,-23.325864454462096
303.07837,109489.805,19787.15623593605,-4.6201982,nan,0.0,5985.876572202259,0.0,0.0,10,-3882.7876,2216000,6200.96268542773,5985.876572202259,6200.96268542773,6200.96268542773,19787.15623593605,1149.7796335785008,83,6200.96268542773,83,10,0.0,1149.7796335785008
261.77002,122807.82,2297.992269225142,-5.7955623,nan,0.0,510.28121289938775,0.0,0.0,10,-4287.473,2240000,938.111158064833,510.28121289938775,938.1111580648334,938.1111580648334,2297.992269225142,501.24025173137204,84,938.111158064833,84,10,0.0,501.24025173137204
191.1726,130403.02,9301.936720512449,-5.6580195,nan,0.0,2428.713588971765,0.0,0.0,10,-4595.7,2264000,2312.3707481762644,2428.713588971765,2312.3707481762644,2312.3707481762644,9301.936720512449,312.6397580033097,85,2312.3707481762644,85,10,0.0,312.6397580033097
195.53996,135178.3,11842.959898941705,-6.136928,nan,0.0,3885.236130153258,0.0,0.0,10,-5071.944,2288000,2544.9648366172382,3885.236130153258,2544.9648366172382,2544.9648366172382,11842.959898941705,-33.34577195544164,86,2544.9648366172382,86,10,0.0,-33.34577195544164
424.76672,153594.75,767.5654160792112,-4.6095986,nan,0.0,237.02969638899418,0.0,0.0,10,-1535.7745,2312000,56.741562160496926,237.02969638899418,56.74156216049688,56.74156216049688,767.5654160792112,-33.526274972347174,87,56.741562160496926,87,10,0.0,-33.526274972347174
455.726,95132.54,-37.38982222293938,-3.6465297,nan,0.0,1.3082870287376391,0.0,0.0,10,-594.0254,2336000,-40.2261769797708,1.3082870287376391,-40.22617697977081,-40.22617697977081,-37.38982222293938,-41.923365480495015,88,-40.2261769797708,88,10,0.0,-41.923365480495015
193.5134,127221.414,12497.313878887793,-5.0694785,nan,0.0,3691.358553828599,0.0,0.0,10,-3782.682,2360000,2483.0134737837834,3691.358553828599,2483.013473783784,2483.013473783784,12497.313878887793,-17.376190322871647,89,2483.0134737837834,89,10,0.0,-17.376190322871647
177.30684,142126.84,-15.952348996896133,-6.0655684,nan,0.0,9.110974494993608,0.0,0.0,10,-4559.409,2384000,-43.23266912709647,9.110974494993608,-43.23266912709646,-43.23266912709646,-15.952348996896133,-46.9610128566101,90,-43.23266912709647,90,10,0.0,-46.9610128566101
190.91411,155256.45,58776.13719444197,-6.307715,nan,0.0,17393.916431349426,0.0,0.0,10,-5061.0703,2408000,6681.848183467034,17393.916431349426,6681.848183467033,6681.848183467033,58776.13719444197,-40.371839888740205,91,6681.848183467034,91,10,0.0,-40.371839888740205
230.7969,189650.03,-34.49665149020241,-6.775105,nan,0.0,14.391607990539148,0.0,0.0,10,-4876.993,2432000,-49.39458358075555,14.391607990539148,-49.39458358075556,-49.39458358075556,-34.49665149020241,-63.86773758107112,92,-49.39458358075555,92,10,0.0,-63.86773758107112
