MetaTest/Average/SuccessRate,MetaTest/pick-out-of-hole-v1/MaxReturn,MetaTest/pick-out-of-hole-v1/MinReturn,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTrain/Average/Alpha,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/pick-out-of-hole-v1/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/pick-out-of-hole-v1/Iteration
0.0,-29.200030185348158,-40.69522447286792,128000,-29.200030185348158,0.2002546,0.0,-35.255874255028814,81.11056,1.0533061,12,10,0.0,-40.69522447286792,-35.255874255028814,10,8.450089,3.731238717790707,0.0,-35.255874255028814,-35.255874255028814,9.721297,3.731238717790707,12
0.0,-30.59315227878407,-43.44018350245445,134000,-30.59315227878407,0.17723404,0.0,-36.83321689142697,85.17603,0.89417505,13,10,0.0,-43.44018350245445,-36.83321689142697,10,7.6239686,4.086003453742815,0.0,-36.833216891426964,-36.833216891426964,11.324633,4.086003453742815,13
0.0,-25.020316681839013,-41.35425370268588,140000,-25.020316681839013,0.15697648,0.0,-34.42474068499553,89.101715,0.75435853,14,10,0.0,-41.35425370268588,-34.42474068499553,10,7.6292377,4.913295058247204,0.0,-34.42474068499551,-34.42474068499551,11.683998,4.913295058247204,14
0.0,-26.899307745663222,-42.10832128324423,146000,-26.899307745663222,0.13896649,0.0,-33.863494316313776,92.043236,0.6394416,15,10,0.0,-42.10832128324423,-33.863494316313776,10,7.8172774,4.891018586934009,0.0,-33.863494316313776,-33.863494316313776,11.475227,4.891018586934009,15
0.0,-25.274930948079117,-39.68212361008744,152000,-25.274930948079117,0.12306017,0.0,-29.168862337637524,95.013626,0.5403562,16,10,0.0,-39.68212361008744,-29.168862337637524,10,7.626968,3.9482051102772657,0.0,-29.168862337637528,-29.168862337637528,12.039467,3.9482051102772657,16
0.0,-28.266372912719888,-44.493595511116396,158000,-28.266372912719888,0.10904353,0.0,-35.9470890887929,97.92009,0.4571419,17,10,0.0,-44.493595511116396,-35.9470890887929,10,7.9375596,4.924013455766143,0.0,-35.9470890887929,-35.9470890887929,12.38387,4.924013455766143,17
0.0,-22.73423906459119,-42.13818945221971,164000,-22.73423906459119,0.096584596,0.0,-33.554924857713914,101.24034,0.3856844,18,10,0.0,-42.13818945221971,-33.554924857713914,10,7.6331797,6.67747229865607,0.0,-33.554924857713914,-33.554924857713914,12.254933,6.67747229865607,18
0.0,-20.595418002864907,-37.746925060109575,170000,-20.595418002864907,0.085599445,0.0,-28.559130004401755,103.77971,0.32186022,19,10,0.0,-37.746925060109575,-28.559130004401755,10,7.637244,5.50484264482557,0.0,-28.55913000440176,-28.55913000440176,12.504205,5.50484264482557,19
0.0,-21.33989186311583,-31.327213895781295,176000,-21.33989186311583,0.07592009,0.0,-25.532645790399823,105.877266,0.27061433,20,10,0.0,-31.327213895781295,-25.532645790399823,10,7.7138453,3.160412926996535,0.0,-25.532645790399812,-25.532645790399812,12.451307,3.160412926996535,20
0.0,-24.36732933044374,-27.9083096747307,182000,-24.36732933044374,0.06739417,0.0,-26.06002167719468,108.576065,0.22423908,21,10,0.0,-27.9083096747307,-26.06002167719468,10,7.658796,0.9410120763431731,0.0,-26.060021677194676,-26.060021677194676,12.537779,0.9410120763431731,21
0.0,-23.759387600207912,-26.596603876917563,188000,-23.759387600207912,0.059828933,0.0,-25.192188203208083,110.29892,0.18751077,22,10,0.0,-26.596603876917563,-25.192188203208083,10,7.675069,0.8104422053958815,0.0,-25.19218820320808,-25.19218820320808,12.333753,0.8104422053958815,22
0.0,-28.922320900457155,-30.99794819107478,194000,-28.922320900457155,0.05312142,0.0,-29.787705620455124,112.03979,0.15641639,23,10,0.0,-30.99794819107478,-29.787705620455124,10,7.700715,0.7436275600193147,0.0,-29.787705620455124,-29.787705620455124,12.658724,0.7436275600193147,23
0.0,-29.709902691590806,-31.098146780662145,200000,-29.709902691590806,0.04728909,0.0,-30.183121743917365,114.072205,0.12562093,24,10,0.0,-31.098146780662145,-30.183121743917365,10,7.648055,0.4128763000560535,0.0,-30.183121743917365,-30.183121743917365,11.970372,0.4128763000560535,24
0.0,-30.818841193939477,-31.83883823469447,206000,-30.818841193939477,0.04224103,0.0,-31.308275043230463,115.66332,0.09648758,25,10,0.0,-31.83883823469447,-31.308275043230463,10,7.755585,0.32293293863326744,0.0,-31.30827504323046,-31.30827504323046,11.638234,0.32293293863326744,25
0.0,-33.53735802117602,-34.80603375510826,212000,-33.53735802117602,0.037962418,0.0,-34.163443047854344,117.449234,0.07207993,26,10,0.0,-34.80603375510826,-34.163443047854344,10,7.6946764,0.4099805448953204,0.0,-34.16344304785435,-34.16344304785435,12.163008,0.4099805448953204,26
0.0,-30.226058526382225,-31.958476691037202,218000,-30.226058526382225,0.034250274,0.0,-30.974694626917785,119.081825,0.05508602,27,10,0.0,-31.958476691037202,-30.974694626917785,10,7.6533895,0.523648793237932,0.0,-30.97469462691779,-30.97469462691779,11.725832,0.523648793237932,27
0.0,-28.223111196001085,-29.679083087536476,224000,-28.223111196001085,0.031034317,0.0,-29.025049550774156,120.90648,0.038572956,28,10,0.0,-29.679083087536476,-29.025049550774156,10,7.635584,0.49966257596647634,0.0,-29.02504955077415,-29.02504955077415,11.025287,0.49966257596647634,28
0.0,-28.673939237428943,-30.2514663654209,230000,-28.673939237428943,0.028339611,0.0,-29.59246255803916,121.87919,0.025894294,29,10,0.0,-30.2514663654209,-29.59246255803916,10,7.695412,0.4938994040982364,0.0,-29.592462558039166,-29.592462558039166,11.14241,0.4938994040982364,29
0.0,-25.28113680405096,-26.65985609760534,236000,-25.28113680405096,0.026137162,0.0,-26.06069773190701,123.02546,0.016867014,30,10,0.0,-26.65985609760534,-26.06069773190701,10,7.6827655,0.42669684134377484,0.0,-26.060697731907005,-26.060697731907005,10.389512,0.42669684134377484,30
0.0,-23.29996926086811,-24.95452963381948,242000,-23.29996926086811,0.024404926,0.0,-24.19402619056151,124.3831,0.008896943,31,10,0.0,-24.95452963381948,-24.19402619056151,10,7.6574545,0.4914632855199474,0.0,-24.19402619056151,-24.19402619056151,10.367129,0.4914632855199474,31
0.0,-24.935887280243225,-26.147877027899902,248000,-24.935887280243225,0.023182862,0.0,-25.599257345752044,125.33853,0.003965871,32,10,0.0,-26.147877027899902,-25.599257345752044,10,7.7087417,0.3595395136550369,0.0,-25.599257345752047,-25.599257345752047,10.682561,0.3595395136550369,32
0.0,-22.38498094230774,-23.75695067842128,254000,-22.38498094230774,0.022529151,0.0,-23.19275470033984,126.27563,0.0028405967,33,10,0.0,-23.75695067842128,-23.19275470033984,10,7.66854,0.3498545646189958,0.0,-23.19275470033984,-23.19275470033984,9.911355,0.3498545646189958,33
0.0,-22.93383649987232,-24.394127464262336,260000,-22.93383649987232,0.022151003,0.0,-23.766018580081628,127.15949,-0.00025531015,34,10,0.0,-24.394127464262336,-23.766018580081628,10,7.733132,0.3962747300980103,0.0,-23.766018580081624,-23.766018580081624,9.929777,0.3962747300980103,34
0.0,-22.880276805904668,-23.993322415856266,266000,-22.880276805904668,0.022185517,0.0,-23.19647844160613,127.65392,-0.0006609573,35,10,0.0,-23.993322415856266,-23.19647844160613,10,7.6417274,0.3298605413696682,0.0,-23.19647844160612,-23.19647844160612,9.678662,0.3298605413696682,35
0.0,-22.195223926949648,-23.4277392523816,272000,-22.195223926949648,0.022564571,0.0,-22.648990469210467,128.17262,1.4440119e-06,36,10,0.0,-23.4277392523816,-22.648990469210467,10,7.640058,0.3507100990073067,0.0,-22.64899046921047,-22.64899046921047,9.442156,0.3507100990073067,36
0.0,-21.259252996477215,-22.249855911629524,278000,-21.259252996477215,0.022625644,0.0,-21.721920637622713,128.66794,-0.00071842177,37,10,0.0,-22.249855911629524,-21.721920637622713,10,7.6765904,0.29213178260024614,0.0,-21.721920637622713,-21.721920637622713,9.352874,0.29213178260024614,37
0.0,-21.773947223720494,-22.63226414013591,284000,-21.773947223720494,0.023093745,0.0,-22.211193023732246,129.26053,-0.0007012141,38,10,0.0,-22.63226414013591,-22.211193023732246,10,7.666718,0.34053093363771186,0.0,-22.211193023732243,-22.211193023732243,9.05173,0.34053093363771186,38
0.0,-20.568193079436703,-21.559308063437832,290000,-20.568193079436703,0.022827383,0.0,-21.10525375094173,129.26575,0.001356621,39,10,0.0,-21.559308063437832,-21.10525375094173,10,7.6499686,0.3038186152711436,0.0,-21.105253750941735,-21.105253750941735,8.918746,0.3038186152711436,39
0.0,-20.62263663838022,-22.13185321629233,296000,-20.62263663838022,0.022595638,0.0,-21.277989119419896,129.23026,-9.874329e-05,40,10,0.0,-22.13185321629233,-21.277989119419896,10,7.6644115,0.41570574126127097,0.0,-21.277989119419896,-21.277989119419896,9.050515,0.41570574126127097,40
0.0,-21.212423348012113,-22.569833732821138,302000,-21.212423348012113,0.022814102,0.0,-21.777364198911823,129.62218,-0.00047705465,41,10,0.0,-22.569833732821138,-21.777364198911823,10,7.6626496,0.3830323047570154,0.0,-21.777364198911823,-21.777364198911823,8.841135,0.3830323047570154,41
0.0,-21.07354980387531,-21.949361844027163,308000,-21.07354980387531,0.022590466,0.0,-21.488174813108976,129.60979,0.00066814246,42,10,0.0,-21.949361844027163,-21.488174813108976,10,7.6408362,0.27264051761206853,0.0,-21.488174813108976,-21.488174813108976,8.507954,0.27264051761206853,42
0.0,-19.477629735046573,-21.147002913674605,314000,-19.477629735046573,0.022681557,0.0,-20.522694515575115,129.77106,-0.0008473247,43,10,0.0,-21.147002913674605,-20.522694515575115,10,7.698565,0.45725179208867317,0.0,-20.52269451557511,-20.52269451557511,8.2536,0.45725179208867317,43
0.0,-20.011813836419346,-20.942257322790002,320000,-20.011813836419346,0.022957249,0.0,-20.512779689235032,129.80661,-0.00022332209,44,10,0.0,-20.942257322790002,-20.512779689235032,10,7.6332088,0.26085941712113364,0.0,-20.512779689235025,-20.512779689235025,8.53158,0.26085941712113364,44
0.0,-21.033506204210283,-21.86411113423673,326000,-21.033506204210283,0.023061939,0.0,-21.44254743201042,129.63062,0.00043671005,45,10,0.0,-21.86411113423673,-21.44254743201042,10,7.6410346,0.25013385239812935,0.0,-21.44254743201042,-21.44254743201042,8.191397,0.25013385239812935,45
0.0,-19.742013715449126,-21.150249138859213,332000,-19.742013715449126,0.023023885,0.0,-20.5710462530306,129.36583,-0.00079874403,46,10,0.0,-21.150249138859213,-20.5710462530306,10,7.724714,0.40053646914587954,0.0,-20.571046253030605,-20.571046253030605,8.077766,0.40053646914587954,46
0.0,-19.15929007437374,-20.28038369472722,338000,-19.15929007437374,0.02353041,0.0,-19.802889750350396,129.32217,-0.0012556651,47,10,0.0,-20.28038369472722,-19.802889750350396,10,7.659835,0.29426461138521554,0.0,-19.8028897503504,-19.8028897503504,8.085482,0.29426461138521554,47
0.0,-18.718986126048808,-19.704412731616316,344000,-18.718986126048808,0.02346225,0.0,-19.03386830151415,128.80043,0.0013204477,48,10,0.0,-19.704412731616316,-19.03386830151415,10,7.6352863,0.26804552537645143,0.0,-19.033868301514154,-19.033868301514154,7.923957,0.26804552537645143,48
0.0,-18.087400455779346,-18.966781136050976,350000,-18.087400455779346,0.023242943,0.0,-18.625071960365524,128.48569,-0.0003169339,49,10,0.0,-18.966781136050976,-18.625071960365524,10,7.7896376,0.24647595937959244,0.0,-18.62507196036552,-18.62507196036552,7.6582923,0.24647595937959244,49
0.0,-20.34676697044353,-21.418448143362486,356000,-20.34676697044353,0.023500498,0.0,-20.924784452276548,128.15677,-0.0001321253,50,10,0.0,-21.418448143362486,-20.924784452276548,10,7.6352882,0.3504896371735837,0.0,-20.92478445227655,-20.92478445227655,7.97554,0.3504896371735837,50
0.0,-20.048668489630874,-21.082675551601504,362000,-20.048668489630874,0.023588795,0.0,-20.562690632293325,127.658394,-0.00049806107,51,10,0.0,-21.082675551601504,-20.562690632293325,10,7.662747,0.3437983066518922,0.0,-20.562690632293325,-20.562690632293325,7.644658,0.3437983066518922,51
0.0,-19.26926281824576,-20.05421930644113,368000,-19.26926281824576,0.02345362,0.0,-19.708130803163453,127.36173,0.0010974249,52,10,0.0,-20.05421930644113,-19.708130803163453,10,7.666881,0.27427792027709325,0.0,-19.708130803163456,-19.708130803163456,7.7424912,0.27427792027709325,52
0.0,-18.253293867673182,-20.232206852193123,374000,-18.253293867673182,0.022984214,0.0,-19.132476704720847,126.884315,0.0002887633,53,10,0.0,-20.232206852193123,-19.132476704720847,10,7.6584697,0.5840397018428292,0.0,-19.13247670472085,-19.13247670472085,7.4348164,0.5840397018428292,53
0.0,-19.715688946333866,-20.55392956722596,380000,-19.715688946333866,0.022791274,0.0,-20.06543007799677,126.45011,0.00034680788,54,10,0.0,-20.55392956722596,-20.06543007799677,10,7.662543,0.23189607340055302,0.0,-20.06543007799677,-20.06543007799677,7.464987,0.23189607340055302,54
0.0,-17.775253401934933,-19.03946539896751,386000,-17.775253401934933,0.022392143,0.0,-18.56996064062617,126.09986,0.0014337111,55,10,0.0,-19.03946539896751,-18.56996064062617,10,7.6251225,0.36423211448056814,0.0,-18.56996064062617,-18.56996064062617,7.3396688,0.36423211448056814,55
0.0,-18.897981691858405,-19.50139823687196,392000,-18.897981691858405,0.021951754,0.0,-19.165429285507336,125.562996,0.0004349472,56,10,0.0,-19.50139823687196,-19.165429285507336,10,7.683288,0.19838133839949318,0.0,-19.165429285507344,-19.165429285507344,7.318126,0.19838133839949318,56
0.0,-19.14752861507623,-19.797371178541567,398000,-19.14752861507623,0.021611512,0.0,-19.502021781109,125.14675,0.0006260019,57,10,0.0,-19.797371178541567,-19.502021781109,10,7.624913,0.19612395674635597,0.0,-19.502021781109,-19.502021781109,7.1613507,0.19612395674635597,57
0.0,-18.524023085628446,-19.12593306387627,404000,-18.524023085628446,0.021002226,0.0,-18.84331670979751,124.64986,0.0004666679,58,10,0.0,-19.12593306387627,-18.84331670979751,10,7.642189,0.17395380416715267,0.0,-18.843316709797506,-18.843316709797506,7.009742,0.17395380416715267,58
0.0,-18.040218027667926,-18.868971671098052,410000,-18.040218027667926,0.02080859,0.0,-18.48010515856111,124.01504,0.0012941184,59,10,0.0,-18.868971671098052,-18.48010515856111,10,7.7425323,0.2386560239452141,0.0,-18.480105158561113,-18.480105158561113,6.921576,0.2386560239452141,59
0.0,-18.193080975975057,-18.9873397652216,416000,-18.193080975975057,0.020358985,0.0,-18.40151689862046,123.58673,-0.00042142504,60,10,0.0,-18.9873397652216,-18.40151689862046,10,7.6253004,0.20867968326676112,0.0,-18.40151689862046,-18.40151689862046,6.832663,0.20867968326676112,60
0.0,-19.007509957123993,-20.148908034009814,422000,-19.007509957123993,0.02080157,0.0,-19.489750207140666,123.24919,0.00019475917,61,10,0.0,-20.148908034009814,-19.489750207140666,10,7.63941,0.31669132659827554,0.0,-19.48975020714067,-19.48975020714067,6.8401933,0.31669132659827554,61
0.0,-18.06489090983372,-20.896448579691405,428000,-18.06489090983372,0.020112589,0.0,-19.08229342357823,122.65683,0.0003471035,62,10,0.0,-20.896448579691405,-19.08229342357823,10,7.7020197,0.8953395109051614,0.0,-19.08229342357823,-19.08229342357823,6.900462,0.8953395109051614,62
0.0,-18.338105665892925,-19.275972403373633,434000,-18.338105665892925,0.020440849,0.0,-18.596007794770934,122.39316,0.00014505888,63,10,0.0,-19.275972403373633,-18.596007794770934,10,7.6334357,0.265898352308363,0.0,-18.596007794770937,-18.596007794770937,6.5671787,0.265898352308363,63
0.0,-18.38499747326196,-19.121770076335032,440000,-18.38499747326196,0.020518314,0.0,-18.645486360194873,121.89075,0.0003424099,64,10,0.0,-19.121770076335032,-18.645486360194873,10,7.690512,0.2088394822110616,0.0,-18.645486360194873,-18.645486360194873,6.787621,0.2088394822110616,64
0.0,-17.786660306887452,-20.2703482164436,446000,-17.786660306887452,0.020116588,0.0,-18.833960936839492,121.28909,-0.0004729739,65,10,0.0,-20.2703482164436,-18.833960936839492,10,7.6344223,0.7227719353059615,0.0,-18.833960936839492,-18.833960936839492,6.5224586,0.7227719353059615,65
0.0,-17.880924355895175,-19.51175997950358,452000,-17.880924355895175,0.020450816,0.0,-18.548587320550077,120.83776,8.483212e-05,66,10,0.0,-19.51175997950358,-18.548587320550077,10,7.6788416,0.49980107288808556,0.0,-18.548587320550077,-18.548587320550077,6.4231386,0.49980107288808556,66
0.0,-18.467416185121216,-19.30507676969134,458000,-18.467416185121216,0.020194687,0.0,-18.933387227157052,120.46037,0.00034695477,67,10,0.0,-19.30507676969134,-18.933387227157052,10,7.6241055,0.22985480913067163,0.0,-18.93338722715705,-18.93338722715705,6.4649243,0.22985480913067163,67
0.0,-18.98165514228804,-19.773404245301638,464000,-18.98165514228804,0.020235969,0.0,-19.27991012250621,120.06705,0.00077071594,68,10,0.0,-19.773404245301638,-19.27991012250621,10,7.623589,0.25017167434313,0.0,-19.27991012250621,-19.27991012250621,6.508757,0.25017167434313,68
0.0,-18.29505748557942,-19.34148080932914,470000,-18.29505748557942,0.01956195,0.0,-18.833484098491404,119.61017,0.00024642365,69,10,0.0,-19.34148080932914,-18.833484098491404,10,7.6237073,0.31409431253083214,0.0,-18.833484098491407,-18.833484098491407,6.071428,0.31409431253083214,69
0.0,-18.71744157710838,-19.35936024768729,476000,-18.71744157710838,0.019334558,0.0,-19.09013460670069,119.10258,0.00075193326,70,10,0.0,-19.35936024768729,-19.09013460670069,10,7.6246486,0.16625903370200207,0.0,-19.09013460670069,-19.09013460670069,6.244955,0.16625903370200207,70
0.0,-18.125086591717437,-19.374523518456627,482000,-18.125086591717437,0.018845469,0.0,-18.674760343717374,118.54819,0.00031607525,71,10,0.0,-19.374523518456627,-18.674760343717374,10,7.624727,0.43823746355509224,0.0,-18.674760343717367,-18.674760343717367,6.0235624,0.43823746355509224,71
0.0,-18.260205059677254,-19.488979568985954,488000,-18.260205059677254,0.018954717,0.0,-18.70631557500358,118.003624,-0.00034258282,72,10,0.0,-19.488979568985954,-18.70631557500358,10,7.988709,0.3371205703712954,0.0,-18.70631557500358,-18.70631557500358,5.9935093,0.3371205703712954,72
0.0,-19.43795704957887,-20.096470904285862,494000,-19.43795704957887,0.019033065,0.0,-19.719813776057375,117.50052,0.0002869253,73,10,0.0,-20.096470904285862,-19.719813776057375,10,7.6502357,0.16238410643415185,0.0,-19.719813776057375,-19.719813776057375,5.933202,0.16238410643415185,73
0.0,-18.316153659590327,-19.18502944889239,500000,-18.316153659590327,0.018863302,0.0,-18.744431975340415,117.03397,5.688265e-06,74,10,0.0,-19.18502944889239,-18.744431975340415,10,7.62471,0.30278361551952326,0.0,-18.74443197534041,-18.74443197534041,5.844821,0.30278361551952326,74
0.0,-18.816727287463063,-19.73321124628217,506000,-18.816727287463063,0.01889804,0.0,-19.38120603301246,116.6721,0.00013530806,75,10,0.0,-19.73321124628217,-19.38120603301246,10,7.69335,0.257402777218402,0.0,-19.38120603301246,-19.38120603301246,5.7719913,0.257402777218402,75
0.0,-18.78801678518256,-19.80438363109434,512000,-18.78801678518256,0.018718652,0.0,-19.37199318442701,116.22461,0.0004953032,76,10,0.0,-19.80438363109434,-19.37199318442701,10,7.625496,0.2688113847245602,0.0,-19.37199318442701,-19.37199318442701,5.908465,0.2688113847245602,76
0.0,-18.34929860312837,-21.190860444668616,518000,-18.34929860312837,0.018373584,0.0,-19.508347958159636,115.66256,0.00076362386,77,10,0.0,-21.190860444668616,-19.508347958159636,10,7.639155,0.7892781079899033,0.0,-19.508347958159636,-19.508347958159636,5.6978636,0.7892781079899033,77
0.0,-18.60321357076896,-19.521940720291084,524000,-18.60321357076896,0.018263675,0.0,-19.128593258488525,115.55946,-0.000271018,78,10,0.0,-19.521940720291084,-19.128593258488525,10,7.6331396,0.24164504677679854,0.0,-19.128593258488525,-19.128593258488525,5.6856046,0.24164504677679854,78
0.0,-18.29272868704987,-19.63912563552422,530000,-18.29272868704987,0.018094864,0.0,-18.873175364912026,115.020454,-0.00014191284,79,10,0.0,-19.63912563552422,-18.873175364912026,10,7.678133,0.40409548377822707,0.0,-18.873175364912026,-18.873175364912026,5.4916515,0.40409548377822707,79
0.0,-19.619478851295046,-20.123606532671555,536000,-19.619478851295046,0.017996982,0.0,-19.92644858392164,114.61784,0.0005076852,80,10,0.0,-20.123606532671555,-19.92644858392164,10,7.6248746,0.15201873600399418,0.0,-19.926448583921633,-19.926448583921633,5.5492067,0.15201873600399418,80
0.0,-19.050290607023943,-24.59654072390199,542000,-19.050290607023943,0.01798477,0.0,-21.737208427341443,114.32106,0.00012776814,81,10,0.0,-24.59654072390199,-21.737208427341443,10,7.7929325,1.5204338281653194,0.0,-21.73720842734144,-21.73720842734144,5.35221,1.5204338281653194,81
0.0,-19.666069328139066,-20.269393463517552,548000,-19.666069328139066,0.017984813,0.0,-19.881459995231882,113.82462,-0.0005436496,82,10,0.0,-20.269393463517552,-19.881459995231882,10,7.6247,0.17893146893736894,0.0,-19.881459995231882,-19.881459995231882,5.427546,0.17893146893736894,82
0.0,-18.156082687094877,-19.384737684139704,554000,-18.156082687094877,0.018164387,0.0,-18.829714578758633,113.712425,0.0009148188,83,10,0.0,-19.384737684139704,-18.829714578758633,10,7.624728,0.334029077311208,0.0,-18.829714578758626,-18.829714578758626,5.4624443,0.334029077311208,83
0.0,-18.57657983890449,-19.61928320187504,560000,-18.57657983890449,0.017965576,0.0,-18.955935368251467,113.32482,-0.00057447236,84,10,0.0,-19.61928320187504,-18.955935368251467,10,7.6618786,0.29587558701303834,0.0,-18.955935368251453,-18.955935368251453,5.249798,0.29587558701303834,84
0.0,-18.50489166452784,-19.41360074206242,566000,-18.50489166452784,0.01788539,0.0,-18.835996100443346,112.851425,0.0003091281,85,10,0.0,-19.41360074206242,-18.835996100443346,10,7.626124,0.24136321579623057,0.0,-18.835996100443346,-18.835996100443346,5.294714,0.24136321579623057,85
0.0,-18.25161162660588,-18.84304532675563,572000,-18.25161162660588,0.017842192,0.0,-18.504611916757273,112.55142,-0.00020298484,86,10,0.0,-18.84304532675563,-18.504611916757273,10,7.6247277,0.1947133727473411,0.0,-18.504611916757266,-18.504611916757266,5.0787086,0.1947133727473411,86
0.0,-17.921017583179893,-18.846860157325217,578000,-17.921017583179893,0.017931953,0.0,-18.245316165595767,112.32069,3.205642e-05,87,10,0.0,-18.846860157325217,-18.245316165595767,10,7.6567354,0.2495861271394203,0.0,-18.24531616559576,-18.24531616559576,5.09642,0.2495861271394203,87
0.0,-18.42895476948847,-19.677060712760454,584000,-18.42895476948847,0.017633265,0.0,-19.190499094973177,111.87581,0.00035184502,88,10,0.0,-19.677060712760454,-19.190499094973177,10,7.6413713,0.45298164956054815,0.0,-19.190499094973177,-19.190499094973177,5.081579,0.45298164956054815,88
