MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/pick-place-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/pick-place-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/pick-place-v1/TerminationRate,TotalEnvSteps,MetaTest/pick-place-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/pick-place-v1/MaxReturn,MetaTest/pick-place-v1/MinReturn,MetaTest/pick-place-v1/NumEpisodes,MetaTest/pick-place-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/pick-place-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn
10,1.36751107851555,0.020113828,1.36751107851555,0.0,16.215956,0.0,-21.20756327710197,0.0,0.0,464000,-19.03550854973068,7.630591,10,-17.148212648962538,-17.148212648962538,-21.20756327710197,10,-19.03550854973068,183.15701,10,-0.0008774616,-19.03550854973068,-19.03550854973068
10,1.8291533623114842,0.020998748,1.8291533623114842,0.0,15.949789,0.0,-22.201568690417453,0.0,0.0,488000,-19.67510761990419,7.62817,11,-16.736382724909273,-16.736382724909273,-22.201568690417453,10,-19.67510761990419,183.34721,11,-3.0823053e-06,-19.67510761990419,-19.67510761990419
10,2.1930092241364445,0.022599911,2.1930092241364445,0.0,16.31203,0.0,-22.364838895909518,0.0,0.0,512000,-19.49153015722566,7.628446,12,-16.449970806507565,-16.449970806507565,-22.364838895909518,10,-19.49153015722566,182.382,12,-0.0009009273,-19.49153015722566,-19.49153015722566
10,1.8224819899167624,0.023468003,1.8224819899167624,0.0,16.029072,0.0,-22.294660187643096,0.0,0.0,536000,-18.742753616766414,7.630081,13,-16.507483029248167,-16.507483029248167,-22.294660187643096,10,-18.742753616766414,179.5249,13,-0.00015690336,-18.742753616766414,-18.742753616766414
10,1.1316899805172318,0.024229303,1.1316899805172318,0.0,16.049345,0.0,-19.834794851105272,0.0,0.0,560000,-17.97082793970067,7.6284957,14,-16.049764756148324,-16.049764756148324,-19.834794851105272,10,-17.970827939700676,176.75522,14,-0.0008168322,-17.970827939700676,-17.97082793970067
10,1.647057760008207,0.024860647,1.647057760008207,0.0,15.517463,0.0,-22.533452070104577,0.0,0.0,584000,-18.76903637556159,7.62645,15,-17.06976688849058,-17.06976688849058,-22.533452070104577,10,-18.76903637556159,172.61678,15,3.416097e-05,-18.76903637556159,-18.76903637556159
10,1.798616051027175,0.025132509,1.798616051027175,0.0,15.760276,0.0,-23.84577827312694,0.0,0.0,608000,-19.23503103008576,7.6291943,16,-17.41584726006578,-17.41584726006578,-23.84577827312694,10,-19.235031030085768,170.09947,16,0.00028316298,-19.235031030085768,-19.23503103008576
10,1.0830476794180997,0.023514068,1.0830476794180997,0.0,15.142486,0.0,-20.543097521538016,0.0,0.0,632000,-18.716917966636096,7.62504,17,-17.182405117329196,-17.182405117329196,-20.543097521538016,10,-18.716917966636103,166.3122,17,0.00064044807,-18.716917966636103,-18.716917966636096
10,1.3666564334853564,0.024817044,1.3666564334853564,0.0,14.935427,0.0,-21.821782685848504,0.0,0.0,656000,-18.78840753562424,7.6308866,18,-17.1215317524521,-17.1215317524521,-21.821782685848504,10,-18.78840753562424,163.93777,18,-0.0011982665,-18.78840753562424,-18.78840753562424
10,2.2623900613163532,0.024380928,2.2623900613163532,0.0,14.524598,0.0,-23.31043891635712,0.0,0.0,680000,-20.082560941675204,7.625796,19,-17.11855990472499,-17.11855990472499,-23.31043891635712,10,-20.08256094167521,161.705,19,0.00059163367,-20.08256094167521,-20.082560941675204
10,1.4067007362206991,0.023593467,1.4067007362206991,0.0,14.01268,0.0,-20.277873966185055,0.0,0.0,704000,-18.419398517214233,7.6277432,20,-16.69805814382831,-16.69805814382831,-20.277873966185055,10,-18.41939851721424,159.24547,20,0.0011634257,-18.41939851721424,-18.419398517214233
10,1.9849276417468322,0.022838382,1.9849276417468322,0.0,13.763029,0.0,-22.691485201987977,0.0,0.0,728000,-18.97413962493095,7.628424,21,-16.145886948104653,-16.145886948104653,-22.691485201987977,10,-18.974139624930956,156.9176,21,-0.00027504933,-18.974139624930956,-18.97413962493095
10,0.9970896655715127,0.023290947,0.9970896655715127,0.0,13.389245,0.0,-21.088765951640365,0.0,0.0,752000,-18.526164859262767,7.6259418,22,-17.620620983429713,-17.620620983429713,-21.088765951640365,10,-18.526164859262767,154.64462,22,-0.00051277055,-18.526164859262767,-18.526164859262767
10,3.4413802113740006,0.02343883,3.4413802113740006,0.0,13.325833,0.0,-26.57665270508047,0.0,0.0,776000,-19.937398076014667,7.6261797,23,-15.877856799881764,-15.877856799881764,-26.57665270508047,10,-19.937398076014663,152.73268,23,-0.0003264548,-19.937398076014663,-19.937398076014667
10,1.6178172902224777,0.023319263,1.6178172902224777,0.0,12.938084,0.0,-21.8696500618441,0.0,0.0,800000,-18.12488430844234,7.6344357,24,-16.682467586507304,-16.682467586507304,-21.8696500618441,10,-18.12488430844234,150.66254,24,0.0010251331,-18.12488430844234,-18.12488430844234
10,1.4462200431622114,0.022547996,1.4462200431622114,0.0,12.923658,0.0,-21.090957736703658,0.0,0.0,824000,-18.29876730012572,7.629082,25,-16.660482673259196,-16.660482673259196,-21.090957736703658,10,-18.298767300125714,148.71878,25,0.00029005637,-18.298767300125714,-18.29876730012572
10,3.7211717776999187,0.02203041,3.7211717776999187,0.0,13.025361,0.0,-27.615201827153196,0.0,0.0,848000,-19.71111043693809,7.626906,26,-16.698345560830138,-16.698345560830138,-27.615201827153196,10,-19.711110436938096,147.05608,26,9.5133604e-05,-19.711110436938096,-19.71111043693809
10,1.405396404714731,0.023169836,1.405396404714731,0.0,13.171315,0.0,-21.182896628031145,0.0,0.0,872000,-17.959373495046187,7.625928,27,-15.812937649404855,-15.812937649404855,-21.182896628031145,10,-17.95937349504619,145.32336,27,-0.0009354893,-17.95937349504619,-17.959373495046187
10,1.9407746816536007,0.023779418,1.9407746816536007,0.0,13.491629,0.0,-22.851082010275334,0.0,0.0,896000,-18.37490536809348,7.625821,28,-15.729587765780787,-15.729587765780787,-22.851082010275334,10,-18.374905368093486,143.93881,28,-0.0001497578,-18.374905368093486,-18.37490536809348
10,1.1425364071198194,0.023155402,1.1425364071198194,0.0,13.619057,0.0,-22.045224297959084,0.0,0.0,920000,-20.019615281009685,7.624715,29,-18.52533440683563,-18.52533440683563,-22.045224297959084,10,-20.019615281009674,142.43243,29,-0.0003615252,-20.019615281009674,-20.019615281009685
10,0.8811777199989239,0.023824241,0.8811777199989239,0.0,14.174031,0.0,-19.302603604795067,0.0,0.0,944000,-17.79173854002036,7.625465,30,-16.15699500549875,-16.15699500549875,-19.302603604795067,10,-17.791738540020365,141.01157,30,0.00077917456,-17.791738540020365,-17.79173854002036
10,1.2312730901858748,0.022958687,1.2312730901858748,0.0,14.13715,0.0,-20.12654858042994,0.0,0.0,968000,-18.24308514622816,7.625075,31,-16.691102578130447,-16.691102578130447,-20.12654858042994,10,-18.24308514622816,139.95813,31,-0.00031982688,-18.24308514622816,-18.24308514622816
10,1.1212938155740515,0.021392144,1.1212938155740515,0.0,13.424475,0.0,-20.501207611181176,0.0,0.0,992000,-17.56413954269561,7.6249857,32,-16.571716778506033,-16.571716778506033,-20.501207611181176,10,-17.56413954269561,138.82764,32,0.0032730561,-17.56413954269561,-17.56413954269561
10,1.0316381744608372,0.021513075,1.0316381744608372,0.0,13.402362,0.0,-22.124111388808704,0.0,0.0,1016000,-20.112938044384645,7.62485,33,-18.388247259405542,-18.388247259405542,-22.124111388808704,10,-20.11293804438464,137.95406,33,-8.462873e-05,-20.11293804438464,-20.112938044384645
10,2.1561724654822667,0.021085136,2.1561724654822667,0.0,13.367853,0.0,-23.56675241751169,0.0,0.0,1040000,-18.175330181628055,7.624795,34,-15.840081079726009,-15.840081079726009,-23.56675241751169,10,-18.175330181628063,136.84357,34,-0.0006044686,-18.175330181628063,-18.175330181628055
10,2.267692936349439,0.0202188,2.267692936349439,0.0,12.91294,0.0,-24.577004587241,0.0,0.0,1064000,-18.598714310198904,7.624651,35,-16.221648230765,-16.221648230765,-24.577004587241,10,-18.5987143101989,135.53773,35,0.0015639222,-18.5987143101989,-18.598714310198904
10,0.9736279999442041,0.01889089,0.9736279999442041,0.0,12.218113,0.0,-19.301100673172346,0.0,0.0,1088000,-18.00288217297494,7.6248455,36,-16.258047169681525,-16.258047169681525,-19.301100673172346,10,-18.002882172974935,134.15741,36,-0.0001645438,-18.002882172974935,-18.00288217297494
10,0.9520271223926285,0.01931752,0.9520271223926285,0.0,12.225957,0.0,-20.879654910589966,0.0,0.0,1112000,-19.329393110306427,7.625167,37,-17.330213024845442,-17.330213024845442,-20.879654910589966,10,-19.32939311030642,132.82486,37,0.0013519236,-19.32939311030642,-19.329393110306427
10,1.9170206587421812,0.018056136,1.9170206587421812,0.0,11.538123,0.0,-23.13173975117914,0.0,0.0,1136000,-18.0392432404752,7.6248207,38,-16.560989142075314,-16.560989142075314,-23.13173975117914,10,-18.0392432404752,132.05157,38,-0.00019297063,-18.0392432404752,-18.0392432404752
10,2.5588163828893076,0.018284274,2.5588163828893076,0.0,11.471873,0.0,-25.952690873981837,0.0,0.0,1160000,-18.51313198971456,7.6249795,39,-16.29952259177239,-16.29952259177239,-25.952690873981837,10,-18.51313198971456,131.1578,39,0.001411497,-18.51313198971456,-18.51313198971456
10,1.1162520230565016,0.01781012,1.1162520230565016,0.0,11.204646,0.0,-19.108098462567778,0.0,0.0,1184000,-17.82275558419399,7.624653,40,-15.249501646013053,-15.249501646013053,-19.108098462567778,10,-17.82275558419399,130.2706,40,-0.00036437882,-17.82275558419399,-17.82275558419399
10,1.35437494787618,0.017580323,1.35437494787618,0.0,11.101519,0.0,-21.143957078187746,0.0,0.0,1208000,-18.1427181891433,7.6246943,41,-16.43783958601639,-16.43783958601639,-21.143957078187746,10,-18.142718189143302,129.331,41,0.0012400727,-18.142718189143302,-18.1427181891433
10,2.132340119826345,0.016807439,2.132340119826345,0.0,10.73241,0.0,-24.65498596024498,0.0,0.0,1232000,-19.08127155081988,7.624649,42,-16.77822142523181,-16.77822142523181,-24.65498596024498,10,-19.08127155081988,128.61064,42,-0.00014144425,-19.08127155081988,-19.08127155081988
10,4.633708438212567,0.016571565,4.633708438212567,0.0,10.660553,0.0,-30.07582076049645,0.0,0.0,1256000,-20.331611166999075,7.6246505,43,-16.10106871716697,-16.10106871716697,-30.07582076049645,10,-20.331611166999078,127.80323,43,-0.00014530813,-20.331611166999078,-20.331611166999075
10,1.684596068054037,0.016803375,1.684596068054037,0.0,10.595081,0.0,-22.098288574139808,0.0,0.0,1280000,-18.8161120518918,7.6251955,44,-16.901999726304595,-16.901999726304595,-22.098288574139808,10,-18.81611205189179,127.31879,44,0.00039096375,-18.81611205189179,-18.8161120518918
10,1.6638568746583142,0.016983187,1.6638568746583142,0.0,10.532171,0.0,-21.321623165377176,0.0,0.0,1304000,-18.75047200559917,7.624732,45,-16.59104597009042,-16.59104597009042,-21.321623165377176,10,-18.75047200559917,126.421265,45,0.00096549286,-18.75047200559917,-18.75047200559917
10,3.19630391642115,0.015938109,3.19630391642115,0.0,10.585703,0.0,-26.86017880708915,0.0,0.0,1328000,-18.835462506582818,7.624716,46,-15.237835020732144,-15.237835020732144,-26.86017880708915,10,-18.83546250658282,125.867355,46,-0.00087913487,-18.83546250658282,-18.835462506582818
10,1.4120250221758062,0.01634002,1.4120250221758062,0.0,10.411674,0.0,-22.04808639907646,0.0,0.0,1352000,-19.875993786847808,7.6249886,47,-17.90436807456968,-17.90436807456968,-22.04808639907646,10,-19.87599378684781,125.23875,47,0.000782861,-19.87599378684781,-19.875993786847808
10,2.4115380349702944,0.016133806,2.4115380349702944,0.0,10.76235,0.0,-23.58775234085779,0.0,0.0,1376000,-18.4692780352628,7.6246367,48,-16.498963177414613,-16.498963177414613,-23.58775234085779,10,-18.469278035262803,124.58259,48,-0.00059872045,-18.469278035262803,-18.4692780352628
10,3.4730606698023787,0.017219594,3.4730606698023787,0.0,11.018771,0.0,-29.311346493875433,0.0,0.0,1400000,-20.082876883889067,7.6249275,49,-16.700679112818886,-16.700679112818886,-29.311346493875433,10,-20.082876883889064,124.245895,49,-0.000355482,-20.082876883889064,-20.082876883889067
