MetaTest/dial-turn-v1/NumTrajs,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/dial-turn-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/dial-turn-v1/TerminationRate,MetaTest/Average/MaxReturn,MetaTrain/Average/Alpha,MetaTest/dial-turn-v1/SuccessRate,MetaTrain/Average/PolicyLoss,MetaTest/dial-turn-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/dial-turn-v1/AverageReturn,MetaTest/dial-turn-v1/StdReturn,MetaTest/dial-turn-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn
10,0.3,1145.5782,804.7362909444361,464000,343.649577066682,343.649577066682,983125.8,-70.79690416420878,-70.79690416420878,-22.699286,0.0,2404.188875100671,nan,0.3,-37802.312,10,10,343.64957706668224,804.7362909444361,2404.188875100671,10,0.0,343.64957706668224
10,0.2,1001.6187,19.90781380892323,488000,-37.500950330711504,-37.500950330711504,956868.5,-76.54526820577657,-76.54526820577657,-18.120207,0.0,-15.362035156892958,nan,0.2,-32086.379,11,10,-37.500950330711504,19.90781380892323,-15.362035156892958,11,0.0,-37.500950330711504
10,0.2,9564.186,33.66478936586202,512000,-58.41788121642567,-58.41788121642567,2111292.0,-102.05674362795665,-102.05674362795665,-19.090996,0.0,-22.26464676665048,nan,0.2,-60709.89,12,10,-58.417881216425634,33.66478936586202,-22.26464676665048,12,0.0,-58.417881216425634
10,0.2,4545.5645,32223.801414451897,536000,10677.345637460156,10677.345637460156,1525748.8,-132.69631078851404,-132.69631078851404,-19.325932,0.0,107348.68422567459,nan,0.2,-74615.69,13,10,10677.345637460156,32223.801414451897,107348.68422567459,13,0.0,10677.345637460156
10,0.0,3112.592,20.516875269628436,560000,-51.229774670902586,-51.229774670902586,1268759.8,-78.85190188627597,-78.85190188627597,-16.770546,0.0,-22.70427007227124,nan,0.0,-47642.82,14,10,-51.2297746709026,20.516875269628436,-22.70427007227124,14,0.0,-51.2297746709026
10,0.2,7656.9004,9901.905962259081,584000,3266.1738192323005,3266.1738192323005,1266648.6,-45.31711372050582,-45.31711372050582,-13.550109,0.0,32971.877457447736,nan,0.2,-24617.664,15,10,3266.173819232299,9901.905962259081,32971.877457447736,15,0.0,3266.173819232299
10,0.4,320.67453,2726.744573006398,608000,959.9012548251874,959.9012548251874,1118896.0,-27.50754151168061,-27.50754151168061,-15.056951,0.0,9117.342742900868,nan,0.4,-25679.396,16,10,959.9012548251874,2726.744573006398,9117.342742900868,16,0.0,959.9012548251874
10,0.3,109.03031,39336.00806155911,632000,13089.772403538253,13089.772403538253,1270622.0,-93.42753445415286,-93.42753445415286,-15.24713,0.0,131097.52858912447,nan,0.3,-25173.164,17,10,13089.772403538258,39336.00806155911,131097.52858912447,17,0.0,13089.772403538258
10,0.2,111.816635,19355.287465064255,656000,6445.601571818059,6445.601571818059,1692650.1,-75.88119773915841,-75.88119773915841,-14.689347,0.0,64510.13550104324,nan,0.2,-27514.275,18,10,6445.60157181806,19355.287465064255,64510.13550104324,18,0.0,6445.60157181806
10,0.0,246.5169,14.309643088763798,680000,-71.37306138744727,-71.37306138744727,2309327.2,-88.66308360261698,-88.66308360261698,-14.183099,0.0,-32.13015620519689,nan,0.0,-30278.312,19,10,-71.37306138744724,14.309643088763798,-32.13015620519689,19,0.0,-71.37306138744724
10,0.0,393.1463,17.040544588655283,704000,-113.90946966525289,-113.90946966525289,2400305.2,-138.73814531199648,-138.73814531199648,-11.985681,0.0,-84.12990463856492,nan,0.0,-25801.74,20,10,-113.90946966525284,17.040544588655283,-84.12990463856492,20,0.0,-113.90946966525284
10,0.1,635.89667,12.0397862288355,728000,-23.89249179501812,-23.89249179501812,1174001.9,-46.94298687074438,-46.94298687074438,-2.6572907,0.0,-6.423110649733493,nan,0.1,-7305.683,21,10,-23.892491795018124,12.0397862288355,-6.423110649733493,21,0.0,-23.892491795018124
10,0.0,65321.285,3.8924204099512574,752000,-81.33856719197323,-81.33856719197323,23188322.0,-86.70872610673348,-86.70872610673348,-4.904402,0.0,-75.58715016699158,nan,0.0,10290.262,22,10,-81.33856719197321,3.8924204099512574,-75.58715016699158,22,0.0,-81.33856719197321
10,0.0,13221.532,15.581377056314475,776000,-65.59957100965885,-65.59957100965885,1271552.8,-88.4521183315196,-88.4521183315196,-1.8449347,0.0,-41.246444185657225,nan,0.0,1933.4264,23,10,-65.59957100965887,15.581377056314475,-41.246444185657225,23,0.0,-65.59957100965887
10,0.0,15414.251,8.156754358207897,800000,-105.59725033135184,-105.59725033135184,2558766.8,-123.16046783813292,-123.16046783813292,-2.475053,0.0,-94.7064893639196,nan,0.0,-7562.243,24,10,-105.59725033135187,8.156754358207897,-94.7064893639196,24,0.0,-105.59725033135187
10,0.0,38465.945,19.851390877648598,824000,-89.4186807859551,-89.4186807859551,1866573.2,-121.76336999038575,-121.76336999038575,-1.1631256,0.0,-47.77856913470542,nan,0.0,-21185.168,25,10,-89.4186807859551,19.851390877648598,-47.77856913470542,25,0.0,-89.4186807859551
10,0.0,1740.3712,30.659751417808096,848000,-51.32271220919402,-51.32271220919402,1108950.9,-124.38401128470123,-124.38401128470123,-4.2631483,0.0,-14.57169208688033,nan,0.0,-6441.736,26,10,-51.322712209193995,30.659751417808096,-14.57169208688033,26,0.0,-51.322712209193995
10,0.0,773.7499,23.2753398620276,872000,-75.05715698467203,-75.05715698467203,1185995.5,-115.93651535168087,-115.93651535168087,-5.65772,0.0,-42.9278281365006,nan,0.0,-5469.628,27,10,-75.05715698467203,23.2753398620276,-42.9278281365006,27,0.0,-75.05715698467203
10,0.0,1142.2178,12.059851680549293,896000,-92.42212389548996,-92.42212389548996,1486813.1,-113.67761706373932,-113.67761706373932,-5.578286,0.0,-68.92501688188423,nan,0.0,-6279.292,28,10,-92.42212389549,12.059851680549293,-68.92501688188423,28,0.0,-92.42212389549
10,0.2,1279.2308,26.80675349093019,920000,-39.55762634238469,-39.55762634238469,1857955.8,-88.82053403943104,-88.82053403943104,-7.4169874,0.0,-14.665741966975823,nan,0.2,-9212.95,29,10,-39.55762634238467,26.80675349093019,-14.665741966975823,29,0.0,-39.55762634238467
10,0.0,1301.8197,9.285447503409397,944000,-30.448825482747633,-30.448825482747633,1893122.5,-41.11965380098163,-41.11965380098163,-8.432915,0.0,-12.780904855911343,nan,0.0,-9133.257,30,10,-30.448825482747633,9.285447503409397,-12.780904855911343,30,0.0,-30.448825482747633
10,0.1,1898.2175,4717.186717571504,968000,1537.328316834729,1537.328316834729,2113401.0,-71.52843437697356,-71.52843437697356,-7.982408,0.0,15688.777577486968,nan,0.1,-8475.519,31,10,1537.3283168347284,4717.186717571504,15688.777577486968,31,0.0,1537.3283168347284
10,0.3,1090.5472,19229.89569727541,992000,8606.89556308279,8606.89556308279,3158092.2,-61.29744468802197,-61.29744468802197,-11.1578455,0.0,62073.4733726868,nan,0.3,-14928.868,32,10,8606.895563082788,19229.89569727541,62073.4733726868,32,0.0,8606.895563082788
10,0.1,3053.0256,14033.845481808943,1016000,4593.846965878761,4593.846965878761,2422903.0,-126.71318112981271,-126.71318112981271,-7.0806904,0.0,46695.314817291546,nan,0.1,-8722.062,33,10,4593.846965878766,14033.845481808943,46695.314817291546,33,0.0,4593.846965878766
10,0.1,1880.6154,33.624862584960965,1040000,-40.74448144424127,-40.74448144424127,4807119.0,-109.97328343000929,-109.97328343000929,-12.142666,0.0,-4.005630334003217,nan,0.1,-20352.9,34,10,-40.7444814442413,33.624862584960965,-4.005630334003217,34,0.0,-40.7444814442413
10,0.0,5325.6714,35.49507401883395,1064000,-62.57024410257211,-62.57024410257211,4114853.0,-126.25671587844683,-126.25671587844683,-8.017341,0.0,-20.941331695140377,nan,0.0,-14658.824,35,10,-62.57024410257209,35.49507401883395,-20.941331695140377,35,0.0,-62.57024410257209
10,0.1,5804.914,13199.317221167808,1088000,4369.272532815149,4369.272532815149,6461378.5,-55.546014468958994,-55.546014468958994,-11.056279,0.0,43967.19958072829,nan,0.1,-25339.896,36,10,4369.272532815148,13199.317221167808,43967.19958072829,36,0.0,4369.272532815148
10,0.1,4103.946,30.44856975359754,1112000,-41.668297725579194,-41.668297725579194,10082354.0,-117.38571120722574,-117.38571120722574,-15.17414,0.0,-11.03381323035593,nan,0.1,-42994.88,37,10,-41.668297725579215,30.44856975359754,-11.03381323035593,37,0.0,-41.668297725579215
10,0.0,17004.512,32.6390018407805,1136000,-66.13390901271177,-66.13390901271177,5872923.5,-123.26579737949154,-123.26579737949154,-5.7604346,0.0,-20.596079177457945,nan,0.0,-17371.133,38,10,-66.13390901271183,32.6390018407805,-20.596079177457945,38,0.0,-66.13390901271183
10,0.0,7465.543,13.74394282033842,1160000,-25.893531847079466,-25.893531847079466,5665554.0,-46.5229840733961,-46.5229840733961,-8.2307415,0.0,-7.103831585903191,nan,0.0,-23741.656,39,10,-25.893531847079466,13.74394282033842,-7.103831585903191,39,0.0,-25.893531847079466
10,0.0,25620.432,23.66587473338745,1184000,-55.54327103130608,-55.54327103130608,9725065.0,-93.19846516165715,-93.19846516165715,-12.090235,0.0,-27.07533485037126,nan,0.0,-35804.656,40,10,-55.54327103130608,23.66587473338745,-27.07533485037126,40,0.0,-55.54327103130608
10,0.0,10799.816,8.750389201567344,1208000,-89.24068726632132,-89.24068726632132,12551766.0,-101.25862142886531,-101.25862142886531,-11.239961,0.0,-76.35816503203186,nan,0.0,-40192.992,41,10,-89.2406872663213,8.750389201567344,-76.35816503203186,41,0.0,-89.2406872663213
10,0.0,149655.97,8.023970434676993,1232000,-77.68863413339223,-77.68863413339223,5132408.5,-89.97972834872763,-89.97972834872763,-5.5963974,0.0,-65.00233433464939,nan,0.0,-12062.096,42,10,-77.6886341333922,8.023970434676993,-65.00233433464939,42,0.0,-77.6886341333922
10,0.1,159979.39,20.617324719203886,1256000,-62.61304399911851,-62.61304399911851,4989187.0,-89.63589704247687,-89.63589704247687,-3.509564,0.0,-18.780714211615358,nan,0.1,-4389.089,43,10,-62.613043999118496,20.617324719203886,-18.780714211615358,43,0.0,-62.613043999118496
10,0.0,52017.977,10.23520298990674,1280000,-86.75337618326701,-86.75337618326701,1733930.8,-105.66250633220082,-105.66250633220082,-1.990711,0.0,-70.46450205352986,nan,0.0,1040.5587,44,10,-86.753376183267,10.23520298990674,-70.46450205352986,44,0.0,-86.753376183267
10,0.0,16071.348,7.75152326223957,1304000,-126.35414036807363,-126.35414036807363,1887175.5,-141.61506907764425,-141.61506907764425,-0.5056481,0.0,-112.5378793948926,nan,0.0,998.608,45,10,-126.35414036807363,7.75152326223957,-112.5378793948926,45,0.0,-126.35414036807363
10,0.0,50996.766,12.75992565918111,1328000,-101.624749899812,-101.624749899812,2815481.5,-116.43998123940595,-116.43998123940595,-0.85188824,0.0,-78.2686768132227,nan,0.0,889.4546,46,10,-101.62474989981203,12.75992565918111,-78.2686768132227,46,0.0,-101.62474989981203
10,0.0,6686.655,22.013171406629578,1352000,-84.51912219780954,-84.51912219780954,1824653.2,-104.48997682044633,-104.48997682044633,-0.5168747,0.0,-37.96394549451752,nan,0.0,699.74677,47,10,-84.51912219780954,22.013171406629578,-37.96394549451752,47,0.0,-84.51912219780954
10,0.0,41810.76,7.590625664080755,1376000,-104.68112616832191,-104.68112616832191,21561694.0,-117.82049962894335,-117.82049962894335,-2.9037535,0.0,-92.9185635380913,nan,0.0,1078.7183,48,10,-104.68112616832181,7.590625664080755,-92.9185635380913,48,0.0,-104.68112616832181
10,0.0,259864.78,7.493826288050309,1400000,-68.91926735977086,-68.91926735977086,2008560.1,-78.02090050410901,-78.02090050410901,-0.1292121,0.0,-55.573645300140385,nan,0.0,2459.1375,49,10,-68.91926735977081,7.493826288050309,-55.573645300140385,49,0.0,-68.91926735977081
10,0.1,575170.44,22.811384177176556,1424000,-86.02726087778782,-86.02726087778782,65448636.0,-132.15956244424504,-132.15956244424504,-0.715433,0.0,-47.512359506349114,nan,0.1,1582.0046,50,10,-86.0272608777879,22.811384177176556,-47.512359506349114,50,0.0,-86.0272608777879
10,0.0,551276.3,11.301347451690962,1448000,-108.8589488739633,-108.8589488739633,598733500.0,-125.4471262234219,-125.4471262234219,-15.089913,0.0,-93.36285319056506,nan,0.0,377829.3,51,10,-108.85894887396323,11.301347451690962,-93.36285319056506,51,0.0,-108.85894887396323
10,0.0,40693.773,10.663668146470371,1472000,-84.93571250585055,-84.93571250585055,8862050.0,-107.61423674011131,-107.61423674011131,-20.945253,0.0,-74.49840302388374,nan,0.0,225242.89,52,10,-84.93571250585063,10.663668146470371,-74.49840302388374,52,0.0,-84.93571250585063
10,0.0,89004.31,17.04610234751621,1496000,-79.79053825103347,-79.79053825103347,12149960.0,-108.00143911340865,-108.00143911340865,-17.03127,0.0,-56.20348678626095,nan,0.0,58945.76,53,10,-79.79053825103344,17.04610234751621,-56.20348678626095,53,0.0,-79.79053825103344
10,0.0,54244.754,11.88760224233422,1520000,-72.73871192126822,-72.73871192126822,1953987.8,-94.36863203152177,-94.36863203152177,-4.0813646,0.0,-54.41709663825174,nan,0.0,7071.962,54,10,-72.73871192126822,11.88760224233422,-54.41709663825174,54,0.0,-72.73871192126822
10,0.0,15309.41,9.481171353059102,1544000,-66.0802219333186,-66.0802219333186,1713917.1,-81.49352982944855,-81.49352982944855,-5.668212,0.0,-45.53191164304224,nan,0.0,2283.5056,55,10,-66.0802219333186,9.481171353059102,-45.53191164304224,55,0.0,-66.0802219333186
10,0.0,106092.4,8.324080176748414,1568000,-104.62144859185798,-104.62144859185798,11556696.0,-118.5559607656868,-118.5559607656868,-7.5282497,0.0,-89.7566549266991,nan,0.0,45568.402,56,10,-104.62144859185796,8.324080176748414,-89.7566549266991,56,0.0,-104.62144859185796
10,0.0,200867.88,9.242570563633471,1592000,-103.62159978065435,-103.62159978065435,16054984.0,-115.13662386578812,-115.13662386578812,-4.319621,0.0,-89.25700722836521,nan,0.0,81159.79,57,10,-103.6215997806544,9.242570563633471,-89.25700722836521,57,0.0,-103.6215997806544
10,0.0,229847.39,24.313124625280548,1616000,-101.14794301776735,-101.14794301776735,5459866.5,-136.44819670945813,-136.44819670945813,-4.3986163,0.0,-56.33131026098314,nan,0.0,57104.887,58,10,-101.14794301776735,24.313124625280548,-56.33131026098314,58,0.0,-101.14794301776735
10,0.0,89815.32,12.15544586489071,1640000,-108.55260735487327,-108.55260735487327,1675777.4,-130.7155190862345,-130.7155190862345,-0.10347395,0.0,-91.0560447250673,nan,0.0,18040.598,59,10,-108.55260735487316,12.15544586489071,-91.0560447250673,59,0.0,-108.55260735487316
10,0.0,41733.81,10.92424153547961,1664000,-82.30092035347728,-82.30092035347728,4123179.2,-104.41368810476698,-104.41368810476698,-1.783969,0.0,-65.05766724336178,nan,0.0,10262.746,60,10,-82.3009203534773,10.92424153547961,-65.05766724336178,60,0.0,-82.3009203534773
10,0.0,48254.344,16.39486297706666,1688000,-93.43027895549297,-93.43027895549297,9313774.0,-111.6885220066108,-111.6885220066108,-2.3240187,0.0,-53.46775733948253,nan,0.0,20984.174,61,10,-93.43027895549304,16.39486297706666,-53.46775733948253,61,0.0,-93.43027895549304
10,0.0,36589.613,11.060214984767613,1712000,-82.11974773562666,-82.11974773562666,1855945.5,-99.49495906618306,-99.49495906618306,-3.3527467,0.0,-63.787210096659564,nan,0.0,26688.617,62,10,-82.11974773562665,11.060214984767613,-63.787210096659564,62,0.0,-82.11974773562665
10,0.0,18039.62,6.555159425232126,1736000,-68.74767228609956,-68.74767228609956,1517735.8,-76.86373157072562,-76.86373157072562,-4.232255,0.0,-56.9461911123777,nan,0.0,4945.457,63,10,-68.74767228609952,6.555159425232126,-56.9461911123777,63,0.0,-68.74767228609952
10,0.0,10136.288,10.83123510540685,1760000,-110.77059423226515,-110.77059423226515,1848422.9,-126.81304836598318,-126.81304836598318,-6.907833,0.0,-93.37866668430186,nan,0.0,-134.6474,64,10,-110.77059423226527,10.83123510540685,-93.37866668430186,64,0.0,-110.77059423226527
10,0.1,22942.74,7.253541130425302,1784000,-37.40347965543147,-37.40347965543147,1455810.5,-51.7966913999567,-51.7966913999567,-0.3785637,0.0,-24.784106397046443,nan,0.1,4272.2007,65,10,-37.403479655431454,7.253541130425302,-24.784106397046443,65,0.0,-37.403479655431454
10,0.0,32610.72,7.767064902324269,1808000,-73.38687999557607,-73.38687999557607,6740042.0,-94.7548933139622,-94.7548933139622,-6.4768662,0.0,-66.79079062397977,nan,0.0,3088.8428,66,10,-73.38687999557607,7.767064902324269,-66.79079062397977,66,0.0,-73.38687999557607
10,0.0,13528.694,6.856537576347138,1832000,-31.980329949295413,-31.980329949295413,1412315.5,-49.78961259871291,-49.78961259871291,-1.482929,0.0,-25.12749904656804,nan,0.0,1038.7548,67,10,-31.980329949295417,6.856537576347138,-25.12749904656804,67,0.0,-31.980329949295417
10,0.0,238397.33,14.250989270885873,1856000,-72.98978384607382,-72.98978384607382,110221780.0,-101.48964283200992,-101.48964283200992,-12.787318,0.0,-52.59944687200997,nan,0.0,323445.66,68,10,-72.98978384607383,14.250989270885873,-52.59944687200997,68,0.0,-72.98978384607383
10,0.0,543770.25,7.466203751394411,1880000,-87.71122104860453,-87.71122104860453,13261232.0,-99.10360622061283,-99.10360622061283,-9.880723,0.0,-78.1136829652834,nan,0.0,108527.52,69,10,-87.71122104860457,7.466203751394411,-78.1136829652834,69,0.0,-87.71122104860457
10,0.0,140273.1,7.236680884219206,1904000,-104.22156823444843,-104.22156823444843,1516358.2,-122.34013577900575,-122.34013577900575,-0.80274737,0.0,-94.10574552558482,nan,0.0,25852.395,70,10,-104.22156823444837,7.236680884219206,-94.10574552558482,70,0.0,-104.22156823444837
10,0.0,56402.94,15.369814109458323,1928000,-77.19439331295501,-77.19439331295501,1362620.0,-91.69889421985228,-91.69889421985228,-2.0734417,0.0,-36.55982355103776,nan,0.0,11724.34,71,10,-77.19439331295503,15.369814109458323,-36.55982355103776,71,0.0,-77.19439331295503
10,0.0,630582.1,4.894960536330291,1952000,-133.85297750664105,-133.85297750664105,626702600.0,-141.061831823363,-141.061831823363,-34.142296,0.0,-124.20059080848264,nan,0.0,1500666.9,72,10,-133.85297750664103,4.894960536330291,-124.20059080848264,72,0.0,-133.85297750664103
10,0.0,653822.75,9.277878470236235,1976000,-127.90401926111403,-127.90401926111403,2336014.2,-144.04811420829247,-144.04811420829247,-37.586296,0.0,-116.38346128816815,nan,0.0,264569.44,73,10,-127.90401926111402,9.277878470236235,-116.38346128816815,73,0.0,-127.90401926111402
10,0.0,401691.4,5.339256629969958,2000000,-129.72236153723924,-129.72236153723924,1661974.6,-140.927560755461,-140.927560755461,-37.586277,0.0,-119.92336173155674,nan,0.0,175772.83,74,10,-129.72236153723924,5.339256629969958,-119.92336173155674,74,0.0,-129.72236153723924
10,0.0,178494.19,10.166428485864383,2024000,-127.67641088506358,-127.67641088506358,2103105.5,-142.97713146408663,-142.97713146408663,-37.58226,0.0,-113.42770793520693,nan,0.0,118353.97,75,10,-127.67641088506362,10.166428485864383,-113.42770793520693,75,0.0,-127.67641088506362
10,0.0,169885.12,23.429929546463914,2048000,-97.67411880279984,-97.67411880279984,3061597.2,-141.43276564183506,-141.43276564183506,-33.40462,0.0,-73.0474101625508,nan,0.0,79660.516,76,10,-97.67411880279982,23.429929546463914,-73.0474101625508,76,0.0,-97.67411880279982
10,0.0,108041.47,6.70061006904345,2072000,-64.36721865953798,-64.36721865953798,1346011.1,-75.26460477035364,-75.26460477035364,-5.0368376,0.0,-54.24161074930978,nan,0.0,75120.24,77,10,-64.36721865953798,6.70061006904345,-54.24161074930978,77,0.0,-64.36721865953798
10,0.1,17584.594,26.240149753347122,2096000,-61.32949743805865,-61.32949743805865,1248526.5,-111.59463554670101,-111.59463554670101,1.4405491,0.0,-17.009000065114535,nan,0.1,20097.74,78,10,-61.32949743805865,26.240149753347122,-17.009000065114535,78,0.0,-61.32949743805865
10,0.0,606884.9,10.424064209225739,2120000,-84.55510434333003,-84.55510434333003,36315548.0,-98.51040821782735,-98.51040821782735,-21.612982,0.0,-69.73061228174788,nan,0.0,680481.25,79,10,-84.55510434333,10.424064209225739,-69.73061228174788,79,0.0,-84.55510434333
10,0.0,968539.5,8.35280453976697,2144000,-96.5550436785251,-96.5550436785251,78796136.0,-106.43969687154767,-106.43969687154767,-26.648558,0.0,-81.92591013061404,nan,0.0,893685.75,80,10,-96.55504367852511,8.35280453976697,-81.92591013061404,80,0.0,-96.55504367852511
10,0.0,392875.2,8.13231661994838,2168000,-107.97737419152786,-107.97737419152786,2051493.2,-123.44657301554297,-123.44657301554297,-1.2374313,0.0,-99.62685378244258,nan,0.0,106626.64,81,10,-107.97737419152797,8.13231661994838,-99.62685378244258,81,0.0,-107.97737419152797
10,0.1,256991.72,16.076522768067548,2192000,-46.466396802403125,-46.466396802403125,1280599.1,-65.66788674575857,-65.66788674575857,0.69427574,0.0,-22.64307528981852,nan,0.1,45540.47,82,10,-46.466396802403125,16.076522768067548,-22.64307528981852,82,0.0,-46.466396802403125
10,0.0,105856.26,11.196259902799735,2216000,-55.72286417126526,-55.72286417126526,1202948.4,-72.07970761051894,-72.07970761051894,0.6499368,0.0,-28.60304444920769,nan,0.0,19332.035,83,10,-55.72286417126526,11.196259902799735,-28.60304444920769,83,0.0,-55.72286417126526
10,0.1,31469.793,20.674417957402948,2240000,-66.55351473118893,-66.55351473118893,1214092.0,-94.03728497859946,-94.03728497859946,-2.2871275,0.0,-16.93000137925376,nan,0.1,8274.098,84,10,-66.55351473118894,20.674417957402948,-16.93000137925376,84,0.0,-66.55351473118894
10,0.0,9815.254,6.960096152316443,2264000,-62.32697020298033,-62.32697020298033,1234937.1,-72.1764532200168,-72.1764532200168,-3.2372365,0.0,-49.14107686279879,nan,0.0,3376.2615,85,10,-62.326970202980306,6.960096152316443,-49.14107686279879,85,0.0,-62.326970202980306
10,0.2,5333.83,12.909138298268756,2288000,-36.04404473015948,-36.04404473015948,1276611.4,-68.39735326096108,-68.39735326096108,-7.459819,0.0,-18.282996228088344,nan,0.2,-5520.566,86,10,-36.04404473015948,12.909138298268756,-18.282996228088344,86,0.0,-36.04404473015948
10,0.3,6821.7344,19.422050973983758,2312000,-37.25642464778859,-37.25642464778859,1492907.2,-89.07501906812898,-89.07501906812898,-8.73724,0.0,-17.37047825017234,nan,0.3,-5784.0254,87,10,-37.2564246477886,19.422050973983758,-17.37047825017234,87,0.0,-37.2564246477886
10,0.4,1753.9585,29519.657438060975,2336000,9817.058702031809,9817.058702031809,4310529.0,-95.12884366252545,-95.12884366252545,-15.2459345,0.0,98375.85529091577,nan,0.4,-24081.607,88,10,9817.058702031802,29519.657438060975,98375.85529091577,88,0.0,9817.058702031802
10,0.0,911.70294,40.0803561070851,2360000,-39.93327049175881,-39.93327049175881,6315908.5,-109.84669659535831,-109.84669659535831,-18.311464,0.0,-4.022774345239272,nan,0.0,-36142.79,89,10,-39.93327049175884,40.0803561070851,-4.022774345239272,89,0.0,-39.93327049175884
10,0.0,925.3509,1744.273640705341,2384000,540.1595610685521,540.1595610685521,9674184.0,-94.23408461128798,-94.23408461128798,-17.550644,0.0,5772.135161078789,nan,0.0,-40400.402,90,10,540.159561068552,1744.273640705341,5772.135161078789,90,0.0,540.159561068552
10,0.3,1168.109,56460.36871430161,2408000,21669.082558247355,21669.082558247355,11551228.0,-111.12233856377767,-111.12233856377767,-15.799483,0.0,190219.64430575212,nan,0.3,-42991.137,91,10,21669.082558247355,56460.36871430161,190219.64430575212,91,0.0,21669.082558247355
10,0.1,1907.2365,484.8620412104412,2432000,107.47196516066838,107.47196516066838,14291315.0,-93.52889790235263,-93.52889790235263,-15.750912,0.0,1560.1472212911212,nan,0.1,-42888.023,92,10,107.47196516066842,484.8620412104412,1560.1472212911212,92,0.0,107.47196516066842
